Rk,G,Date,Age,Tm,Opp,GS,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,GmSc,+/-,2PA,2P,2P%,Shared Games with Brandon Clarke,Shared Games with David Roddy,Shared Games with Desmond Bane,Shared Games with Dillon Brooks,Shared Games with Ja Morant,Shared Games with Jake LaRavia,Shared Games with Jaren Jackson Jr.,Shared Games with John Konchar,Shared Games with Kennedy Chandler,Shared Games with Santi Aldama,Shared Games with Steven Adams,Shared Games with Tyus Jones,Shared Games with Vince Williams Jr.,Shared Games with Xavier Tillman Sr.,Shared Games with Ziaire Williams,Brandon Clarke,Danny Green,David Roddy,Desmond Bane,Dillon Brooks,Ja Morant,Jacob Gilyard,Jake LaRavia,Jaren Jackson Jr.,John Konchar,Kennedy Chandler,Santi Aldama,Steven Adams,Tyus Jones,Vince Williams Jr.,Xavier Tillman Sr.,Ziaire Williams,co_inf with Brandon Clarke,co_inf with Danny Green,co_inf with David Roddy,co_inf with Desmond Bane,co_inf with Dillon Brooks,co_inf with Ja Morant,co_inf with Jacob Gilyard,co_inf with Jake LaRavia,co_inf with Jaren Jackson Jr.,co_inf with John Konchar,co_inf with Kennedy Chandler,co_inf with Santi Aldama,co_inf with Steven Adams,co_inf with Tyus Jones,co_inf with Vince Williams Jr.,co_inf with Xavier Tillman Sr.,co_inf with Ziaire Williams,Shared Games with Luke Kennard,Luke Kennard,Trae Young,co_inf with Luke Kennard,co_inf with Trae Young,Total Shared Players,CO_EFF,EFF,avg_EFF,CO_HGS,HGS,avg_HGS,Co_Points_Share,New Column,Result
63.0,,2023-03-05,20-203,MEM,LAC,Did Not Play,0.0,0.0,0.0,Did Not Play,,,Did Not Play,Did Not Play,0.0,Did Not Play,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Did Not Play,Did Not Play,,,,10,24,18,20,15,12,19,22,20,20,5,22,11,20,9,56.0,11.0,70.0,58.0,73.0,61.0,1,35.0,63.0,72.0,36.0,77.0,42.0,80.0,15.0,61.0,37.0,0.1785714285714285,0.0,0.3428571428571428,0.3103448275862069,0.273972602739726,0.2459016393442623,0.0,0.3428571428571428,0.3015873015873015,0.3055555555555556,0.5555555555555556,0.2597402597402597,0.119047619047619,0.275,0.7333333333333333,0.3278688524590163,0.2432432432432432,14,59.0,73.0,0.2372881355932203,0.0,16,,100.0,6.25,0.0,103.8,6.4875,0.0125169500365077,,
64.0,,2023-03-07,20-205,MEM,LAL,Did Not Play,0.0,0.0,0.0,Did Not Play,,,Did Not Play,Did Not Play,0.0,Did Not Play,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Did Not Play,Did Not Play,,,,10,24,18,20,15,12,19,22,20,20,5,22,11,20,9,56.0,11.0,70.0,58.0,73.0,61.0,1,35.0,63.0,72.0,36.0,77.0,42.0,80.0,15.0,61.0,37.0,0.1785714285714285,0.0,0.3428571428571428,0.3103448275862069,0.273972602739726,0.2459016393442623,0.0,0.3428571428571428,0.3015873015873015,0.3055555555555556,0.5555555555555556,0.2597402597402597,0.119047619047619,0.275,0.7333333333333333,0.3278688524590163,0.2432432432432432,14,59.0,73.0,0.2372881355932203,0.0,16,,46.0,2.875,0.0,59.29999999999999,3.70625,0.0125169500365077,W (+14),W (+14)
65.0,12.0,2023-03-09,20-207,MEM,GSW,0,1.7166666666666668,1.0,1.0,1.000,1.0,1.0,1.000,0,0.0,,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,3.0,3.0,+3,0.0,0.0,,10,24,18,20,15,12,19,22,20,20,5,22,11,20,9,56.0,11.0,70.0,58.0,73.0,61.0,1,35.0,63.0,72.0,36.0,77.0,42.0,80.0,15.0,61.0,37.0,0.1785714285714285,0.0,0.3428571428571428,0.3103448275862069,0.273972602739726,0.2459016393442623,0.0,0.3428571428571428,0.3015873015873015,0.3055555555555556,0.5555555555555556,0.2597402597402597,0.119047619047619,0.275,0.7333333333333333,0.3278688524590163,0.2432432432432432,14,59.0,73.0,0.2372881355932203,0.0,16,3.0,90.0,5.625,3.0,97.1,6.06875,0.0125169500365077,L (-16),L (-16)
66.0,,2023-03-11,20-209,MEM,DAL,Did Not Play,0.0,0.0,0.0,Did Not Play,,,Did Not Play,Did Not Play,0.0,Did Not Play,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Did Not Play,Did Not Play,,,,10,24,18,20,15,12,19,22,20,20,5,22,11,20,9,56.0,11.0,70.0,58.0,73.0,61.0,1,35.0,63.0,72.0,36.0,77.0,42.0,80.0,15.0,61.0,37.0,0.1785714285714285,0.0,0.3428571428571428,0.3103448275862069,0.273972602739726,0.2459016393442623,0.0,0.3428571428571428,0.3015873015873015,0.3055555555555556,0.5555555555555556,0.2597402597402597,0.119047619047619,0.275,0.7333333333333333,0.3278688524590163,0.2432432432432432,14,59.0,73.0,0.2372881355932203,0.0,16,,90.0,5.625,0.0,82.8,5.175,0.0125169500365077,L (-6),L (-6)
67.0,13.0,2023-03-13,20-211,MEM,DAL,0,2.6,1.0,3.0,.333,0.0,0.0,,0,0.0,,2.0,1.0,3.0,0.0,0.0,0.0,0.0,1.0,2.0,1.6,-3,3.0,1.0,0.3333333333333333,10,24,18,20,15,12,19,22,20,20,5,22,11,20,9,56.0,11.0,70.0,58.0,73.0,61.0,1,35.0,63.0,72.0,36.0,77.0,42.0,80.0,15.0,61.0,37.0,0.1785714285714285,0.0,0.3428571428571428,0.3103448275862069,0.273972602739726,0.2459016393442623,0.0,0.3428571428571428,0.3015873015873015,0.3055555555555556,0.5555555555555556,0.2597402597402597,0.119047619047619,0.275,0.7333333333333333,0.3278688524590163,0.2432432432432432,14,59.0,73.0,0.2372881355932203,0.0,16,2.0,96.0,6.0,1.6,89.5,5.59375,0.0125169500365077,L (-9),L (-9)
68.0,14.0,2023-03-15,20-213,MEM,MIA,0,12.0,4.0,6.0,.667,2.0,2.0,1.000,0,0.0,,1.0,2.0,3.0,2.0,0.0,0.0,1.0,3.0,10.0,7.9,+9,4.0,2.0,0.5,10,24,18,20,15,12,19,22,20,20,5,22,11,20,9,56.0,11.0,70.0,58.0,73.0,61.0,1,35.0,63.0,72.0,36.0,77.0,42.0,80.0,15.0,61.0,37.0,0.1785714285714285,0.0,0.3428571428571428,0.3103448275862069,0.273972602739726,0.2459016393442623,0.0,0.3428571428571428,0.3015873015873015,0.3055555555555556,0.5555555555555556,0.2597402597402597,0.119047619047619,0.275,0.7333333333333333,0.3278688524590163,0.2432432432432432,14,59.0,73.0,0.2372881355932203,0.0,16,8.0,77.0,4.8125,7.899999999999999,72.80000000000001,4.550000000000001,0.0125169500365077,W (+21),W (+21)
69.0,15.0,2023-03-17,20-215,MEM,SAS,0,13.516666666666667,4.0,6.0,.667,1.0,2.0,.500,2,4.0,.500,3.0,4.0,7.0,1.0,0.0,1.0,2.0,2.0,11.0,9.5,+5,4.0,3.0,0.75,10,24,18,20,15,12,19,22,20,20,5,22,11,20,9,56.0,11.0,70.0,58.0,73.0,61.0,1,35.0,63.0,72.0,36.0,77.0,42.0,80.0,15.0,61.0,37.0,0.1785714285714285,0.0,0.3428571428571428,0.3103448275862069,0.273972602739726,0.2459016393442623,0.0,0.3428571428571428,0.3015873015873015,0.3055555555555556,0.5555555555555556,0.2597402597402597,0.119047619047619,0.275,0.7333333333333333,0.3278688524590163,0.2432432432432432,14,59.0,73.0,0.2372881355932203,0.0,16,8.0,92.0,5.75,8.699999999999998,85.60000000000001,5.3500000000000005,0.0125169500365077,W (+4),W (+4)
70.0,16.0,2023-03-18,20-216,MEM,GSW,0,3.0,1.0,3.0,.333,0.0,2.0,.000,0,0.0,,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,2.0,0.6,-6,1.0,1.0,1.0,10,24,18,20,15,12,19,22,20,20,5,22,11,20,9,56.0,11.0,70.0,58.0,73.0,61.0,1,35.0,63.0,72.0,36.0,77.0,42.0,80.0,15.0,61.0,37.0,0.1785714285714285,0.0,0.3428571428571428,0.3103448275862069,0.273972602739726,0.2459016393442623,0.0,0.3428571428571428,0.3015873015873015,0.3055555555555556,0.5555555555555556,0.2597402597402597,0.119047619047619,0.275,0.7333333333333333,0.3278688524590163,0.2432432432432432,14,59.0,73.0,0.2372881355932203,0.0,16,0.0,109.0,6.8125,0.6,109.0,6.8125,0.0125169500365077,W (+16),W (+16)
71.0,,2023-03-20,20-218,MEM,DAL,Did Not Play,0.0,0.0,0.0,Did Not Play,,,Did Not Play,Did Not Play,0.0,Did Not Play,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Did Not Play,Did Not Play,,,,10,24,18,20,15,12,19,22,20,20,5,22,11,20,9,56.0,11.0,70.0,58.0,73.0,61.0,1,35.0,63.0,72.0,36.0,77.0,42.0,80.0,15.0,61.0,37.0,0.1785714285714285,0.0,0.3428571428571428,0.3103448275862069,0.273972602739726,0.2459016393442623,0.0,0.3428571428571428,0.3015873015873015,0.3055555555555556,0.5555555555555556,0.2597402597402597,0.119047619047619,0.275,0.7333333333333333,0.3278688524590163,0.2432432432432432,14,59.0,73.0,0.2372881355932203,0.0,16,,57.0,3.5625,0.0,74.0,4.625,0.0125169500365077,L (-19),L (-19)
72.0,17.0,2023-03-22,20-220,MEM,HOU,0,13.766666666666667,2.0,3.0,.667,0.0,0.0,,1,2.0,.500,1.0,3.0,4.0,2.0,0.0,0.0,0.0,4.0,5.0,4.7,+3,3.0,2.0,0.6666666666666666,10,24,18,20,15,12,19,22,20,20,5,22,11,20,9,56.0,11.0,70.0,58.0,73.0,61.0,1,35.0,63.0,72.0,36.0,77.0,42.0,80.0,15.0,61.0,37.0,0.1785714285714285,0.0,0.3428571428571428,0.3103448275862069,0.273972602739726,0.2459016393442623,0.0,0.3428571428571428,0.3015873015873015,0.3055555555555556,0.5555555555555556,0.2597402597402597,0.119047619047619,0.275,0.7333333333333333,0.3278688524590163,0.2432432432432432,14,59.0,73.0,0.2372881355932203,0.0,16,6.0,80.0,5.0,4.300000000000001,98.5,6.15625,0.0125169500365077,W (+6),W (+6)
73.0,18.0,2023-03-24,20-222,MEM,HOU,0,10.0,5.0,9.0,.556,1.0,1.0,1.000,0,0.0,,0.0,2.0,2.0,3.0,2.0,1.0,0.0,1.0,11.0,11.7,-2,8.0,4.0,0.5,10,24,18,20,15,12,19,22,20,20,5,22,11,20,9,56.0,11.0,70.0,58.0,73.0,61.0,1,35.0,63.0,72.0,36.0,77.0,42.0,80.0,15.0,61.0,37.0,0.1785714285714285,0.0,0.3428571428571428,0.3103448275862069,0.273972602739726,0.2459016393442623,0.0,0.3428571428571428,0.3015873015873015,0.3055555555555556,0.5555555555555556,0.2597402597402597,0.119047619047619,0.275,0.7333333333333333,0.3278688524590163,0.2432432432432432,14,59.0,73.0,0.2372881355932203,0.0,16,10.0,103.0,6.4375,11.699999999999998,111.2,6.95,0.0125169500365077,W (+14),W (+14)
74.0,,2023-03-26,20-224,MEM,ATL,Did Not Play,0.0,0.0,0.0,Did Not Play,,,Did Not Play,Did Not Play,0.0,Did Not Play,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Did Not Play,Did Not Play,,,,10,24,18,20,15,12,19,22,20,20,5,22,11,20,9,56.0,11.0,70.0,58.0,73.0,61.0,1,35.0,63.0,72.0,36.0,77.0,42.0,80.0,15.0,61.0,37.0,0.1785714285714285,0.0,0.3428571428571428,0.3103448275862069,0.273972602739726,0.2459016393442623,0.0,0.3428571428571428,0.3015873015873015,0.3055555555555556,0.5555555555555556,0.2597402597402597,0.119047619047619,0.275,0.7333333333333333,0.3278688524590163,0.2432432432432432,14,59.0,73.0,0.2372881355932203,0.0,16,,92.0,5.75,0.0,97.7,6.10625,0.0125169500365077,W (+4),W (+4)
75.0,,2023-03-28,20-226,MEM,ORL,Did Not Play,0.0,0.0,0.0,Did Not Play,,,Did Not Play,Did Not Play,0.0,Did Not Play,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Did Not Play,Did Not Play,,,,10,24,18,20,15,12,19,22,20,20,5,22,11,20,9,56.0,11.0,70.0,58.0,73.0,61.0,1,35.0,63.0,72.0,36.0,77.0,42.0,80.0,15.0,61.0,37.0,0.1785714285714285,0.0,0.3428571428571428,0.3103448275862069,0.273972602739726,0.2459016393442623,0.0,0.3428571428571428,0.3015873015873015,0.3055555555555556,0.5555555555555556,0.2597402597402597,0.119047619047619,0.275,0.7333333333333333,0.3278688524590163,0.2432432432432432,14,59.0,73.0,0.2372881355932203,0.0,16,,76.0,4.75,0.0,76.90000000000002,4.806250000000001,0.0125169500365077,W (+5),W (+5)
76.0,19.0,2023-03-29,20-227,MEM,LAC,0,9.15,1.0,4.0,.250,0.0,0.0,,1,2.0,.500,1.0,3.0,4.0,1.0,0.0,0.0,1.0,1.0,3.0,1.1,-2,4.0,1.0,0.25,10,24,18,20,15,12,19,22,20,20,5,22,11,20,9,56.0,11.0,70.0,58.0,73.0,61.0,1,35.0,63.0,72.0,36.0,77.0,42.0,80.0,15.0,61.0,37.0,0.1785714285714285,0.0,0.3428571428571428,0.3103448275862069,0.273972602739726,0.2459016393442623,0.0,0.3428571428571428,0.3015873015873015,0.3055555555555556,0.5555555555555556,0.2597402597402597,0.119047619047619,0.275,0.7333333333333333,0.3278688524590163,0.2432432432432432,14,59.0,73.0,0.2372881355932203,0.0,16,1.0,74.0,4.625,0.7000000000000006,99.79999999999998,6.237499999999999,0.0125169500365077,W (+37),W (+37)
77.0,,2023-03-31,20-229,MEM,LAC,Did Not Play,0.0,0.0,0.0,Did Not Play,,,Did Not Play,Did Not Play,0.0,Did Not Play,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Did Not Play,Did Not Play,,,,10,24,18,20,15,12,19,22,20,20,5,22,11,20,9,56.0,11.0,70.0,58.0,73.0,61.0,1,35.0,63.0,72.0,36.0,77.0,42.0,80.0,15.0,61.0,37.0,0.1785714285714285,0.0,0.3428571428571428,0.3103448275862069,0.273972602739726,0.2459016393442623,0.0,0.3428571428571428,0.3015873015873015,0.3055555555555556,0.5555555555555556,0.2597402597402597,0.119047619047619,0.275,0.7333333333333333,0.3278688524590163,0.2432432432432432,14,59.0,73.0,0.2372881355932203,0.0,16,,86.0,5.375,0.0,103.29999999999998,6.456249999999999,0.0125169500365077,W (+4),W (+4)
78.0,20.0,2023-04-02,20-231,MEM,CHI,0,1.4833333333333334,0.0,0.0,,0.0,0.0,,0,0.0,,0.0,1.0,1.0,0.0,0.0,0.0,2.0,1.0,0.0,-2.1,0,0.0,0.0,,10,24,18,20,15,12,19,22,20,20,5,22,11,20,9,56.0,11.0,70.0,58.0,73.0,61.0,1,35.0,63.0,72.0,36.0,77.0,42.0,80.0,15.0,61.0,37.0,0.1785714285714285,0.0,0.3428571428571428,0.3103448275862069,0.273972602739726,0.2459016393442623,0.0,0.3428571428571428,0.3015873015873015,0.3055555555555556,0.5555555555555556,0.2597402597402597,0.119047619047619,0.275,0.7333333333333333,0.3278688524590163,0.2432432432432432,14,59.0,73.0,0.2372881355932203,0.0,16,-1.0,89.0,5.5625,-2.1,84.1,5.25625,0.0125169500365077,W (+5),W (+5)
79.0,21.0,2023-04-04,20-233,MEM,POR,0,3.7,1.0,2.0,.500,0.0,1.0,.000,1,1.0,1.000,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,3.0,2.3,-6,1.0,1.0,1.0,10,24,18,20,15,12,19,22,20,20,5,22,11,20,9,56.0,11.0,70.0,58.0,73.0,61.0,1,35.0,63.0,72.0,36.0,77.0,42.0,80.0,15.0,61.0,37.0,0.1785714285714285,0.0,0.3428571428571428,0.3103448275862069,0.273972602739726,0.2459016393442623,0.0,0.3428571428571428,0.3015873015873015,0.3055555555555556,0.5555555555555556,0.2597402597402597,0.119047619047619,0.275,0.7333333333333333,0.3278688524590163,0.2432432432432432,14,59.0,73.0,0.2372881355932203,0.0,16,1.0,90.0,5.625,1.9,95.8,5.9875,0.0125169500365077,L (-9),L (-9)
80.0,22.0,2023-04-05,20-234,MEM,NOP,0,22.816666666666663,3.0,9.0,.333,0.0,1.0,.000,0,1.0,.000,3.0,2.0,5.0,3.0,1.0,0.0,1.0,3.0,6.0,4.1,+8,8.0,3.0,0.375,10,24,18,20,15,12,19,22,20,20,5,22,11,20,9,56.0,11.0,70.0,58.0,73.0,61.0,1,35.0,63.0,72.0,36.0,77.0,42.0,80.0,15.0,61.0,37.0,0.1785714285714285,0.0,0.3428571428571428,0.3103448275862069,0.273972602739726,0.2459016393442623,0.0,0.3428571428571428,0.3015873015873015,0.3055555555555556,0.5555555555555556,0.2597402597402597,0.119047619047619,0.275,0.7333333333333333,0.3278688524590163,0.2432432432432432,14,59.0,73.0,0.2372881355932203,0.0,16,4.0,103.0,6.4375,4.1,109.7,6.85625,0.0125169500365077,W (+14),W (+14)
81.0,23.0,2023-04-07,20-236,MEM,MIL,0,3.066666666666667,1.0,1.0,1.000,1.0,1.0,1.000,0,0.0,,0.0,1.0,1.0,0.0,0.0,0.0,1.0,2.0,3.0,1.2,+2,0.0,0.0,,10,24,18,20,15,12,19,22,20,20,5,22,11,20,9,56.0,11.0,70.0,58.0,73.0,61.0,1,35.0,63.0,72.0,36.0,77.0,42.0,80.0,15.0,61.0,37.0,0.1785714285714285,0.0,0.3428571428571428,0.3103448275862069,0.273972602739726,0.2459016393442623,0.0,0.3428571428571428,0.3015873015873015,0.3055555555555556,0.5555555555555556,0.2597402597402597,0.119047619047619,0.275,0.7333333333333333,0.3278688524590163,0.2432432432432432,14,59.0,73.0,0.2372881355932203,0.0,16,2.0,121.0,7.5625,1.2000000000000002,114.6,7.1625,0.0125169500365077,L (-21),L (-21)
82.0,24.0,2023-04-09,20-238,MEM,OKC,1,40.35,17.0,25.0,.680,0.0,2.0,.000,8,12.0,.667,6.0,8.0,14.0,0.0,1.0,0.0,2.0,3.0,42.0,34.1,-17,23.0,17.0,0.7391304347826086,10,24,18,20,15,12,19,22,20,20,5,22,11,20,9,56.0,11.0,70.0,58.0,73.0,61.0,1,35.0,63.0,72.0,36.0,77.0,42.0,80.0,15.0,61.0,37.0,0.1785714285714285,0.0,0.3428571428571428,0.3103448275862069,0.273972602739726,0.2459016393442623,0.0,0.3428571428571428,0.3015873015873015,0.3055555555555556,0.5555555555555556,0.2597402597402597,0.119047619047619,0.275,0.7333333333333333,0.3278688524590163,0.2432432432432432,14,59.0,73.0,0.2372881355932203,0.0,16,18.0,32.0,2.0,30.89999999999999,37.3,2.33125,0.0125169500365077,W (+10),W (+10)
