Unnamed: 0,Rk,G,Date,Age,Tm,Unnamed: 5,Opp,Unnamed: 7,GS,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,GmSc,+/-,2PA,2P,2P%,Shared Games with Brandon Ingram,Shared Games with CJ McCollum,Shared Games with Dereon Seabron,Shared Games with Devonte' Graham,Shared Games with Dyson Daniels,Shared Games with Garrett Temple,Shared Games with Herbert Jones,Shared Games with Jaxson Hayes,Shared Games with Jonas Valančiūnas,Shared Games with Jose Alvarado,Shared Games with Kira Lewis Jr.,Shared Games with Larry Nance Jr.,Shared Games with Trey Murphy III,Shared Games with Willy Hernangómez,Shared Games with Zion Williamson,Brandon Ingram,CJ McCollum,Dereon Seabron,Devonte' Graham,Dyson Daniels,Garrett Temple,Herbert Jones,Jaxson Hayes,Jonas Valančiūnas,Jose Alvarado,Kira Lewis Jr.,Larry Nance Jr.,Trey Murphy III,Willy Hernangómez,Zion Williamson,co_inf with Brandon Ingram,co_inf with CJ McCollum,co_inf with Dereon Seabron,co_inf with Devonte' Graham,co_inf with Dyson Daniels,co_inf with Garrett Temple,co_inf with Herbert Jones,co_inf with Jaxson Hayes,co_inf with Jonas Valančiūnas,co_inf with Jose Alvarado,co_inf with Kira Lewis Jr.,co_inf with Larry Nance Jr.,co_inf with Trey Murphy III,co_inf with Willy Hernangómez,co_inf with Zion Williamson,Shared Games with Josh Richardson,Al Horford,Josh Richardson,co_inf with Al Horford,co_inf with Josh Richardson,Total Shared Players,CO_EFF,EFF,avg_EFF,CO_HGS,HGS,avg_HGS
32,32,30,2022-12-23,24-333,NOP,@,OKC,W (+3),1,33:58,4.0,10.0,.400,1.0,4.0,.250,8,10.0,.800,0.0,8.0,8.0,3.0,1.0,0.0,3.0,3.0,17.0,12.1,-2,6.0,3.0,0.5,45,72,5,48,54,22,61,43,74,56,25,61,74,35,27,45.0,75.0,5.0,73.0,59.0,25.0,66.0,47.0,79.0,61.0,25.0,65.0,79.0,38.0,29.0,1.0,0.96,1.0,0.6575342465753424,0.9152542372881356,0.88,0.9242424242424242,0.9148936170212766,0.9367088607594936,0.918032786885246,1.0,0.9384615384615383,0.9367088607594936,0.9210526315789472,0.9310344827586208,23,63.0,65.0,0.0,0.3538461538461538,16,6.0,68.0,4.25,8.900000000000002,73.49999999999999,4.593749999999999
33,33,31,2022-12-26,24-336,NOP,,IND,W (+20),1,29:05,8.0,14.0,.571,4.0,9.0,.444,2,2.0,1.000,0.0,6.0,6.0,4.0,0.0,1.0,2.0,4.0,22.0,17.1,+22,5.0,4.0,0.8,45,72,5,48,54,22,61,43,74,56,25,61,74,35,27,45.0,75.0,5.0,73.0,59.0,25.0,66.0,47.0,79.0,61.0,25.0,65.0,79.0,38.0,29.0,1.0,0.96,1.0,0.6575342465753424,0.9152542372881356,0.88,0.9242424242424242,0.9148936170212766,0.9367088607594936,0.918032786885246,1.0,0.9384615384615383,0.9367088607594936,0.9210526315789472,0.9310344827586208,23,63.0,65.0,0.0,0.3538461538461538,16,15.0,83.0,5.1875,16.3,66.8,4.175
34,34,32,2022-12-28,24-338,NOP,,MIN,W (+1),1,35:03,4.0,9.0,.444,0.0,2.0,.000,4,5.0,.800,1.0,6.0,7.0,1.0,0.0,0.0,0.0,3.0,12.0,8.9,+3,7.0,4.0,0.5714285714285714,45,72,5,48,54,22,61,43,74,56,25,61,74,35,27,45.0,75.0,5.0,73.0,59.0,25.0,66.0,47.0,79.0,61.0,25.0,65.0,79.0,38.0,29.0,1.0,0.96,1.0,0.6575342465753424,0.9152542372881356,0.88,0.9242424242424242,0.9148936170212766,0.9367088607594936,0.918032786885246,1.0,0.9384615384615383,0.9367088607594936,0.9210526315789472,0.9310344827586208,23,63.0,65.0,0.0,0.3538461538461538,16,6.0,57.0,3.5625,7.299999999999996,74.7,4.66875
35,35,33,2022-12-30,24-340,NOP,,PHI,W (+11),1,31:29,2.0,7.0,.286,1.0,4.0,.250,0,1.0,.000,0.0,5.0,5.0,3.0,3.0,0.0,2.0,3.0,5.0,3.9,+1,3.0,1.0,0.3333333333333333,45,72,5,48,54,22,61,43,74,56,25,61,74,35,27,45.0,75.0,5.0,73.0,59.0,25.0,66.0,47.0,79.0,61.0,25.0,65.0,79.0,38.0,29.0,1.0,0.96,1.0,0.6575342465753424,0.9152542372881356,0.88,0.9242424242424242,0.9148936170212766,0.9367088607594936,0.918032786885246,1.0,0.9384615384615383,0.9367088607594936,0.9210526315789472,0.9310344827586208,23,63.0,65.0,0.0,0.3538461538461538,16,6.0,78.0,4.875,3.9,101.2,6.325
36,36,34,2022-12-31,24-341,NOP,@,MEM,L (-15),0,21:05,2.0,10.0,.200,2.0,6.0,.333,6,6.0,1.000,0.0,0.0,0.0,4.0,1.0,0.0,0.0,1.0,12.0,9.2,-3,4.0,0.0,0.0,45,72,5,48,54,22,61,43,74,56,25,61,74,35,27,45.0,75.0,5.0,73.0,59.0,25.0,66.0,47.0,79.0,61.0,25.0,65.0,79.0,38.0,29.0,1.0,0.96,1.0,0.6575342465753424,0.9152542372881356,0.88,0.9242424242424242,0.9148936170212766,0.9367088607594936,0.918032786885246,1.0,0.9384615384615383,0.9367088607594936,0.9210526315789472,0.9310344827586208,23,63.0,65.0,0.0,0.3538461538461538,16,1.0,45.0,2.8125,6.800000000000001,45.50000000000001,2.8437500000000004
37,37,35,2023-01-02,24-343,NOP,@,PHI,L (-9),0,15:24,4.0,11.0,.364,1.0,5.0,.200,1,1.0,1.000,2.0,3.0,5.0,0.0,0.0,0.0,2.0,2.0,10.0,3.4,-10,6.0,3.0,0.5,45,72,5,48,54,22,61,43,74,56,25,61,74,35,27,45.0,75.0,5.0,73.0,59.0,25.0,66.0,47.0,79.0,61.0,25.0,65.0,79.0,38.0,29.0,1.0,0.96,1.0,0.6575342465753424,0.9152542372881356,0.88,0.9242424242424242,0.9148936170212766,0.9367088607594936,0.918032786885246,1.0,0.9384615384615383,0.9367088607594936,0.9210526315789472,0.9310344827586208,23,63.0,65.0,0.0,0.3538461538461538,16,1.0,85.0,5.3125,3.000000000000001,83.2,5.2
38,38,36,2023-01-04,24-345,NOP,,HOU,W (+11),1,32:38,5.0,12.0,.417,2.0,5.0,.400,4,4.0,1.000,2.0,5.0,7.0,4.0,0.0,0.0,4.0,0.0,16.0,11.3,+11,7.0,3.0,0.4285714285714285,45,72,5,48,54,22,61,43,74,56,25,61,74,35,27,45.0,75.0,5.0,73.0,59.0,25.0,66.0,47.0,79.0,61.0,25.0,65.0,79.0,38.0,29.0,1.0,0.96,1.0,0.6575342465753424,0.9152542372881356,0.88,0.9242424242424242,0.9148936170212766,0.9367088607594936,0.918032786885246,1.0,0.9384615384615383,0.9367088607594936,0.9210526315789472,0.9310344827586208,23,63.0,65.0,0.0,0.3538461538461538,16,7.0,88.0,5.5,9.7,98.2,6.1375
39,39,37,2023-01-06,24-347,NOP,,BRK,L (-6),1,33:15,6.0,11.0,.545,3.0,5.0,.600,8,10.0,.800,0.0,9.0,9.0,1.0,3.0,0.0,3.0,0.0,23.0,20.3,+3,6.0,3.0,0.5,45,72,5,48,54,22,61,43,74,56,25,61,74,35,27,45.0,75.0,5.0,73.0,59.0,25.0,66.0,47.0,79.0,61.0,25.0,65.0,79.0,38.0,29.0,1.0,0.96,1.0,0.6575342465753424,0.9152542372881356,0.88,0.9242424242424242,0.9148936170212766,0.9367088607594936,0.918032786885246,1.0,0.9384615384615383,0.9367088607594936,0.9210526315789472,0.9310344827586208,23,63.0,65.0,0.0,0.3538461538461538,16,12.0,57.0,3.5625,17.099999999999998,53.2,3.325
40,40,38,2023-01-07,24-348,NOP,@,DAL,L (-10),1,38:06,9.0,17.0,.529,1.0,4.0,.250,5,10.0,.500,1.0,1.0,2.0,4.0,3.0,1.0,4.0,3.0,24.0,16.0,+3,13.0,8.0,0.6153846153846154,45,72,5,48,54,22,61,43,74,56,25,61,74,35,27,45.0,75.0,5.0,73.0,59.0,25.0,66.0,47.0,79.0,61.0,25.0,65.0,79.0,38.0,29.0,1.0,0.96,1.0,0.6575342465753424,0.9152542372881356,0.88,0.9242424242424242,0.9148936170212766,0.9367088607594936,0.918032786885246,1.0,0.9384615384615383,0.9367088607594936,0.9210526315789472,0.9310344827586208,23,63.0,65.0,0.0,0.3538461538461538,16,3.0,80.0,5.0,14.000000000000004,84.29999999999998,5.268749999999999
41,Rk,G,Date,Age,Tm,,Opp,,GS,MP,0.0,0.0,FG%,,,3P%,FT,0.0,FT%,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,GmSc,+/-,,,,45,72,5,48,54,22,61,43,74,56,25,61,74,35,27,45.0,75.0,5.0,73.0,59.0,25.0,66.0,47.0,79.0,61.0,25.0,65.0,79.0,38.0,29.0,1.0,0.96,1.0,0.6575342465753424,0.9152542372881356,0.88,0.9242424242424242,0.9148936170212766,0.9367088607594936,0.918032786885246,1.0,0.9384615384615383,0.9367088607594936,0.9210526315789472,0.9310344827586208,23,63.0,65.0,0.0,0.3538461538461538,16,,0.0,0.0,0.0,0.0,0.0
42,41,39,2023-01-09,24-350,NOP,@,WAS,W (+20),1,33:41,7.0,19.0,.368,1.0,5.0,.200,3,5.0,.600,1.0,2.0,3.0,4.0,1.0,0.0,1.0,0.0,18.0,10.8,+19,14.0,6.0,0.4285714285714285,45,72,5,48,54,22,61,43,74,56,25,61,74,35,27,45.0,75.0,5.0,73.0,59.0,25.0,66.0,47.0,79.0,61.0,25.0,65.0,79.0,38.0,29.0,1.0,0.96,1.0,0.6575342465753424,0.9152542372881356,0.88,0.9242424242424242,0.9148936170212766,0.9367088607594936,0.918032786885246,1.0,0.9384615384615383,0.9367088607594936,0.9210526315789472,0.9310344827586208,23,63.0,65.0,0.0,0.3538461538461538,16,1.0,97.0,6.0625,9.600000000000003,95.30000000000004,5.9562500000000025
43,42,40,2023-01-11,24-352,NOP,@,BOS,L (-11),1,37:03,6.0,15.0,.400,2.0,5.0,.400,4,4.0,1.000,0.0,7.0,7.0,3.0,0.0,1.0,0.0,2.0,18.0,14.0,-5,10.0,4.0,0.4,45,72,5,48,54,22,61,43,74,56,25,61,74,35,27,45.0,75.0,5.0,73.0,59.0,25.0,66.0,47.0,79.0,61.0,25.0,65.0,79.0,38.0,29.0,1.0,0.96,1.0,0.6575342465753424,0.9152542372881356,0.88,0.9242424242424242,0.9148936170212766,0.9367088607594936,0.918032786885246,1.0,0.9384615384615383,0.9367088607594936,0.9210526315789472,0.9310344827586208,23,63.0,65.0,0.0,0.3538461538461538,16,10.0,73.0,4.5625,12.4,77.1,4.81875
44,43,41,2023-01-13,24-354,NOP,@,DET,W (+6),1,34:39,6.0,11.0,.545,2.0,3.0,.667,3,4.0,.750,1.0,5.0,6.0,4.0,1.0,0.0,5.0,2.0,17.0,11.5,+13,8.0,4.0,0.5,45,72,5,48,54,22,61,43,74,56,25,61,74,35,27,45.0,75.0,5.0,73.0,59.0,25.0,66.0,47.0,79.0,61.0,25.0,65.0,79.0,38.0,29.0,1.0,0.96,1.0,0.6575342465753424,0.9152542372881356,0.88,0.9242424242424242,0.9148936170212766,0.9367088607594936,0.918032786885246,1.0,0.9384615384615383,0.9367088607594936,0.9210526315789472,0.9310344827586208,23,63.0,65.0,0.0,0.3538461538461538,16,8.0,73.0,4.5625,10.299999999999995,82.69999999999999,5.168749999999999
45,44,42,2023-01-16,24-357,NOP,@,CLE,L (-10),1,35:49,7.0,12.0,.583,0.0,1.0,.000,0,0.0,,0.0,3.0,3.0,3.0,0.0,0.0,2.0,2.0,14.0,8.6,-15,11.0,7.0,0.6363636363636364,45,72,5,48,54,22,61,43,74,56,25,61,74,35,27,45.0,75.0,5.0,73.0,59.0,25.0,66.0,47.0,79.0,61.0,25.0,65.0,79.0,38.0,29.0,1.0,0.96,1.0,0.6575342465753424,0.9152542372881356,0.88,0.9242424242424242,0.9148936170212766,0.9367088607594936,0.918032786885246,1.0,0.9384615384615383,0.9367088607594936,0.9210526315789472,0.9310344827586208,23,63.0,65.0,0.0,0.3538461538461538,16,6.0,78.0,4.875,8.599999999999998,74.4,4.65
46,45,43,2023-01-18,24-359,NOP,,MIA,L (-26),1,31:53,4.0,13.0,.308,1.0,5.0,.200,3,3.0,1.000,0.0,5.0,5.0,4.0,0.0,0.0,1.0,1.0,12.0,7.4,-16,8.0,3.0,0.375,45,72,5,48,54,22,61,43,74,56,25,61,74,35,27,45.0,75.0,5.0,73.0,59.0,25.0,66.0,47.0,79.0,61.0,25.0,65.0,79.0,38.0,29.0,1.0,0.96,1.0,0.6575342465753424,0.9152542372881356,0.88,0.9242424242424242,0.9148936170212766,0.9367088607594936,0.918032786885246,1.0,0.9384615384615383,0.9367088607594936,0.9210526315789472,0.9310344827586208,23,63.0,65.0,0.0,0.3538461538461538,16,4.0,59.0,3.6875,6.199999999999998,62.9,3.93125
47,46,,2023-01-20,24-361,NOP,@,ORL,L (-13),Inactive,Inactive,0.0,0.0,Inactive,,,Inactive,Inactive,0.0,Inactive,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Inactive,Inactive,,,,45,72,5,48,54,22,61,43,74,56,25,61,74,35,27,45.0,75.0,5.0,73.0,59.0,25.0,66.0,47.0,79.0,61.0,25.0,65.0,79.0,38.0,29.0,1.0,0.96,1.0,0.6575342465753424,0.9152542372881356,0.88,0.9242424242424242,0.9148936170212766,0.9367088607594936,0.918032786885246,1.0,0.9384615384615383,0.9367088607594936,0.9210526315789472,0.9310344827586208,23,63.0,65.0,0.0,0.3538461538461538,16,,96.0,6.0,0.0,97.6,6.1
48,47,,2023-01-22,24-363,NOP,@,MIA,L (-4),Inactive,Inactive,0.0,0.0,Inactive,,,Inactive,Inactive,0.0,Inactive,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Inactive,Inactive,,,,45,72,5,48,54,22,61,43,74,56,25,61,74,35,27,45.0,75.0,5.0,73.0,59.0,25.0,66.0,47.0,79.0,61.0,25.0,65.0,79.0,38.0,29.0,1.0,0.96,1.0,0.6575342465753424,0.9152542372881356,0.88,0.9242424242424242,0.9148936170212766,0.9367088607594936,0.918032786885246,1.0,0.9384615384615383,0.9367088607594936,0.9210526315789472,0.9310344827586208,23,63.0,65.0,0.0,0.3538461538461538,16,,67.0,4.1875,0.0,67.19999999999999,4.199999999999999
49,48,,2023-01-24,25-000,NOP,,DEN,L (-1),Inactive,Inactive,0.0,0.0,Inactive,,,Inactive,Inactive,0.0,Inactive,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Inactive,Inactive,,,,45,72,5,48,54,22,61,43,74,56,25,61,74,35,27,45.0,75.0,5.0,73.0,59.0,25.0,66.0,47.0,79.0,61.0,25.0,65.0,79.0,38.0,29.0,1.0,0.96,1.0,0.6575342465753424,0.9152542372881356,0.88,0.9242424242424242,0.9148936170212766,0.9367088607594936,0.918032786885246,1.0,0.9384615384615383,0.9367088607594936,0.9210526315789472,0.9310344827586208,23,63.0,65.0,0.0,0.3538461538461538,16,,59.0,3.6875,0.0,67.8,4.2375
50,49,44,2023-01-25,25-001,NOP,,MIN,L (-9),0,26:47,1.0,6.0,.167,0.0,2.0,.000,3,4.0,.750,0.0,4.0,4.0,4.0,1.0,1.0,3.0,0.0,5.0,3.5,-3,4.0,1.0,0.25,45,72,5,48,54,22,61,43,74,56,25,61,74,35,27,45.0,75.0,5.0,73.0,59.0,25.0,66.0,47.0,79.0,61.0,25.0,65.0,79.0,38.0,29.0,1.0,0.96,1.0,0.6575342465753424,0.9152542372881356,0.88,0.9242424242424242,0.9148936170212766,0.9367088607594936,0.918032786885246,1.0,0.9384615384615383,0.9367088607594936,0.9210526315789472,0.9310344827586208,23,63.0,65.0,0.0,0.3538461538461538,16,2.0,46.0,2.875,2.3000000000000007,53.3,3.33125
51,50,45,2023-01-28,25-004,NOP,,WAS,L (-10),0,17:53,4.0,8.0,.500,0.0,1.0,.000,0,0.0,,1.0,4.0,5.0,3.0,2.0,0.0,1.0,2.0,8.0,8.2,-7,7.0,4.0,0.5714285714285714,45,72,5,48,54,22,61,43,74,56,25,61,74,35,27,45.0,75.0,5.0,73.0,59.0,25.0,66.0,47.0,79.0,61.0,25.0,65.0,79.0,38.0,29.0,1.0,0.96,1.0,0.6575342465753424,0.9152542372881356,0.88,0.9242424242424242,0.9148936170212766,0.9367088607594936,0.918032786885246,1.0,0.9384615384615383,0.9367088607594936,0.9210526315789472,0.9310344827586208,23,63.0,65.0,0.0,0.3538461538461538,16,9.0,56.0,3.5,8.199999999999998,57.2,3.575
52,51,46,2023-01-29,25-005,NOP,@,MIL,L (-25),1,34:13,4.0,15.0,.267,0.0,5.0,.000,0,1.0,.000,2.0,2.0,4.0,6.0,0.0,0.0,2.0,2.0,8.0,2.1,-16,10.0,4.0,0.4,45,72,5,48,54,22,61,43,74,56,25,61,74,35,27,45.0,75.0,5.0,73.0,59.0,25.0,66.0,47.0,79.0,61.0,25.0,65.0,79.0,38.0,29.0,1.0,0.96,1.0,0.6575342465753424,0.9152542372881356,0.88,0.9242424242424242,0.9148936170212766,0.9367088607594936,0.918032786885246,1.0,0.9384615384615383,0.9367088607594936,0.9210526315789472,0.9310344827586208,23,63.0,65.0,0.0,0.3538461538461538,16,0.0,59.0,3.6875,2.0999999999999988,63.8,3.9875
53,52,47,2023-01-31,25-007,NOP,@,DEN,L (-9),0,24:05,1.0,3.0,.333,0.0,1.0,.000,2,2.0,1.000,1.0,2.0,3.0,2.0,0.0,0.0,2.0,1.0,4.0,2.6,+14,2.0,1.0,0.5,45,72,5,48,54,22,61,43,74,56,25,61,74,35,27,45.0,75.0,5.0,73.0,59.0,25.0,66.0,47.0,79.0,61.0,25.0,65.0,79.0,38.0,29.0,1.0,0.96,1.0,0.6575342465753424,0.9152542372881356,0.88,0.9242424242424242,0.9148936170212766,0.9367088607594936,0.918032786885246,1.0,0.9384615384615383,0.9367088607594936,0.9210526315789472,0.9310344827586208,23,63.0,65.0,0.0,0.3538461538461538,16,2.0,88.0,5.5,1.8000000000000005,92.7,5.79375
54,53,48,2023-02-02,25-009,NOP,@,DAL,L (-5),0,25:08,4.0,8.0,.500,2.0,2.0,1.000,1,2.0,.500,0.0,1.0,1.0,3.0,1.0,0.0,1.0,5.0,11.0,7.0,+1,6.0,2.0,0.3333333333333333,45,72,5,48,54,22,61,43,74,56,25,61,74,35,27,45.0,75.0,5.0,73.0,59.0,25.0,66.0,47.0,79.0,61.0,25.0,65.0,79.0,38.0,29.0,1.0,0.96,1.0,0.6575342465753424,0.9152542372881356,0.88,0.9242424242424242,0.9148936170212766,0.9367088607594936,0.918032786885246,1.0,0.9384615384615383,0.9367088607594936,0.9210526315789472,0.9310344827586208,23,63.0,65.0,0.0,0.3538461538461538,16,5.0,82.0,5.125,6.6,80.49999999999999,5.031249999999999
55,54,49,2023-02-04,25-011,NOP,,LAL,W (+5),0,22:25,0.0,3.0,.000,0.0,3.0,.000,0,0.0,,0.0,4.0,4.0,2.0,0.0,0.0,0.0,2.0,0.0,-0.3,-3,0.0,0.0,,45,72,5,48,54,22,61,43,74,56,25,61,74,35,27,45.0,75.0,5.0,73.0,59.0,25.0,66.0,47.0,79.0,61.0,25.0,65.0,79.0,38.0,29.0,1.0,0.96,1.0,0.6575342465753424,0.9152542372881356,0.88,0.9242424242424242,0.9148936170212766,0.9367088607594936,0.918032786885246,1.0,0.9384615384615383,0.9367088607594936,0.9210526315789472,0.9310344827586208,23,63.0,65.0,0.0,0.3538461538461538,16,3.0,87.0,5.4375,-0.3,107.0,6.6875
56,55,50,2023-02-05,25-012,NOP,,SAC,W (+32),1,24:18,7.0,12.0,.583,0.0,2.0,.000,3,6.0,.500,0.0,6.0,6.0,4.0,2.0,0.0,2.0,1.0,17.0,14.4,+17,10.0,7.0,0.7,45,72,5,48,54,22,61,43,74,56,25,61,74,35,27,45.0,75.0,5.0,73.0,59.0,25.0,66.0,47.0,79.0,61.0,25.0,65.0,79.0,38.0,29.0,1.0,0.96,1.0,0.6575342465753424,0.9152542372881356,0.88,0.9242424242424242,0.9148936170212766,0.9367088607594936,0.918032786885246,1.0,0.9384615384615383,0.9367088607594936,0.9210526315789472,0.9310344827586208,23,63.0,65.0,0.0,0.3538461538461538,16,9.0,90.0,5.625,13.200000000000005,106.20000000000002,6.637500000000001
57,56,51,2023-02-07,25-014,NOP,,ATL,W (+9),0,24:41,2.0,5.0,.400,2.0,4.0,.500,1,2.0,.500,0.0,0.0,0.0,1.0,2.0,0.0,0.0,1.0,7.0,6.2,+1,1.0,0.0,0.0,45,72,5,48,54,22,61,43,74,56,25,61,74,35,27,45.0,75.0,5.0,73.0,59.0,25.0,66.0,47.0,79.0,61.0,25.0,65.0,79.0,38.0,29.0,1.0,0.96,1.0,0.6575342465753424,0.9152542372881356,0.88,0.9242424242424242,0.9148936170212766,0.9367088607594936,0.918032786885246,1.0,0.9384615384615383,0.9367088607594936,0.9210526315789472,0.9310344827586208,23,63.0,65.0,0.0,0.3538461538461538,16,3.0,77.0,4.8125,5.8,87.8,5.4875
58,57,52,2023-02-10,25-017,NOP,,CLE,L (-11),0,24:06,2.0,6.0,.333,1.0,3.0,.333,0,0.0,,1.0,4.0,5.0,1.0,2.0,1.0,0.0,2.0,5.0,6.1,+1,3.0,1.0,0.3333333333333333,45,72,5,48,54,22,61,43,74,56,25,61,74,35,27,45.0,75.0,5.0,73.0,59.0,25.0,66.0,47.0,79.0,61.0,25.0,65.0,79.0,38.0,29.0,1.0,0.96,1.0,0.6575342465753424,0.9152542372881356,0.88,0.9242424242424242,0.9148936170212766,0.9367088607594936,0.918032786885246,1.0,0.9384615384615383,0.9367088607594936,0.9210526315789472,0.9310344827586208,23,63.0,65.0,0.0,0.3538461538461538,16,8.0,79.0,4.9375,6.099999999999999,83.19999999999999,5.199999999999999
59,58,53,2023-02-13,25-020,NOP,@,OKC,W (+3),0,22:49,1.0,2.0,.500,0.0,1.0,.000,2,2.0,1.000,0.0,4.0,4.0,3.0,1.0,1.0,1.0,0.0,4.0,7.0,+8,1.0,1.0,1.0,45,72,5,48,54,22,61,43,74,56,25,61,74,35,27,45.0,75.0,5.0,73.0,59.0,25.0,66.0,47.0,79.0,61.0,25.0,65.0,79.0,38.0,29.0,1.0,0.96,1.0,0.6575342465753424,0.9152542372881356,0.88,0.9242424242424242,0.9148936170212766,0.9367088607594936,0.918032786885246,1.0,0.9384615384615383,0.9367088607594936,0.9210526315789472,0.9310344827586208,23,63.0,65.0,0.0,0.3538461538461538,16,8.0,47.0,2.9375,6.199999999999998,60.2,3.7625
60,59,54,2023-02-15,25-022,NOP,@,LAL,L (-18),0,18:32,1.0,2.0,.500,1.0,2.0,.500,0,0.0,,0.0,3.0,3.0,1.0,0.0,0.0,2.0,4.0,3.0,0.0,-13,0.0,0.0,,45,72,5,48,54,22,61,43,74,56,25,61,74,35,27,45.0,75.0,5.0,73.0,59.0,25.0,66.0,47.0,79.0,61.0,25.0,65.0,79.0,38.0,29.0,1.0,0.96,1.0,0.6575342465753424,0.9152542372881356,0.88,0.9242424242424242,0.9148936170212766,0.9367088607594936,0.918032786885246,1.0,0.9384615384615383,0.9367088607594936,0.9210526315789472,0.9310344827586208,23,63.0,65.0,0.0,0.3538461538461538,16,3.0,67.0,4.1875,0.0,69.69999999999999,4.356249999999999
61,60,55,2023-02-23,25-030,NOP,@,TOR,L (-5),0,19:13,3.0,6.0,.500,1.0,3.0,.333,0,0.0,,0.0,3.0,3.0,3.0,0.0,0.0,0.0,1.0,7.0,6.6,-3,3.0,2.0,0.6666666666666666,45,72,5,48,54,22,61,43,74,56,25,61,74,35,27,45.0,75.0,5.0,73.0,59.0,25.0,66.0,47.0,79.0,61.0,25.0,65.0,79.0,38.0,29.0,1.0,0.96,1.0,0.6575342465753424,0.9152542372881356,0.88,0.9242424242424242,0.9148936170212766,0.9367088607594936,0.918032786885246,1.0,0.9384615384615383,0.9367088607594936,0.9210526315789472,0.9310344827586208,23,63.0,65.0,0.0,0.3538461538461538,16,7.0,74.0,4.625,6.6,73.9,4.61875
62,Rk,G,Date,Age,Tm,,Opp,,GS,MP,0.0,0.0,FG%,,,3P%,FT,0.0,FT%,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,GmSc,+/-,,,,45,72,5,48,54,22,61,43,74,56,25,61,74,35,27,45.0,75.0,5.0,73.0,59.0,25.0,66.0,47.0,79.0,61.0,25.0,65.0,79.0,38.0,29.0,1.0,0.96,1.0,0.6575342465753424,0.9152542372881356,0.88,0.9242424242424242,0.9148936170212766,0.9367088607594936,0.918032786885246,1.0,0.9384615384615383,0.9367088607594936,0.9210526315789472,0.9310344827586208,23,63.0,65.0,0.0,0.3538461538461538,16,,0.0,0.0,0.0,0.0,0.0
63,61,56,2023-02-25,25-032,NOP,@,NYK,L (-22),0,15:06,2.0,7.0,.286,0.0,3.0,.000,2,2.0,1.000,2.0,2.0,4.0,2.0,1.0,0.0,0.0,0.0,6.0,6.3,-10,4.0,2.0,0.5,45,72,5,48,54,22,61,43,74,56,25,61,74,35,27,45.0,75.0,5.0,73.0,59.0,25.0,66.0,47.0,79.0,61.0,25.0,65.0,79.0,38.0,29.0,1.0,0.96,1.0,0.6575342465753424,0.9152542372881356,0.88,0.9242424242424242,0.9148936170212766,0.9367088607594936,0.918032786885246,1.0,0.9384615384615383,0.9367088607594936,0.9210526315789472,0.9310344827586208,23,63.0,65.0,0.0,0.3538461538461538,16,4.0,56.0,3.5,5.5,61.20000000000002,3.825000000000001
64,62,57,2023-02-27,25-034,NOP,,ORL,L (-8),0,22:59,2.0,3.0,.667,0.0,1.0,.000,0,0.0,,1.0,5.0,6.0,3.0,1.0,0.0,2.0,1.0,4.0,5.6,-1,2.0,2.0,1.0,45,72,5,48,54,22,61,43,74,56,25,61,74,35,27,45.0,75.0,5.0,73.0,59.0,25.0,66.0,47.0,79.0,61.0,25.0,65.0,79.0,38.0,29.0,1.0,0.96,1.0,0.6575342465753424,0.9152542372881356,0.88,0.9242424242424242,0.9148936170212766,0.9367088607594936,0.918032786885246,1.0,0.9384615384615383,0.9367088607594936,0.9210526315789472,0.9310344827586208,23,63.0,65.0,0.0,0.3538461538461538,16,9.0,43.0,2.6875,5.6,48.3,3.01875
65,63,58,2023-03-01,25-036,NOP,@,POR,W (+11),0,27:15,3.0,6.0,.500,0.0,1.0,.000,3,4.0,.750,1.0,3.0,4.0,1.0,0.0,0.0,0.0,2.0,9.0,7.1,+24,5.0,3.0,0.6,45,72,5,48,54,22,61,43,74,56,25,61,74,35,27,45.0,75.0,5.0,73.0,59.0,25.0,66.0,47.0,79.0,61.0,25.0,65.0,79.0,38.0,29.0,1.0,0.96,1.0,0.6575342465753424,0.9152542372881356,0.88,0.9242424242424242,0.9148936170212766,0.9367088607594936,0.918032786885246,1.0,0.9384615384615383,0.9367088607594936,0.9210526315789472,0.9310344827586208,23,63.0,65.0,0.0,0.3538461538461538,16,4.0,98.0,6.125,5.9,90.4,5.65
