Rk,G,Date,Age,Tm,Opp,GS,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,GmSc,+/-,2PA,2P,2P%,Shared Games with Alperen Şengün,Shared Games with Boban Marjanović,Shared Games with Bruno Fernando,Shared Games with Darius Days,Shared Games with Eric Gordon,Shared Games with Garrison Mathews,Shared Games with Jabari Smith Jr.,Shared Games with Jae'Sean Tate,Shared Games with Jalen Green,Shared Games with Josh Christopher,Shared Games with Kenyon Martin Jr.,Shared Games with Kevin Porter Jr.,Shared Games with Tari Eason,Shared Games with Trevor Hudgins,Shared Games with TyTy Washington Jr.,Shared Games with Usman Garuba,Alperen Şengün,Boban Marjanović,Bruno Fernando,Darius Days,Eric Gordon,Garrison Mathews,Jabari Smith Jr.,Jae'Sean Tate,Jalen Green,Josh Christopher,Kenyon Martin Jr.,Kevin Porter Jr.,Tari Eason,Trevor Hudgins,TyTy Washington Jr.,Usman Garuba,Willie Cauley-Stein,co_inf with Alperen Şengün,co_inf with Boban Marjanović,co_inf with Bruno Fernando,co_inf with Darius Days,co_inf with Eric Gordon,co_inf with Garrison Mathews,co_inf with Jabari Smith Jr.,co_inf with Jae'Sean Tate,co_inf with Jalen Green,co_inf with Josh Christopher,co_inf with Kenyon Martin Jr.,co_inf with Kevin Porter Jr.,co_inf with Tari Eason,co_inf with Trevor Hudgins,co_inf with TyTy Washington Jr.,co_inf with Usman Garuba,co_inf with Willie Cauley-Stein,Shared Games with Frank Kaminsky,Shared Games with Justin Holiday,Frank Kaminsky,Jarrett Culver,John Wall,co_inf with Frank Kaminsky,co_inf with John Wall,co_inf with Jarrett Culver,Total Shared Players,CO_EFF,EFF,avg_EFF,CO_HGS,HGS,avg_HGS,PER,WS,BPM,OBPM,DBPM,Co_Points_Share,TS%,3PAr,FTr,VORP,OWS,New Column,Result
53.0,40.0,2023-02-04,20-356,HOU,OKC,1,17.15,1.0,3.0,.333,0.0,2.0,.000,0,0.0,,0.0,2.0,2.0,5.0,0.0,1.0,2.0,0.0,2.0,3.1,-20,1.0,1.0,1.0,51,26,21,1,33,32,56,13,51,44,57,43,57,3,19,54,75.0,31.0,39.0,4.0,69.0,54.0,79.0,31.0,76.0,64.0,82.0,59.0,82.0,5.0,31.0,75.0,,0.68,0.8387096774193549,0.5384615384615384,0.25,0.4782608695652174,0.5925925925925926,0.7088607594936709,0.4193548387096774,0.6710526315789473,0.6875,0.6951219512195121,0.7288135593220338,0.6951219512195121,0.6,0.6129032258064516,0.72,,7,20,36.0,10.0,34.0,0.1944444444444444,0.0,0.0,18,5.0,48.0,2.6666666666666665,3.1000000000000005,72.99999999999999,4.0555555555555545,5.3,-1.2,-6.5,-5.0,-1.5,0.0248871269683955,0.447,0.591,0.152,-1.0,-1.5,W (+6),W (+6)
54.0,,2023-02-06,20-358,HOU,SAC,Did Not Play,0.0,0.0,0.0,Did Not Play,,,Did Not Play,Did Not Play,0.0,Did Not Play,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Did Not Play,Did Not Play,,,,51,26,21,1,33,32,56,13,51,44,57,43,57,3,19,54,75.0,31.0,39.0,4.0,69.0,54.0,79.0,31.0,76.0,64.0,82.0,59.0,82.0,5.0,31.0,75.0,,0.68,0.8387096774193549,0.5384615384615384,0.25,0.4782608695652174,0.5925925925925926,0.7088607594936709,0.4193548387096774,0.6710526315789473,0.6875,0.6951219512195121,0.7288135593220338,0.6951219512195121,0.6,0.6129032258064516,0.72,,7,20,36.0,10.0,34.0,0.1944444444444444,0.0,0.0,18,,55.0,3.055555555555556,0.0,71.1,3.95,5.3,-1.2,-6.5,-5.0,-1.5,0.0248871269683955,0.447,0.591,0.152,-1.0,-1.5,L (-6),L (-6)
55.0,,2023-02-08,20-360,HOU,SAC,Did Not Play,0.0,0.0,0.0,Did Not Play,,,Did Not Play,Did Not Play,0.0,Did Not Play,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Did Not Play,Did Not Play,,,,51,26,21,1,33,32,56,13,51,44,57,43,57,3,19,54,75.0,31.0,39.0,4.0,69.0,54.0,79.0,31.0,76.0,64.0,82.0,59.0,82.0,5.0,31.0,75.0,,0.68,0.8387096774193549,0.5384615384615384,0.25,0.4782608695652174,0.5925925925925926,0.7088607594936709,0.4193548387096774,0.6710526315789473,0.6875,0.6951219512195121,0.7288135593220338,0.6951219512195121,0.6,0.6129032258064516,0.72,,7,20,36.0,10.0,34.0,0.1944444444444444,0.0,0.0,18,,64.0,3.555555555555556,0.0,84.4,4.688888888888889,5.3,-1.2,-6.5,-5.0,-1.5,0.0248871269683955,0.447,0.591,0.152,-1.0,-1.5,L (-32),L (-32)
56.0,41.0,2023-02-10,20-362,HOU,MIA,0,14.066666666666666,2.0,3.0,.667,1.0,2.0,.500,0,0.0,,0.0,2.0,2.0,1.0,1.0,0.0,1.0,2.0,5.0,4.2,+7,1.0,1.0,1.0,51,26,21,1,33,32,56,13,51,44,57,43,57,3,19,54,75.0,31.0,39.0,4.0,69.0,54.0,79.0,31.0,76.0,64.0,82.0,59.0,82.0,5.0,31.0,75.0,,0.68,0.8387096774193549,0.5384615384615384,0.25,0.4782608695652174,0.5925925925925926,0.7088607594936709,0.4193548387096774,0.6710526315789473,0.6875,0.6951219512195121,0.7288135593220338,0.6951219512195121,0.6,0.6129032258064516,0.72,,7,20,36.0,10.0,34.0,0.1944444444444444,0.0,0.0,18,5.0,51.0,2.833333333333333,4.2,59.99999999999999,3.333333333333333,5.3,-1.2,-6.5,-5.0,-1.5,0.0248871269683955,0.447,0.591,0.152,-1.0,-1.5,L (-20),L (-20)
57.0,,2023-02-13,21-000,HOU,PHI,Did Not Play,0.0,0.0,0.0,Did Not Play,,,Did Not Play,Did Not Play,0.0,Did Not Play,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Did Not Play,Did Not Play,,,,51,26,21,1,33,32,56,13,51,44,57,43,57,3,19,54,75.0,31.0,39.0,4.0,69.0,54.0,79.0,31.0,76.0,64.0,82.0,59.0,82.0,5.0,31.0,75.0,,0.68,0.8387096774193549,0.5384615384615384,0.25,0.4782608695652174,0.5925925925925926,0.7088607594936709,0.4193548387096774,0.6710526315789473,0.6875,0.6951219512195121,0.7288135593220338,0.6951219512195121,0.6,0.6129032258064516,0.72,,7,20,36.0,10.0,34.0,0.1944444444444444,0.0,0.0,18,,40.0,2.2222222222222223,0.0,63.99999999999999,3.555555555555556,5.3,-1.2,-6.5,-5.0,-1.5,0.0248871269683955,0.447,0.591,0.152,-1.0,-1.5,L (-2),L (-2)
58.0,,2023-02-15,21-002,HOU,OKC,Did Not Play,0.0,0.0,0.0,Did Not Play,,,Did Not Play,Did Not Play,0.0,Did Not Play,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Did Not Play,Did Not Play,,,,51,26,21,1,33,32,56,13,51,44,57,43,57,3,19,54,75.0,31.0,39.0,4.0,69.0,54.0,79.0,31.0,76.0,64.0,82.0,59.0,82.0,5.0,31.0,75.0,,0.68,0.8387096774193549,0.5384615384615384,0.25,0.4782608695652174,0.5925925925925926,0.7088607594936709,0.4193548387096774,0.6710526315789473,0.6875,0.6951219512195121,0.7288135593220338,0.6951219512195121,0.6,0.6129032258064516,0.72,,7,20,36.0,10.0,34.0,0.1944444444444444,0.0,0.0,18,,25.0,1.3888888888888888,0.0,38.3,2.1277777777777778,5.3,-1.2,-6.5,-5.0,-1.5,0.0248871269683955,0.447,0.591,0.152,-1.0,-1.5,L (-2),L (-2)
59.0,42.0,2023-02-24,21-011,HOU,GSW,0,23.58333333333333,3.0,8.0,.375,3.0,7.0,.429,0,0.0,,0.0,2.0,2.0,1.0,1.0,0.0,0.0,1.0,9.0,6.5,-15,1.0,0.0,0.0,51,26,21,1,33,32,56,13,51,44,57,43,57,3,19,54,75.0,31.0,39.0,4.0,69.0,54.0,79.0,31.0,76.0,64.0,82.0,59.0,82.0,5.0,31.0,75.0,,0.68,0.8387096774193549,0.5384615384615384,0.25,0.4782608695652174,0.5925925925925926,0.7088607594936709,0.4193548387096774,0.6710526315789473,0.6875,0.6951219512195121,0.7288135593220338,0.6951219512195121,0.6,0.6129032258064516,0.72,,7,20,36.0,10.0,34.0,0.1944444444444444,0.0,0.0,18,5.0,64.0,3.555555555555556,6.499999999999998,74.5,4.138888888888889,5.3,-1.2,-6.5,-5.0,-1.5,0.0248871269683955,0.447,0.591,0.152,-1.0,-1.5,L (-19),L (-19)
60.0,43.0,2023-02-26,21-013,HOU,POR,0,30.28333333333333,7.0,19.0,.368,2.0,7.0,.286,0,0.0,,0.0,1.0,1.0,3.0,1.0,0.0,3.0,3.0,16.0,4.7,-9,12.0,5.0,0.4166666666666667,51,26,21,1,33,32,56,13,51,44,57,43,57,3,19,54,75.0,31.0,39.0,4.0,69.0,54.0,79.0,31.0,76.0,64.0,82.0,59.0,82.0,5.0,31.0,75.0,,0.68,0.8387096774193549,0.5384615384615384,0.25,0.4782608695652174,0.5925925925925926,0.7088607594936709,0.4193548387096774,0.6710526315789473,0.6875,0.6951219512195121,0.7288135593220338,0.6951219512195121,0.6,0.6129032258064516,0.72,,7,20,36.0,10.0,34.0,0.1944444444444444,0.0,0.0,18,-1.0,58.0,3.2222222222222223,4.700000000000004,72.19999999999999,4.01111111111111,5.3,-1.2,-6.5,-5.0,-1.5,0.0248871269683955,0.447,0.591,0.152,-1.0,-1.5,L (-37),L (-37)
61.0,44.0,2023-02-28,21-015,HOU,DEN,1,25.566666666666663,6.0,10.0,.600,2.0,4.0,.500,0,1.0,.000,0.0,0.0,0.0,5.0,0.0,0.0,4.0,2.0,14.0,7.7,-27,6.0,4.0,0.6666666666666666,51,26,21,1,33,32,56,13,51,44,57,43,57,3,19,54,75.0,31.0,39.0,4.0,69.0,54.0,79.0,31.0,76.0,64.0,82.0,59.0,82.0,5.0,31.0,75.0,,0.68,0.8387096774193549,0.5384615384615384,0.25,0.4782608695652174,0.5925925925925926,0.7088607594936709,0.4193548387096774,0.6710526315789473,0.6875,0.6951219512195121,0.7288135593220338,0.6951219512195121,0.6,0.6129032258064516,0.72,,7,20,36.0,10.0,34.0,0.1944444444444444,0.0,0.0,18,4.0,70.0,3.888888888888889,7.699999999999997,79.89999999999999,4.438888888888888,5.3,-1.2,-6.5,-5.0,-1.5,0.0248871269683955,0.447,0.591,0.152,-1.0,-1.5,L (-15),L (-15)
62.0,45.0,2023-03-01,21-016,HOU,MEM,0,14.316666666666666,0.0,3.0,.000,0.0,2.0,.000,1,2.0,.500,1.0,1.0,2.0,2.0,0.0,0.0,1.0,1.0,1.0,-0.5,-12,1.0,0.0,0.0,51,26,21,1,33,32,56,13,51,44,57,43,57,3,19,54,75.0,31.0,39.0,4.0,69.0,54.0,79.0,31.0,76.0,64.0,82.0,59.0,82.0,5.0,31.0,75.0,,0.68,0.8387096774193549,0.5384615384615384,0.25,0.4782608695652174,0.5925925925925926,0.7088607594936709,0.4193548387096774,0.6710526315789473,0.6875,0.6951219512195121,0.7288135593220338,0.6951219512195121,0.6,0.6129032258064516,0.72,,7,20,36.0,10.0,34.0,0.1944444444444444,0.0,0.0,18,-1.0,49.0,2.7222222222222223,-0.8999999999999998,63.69999999999999,3.5388888888888883,5.3,-1.2,-6.5,-5.0,-1.5,0.0248871269683955,0.447,0.591,0.152,-1.0,-1.5,L (-17),L (-17)
63.0,46.0,2023-03-04,21-019,HOU,SAS,0,18.48333333333333,4.0,7.0,.571,0.0,2.0,.000,0,0.0,,0.0,2.0,2.0,3.0,1.0,0.0,0.0,0.0,8.0,8.4,+5,5.0,4.0,0.8,51,26,21,1,33,32,56,13,51,44,57,43,57,3,19,54,75.0,31.0,39.0,4.0,69.0,54.0,79.0,31.0,76.0,64.0,82.0,59.0,82.0,5.0,31.0,75.0,,0.68,0.8387096774193549,0.5384615384615384,0.25,0.4782608695652174,0.5925925925925926,0.7088607594936709,0.4193548387096774,0.6710526315789473,0.6875,0.6951219512195121,0.7288135593220338,0.6951219512195121,0.6,0.6129032258064516,0.72,,7,20,36.0,10.0,34.0,0.1944444444444444,0.0,0.0,18,7.0,78.0,4.333333333333333,8.399999999999999,89.6,4.977777777777778,5.3,-1.2,-6.5,-5.0,-1.5,0.0248871269683955,0.447,0.591,0.152,-1.0,-1.5,,
64.0,,2023-03-05,21-020,HOU,SAS,Did Not Play,0.0,0.0,0.0,Did Not Play,,,Did Not Play,Did Not Play,0.0,Did Not Play,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Did Not Play,Did Not Play,,,,51,26,21,1,33,32,56,13,51,44,57,43,57,3,19,54,75.0,31.0,39.0,4.0,69.0,54.0,79.0,31.0,76.0,64.0,82.0,59.0,82.0,5.0,31.0,75.0,,0.68,0.8387096774193549,0.5384615384615384,0.25,0.4782608695652174,0.5925925925925926,0.7088607594936709,0.4193548387096774,0.6710526315789473,0.6875,0.6951219512195121,0.7288135593220338,0.6951219512195121,0.6,0.6129032258064516,0.72,,7,20,36.0,10.0,34.0,0.1944444444444444,0.0,0.0,18,,102.0,5.666666666666667,0.0,119.7,6.65,5.3,-1.2,-6.5,-5.0,-1.5,0.0248871269683955,0.447,0.591,0.152,-1.0,-1.5,L (-21),L (-21)
65.0,,2023-03-07,21-022,HOU,BRK,Did Not Play,0.0,0.0,0.0,Did Not Play,,,Did Not Play,Did Not Play,0.0,Did Not Play,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Did Not Play,Did Not Play,,,,51,26,21,1,33,32,56,13,51,44,57,43,57,3,19,54,75.0,31.0,39.0,4.0,69.0,54.0,79.0,31.0,76.0,64.0,82.0,59.0,82.0,5.0,31.0,75.0,,0.68,0.8387096774193549,0.5384615384615384,0.25,0.4782608695652174,0.5925925925925926,0.7088607594936709,0.4193548387096774,0.6710526315789473,0.6875,0.6951219512195121,0.7288135593220338,0.6951219512195121,0.6,0.6129032258064516,0.72,,7,20,36.0,10.0,34.0,0.1944444444444444,0.0,0.0,18,,37.0,2.055555555555556,0.0,49.49999999999999,2.75,5.3,-1.2,-6.5,-5.0,-1.5,0.0248871269683955,0.447,0.591,0.152,-1.0,-1.5,L (-14),L (-14)
66.0,47.0,2023-03-09,21-024,HOU,IND,1,35.46666666666667,3.0,12.0,.250,0.0,2.0,.000,0,0.0,,3.0,4.0,7.0,2.0,0.0,0.0,3.0,6.0,6.0,-1.9,-2,10.0,3.0,0.3,51,26,21,1,33,32,56,13,51,44,57,43,57,3,19,54,75.0,31.0,39.0,4.0,69.0,54.0,79.0,31.0,76.0,64.0,82.0,59.0,82.0,5.0,31.0,75.0,,0.68,0.8387096774193549,0.5384615384615384,0.25,0.4782608695652174,0.5925925925925926,0.7088607594936709,0.4193548387096774,0.6710526315789473,0.6875,0.6951219512195121,0.7288135593220338,0.6951219512195121,0.6,0.6129032258064516,0.72,,7,20,36.0,10.0,34.0,0.1944444444444444,0.0,0.0,18,0.0,63.0,3.5,-1.8999999999999984,85.7,4.761111111111111,5.3,-1.2,-6.5,-5.0,-1.5,0.0248871269683955,0.447,0.591,0.152,-1.0,-1.5,W (+12),W (+12)
67.0,,2023-03-11,21-026,HOU,CHI,Did Not Play,0.0,0.0,0.0,Did Not Play,,,Did Not Play,Did Not Play,0.0,Did Not Play,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Did Not Play,Did Not Play,,,,51,26,21,1,33,32,56,13,51,44,57,43,57,3,19,54,75.0,31.0,39.0,4.0,69.0,54.0,79.0,31.0,76.0,64.0,82.0,59.0,82.0,5.0,31.0,75.0,,0.68,0.8387096774193549,0.5384615384615384,0.25,0.4782608695652174,0.5925925925925926,0.7088607594936709,0.4193548387096774,0.6710526315789473,0.6875,0.6951219512195121,0.7288135593220338,0.6951219512195121,0.6,0.6129032258064516,0.72,,7,20,36.0,10.0,34.0,0.1944444444444444,0.0,0.0,18,,67.0,3.7222222222222223,0.0,81.5,4.527777777777778,5.3,-1.2,-6.5,-5.0,-1.5,0.0248871269683955,0.447,0.591,0.152,-1.0,-1.5,W (+32),W (+32)
68.0,,2023-03-13,21-028,HOU,BOS,Did Not Play,0.0,0.0,0.0,Did Not Play,,,Did Not Play,Did Not Play,0.0,Did Not Play,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Did Not Play,Did Not Play,,,,51,26,21,1,33,32,56,13,51,44,57,43,57,3,19,54,75.0,31.0,39.0,4.0,69.0,54.0,79.0,31.0,76.0,64.0,82.0,59.0,82.0,5.0,31.0,75.0,,0.68,0.8387096774193549,0.5384615384615384,0.25,0.4782608695652174,0.5925925925925926,0.7088607594936709,0.4193548387096774,0.6710526315789473,0.6875,0.6951219512195121,0.7288135593220338,0.6951219512195121,0.6,0.6129032258064516,0.72,,7,20,36.0,10.0,34.0,0.1944444444444444,0.0,0.0,18,,70.0,3.888888888888889,0.0,84.50000000000001,4.6944444444444455,5.3,-1.2,-6.5,-5.0,-1.5,0.0248871269683955,0.447,0.591,0.152,-1.0,-1.5,L (-22),L (-22)
69.0,,2023-03-15,21-030,HOU,LAL,Did Not Play,0.0,0.0,0.0,Did Not Play,,,Did Not Play,Did Not Play,0.0,Did Not Play,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Did Not Play,Did Not Play,,,,51,26,21,1,33,32,56,13,51,44,57,43,57,3,19,54,75.0,31.0,39.0,4.0,69.0,54.0,79.0,31.0,76.0,64.0,82.0,59.0,82.0,5.0,31.0,75.0,,0.68,0.8387096774193549,0.5384615384615384,0.25,0.4782608695652174,0.5925925925925926,0.7088607594936709,0.4193548387096774,0.6710526315789473,0.6875,0.6951219512195121,0.7288135593220338,0.6951219512195121,0.6,0.6129032258064516,0.72,,7,20,36.0,10.0,34.0,0.1944444444444444,0.0,0.0,18,,70.0,3.888888888888889,0.0,78.5,4.361111111111111,5.3,-1.2,-6.5,-5.0,-1.5,0.0248871269683955,0.447,0.591,0.152,-1.0,-1.5,L (-9),L (-9)
70.0,,2023-03-17,21-032,HOU,NOP,Did Not Play,0.0,0.0,0.0,Did Not Play,,,Did Not Play,Did Not Play,0.0,Did Not Play,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Did Not Play,Did Not Play,,,,51,26,21,1,33,32,56,13,51,44,57,43,57,3,19,54,75.0,31.0,39.0,4.0,69.0,54.0,79.0,31.0,76.0,64.0,82.0,59.0,82.0,5.0,31.0,75.0,,0.68,0.8387096774193549,0.5384615384615384,0.25,0.4782608695652174,0.5925925925925926,0.7088607594936709,0.4193548387096774,0.6710526315789473,0.6875,0.6951219512195121,0.7288135593220338,0.6951219512195121,0.6,0.6129032258064516,0.72,,7,20,36.0,10.0,34.0,0.1944444444444444,0.0,0.0,18,,74.0,4.111111111111111,0.0,87.1,4.838888888888889,5.3,-1.2,-6.5,-5.0,-1.5,0.0248871269683955,0.447,0.591,0.152,-1.0,-1.5,L (-8),L (-8)
71.0,,2023-03-19,21-034,HOU,NOP,Did Not Play,0.0,0.0,0.0,Did Not Play,,,Did Not Play,Did Not Play,0.0,Did Not Play,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Did Not Play,Did Not Play,,,,51,26,21,1,33,32,56,13,51,44,57,43,57,3,19,54,75.0,31.0,39.0,4.0,69.0,54.0,79.0,31.0,76.0,64.0,82.0,59.0,82.0,5.0,31.0,75.0,,0.68,0.8387096774193549,0.5384615384615384,0.25,0.4782608695652174,0.5925925925925926,0.7088607594936709,0.4193548387096774,0.6710526315789473,0.6875,0.6951219512195121,0.7288135593220338,0.6951219512195121,0.6,0.6129032258064516,0.72,,7,20,36.0,10.0,34.0,0.1944444444444444,0.0,0.0,18,,38.0,2.111111111111111,0.0,60.1,3.338888888888889,5.3,-1.2,-6.5,-5.0,-1.5,0.0248871269683955,0.447,0.591,0.152,-1.0,-1.5,W (+2),W (+2)
72.0,48.0,2023-03-20,21-035,HOU,GSW,0,17.066666666666666,1.0,2.0,.500,1.0,1.0,1.000,0,0.0,,0.0,1.0,1.0,2.0,0.0,0.0,3.0,0.0,3.0,0.7,-6,1.0,0.0,0.0,51,26,21,1,33,32,56,13,51,44,57,43,57,3,19,54,75.0,31.0,39.0,4.0,69.0,54.0,79.0,31.0,76.0,64.0,82.0,59.0,82.0,5.0,31.0,75.0,,0.68,0.8387096774193549,0.5384615384615384,0.25,0.4782608695652174,0.5925925925925926,0.7088607594936709,0.4193548387096774,0.6710526315789473,0.6875,0.6951219512195121,0.7288135593220338,0.6951219512195121,0.6,0.6129032258064516,0.72,,7,20,36.0,10.0,34.0,0.1944444444444444,0.0,0.0,18,1.0,44.0,2.4444444444444446,0.6999999999999997,68.3,3.794444444444444,5.3,-1.2,-6.5,-5.0,-1.5,0.0248871269683955,0.447,0.591,0.152,-1.0,-1.5,W (+4),W (+4)
73.0,49.0,2023-03-22,21-037,HOU,MEM,0,14.433333333333334,0.0,4.0,.000,0.0,3.0,.000,0,0.0,,0.0,2.0,2.0,1.0,0.0,0.0,4.0,1.0,0.0,-5.9,+1,1.0,0.0,0.0,51,26,21,1,33,32,56,13,51,44,57,43,57,3,19,54,75.0,31.0,39.0,4.0,69.0,54.0,79.0,31.0,76.0,64.0,82.0,59.0,82.0,5.0,31.0,75.0,,0.68,0.8387096774193549,0.5384615384615384,0.25,0.4782608695652174,0.5925925925925926,0.7088607594936709,0.4193548387096774,0.6710526315789473,0.6875,0.6951219512195121,0.7288135593220338,0.6951219512195121,0.6,0.6129032258064516,0.72,,7,20,36.0,10.0,34.0,0.1944444444444444,0.0,0.0,18,-5.0,82.0,4.555555555555555,-5.9,99.20000000000002,5.511111111111112,5.3,-1.2,-6.5,-5.0,-1.5,0.0248871269683955,0.447,0.591,0.152,-1.0,-1.5,W (+2),W (+2)
74.0,50.0,2023-03-24,21-039,HOU,MEM,0,20.03333333333333,3.0,8.0,.375,2.0,6.0,.333,1,2.0,.500,0.0,2.0,2.0,1.0,1.0,0.0,1.0,1.0,9.0,5.1,-17,2.0,1.0,0.5,51,26,21,1,33,32,56,13,51,44,57,43,57,3,19,54,75.0,31.0,39.0,4.0,69.0,54.0,79.0,31.0,76.0,64.0,82.0,59.0,82.0,5.0,31.0,75.0,,0.68,0.8387096774193549,0.5384615384615384,0.25,0.4782608695652174,0.5925925925925926,0.7088607594936709,0.4193548387096774,0.6710526315789473,0.6875,0.6951219512195121,0.7288135593220338,0.6951219512195121,0.6,0.6129032258064516,0.72,,7,20,36.0,10.0,34.0,0.1944444444444444,0.0,0.0,18,2.0,62.0,3.4444444444444446,4.699999999999998,80.2,4.455555555555556,5.3,-1.2,-6.5,-5.0,-1.5,0.0248871269683955,0.447,0.591,0.152,-1.0,-1.5,L (-10),L (-10)
75.0,51.0,2023-03-26,21-041,HOU,CLE,0,18.28333333333333,1.0,5.0,.200,0.0,2.0,.000,0,0.0,,1.0,2.0,3.0,2.0,0.0,0.0,2.0,0.0,2.0,-0.4,-9,3.0,1.0,0.3333333333333333,51,26,21,1,33,32,56,13,51,44,57,43,57,3,19,54,75.0,31.0,39.0,4.0,69.0,54.0,79.0,31.0,76.0,64.0,82.0,59.0,82.0,5.0,31.0,75.0,,0.68,0.8387096774193549,0.5384615384615384,0.25,0.4782608695652174,0.5925925925925926,0.7088607594936709,0.4193548387096774,0.6710526315789473,0.6875,0.6951219512195121,0.7288135593220338,0.6951219512195121,0.6,0.6129032258064516,0.72,,7,20,36.0,10.0,34.0,0.1944444444444444,0.0,0.0,18,0.0,40.0,2.2222222222222223,-0.4000000000000003,53.7,2.9833333333333334,5.3,-1.2,-6.5,-5.0,-1.5,0.0248871269683955,0.447,0.591,0.152,-1.0,-1.5,L (-13),L (-13)
76.0,52.0,2023-03-27,21-042,HOU,NYK,0,13.3,0.0,2.0,.000,0.0,2.0,.000,0,0.0,,1.0,1.0,2.0,2.0,0.0,0.0,1.0,1.0,0.0,-0.4,-2,0.0,0.0,,51,26,21,1,33,32,56,13,51,44,57,43,57,3,19,54,75.0,31.0,39.0,4.0,69.0,54.0,79.0,31.0,76.0,64.0,82.0,59.0,82.0,5.0,31.0,75.0,,0.68,0.8387096774193549,0.5384615384615384,0.25,0.4782608695652174,0.5925925925925926,0.7088607594936709,0.4193548387096774,0.6710526315789473,0.6875,0.6951219512195121,0.7288135593220338,0.6951219512195121,0.6,0.6129032258064516,0.72,,7,20,36.0,10.0,34.0,0.1944444444444444,0.0,0.0,18,1.0,58.0,3.2222222222222223,-0.4,81.3,4.516666666666667,5.3,-1.2,-6.5,-5.0,-1.5,0.0248871269683955,0.447,0.591,0.152,-1.0,-1.5,L (-5),L (-5)
77.0,53.0,2023-03-29,21-044,HOU,BRK,0,6.966666666666667,1.0,1.0,1.000,1.0,1.0,1.000,0,0.0,,0.0,1.0,1.0,0.0,0.0,1.0,2.0,1.0,3.0,1.3,+5,0.0,0.0,,51,26,21,1,33,32,56,13,51,44,57,43,57,3,19,54,75.0,31.0,39.0,4.0,69.0,54.0,79.0,31.0,76.0,64.0,82.0,59.0,82.0,5.0,31.0,75.0,,0.68,0.8387096774193549,0.5384615384615384,0.25,0.4782608695652174,0.5925925925925926,0.7088607594936709,0.4193548387096774,0.6710526315789473,0.6875,0.6951219512195121,0.7288135593220338,0.6951219512195121,0.6,0.6129032258064516,0.72,,7,20,36.0,10.0,34.0,0.1944444444444444,0.0,0.0,18,2.0,67.0,3.7222222222222223,1.2999999999999994,85.6,4.755555555555556,5.3,-1.2,-6.5,-5.0,-1.5,0.0248871269683955,0.447,0.591,0.152,-1.0,-1.5,L (-37),L (-37)
78.0,54.0,2023-03-31,21-046,HOU,DET,0,6.15,1.0,2.0,.500,0.0,1.0,.000,0,0.0,,0.0,0.0,0.0,1.0,0.0,0.0,2.0,0.0,2.0,-0.3,-2,1.0,1.0,1.0,51,26,21,1,33,32,56,13,51,44,57,43,57,3,19,54,75.0,31.0,39.0,4.0,69.0,54.0,79.0,31.0,76.0,64.0,82.0,59.0,82.0,5.0,31.0,75.0,,0.68,0.8387096774193549,0.5384615384615384,0.25,0.4782608695652174,0.5925925925925926,0.7088607594936709,0.4193548387096774,0.6710526315789473,0.6875,0.6951219512195121,0.7288135593220338,0.6951219512195121,0.6,0.6129032258064516,0.72,,7,20,36.0,10.0,34.0,0.1944444444444444,0.0,0.0,18,-1.0,60.0,3.333333333333333,-0.3000000000000002,83.3,4.627777777777777,5.3,-1.2,-6.5,-5.0,-1.5,0.0248871269683955,0.447,0.591,0.152,-1.0,-1.5,L (-17),L (-17)
79.0,55.0,2023-04-02,21-048,HOU,LAL,0,11.466666666666669,0.0,4.0,.000,0.0,3.0,.000,0,0.0,,0.0,1.0,1.0,2.0,0.0,0.0,0.0,1.0,0.0,-1.5,-8,1.0,0.0,0.0,51,26,21,1,33,32,56,13,51,44,57,43,57,3,19,54,75.0,31.0,39.0,4.0,69.0,54.0,79.0,31.0,76.0,64.0,82.0,59.0,82.0,5.0,31.0,75.0,,0.68,0.8387096774193549,0.5384615384615384,0.25,0.4782608695652174,0.5925925925925926,0.7088607594936709,0.4193548387096774,0.6710526315789473,0.6875,0.6951219512195121,0.7288135593220338,0.6951219512195121,0.6,0.6129032258064516,0.72,,7,20,36.0,10.0,34.0,0.1944444444444444,0.0,0.0,18,-1.0,62.0,3.4444444444444446,-1.5,76.89999999999999,4.272222222222222,5.3,-1.2,-6.5,-5.0,-1.5,0.0248871269683955,0.447,0.591,0.152,-1.0,-1.5,L (-22),L (-22)
