Unnamed: 0,Rk,G,Date,Age,Tm,Unnamed: 5,Opp,Unnamed: 7,GS,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,GmSc,+/-,2PA,2P,2P%,Shared Games with Alex Len,Shared Games with Chima Moneke,Shared Games with Chimezie Metu,Shared Games with Davion Mitchell,Shared Games with De'Aaron Fox,Shared Games with Domantas Sabonis,Shared Games with Harrison Barnes,Shared Games with Keegan Murray,Shared Games with Keon Ellis,Shared Games with Kevin Huerter,Shared Games with KZ Okpala,Shared Games with Malik Monk,Shared Games with Matthew Dellavedova,Shared Games with Neemias Queta,Shared Games with PJ Dozier,Shared Games with Terence Davis,Shared Games with Trey Lyles,Alex Len,Chima Moneke,Chimezie Metu,Davion Mitchell,De'Aaron Fox,Deonte Burton,Domantas Sabonis,Harrison Barnes,Keegan Murray,Keon Ellis,Kevin Huerter,KZ Okpala,Malik Monk,Matthew Dellavedova,Neemias Queta,PJ Dozier,Terence Davis,Trey Lyles,co_inf with Alex Len,co_inf with Chima Moneke,co_inf with Chimezie Metu,co_inf with Davion Mitchell,co_inf with De'Aaron Fox,co_inf with Deonte Burton,co_inf with Domantas Sabonis,co_inf with Harrison Barnes,co_inf with Keegan Murray,co_inf with Keon Ellis,co_inf with Kevin Huerter,co_inf with KZ Okpala,co_inf with Malik Monk,co_inf with Matthew Dellavedova,co_inf with Neemias Queta,co_inf with PJ Dozier,co_inf with Terence Davis,co_inf with Trey Lyles,Shared Games with Kessler Edwards,JD Davison,Kessler Edwards,co_inf with Kessler Edwards,co_inf with JD Davison,Total Shared Players,CO_EFF,EFF,avg_EFF,CO_HGS,HGS,avg_HGS
29,29,,2022-12-19,29-065,SAC,,CHO,L (-6),Did Not Play,Did Not Play,0.0,0.0,Did Not Play,,,Did Not Play,Did Not Play,0.0,Did Not Play,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Did Not Play,Did Not Play,,,,17,1,31,40,37,39,42,41,9,37,26,40,21,3,11,32,38,26.0,2.0,66.0,80.0,73.0,2.0,79.0,82.0,80.0,16.0,75.0,35.0,77.0,32.0,5.0,16.0,64.0,74.0,0.6538461538461539,0.5,0.4696969696969697,0.5,0.5068493150684932,0.0,0.4936708860759494,0.5121951219512195,0.5125,0.5625,0.4933333333333333,0.7428571428571429,0.5194805194805194,0.65625,0.6,0.6875,0.5,0.5135135135135135,8,12.0,36.0,0.2222222222222222,0.0,18,,60.0,3.333333333333333,0.0,83.0,4.611111111111111
30,30,,2022-12-21,29-067,SAC,,LAL,W (+14),Did Not Play,Did Not Play,0.0,0.0,Did Not Play,,,Did Not Play,Did Not Play,0.0,Did Not Play,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Did Not Play,Did Not Play,,,,17,1,31,40,37,39,42,41,9,37,26,40,21,3,11,32,38,26.0,2.0,66.0,80.0,73.0,2.0,79.0,82.0,80.0,16.0,75.0,35.0,77.0,32.0,5.0,16.0,64.0,74.0,0.6538461538461539,0.5,0.4696969696969697,0.5,0.5068493150684932,0.0,0.4936708860759494,0.5121951219512195,0.5125,0.5625,0.4933333333333333,0.7428571428571429,0.5194805194805194,0.65625,0.6,0.6875,0.5,0.5135135135135135,8,12.0,36.0,0.2222222222222222,0.0,18,,84.0,4.666666666666667,0.0,101.8,5.655555555555555
31,31,17,2022-12-23,29-069,SAC,,WAS,L (-14),0,6:27,0.0,0.0,,0.0,0.0,,0,0.0,,1.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,-0.1,-4,0.0,0.0,,17,1,31,40,37,39,42,41,9,37,26,40,21,3,11,32,38,26.0,2.0,66.0,80.0,73.0,2.0,79.0,82.0,80.0,16.0,75.0,35.0,77.0,32.0,5.0,16.0,64.0,74.0,0.6538461538461539,0.5,0.4696969696969697,0.5,0.5068493150684932,0.0,0.4936708860759494,0.5121951219512195,0.5125,0.5625,0.4933333333333333,0.7428571428571429,0.5194805194805194,0.65625,0.6,0.6875,0.5,0.5135135135135135,8,12.0,36.0,0.2222222222222222,0.0,18,1.0,51.0,2.833333333333333,-0.1,71.1,3.9499999999999997
32,32,18,2022-12-27,29-073,SAC,,DEN,L (-7),0,23:03,3.0,6.0,.500,0.0,0.0,,2,2.0,1.000,2.0,5.0,7.0,2.0,0.0,0.0,0.0,3.0,8.0,8.1,+3,6.0,3.0,0.5,17,1,31,40,37,39,42,41,9,37,26,40,21,3,11,32,38,26.0,2.0,66.0,80.0,73.0,2.0,79.0,82.0,80.0,16.0,75.0,35.0,77.0,32.0,5.0,16.0,64.0,74.0,0.6538461538461539,0.5,0.4696969696969697,0.5,0.5068493150684932,0.0,0.4936708860759494,0.5121951219512195,0.5125,0.5625,0.4933333333333333,0.7428571428571429,0.5194805194805194,0.65625,0.6,0.6875,0.5,0.5135135135135135,8,12.0,36.0,0.2222222222222222,0.0,18,9.0,50.0,2.7777777777777777,7.3,66.49999999999999,3.6944444444444438
33,33,19,2022-12-28,29-074,SAC,,DEN,W (+1),0,9:56,0.0,1.0,.000,0.0,0.0,,0,0.0,,1.0,0.0,1.0,0.0,1.0,2.0,0.0,2.0,0.0,1.6,+5,1.0,0.0,0.0,17,1,31,40,37,39,42,41,9,37,26,40,21,3,11,32,38,26.0,2.0,66.0,80.0,73.0,2.0,79.0,82.0,80.0,16.0,75.0,35.0,77.0,32.0,5.0,16.0,64.0,74.0,0.6538461538461539,0.5,0.4696969696969697,0.5,0.5068493150684932,0.0,0.4936708860759494,0.5121951219512195,0.5125,0.5625,0.4933333333333333,0.7428571428571429,0.5194805194805194,0.65625,0.6,0.6875,0.5,0.5135135135135135,8,12.0,36.0,0.2222222222222222,0.0,18,3.0,87.0,4.833333333333333,1.5999999999999994,109.5,6.083333333333333
34,34,20,2022-12-30,29-076,SAC,,UTA,W (+1),0,10:49,3.0,3.0,1.000,0.0,0.0,,1,1.0,1.000,2.0,2.0,4.0,0.0,0.0,1.0,1.0,3.0,7.0,6.6,-2,3.0,3.0,1.0,17,1,31,40,37,39,42,41,9,37,26,40,21,3,11,32,38,26.0,2.0,66.0,80.0,73.0,2.0,79.0,82.0,80.0,16.0,75.0,35.0,77.0,32.0,5.0,16.0,64.0,74.0,0.6538461538461539,0.5,0.4696969696969697,0.5,0.5068493150684932,0.0,0.4936708860759494,0.5121951219512195,0.5125,0.5625,0.4933333333333333,0.7428571428571429,0.5194805194805194,0.65625,0.6,0.6875,0.5,0.5135135135135135,8,12.0,36.0,0.2222222222222222,0.0,18,7.0,73.0,4.055555555555555,6.199999999999998,90.69999999999996,5.038888888888887
35,35,21,2023-01-01,29-078,SAC,@,MEM,L (-10),0,13:37,1.0,1.0,1.000,0.0,0.0,,0,0.0,,0.0,3.0,3.0,0.0,0.0,2.0,1.0,1.0,2.0,2.6,-11,1.0,1.0,1.0,17,1,31,40,37,39,42,41,9,37,26,40,21,3,11,32,38,26.0,2.0,66.0,80.0,73.0,2.0,79.0,82.0,80.0,16.0,75.0,35.0,77.0,32.0,5.0,16.0,64.0,74.0,0.6538461538461539,0.5,0.4696969696969697,0.5,0.5068493150684932,0.0,0.4936708860759494,0.5121951219512195,0.5125,0.5625,0.4933333333333333,0.7428571428571429,0.5194805194805194,0.65625,0.6,0.6875,0.5,0.5135135135135135,8,12.0,36.0,0.2222222222222222,0.0,18,5.0,59.0,3.2777777777777777,2.599999999999999,71.89999999999999,3.994444444444444
36,36,22,2023-01-03,29-080,SAC,@,UTA,W (+2),0,8:48,0.0,1.0,.000,0.0,0.0,,0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,-2.5,-13,1.0,0.0,0.0,17,1,31,40,37,39,42,41,9,37,26,40,21,3,11,32,38,26.0,2.0,66.0,80.0,73.0,2.0,79.0,82.0,80.0,16.0,75.0,35.0,77.0,32.0,5.0,16.0,64.0,74.0,0.6538461538461539,0.5,0.4696969696969697,0.5,0.5068493150684932,0.0,0.4936708860759494,0.5121951219512195,0.5125,0.5625,0.4933333333333333,0.7428571428571429,0.5194805194805194,0.65625,0.6,0.6875,0.5,0.5135135135135135,8,12.0,36.0,0.2222222222222222,0.0,18,-2.0,72.0,4.0,-2.5,83.79999999999998,4.655555555555555
37,37,23,2023-01-04,29-081,SAC,,ATL,L (-3),0,4:52,0.0,2.0,.000,0.0,0.0,,0,0.0,,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.8,0,2.0,0.0,0.0,17,1,31,40,37,39,42,41,9,37,26,40,21,3,11,32,38,26.0,2.0,66.0,80.0,73.0,2.0,79.0,82.0,80.0,16.0,75.0,35.0,77.0,32.0,5.0,16.0,64.0,74.0,0.6538461538461539,0.5,0.4696969696969697,0.5,0.5068493150684932,0.0,0.4936708860759494,0.5121951219512195,0.5125,0.5625,0.4933333333333333,0.7428571428571429,0.5194805194805194,0.65625,0.6,0.6875,0.5,0.5135135135135135,8,12.0,36.0,0.2222222222222222,0.0,18,0.0,72.0,4.0,-0.7999999999999999,90.1,5.0055555555555555
38,38,24,2023-01-07,29-084,SAC,,LAL,L (-2),0,11:13,2.0,3.0,.667,0.0,0.0,,0,0.0,,3.0,2.0,5.0,0.0,0.0,0.0,1.0,3.0,4.0,3.2,-5,3.0,2.0,0.6666666666666666,17,1,31,40,37,39,42,41,9,37,26,40,21,3,11,32,38,26.0,2.0,66.0,80.0,73.0,2.0,79.0,82.0,80.0,16.0,75.0,35.0,77.0,32.0,5.0,16.0,64.0,74.0,0.6538461538461539,0.5,0.4696969696969697,0.5,0.5068493150684932,0.0,0.4936708860759494,0.5121951219512195,0.5125,0.5625,0.4933333333333333,0.7428571428571429,0.5194805194805194,0.65625,0.6,0.6875,0.5,0.5135135135135135,8,12.0,36.0,0.2222222222222222,0.0,18,5.0,60.0,3.333333333333333,3.2,90.09999999999998,5.005555555555555
39,39,25,2023-01-09,29-086,SAC,,ORL,W (+25),0,2:06,0.0,0.0,,0.0,0.0,,0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1,0.0,0.0,,17,1,31,40,37,39,42,41,9,37,26,40,21,3,11,32,38,26.0,2.0,66.0,80.0,73.0,2.0,79.0,82.0,80.0,16.0,75.0,35.0,77.0,32.0,5.0,16.0,64.0,74.0,0.6538461538461539,0.5,0.4696969696969697,0.5,0.5068493150684932,0.0,0.4936708860759494,0.5121951219512195,0.5125,0.5625,0.4933333333333333,0.7428571428571429,0.5194805194805194,0.65625,0.6,0.6875,0.5,0.5135135135135135,8,12.0,36.0,0.2222222222222222,0.0,18,0.0,108.0,6.0,0.0,117.9,6.550000000000001
40,40,26,2023-01-11,29-088,SAC,,HOU,W (+20),0,2:01,0.0,0.0,,0.0,0.0,,0,0.0,,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.4,+3,0.0,0.0,,17,1,31,40,37,39,42,41,9,37,26,40,21,3,11,32,38,26.0,2.0,66.0,80.0,73.0,2.0,79.0,82.0,80.0,16.0,75.0,35.0,77.0,32.0,5.0,16.0,64.0,74.0,0.6538461538461539,0.5,0.4696969696969697,0.5,0.5068493150684932,0.0,0.4936708860759494,0.5121951219512195,0.5125,0.5625,0.4933333333333333,0.7428571428571429,0.5194805194805194,0.65625,0.6,0.6875,0.5,0.5135135135135135,8,12.0,36.0,0.2222222222222222,0.0,18,2.0,77.0,4.277777777777778,1.4,96.6,5.366666666666666
41,Rk,G,Date,Age,Tm,,Opp,,GS,MP,0.0,0.0,FG%,,,3P%,FT,0.0,FT%,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,GmSc,+/-,,,,17,1,31,40,37,39,42,41,9,37,26,40,21,3,11,32,38,26.0,2.0,66.0,80.0,73.0,2.0,79.0,82.0,80.0,16.0,75.0,35.0,77.0,32.0,5.0,16.0,64.0,74.0,0.6538461538461539,0.5,0.4696969696969697,0.5,0.5068493150684932,0.0,0.4936708860759494,0.5121951219512195,0.5125,0.5625,0.4933333333333333,0.7428571428571429,0.5194805194805194,0.65625,0.6,0.6875,0.5,0.5135135135135135,8,12.0,36.0,0.2222222222222222,0.0,18,,0.0,0.0,0.0,0.0,0.0
42,41,27,2023-01-13,29-090,SAC,,HOU,W (+25),0,3:49,2.0,2.0,1.000,1.0,1.0,1.000,0,0.0,,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,5.0,4.3,+2,1.0,1.0,1.0,17,1,31,40,37,39,42,41,9,37,26,40,21,3,11,32,38,26.0,2.0,66.0,80.0,73.0,2.0,79.0,82.0,80.0,16.0,75.0,35.0,77.0,32.0,5.0,16.0,64.0,74.0,0.6538461538461539,0.5,0.4696969696969697,0.5,0.5068493150684932,0.0,0.4936708860759494,0.5121951219512195,0.5125,0.5625,0.4933333333333333,0.7428571428571429,0.5194805194805194,0.65625,0.6,0.6875,0.5,0.5135135135135135,8,12.0,36.0,0.2222222222222222,0.0,18,4.0,104.0,5.777777777777778,4.299999999999999,118.90000000000003,6.605555555555558
43,42,,2023-01-15,29-092,SAC,@,SAS,W (+13),Did Not Play,Did Not Play,0.0,0.0,Did Not Play,,,Did Not Play,Did Not Play,0.0,Did Not Play,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Did Not Play,Did Not Play,,,,17,1,31,40,37,39,42,41,9,37,26,40,21,3,11,32,38,26.0,2.0,66.0,80.0,73.0,2.0,79.0,82.0,80.0,16.0,75.0,35.0,77.0,32.0,5.0,16.0,64.0,74.0,0.6538461538461539,0.5,0.4696969696969697,0.5,0.5068493150684932,0.0,0.4936708860759494,0.5121951219512195,0.5125,0.5625,0.4933333333333333,0.7428571428571429,0.5194805194805194,0.65625,0.6,0.6875,0.5,0.5135135135135135,8,12.0,36.0,0.2222222222222222,0.0,18,,82.0,4.555555555555555,0.0,104.09999999999998,5.783333333333332
44,43,28,2023-01-18,29-095,SAC,@,LAL,W (+5),1,30:51,7.0,7.0,1.000,0.0,0.0,,2,2.0,1.000,3.0,8.0,11.0,1.0,0.0,0.0,2.0,1.0,16.0,16.7,+23,7.0,7.0,1.0,17,1,31,40,37,39,42,41,9,37,26,40,21,3,11,32,38,26.0,2.0,66.0,80.0,73.0,2.0,79.0,82.0,80.0,16.0,75.0,35.0,77.0,32.0,5.0,16.0,64.0,74.0,0.6538461538461539,0.5,0.4696969696969697,0.5,0.5068493150684932,0.0,0.4936708860759494,0.5121951219512195,0.5125,0.5625,0.4933333333333333,0.7428571428571429,0.5194805194805194,0.65625,0.6,0.6875,0.5,0.5135135135135135,8,12.0,36.0,0.2222222222222222,0.0,18,17.0,52.0,2.888888888888889,15.9,71.3,3.961111111111111
45,44,,2023-01-20,29-097,SAC,,OKC,W (+5),Did Not Play,Did Not Play,0.0,0.0,Did Not Play,,,Did Not Play,Did Not Play,0.0,Did Not Play,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Did Not Play,Did Not Play,,,,17,1,31,40,37,39,42,41,9,37,26,40,21,3,11,32,38,26.0,2.0,66.0,80.0,73.0,2.0,79.0,82.0,80.0,16.0,75.0,35.0,77.0,32.0,5.0,16.0,64.0,74.0,0.6538461538461539,0.5,0.4696969696969697,0.5,0.5068493150684932,0.0,0.4936708860759494,0.5121951219512195,0.5125,0.5625,0.4933333333333333,0.7428571428571429,0.5194805194805194,0.65625,0.6,0.6875,0.5,0.5135135135135135,8,12.0,36.0,0.2222222222222222,0.0,18,,69.0,3.8333333333333335,0.0,81.49999999999999,4.527777777777777
46,45,29,2023-01-21,29-098,SAC,,PHI,L (-2),0,5:33,2.0,2.0,1.000,0.0,0.0,,0,0.0,,0.0,1.0,1.0,0.0,0.0,2.0,0.0,0.0,4.0,5.1,-2,2.0,2.0,1.0,17,1,31,40,37,39,42,41,9,37,26,40,21,3,11,32,38,26.0,2.0,66.0,80.0,73.0,2.0,79.0,82.0,80.0,16.0,75.0,35.0,77.0,32.0,5.0,16.0,64.0,74.0,0.6538461538461539,0.5,0.4696969696969697,0.5,0.5068493150684932,0.0,0.4936708860759494,0.5121951219512195,0.5125,0.5625,0.4933333333333333,0.7428571428571429,0.5194805194805194,0.65625,0.6,0.6875,0.5,0.5135135135135135,8,12.0,36.0,0.2222222222222222,0.0,18,5.0,69.0,3.8333333333333335,5.1,93.3,5.183333333333334
47,46,30,2023-01-23,29-100,SAC,,MEM,W (+33),0,14:18,2.0,4.0,.500,0.0,0.0,,1,1.0,1.000,2.0,2.0,4.0,0.0,0.0,1.0,1.0,3.0,5.0,3.5,+4,4.0,2.0,0.5,17,1,31,40,37,39,42,41,9,37,26,40,21,3,11,32,38,26.0,2.0,66.0,80.0,73.0,2.0,79.0,82.0,80.0,16.0,75.0,35.0,77.0,32.0,5.0,16.0,64.0,74.0,0.6538461538461539,0.5,0.4696969696969697,0.5,0.5068493150684932,0.0,0.4936708860759494,0.5121951219512195,0.5125,0.5625,0.4933333333333333,0.7428571428571429,0.5194805194805194,0.65625,0.6,0.6875,0.5,0.5135135135135135,8,12.0,36.0,0.2222222222222222,0.0,18,4.0,104.0,5.777777777777778,3.099999999999998,109.20000000000002,6.066666666666667
48,47,31,2023-01-25,29-102,SAC,,TOR,L (-18),0,3:13,1.0,1.0,1.000,0.0,0.0,,2,2.0,1.000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,3.7,-5,1.0,1.0,1.0,17,1,31,40,37,39,42,41,9,37,26,40,21,3,11,32,38,26.0,2.0,66.0,80.0,73.0,2.0,79.0,82.0,80.0,16.0,75.0,35.0,77.0,32.0,5.0,16.0,64.0,74.0,0.6538461538461539,0.5,0.4696969696969697,0.5,0.5068493150684932,0.0,0.4936708860759494,0.5121951219512195,0.5125,0.5625,0.4933333333333333,0.7428571428571429,0.5194805194805194,0.65625,0.6,0.6875,0.5,0.5135135135135135,8,12.0,36.0,0.2222222222222222,0.0,18,1.0,60.0,3.333333333333333,2.9000000000000004,65.5,3.638888888888889
49,48,32,2023-01-28,29-105,SAC,@,MIN,L (-7),0,0:03,0.0,0.0,,0.0,0.0,,0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,,17,1,31,40,37,39,42,41,9,37,26,40,21,3,11,32,38,26.0,2.0,66.0,80.0,73.0,2.0,79.0,82.0,80.0,16.0,75.0,35.0,77.0,32.0,5.0,16.0,64.0,74.0,0.6538461538461539,0.5,0.4696969696969697,0.5,0.5068493150684932,0.0,0.4936708860759494,0.5121951219512195,0.5125,0.5625,0.4933333333333333,0.7428571428571429,0.5194805194805194,0.65625,0.6,0.6875,0.5,0.5135135135135135,8,12.0,36.0,0.2222222222222222,0.0,18,0.0,47.0,2.611111111111111,0.0,71.5,3.9722222222222223
50,49,,2023-01-30,29-107,SAC,@,MIN,W (+7),Did Not Play,Did Not Play,0.0,0.0,Did Not Play,,,Did Not Play,Did Not Play,0.0,Did Not Play,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Did Not Play,Did Not Play,,,,17,1,31,40,37,39,42,41,9,37,26,40,21,3,11,32,38,26.0,2.0,66.0,80.0,73.0,2.0,79.0,82.0,80.0,16.0,75.0,35.0,77.0,32.0,5.0,16.0,64.0,74.0,0.6538461538461539,0.5,0.4696969696969697,0.5,0.5068493150684932,0.0,0.4936708860759494,0.5121951219512195,0.5125,0.5625,0.4933333333333333,0.7428571428571429,0.5194805194805194,0.65625,0.6,0.6875,0.5,0.5135135135135135,8,12.0,36.0,0.2222222222222222,0.0,18,,73.0,4.055555555555555,0.0,88.40000000000002,4.911111111111112
51,50,,2023-02-01,29-109,SAC,@,SAS,W (+10),Did Not Play,Did Not Play,0.0,0.0,Did Not Play,,,Did Not Play,Did Not Play,0.0,Did Not Play,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Did Not Play,Did Not Play,,,,17,1,31,40,37,39,42,41,9,37,26,40,21,3,11,32,38,26.0,2.0,66.0,80.0,73.0,2.0,79.0,82.0,80.0,16.0,75.0,35.0,77.0,32.0,5.0,16.0,64.0,74.0,0.6538461538461539,0.5,0.4696969696969697,0.5,0.5068493150684932,0.0,0.4936708860759494,0.5121951219512195,0.5125,0.5625,0.4933333333333333,0.7428571428571429,0.5194805194805194,0.65625,0.6,0.6875,0.5,0.5135135135135135,8,12.0,36.0,0.2222222222222222,0.0,18,,73.0,4.055555555555555,0.0,95.6,5.311111111111111
52,51,,2023-02-03,29-111,SAC,@,IND,L (-3),Did Not Play,Did Not Play,0.0,0.0,Did Not Play,,,Did Not Play,Did Not Play,0.0,Did Not Play,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Did Not Play,Did Not Play,,,,17,1,31,40,37,39,42,41,9,37,26,40,21,3,11,32,38,26.0,2.0,66.0,80.0,73.0,2.0,79.0,82.0,80.0,16.0,75.0,35.0,77.0,32.0,5.0,16.0,64.0,74.0,0.6538461538461539,0.5,0.4696969696969697,0.5,0.5068493150684932,0.0,0.4936708860759494,0.5121951219512195,0.5125,0.5625,0.4933333333333333,0.7428571428571429,0.5194805194805194,0.65625,0.6,0.6875,0.5,0.5135135135135135,8,12.0,36.0,0.2222222222222222,0.0,18,,63.0,3.5,0.0,71.0,3.9444444444444446
53,52,33,2023-02-05,29-113,SAC,@,NOP,L (-32),0,10:19,2.0,4.0,.500,0.0,0.0,,0,1.0,.000,1.0,1.0,2.0,0.0,0.0,1.0,0.0,3.0,4.0,2.1,-2,4.0,2.0,0.5,17,1,31,40,37,39,42,41,9,37,26,40,21,3,11,32,38,26.0,2.0,66.0,80.0,73.0,2.0,79.0,82.0,80.0,16.0,75.0,35.0,77.0,32.0,5.0,16.0,64.0,74.0,0.6538461538461539,0.5,0.4696969696969697,0.5,0.5068493150684932,0.0,0.4936708860759494,0.5121951219512195,0.5125,0.5625,0.4933333333333333,0.7428571428571429,0.5194805194805194,0.65625,0.6,0.6875,0.5,0.5135135135135135,8,12.0,36.0,0.2222222222222222,0.0,18,2.0,50.0,2.7777777777777777,2.1,65.0,3.611111111111111
54,53,,2023-02-06,29-114,SAC,@,HOU,W (+20),Did Not Play,Did Not Play,0.0,0.0,Did Not Play,,,Did Not Play,Did Not Play,0.0,Did Not Play,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Did Not Play,Did Not Play,,,,17,1,31,40,37,39,42,41,9,37,26,40,21,3,11,32,38,26.0,2.0,66.0,80.0,73.0,2.0,79.0,82.0,80.0,16.0,75.0,35.0,77.0,32.0,5.0,16.0,64.0,74.0,0.6538461538461539,0.5,0.4696969696969697,0.5,0.5068493150684932,0.0,0.4936708860759494,0.5121951219512195,0.5125,0.5625,0.4933333333333333,0.7428571428571429,0.5194805194805194,0.65625,0.6,0.6875,0.5,0.5135135135135135,8,12.0,36.0,0.2222222222222222,0.0,18,,109.0,6.055555555555555,0.0,124.2,6.9
55,54,,2023-02-08,29-116,SAC,@,HOU,W (+2),Did Not Play,Did Not Play,0.0,0.0,Did Not Play,,,Did Not Play,Did Not Play,0.0,Did Not Play,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Did Not Play,Did Not Play,,,,17,1,31,40,37,39,42,41,9,37,26,40,21,3,11,32,38,26.0,2.0,66.0,80.0,73.0,2.0,79.0,82.0,80.0,16.0,75.0,35.0,77.0,32.0,5.0,16.0,64.0,74.0,0.6538461538461539,0.5,0.4696969696969697,0.5,0.5068493150684932,0.0,0.4936708860759494,0.5121951219512195,0.5125,0.5625,0.4933333333333333,0.7428571428571429,0.5194805194805194,0.65625,0.6,0.6875,0.5,0.5135135135135135,8,12.0,36.0,0.2222222222222222,0.0,18,,73.0,4.055555555555555,0.0,103.39999999999998,5.744444444444444
56,55,,2023-02-10,29-118,SAC,,DAL,L (-8),Did Not Play,Did Not Play,0.0,0.0,Did Not Play,,,Did Not Play,Did Not Play,0.0,Did Not Play,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Did Not Play,Did Not Play,,,,17,1,31,40,37,39,42,41,9,37,26,40,21,3,11,32,38,26.0,2.0,66.0,80.0,73.0,2.0,79.0,82.0,80.0,16.0,75.0,35.0,77.0,32.0,5.0,16.0,64.0,74.0,0.6538461538461539,0.5,0.4696969696969697,0.5,0.5068493150684932,0.0,0.4936708860759494,0.5121951219512195,0.5125,0.5625,0.4933333333333333,0.7428571428571429,0.5194805194805194,0.65625,0.6,0.6875,0.5,0.5135135135135135,8,12.0,36.0,0.2222222222222222,0.0,18,,61.0,3.388888888888889,0.0,77.7,4.316666666666666
57,56,,2023-02-11,29-119,SAC,,DAL,W (+5),Did Not Play,Did Not Play,0.0,0.0,Did Not Play,,,Did Not Play,Did Not Play,0.0,Did Not Play,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Did Not Play,Did Not Play,,,,17,1,31,40,37,39,42,41,9,37,26,40,21,3,11,32,38,26.0,2.0,66.0,80.0,73.0,2.0,79.0,82.0,80.0,16.0,75.0,35.0,77.0,32.0,5.0,16.0,64.0,74.0,0.6538461538461539,0.5,0.4696969696969697,0.5,0.5068493150684932,0.0,0.4936708860759494,0.5121951219512195,0.5125,0.5625,0.4933333333333333,0.7428571428571429,0.5194805194805194,0.65625,0.6,0.6875,0.5,0.5135135135135135,8,12.0,36.0,0.2222222222222222,0.0,18,,82.0,4.555555555555555,0.0,103.4,5.7444444444444445
58,57,,2023-02-14,29-122,SAC,@,PHO,L (-11),Did Not Play,Did Not Play,0.0,0.0,Did Not Play,,,Did Not Play,Did Not Play,0.0,Did Not Play,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Did Not Play,Did Not Play,,,,17,1,31,40,37,39,42,41,9,37,26,40,21,3,11,32,38,26.0,2.0,66.0,80.0,73.0,2.0,79.0,82.0,80.0,16.0,75.0,35.0,77.0,32.0,5.0,16.0,64.0,74.0,0.6538461538461539,0.5,0.4696969696969697,0.5,0.5068493150684932,0.0,0.4936708860759494,0.5121951219512195,0.5125,0.5625,0.4933333333333333,0.7428571428571429,0.5194805194805194,0.65625,0.6,0.6875,0.5,0.5135135135135135,8,12.0,36.0,0.2222222222222222,0.0,18,,58.0,3.2222222222222223,0.0,73.80000000000001,4.1000000000000005
59,58,34,2023-02-23,29-131,SAC,,POR,W (+17),0,2:09,0.0,0.0,,0.0,0.0,,2,2.0,1.000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,-3,0.0,0.0,,17,1,31,40,37,39,42,41,9,37,26,40,21,3,11,32,38,26.0,2.0,66.0,80.0,73.0,2.0,79.0,82.0,80.0,16.0,75.0,35.0,77.0,32.0,5.0,16.0,64.0,74.0,0.6538461538461539,0.5,0.4696969696969697,0.5,0.5068493150684932,0.0,0.4936708860759494,0.5121951219512195,0.5125,0.5625,0.4933333333333333,0.7428571428571429,0.5194805194805194,0.65625,0.6,0.6875,0.5,0.5135135135135135,8,12.0,36.0,0.2222222222222222,0.0,18,0.0,92.0,5.111111111111111,1.2,106.9,5.938888888888889
