Rk,G,Date,Age,Tm,Opp,GS,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,GmSc,+/-,2PA,2P,2P%,Shared Games with Anthony Gill,Shared Games with Bradley Beal,Shared Games with Corey Kispert,Shared Games with Daniel Gafford,Shared Games with Delon Wright,Shared Games with Deni Avdija,Shared Games with Devon Dotson,Shared Games with Isaiah Todd,Shared Games with Jay Huff,Shared Games with Johnny Davis,Shared Games with Jordan Goodwin,Shared Games with Kristaps Porziņģis,Shared Games with Kyle Kuzma,Shared Games with Monte Morris,Shared Games with Quenton Jackson,Shared Games with Taj Gibson,Shared Games with Vernon Carey Jr.,Shared Games with Will Barton,Anthony Gill,Bradley Beal,Corey Kispert,Daniel Gafford,Delon Wright,Deni Avdija,Devon Dotson,Isaiah Todd,Jay Huff,Johnny Davis,Jordan Goodwin,Jordan Schakel,Kristaps Porziņģis,Kyle Kuzma,Monte Morris,Quenton Jackson,Taj Gibson,Vernon Carey Jr.,Will Barton,Xavier Cooks,co_inf with Anthony Gill,co_inf with Bradley Beal,co_inf with Corey Kispert,co_inf with Daniel Gafford,co_inf with Delon Wright,co_inf with Deni Avdija,co_inf with Devon Dotson,co_inf with Isaiah Todd,co_inf with Jay Huff,co_inf with Johnny Davis,co_inf with Jordan Goodwin,co_inf with Jordan Schakel,co_inf with Kristaps Porziņģis,co_inf with Kyle Kuzma,co_inf with Monte Morris,co_inf with Quenton Jackson,co_inf with Taj Gibson,co_inf with Vernon Carey Jr.,co_inf with Will Barton,co_inf with Xavier Cooks,A.J. Green,A.J. Lawson,Aaron Gordon,Aaron Holiday,Aaron Nesmith,Aaron Wiggins,Admiral Schofield,AJ Griffin,Al Horford,Alec Burks,Aleksej Pokusevski,Alex Caruso,Alex Len,Alize Johnson,Alondes Williams,Alperen Şengün,Amir Coffey,Andre Drummond,Andre Iguodala,Andrew Nembhard,Andrew Wiggins,Anfernee Simons,Marcus Smart,Total Shared Players,CO_EFF,EFF,avg_EFF,CO_HGS,HGS,avg_HGS,PER,WS,BPM,OBPM,DBPM,Co_Points_Share,TS%,3PAr,FTr,VORP,OWS,New Column,Result
63,46,2023-03-03,25-023,LAL,MIN,0,21.633333333333333,2.0,9.0,.222,0.0,2.0,.000,2,2.0,1.000,1.0,1.0,2.0,1.0,0.0,0.0,1.0,3.0,6.0,0.0,-13,7.0,2.0,0.2857142857142857,22,17,22,29,17,28,5,3,3,7,19,27,30,29,3,16,6,22,59.0,50.0,74.0,78.0,50.0,76.0,6.0,6.0,7.0,28.0,62.0,2.0,65.0,64.0,62.0,9.0,49.0,11.0,56.0,10.0,0.3728813559322034,0.34,0.2972972972972973,0.3717948717948718,0.34,0.3684210526315789,0.8333333333333334,0.5,0.4285714285714285,0.25,0.3064516129032258,0.0,0.4153846153846154,0.46875,0.4677419354838709,0.3333333333333333,0.3265306122448979,0.5454545454545454,0.3928571428571428,0.0,59.0,50.0,74.0,78.0,50.0,76.0,6.0,6.0,7.0,28.0,62.0,2.0,65.0,64.0,61.0,62.0,9.0,63.0,49.0,11.0,56.0,10.0,61.0,18,-3.0,75.0,4.166666666666667,-0.8,83.80000000000001,4.655555555555556,13.2,1.8,-2.2,-1.3,-1.0,0.0420303912059489,0.556,0.274,0.204,-0.1,0.6,L (-8),L (-8)
64,47,2023-03-05,25-025,LAL,GSW,0,20.016666666666666,1.0,5.0,.200,0.0,2.0,.000,0,0.0,,0.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,2.0,-0.2,-13,3.0,1.0,0.3333333333333333,22,17,22,29,17,28,5,3,3,7,19,27,30,29,3,16,6,22,59.0,50.0,74.0,78.0,50.0,76.0,6.0,6.0,7.0,28.0,62.0,2.0,65.0,64.0,62.0,9.0,49.0,11.0,56.0,10.0,0.3728813559322034,0.34,0.2972972972972973,0.3717948717948718,0.34,0.3684210526315789,0.8333333333333334,0.5,0.4285714285714285,0.25,0.3064516129032258,0.0,0.4153846153846154,0.46875,0.4677419354838709,0.3333333333333333,0.3265306122448979,0.5454545454545454,0.3928571428571428,0.0,59.0,50.0,74.0,78.0,50.0,76.0,6.0,6.0,7.0,28.0,62.0,2.0,65.0,64.0,61.0,62.0,9.0,63.0,49.0,11.0,56.0,10.0,61.0,18,0.0,73.0,4.055555555555555,-0.2000000000000001,85.10000000000001,4.727777777777778,13.2,1.8,-2.2,-1.3,-1.0,0.0420303912059489,0.556,0.274,0.204,-0.1,0.6,W (+8),W (+8)
65,48,2023-03-07,25-027,LAL,MEM,0,27.58333333333333,7.0,11.0,.636,1.0,3.0,.333,2,2.0,1.000,2.0,4.0,6.0,0.0,0.0,0.0,0.0,1.0,17.0,14.3,+22,8.0,6.0,0.75,22,17,22,29,17,28,5,3,3,7,19,27,30,29,3,16,6,22,59.0,50.0,74.0,78.0,50.0,76.0,6.0,6.0,7.0,28.0,62.0,2.0,65.0,64.0,62.0,9.0,49.0,11.0,56.0,10.0,0.3728813559322034,0.34,0.2972972972972973,0.3717948717948718,0.34,0.3684210526315789,0.8333333333333334,0.5,0.4285714285714285,0.25,0.3064516129032258,0.0,0.4153846153846154,0.46875,0.4677419354838709,0.3333333333333333,0.3265306122448979,0.5454545454545454,0.3928571428571428,0.0,59.0,50.0,74.0,78.0,50.0,76.0,6.0,6.0,7.0,28.0,62.0,2.0,65.0,64.0,61.0,62.0,9.0,63.0,49.0,11.0,56.0,10.0,61.0,18,10.0,88.0,4.888888888888889,13.499999999999998,101.0,5.611111111111111,13.2,1.8,-2.2,-1.3,-1.0,0.0420303912059489,0.556,0.274,0.204,-0.1,0.6,W (+9),W (+9)
66,49,2023-03-10,25-030,LAL,TOR,0,19.966666666666665,7.0,9.0,.778,1.0,2.0,.500,1,1.0,1.000,0.0,3.0,3.0,1.0,0.0,0.0,2.0,0.0,16.0,12.1,+21,7.0,6.0,0.8571428571428571,22,17,22,29,17,28,5,3,3,7,19,27,30,29,3,16,6,22,59.0,50.0,74.0,78.0,50.0,76.0,6.0,6.0,7.0,28.0,62.0,2.0,65.0,64.0,62.0,9.0,49.0,11.0,56.0,10.0,0.3728813559322034,0.34,0.2972972972972973,0.3717948717948718,0.34,0.3684210526315789,0.8333333333333334,0.5,0.4285714285714285,0.25,0.3064516129032258,0.0,0.4153846153846154,0.46875,0.4677419354838709,0.3333333333333333,0.3265306122448979,0.5454545454545454,0.3928571428571428,0.0,59.0,50.0,74.0,78.0,50.0,76.0,6.0,6.0,7.0,28.0,62.0,2.0,65.0,64.0,61.0,62.0,9.0,63.0,49.0,11.0,56.0,10.0,61.0,18,8.0,84.0,4.666666666666667,11.699999999999998,97.6,5.422222222222222,13.2,1.8,-2.2,-1.3,-1.0,0.0420303912059489,0.556,0.274,0.204,-0.1,0.6,W (+10),W (+10)
67,50,2023-03-12,25-032,LAL,NYK,0,27.416666666666668,5.0,9.0,.556,2.0,3.0,.667,0,0.0,,0.0,3.0,3.0,0.0,0.0,0.0,0.0,3.0,12.0,7.4,+8,6.0,3.0,0.5,22,17,22,29,17,28,5,3,3,7,19,27,30,29,3,16,6,22,59.0,50.0,74.0,78.0,50.0,76.0,6.0,6.0,7.0,28.0,62.0,2.0,65.0,64.0,62.0,9.0,49.0,11.0,56.0,10.0,0.3728813559322034,0.34,0.2972972972972973,0.3717948717948718,0.34,0.3684210526315789,0.8333333333333334,0.5,0.4285714285714285,0.25,0.3064516129032258,0.0,0.4153846153846154,0.46875,0.4677419354838709,0.3333333333333333,0.3265306122448979,0.5454545454545454,0.3928571428571428,0.0,59.0,50.0,74.0,78.0,50.0,76.0,6.0,6.0,7.0,28.0,62.0,2.0,65.0,64.0,61.0,62.0,9.0,63.0,49.0,11.0,56.0,10.0,61.0,18,6.0,77.0,4.277777777777778,7.400000000000001,83.19999999999999,4.622222222222222,13.2,1.8,-2.2,-1.3,-1.0,0.0420303912059489,0.556,0.274,0.204,-0.1,0.6,L (-4),L (-4)
68,51,2023-03-14,25-034,LAL,NOP,0,19.83333333333333,4.0,7.0,.571,2.0,3.0,.667,2,2.0,1.000,0.0,2.0,2.0,0.0,0.0,0.0,1.0,1.0,12.0,7.9,-7,4.0,2.0,0.5,22,17,22,29,17,28,5,3,3,7,19,27,30,29,3,16,6,22,59.0,50.0,74.0,78.0,50.0,76.0,6.0,6.0,7.0,28.0,62.0,2.0,65.0,64.0,62.0,9.0,49.0,11.0,56.0,10.0,0.3728813559322034,0.34,0.2972972972972973,0.3717948717948718,0.34,0.3684210526315789,0.8333333333333334,0.5,0.4285714285714285,0.25,0.3064516129032258,0.0,0.4153846153846154,0.46875,0.4677419354838709,0.3333333333333333,0.3265306122448979,0.5454545454545454,0.3928571428571428,0.0,59.0,50.0,74.0,78.0,50.0,76.0,6.0,6.0,7.0,28.0,62.0,2.0,65.0,64.0,61.0,62.0,9.0,63.0,49.0,11.0,56.0,10.0,61.0,18,4.0,37.0,2.055555555555556,7.1,53.0,2.9444444444444446,13.2,1.8,-2.2,-1.3,-1.0,0.0420303912059489,0.556,0.274,0.204,-0.1,0.6,W (+15),W (+15)
69,52,2023-03-15,25-035,LAL,HOU,1,17.483333333333334,2.0,5.0,.400,1.0,3.0,.333,0,0.0,,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,5.0,2.0,-15,2.0,1.0,0.5,22,17,22,29,17,28,5,3,3,7,19,27,30,29,3,16,6,22,59.0,50.0,74.0,78.0,50.0,76.0,6.0,6.0,7.0,28.0,62.0,2.0,65.0,64.0,62.0,9.0,49.0,11.0,56.0,10.0,0.3728813559322034,0.34,0.2972972972972973,0.3717948717948718,0.34,0.3684210526315789,0.8333333333333334,0.5,0.4285714285714285,0.25,0.3064516129032258,0.0,0.4153846153846154,0.46875,0.4677419354838709,0.3333333333333333,0.3265306122448979,0.5454545454545454,0.3928571428571428,0.0,59.0,50.0,74.0,78.0,50.0,76.0,6.0,6.0,7.0,28.0,62.0,2.0,65.0,64.0,61.0,62.0,9.0,63.0,49.0,11.0,56.0,10.0,61.0,18,0.0,89.0,4.944444444444445,2.0,102.1,5.672222222222222,13.2,1.8,-2.2,-1.3,-1.0,0.0420303912059489,0.556,0.274,0.204,-0.1,0.6,L (-4),L (-4)
70,53,2023-03-17,25-037,LAL,DAL,0,16.35,4.0,6.0,.667,2.0,2.0,1.000,0,0.0,,0.0,1.0,1.0,0.0,2.0,0.0,0.0,0.0,10.0,9.7,+2,4.0,2.0,0.5,22,17,22,29,17,28,5,3,3,7,19,27,30,29,3,16,6,22,59.0,50.0,74.0,78.0,50.0,76.0,6.0,6.0,7.0,28.0,62.0,2.0,65.0,64.0,62.0,9.0,49.0,11.0,56.0,10.0,0.3728813559322034,0.34,0.2972972972972973,0.3717948717948718,0.34,0.3684210526315789,0.8333333333333334,0.5,0.4285714285714285,0.25,0.3064516129032258,0.0,0.4153846153846154,0.46875,0.4677419354838709,0.3333333333333333,0.3265306122448979,0.5454545454545454,0.3928571428571428,0.0,59.0,50.0,74.0,78.0,50.0,76.0,6.0,6.0,7.0,28.0,62.0,2.0,65.0,64.0,61.0,62.0,9.0,63.0,49.0,11.0,56.0,10.0,61.0,18,7.0,53.0,2.9444444444444446,9.7,63.7,3.538888888888889,13.2,1.8,-2.2,-1.3,-1.0,0.0420303912059489,0.556,0.274,0.204,-0.1,0.6,L (-1),L (-1)
71,54,2023-03-19,25-039,LAL,ORL,0,18.933333333333334,4.0,9.0,.444,0.0,1.0,.000,0,0.0,,0.0,5.0,5.0,1.0,0.0,1.0,0.0,3.0,8.0,5.0,+4,8.0,4.0,0.5,22,17,22,29,17,28,5,3,3,7,19,27,30,29,3,16,6,22,59.0,50.0,74.0,78.0,50.0,76.0,6.0,6.0,7.0,28.0,62.0,2.0,65.0,64.0,62.0,9.0,49.0,11.0,56.0,10.0,0.3728813559322034,0.34,0.2972972972972973,0.3717948717948718,0.34,0.3684210526315789,0.8333333333333334,0.5,0.4285714285714285,0.25,0.3064516129032258,0.0,0.4153846153846154,0.46875,0.4677419354838709,0.3333333333333333,0.3265306122448979,0.5454545454545454,0.3928571428571428,0.0,59.0,50.0,74.0,78.0,50.0,76.0,6.0,6.0,7.0,28.0,62.0,2.0,65.0,64.0,61.0,62.0,9.0,63.0,49.0,11.0,56.0,10.0,61.0,18,6.0,74.0,4.111111111111111,4.999999999999998,88.49999999999999,4.916666666666666,13.2,1.8,-2.2,-1.3,-1.0,0.0420303912059489,0.556,0.274,0.204,-0.1,0.6,W (+6),W (+6)
72,55,2023-03-22,25-042,LAL,PHO,0,12.916666666666666,0.0,3.0,.000,0.0,1.0,.000,0,0.0,,0.0,2.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,-1.9,-1,2.0,0.0,0.0,22,17,22,29,17,28,5,3,3,7,19,27,30,29,3,16,6,22,59.0,50.0,74.0,78.0,50.0,76.0,6.0,6.0,7.0,28.0,62.0,2.0,65.0,64.0,62.0,9.0,49.0,11.0,56.0,10.0,0.3728813559322034,0.34,0.2972972972972973,0.3717948717948718,0.34,0.3684210526315789,0.8333333333333334,0.5,0.4285714285714285,0.25,0.3064516129032258,0.0,0.4153846153846154,0.46875,0.4677419354838709,0.3333333333333333,0.3265306122448979,0.5454545454545454,0.3928571428571428,0.0,59.0,50.0,74.0,78.0,50.0,76.0,6.0,6.0,7.0,28.0,62.0,2.0,65.0,64.0,61.0,62.0,9.0,63.0,49.0,11.0,56.0,10.0,61.0,18,-1.0,65.0,3.611111111111111,-1.9,78.0,4.333333333333333,13.2,1.8,-2.2,-1.3,-1.0,0.0420303912059489,0.556,0.274,0.204,-0.1,0.6,W (+11),W (+11)
73,56,2023-03-24,25-044,LAL,OKC,0,13.866666666666667,1.0,1.0,1.000,0.0,0.0,,1,1.0,1.000,0.0,3.0,3.0,1.0,1.0,0.0,1.0,2.0,3.0,3.5,+1,1.0,1.0,1.0,22,17,22,29,17,28,5,3,3,7,19,27,30,29,3,16,6,22,59.0,50.0,74.0,78.0,50.0,76.0,6.0,6.0,7.0,28.0,62.0,2.0,65.0,64.0,62.0,9.0,49.0,11.0,56.0,10.0,0.3728813559322034,0.34,0.2972972972972973,0.3717948717948718,0.34,0.3684210526315789,0.8333333333333334,0.5,0.4285714285714285,0.25,0.3064516129032258,0.0,0.4153846153846154,0.46875,0.4677419354838709,0.3333333333333333,0.3265306122448979,0.5454545454545454,0.3928571428571428,0.0,59.0,50.0,74.0,78.0,50.0,76.0,6.0,6.0,7.0,28.0,62.0,2.0,65.0,64.0,61.0,62.0,9.0,63.0,49.0,11.0,56.0,10.0,61.0,18,5.0,53.0,2.9444444444444446,3.1,67.6,3.755555555555555,13.2,1.8,-2.2,-1.3,-1.0,0.0420303912059489,0.556,0.274,0.204,-0.1,0.6,W (+5),W (+5)
74,,2023-03-26,25-046,LAL,CHI,Did Not Play,0.0,0.0,0.0,Did Not Play,,,Did Not Play,Did Not Play,0.0,Did Not Play,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Did Not Play,Did Not Play,,,,22,17,22,29,17,28,5,3,3,7,19,27,30,29,3,16,6,22,59.0,50.0,74.0,78.0,50.0,76.0,6.0,6.0,7.0,28.0,62.0,2.0,65.0,64.0,62.0,9.0,49.0,11.0,56.0,10.0,0.3728813559322034,0.34,0.2972972972972973,0.3717948717948718,0.34,0.3684210526315789,0.8333333333333334,0.5,0.4285714285714285,0.25,0.3064516129032258,0.0,0.4153846153846154,0.46875,0.4677419354838709,0.3333333333333333,0.3265306122448979,0.5454545454545454,0.3928571428571428,0.0,59.0,50.0,74.0,78.0,50.0,76.0,6.0,6.0,7.0,28.0,62.0,2.0,65.0,64.0,61.0,62.0,9.0,63.0,49.0,11.0,56.0,10.0,61.0,18,,101.0,5.611111111111111,0.0,117.3,6.516666666666667,13.2,1.8,-2.2,-1.3,-1.0,0.0420303912059489,0.556,0.274,0.204,-0.1,0.6,L (-10),L (-10)
75,57,2023-03-29,25-049,LAL,CHI,0,16.2,3.0,6.0,.500,0.0,1.0,.000,0,0.0,,1.0,3.0,4.0,1.0,0.0,0.0,1.0,1.0,6.0,3.9,-7,5.0,3.0,0.6,22,17,22,29,17,28,5,3,3,7,19,27,30,29,3,16,6,22,59.0,50.0,74.0,78.0,50.0,76.0,6.0,6.0,7.0,28.0,62.0,2.0,65.0,64.0,62.0,9.0,49.0,11.0,56.0,10.0,0.3728813559322034,0.34,0.2972972972972973,0.3717948717948718,0.34,0.3684210526315789,0.8333333333333334,0.5,0.4285714285714285,0.25,0.3064516129032258,0.0,0.4153846153846154,0.46875,0.4677419354838709,0.3333333333333333,0.3265306122448979,0.5454545454545454,0.3928571428571428,0.0,59.0,50.0,74.0,78.0,50.0,76.0,6.0,6.0,7.0,28.0,62.0,2.0,65.0,64.0,61.0,62.0,9.0,63.0,49.0,11.0,56.0,10.0,61.0,18,4.0,71.0,3.9444444444444446,3.9,89.6,4.977777777777778,13.2,1.8,-2.2,-1.3,-1.0,0.0420303912059489,0.556,0.274,0.204,-0.1,0.6,W (+11),W (+11)
76,58,2023-03-31,25-051,LAL,MIN,0,21.25,1.0,4.0,.250,0.0,2.0,.000,2,2.0,1.000,1.0,5.0,6.0,1.0,1.0,1.0,1.0,3.0,4.0,4.0,,2.0,1.0,0.5,22,17,22,29,17,28,5,3,3,7,19,27,30,29,3,16,6,22,59.0,50.0,74.0,78.0,50.0,76.0,6.0,6.0,7.0,28.0,62.0,2.0,65.0,64.0,62.0,9.0,49.0,11.0,56.0,10.0,0.3728813559322034,0.34,0.2972972972972973,0.3717948717948718,0.34,0.3684210526315789,0.8333333333333334,0.5,0.4285714285714285,0.25,0.3064516129032258,0.0,0.4153846153846154,0.46875,0.4677419354838709,0.3333333333333333,0.3265306122448979,0.5454545454545454,0.3928571428571428,0.0,59.0,50.0,74.0,78.0,50.0,76.0,6.0,6.0,7.0,28.0,62.0,2.0,65.0,64.0,61.0,62.0,9.0,63.0,49.0,11.0,56.0,10.0,61.0,18,6.0,95.0,5.277777777777778,3.2,103.7,5.761111111111111,13.2,1.8,-2.2,-1.3,-1.0,0.0420303912059489,0.556,0.274,0.204,-0.1,0.6,W (+12),W (+12)
77,59,2023-04-02,25-053,LAL,HOU,0,24.95,10.0,14.0,.714,0.0,1.0,.000,0,2.0,.000,2.0,10.0,12.0,1.0,0.0,3.0,1.0,2.0,20.0,18.8,+22,13.0,10.0,0.7692307692307693,22,17,22,29,17,28,5,3,3,7,19,27,30,29,3,16,6,22,59.0,50.0,74.0,78.0,50.0,76.0,6.0,6.0,7.0,28.0,62.0,2.0,65.0,64.0,62.0,9.0,49.0,11.0,56.0,10.0,0.3728813559322034,0.34,0.2972972972972973,0.3717948717948718,0.34,0.3684210526315789,0.8333333333333334,0.5,0.4285714285714285,0.25,0.3064516129032258,0.0,0.4153846153846154,0.46875,0.4677419354838709,0.3333333333333333,0.3265306122448979,0.5454545454545454,0.3928571428571428,0.0,59.0,50.0,74.0,78.0,50.0,76.0,6.0,6.0,7.0,28.0,62.0,2.0,65.0,64.0,61.0,62.0,9.0,63.0,49.0,11.0,56.0,10.0,61.0,18,19.0,60.0,3.333333333333333,18.8,68.5,3.8055555555555554,13.2,1.8,-2.2,-1.3,-1.0,0.0420303912059489,0.556,0.274,0.204,-0.1,0.6,W (+25),W (+25)
78,60,2023-04-04,25-055,LAL,UTA,0,25.25,7.0,11.0,.636,1.0,4.0,.250,2,3.0,.667,1.0,5.0,6.0,1.0,0.0,0.0,1.0,2.0,17.0,12.8,+4,7.0,6.0,0.8571428571428571,22,17,22,29,17,28,5,3,3,7,19,27,30,29,3,16,6,22,59.0,50.0,74.0,78.0,50.0,76.0,6.0,6.0,7.0,28.0,62.0,2.0,65.0,64.0,62.0,9.0,49.0,11.0,56.0,10.0,0.3728813559322034,0.34,0.2972972972972973,0.3717948717948718,0.34,0.3684210526315789,0.8333333333333334,0.5,0.4285714285714285,0.25,0.3064516129032258,0.0,0.4153846153846154,0.46875,0.4677419354838709,0.3333333333333333,0.3265306122448979,0.5454545454545454,0.3928571428571428,0.0,59.0,50.0,74.0,78.0,50.0,76.0,6.0,6.0,7.0,28.0,62.0,2.0,65.0,64.0,61.0,62.0,9.0,63.0,49.0,11.0,56.0,10.0,61.0,18,9.0,68.0,3.7777777777777777,12.0,79.6,4.422222222222222,13.2,1.8,-2.2,-1.3,-1.0,0.0420303912059489,0.556,0.274,0.204,-0.1,0.6,W (+2),W (+2)
79,61,2023-04-05,25-056,LAL,LAC,0,17.25,1.0,5.0,.200,0.0,1.0,.000,2,2.0,1.000,1.0,2.0,3.0,0.0,0.0,0.0,0.0,2.0,4.0,1.4,-14,4.0,1.0,0.25,22,17,22,29,17,28,5,3,3,7,19,27,30,29,3,16,6,22,59.0,50.0,74.0,78.0,50.0,76.0,6.0,6.0,7.0,28.0,62.0,2.0,65.0,64.0,62.0,9.0,49.0,11.0,56.0,10.0,0.3728813559322034,0.34,0.2972972972972973,0.3717948717948718,0.34,0.3684210526315789,0.8333333333333334,0.5,0.4285714285714285,0.25,0.3064516129032258,0.0,0.4153846153846154,0.46875,0.4677419354838709,0.3333333333333333,0.3265306122448979,0.5454545454545454,0.3928571428571428,0.0,59.0,50.0,74.0,78.0,50.0,76.0,6.0,6.0,7.0,28.0,62.0,2.0,65.0,64.0,61.0,62.0,9.0,63.0,49.0,11.0,56.0,10.0,61.0,18,0.0,38.0,2.111111111111111,0.6000000000000001,49.3,2.738888888888889,13.2,1.8,-2.2,-1.3,-1.0,0.0420303912059489,0.556,0.274,0.204,-0.1,0.6,L (-7),L (-7)
80,62,2023-04-07,25-058,LAL,PHO,0,22.78333333333333,5.0,8.0,.625,1.0,1.0,1.000,0,0.0,,2.0,3.0,5.0,2.0,0.0,0.0,0.0,0.0,11.0,11.1,+17,7.0,4.0,0.5714285714285714,22,17,22,29,17,28,5,3,3,7,19,27,30,29,3,16,6,22,59.0,50.0,74.0,78.0,50.0,76.0,6.0,6.0,7.0,28.0,62.0,2.0,65.0,64.0,62.0,9.0,49.0,11.0,56.0,10.0,0.3728813559322034,0.34,0.2972972972972973,0.3717948717948718,0.34,0.3684210526315789,0.8333333333333334,0.5,0.4285714285714285,0.25,0.3064516129032258,0.0,0.4153846153846154,0.46875,0.4677419354838709,0.3333333333333333,0.3265306122448979,0.5454545454545454,0.3928571428571428,0.0,59.0,50.0,74.0,78.0,50.0,76.0,6.0,6.0,7.0,28.0,62.0,2.0,65.0,64.0,61.0,62.0,9.0,63.0,49.0,11.0,56.0,10.0,61.0,18,10.0,36.0,2.0,11.1,49.1,2.727777777777778,13.2,1.8,-2.2,-1.3,-1.0,0.0420303912059489,0.556,0.274,0.204,-0.1,0.6,W (+14),W (+14)
Rk,G,Date,Age,Tm,Opp,GS,0.0,0.0,0.0,FG%,,,3P%,FT,0.0,FT%,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,GmSc,+/-,,,,22,17,22,29,17,28,5,3,3,7,19,27,30,29,3,16,6,22,59.0,50.0,74.0,78.0,50.0,76.0,6.0,6.0,7.0,28.0,62.0,2.0,65.0,64.0,62.0,9.0,49.0,11.0,56.0,10.0,0.3728813559322034,0.34,0.2972972972972973,0.3717948717948718,0.34,0.3684210526315789,0.8333333333333334,0.5,0.4285714285714285,0.25,0.3064516129032258,0.0,0.4153846153846154,0.46875,0.4677419354838709,0.3333333333333333,0.3265306122448979,0.5454545454545454,0.3928571428571428,0.0,59.0,50.0,74.0,78.0,50.0,76.0,6.0,6.0,7.0,28.0,62.0,2.0,65.0,64.0,61.0,62.0,9.0,63.0,49.0,11.0,56.0,10.0,61.0,18,,0.0,0.0,0.0,0.0,0.0,13.2,1.8,-2.2,-1.3,-1.0,0.0420303912059489,0.556,0.274,0.204,-0.1,0.6,,
81,63,2023-04-09,25-060,LAL,UTA,0,23.366666666666667,5.0,14.0,.357,0.0,6.0,.000,2,3.0,.667,2.0,3.0,5.0,2.0,0.0,1.0,0.0,0.0,12.0,8.2,-4,8.0,5.0,0.625,22,17,22,29,17,28,5,3,3,7,19,27,30,29,3,16,6,22,59.0,50.0,74.0,78.0,50.0,76.0,6.0,6.0,7.0,28.0,62.0,2.0,65.0,64.0,62.0,9.0,49.0,11.0,56.0,10.0,0.3728813559322034,0.34,0.2972972972972973,0.3717948717948718,0.34,0.3684210526315789,0.8333333333333334,0.5,0.4285714285714285,0.25,0.3064516129032258,0.0,0.4153846153846154,0.46875,0.4677419354838709,0.3333333333333333,0.3265306122448979,0.5454545454545454,0.3928571428571428,0.0,59.0,50.0,74.0,78.0,50.0,76.0,6.0,6.0,7.0,28.0,62.0,2.0,65.0,64.0,61.0,62.0,9.0,63.0,49.0,11.0,56.0,10.0,61.0,18,3.0,47.0,2.611111111111111,7.399999999999999,55.7,3.094444444444445,13.2,1.8,-2.2,-1.3,-1.0,0.0420303912059489,0.556,0.274,0.204,-0.1,0.6,W (+11),W (+11)
