Rk,G,Date,Age,Tm,Opp,GS,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,GmSc,+/-,2PA,2P,2P%,Shared Games with Aaron Holiday,Shared Games with AJ Griffin,Shared Games with Bogdan Bogdanović,Shared Games with Clint Capela,Shared Games with De'Andre Hunter,Shared Games with Dejounte Murray,Shared Games with Donovan Williams,Shared Games with Frank Kaminsky,Shared Games with Jalen Johnson,Shared Games with Jarrett Culver,Shared Games with Justin Holiday,Shared Games with Onyeka Okongwu,Shared Games with Trae Young,Shared Games with Trent Forrest,Shared Games with Tyrese Martin,Shared Games with Vit Krejci,Aaron Holiday,AJ Griffin,Bogdan Bogdanović,Clint Capela,De'Andre Hunter,Dejounte Murray,Derrick Favors,Donovan Williams,Frank Kaminsky,Jalen Johnson,Jarrett Culver,Justin Holiday,Onyeka Okongwu,Trae Young,Trent Forrest,Tyrese Martin,Vit Krejci,co_inf with Aaron Holiday,co_inf with AJ Griffin,co_inf with Bogdan Bogdanović,co_inf with Clint Capela,co_inf with De'Andre Hunter,co_inf with Dejounte Murray,co_inf with Derrick Favors,co_inf with Donovan Williams,co_inf with Frank Kaminsky,co_inf with Jalen Johnson,co_inf with Jarrett Culver,co_inf with Justin Holiday,co_inf with Onyeka Okongwu,co_inf with Trae Young,co_inf with Trent Forrest,co_inf with Tyrese Martin,co_inf with Vit Krejci,Shared Games with Saddiq Bey,Shared Games with Bruno Fernando,Shared Games with Garrison Mathews,Shared Games with John Collins,Bruno Fernando,Garrison Mathews,Saddiq Bey,co_inf with Saddiq Bey,co_inf with Bruno Fernando,co_inf with Garrison Mathews,Total Shared Players,CO_EFF,EFF,avg_EFF,CO_HGS,HGS,avg_HGS,Co_Points_Share,New Column,Result
28.0,,2022-12-12,25-080,ATL,MEM,,0.0,0.0,0.0,,,,,,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,55,61,45,57,60,69,1,28,59,3,33,69,65,17,13,22,63.0,72.0,54.0,65.0,67.0,74.0,,2.0,36.0,70.0,10.0,46.0,80.0,73.0,23.0,16.0,29.0,0.873015873015873,0.8472222222222222,0.8333333333333334,0.8769230769230769,0.8955223880597015,0.9324324324324323,,0.5,0.7777777777777778,0.8428571428571429,0.3,0.717391304347826,0.8625,0.8904109589041096,0.7391304347826086,0.8125,0.7586206896551724,22,7,8,71,39.0,54.0,77.0,0.2857142857142857,0.1794871794871795,0.1481481481481481,20,,32.0,1.6,0.0,58.8,2.94,0.095870662,W (+1),W (+1)
29.0,,2022-12-14,25-082,ATL,ORL,,0.0,0.0,0.0,,,,,,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,55,61,45,57,60,69,1,28,59,3,33,69,65,17,13,22,63.0,72.0,54.0,65.0,67.0,74.0,,2.0,36.0,70.0,10.0,46.0,80.0,73.0,23.0,16.0,29.0,0.873015873015873,0.8472222222222222,0.8333333333333334,0.8769230769230769,0.8955223880597015,0.9324324324324323,,0.5,0.7777777777777778,0.8428571428571429,0.3,0.717391304347826,0.8625,0.8904109589041096,0.7391304347826086,0.8125,0.7586206896551724,22,7,8,71,39.0,54.0,77.0,0.2857142857142857,0.1794871794871795,0.1481481481481481,20,,71.0,3.55,0.0,101.60000000000002,5.080000000000001,0.095870662,L (-25),L (-25)
30.0,,2022-12-16,25-084,ATL,CHO,,0.0,0.0,0.0,,,,,,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,55,61,45,57,60,69,1,28,59,3,33,69,65,17,13,22,63.0,72.0,54.0,65.0,67.0,74.0,,2.0,36.0,70.0,10.0,46.0,80.0,73.0,23.0,16.0,29.0,0.873015873015873,0.8472222222222222,0.8333333333333334,0.8769230769230769,0.8955223880597015,0.9324324324324323,,0.5,0.7777777777777778,0.8428571428571429,0.3,0.717391304347826,0.8625,0.8904109589041096,0.7391304347826086,0.8125,0.7586206896551724,22,7,8,71,39.0,54.0,77.0,0.2857142857142857,0.1794871794871795,0.1481481481481481,20,,47.0,2.35,0.0,83.2,4.16,0.095870662,L (-11),L (-11)
31.0,23.0,2022-12-19,25-087,ATL,ORL,1.0,20.133333333333333,5.0,7.0,0.714,0.0,0.0,,2.0,2.0,1.0,0.0,7.0,7.0,3.0,1.0,0.0,1.0,1.0,12.0,12.9,-3.0,7.0,5.0,0.7142857142857143,55,61,45,57,60,69,1,28,59,3,33,69,65,17,13,22,63.0,72.0,54.0,65.0,67.0,74.0,,2.0,36.0,70.0,10.0,46.0,80.0,73.0,23.0,16.0,29.0,0.873015873015873,0.8472222222222222,0.8333333333333334,0.8769230769230769,0.8955223880597015,0.9324324324324323,,0.5,0.7777777777777778,0.8428571428571429,0.3,0.717391304347826,0.8625,0.8904109589041096,0.7391304347826086,0.8125,0.7586206896551724,22,7,8,71,39.0,54.0,77.0,0.2857142857142857,0.1794871794871795,0.1481481481481481,20,13.0,79.0,3.95,12.100000000000003,106.2,5.3100000000000005,0.095870662,W (+19),W (+19)
32.0,24.0,2022-12-21,25-089,ATL,CHI,1.0,21.23333333333333,2.0,5.0,0.4,0.0,2.0,0.0,0.0,0.0,,0.0,7.0,7.0,0.0,1.0,0.0,1.0,4.0,4.0,1.8,-8.0,3.0,2.0,0.6666666666666666,55,61,45,57,60,69,1,28,59,3,33,69,65,17,13,22,63.0,72.0,54.0,65.0,67.0,74.0,,2.0,36.0,70.0,10.0,46.0,80.0,73.0,23.0,16.0,29.0,0.873015873015873,0.8472222222222222,0.8333333333333334,0.8769230769230769,0.8955223880597015,0.9324324324324323,,0.5,0.7777777777777778,0.8428571428571429,0.3,0.717391304347826,0.8625,0.8904109589041096,0.7391304347826086,0.8125,0.7586206896551724,22,7,8,71,39.0,54.0,77.0,0.2857142857142857,0.1794871794871795,0.1481481481481481,20,6.0,68.0,3.4,1.8000000000000005,85.4,4.2700000000000005,0.095870662,W (+1),W (+1)
33.0,25.0,2022-12-23,25-091,ATL,DET,1.0,29.166666666666668,4.0,10.0,0.4,0.0,1.0,0.0,0.0,0.0,,3.0,9.0,12.0,3.0,0.0,3.0,0.0,0.0,8.0,11.6,23.0,9.0,4.0,0.4444444444444444,55,61,45,57,60,69,1,28,59,3,33,69,65,17,13,22,63.0,72.0,54.0,65.0,67.0,74.0,,2.0,36.0,70.0,10.0,46.0,80.0,73.0,23.0,16.0,29.0,0.873015873015873,0.8472222222222222,0.8333333333333334,0.8769230769230769,0.8955223880597015,0.9324324324324323,,0.5,0.7777777777777778,0.8428571428571429,0.3,0.717391304347826,0.8625,0.8904109589041096,0.7391304347826086,0.8125,0.7586206896551724,22,7,8,71,39.0,54.0,77.0,0.2857142857142857,0.1794871794871795,0.1481481481481481,20,16.0,101.0,5.05,11.6,116.59999999999998,5.829999999999999,0.095870662,L (-2),L (-2)
34.0,26.0,2022-12-27,25-095,ATL,IND,1.0,29.666666666666668,11.0,17.0,0.647,3.0,6.0,0.5,1.0,3.0,0.333,2.0,8.0,10.0,0.0,0.0,1.0,1.0,6.0,26.0,18.8,-15.0,11.0,8.0,0.7272727272727273,55,61,45,57,60,69,1,28,59,3,33,69,65,17,13,22,63.0,72.0,54.0,65.0,67.0,74.0,,2.0,36.0,70.0,10.0,46.0,80.0,73.0,23.0,16.0,29.0,0.873015873015873,0.8472222222222222,0.8333333333333334,0.8769230769230769,0.8955223880597015,0.9324324324324323,,0.5,0.7777777777777778,0.8428571428571429,0.3,0.717391304347826,0.8625,0.8904109589041096,0.7391304347826086,0.8125,0.7586206896551724,22,7,8,71,39.0,54.0,77.0,0.2857142857142857,0.1794871794871795,0.1481481481481481,20,16.0,57.0,2.85,18.4,89.6,4.48,0.095870662,W (+25),W (+25)
35.0,27.0,2022-12-28,25-096,ATL,BRK,1.0,33.5,8.0,16.0,0.5,1.0,3.0,0.333,4.0,6.0,0.667,0.0,8.0,8.0,1.0,0.0,1.0,0.0,4.0,21.0,14.4,7.0,13.0,7.0,0.5384615384615384,55,61,45,57,60,69,1,28,59,3,33,69,65,17,13,22,63.0,72.0,54.0,65.0,67.0,74.0,,2.0,36.0,70.0,10.0,46.0,80.0,73.0,23.0,16.0,29.0,0.873015873015873,0.8472222222222222,0.8333333333333334,0.8769230769230769,0.8955223880597015,0.9324324324324323,,0.5,0.7777777777777778,0.8428571428571429,0.3,0.717391304347826,0.8625,0.8904109589041096,0.7391304347826086,0.8125,0.7586206896551724,22,7,8,71,39.0,54.0,77.0,0.2857142857142857,0.1794871794871795,0.1481481481481481,20,9.0,60.0,3.0,12.799999999999995,87.59999999999998,4.379999999999999,0.095870662,L (-15),L (-15)
36.0,28.0,2022-12-30,25-098,ATL,LAL,1.0,23.03333333333333,3.0,7.0,0.429,0.0,3.0,0.0,1.0,2.0,0.5,2.0,7.0,9.0,0.0,0.0,0.0,2.0,6.0,7.0,2.0,1.0,4.0,3.0,0.75,55,61,45,57,60,69,1,28,59,3,33,69,65,17,13,22,63.0,72.0,54.0,65.0,67.0,74.0,,2.0,36.0,70.0,10.0,46.0,80.0,73.0,23.0,16.0,29.0,0.873015873015873,0.8472222222222222,0.8333333333333334,0.8769230769230769,0.8955223880597015,0.9324324324324323,,0.5,0.7777777777777778,0.8428571428571429,0.3,0.717391304347826,0.8625,0.8904109589041096,0.7391304347826086,0.8125,0.7586206896551724,22,7,8,71,39.0,54.0,77.0,0.2857142857142857,0.1794871794871795,0.1481481481481481,20,5.0,65.0,3.25,1.5999999999999996,91.0,4.55,0.095870662,L (-1),L (-1)
37.0,29.0,2023-01-02,25-101,ATL,GSW,1.0,39.63333333333333,9.0,17.0,0.529,1.0,5.0,0.2,6.0,8.0,0.75,2.0,11.0,13.0,1.0,1.0,2.0,2.0,4.0,25.0,20.1,-2.0,12.0,8.0,0.6666666666666666,55,61,45,57,60,69,1,28,59,3,33,69,65,17,13,22,63.0,72.0,54.0,65.0,67.0,74.0,,2.0,36.0,70.0,10.0,46.0,80.0,73.0,23.0,16.0,29.0,0.873015873015873,0.8472222222222222,0.8333333333333334,0.8769230769230769,0.8955223880597015,0.9324324324324323,,0.5,0.7777777777777778,0.8428571428571429,0.3,0.717391304347826,0.8625,0.8904109589041096,0.7391304347826086,0.8125,0.7586206896551724,22,7,8,71,39.0,54.0,77.0,0.2857142857142857,0.1794871794871795,0.1481481481481481,20,15.0,97.0,4.85,17.7,130.59999999999997,6.529999999999999,0.095870662,L (-9),L (-9)
38.0,30.0,2023-01-04,25-103,ATL,SAC,1.0,40.55,7.0,11.0,0.636,2.0,4.0,0.5,6.0,6.0,1.0,0.0,12.0,12.0,3.0,2.0,2.0,3.0,4.0,22.0,21.6,2.0,7.0,5.0,0.7142857142857143,55,61,45,57,60,69,1,28,59,3,33,69,65,17,13,22,63.0,72.0,54.0,65.0,67.0,74.0,,2.0,36.0,70.0,10.0,46.0,80.0,73.0,23.0,16.0,29.0,0.873015873015873,0.8472222222222222,0.8333333333333334,0.8769230769230769,0.8955223880597015,0.9324324324324323,,0.5,0.7777777777777778,0.8428571428571429,0.3,0.717391304347826,0.8625,0.8904109589041096,0.7391304347826086,0.8125,0.7586206896551724,22,7,8,71,39.0,54.0,77.0,0.2857142857142857,0.1794871794871795,0.1481481481481481,20,21.0,68.0,3.4,19.2,101.8,5.09,0.095870662,L (-2),L (-2)
39.0,31.0,2023-01-06,25-105,ATL,LAL,1.0,37.4,7.0,18.0,0.389,0.0,5.0,0.0,2.0,3.0,0.667,1.0,7.0,8.0,2.0,0.0,3.0,0.0,3.0,16.0,10.9,-3.0,13.0,7.0,0.5384615384615384,55,61,45,57,60,69,1,28,59,3,33,69,65,17,13,22,63.0,72.0,54.0,65.0,67.0,74.0,,2.0,36.0,70.0,10.0,46.0,80.0,73.0,23.0,16.0,29.0,0.873015873015873,0.8472222222222222,0.8333333333333334,0.8769230769230769,0.8955223880597015,0.9324324324324323,,0.5,0.7777777777777778,0.8428571428571429,0.3,0.717391304347826,0.8625,0.8904109589041096,0.7391304347826086,0.8125,0.7586206896551724,22,7,8,71,39.0,54.0,77.0,0.2857142857142857,0.1794871794871795,0.1481481481481481,20,8.0,60.0,3.0,10.1,88.3,4.415,0.095870662,W (+3),W (+3)
40.0,32.0,2023-01-08,25-107,ATL,LAC,1.0,30.883333333333333,6.0,10.0,0.6,1.0,3.0,0.333,0.0,0.0,,0.0,9.0,9.0,0.0,0.0,3.0,0.0,4.0,13.0,11.6,0.0,7.0,5.0,0.7142857142857143,55,61,45,57,60,69,1,28,59,3,33,69,65,17,13,22,63.0,72.0,54.0,65.0,67.0,74.0,,2.0,36.0,70.0,10.0,46.0,80.0,73.0,23.0,16.0,29.0,0.873015873015873,0.8472222222222222,0.8333333333333334,0.8769230769230769,0.8955223880597015,0.9324324324324323,,0.5,0.7777777777777778,0.8428571428571429,0.3,0.717391304347826,0.8625,0.8904109589041096,0.7391304347826086,0.8125,0.7586206896551724,22,7,8,71,39.0,54.0,77.0,0.2857142857142857,0.1794871794871795,0.1481481481481481,20,15.0,73.0,3.65,11.600000000000003,88.80000000000003,4.440000000000001,0.095870662,L (-16),L (-16)
41.0,33.0,2023-01-11,25-110,ATL,MIL,1.0,33.28333333333333,7.0,11.0,0.636,1.0,3.0,0.333,0.0,0.0,,1.0,6.0,7.0,1.0,0.0,1.0,1.0,0.0,15.0,13.0,-12.0,8.0,6.0,0.75,55,61,45,57,60,69,1,28,59,3,33,69,65,17,13,22,63.0,72.0,54.0,65.0,67.0,74.0,,2.0,36.0,70.0,10.0,46.0,80.0,73.0,23.0,16.0,29.0,0.873015873015873,0.8472222222222222,0.8333333333333334,0.8769230769230769,0.8955223880597015,0.9324324324324323,,0.5,0.7777777777777778,0.8428571428571429,0.3,0.717391304347826,0.8625,0.8904109589041096,0.7391304347826086,0.8125,0.7586206896551724,22,7,8,71,39.0,54.0,77.0,0.2857142857142857,0.1794871794871795,0.1481481481481481,20,12.0,66.0,3.3,13.0,91.29999999999998,4.565,0.095870662,W (+4),W (+4)
42.0,34.0,2023-01-13,25-112,ATL,IND,1.0,27.23333333333333,2.0,9.0,0.222,1.0,2.0,0.5,2.0,4.0,0.5,3.0,5.0,8.0,0.0,1.0,1.0,2.0,4.0,7.0,2.4,-2.0,7.0,1.0,0.1428571428571428,55,61,45,57,60,69,1,28,59,3,33,69,65,17,13,22,63.0,72.0,54.0,65.0,67.0,74.0,,2.0,36.0,70.0,10.0,46.0,80.0,73.0,23.0,16.0,29.0,0.873015873015873,0.8472222222222222,0.8333333333333334,0.8769230769230769,0.8955223880597015,0.9324324324324323,,0.5,0.7777777777777778,0.8428571428571429,0.3,0.717391304347826,0.8625,0.8904109589041096,0.7391304347826086,0.8125,0.7586206896551724,22,7,8,71,39.0,54.0,77.0,0.2857142857142857,0.1794871794871795,0.1481481481481481,20,2.0,87.0,4.35,1.5999999999999974,97.9,4.8950000000000005,0.095870662,,
43.0,35.0,2023-01-14,25-113,ATL,TOR,1.0,27.75,5.0,9.0,0.556,0.0,3.0,0.0,1.0,1.0,1.0,1.0,3.0,4.0,1.0,0.0,0.0,2.0,6.0,11.0,4.6,4.0,6.0,5.0,0.8333333333333334,55,61,45,57,60,69,1,28,59,3,33,69,65,17,13,22,63.0,72.0,54.0,65.0,67.0,74.0,,2.0,36.0,70.0,10.0,46.0,80.0,73.0,23.0,16.0,29.0,0.873015873015873,0.8472222222222222,0.8333333333333334,0.8769230769230769,0.8955223880597015,0.9324324324324323,,0.5,0.7777777777777778,0.8428571428571429,0.3,0.717391304347826,0.8625,0.8904109589041096,0.7391304347826086,0.8125,0.7586206896551724,22,7,8,71,39.0,54.0,77.0,0.2857142857142857,0.1794871794871795,0.1481481481481481,20,4.0,70.0,3.5,4.199999999999999,82.5,4.125,0.095870662,L (-9),L (-9)
44.0,36.0,2023-01-16,25-115,ATL,MIA,1.0,31.966666666666665,6.0,9.0,0.667,0.0,1.0,0.0,2.0,2.0,1.0,1.0,3.0,4.0,1.0,0.0,0.0,1.0,1.0,14.0,11.0,9.0,8.0,6.0,0.75,55,61,45,57,60,69,1,28,59,3,33,69,65,17,13,22,63.0,72.0,54.0,65.0,67.0,74.0,,2.0,36.0,70.0,10.0,46.0,80.0,73.0,23.0,16.0,29.0,0.873015873015873,0.8472222222222222,0.8333333333333334,0.8769230769230769,0.8955223880597015,0.9324324324324323,,0.5,0.7777777777777778,0.8428571428571429,0.3,0.717391304347826,0.8625,0.8904109589041096,0.7391304347826086,0.8125,0.7586206896551724,22,7,8,71,39.0,54.0,77.0,0.2857142857142857,0.1794871794871795,0.1481481481481481,20,7.0,79.0,3.95,10.199999999999994,106.29999999999998,5.315,0.095870662,W (+2),W (+2)
45.0,37.0,2023-01-18,25-117,ATL,DAL,1.0,33.95,8.0,14.0,0.571,3.0,5.0,0.6,0.0,0.0,,0.0,5.0,5.0,3.0,0.0,2.0,1.0,4.0,19.0,14.8,2.0,9.0,5.0,0.5555555555555556,55,61,45,57,60,69,1,28,59,3,33,69,65,17,13,22,63.0,72.0,54.0,65.0,67.0,74.0,,2.0,36.0,70.0,10.0,46.0,80.0,73.0,23.0,16.0,29.0,0.873015873015873,0.8472222222222222,0.8333333333333334,0.8769230769230769,0.8955223880597015,0.9324324324324323,,0.5,0.7777777777777778,0.8428571428571429,0.3,0.717391304347826,0.8625,0.8904109589041096,0.7391304347826086,0.8125,0.7586206896551724,22,7,8,71,39.0,54.0,77.0,0.2857142857142857,0.1794871794871795,0.1481481481481481,20,14.0,90.0,4.5,14.8,123.5,6.175,0.095870662,W (+11),W (+11)
46.0,38.0,2023-01-20,25-119,ATL,NYK,1.0,35.36666666666667,7.0,8.0,0.875,3.0,4.0,0.75,0.0,0.0,,0.0,9.0,9.0,1.0,1.0,1.0,2.0,5.0,17.0,15.3,25.0,4.0,4.0,1.0,55,61,45,57,60,69,1,28,59,3,33,69,65,17,13,22,63.0,72.0,54.0,65.0,67.0,74.0,,2.0,36.0,70.0,10.0,46.0,80.0,73.0,23.0,16.0,29.0,0.873015873015873,0.8472222222222222,0.8333333333333334,0.8769230769230769,0.8955223880597015,0.9324324324324323,,0.5,0.7777777777777778,0.8428571428571429,0.3,0.717391304347826,0.8625,0.8904109589041096,0.7391304347826086,0.8125,0.7586206896551724,22,7,8,71,39.0,54.0,77.0,0.2857142857142857,0.1794871794871795,0.1481481481481481,20,19.0,96.0,4.8,15.299999999999995,133.9,6.695,0.095870662,W (+8),W (+8)
47.0,39.0,2023-01-21,25-120,ATL,CHO,1.0,33.11666666666667,3.0,7.0,0.429,1.0,4.0,0.25,4.0,4.0,1.0,0.0,5.0,5.0,2.0,0.0,0.0,3.0,6.0,11.0,4.8,-9.0,3.0,2.0,0.6666666666666666,55,61,45,57,60,69,1,28,59,3,33,69,65,17,13,22,63.0,72.0,54.0,65.0,67.0,74.0,,2.0,36.0,70.0,10.0,46.0,80.0,73.0,23.0,16.0,29.0,0.873015873015873,0.8472222222222222,0.8333333333333334,0.8769230769230769,0.8955223880597015,0.9324324324324323,,0.5,0.7777777777777778,0.8428571428571429,0.3,0.717391304347826,0.8625,0.8904109589041096,0.7391304347826086,0.8125,0.7586206896551724,22,7,8,71,39.0,54.0,77.0,0.2857142857142857,0.1794871794871795,0.1481481481481481,20,4.0,89.0,4.45,3.2,106.8,5.34,0.095870662,W (+8),W (+8)
48.0,40.0,2023-01-23,25-122,ATL,CHI,1.0,35.733333333333334,5.0,11.0,0.455,1.0,4.0,0.25,0.0,0.0,,3.0,6.0,9.0,0.0,2.0,1.0,5.0,3.0,11.0,5.7,2.0,7.0,4.0,0.5714285714285714,55,61,45,57,60,69,1,28,59,3,33,69,65,17,13,22,63.0,72.0,54.0,65.0,67.0,74.0,,2.0,36.0,70.0,10.0,46.0,80.0,73.0,23.0,16.0,29.0,0.873015873015873,0.8472222222222222,0.8333333333333334,0.8769230769230769,0.8955223880597015,0.9324324324324323,,0.5,0.7777777777777778,0.8428571428571429,0.3,0.717391304347826,0.8625,0.8904109589041096,0.7391304347826086,0.8125,0.7586206896551724,22,7,8,71,39.0,54.0,77.0,0.2857142857142857,0.1794871794871795,0.1481481481481481,20,7.0,68.0,3.4,5.699999999999999,87.2,4.36,0.095870662,W (+15),W (+15)
49.0,41.0,2023-01-25,25-124,ATL,OKC,1.0,30.166666666666668,7.0,12.0,0.583,1.0,3.0,0.333,4.0,4.0,1.0,4.0,6.0,10.0,2.0,0.0,0.0,1.0,4.0,19.0,16.8,-7.0,9.0,6.0,0.6666666666666666,55,61,45,57,60,69,1,28,59,3,33,69,65,17,13,22,63.0,72.0,54.0,65.0,67.0,74.0,,2.0,36.0,70.0,10.0,46.0,80.0,73.0,23.0,16.0,29.0,0.873015873015873,0.8472222222222222,0.8333333333333334,0.8769230769230769,0.8955223880597015,0.9324324324324323,,0.5,0.7777777777777778,0.8428571428571429,0.3,0.717391304347826,0.8625,0.8904109589041096,0.7391304347826086,0.8125,0.7586206896551724,22,7,8,71,39.0,54.0,77.0,0.2857142857142857,0.1794871794871795,0.1481481481481481,20,14.0,84.0,4.2,15.2,123.9,6.195,0.095870662,L (-4),L (-4)
50.0,42.0,2023-01-28,25-127,ATL,LAC,1.0,33.78333333333333,7.0,13.0,0.538,1.0,3.0,0.333,1.0,2.0,0.5,1.0,4.0,5.0,0.0,1.0,0.0,0.0,3.0,16.0,11.0,-9.0,10.0,6.0,0.6,55,61,45,57,60,69,1,28,59,3,33,69,65,17,13,22,63.0,72.0,54.0,65.0,67.0,74.0,,2.0,36.0,70.0,10.0,46.0,80.0,73.0,23.0,16.0,29.0,0.873015873015873,0.8472222222222222,0.8333333333333334,0.8769230769230769,0.8955223880597015,0.9324324324324323,,0.5,0.7777777777777778,0.8428571428571429,0.3,0.717391304347826,0.8625,0.8904109589041096,0.7391304347826086,0.8125,0.7586206896551724,22,7,8,71,39.0,54.0,77.0,0.2857142857142857,0.1794871794871795,0.1481481481481481,20,7.0,93.0,4.65,10.599999999999998,121.29999999999998,6.065,0.095870662,L (-11),L (-11)
51.0,43.0,2023-01-30,25-129,ATL,POR,1.0,37.81666666666667,7.0,12.0,0.583,0.0,2.0,0.0,2.0,6.0,0.333,2.0,4.0,6.0,3.0,0.0,0.0,0.0,5.0,16.0,11.5,-1.0,10.0,7.0,0.7,55,61,45,57,60,69,1,28,59,3,33,69,65,17,13,22,63.0,72.0,54.0,65.0,67.0,74.0,,2.0,36.0,70.0,10.0,46.0,80.0,73.0,23.0,16.0,29.0,0.873015873015873,0.8472222222222222,0.8333333333333334,0.8769230769230769,0.8955223880597015,0.9324324324324323,,0.5,0.7777777777777778,0.8428571428571429,0.3,0.717391304347826,0.8625,0.8904109589041096,0.7391304347826086,0.8125,0.7586206896551724,22,7,8,71,39.0,54.0,77.0,0.2857142857142857,0.1794871794871795,0.1481481481481481,20,7.0,77.0,3.85,10.7,107.6,5.38,0.095870662,W (+5),W (+5)
52.0,44.0,2023-02-01,25-131,ATL,PHO,1.0,24.266666666666666,4.0,8.0,0.5,1.0,4.0,0.25,0.0,0.0,,0.0,2.0,2.0,0.0,0.0,3.0,1.0,3.0,9.0,5.5,21.0,4.0,3.0,0.75,55,61,45,57,60,69,1,28,59,3,33,69,65,17,13,22,63.0,72.0,54.0,65.0,67.0,74.0,,2.0,36.0,70.0,10.0,46.0,80.0,73.0,23.0,16.0,29.0,0.873015873015873,0.8472222222222222,0.8333333333333334,0.8769230769230769,0.8955223880597015,0.9324324324324323,,0.5,0.7777777777777778,0.8428571428571429,0.3,0.717391304347826,0.8625,0.8904109589041096,0.7391304347826086,0.8125,0.7586206896551724,22,7,8,71,39.0,54.0,77.0,0.2857142857142857,0.1794871794871795,0.1481481481481481,20,5.0,103.0,5.15,5.499999999999999,114.6,5.73,0.095870662,L (-7),L (-7)
53.0,45.0,2023-02-03,25-133,ATL,UTA,1.0,28.0,3.0,10.0,0.3,1.0,7.0,0.143,3.0,3.0,1.0,2.0,2.0,4.0,1.0,1.0,1.0,0.0,1.0,10.0,8.2,1.0,3.0,2.0,0.6666666666666666,55,61,45,57,60,69,1,28,59,3,33,69,65,17,13,22,63.0,72.0,54.0,65.0,67.0,74.0,,2.0,36.0,70.0,10.0,46.0,80.0,73.0,23.0,16.0,29.0,0.873015873015873,0.8472222222222222,0.8333333333333334,0.8769230769230769,0.8955223880597015,0.9324324324324323,,0.5,0.7777777777777778,0.8428571428571429,0.3,0.717391304347826,0.8625,0.8904109589041096,0.7391304347826086,0.8125,0.7586206896551724,22,7,8,71,39.0,54.0,77.0,0.2857142857142857,0.1794871794871795,0.1481481481481481,20,4.0,94.0,4.7,6.999999999999997,119.1,5.955,0.095870662,L (-4),L (-4)
54.0,46.0,2023-02-04,25-134,ATL,DEN,1.0,30.183333333333334,3.0,5.0,0.6,0.0,0.0,,0.0,0.0,,1.0,3.0,4.0,3.0,0.0,1.0,0.0,2.0,6.0,7.3,-18.0,5.0,3.0,0.6,55,61,45,57,60,69,1,28,59,3,33,69,65,17,13,22,63.0,72.0,54.0,65.0,67.0,74.0,,2.0,36.0,70.0,10.0,46.0,80.0,73.0,23.0,16.0,29.0,0.873015873015873,0.8472222222222222,0.8333333333333334,0.8769230769230769,0.8955223880597015,0.9324324324324323,,0.5,0.7777777777777778,0.8428571428571429,0.3,0.717391304347826,0.8625,0.8904109589041096,0.7391304347826086,0.8125,0.7586206896551724,22,7,8,71,39.0,54.0,77.0,0.2857142857142857,0.1794871794871795,0.1481481481481481,20,9.0,78.0,3.9,7.3,105.29999999999998,5.264999999999999,0.095870662,W (+32),W (+32)
55.0,47.0,2023-02-07,25-137,ATL,NOP,1.0,30.05,6.0,9.0,0.667,1.0,2.0,0.5,2.0,2.0,1.0,1.0,5.0,6.0,1.0,0.0,2.0,0.0,3.0,15.0,14.2,-14.0,7.0,5.0,0.7142857142857143,55,61,45,57,60,69,1,28,59,3,33,69,65,17,13,22,63.0,72.0,54.0,65.0,67.0,74.0,,2.0,36.0,70.0,10.0,46.0,80.0,73.0,23.0,16.0,29.0,0.873015873015873,0.8472222222222222,0.8333333333333334,0.8769230769230769,0.8955223880597015,0.9324324324324323,,0.5,0.7777777777777778,0.8428571428571429,0.3,0.717391304347826,0.8625,0.8904109589041096,0.7391304347826086,0.8125,0.7586206896551724,22,7,8,71,39.0,54.0,77.0,0.2857142857142857,0.1794871794871795,0.1481481481481481,20,13.0,75.0,3.75,13.399999999999997,94.7,4.735,0.095870662,W (+7),W (+7)
56.0,48.0,2023-02-09,25-139,ATL,PHO,1.0,31.45,6.0,12.0,0.5,0.0,2.0,0.0,4.0,4.0,1.0,0.0,2.0,2.0,0.0,1.0,0.0,0.0,1.0,16.0,11.2,6.0,10.0,6.0,0.6,55,61,45,57,60,69,1,28,59,3,33,69,65,17,13,22,63.0,72.0,54.0,65.0,67.0,74.0,,2.0,36.0,70.0,10.0,46.0,80.0,73.0,23.0,16.0,29.0,0.873015873015873,0.8472222222222222,0.8333333333333334,0.8769230769230769,0.8955223880597015,0.9324324324324323,,0.5,0.7777777777777778,0.8428571428571429,0.3,0.717391304347826,0.8625,0.8904109589041096,0.7391304347826086,0.8125,0.7586206896551724,22,7,8,71,39.0,54.0,77.0,0.2857142857142857,0.1794871794871795,0.1481481481481481,20,3.0,76.0,3.8,9.6,83.79999999999998,4.19,0.095870662,L (-20),L (-20)
