Unnamed: 0,Rk,G,Date,Age,Tm,Unnamed: 5,Opp,Unnamed: 7,GS,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,GmSc,+/-,2PA,2P,2P%,Shared Games with Anthony Edwards,Shared Games with Austin Rivers,Shared Games with Bryn Forbes,Shared Games with D'Angelo Russell,Shared Games with Jaden McDaniels,Shared Games with Jaylen Nowell,Shared Games with Jordan McLaughlin,Shared Games with Josh Minott,Shared Games with Karl-Anthony Towns,Shared Games with Kyle Anderson,Shared Games with Luka Garza,Shared Games with Nathan Knight,Shared Games with Naz Reid,Shared Games with Rudy Gobert,Shared Games with Taurean Prince,A.J. Lawson,Anthony Edwards,Austin Rivers,Bryn Forbes,D'Angelo Russell,Jaden McDaniels,Jaylen Nowell,Jordan McLaughlin,Josh Minott,Karl-Anthony Towns,Kyle Anderson,Luka Garza,Nathan Knight,Naz Reid,Rudy Gobert,Taurean Prince,co_inf with A.J. Lawson,co_inf with Anthony Edwards,co_inf with Austin Rivers,co_inf with Bryn Forbes,co_inf with D'Angelo Russell,co_inf with Jaden McDaniels,co_inf with Jaylen Nowell,co_inf with Jordan McLaughlin,co_inf with Josh Minott,co_inf with Karl-Anthony Towns,co_inf with Kyle Anderson,co_inf with Luka Garza,co_inf with Nathan Knight,co_inf with Naz Reid,co_inf with Rudy Gobert,co_inf with Taurean Prince,Shared Games with Matt Ryan,Shared Games with Mike Conley,Shared Games with Nickeil Alexander-Walker,Matt Ryan,Mike Conley,Nickeil Alexander-Walker,Vit Krejci,co_inf with Matt Ryan,co_inf with Mike Conley,co_inf with Nickeil Alexander-Walker,co_inf with Vit Krejci,Total Shared Players,CO_EFF,EFF,avg_EFF,CO_HGS,HGS,avg_HGS
28,28,11,2022-12-14,21-087,MIN,@,LAC,L (-11),0,15:05,1.0,1.0,1.000,0.0,0.0,,2,2.0,1.000,0.0,2.0,2.0,1.0,2.0,1.0,1.0,0.0,4.0,6.7,+1,1.0,1.0,1.0,28,19,13,20,26,24,13,15,6,23,18,22,25,23,14,15.0,79.0,52.0,25.0,71.0,79.0,65.0,43.0,15.0,29.0,69.0,28.0,38.0,68.0,70.0,54.0,0.0,0.3544303797468354,0.3653846153846153,0.52,0.2816901408450704,0.3291139240506329,0.3692307692307692,0.3023255813953488,1.0,0.2068965517241379,0.3333333333333333,0.6428571428571429,0.5789473684210527,0.3676470588235294,0.3285714285714285,0.2592592592592592,11,6,5,34.0,67.0,59.0,29.0,0.3235294117647059,0.0895522388059701,0.0847457627118644,0.0,18,6.0,53.0,2.9444444444444446,5.9,65.3,3.6277777777777778
29,29,12,2022-12-16,21-089,MIN,@,OKC,W (+2),0,6:37,0.0,3.0,.000,0.0,1.0,.000,0,0.0,,0.0,0.0,0.0,3.0,1.0,0.0,0.0,0.0,0.0,1.0,-5,2.0,0.0,0.0,28,19,13,20,26,24,13,15,6,23,18,22,25,23,14,15.0,79.0,52.0,25.0,71.0,79.0,65.0,43.0,15.0,29.0,69.0,28.0,38.0,68.0,70.0,54.0,0.0,0.3544303797468354,0.3653846153846153,0.52,0.2816901408450704,0.3291139240506329,0.3692307692307692,0.3023255813953488,1.0,0.2068965517241379,0.3333333333333333,0.6428571428571429,0.5789473684210527,0.3676470588235294,0.3285714285714285,0.2592592592592592,11,6,5,34.0,67.0,59.0,29.0,0.3235294117647059,0.0895522388059701,0.0847457627118644,0.0,18,1.0,79.0,4.388888888888889,1.0,102.3,5.683333333333334
30,30,13,2022-12-18,21-091,MIN,,CHI,W (+24),0,1:45,0.0,0.0,,0.0,0.0,,0,0.0,,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,+6,0.0,0.0,,28,19,13,20,26,24,13,15,6,23,18,22,25,23,14,15.0,79.0,52.0,25.0,71.0,79.0,65.0,43.0,15.0,29.0,69.0,28.0,38.0,68.0,70.0,54.0,0.0,0.3544303797468354,0.3653846153846153,0.52,0.2816901408450704,0.3291139240506329,0.3692307692307692,0.3023255813953488,1.0,0.2068965517241379,0.3333333333333333,0.6428571428571429,0.5789473684210527,0.3676470588235294,0.3285714285714285,0.2592592592592592,11,6,5,34.0,67.0,59.0,29.0,0.3235294117647059,0.0895522388059701,0.0847457627118644,0.0,18,2.0,120.0,6.666666666666667,1.0,132.5,7.361111111111111
31,31,14,2022-12-19,21-092,MIN,,DAL,W (+10),0,4:30,1.0,1.0,1.000,0.0,0.0,,0,0.0,,1.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,2.0,1.6,-2,1.0,1.0,1.0,28,19,13,20,26,24,13,15,6,23,18,22,25,23,14,15.0,79.0,52.0,25.0,71.0,79.0,65.0,43.0,15.0,29.0,69.0,28.0,38.0,68.0,70.0,54.0,0.0,0.3544303797468354,0.3653846153846153,0.52,0.2816901408450704,0.3291139240506329,0.3692307692307692,0.3023255813953488,1.0,0.2068965517241379,0.3333333333333333,0.6428571428571429,0.5789473684210527,0.3676470588235294,0.3285714285714285,0.2592592592592592,11,6,5,34.0,67.0,59.0,29.0,0.3235294117647059,0.0895522388059701,0.0847457627118644,0.0,18,2.0,65.0,3.611111111111111,1.5999999999999994,80.69999999999999,4.4833333333333325
32,32,15,2022-12-21,21-094,MIN,,DAL,L (-5),0,4:42,1.0,2.0,.500,0.0,1.0,.000,0,0.0,,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,2.0,-0.1,-4,1.0,1.0,1.0,28,19,13,20,26,24,13,15,6,23,18,22,25,23,14,15.0,79.0,52.0,25.0,71.0,79.0,65.0,43.0,15.0,29.0,69.0,28.0,38.0,68.0,70.0,54.0,0.0,0.3544303797468354,0.3653846153846153,0.52,0.2816901408450704,0.3291139240506329,0.3692307692307692,0.3023255813953488,1.0,0.2068965517241379,0.3333333333333333,0.6428571428571429,0.5789473684210527,0.3676470588235294,0.3285714285714285,0.2592592592592592,11,6,5,34.0,67.0,59.0,29.0,0.3235294117647059,0.0895522388059701,0.0847457627118644,0.0,18,0.0,68.0,3.7777777777777777,-0.1000000000000002,83.30000000000001,4.627777777777778
33,33,16,2022-12-23,21-096,MIN,@,BOS,L (-12),0,1:12,1.0,1.0,1.000,0.0,0.0,,0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.7,+4,1.0,1.0,1.0,28,19,13,20,26,24,13,15,6,23,18,22,25,23,14,15.0,79.0,52.0,25.0,71.0,79.0,65.0,43.0,15.0,29.0,69.0,28.0,38.0,68.0,70.0,54.0,0.0,0.3544303797468354,0.3653846153846153,0.52,0.2816901408450704,0.3291139240506329,0.3692307692307692,0.3023255813953488,1.0,0.2068965517241379,0.3333333333333333,0.6428571428571429,0.5789473684210527,0.3676470588235294,0.3285714285714285,0.2592592592592592,11,6,5,34.0,67.0,59.0,29.0,0.3235294117647059,0.0895522388059701,0.0847457627118644,0.0,18,1.0,59.0,3.2777777777777777,1.7,65.0,3.611111111111111
34,34,,2022-12-26,21-099,MIN,@,MIA,L (-3),Did Not Play,Did Not Play,0.0,0.0,Did Not Play,,,Did Not Play,Did Not Play,0.0,Did Not Play,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Did Not Play,Did Not Play,,,,28,19,13,20,26,24,13,15,6,23,18,22,25,23,14,15.0,79.0,52.0,25.0,71.0,79.0,65.0,43.0,15.0,29.0,69.0,28.0,38.0,68.0,70.0,54.0,0.0,0.3544303797468354,0.3653846153846153,0.52,0.2816901408450704,0.3291139240506329,0.3692307692307692,0.3023255813953488,1.0,0.2068965517241379,0.3333333333333333,0.6428571428571429,0.5789473684210527,0.3676470588235294,0.3285714285714285,0.2592592592592592,11,6,5,34.0,67.0,59.0,29.0,0.3235294117647059,0.0895522388059701,0.0847457627118644,0.0,18,,76.0,4.222222222222222,0.0,82.19999999999999,4.566666666666666
35,35,,2022-12-28,21-101,MIN,@,NOP,L (-1),Did Not Play,Did Not Play,0.0,0.0,Did Not Play,,,Did Not Play,Did Not Play,0.0,Did Not Play,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Did Not Play,Did Not Play,,,,28,19,13,20,26,24,13,15,6,23,18,22,25,23,14,15.0,79.0,52.0,25.0,71.0,79.0,65.0,43.0,15.0,29.0,69.0,28.0,38.0,68.0,70.0,54.0,0.0,0.3544303797468354,0.3653846153846153,0.52,0.2816901408450704,0.3291139240506329,0.3692307692307692,0.3023255813953488,1.0,0.2068965517241379,0.3333333333333333,0.6428571428571429,0.5789473684210527,0.3676470588235294,0.3285714285714285,0.2592592592592592,11,6,5,34.0,67.0,59.0,29.0,0.3235294117647059,0.0895522388059701,0.0847457627118644,0.0,18,,63.0,3.5,0.0,74.8,4.155555555555555
36,36,,2022-12-30,21-103,MIN,@,MIL,L (-9),Did Not Play,Did Not Play,0.0,0.0,Did Not Play,,,Did Not Play,Did Not Play,0.0,Did Not Play,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Did Not Play,Did Not Play,,,,28,19,13,20,26,24,13,15,6,23,18,22,25,23,14,15.0,79.0,52.0,25.0,71.0,79.0,65.0,43.0,15.0,29.0,69.0,28.0,38.0,68.0,70.0,54.0,0.0,0.3544303797468354,0.3653846153846153,0.52,0.2816901408450704,0.3291139240506329,0.3692307692307692,0.3023255813953488,1.0,0.2068965517241379,0.3333333333333333,0.6428571428571429,0.5789473684210527,0.3676470588235294,0.3285714285714285,0.2592592592592592,11,6,5,34.0,67.0,59.0,29.0,0.3235294117647059,0.0895522388059701,0.0847457627118644,0.0,18,,63.0,3.5,0.0,84.80000000000001,4.711111111111112
37,37,,2022-12-31,21-104,MIN,,DET,L (-12),Did Not Play,Did Not Play,0.0,0.0,Did Not Play,,,Did Not Play,Did Not Play,0.0,Did Not Play,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Did Not Play,Did Not Play,,,,28,19,13,20,26,24,13,15,6,23,18,22,25,23,14,15.0,79.0,52.0,25.0,71.0,79.0,65.0,43.0,15.0,29.0,69.0,28.0,38.0,68.0,70.0,54.0,0.0,0.3544303797468354,0.3653846153846153,0.52,0.2816901408450704,0.3291139240506329,0.3692307692307692,0.3023255813953488,1.0,0.2068965517241379,0.3333333333333333,0.6428571428571429,0.5789473684210527,0.3676470588235294,0.3285714285714285,0.2592592592592592,11,6,5,34.0,67.0,59.0,29.0,0.3235294117647059,0.0895522388059701,0.0847457627118644,0.0,18,,51.0,2.833333333333333,0.0,53.6,2.977777777777778
38,38,,2023-01-02,21-106,MIN,,DEN,W (+13),Did Not Play,Did Not Play,0.0,0.0,Did Not Play,,,Did Not Play,Did Not Play,0.0,Did Not Play,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Did Not Play,Did Not Play,,,,28,19,13,20,26,24,13,15,6,23,18,22,25,23,14,15.0,79.0,52.0,25.0,71.0,79.0,65.0,43.0,15.0,29.0,69.0,28.0,38.0,68.0,70.0,54.0,0.0,0.3544303797468354,0.3653846153846153,0.52,0.2816901408450704,0.3291139240506329,0.3692307692307692,0.3023255813953488,1.0,0.2068965517241379,0.3333333333333333,0.6428571428571429,0.5789473684210527,0.3676470588235294,0.3285714285714285,0.2592592592592592,11,6,5,34.0,67.0,59.0,29.0,0.3235294117647059,0.0895522388059701,0.0847457627118644,0.0,18,,92.0,5.111111111111111,0.0,112.2,6.233333333333333
39,39,,2023-01-04,21-108,MIN,,POR,W (+7),Did Not Play,Did Not Play,0.0,0.0,Did Not Play,,,Did Not Play,Did Not Play,0.0,Did Not Play,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Did Not Play,Did Not Play,,,,28,19,13,20,26,24,13,15,6,23,18,22,25,23,14,15.0,79.0,52.0,25.0,71.0,79.0,65.0,43.0,15.0,29.0,69.0,28.0,38.0,68.0,70.0,54.0,0.0,0.3544303797468354,0.3653846153846153,0.52,0.2816901408450704,0.3291139240506329,0.3692307692307692,0.3023255813953488,1.0,0.2068965517241379,0.3333333333333333,0.6428571428571429,0.5789473684210527,0.3676470588235294,0.3285714285714285,0.2592592592592592,11,6,5,34.0,67.0,59.0,29.0,0.3235294117647059,0.0895522388059701,0.0847457627118644,0.0,18,,60.0,3.333333333333333,0.0,74.5,4.138888888888889
40,40,17,2023-01-06,21-110,MIN,,LAC,W (+13),0,1:37,0.0,1.0,.000,0.0,0.0,,0,0.0,,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,-1,1.0,0.0,0.0,28,19,13,20,26,24,13,15,6,23,18,22,25,23,14,15.0,79.0,52.0,25.0,71.0,79.0,65.0,43.0,15.0,29.0,69.0,28.0,38.0,68.0,70.0,54.0,0.0,0.3544303797468354,0.3653846153846153,0.52,0.2816901408450704,0.3291139240506329,0.3692307692307692,0.3023255813953488,1.0,0.2068965517241379,0.3333333333333333,0.6428571428571429,0.5789473684210527,0.3676470588235294,0.3285714285714285,0.2592592592592592,11,6,5,34.0,67.0,59.0,29.0,0.3235294117647059,0.0895522388059701,0.0847457627118644,0.0,18,0.0,78.0,4.333333333333333,0.0,92.29999999999998,5.127777777777776
41,Rk,G,Date,Age,Tm,,Opp,,GS,MP,0.0,0.0,FG%,,,3P%,FT,0.0,FT%,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,GmSc,+/-,,,,28,19,13,20,26,24,13,15,6,23,18,22,25,23,14,15.0,79.0,52.0,25.0,71.0,79.0,65.0,43.0,15.0,29.0,69.0,28.0,38.0,68.0,70.0,54.0,0.0,0.3544303797468354,0.3653846153846153,0.52,0.2816901408450704,0.3291139240506329,0.3692307692307692,0.3023255813953488,1.0,0.2068965517241379,0.3333333333333333,0.6428571428571429,0.5789473684210527,0.3676470588235294,0.3285714285714285,0.2592592592592592,11,6,5,34.0,67.0,59.0,29.0,0.3235294117647059,0.0895522388059701,0.0847457627118644,0.0,18,,0.0,0.0,0.0,0.0,0.0
42,41,,2023-01-08,21-112,MIN,@,HOU,W (+8),Did Not Play,Did Not Play,0.0,0.0,Did Not Play,,,Did Not Play,Did Not Play,0.0,Did Not Play,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Did Not Play,Did Not Play,,,,28,19,13,20,26,24,13,15,6,23,18,22,25,23,14,15.0,79.0,52.0,25.0,71.0,79.0,65.0,43.0,15.0,29.0,69.0,28.0,38.0,68.0,70.0,54.0,0.0,0.3544303797468354,0.3653846153846153,0.52,0.2816901408450704,0.3291139240506329,0.3692307692307692,0.3023255813953488,1.0,0.2068965517241379,0.3333333333333333,0.6428571428571429,0.5789473684210527,0.3676470588235294,0.3285714285714285,0.2592592592592592,11,6,5,34.0,67.0,59.0,29.0,0.3235294117647059,0.0895522388059701,0.0847457627118644,0.0,18,,68.0,3.7777777777777777,0.0,72.0,4.0
43,42,,2023-01-11,21-115,MIN,@,DET,L (-17),Inactive,Inactive,0.0,0.0,Inactive,,,Inactive,Inactive,0.0,Inactive,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Inactive,Inactive,,,,28,19,13,20,26,24,13,15,6,23,18,22,25,23,14,15.0,79.0,52.0,25.0,71.0,79.0,65.0,43.0,15.0,29.0,69.0,28.0,38.0,68.0,70.0,54.0,0.0,0.3544303797468354,0.3653846153846153,0.52,0.2816901408450704,0.3291139240506329,0.3692307692307692,0.3023255813953488,1.0,0.2068965517241379,0.3333333333333333,0.6428571428571429,0.5789473684210527,0.3676470588235294,0.3285714285714285,0.2592592592592592,11,6,5,34.0,67.0,59.0,29.0,0.3235294117647059,0.0895522388059701,0.0847457627118644,0.0,18,,52.0,2.888888888888889,0.0,68.0,3.7777777777777777
44,43,,2023-01-13,21-117,MIN,,PHO,W (+5),Did Not Play,Did Not Play,0.0,0.0,Did Not Play,,,Did Not Play,Did Not Play,0.0,Did Not Play,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Did Not Play,Did Not Play,,,,28,19,13,20,26,24,13,15,6,23,18,22,25,23,14,15.0,79.0,52.0,25.0,71.0,79.0,65.0,43.0,15.0,29.0,69.0,28.0,38.0,68.0,70.0,54.0,0.0,0.3544303797468354,0.3653846153846153,0.52,0.2816901408450704,0.3291139240506329,0.3692307692307692,0.3023255813953488,1.0,0.2068965517241379,0.3333333333333333,0.6428571428571429,0.5789473684210527,0.3676470588235294,0.3285714285714285,0.2592592592592592,11,6,5,34.0,67.0,59.0,29.0,0.3235294117647059,0.0895522388059701,0.0847457627118644,0.0,18,,87.0,4.833333333333333,0.0,98.79999999999998,5.488888888888888
45,44,,2023-01-14,21-118,MIN,,CLE,W (+8),Did Not Play,Did Not Play,0.0,0.0,Did Not Play,,,Did Not Play,Did Not Play,0.0,Did Not Play,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Did Not Play,Did Not Play,,,,28,19,13,20,26,24,13,15,6,23,18,22,25,23,14,15.0,79.0,52.0,25.0,71.0,79.0,65.0,43.0,15.0,29.0,69.0,28.0,38.0,68.0,70.0,54.0,0.0,0.3544303797468354,0.3653846153846153,0.52,0.2816901408450704,0.3291139240506329,0.3692307692307692,0.3023255813953488,1.0,0.2068965517241379,0.3333333333333333,0.6428571428571429,0.5789473684210527,0.3676470588235294,0.3285714285714285,0.2592592592592592,11,6,5,34.0,67.0,59.0,29.0,0.3235294117647059,0.0895522388059701,0.0847457627118644,0.0,18,,76.0,4.222222222222222,0.0,94.8,5.266666666666667
46,45,,2023-01-16,21-120,MIN,,UTA,L (-1),Did Not Play,Did Not Play,0.0,0.0,Did Not Play,,,Did Not Play,Did Not Play,0.0,Did Not Play,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Did Not Play,Did Not Play,,,,28,19,13,20,26,24,13,15,6,23,18,22,25,23,14,15.0,79.0,52.0,25.0,71.0,79.0,65.0,43.0,15.0,29.0,69.0,28.0,38.0,68.0,70.0,54.0,0.0,0.3544303797468354,0.3653846153846153,0.52,0.2816901408450704,0.3291139240506329,0.3692307692307692,0.3023255813953488,1.0,0.2068965517241379,0.3333333333333333,0.6428571428571429,0.5789473684210527,0.3676470588235294,0.3285714285714285,0.2592592592592592,11,6,5,34.0,67.0,59.0,29.0,0.3235294117647059,0.0895522388059701,0.0847457627118644,0.0,18,,74.0,4.111111111111111,0.0,85.60000000000001,4.755555555555556
47,46,18,2023-01-18,21-122,MIN,@,DEN,L (-4),0,9:11,0.0,1.0,.000,0.0,0.0,,0,0.0,,0.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.6,-6,1.0,0.0,0.0,28,19,13,20,26,24,13,15,6,23,18,22,25,23,14,15.0,79.0,52.0,25.0,71.0,79.0,65.0,43.0,15.0,29.0,69.0,28.0,38.0,68.0,70.0,54.0,0.0,0.3544303797468354,0.3653846153846153,0.52,0.2816901408450704,0.3291139240506329,0.3692307692307692,0.3023255813953488,1.0,0.2068965517241379,0.3333333333333333,0.6428571428571429,0.5789473684210527,0.3676470588235294,0.3285714285714285,0.2592592592592592,11,6,5,34.0,67.0,59.0,29.0,0.3235294117647059,0.0895522388059701,0.0847457627118644,0.0,18,2.0,83.0,4.611111111111111,0.6,98.79999999999998,5.488888888888888
48,47,19,2023-01-19,21-123,MIN,,TOR,W (+2),0,3:26,0.0,1.0,.000,0.0,1.0,.000,0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.7,-6,0.0,0.0,,28,19,13,20,26,24,13,15,6,23,18,22,25,23,14,15.0,79.0,52.0,25.0,71.0,79.0,65.0,43.0,15.0,29.0,69.0,28.0,38.0,68.0,70.0,54.0,0.0,0.3544303797468354,0.3653846153846153,0.52,0.2816901408450704,0.3291139240506329,0.3692307692307692,0.3023255813953488,1.0,0.2068965517241379,0.3333333333333333,0.6428571428571429,0.5789473684210527,0.3676470588235294,0.3285714285714285,0.2592592592592592,11,6,5,34.0,67.0,59.0,29.0,0.3235294117647059,0.0895522388059701,0.0847457627118644,0.0,18,-1.0,92.0,5.111111111111111,-0.7,100.5,5.583333333333333
49,48,,2023-01-21,21-125,MIN,,HOU,W (+9),Inactive,Inactive,0.0,0.0,Inactive,,,Inactive,Inactive,0.0,Inactive,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Inactive,Inactive,,,,28,19,13,20,26,24,13,15,6,23,18,22,25,23,14,15.0,79.0,52.0,25.0,71.0,79.0,65.0,43.0,15.0,29.0,69.0,28.0,38.0,68.0,70.0,54.0,0.0,0.3544303797468354,0.3653846153846153,0.52,0.2816901408450704,0.3291139240506329,0.3692307692307692,0.3023255813953488,1.0,0.2068965517241379,0.3333333333333333,0.6428571428571429,0.5789473684210527,0.3676470588235294,0.3285714285714285,0.2592592592592592,11,6,5,34.0,67.0,59.0,29.0,0.3235294117647059,0.0895522388059701,0.0847457627118644,0.0,18,,80.0,4.444444444444445,0.0,88.39999999999998,4.91111111111111
50,49,,2023-01-23,21-127,MIN,@,HOU,L (-5),Did Not Play,Did Not Play,0.0,0.0,Did Not Play,,,Did Not Play,Did Not Play,0.0,Did Not Play,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Did Not Play,Did Not Play,,,,28,19,13,20,26,24,13,15,6,23,18,22,25,23,14,15.0,79.0,52.0,25.0,71.0,79.0,65.0,43.0,15.0,29.0,69.0,28.0,38.0,68.0,70.0,54.0,0.0,0.3544303797468354,0.3653846153846153,0.52,0.2816901408450704,0.3291139240506329,0.3692307692307692,0.3023255813953488,1.0,0.2068965517241379,0.3333333333333333,0.6428571428571429,0.5789473684210527,0.3676470588235294,0.3285714285714285,0.2592592592592592,11,6,5,34.0,67.0,59.0,29.0,0.3235294117647059,0.0895522388059701,0.0847457627118644,0.0,18,,54.0,3.0,0.0,60.10000000000001,3.3388888888888895
51,50,,2023-01-25,21-129,MIN,@,NOP,W (+9),Did Not Play,Did Not Play,0.0,0.0,Did Not Play,,,Did Not Play,Did Not Play,0.0,Did Not Play,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Did Not Play,Did Not Play,,,,28,19,13,20,26,24,13,15,6,23,18,22,25,23,14,15.0,79.0,52.0,25.0,71.0,79.0,65.0,43.0,15.0,29.0,69.0,28.0,38.0,68.0,70.0,54.0,0.0,0.3544303797468354,0.3653846153846153,0.52,0.2816901408450704,0.3291139240506329,0.3692307692307692,0.3023255813953488,1.0,0.2068965517241379,0.3333333333333333,0.6428571428571429,0.5789473684210527,0.3676470588235294,0.3285714285714285,0.2592592592592592,11,6,5,34.0,67.0,59.0,29.0,0.3235294117647059,0.0895522388059701,0.0847457627118644,0.0,18,,65.0,3.611111111111111,0.0,80.89999999999999,4.494444444444444
52,51,,2023-01-27,21-131,MIN,,MEM,W (+11),Did Not Play,Did Not Play,0.0,0.0,Did Not Play,,,Did Not Play,Did Not Play,0.0,Did Not Play,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Did Not Play,Did Not Play,,,,28,19,13,20,26,24,13,15,6,23,18,22,25,23,14,15.0,79.0,52.0,25.0,71.0,79.0,65.0,43.0,15.0,29.0,69.0,28.0,38.0,68.0,70.0,54.0,0.0,0.3544303797468354,0.3653846153846153,0.52,0.2816901408450704,0.3291139240506329,0.3692307692307692,0.3023255813953488,1.0,0.2068965517241379,0.3333333333333333,0.6428571428571429,0.5789473684210527,0.3676470588235294,0.3285714285714285,0.2592592592592592,11,6,5,34.0,67.0,59.0,29.0,0.3235294117647059,0.0895522388059701,0.0847457627118644,0.0,18,,94.0,5.222222222222222,0.0,95.7,5.316666666666666
53,52,20,2023-01-28,21-132,MIN,,SAC,W (+7),0,0:34,0.0,0.0,,0.0,0.0,,0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2,0.0,0.0,,28,19,13,20,26,24,13,15,6,23,18,22,25,23,14,15.0,79.0,52.0,25.0,71.0,79.0,65.0,43.0,15.0,29.0,69.0,28.0,38.0,68.0,70.0,54.0,0.0,0.3544303797468354,0.3653846153846153,0.52,0.2816901408450704,0.3291139240506329,0.3692307692307692,0.3023255813953488,1.0,0.2068965517241379,0.3333333333333333,0.6428571428571429,0.5789473684210527,0.3676470588235294,0.3285714285714285,0.2592592592592592,11,6,5,34.0,67.0,59.0,29.0,0.3235294117647059,0.0895522388059701,0.0847457627118644,0.0,18,0.0,75.0,4.166666666666667,0.0,75.8,4.211111111111111
54,53,,2023-01-30,21-134,MIN,,SAC,L (-7),Did Not Play,Did Not Play,0.0,0.0,Did Not Play,,,Did Not Play,Did Not Play,0.0,Did Not Play,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Did Not Play,Did Not Play,,,,28,19,13,20,26,24,13,15,6,23,18,22,25,23,14,15.0,79.0,52.0,25.0,71.0,79.0,65.0,43.0,15.0,29.0,69.0,28.0,38.0,68.0,70.0,54.0,0.0,0.3544303797468354,0.3653846153846153,0.52,0.2816901408450704,0.3291139240506329,0.3692307692307692,0.3023255813953488,1.0,0.2068965517241379,0.3333333333333333,0.6428571428571429,0.5789473684210527,0.3676470588235294,0.3285714285714285,0.2592592592592592,11,6,5,34.0,67.0,59.0,29.0,0.3235294117647059,0.0895522388059701,0.0847457627118644,0.0,18,,81.0,4.5,0.0,96.59999999999998,5.366666666666665
55,54,,2023-02-01,21-136,MIN,,GSW,W (+5),Did Not Play,Did Not Play,0.0,0.0,Did Not Play,,,Did Not Play,Did Not Play,0.0,Did Not Play,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Did Not Play,Did Not Play,,,,28,19,13,20,26,24,13,15,6,23,18,22,25,23,14,15.0,79.0,52.0,25.0,71.0,79.0,65.0,43.0,15.0,29.0,69.0,28.0,38.0,68.0,70.0,54.0,0.0,0.3544303797468354,0.3653846153846153,0.52,0.2816901408450704,0.3291139240506329,0.3692307692307692,0.3023255813953488,1.0,0.2068965517241379,0.3333333333333333,0.6428571428571429,0.5789473684210527,0.3676470588235294,0.3285714285714285,0.2592592592592592,11,6,5,34.0,67.0,59.0,29.0,0.3235294117647059,0.0895522388059701,0.0847457627118644,0.0,18,,71.0,3.9444444444444446,0.0,79.79999999999998,4.433333333333333
56,55,,2023-02-03,21-138,MIN,,ORL,L (-7),Did Not Play,Did Not Play,0.0,0.0,Did Not Play,,,Did Not Play,Did Not Play,0.0,Did Not Play,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Did Not Play,Did Not Play,,,,28,19,13,20,26,24,13,15,6,23,18,22,25,23,14,15.0,79.0,52.0,25.0,71.0,79.0,65.0,43.0,15.0,29.0,69.0,28.0,38.0,68.0,70.0,54.0,0.0,0.3544303797468354,0.3653846153846153,0.52,0.2816901408450704,0.3291139240506329,0.3692307692307692,0.3023255813953488,1.0,0.2068965517241379,0.3333333333333333,0.6428571428571429,0.5789473684210527,0.3676470588235294,0.3285714285714285,0.2592592592592592,11,6,5,34.0,67.0,59.0,29.0,0.3235294117647059,0.0895522388059701,0.0847457627118644,0.0,18,,52.0,2.888888888888889,0.0,62.7,3.4833333333333334
