Rk,G,Date,Age,Tm,Opp,GS,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,GmSc,+/-,2PA,2P,2P%,Shared Games with Andre Iguodala,Shared Games with Andrew Wiggins,Shared Games with Anthony Lamb,Shared Games with Donte DiVincenzo,Shared Games with James Wiseman,Shared Games with JaMychal Green,Shared Games with Jonathan Kuminga,Shared Games with Jordan Poole,Shared Games with Kevon Looney,Shared Games with Klay Thompson,Shared Games with Moses Moody,Shared Games with Patrick Baldwin Jr.,Shared Games with Ryan Rollins,Shared Games with Stephen Curry,Shared Games with Ty Jerome,Andre Iguodala,Andrew Wiggins,Anthony Lamb,Donte DiVincenzo,James Wiseman,JaMychal Green,Jonathan Kuminga,Jordan Poole,Kevon Looney,Klay Thompson,Lester Quinones,Moses Moody,Patrick Baldwin Jr.,Ryan Rollins,Stephen Curry,Ty Jerome,co_inf with Andre Iguodala,co_inf with Andrew Wiggins,co_inf with Anthony Lamb,co_inf with Donte DiVincenzo,co_inf with James Wiseman,co_inf with JaMychal Green,co_inf with Jonathan Kuminga,co_inf with Jordan Poole,co_inf with Kevon Looney,co_inf with Klay Thompson,co_inf with Lester Quinones,co_inf with Moses Moody,co_inf with Patrick Baldwin Jr.,co_inf with Ryan Rollins,co_inf with Stephen Curry,co_inf with Ty Jerome,Shared Games with Gary Payton II,Gary Payton II,Jalen Johnson,co_inf with Gary Payton II,co_inf with Jalen Johnson,Total Shared Players,CO_EFF,EFF,avg_EFF,CO_HGS,HGS,avg_HGS,PER,WS,BPM,OBPM,DBPM,Co_Points_Share,TS%,3PAr,FTr,VORP,OWS,New Column,Result
28.0,25.0,2022-12-13,32-284,GSW,MIL,1,23.1,1.0,3.0,.333,0.0,0.0,,0,0.0,,0.0,6.0,6.0,7.0,0.0,0.0,3.0,2.0,2.0,3.2,-9,3.0,1.0,0.3333333333333333,8,36,54,64,17,48,58,73,73,64,54,25,9,54,37,8.0,37.0,62.0,72.0,45.0,57.0,67.0,82.0,82.0,69.0,4.0,63.0,31.0,12.0,56.0,45.0,1.0,0.972972972972973,0.8709677419354839,0.8888888888888888,0.3777777777777777,0.8421052631578947,0.8656716417910447,0.8902439024390244,0.8902439024390244,0.927536231884058,0.0,0.8571428571428571,0.8064516129032258,0.75,0.9642857142857144,0.8222222222222222,7,22.0,70.0,0.3181818181818182,0.0,16,9.0,50.0,3.125,3.1999999999999984,63.89999999999998,3.993749999999999,12.2,4.7,0.8,-1.8,2.6,0.063262585871014,0.592,0.276,0.228,1.6,1.6,W (+16),W (+16)
29.0,26.0,2022-12-14,32-285,GSW,IND,1,27.05,0.0,3.0,.000,0.0,1.0,.000,1,2.0,.500,1.0,1.0,2.0,3.0,0.0,0.0,6.0,1.0,1.0,-4.8,+5,2.0,0.0,0.0,8,36,54,64,17,48,58,73,73,64,54,25,9,54,37,8.0,37.0,62.0,72.0,45.0,57.0,67.0,82.0,82.0,69.0,4.0,63.0,31.0,12.0,56.0,45.0,1.0,0.972972972972973,0.8709677419354839,0.8888888888888888,0.3777777777777777,0.8421052631578947,0.8656716417910447,0.8902439024390244,0.8902439024390244,0.927536231884058,0.0,0.8571428571428571,0.8064516129032258,0.75,0.9642857142857144,0.8222222222222222,7,22.0,70.0,0.3181818181818182,0.0,16,-5.0,72.0,4.5,-5.2,82.7,5.16875,12.2,4.7,0.8,-1.8,2.6,0.063262585871014,0.592,0.276,0.228,1.6,1.6,L (-17),L (-17)
30.0,,2022-12-16,32-287,GSW,PHI,,0.0,0.0,0.0,,,,,,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,8,36,54,64,17,48,58,73,73,64,54,25,9,54,37,8.0,37.0,62.0,72.0,45.0,57.0,67.0,82.0,82.0,69.0,4.0,63.0,31.0,12.0,56.0,45.0,1.0,0.972972972972973,0.8709677419354839,0.8888888888888888,0.3777777777777777,0.8421052631578947,0.8656716417910447,0.8902439024390244,0.8902439024390244,0.927536231884058,0.0,0.8571428571428571,0.8064516129032258,0.75,0.9642857142857144,0.8222222222222222,7,22.0,70.0,0.3181818181818182,0.0,16,,78.0,4.875,0.0,76.60000000000001,4.7875000000000005,12.2,4.7,0.8,-1.8,2.6,0.063262585871014,0.592,0.276,0.228,1.6,1.6,L (-6),L (-6)
31.0,27.0,2022-12-18,32-289,GSW,TOR,1,36.56666666666667,7.0,15.0,.467,3.0,6.0,.500,0,0.0,,3.0,6.0,9.0,5.0,0.0,0.0,2.0,3.0,17.0,13.5,+8,9.0,4.0,0.4444444444444444,8,36,54,64,17,48,58,73,73,64,54,25,9,54,37,8.0,37.0,62.0,72.0,45.0,57.0,67.0,82.0,82.0,69.0,4.0,63.0,31.0,12.0,56.0,45.0,1.0,0.972972972972973,0.8709677419354839,0.8888888888888888,0.3777777777777777,0.8421052631578947,0.8656716417910447,0.8902439024390244,0.8902439024390244,0.927536231884058,0.0,0.8571428571428571,0.8064516129032258,0.75,0.9642857142857144,0.8222222222222222,7,22.0,70.0,0.3181818181818182,0.0,16,14.0,71.0,4.4375,13.5,82.7,5.16875,12.2,4.7,0.8,-1.8,2.6,0.063262585871014,0.592,0.276,0.228,1.6,1.6,L (-12),L (-12)
32.0,28.0,2022-12-20,32-291,GSW,NYK,1,26.05,3.0,5.0,.600,1.0,3.0,.333,0,0.0,,1.0,4.0,5.0,6.0,0.0,0.0,1.0,3.0,7.0,8.6,-14,2.0,2.0,1.0,8,36,54,64,17,48,58,73,73,64,54,25,9,54,37,8.0,37.0,62.0,72.0,45.0,57.0,67.0,82.0,82.0,69.0,4.0,63.0,31.0,12.0,56.0,45.0,1.0,0.972972972972973,0.8709677419354839,0.8888888888888888,0.3777777777777777,0.8421052631578947,0.8656716417910447,0.8902439024390244,0.8902439024390244,0.927536231884058,0.0,0.8571428571428571,0.8064516129032258,0.75,0.9642857142857144,0.8222222222222222,7,22.0,70.0,0.3181818181818182,0.0,16,12.0,30.0,1.875,8.599999999999998,45.3,2.83125,12.2,4.7,0.8,-1.8,2.6,0.063262585871014,0.592,0.276,0.228,1.6,1.6,W (+16),W (+16)
33.0,29.0,2022-12-21,32-292,GSW,BRK,1,23.266666666666666,1.0,2.0,.500,0.0,1.0,.000,0,0.0,,0.0,4.0,4.0,6.0,0.0,0.0,2.0,2.0,2.0,3.6,-27,1.0,1.0,1.0,8,36,54,64,17,48,58,73,73,64,54,25,9,54,37,8.0,37.0,62.0,72.0,45.0,57.0,67.0,82.0,82.0,69.0,4.0,63.0,31.0,12.0,56.0,45.0,1.0,0.972972972972973,0.8709677419354839,0.8888888888888888,0.3777777777777777,0.8421052631578947,0.8656716417910447,0.8902439024390244,0.8902439024390244,0.927536231884058,0.0,0.8571428571428571,0.8064516129032258,0.75,0.9642857142857144,0.8222222222222222,7,22.0,70.0,0.3181818181818182,0.0,16,8.0,36.0,2.25,3.5999999999999988,49.89999999999999,3.1187499999999995,12.2,4.7,0.8,-1.8,2.6,0.063262585871014,0.592,0.276,0.228,1.6,1.6,L (-38),L (-38)
34.0,30.0,2022-12-25,32-296,GSW,MEM,1,35.21666666666667,1.0,3.0,.333,1.0,1.0,1.000,0,0.0,,0.0,13.0,13.0,13.0,1.0,2.0,2.0,2.0,3.0,13.9,+13,2.0,0.0,0.0,8,36,54,64,17,48,58,73,73,64,54,25,9,54,37,8.0,37.0,62.0,72.0,45.0,57.0,67.0,82.0,82.0,69.0,4.0,63.0,31.0,12.0,56.0,45.0,1.0,0.972972972972973,0.8709677419354839,0.8888888888888888,0.3777777777777777,0.8421052631578947,0.8656716417910447,0.8902439024390244,0.8902439024390244,0.927536231884058,0.0,0.8571428571428571,0.8064516129032258,0.75,0.9642857142857144,0.8222222222222222,7,22.0,70.0,0.3181818181818182,0.0,16,27.0,68.0,4.25,13.899999999999997,83.99999999999999,5.249999999999999,12.2,4.7,0.8,-1.8,2.6,0.063262585871014,0.592,0.276,0.228,1.6,1.6,L (-30),L (-30)
35.0,31.0,2022-12-27,32-298,GSW,CHO,1,34.7,3.0,7.0,.429,0.0,2.0,.000,3,3.0,1.000,0.0,10.0,10.0,5.0,0.0,1.0,3.0,4.0,9.0,7.9,+5,5.0,3.0,0.6,8,36,54,64,17,48,58,73,73,64,54,25,9,54,37,8.0,37.0,62.0,72.0,45.0,57.0,67.0,82.0,82.0,69.0,4.0,63.0,31.0,12.0,56.0,45.0,1.0,0.972972972972973,0.8709677419354839,0.8888888888888888,0.3777777777777777,0.8421052631578947,0.8656716417910447,0.8902439024390244,0.8902439024390244,0.927536231884058,0.0,0.8571428571428571,0.8064516129032258,0.75,0.9642857142857144,0.8222222222222222,7,22.0,70.0,0.3181818181818182,0.0,16,12.0,54.0,3.375,6.700000000000001,59.80000000000001,3.7375000000000007,12.2,4.7,0.8,-1.8,2.6,0.063262585871014,0.592,0.276,0.228,1.6,1.6,W (+14),W (+14)
36.0,32.0,2022-12-28,32-299,GSW,UTA,1,29.83333333333333,2.0,7.0,.286,2.0,6.0,.333,0,0.0,,2.0,7.0,9.0,5.0,0.0,3.0,1.0,2.0,6.0,9.2,+6,1.0,0.0,0.0,8,36,54,64,17,48,58,73,73,64,54,25,9,54,37,8.0,37.0,62.0,72.0,45.0,57.0,67.0,82.0,82.0,69.0,4.0,63.0,31.0,12.0,56.0,45.0,1.0,0.972972972972973,0.8709677419354839,0.8888888888888888,0.3777777777777777,0.8421052631578947,0.8656716417910447,0.8902439024390244,0.8902439024390244,0.927536231884058,0.0,0.8571428571428571,0.8064516129032258,0.75,0.9642857142857144,0.8222222222222222,7,22.0,70.0,0.3181818181818182,0.0,16,15.0,68.0,4.25,9.2,70.7,4.41875,12.2,4.7,0.8,-1.8,2.6,0.063262585871014,0.592,0.276,0.228,1.6,1.6,W (+5),W (+5)
37.0,33.0,2022-12-30,32-301,GSW,POR,1,32.63333333333333,4.0,11.0,.364,2.0,4.0,.500,0,0.0,,3.0,8.0,11.0,4.0,1.0,0.0,1.0,3.0,10.0,10.0,+8,7.0,2.0,0.2857142857142857,8,36,54,64,17,48,58,73,73,64,54,25,9,54,37,8.0,37.0,62.0,72.0,45.0,57.0,67.0,82.0,82.0,69.0,4.0,63.0,31.0,12.0,56.0,45.0,1.0,0.972972972972973,0.8709677419354839,0.8888888888888888,0.3777777777777777,0.8421052631578947,0.8656716417910447,0.8902439024390244,0.8902439024390244,0.927536231884058,0.0,0.8571428571428571,0.8064516129032258,0.75,0.9642857142857144,0.8222222222222222,7,22.0,70.0,0.3181818181818182,0.0,16,14.0,66.0,4.125,10.0,83.20000000000002,5.200000000000001,12.2,4.7,0.8,-1.8,2.6,0.063262585871014,0.592,0.276,0.228,1.6,1.6,W (+5),W (+5)
38.0,34.0,2023-01-02,32-304,GSW,ATL,1,44.583333333333336,2.0,5.0,.400,1.0,1.0,1.000,0,0.0,,1.0,12.0,13.0,11.0,2.0,3.0,2.0,4.0,5.0,14.8,+9,4.0,1.0,0.25,8,36,54,64,17,48,58,73,73,64,54,25,9,54,37,8.0,37.0,62.0,72.0,45.0,57.0,67.0,82.0,82.0,69.0,4.0,63.0,31.0,12.0,56.0,45.0,1.0,0.972972972972973,0.8709677419354839,0.8888888888888888,0.3777777777777777,0.8421052631578947,0.8656716417910447,0.8902439024390244,0.8902439024390244,0.927536231884058,0.0,0.8571428571428571,0.8064516129032258,0.75,0.9642857142857144,0.8222222222222222,7,22.0,70.0,0.3181818181818182,0.0,16,27.0,73.0,4.5625,14.799999999999995,94.2,5.8875,12.2,4.7,0.8,-1.8,2.6,0.063262585871014,0.592,0.276,0.228,1.6,1.6,W (+6),W (+6)
39.0,35.0,2023-01-04,32-306,GSW,DET,1,30.08333333333333,2.0,4.0,.500,0.0,2.0,.000,0,0.0,,2.0,6.0,8.0,7.0,0.0,1.0,2.0,0.0,4.0,8.8,0,2.0,2.0,1.0,8,36,54,64,17,48,58,73,73,64,54,25,9,54,37,8.0,37.0,62.0,72.0,45.0,57.0,67.0,82.0,82.0,69.0,4.0,63.0,31.0,12.0,56.0,45.0,1.0,0.972972972972973,0.8709677419354839,0.8888888888888888,0.3777777777777777,0.8421052631578947,0.8656716417910447,0.8902439024390244,0.8902439024390244,0.927536231884058,0.0,0.8571428571428571,0.8064516129032258,0.75,0.9642857142857144,0.8222222222222222,7,22.0,70.0,0.3181818181818182,0.0,16,14.0,72.0,4.5,8.799999999999997,82.4,5.15,12.2,4.7,0.8,-1.8,2.6,0.063262585871014,0.592,0.276,0.228,1.6,1.6,W (+2),W (+2)
40.0,36.0,2023-01-07,32-309,GSW,ORL,1,32.516666666666666,2.0,6.0,.333,1.0,5.0,.200,0,2.0,.000,0.0,5.0,5.0,6.0,0.0,0.0,3.0,4.0,5.0,1.9,-3,1.0,1.0,1.0,8,36,54,64,17,48,58,73,73,64,54,25,9,54,37,8.0,37.0,62.0,72.0,45.0,57.0,67.0,82.0,82.0,69.0,4.0,63.0,31.0,12.0,56.0,45.0,1.0,0.972972972972973,0.8709677419354839,0.8888888888888888,0.3777777777777777,0.8421052631578947,0.8656716417910447,0.8902439024390244,0.8902439024390244,0.927536231884058,0.0,0.8571428571428571,0.8064516129032258,0.75,0.9642857142857144,0.8222222222222222,7,22.0,70.0,0.3181818181818182,0.0,16,5.0,68.0,4.25,1.9000000000000004,65.7,4.10625,12.2,4.7,0.8,-1.8,2.6,0.063262585871014,0.592,0.276,0.228,1.6,1.6,L (-3),L (-3)
41.0,37.0,2023-01-10,32-312,GSW,PHO,1,34.35,1.0,5.0,.200,1.0,3.0,.333,2,2.0,1.000,1.0,11.0,12.0,6.0,3.0,0.0,3.0,4.0,5.0,8.5,-2,2.0,0.0,0.0,8,36,54,64,17,48,58,73,73,64,54,25,9,54,37,8.0,37.0,62.0,72.0,45.0,57.0,67.0,82.0,82.0,69.0,4.0,63.0,31.0,12.0,56.0,45.0,1.0,0.972972972972973,0.8709677419354839,0.8888888888888888,0.3777777777777777,0.8421052631578947,0.8656716417910447,0.8902439024390244,0.8902439024390244,0.927536231884058,0.0,0.8571428571428571,0.8064516129032258,0.75,0.9642857142857144,0.8222222222222222,7,22.0,70.0,0.3181818181818182,0.0,16,16.0,53.0,3.3125,7.700000000000001,68.6,4.2875,12.2,4.7,0.8,-1.8,2.6,0.063262585871014,0.592,0.276,0.228,1.6,1.6,L (-14),L (-14)
42.0,38.0,2023-01-13,32-315,GSW,SAS,1,28.966666666666665,3.0,5.0,.600,0.0,1.0,.000,0,0.0,,0.0,12.0,12.0,4.0,3.0,1.0,2.0,3.0,6.0,10.6,+20,4.0,3.0,0.75,8,36,54,64,17,48,58,73,73,64,54,25,9,54,37,8.0,37.0,62.0,72.0,45.0,57.0,67.0,82.0,82.0,69.0,4.0,63.0,31.0,12.0,56.0,45.0,1.0,0.972972972972973,0.8709677419354839,0.8888888888888888,0.3777777777777777,0.8421052631578947,0.8656716417910447,0.8902439024390244,0.8902439024390244,0.927536231884058,0.0,0.8571428571428571,0.8064516129032258,0.75,0.9642857142857144,0.8222222222222222,7,22.0,70.0,0.3181818181818182,0.0,16,19.0,116.0,7.25,10.6,124.0,7.75,12.2,4.7,0.8,-1.8,2.6,0.063262585871014,0.592,0.276,0.228,1.6,1.6,,
43.0,39.0,2023-01-15,32-317,GSW,CHI,1,30.183333333333334,2.0,6.0,.333,0.0,1.0,.000,4,5.0,.800,1.0,3.0,4.0,7.0,2.0,1.0,6.0,4.0,8.0,5.8,-28,5.0,2.0,0.4,8,36,54,64,17,48,58,73,73,64,54,25,9,54,37,8.0,37.0,62.0,72.0,45.0,57.0,67.0,82.0,82.0,69.0,4.0,63.0,31.0,12.0,56.0,45.0,1.0,0.972972972972973,0.8709677419354839,0.8888888888888888,0.3777777777777777,0.8421052631578947,0.8656716417910447,0.8902439024390244,0.8902439024390244,0.927536231884058,0.0,0.8571428571428571,0.8064516129032258,0.75,0.9642857142857144,0.8222222222222222,7,22.0,70.0,0.3181818181818182,0.0,16,5.0,82.0,5.125,4.200000000000001,84.19999999999999,5.262499999999999,12.2,4.7,0.8,-1.8,2.6,0.063262585871014,0.592,0.276,0.228,1.6,1.6,L (-12),L (-12)
44.0,40.0,2023-01-16,32-318,GSW,WAS,1,35.2,5.0,7.0,.714,2.0,3.0,.667,5,6.0,.833,2.0,4.0,6.0,10.0,3.0,0.0,2.0,3.0,17.0,23.1,-4,4.0,3.0,0.75,8,36,54,64,17,48,58,73,73,64,54,25,9,54,37,8.0,37.0,62.0,72.0,45.0,57.0,67.0,82.0,82.0,69.0,4.0,63.0,31.0,12.0,56.0,45.0,1.0,0.972972972972973,0.8709677419354839,0.8888888888888888,0.3777777777777777,0.8421052631578947,0.8656716417910447,0.8902439024390244,0.8902439024390244,0.927536231884058,0.0,0.8571428571428571,0.8064516129032258,0.75,0.9642857142857144,0.8222222222222222,7,22.0,70.0,0.3181818181818182,0.0,16,21.0,66.0,4.125,21.1,75.49999999999999,4.718749999999999,12.2,4.7,0.8,-1.8,2.6,0.063262585871014,0.592,0.276,0.228,1.6,1.6,W (+31),W (+31)
45.0,41.0,2023-01-19,32-321,GSW,BOS,1,37.15,3.0,5.0,.600,1.0,2.0,.500,4,4.0,1.000,2.0,11.0,13.0,9.0,1.0,0.0,2.0,4.0,11.0,17.1,-4,3.0,2.0,0.6666666666666666,8,36,54,64,17,48,58,73,73,64,54,25,9,54,37,8.0,37.0,62.0,72.0,45.0,57.0,67.0,82.0,82.0,69.0,4.0,63.0,31.0,12.0,56.0,45.0,1.0,0.972972972972973,0.8709677419354839,0.8888888888888888,0.3777777777777777,0.8421052631578947,0.8656716417910447,0.8902439024390244,0.8902439024390244,0.927536231884058,0.0,0.8571428571428571,0.8064516129032258,0.75,0.9642857142857144,0.8222222222222222,7,22.0,70.0,0.3181818181818182,0.0,16,23.0,53.0,3.3125,15.499999999999996,64.7,4.04375,12.2,4.7,0.8,-1.8,2.6,0.063262585871014,0.592,0.276,0.228,1.6,1.6,L (-14),L (-14)
46.0,,2023-01-20,32-322,GSW,CLE,,0.0,0.0,0.0,,,,,,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,8,36,54,64,17,48,58,73,73,64,54,25,9,54,37,8.0,37.0,62.0,72.0,45.0,57.0,67.0,82.0,82.0,69.0,4.0,63.0,31.0,12.0,56.0,45.0,1.0,0.972972972972973,0.8709677419354839,0.8888888888888888,0.3777777777777777,0.8421052631578947,0.8656716417910447,0.8902439024390244,0.8902439024390244,0.927536231884058,0.0,0.8571428571428571,0.8064516129032258,0.75,0.9642857142857144,0.8222222222222222,7,22.0,70.0,0.3181818181818182,0.0,16,,85.0,5.3125,0.0,94.4,5.9,12.2,4.7,0.8,-1.8,2.6,0.063262585871014,0.592,0.276,0.228,1.6,1.6,W (+9),W (+9)
47.0,42.0,2023-01-22,32-324,GSW,BRK,1,32.766666666666666,4.0,7.0,.571,1.0,2.0,.500,0,0.0,,1.0,10.0,11.0,7.0,1.0,0.0,1.0,4.0,9.0,12.7,-18,5.0,3.0,0.6,8,36,54,64,17,48,58,73,73,64,54,25,9,54,37,8.0,37.0,62.0,72.0,45.0,57.0,67.0,82.0,82.0,69.0,4.0,63.0,31.0,12.0,56.0,45.0,1.0,0.972972972972973,0.8709677419354839,0.8888888888888888,0.3777777777777777,0.8421052631578947,0.8656716417910447,0.8902439024390244,0.8902439024390244,0.927536231884058,0.0,0.8571428571428571,0.8064516129032258,0.75,0.9642857142857144,0.8222222222222222,7,22.0,70.0,0.3181818181818182,0.0,16,20.0,64.0,4.0,12.7,81.7,5.10625,12.2,4.7,0.8,-1.8,2.6,0.063262585871014,0.592,0.276,0.228,1.6,1.6,L (-3),L (-3)
48.0,43.0,2023-01-25,32-327,GSW,MEM,1,32.13333333333333,3.0,3.0,1.000,0.0,0.0,,2,4.0,.500,0.0,13.0,13.0,7.0,1.0,3.0,5.0,5.0,8.0,11.2,+2,3.0,3.0,1.0,8,36,54,64,17,48,58,73,73,64,54,25,9,54,37,8.0,37.0,62.0,72.0,45.0,57.0,67.0,82.0,82.0,69.0,4.0,63.0,31.0,12.0,56.0,45.0,1.0,0.972972972972973,0.8709677419354839,0.8888888888888888,0.3777777777777777,0.8421052631578947,0.8656716417910447,0.8902439024390244,0.8902439024390244,0.927536231884058,0.0,0.8571428571428571,0.8064516129032258,0.75,0.9642857142857144,0.8222222222222222,7,22.0,70.0,0.3181818181818182,0.0,16,20.0,65.0,4.0625,10.4,84.7,5.29375,12.2,4.7,0.8,-1.8,2.6,0.063262585871014,0.592,0.276,0.228,1.6,1.6,W (+6),W (+6)
49.0,44.0,2023-01-27,32-329,GSW,TOR,1,32.733333333333334,2.0,4.0,.500,0.0,1.0,.000,1,2.0,.500,0.0,7.0,7.0,7.0,0.0,0.0,2.0,1.0,5.0,7.2,+4,3.0,2.0,0.6666666666666666,8,36,54,64,17,48,58,73,73,64,54,25,9,54,37,8.0,37.0,62.0,72.0,45.0,57.0,67.0,82.0,82.0,69.0,4.0,63.0,31.0,12.0,56.0,45.0,1.0,0.972972972972973,0.8709677419354839,0.8888888888888888,0.3777777777777777,0.8421052631578947,0.8656716417910447,0.8902439024390244,0.8902439024390244,0.927536231884058,0.0,0.8571428571428571,0.8064516129032258,0.75,0.9642857142857144,0.8222222222222222,7,22.0,70.0,0.3181818181818182,0.0,16,11.0,105.0,6.5625,6.799999999999999,107.0,6.6875,12.2,4.7,0.8,-1.8,2.6,0.063262585871014,0.592,0.276,0.228,1.6,1.6,L (-4),L (-4)
50.0,45.0,2023-01-30,32-332,GSW,OKC,1,31.383333333333333,3.0,4.0,.750,0.0,1.0,.000,1,2.0,.500,1.0,8.0,9.0,12.0,2.0,0.0,3.0,3.0,7.0,14.3,+2,3.0,3.0,1.0,8,36,54,64,17,48,58,73,73,64,54,25,9,54,37,8.0,37.0,62.0,72.0,45.0,57.0,67.0,82.0,82.0,69.0,4.0,63.0,31.0,12.0,56.0,45.0,1.0,0.972972972972973,0.8709677419354839,0.8888888888888888,0.3777777777777777,0.8421052631578947,0.8656716417910447,0.8902439024390244,0.8902439024390244,0.927536231884058,0.0,0.8571428571428571,0.8064516129032258,0.75,0.9642857142857144,0.8222222222222222,7,22.0,70.0,0.3181818181818182,0.0,16,21.0,81.0,5.0625,13.899999999999997,96.1,6.00625,12.2,4.7,0.8,-1.8,2.6,0.063262585871014,0.592,0.276,0.228,1.6,1.6,W (+2),W (+2)
51.0,46.0,2023-02-01,32-334,GSW,MIN,1,39.46666666666667,5.0,10.0,.500,0.0,0.0,,0,3.0,.000,0.0,12.0,12.0,4.0,1.0,0.0,5.0,3.0,10.0,5.0,-6,10.0,5.0,0.5,8,36,54,64,17,48,58,73,73,64,54,25,9,54,37,8.0,37.0,62.0,72.0,45.0,57.0,67.0,82.0,82.0,69.0,4.0,63.0,31.0,12.0,56.0,45.0,1.0,0.972972972972973,0.8709677419354839,0.8888888888888888,0.3777777777777777,0.8421052631578947,0.8656716417910447,0.8902439024390244,0.8902439024390244,0.927536231884058,0.0,0.8571428571428571,0.8064516129032258,0.75,0.9642857142857144,0.8222222222222222,7,22.0,70.0,0.3181818181818182,0.0,16,9.0,58.0,3.625,5.000000000000004,70.39999999999999,4.4,12.2,4.7,0.8,-1.8,2.6,0.063262585871014,0.592,0.276,0.228,1.6,1.6,W (+12),W (+12)
52.0,,2023-02-02,32-335,GSW,DEN,Did Not Play,0.0,0.0,0.0,Did Not Play,,,Did Not Play,Did Not Play,0.0,Did Not Play,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Did Not Play,Did Not Play,,,,8,36,54,64,17,48,58,73,73,64,54,25,9,54,37,8.0,37.0,62.0,72.0,45.0,57.0,67.0,82.0,82.0,69.0,4.0,63.0,31.0,12.0,56.0,45.0,1.0,0.972972972972973,0.8709677419354839,0.8888888888888888,0.3777777777777777,0.8421052631578947,0.8656716417910447,0.8902439024390244,0.8902439024390244,0.927536231884058,0.0,0.8571428571428571,0.8064516129032258,0.75,0.9642857142857144,0.8222222222222222,7,22.0,70.0,0.3181818181818182,0.0,16,,79.0,4.9375,0.0,74.79999999999998,4.674999999999999,12.2,4.7,0.8,-1.8,2.6,0.063262585871014,0.592,0.276,0.228,1.6,1.6,W (+8),W (+8)
53.0,47.0,2023-02-04,32-337,GSW,DAL,1,32.333333333333336,6.0,13.0,.462,3.0,7.0,.429,2,2.0,1.000,0.0,9.0,9.0,9.0,0.0,2.0,2.0,3.0,17.0,17.5,+2,6.0,3.0,0.5,8,36,54,64,17,48,58,73,73,64,54,25,9,54,37,8.0,37.0,62.0,72.0,45.0,57.0,67.0,82.0,82.0,69.0,4.0,63.0,31.0,12.0,56.0,45.0,1.0,0.972972972972973,0.8709677419354839,0.8888888888888888,0.3777777777777777,0.8421052631578947,0.8656716417910447,0.8902439024390244,0.8902439024390244,0.927536231884058,0.0,0.8571428571428571,0.8064516129032258,0.75,0.9642857142857144,0.8222222222222222,7,22.0,70.0,0.3181818181818182,0.0,16,20.0,72.0,4.5,16.699999999999996,79.2,4.95,12.2,4.7,0.8,-1.8,2.6,0.063262585871014,0.592,0.276,0.228,1.6,1.6,L (-5),L (-5)
54.0,48.0,2023-02-06,32-339,GSW,OKC,1,27.916666666666668,3.0,4.0,.750,0.0,1.0,.000,1,2.0,.500,1.0,9.0,10.0,4.0,3.0,2.0,2.0,2.0,7.0,12.8,+8,3.0,3.0,1.0,8,36,54,64,17,48,58,73,73,64,54,25,9,54,37,8.0,37.0,62.0,72.0,45.0,57.0,67.0,82.0,82.0,69.0,4.0,63.0,31.0,12.0,56.0,45.0,1.0,0.972972972972973,0.8709677419354839,0.8888888888888888,0.3777777777777777,0.8421052631578947,0.8656716417910447,0.8902439024390244,0.8902439024390244,0.927536231884058,0.0,0.8571428571428571,0.8064516129032258,0.75,0.9642857142857144,0.8222222222222222,7,22.0,70.0,0.3181818181818182,0.0,16,18.0,106.0,6.625,12.399999999999997,110.5,6.90625,12.2,4.7,0.8,-1.8,2.6,0.063262585871014,0.592,0.276,0.228,1.6,1.6,L (-17),L (-17)
55.0,49.0,2023-02-08,32-341,GSW,POR,1,34.5,2.0,7.0,.286,0.0,1.0,.000,0,0.0,,4.0,2.0,6.0,7.0,0.0,1.0,4.0,3.0,4.0,3.7,+4,6.0,2.0,0.3333333333333333,8,36,54,64,17,48,58,73,73,64,54,25,9,54,37,8.0,37.0,62.0,72.0,45.0,57.0,67.0,82.0,82.0,69.0,4.0,63.0,31.0,12.0,56.0,45.0,1.0,0.972972972972973,0.8709677419354839,0.8888888888888888,0.3777777777777777,0.8421052631578947,0.8656716417910447,0.8902439024390244,0.8902439024390244,0.927536231884058,0.0,0.8571428571428571,0.8064516129032258,0.75,0.9642857142857144,0.8222222222222222,7,22.0,70.0,0.3181818181818182,0.0,16,7.0,83.0,5.1875,3.6999999999999984,97.6,6.1,12.2,4.7,0.8,-1.8,2.6,0.063262585871014,0.592,0.276,0.228,1.6,1.6,W (+6),W (+6)
