Rk,G,Date,Age,Tm,Opp,GS,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,GmSc,+/-,2PA,2P,2P%,Shared Games with Cedi Osman,Shared Games with Darius Garland,Shared Games with Dean Wade,Shared Games with Donovan Mitchell,Shared Games with Dylan Windler,Shared Games with Evan Mobley,Shared Games with Isaac Okoro,Shared Games with Isaiah Mobley,Shared Games with Jarrett Allen,Shared Games with Kevin Love,Shared Games with Lamar Stevens,Shared Games with Mamadi Diakite,Shared Games with Raul Neto,Shared Games with Ricky Rubio,Shared Games with Robin Lopez,Cedi Osman,Darius Garland,Dean Wade,Donovan Mitchell,Dylan Windler,Evan Mobley,Isaac Okoro,Isaiah Mobley,Jarrett Allen,Kevin Love,Lamar Stevens,Mamadi Diakite,Raul Neto,Ricky Rubio,Robin Lopez,Sam Merrill,co_inf with Cedi Osman,co_inf with Darius Garland,co_inf with Dean Wade,co_inf with Donovan Mitchell,co_inf with Dylan Windler,co_inf with Evan Mobley,co_inf with Isaac Okoro,co_inf with Isaiah Mobley,co_inf with Jarrett Allen,co_inf with Kevin Love,co_inf with Lamar Stevens,co_inf with Mamadi Diakite,co_inf with Raul Neto,co_inf with Ricky Rubio,co_inf with Robin Lopez,co_inf with Sam Merrill,Shared Games with Danny Green,Danny Green,Dejounte Murray,co_inf with Danny Green,co_inf with Dejounte Murray,Total Shared Players,CO_EFF,EFF,avg_EFF,CO_HGS,HGS,avg_HGS,PER,WS,BPM,OBPM,DBPM,Co_Points_Share,TS%,3PAr,FTr,VORP,OWS,New Column,Result
27.0,23.0,2022-12-10,28-107,CLE,OKC,1.0,38.0,9.0,22.0,0.409,4.0,9.0,0.444,0.0,0.0,,1.0,3.0,4.0,4.0,0.0,0.0,0.0,1.0,22.0,14.2,6.0,13.0,5.0,0.3846153846153846,69,63,37,62,3,72,70,8,62,40,56,17,41,29,30,77.0,69.0,44.0,68.0,3.0,79.0,76.0,12.0,68.0,62.0,62.0,22.0,48.0,33.0,37.0,5.0,0.8961038961038961,0.9130434782608696,0.8409090909090909,0.9117647058823528,1.0,0.9113924050632912,0.9210526315789472,0.6666666666666666,0.9117647058823528,0.6451612903225806,0.9032258064516128,0.7727272727272727,0.8541666666666666,0.8787878787878788,0.8108108108108109,0.0,8,11.0,74.0,0.7272727272727273,0.0,16,8.0,63.0,3.9375,14.2,70.79999999999998,4.424999999999999,12.4,4.4,-0.2,-1.0,0.8,0.0974470396523628,0.546,0.437,0.243,1.0,1.4,L (-11),L (-11)
28.0,24.0,2022-12-12,28-109,CLE,SAS,0.0,29.25,9.0,13.0,0.692,1.0,4.0,0.25,4.0,4.0,1.0,1.0,1.0,2.0,3.0,2.0,0.0,2.0,1.0,23.0,20.2,14.0,9.0,8.0,0.8888888888888888,69,63,37,62,3,72,70,8,62,40,56,17,41,29,30,77.0,69.0,44.0,68.0,3.0,79.0,76.0,12.0,68.0,62.0,62.0,22.0,48.0,33.0,37.0,5.0,0.8961038961038961,0.9130434782608696,0.8409090909090909,0.9117647058823528,1.0,0.9113924050632912,0.9210526315789472,0.6666666666666666,0.9117647058823528,0.6451612903225806,0.9032258064516128,0.7727272727272727,0.8541666666666666,0.8787878787878788,0.8108108108108109,0.0,8,11.0,74.0,0.7272727272727273,0.0,16,11.0,53.0,3.3125,18.6,61.49999999999999,3.84375,12.4,4.4,-0.2,-1.0,0.8,0.0974470396523628,0.546,0.437,0.243,1.0,1.4,W (+8),W (+8)
29.0,25.0,2022-12-14,28-111,CLE,DAL,0.0,28.683333333333334,4.0,10.0,0.4,0.0,3.0,0.0,3.0,6.0,0.5,0.0,3.0,3.0,3.0,0.0,0.0,1.0,1.0,11.0,6.0,4.0,7.0,4.0,0.5714285714285714,69,63,37,62,3,72,70,8,62,40,56,17,41,29,30,77.0,69.0,44.0,68.0,3.0,79.0,76.0,12.0,68.0,62.0,62.0,22.0,48.0,33.0,37.0,5.0,0.8961038961038961,0.9130434782608696,0.8409090909090909,0.9117647058823528,1.0,0.9113924050632912,0.9210526315789472,0.6666666666666666,0.9117647058823528,0.6451612903225806,0.9032258064516128,0.7727272727272727,0.8541666666666666,0.8787878787878788,0.8108108108108109,0.0,8,11.0,74.0,0.7272727272727273,0.0,16,0.0,71.0,4.4375,4.799999999999999,79.0,4.9375,12.4,4.4,-0.2,-1.0,0.8,0.0974470396523628,0.546,0.437,0.243,1.0,1.4,L (-1),L (-1)
30.0,26.0,2022-12-16,28-113,CLE,IND,0.0,26.1,4.0,11.0,0.364,2.0,4.0,0.5,2.0,4.0,0.5,1.0,5.0,6.0,2.0,0.0,0.0,0.0,3.0,12.0,7.5,17.0,7.0,2.0,0.2857142857142857,69,63,37,62,3,72,70,8,62,40,56,17,41,29,30,77.0,69.0,44.0,68.0,3.0,79.0,76.0,12.0,68.0,62.0,62.0,22.0,48.0,33.0,37.0,5.0,0.8961038961038961,0.9130434782608696,0.8409090909090909,0.9117647058823528,1.0,0.9113924050632912,0.9210526315789472,0.6666666666666666,0.9117647058823528,0.6451612903225806,0.9032258064516128,0.7727272727272727,0.8541666666666666,0.8787878787878788,0.8108108108108109,0.0,8,11.0,74.0,0.7272727272727273,0.0,16,5.0,59.0,3.6875,6.7,78.39999999999999,4.9,12.4,4.4,-0.2,-1.0,0.8,0.0974470396523628,0.546,0.437,0.243,1.0,1.4,W (+15),W (+15)
31.0,27.0,2022-12-17,28-114,CLE,DAL,0.0,37.96666666666667,2.0,8.0,0.25,0.0,4.0,0.0,0.0,1.0,0.0,0.0,4.0,4.0,1.0,0.0,0.0,3.0,5.0,4.0,-4.3,9.0,4.0,2.0,0.5,69,63,37,62,3,72,70,8,62,40,56,17,41,29,30,77.0,69.0,44.0,68.0,3.0,79.0,76.0,12.0,68.0,62.0,62.0,22.0,48.0,33.0,37.0,5.0,0.8961038961038961,0.9130434782608696,0.8409090909090909,0.9117647058823528,1.0,0.9113924050632912,0.9210526315789472,0.6666666666666666,0.9117647058823528,0.6451612903225806,0.9032258064516128,0.7727272727272727,0.8541666666666666,0.8787878787878788,0.8108108108108109,0.0,8,11.0,74.0,0.7272727272727273,0.0,16,-3.0,62.0,3.875,-4.299999999999999,75.10000000000001,4.6937500000000005,12.4,4.4,-0.2,-1.0,0.8,0.0974470396523628,0.546,0.437,0.243,1.0,1.4,W (+6),W (+6)
32.0,28.0,2022-12-19,28-116,CLE,UTA,0.0,31.216666666666665,4.0,8.0,0.5,2.0,3.0,0.667,3.0,4.0,0.75,1.0,3.0,4.0,1.0,0.0,0.0,2.0,1.0,13.0,8.5,9.0,5.0,2.0,0.4,69,63,37,62,3,72,70,8,62,40,56,17,41,29,30,77.0,69.0,44.0,68.0,3.0,79.0,76.0,12.0,68.0,62.0,62.0,22.0,48.0,33.0,37.0,5.0,0.8961038961038961,0.9130434782608696,0.8409090909090909,0.9117647058823528,1.0,0.9113924050632912,0.9210526315789472,0.6666666666666666,0.9117647058823528,0.6451612903225806,0.9032258064516128,0.7727272727272727,0.8541666666666666,0.8787878787878788,0.8108108108108109,0.0,8,11.0,74.0,0.7272727272727273,0.0,16,4.0,74.0,4.625,7.299999999999999,87.1,5.44375,12.4,4.4,-0.2,-1.0,0.8,0.0974470396523628,0.546,0.437,0.243,1.0,1.4,W (+1),W (+1)
33.0,29.0,2022-12-21,28-118,CLE,MIL,0.0,32.28333333333333,3.0,10.0,0.3,0.0,3.0,0.0,0.0,0.0,,0.0,6.0,6.0,1.0,1.0,2.0,0.0,2.0,6.0,4.3,-6.0,7.0,3.0,0.4285714285714285,69,63,37,62,3,72,70,8,62,40,56,17,41,29,30,77.0,69.0,44.0,68.0,3.0,79.0,76.0,12.0,68.0,62.0,62.0,22.0,48.0,33.0,37.0,5.0,0.8961038961038961,0.9130434782608696,0.8409090909090909,0.9117647058823528,1.0,0.9113924050632912,0.9210526315789472,0.6666666666666666,0.9117647058823528,0.6451612903225806,0.9032258064516128,0.7727272727272727,0.8541666666666666,0.8787878787878788,0.8108108108108109,0.0,8,11.0,74.0,0.7272727272727273,0.0,16,6.0,55.0,3.4375,4.3,89.09999999999998,5.568749999999999,12.4,4.4,-0.2,-1.0,0.8,0.0974470396523628,0.546,0.437,0.243,1.0,1.4,W (+23),W (+23)
34.0,30.0,2022-12-23,28-120,CLE,TOR,0.0,18.03333333333333,3.0,4.0,0.75,1.0,2.0,0.5,1.0,2.0,0.5,0.0,0.0,0.0,2.0,2.0,0.0,0.0,3.0,8.0,8.2,0.0,2.0,2.0,1.0,69,63,37,62,3,72,70,8,62,40,56,17,41,29,30,77.0,69.0,44.0,68.0,3.0,79.0,76.0,12.0,68.0,62.0,62.0,22.0,48.0,33.0,37.0,5.0,0.8961038961038961,0.9130434782608696,0.8409090909090909,0.9117647058823528,1.0,0.9113924050632912,0.9210526315789472,0.6666666666666666,0.9117647058823528,0.6451612903225806,0.9032258064516128,0.7727272727272727,0.8541666666666666,0.8787878787878788,0.8108108108108109,0.0,8,11.0,74.0,0.7272727272727273,0.0,16,6.0,49.0,3.0625,7.8,70.3,4.39375,12.4,4.4,-0.2,-1.0,0.8,0.0974470396523628,0.546,0.437,0.243,1.0,1.4,W (+8),W (+8)
35.0,31.0,2022-12-26,28-123,CLE,BRK,0.0,19.666666666666668,2.0,5.0,0.4,1.0,2.0,0.5,3.0,3.0,1.0,0.0,1.0,1.0,0.0,2.0,0.0,1.0,3.0,8.0,5.4,-8.0,3.0,1.0,0.3333333333333333,69,63,37,62,3,72,70,8,62,40,56,17,41,29,30,77.0,69.0,44.0,68.0,3.0,79.0,76.0,12.0,68.0,62.0,62.0,22.0,48.0,33.0,37.0,5.0,0.8961038961038961,0.9130434782608696,0.8409090909090909,0.9117647058823528,1.0,0.9113924050632912,0.9210526315789472,0.6666666666666666,0.9117647058823528,0.6451612903225806,0.9032258064516128,0.7727272727272727,0.8541666666666666,0.8787878787878788,0.8108108108108109,0.0,8,11.0,74.0,0.7272727272727273,0.0,16,2.0,57.0,3.5625,4.200000000000001,89.3,5.58125,12.4,4.4,-0.2,-1.0,0.8,0.0974470396523628,0.546,0.437,0.243,1.0,1.4,L (-11),L (-11)
36.0,32.0,2022-12-29,28-126,CLE,IND,0.0,34.85,7.0,17.0,0.412,2.0,5.0,0.4,3.0,3.0,1.0,0.0,3.0,3.0,2.0,1.0,1.0,1.0,5.0,19.0,10.9,-8.0,12.0,5.0,0.4166666666666667,69,63,37,62,3,72,70,8,62,40,56,17,41,29,30,77.0,69.0,44.0,68.0,3.0,79.0,76.0,12.0,68.0,62.0,62.0,22.0,48.0,33.0,37.0,5.0,0.8961038961038961,0.9130434782608696,0.8409090909090909,0.9117647058823528,1.0,0.9113924050632912,0.9210526315789472,0.6666666666666666,0.9117647058823528,0.6451612903225806,0.9032258064516128,0.7727272727272727,0.8541666666666666,0.8787878787878788,0.8108108108108109,0.0,8,11.0,74.0,0.7272727272727273,0.0,16,5.0,87.0,5.4375,9.7,104.40000000000002,6.525000000000001,12.4,4.4,-0.2,-1.0,0.8,0.0974470396523628,0.546,0.437,0.243,1.0,1.4,L (-8),L (-8)
37.0,33.0,2022-12-31,28-128,CLE,CHI,1.0,37.266666666666666,10.0,19.0,0.526,3.0,9.0,0.333,0.0,2.0,0.0,2.0,5.0,7.0,4.0,1.0,0.0,4.0,1.0,23.0,15.2,1.0,10.0,7.0,0.7,69,63,37,62,3,72,70,8,62,40,56,17,41,29,30,77.0,69.0,44.0,68.0,3.0,79.0,76.0,12.0,68.0,62.0,62.0,22.0,48.0,33.0,37.0,5.0,0.8961038961038961,0.9130434782608696,0.8409090909090909,0.9117647058823528,1.0,0.9113924050632912,0.9210526315789472,0.6666666666666666,0.9117647058823528,0.6451612903225806,0.9032258064516128,0.7727272727272727,0.8541666666666666,0.8787878787878788,0.8108108108108109,0.0,8,11.0,74.0,0.7272727272727273,0.0,16,10.0,58.0,3.625,15.2,63.6,3.975,12.4,4.4,-0.2,-1.0,0.8,0.0974470396523628,0.546,0.437,0.243,1.0,1.4,L (-9),L (-9)
38.0,34.0,2023-01-02,28-130,CLE,CHI,1.0,39.13333333333333,2.0,13.0,0.154,1.0,7.0,0.143,5.0,6.0,0.833,0.0,5.0,5.0,3.0,1.0,0.0,1.0,4.0,10.0,3.3,7.0,6.0,1.0,0.1666666666666666,69,63,37,62,3,72,70,8,62,40,56,17,41,29,30,77.0,69.0,44.0,68.0,3.0,79.0,76.0,12.0,68.0,62.0,62.0,22.0,48.0,33.0,37.0,5.0,0.8961038961038961,0.9130434782608696,0.8409090909090909,0.9117647058823528,1.0,0.9113924050632912,0.9210526315789472,0.6666666666666666,0.9117647058823528,0.6451612903225806,0.9032258064516128,0.7727272727272727,0.8541666666666666,0.8787878787878788,0.8108108108108109,0.0,8,11.0,74.0,0.7272727272727273,0.0,16,-1.0,70.0,4.375,1.3000000000000005,108.0,6.75,12.4,4.4,-0.2,-1.0,0.8,0.0974470396523628,0.546,0.437,0.243,1.0,1.4,W (+1),W (+1)
39.0,35.0,2023-01-04,28-132,CLE,PHO,1.0,37.85,7.0,11.0,0.636,5.0,7.0,0.714,2.0,3.0,0.667,1.0,5.0,6.0,2.0,2.0,1.0,2.0,1.0,21.0,19.6,-8.0,4.0,2.0,0.5,69,63,37,62,3,72,70,8,62,40,56,17,41,29,30,77.0,69.0,44.0,68.0,3.0,79.0,76.0,12.0,68.0,62.0,62.0,22.0,48.0,33.0,37.0,5.0,0.8961038961038961,0.9130434782608696,0.8409090909090909,0.9117647058823528,1.0,0.9113924050632912,0.9210526315789472,0.6666666666666666,0.9117647058823528,0.6451612903225806,0.9032258064516128,0.7727272727272727,0.8541666666666666,0.8787878787878788,0.8108108108108109,0.0,8,11.0,74.0,0.7272727272727273,0.0,16,16.0,35.0,2.1875,18.8,48.0,3.0,12.4,4.4,-0.2,-1.0,0.8,0.0974470396523628,0.546,0.437,0.243,1.0,1.4,W (+11),W (+11)
40.0,36.0,2023-01-06,28-134,CLE,DEN,1.0,32.916666666666664,8.0,13.0,0.615,3.0,4.0,0.75,3.0,5.0,0.6,1.0,3.0,4.0,3.0,0.0,0.0,1.0,3.0,22.0,16.8,-12.0,9.0,5.0,0.5555555555555556,69,63,37,62,3,72,70,8,62,40,56,17,41,29,30,77.0,69.0,44.0,68.0,3.0,79.0,76.0,12.0,68.0,62.0,62.0,22.0,48.0,33.0,37.0,5.0,0.8961038961038961,0.9130434782608696,0.8409090909090909,0.9117647058823528,1.0,0.9113924050632912,0.9210526315789472,0.6666666666666666,0.9117647058823528,0.6451612903225806,0.9032258064516128,0.7727272727272727,0.8541666666666666,0.8787878787878788,0.8108108108108109,0.0,8,11.0,74.0,0.7272727272727273,0.0,16,10.0,49.0,3.0625,15.599999999999998,70.99999999999999,4.437499999999999,12.4,4.4,-0.2,-1.0,0.8,0.0974470396523628,0.546,0.437,0.243,1.0,1.4,W (+2),W (+2)
41.0,37.0,2023-01-08,28-136,CLE,PHO,0.0,28.366666666666667,6.0,10.0,0.6,1.0,3.0,0.333,0.0,0.0,,0.0,1.0,1.0,7.0,3.0,0.0,1.0,1.0,13.0,15.2,28.0,7.0,5.0,0.7142857142857143,69,63,37,62,3,72,70,8,62,40,56,17,41,29,30,77.0,69.0,44.0,68.0,3.0,79.0,76.0,12.0,68.0,62.0,62.0,22.0,48.0,33.0,37.0,5.0,0.8961038961038961,0.9130434782608696,0.8409090909090909,0.9117647058823528,1.0,0.9113924050632912,0.9210526315789472,0.6666666666666666,0.9117647058823528,0.6451612903225806,0.9032258064516128,0.7727272727272727,0.8541666666666666,0.8787878787878788,0.8108108108108109,0.0,8,11.0,74.0,0.7272727272727273,0.0,16,13.0,71.0,4.4375,15.200000000000005,81.3,5.08125,12.4,4.4,-0.2,-1.0,0.8,0.0974470396523628,0.546,0.437,0.243,1.0,1.4,L (-13),L (-13)
42.0,38.0,2023-01-10,28-138,CLE,UTA,0.0,36.833333333333336,5.0,11.0,0.455,1.0,4.0,0.25,1.0,3.0,0.333,1.0,4.0,5.0,2.0,0.0,1.0,0.0,4.0,12.0,7.9,-2.0,7.0,4.0,0.5714285714285714,69,63,37,62,3,72,70,8,62,40,56,17,41,29,30,77.0,69.0,44.0,68.0,3.0,79.0,76.0,12.0,68.0,62.0,62.0,22.0,48.0,33.0,37.0,5.0,0.8961038961038961,0.9130434782608696,0.8409090909090909,0.9117647058823528,1.0,0.9113924050632912,0.9210526315789472,0.6666666666666666,0.9117647058823528,0.6451612903225806,0.9032258064516128,0.7727272727272727,0.8541666666666666,0.8787878787878788,0.8108108108108109,0.0,8,11.0,74.0,0.7272727272727273,0.0,16,6.0,66.0,4.125,7.499999999999998,85.1,5.31875,12.4,4.4,-0.2,-1.0,0.8,0.0974470396523628,0.546,0.437,0.243,1.0,1.4,,
43.0,39.0,2023-01-12,28-140,CLE,POR,0.0,30.516666666666666,2.0,7.0,0.286,0.0,2.0,0.0,0.0,0.0,,2.0,2.0,4.0,3.0,0.0,0.0,2.0,1.0,4.0,1.6,0.0,5.0,2.0,0.4,69,63,37,62,3,72,70,8,62,40,56,17,41,29,30,77.0,69.0,44.0,68.0,3.0,79.0,76.0,12.0,68.0,62.0,62.0,22.0,48.0,33.0,37.0,5.0,0.8961038961038961,0.9130434782608696,0.8409090909090909,0.9117647058823528,1.0,0.9113924050632912,0.9210526315789472,0.6666666666666666,0.9117647058823528,0.6451612903225806,0.9032258064516128,0.7727272727272727,0.8541666666666666,0.8787878787878788,0.8108108108108109,0.0,8,11.0,74.0,0.7272727272727273,0.0,16,2.0,79.0,4.9375,1.5999999999999992,107.1,6.69375,12.4,4.4,-0.2,-1.0,0.8,0.0974470396523628,0.546,0.437,0.243,1.0,1.4,W (+14),W (+14)
44.0,40.0,2023-01-14,28-142,CLE,MIN,0.0,31.216666666666665,4.0,8.0,0.5,0.0,2.0,0.0,4.0,4.0,1.0,0.0,4.0,4.0,3.0,1.0,0.0,2.0,1.0,12.0,9.9,4.0,6.0,4.0,0.6666666666666666,69,63,37,62,3,72,70,8,62,40,56,17,41,29,30,77.0,69.0,44.0,68.0,3.0,79.0,76.0,12.0,68.0,62.0,62.0,22.0,48.0,33.0,37.0,5.0,0.8961038961038961,0.9130434782608696,0.8409090909090909,0.9117647058823528,1.0,0.9113924050632912,0.9210526315789472,0.6666666666666666,0.9117647058823528,0.6451612903225806,0.9032258064516128,0.7727272727272727,0.8541666666666666,0.8787878787878788,0.8108108108108109,0.0,8,11.0,74.0,0.7272727272727273,0.0,16,6.0,64.0,4.0,8.299999999999999,82.5,5.15625,12.4,4.4,-0.2,-1.0,0.8,0.0974470396523628,0.546,0.437,0.243,1.0,1.4,L (-2),L (-2)
45.0,41.0,2023-01-16,28-144,CLE,NOP,0.0,15.3,3.0,5.0,0.6,0.0,1.0,0.0,2.0,5.0,0.4,0.0,0.0,0.0,2.0,0.0,0.0,2.0,2.0,8.0,3.1,-14.0,4.0,3.0,0.75,69,63,37,62,3,72,70,8,62,40,56,17,41,29,30,77.0,69.0,44.0,68.0,3.0,79.0,76.0,12.0,68.0,62.0,62.0,22.0,48.0,33.0,37.0,5.0,0.8961038961038961,0.9130434782608696,0.8409090909090909,0.9117647058823528,1.0,0.9113924050632912,0.9210526315789472,0.6666666666666666,0.9117647058823528,0.6451612903225806,0.9032258064516128,0.7727272727272727,0.8541666666666666,0.8787878787878788,0.8108108108108109,0.0,8,11.0,74.0,0.7272727272727273,0.0,16,-2.0,78.0,4.875,2.3,99.70000000000002,6.231250000000001,12.4,4.4,-0.2,-1.0,0.8,0.0974470396523628,0.546,0.437,0.243,1.0,1.4,W (+6),W (+6)
46.0,42.0,2023-01-18,28-146,CLE,MEM,1.0,41.5,9.0,19.0,0.474,4.0,7.0,0.571,1.0,1.0,1.0,0.0,4.0,4.0,6.0,1.0,1.0,4.0,0.0,23.0,16.4,0.0,12.0,5.0,0.4166666666666667,69,63,37,62,3,72,70,8,62,40,56,17,41,29,30,77.0,69.0,44.0,68.0,3.0,79.0,76.0,12.0,68.0,62.0,62.0,22.0,48.0,33.0,37.0,5.0,0.8961038961038961,0.9130434782608696,0.8409090909090909,0.9117647058823528,1.0,0.9113924050632912,0.9210526315789472,0.6666666666666666,0.9117647058823528,0.6451612903225806,0.9032258064516128,0.7727272727272727,0.8541666666666666,0.8787878787878788,0.8108108108108109,0.0,8,11.0,74.0,0.7272727272727273,0.0,16,11.0,97.0,6.0625,16.000000000000007,102.3,6.39375,12.4,4.4,-0.2,-1.0,0.8,0.0974470396523628,0.546,0.437,0.243,1.0,1.4,L (-8),L (-8)
47.0,43.0,2023-01-20,28-148,CLE,GSW,1.0,31.133333333333333,7.0,16.0,0.438,5.0,8.0,0.625,3.0,4.0,0.75,2.0,3.0,5.0,2.0,1.0,2.0,4.0,2.0,22.0,14.5,-5.0,8.0,2.0,0.25,69,63,37,62,3,72,70,8,62,40,56,17,41,29,30,77.0,69.0,44.0,68.0,3.0,79.0,76.0,12.0,68.0,62.0,62.0,22.0,48.0,33.0,37.0,5.0,0.8961038961038961,0.9130434782608696,0.8409090909090909,0.9117647058823528,1.0,0.9113924050632912,0.9210526315789472,0.6666666666666666,0.9117647058823528,0.6451612903225806,0.9032258064516128,0.7727272727272727,0.8541666666666666,0.8787878787878788,0.8108108108108109,0.0,8,11.0,74.0,0.7272727272727273,0.0,16,8.0,63.0,3.9375,13.299999999999994,81.79999999999998,5.112499999999999,12.4,4.4,-0.2,-1.0,0.8,0.0974470396523628,0.546,0.437,0.243,1.0,1.4,W (+10),W (+10)
48.0,44.0,2023-01-21,28-149,CLE,MIL,1.0,28.55,4.0,10.0,0.4,3.0,6.0,0.5,2.0,4.0,0.5,0.0,3.0,3.0,7.0,1.0,0.0,1.0,2.0,13.0,11.8,6.0,4.0,1.0,0.25,69,63,37,62,3,72,70,8,62,40,56,17,41,29,30,77.0,69.0,44.0,68.0,3.0,79.0,76.0,12.0,68.0,62.0,62.0,22.0,48.0,33.0,37.0,5.0,0.8961038961038961,0.9130434782608696,0.8409090909090909,0.9117647058823528,1.0,0.9113924050632912,0.9210526315789472,0.6666666666666666,0.9117647058823528,0.6451612903225806,0.9032258064516128,0.7727272727272727,0.8541666666666666,0.8787878787878788,0.8108108108108109,0.0,8,11.0,74.0,0.7272727272727273,0.0,16,9.0,80.0,5.0,10.999999999999998,97.70000000000002,6.106250000000001,12.4,4.4,-0.2,-1.0,0.8,0.0974470396523628,0.546,0.437,0.243,1.0,1.4,L (-1),L (-1)
49.0,45.0,2023-01-24,28-152,CLE,NYK,0.0,20.816666666666663,3.0,6.0,0.5,2.0,4.0,0.5,1.0,3.0,0.333,1.0,1.0,2.0,3.0,0.0,0.0,1.0,1.0,9.0,6.9,-19.0,2.0,1.0,0.5,69,63,37,62,3,72,70,8,62,40,56,17,41,29,30,77.0,69.0,44.0,68.0,3.0,79.0,76.0,12.0,68.0,62.0,62.0,22.0,48.0,33.0,37.0,5.0,0.8961038961038961,0.9130434782608696,0.8409090909090909,0.9117647058823528,1.0,0.9113924050632912,0.9210526315789472,0.6666666666666666,0.9117647058823528,0.6451612903225806,0.9032258064516128,0.7727272727272727,0.8541666666666666,0.8787878787878788,0.8108108108108109,0.0,8,11.0,74.0,0.7272727272727273,0.0,16,4.0,70.0,4.375,6.499999999999999,83.70000000000002,5.231250000000001,12.4,4.4,-0.2,-1.0,0.8,0.0974470396523628,0.546,0.437,0.243,1.0,1.4,L (-6),L (-6)
50.0,46.0,2023-01-26,28-154,CLE,HOU,1.0,31.816666666666663,4.0,10.0,0.4,2.0,6.0,0.333,2.0,2.0,1.0,0.0,1.0,1.0,5.0,2.0,0.0,1.0,2.0,12.0,10.6,20.0,4.0,2.0,0.5,69,63,37,62,3,72,70,8,62,40,56,17,41,29,30,77.0,69.0,44.0,68.0,3.0,79.0,76.0,12.0,68.0,62.0,62.0,22.0,48.0,33.0,37.0,5.0,0.8961038961038961,0.9130434782608696,0.8409090909090909,0.9117647058823528,1.0,0.9113924050632912,0.9210526315789472,0.6666666666666666,0.9117647058823528,0.6451612903225806,0.9032258064516128,0.7727272727272727,0.8541666666666666,0.8787878787878788,0.8108108108108109,0.0,8,11.0,74.0,0.7272727272727273,0.0,16,7.0,83.0,5.1875,9.799999999999995,99.39999999999998,6.212499999999999,12.4,4.4,-0.2,-1.0,0.8,0.0974470396523628,0.546,0.437,0.243,1.0,1.4,W (+12),W (+12)
51.0,47.0,2023-01-27,28-155,CLE,OKC,1.0,37.766666666666666,1.0,12.0,0.083,0.0,6.0,0.0,0.0,0.0,,1.0,2.0,3.0,9.0,0.0,0.0,1.0,3.0,2.0,-0.6,-12.0,6.0,1.0,0.1666666666666666,69,63,37,62,3,72,70,8,62,40,56,17,41,29,30,77.0,69.0,44.0,68.0,3.0,79.0,76.0,12.0,68.0,62.0,62.0,22.0,48.0,33.0,37.0,5.0,0.8961038961038961,0.9130434782608696,0.8409090909090909,0.9117647058823528,1.0,0.9113924050632912,0.9210526315789472,0.6666666666666666,0.9117647058823528,0.6451612903225806,0.9032258064516128,0.7727272727272727,0.8541666666666666,0.8787878787878788,0.8108108108108109,0.0,8,11.0,74.0,0.7272727272727273,0.0,16,1.0,88.0,5.5,-0.5999999999999988,112.2,7.0125,12.4,4.4,-0.2,-1.0,0.8,0.0974470396523628,0.546,0.437,0.243,1.0,1.4,L (-2),L (-2)
52.0,48.0,2023-01-29,28-157,CLE,LAC,0.0,27.9,4.0,10.0,0.4,4.0,6.0,0.667,0.0,2.0,0.0,1.0,1.0,2.0,3.0,1.0,0.0,1.0,3.0,12.0,7.7,-4.0,4.0,0.0,0.0,69,63,37,62,3,72,70,8,62,40,56,17,41,29,30,77.0,69.0,44.0,68.0,3.0,79.0,76.0,12.0,68.0,62.0,62.0,22.0,48.0,33.0,37.0,5.0,0.8961038961038961,0.9130434782608696,0.8409090909090909,0.9117647058823528,1.0,0.9113924050632912,0.9210526315789472,0.6666666666666666,0.9117647058823528,0.6451612903225806,0.9032258064516128,0.7727272727272727,0.8541666666666666,0.8787878787878788,0.8108108108108109,0.0,8,11.0,74.0,0.7272727272727273,0.0,16,5.0,114.0,7.125,7.699999999999999,120.1,7.50625,12.4,4.4,-0.2,-1.0,0.8,0.0974470396523628,0.546,0.437,0.243,1.0,1.4,W (+18),W (+18)
53.0,49.0,2023-01-31,28-159,CLE,MIA,0.0,28.933333333333334,5.0,12.0,0.417,2.0,6.0,0.333,2.0,3.0,0.667,1.0,4.0,5.0,3.0,0.0,2.0,1.0,2.0,14.0,10.8,-19.0,6.0,3.0,0.5,69,63,37,62,3,72,70,8,62,40,56,17,41,29,30,77.0,69.0,44.0,68.0,3.0,79.0,76.0,12.0,68.0,62.0,62.0,22.0,48.0,33.0,37.0,5.0,0.8961038961038961,0.9130434782608696,0.8409090909090909,0.9117647058823528,1.0,0.9113924050632912,0.9210526315789472,0.6666666666666666,0.9117647058823528,0.6451612903225806,0.9032258064516128,0.7727272727272727,0.8541666666666666,0.8787878787878788,0.8108108108108109,0.0,8,11.0,74.0,0.7272727272727273,0.0,16,8.0,76.0,4.75,10.0,80.69999999999999,5.043749999999999,12.4,4.4,-0.2,-1.0,0.8,0.0974470396523628,0.546,0.437,0.243,1.0,1.4,L (-12),L (-12)
