Rk,G,Date,Age,Tm,Opp,GS,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,GmSc,+/-,2PA,2P,2P%,Shared Games with Chris Boucher,Shared Games with Christian Koloko,Shared Games with Dalano Banton,Shared Games with Fred VanVleet,Shared Games with Gary Trent Jr.,Shared Games with Jeff Dowtin,Shared Games with Joe Wieskamp,Shared Games with Juancho Hernangómez,Shared Games with Justin Champagnie,Shared Games with Khem Birch,Shared Games with Malachi Flynn,Shared Games with OG Anunoby,Shared Games with Otto Porter Jr.,Shared Games with Pascal Siakam,Shared Games with Precious Achiuwa,Shared Games with Ron Harper Jr.,Shared Games with Thaddeus Young,Chris Boucher,Christian Koloko,Dalano Banton,Fred VanVleet,Gary Trent Jr.,Jeff Dowtin,Joe Wieskamp,Juancho Hernangómez,Justin Champagnie,Khem Birch,Malachi Flynn,OG Anunoby,Otto Porter Jr.,Pascal Siakam,Precious Achiuwa,Ron Harper Jr.,Thaddeus Young,co_inf with Chris Boucher,co_inf with Christian Koloko,co_inf with Dalano Banton,co_inf with Fred VanVleet,co_inf with Gary Trent Jr.,co_inf with Jeff Dowtin,co_inf with Joe Wieskamp,co_inf with Juancho Hernangómez,co_inf with Justin Champagnie,co_inf with Khem Birch,co_inf with Malachi Flynn,co_inf with OG Anunoby,co_inf with Otto Porter Jr.,co_inf with Pascal Siakam,co_inf with Precious Achiuwa,co_inf with Ron Harper Jr.,co_inf with Thaddeus Young,Shared Games with Jakob Poeltl,Jakob Poeltl,Luke Kornet,co_inf with Jakob Poeltl,co_inf with Luke Kornet,Total Shared Players,CO_EFF,EFF,avg_EFF,CO_HGS,HGS,avg_HGS,Co_Points_Share,New Column,Result
58.0,55.0,2023-02-12,21-195,TOR,DET,1.0,37.333333333333336,5.0,6.0,0.833,3.0,4.0,0.75,7.0,10.0,0.7,0.0,4.0,4.0,2.0,1.0,0.0,4.0,5.0,20.0,14.2,5.0,2.0,2.0,1.0,71,53,30,65,63,21,9,40,3,17,48,62,8,68,54,8,52,76.0,58.0,31.0,69.0,66.0,25.0,9.0,42.0,5.0,20.0,53.0,67.0,8.0,71.0,55.0,9.0,54.0,0.9342105263157896,0.913793103448276,0.967741935483871,0.9420289855072465,0.9545454545454546,0.84,1.0,0.9523809523809524,0.6,0.85,0.9056603773584906,0.9253731343283582,1.0,0.9577464788732394,0.9818181818181818,0.8888888888888888,0.9629629629629628,24,72.0,69.0,0.3333333333333333,0.0,18,7.0,72.0,4.0,11.4,96.2,5.344444444444445,0.127404365679706,W (+14),W (+14)
59.0,56.0,2023-02-14,21-197,TOR,ORL,1.0,36.21666666666667,6.0,15.0,0.4,0.0,2.0,0.0,5.0,7.0,0.714,3.0,3.0,6.0,6.0,1.0,2.0,1.0,1.0,17.0,16.3,8.0,13.0,6.0,0.4615384615384615,71,53,30,65,63,21,9,40,3,17,48,62,8,68,54,8,52,76.0,58.0,31.0,69.0,66.0,25.0,9.0,42.0,5.0,20.0,53.0,67.0,8.0,71.0,55.0,9.0,54.0,0.9342105263157896,0.913793103448276,0.967741935483871,0.9420289855072465,0.9545454545454546,0.84,1.0,0.9523809523809524,0.6,0.85,0.9056603773584906,0.9253731343283582,1.0,0.9577464788732394,0.9818181818181818,0.8888888888888888,0.9629629629629628,24,72.0,69.0,0.3333333333333333,0.0,18,9.0,89.0,4.944444444444445,14.299999999999995,87.80000000000001,4.877777777777778,0.127404365679706,L (-6),L (-6)
60.0,57.0,2023-02-23,21-206,TOR,NOP,1.0,40.53333333333333,6.0,13.0,0.462,2.0,4.0,0.5,4.0,4.0,1.0,0.0,5.0,5.0,3.0,3.0,1.0,3.0,3.0,18.0,14.4,5.0,9.0,4.0,0.4444444444444444,71,53,30,65,63,21,9,40,3,17,48,62,8,68,54,8,52,76.0,58.0,31.0,69.0,66.0,25.0,9.0,42.0,5.0,20.0,53.0,67.0,8.0,71.0,55.0,9.0,54.0,0.9342105263157896,0.913793103448276,0.967741935483871,0.9420289855072465,0.9545454545454546,0.84,1.0,0.9523809523809524,0.6,0.85,0.9056603773584906,0.9253731343283582,1.0,0.9577464788732394,0.9818181818181818,0.8888888888888888,0.9629629629629628,24,72.0,69.0,0.3333333333333333,0.0,18,10.0,46.0,2.555555555555556,12.8,58.7,3.261111111111111,0.127404365679706,W (+1),W (+1)
61.0,58.0,2023-02-25,21-208,TOR,DET,1.0,37.46666666666667,5.0,17.0,0.294,1.0,5.0,0.2,1.0,2.0,0.5,2.0,5.0,7.0,4.0,0.0,0.0,2.0,4.0,12.0,3.8,3.0,12.0,4.0,0.3333333333333333,71,53,30,65,63,21,9,40,3,17,48,62,8,68,54,8,52,76.0,58.0,31.0,69.0,66.0,25.0,9.0,42.0,5.0,20.0,53.0,67.0,8.0,71.0,55.0,9.0,54.0,0.9342105263157896,0.913793103448276,0.967741935483871,0.9420289855072465,0.9545454545454546,0.84,1.0,0.9523809523809524,0.6,0.85,0.9056603773584906,0.9253731343283582,1.0,0.9577464788732394,0.9818181818181818,0.8888888888888888,0.9629629629629628,24,72.0,69.0,0.3333333333333333,0.0,18,2.0,48.0,2.6666666666666665,3.4000000000000004,63.3,3.5166666666666666,0.127404365679706,W (+10),W (+10)
62.0,59.0,2023-02-26,21-209,TOR,CLE,1.0,31.4,5.0,13.0,0.385,0.0,1.0,0.0,2.0,3.0,0.667,1.0,2.0,3.0,5.0,0.0,2.0,2.0,2.0,12.0,7.9,-15.0,12.0,5.0,0.4166666666666667,71,53,30,65,63,21,9,40,3,17,48,62,8,68,54,8,52,76.0,58.0,31.0,69.0,66.0,25.0,9.0,42.0,5.0,20.0,53.0,67.0,8.0,71.0,55.0,9.0,54.0,0.9342105263157896,0.913793103448276,0.967741935483871,0.9420289855072465,0.9545454545454546,0.84,1.0,0.9523809523809524,0.6,0.85,0.9056603773584906,0.9253731343283582,1.0,0.9577464788732394,0.9818181818181818,0.8888888888888888,0.9629629629629628,24,72.0,69.0,0.3333333333333333,0.0,18,4.0,29.0,1.6111111111111112,7.099999999999994,46.39999999999999,2.577777777777777,0.127404365679706,W (+5),W (+5)
63.0,60.0,2023-02-28,21-211,TOR,CHI,1.0,35.1,4.0,12.0,0.333,2.0,3.0,0.667,1.0,3.0,0.333,4.0,4.0,8.0,4.0,1.0,4.0,1.0,2.0,11.0,12.2,19.0,9.0,2.0,0.2222222222222222,71,53,30,65,63,21,9,40,3,17,48,62,8,68,54,8,52,76.0,58.0,31.0,69.0,66.0,25.0,9.0,42.0,5.0,20.0,53.0,67.0,8.0,71.0,55.0,9.0,54.0,0.9342105263157896,0.913793103448276,0.967741935483871,0.9420289855072465,0.9545454545454546,0.84,1.0,0.9523809523809524,0.6,0.85,0.9056603773584906,0.9253731343283582,1.0,0.9577464788732394,0.9818181818181818,0.8888888888888888,0.9629629629629628,24,72.0,69.0,0.3333333333333333,0.0,18,12.0,76.0,4.222222222222222,11.8,84.29999999999998,4.683333333333333,0.127404365679706,,
64.0,61.0,2023-03-02,21-213,TOR,WAS,1.0,35.61666666666667,6.0,15.0,0.4,0.0,3.0,0.0,2.0,2.0,1.0,3.0,0.0,3.0,5.0,0.0,0.0,3.0,5.0,14.0,6.5,-3.0,12.0,6.0,0.5,71,53,30,65,63,21,9,40,3,17,48,62,8,68,54,8,52,76.0,58.0,31.0,69.0,66.0,25.0,9.0,42.0,5.0,20.0,53.0,67.0,8.0,71.0,55.0,9.0,54.0,0.9342105263157896,0.913793103448276,0.967741935483871,0.9420289855072465,0.9545454545454546,0.84,1.0,0.9523809523809524,0.6,0.85,0.9056603773584906,0.9253731343283582,1.0,0.9577464788732394,0.9818181818181818,0.8888888888888888,0.9629629629629628,24,72.0,69.0,0.3333333333333333,0.0,18,2.0,48.0,2.6666666666666665,5.699999999999999,57.4,3.1888888888888887,0.127404365679706,W (+4),W (+4)
65.0,62.0,2023-03-04,21-215,TOR,WAS,1.0,35.38333333333333,6.0,11.0,0.545,0.0,0.0,,0.0,1.0,0.0,1.0,2.0,3.0,6.0,0.0,0.0,1.0,1.0,12.0,10.4,15.0,11.0,6.0,0.5454545454545454,71,53,30,65,63,21,9,40,3,17,48,62,8,68,54,8,52,76.0,58.0,31.0,69.0,66.0,25.0,9.0,42.0,5.0,20.0,53.0,67.0,8.0,71.0,55.0,9.0,54.0,0.9342105263157896,0.913793103448276,0.967741935483871,0.9420289855072465,0.9545454545454546,0.84,1.0,0.9523809523809524,0.6,0.85,0.9056603773584906,0.9253731343283582,1.0,0.9577464788732394,0.9818181818181818,0.8888888888888888,0.9629629629629628,24,72.0,69.0,0.3333333333333333,0.0,18,8.0,77.0,4.277777777777778,10.4,90.5,5.027777777777778,0.127404365679706,L (-25),L (-25)
66.0,63.0,2023-03-06,21-217,TOR,DEN,1.0,33.916666666666664,5.0,12.0,0.417,0.0,2.0,0.0,2.0,2.0,1.0,3.0,6.0,9.0,2.0,1.0,1.0,3.0,2.0,12.0,8.8,-14.0,10.0,5.0,0.5,71,53,30,65,63,21,9,40,3,17,48,62,8,68,54,8,52,76.0,58.0,31.0,69.0,66.0,25.0,9.0,42.0,5.0,20.0,53.0,67.0,8.0,71.0,55.0,9.0,54.0,0.9342105263157896,0.913793103448276,0.967741935483871,0.9420289855072465,0.9545454545454546,0.84,1.0,0.9523809523809524,0.6,0.85,0.9056603773584906,0.9253731343283582,1.0,0.9577464788732394,0.9818181818181818,0.8888888888888888,0.9629629629629628,24,72.0,69.0,0.3333333333333333,0.0,18,8.0,65.0,3.611111111111111,8.0,66.69999999999999,3.705555555555555,0.127404365679706,W (+6),W (+6)
67.0,64.0,2023-03-08,21-219,TOR,LAC,1.0,36.7,6.0,21.0,0.286,2.0,4.0,0.5,6.0,6.0,1.0,4.0,1.0,5.0,4.0,2.0,0.0,3.0,5.0,20.0,10.6,-10.0,17.0,4.0,0.2352941176470588,71,53,30,65,63,21,9,40,3,17,48,62,8,68,54,8,52,76.0,58.0,31.0,69.0,66.0,25.0,9.0,42.0,5.0,20.0,53.0,67.0,8.0,71.0,55.0,9.0,54.0,0.9342105263157896,0.913793103448276,0.967741935483871,0.9420289855072465,0.9545454545454546,0.84,1.0,0.9523809523809524,0.6,0.85,0.9056603773584906,0.9253731343283582,1.0,0.9577464788732394,0.9818181818181818,0.8888888888888888,0.9629629629629628,24,72.0,69.0,0.3333333333333333,0.0,18,1.0,58.0,3.2222222222222223,8.200000000000001,68.89999999999999,3.8277777777777775,0.127404365679706,L (-11),L (-11)
68.0,65.0,2023-03-10,21-221,TOR,LAL,1.0,38.06666666666667,13.0,19.0,0.684,1.0,4.0,0.25,5.0,6.0,0.833,3.0,6.0,9.0,7.0,1.0,0.0,1.0,3.0,32.0,31.1,5.0,15.0,12.0,0.8,71,53,30,65,63,21,9,40,3,17,48,62,8,68,54,8,52,76.0,58.0,31.0,69.0,66.0,25.0,9.0,42.0,5.0,20.0,53.0,67.0,8.0,71.0,55.0,9.0,54.0,0.9342105263157896,0.913793103448276,0.967741935483871,0.9420289855072465,0.9545454545454546,0.84,1.0,0.9523809523809524,0.6,0.85,0.9056603773584906,0.9253731343283582,1.0,0.9577464788732394,0.9818181818181818,0.8888888888888888,0.9629629629629628,24,72.0,69.0,0.3333333333333333,0.0,18,23.0,53.0,2.9444444444444446,29.100000000000005,56.1,3.1166666666666667,0.127404365679706,W (+7),W (+7)
69.0,66.0,2023-03-14,21-225,TOR,DEN,1.0,37.18333333333333,8.0,16.0,0.5,0.0,1.0,0.0,2.0,2.0,1.0,4.0,3.0,7.0,5.0,1.0,0.0,4.0,2.0,18.0,13.4,24.0,15.0,8.0,0.5333333333333333,71,53,30,65,63,21,9,40,3,17,48,62,8,68,54,8,52,76.0,58.0,31.0,69.0,66.0,25.0,9.0,42.0,5.0,20.0,53.0,67.0,8.0,71.0,55.0,9.0,54.0,0.9342105263157896,0.913793103448276,0.967741935483871,0.9420289855072465,0.9545454545454546,0.84,1.0,0.9523809523809524,0.6,0.85,0.9056603773584906,0.9253731343283582,1.0,0.9577464788732394,0.9818181818181818,0.8888888888888888,0.9629629629629628,24,72.0,69.0,0.3333333333333333,0.0,18,9.0,70.0,3.888888888888889,12.599999999999998,85.4,4.7444444444444445,0.127404365679706,L (-5),L (-5)
70.0,67.0,2023-03-16,21-227,TOR,OKC,1.0,35.06666666666667,8.0,15.0,0.533,0.0,2.0,0.0,3.0,4.0,0.75,4.0,4.0,8.0,6.0,1.0,0.0,2.0,0.0,19.0,18.5,23.0,13.0,8.0,0.6153846153846154,71,53,30,65,63,21,9,40,3,17,48,62,8,68,54,8,52,76.0,58.0,31.0,69.0,66.0,25.0,9.0,42.0,5.0,20.0,53.0,67.0,8.0,71.0,55.0,9.0,54.0,0.9342105263157896,0.913793103448276,0.967741935483871,0.9420289855072465,0.9545454545454546,0.84,1.0,0.9523809523809524,0.6,0.85,0.9056603773584906,0.9253731343283582,1.0,0.9577464788732394,0.9818181818181818,0.8888888888888888,0.9629629629629628,24,72.0,69.0,0.3333333333333333,0.0,18,13.0,91.0,5.055555555555555,17.299999999999997,92.8,5.155555555555555,0.127404365679706,L (-8),L (-8)
71.0,68.0,2023-03-18,21-229,TOR,MIN,1.0,28.35,3.0,10.0,0.3,0.0,1.0,0.0,4.0,5.0,0.8,2.0,2.0,4.0,2.0,0.0,0.0,1.0,3.0,10.0,5.0,1.0,9.0,3.0,0.3333333333333333,71,53,30,65,63,21,9,40,3,17,48,62,8,68,54,8,52,76.0,58.0,31.0,69.0,66.0,25.0,9.0,42.0,5.0,20.0,53.0,67.0,8.0,71.0,55.0,9.0,54.0,0.9342105263157896,0.913793103448276,0.967741935483871,0.9420289855072465,0.9545454545454546,0.84,1.0,0.9523809523809524,0.6,0.85,0.9056603773584906,0.9253731343283582,1.0,0.9577464788732394,0.9818181818181818,0.8888888888888888,0.9629629629629628,24,72.0,69.0,0.3333333333333333,0.0,18,0.0,73.0,4.055555555555555,3.3999999999999995,84.4,4.688888888888889,0.127404365679706,L (-10),L (-10)
72.0,69.0,2023-03-19,21-230,TOR,MIL,1.0,13.083333333333334,2.0,3.0,0.667,1.0,2.0,0.5,0.0,0.0,,0.0,2.0,2.0,1.0,1.0,0.0,0.0,0.0,5.0,6.0,-5.0,1.0,1.0,1.0,71,53,30,65,63,21,9,40,3,17,48,62,8,68,54,8,52,76.0,58.0,31.0,69.0,66.0,25.0,9.0,42.0,5.0,20.0,53.0,67.0,8.0,71.0,55.0,9.0,54.0,0.9342105263157896,0.913793103448276,0.967741935483871,0.9420289855072465,0.9545454545454546,0.84,1.0,0.9523809523809524,0.6,0.85,0.9056603773584906,0.9253731343283582,1.0,0.9577464788732394,0.9818181818181818,0.8888888888888888,0.9629629629629628,24,72.0,69.0,0.3333333333333333,0.0,18,6.0,81.0,4.5,6.0,89.4,4.966666666666667,0.127404365679706,W (+15),W (+15)
73.0,,2023-03-22,21-233,TOR,IND,,0.0,0.0,0.0,,,,,,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,71,53,30,65,63,21,9,40,3,17,48,62,8,68,54,8,52,76.0,58.0,31.0,69.0,66.0,25.0,9.0,42.0,5.0,20.0,53.0,67.0,8.0,71.0,55.0,9.0,54.0,0.9342105263157896,0.913793103448276,0.967741935483871,0.9420289855072465,0.9545454545454546,0.84,1.0,0.9523809523809524,0.6,0.85,0.9056603773584906,0.9253731343283582,1.0,0.9577464788732394,0.9818181818181818,0.8888888888888888,0.9629629629629628,24,72.0,69.0,0.3333333333333333,0.0,18,,58.0,3.2222222222222223,0.0,67.30000000000001,3.73888888888889,0.127404365679706,W (+17),W (+17)
74.0,,2023-03-24,21-235,TOR,DET,,0.0,0.0,0.0,,,,,,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,71,53,30,65,63,21,9,40,3,17,48,62,8,68,54,8,52,76.0,58.0,31.0,69.0,66.0,25.0,9.0,42.0,5.0,20.0,53.0,67.0,8.0,71.0,55.0,9.0,54.0,0.9342105263157896,0.913793103448276,0.967741935483871,0.9420289855072465,0.9545454545454546,0.84,1.0,0.9523809523809524,0.6,0.85,0.9056603773584906,0.9253731343283582,1.0,0.9577464788732394,0.9818181818181818,0.8888888888888888,0.9629629629629628,24,72.0,69.0,0.3333333333333333,0.0,18,,74.0,4.111111111111111,0.0,91.5,5.083333333333333,0.127404365679706,W (+15),W (+15)
75.0,70.0,2023-03-26,21-237,TOR,WAS,1.0,32.03333333333333,5.0,14.0,0.357,0.0,2.0,0.0,3.0,3.0,1.0,2.0,3.0,5.0,6.0,3.0,1.0,1.0,4.0,13.0,12.8,10.0,12.0,5.0,0.4166666666666667,71,53,30,65,63,21,9,40,3,17,48,62,8,68,54,8,52,76.0,58.0,31.0,69.0,66.0,25.0,9.0,42.0,5.0,20.0,53.0,67.0,8.0,71.0,55.0,9.0,54.0,0.9342105263157896,0.913793103448276,0.967741935483871,0.9420289855072465,0.9545454545454546,0.84,1.0,0.9523809523809524,0.6,0.85,0.9056603773584906,0.9253731343283582,1.0,0.9577464788732394,0.9818181818181818,0.8888888888888888,0.9629629629629628,24,72.0,69.0,0.3333333333333333,0.0,18,10.0,68.0,3.7777777777777777,11.599999999999996,69.7,3.8722222222222222,0.127404365679706,L (-7),L (-7)
76.0,71.0,2023-03-28,21-239,TOR,MIA,1.0,41.016666666666666,10.0,16.0,0.625,0.0,3.0,0.0,2.0,2.0,1.0,3.0,4.0,7.0,12.0,3.0,0.0,0.0,2.0,22.0,28.7,14.0,13.0,10.0,0.7692307692307693,71,53,30,65,63,21,9,40,3,17,48,62,8,68,54,8,52,76.0,58.0,31.0,69.0,66.0,25.0,9.0,42.0,5.0,20.0,53.0,67.0,8.0,71.0,55.0,9.0,54.0,0.9342105263157896,0.913793103448276,0.967741935483871,0.9420289855072465,0.9545454545454546,0.84,1.0,0.9523809523809524,0.6,0.85,0.9056603773584906,0.9253731343283582,1.0,0.9577464788732394,0.9818181818181818,0.8888888888888888,0.9629629629629628,24,72.0,69.0,0.3333333333333333,0.0,18,26.0,74.0,4.111111111111111,27.899999999999995,78.1,4.338888888888889,0.127404365679706,L (-4),L (-4)
77.0,72.0,2023-03-31,21-242,TOR,PHI,1.0,39.85,13.0,19.0,0.684,0.0,1.0,0.0,3.0,4.0,0.75,7.0,2.0,9.0,8.0,4.0,1.0,2.0,3.0,29.0,33.1,,18.0,13.0,0.7222222222222222,71,53,30,65,63,21,9,40,3,17,48,62,8,68,54,8,52,76.0,58.0,31.0,69.0,66.0,25.0,9.0,42.0,5.0,20.0,53.0,67.0,8.0,71.0,55.0,9.0,54.0,0.9342105263157896,0.913793103448276,0.967741935483871,0.9420289855072465,0.9545454545454546,0.84,1.0,0.9523809523809524,0.6,0.85,0.9056603773584906,0.9253731343283582,1.0,0.9577464788732394,0.9818181818181818,0.8888888888888888,0.9629629629629628,24,72.0,69.0,0.3333333333333333,0.0,18,26.0,46.0,2.555555555555556,31.90000000000001,54.8,3.0444444444444443,0.127404365679706,W (+21),W (+21)
78.0,73.0,2023-04-02,21-244,TOR,CHO,1.0,36.06666666666667,6.0,12.0,0.5,0.0,1.0,0.0,0.0,0.0,,1.0,2.0,3.0,3.0,2.0,1.0,3.0,1.0,12.0,8.7,15.0,11.0,6.0,0.5454545454545454,71,53,30,65,63,21,9,40,3,17,48,62,8,68,54,8,52,76.0,58.0,31.0,69.0,66.0,25.0,9.0,42.0,5.0,20.0,53.0,67.0,8.0,71.0,55.0,9.0,54.0,0.9342105263157896,0.913793103448276,0.967741935483871,0.9420289855072465,0.9545454545454546,0.84,1.0,0.9523809523809524,0.6,0.85,0.9056603773584906,0.9253731343283582,1.0,0.9577464788732394,0.9818181818181818,0.8888888888888888,0.9629629629629628,24,72.0,69.0,0.3333333333333333,0.0,18,6.0,94.0,5.222222222222222,8.699999999999998,103.0,5.722222222222222,0.127404365679706,W (+10),W (+10)
79.0,74.0,2023-04-04,21-246,TOR,CHO,1.0,29.133333333333333,0.0,7.0,0.0,0.0,3.0,0.0,0.0,0.0,,0.0,3.0,3.0,3.0,1.0,0.0,1.0,1.0,0.0,-2.3,-3.0,4.0,0.0,0.0,71,53,30,65,63,21,9,40,3,17,48,62,8,68,54,8,52,76.0,58.0,31.0,69.0,66.0,25.0,9.0,42.0,5.0,20.0,53.0,67.0,8.0,71.0,55.0,9.0,54.0,0.9342105263157896,0.913793103448276,0.967741935483871,0.9420289855072465,0.9545454545454546,0.84,1.0,0.9523809523809524,0.6,0.85,0.9056603773584906,0.9253731343283582,1.0,0.9577464788732394,0.9818181818181818,0.8888888888888888,0.9629629629629628,24,72.0,69.0,0.3333333333333333,0.0,18,-1.0,75.0,4.166666666666667,-2.3,87.29999999999998,4.849999999999999,0.127404365679706,W (+14),W (+14)
80.0,75.0,2023-04-05,21-247,TOR,BOS,1.0,39.2,7.0,13.0,0.538,2.0,5.0,0.4,2.0,4.0,0.5,1.0,7.0,8.0,5.0,2.0,1.0,4.0,3.0,18.0,14.7,1.0,8.0,5.0,0.625,71,53,30,65,63,21,9,40,3,17,48,62,8,68,54,8,52,76.0,58.0,31.0,69.0,66.0,25.0,9.0,42.0,5.0,20.0,53.0,67.0,8.0,71.0,55.0,9.0,54.0,0.9342105263157896,0.913793103448276,0.967741935483871,0.9420289855072465,0.9545454545454546,0.84,1.0,0.9523809523809524,0.6,0.85,0.9056603773584906,0.9253731343283582,1.0,0.9577464788732394,0.9818181818181818,0.8888888888888888,0.9629629629629628,24,72.0,69.0,0.3333333333333333,0.0,18,13.0,45.0,2.5,13.900000000000002,49.1,2.727777777777778,0.127404365679706,L (-7),L (-7)
81.0,76.0,2023-04-07,21-249,TOR,BOS,1.0,29.8,3.0,10.0,0.3,0.0,2.0,0.0,2.0,3.0,0.667,0.0,2.0,2.0,3.0,0.0,1.0,2.0,2.0,8.0,2.4,-15.0,8.0,3.0,0.375,71,53,30,65,63,21,9,40,3,17,48,62,8,68,54,8,52,76.0,58.0,31.0,69.0,66.0,25.0,9.0,42.0,5.0,20.0,53.0,67.0,8.0,71.0,55.0,9.0,54.0,0.9342105263157896,0.913793103448276,0.967741935483871,0.9420289855072465,0.9545454545454546,0.84,1.0,0.9523809523809524,0.6,0.85,0.9056603773584906,0.9253731343283582,1.0,0.9577464788732394,0.9818181818181818,0.8888888888888888,0.9629629629629628,24,72.0,69.0,0.3333333333333333,0.0,18,-1.0,55.0,3.055555555555556,1.599999999999998,70.7,3.927777777777778,0.127404365679706,W (+20),W (+20)
82.0,77.0,2023-04-09,21-251,TOR,MIL,1.0,21.716666666666665,4.0,9.0,0.444,0.0,2.0,0.0,0.0,0.0,,0.0,2.0,2.0,5.0,0.0,0.0,1.0,0.0,8.0,6.4,8.0,7.0,4.0,0.5714285714285714,71,53,30,65,63,21,9,40,3,17,48,62,8,68,54,8,52,76.0,58.0,31.0,69.0,66.0,25.0,9.0,42.0,5.0,20.0,53.0,67.0,8.0,71.0,55.0,9.0,54.0,0.9342105263157896,0.913793103448276,0.967741935483871,0.9420289855072465,0.9545454545454546,0.84,1.0,0.9523809523809524,0.6,0.85,0.9056603773584906,0.9253731343283582,1.0,0.9577464788732394,0.9818181818181818,0.8888888888888888,0.9629629629629628,24,72.0,69.0,0.3333333333333333,0.0,18,5.0,84.0,4.666666666666667,6.4,78.3,4.35,0.127404365679706,W (+20),W (+20)
