Rk,G,Date,Age,Tm,Opp,GS,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,GmSc,+/-,2PA,2P,2P%,Shared Games with Danuel House Jr.,Shared Games with De'Anthony Melton,Shared Games with Furkan Korkmaz,Shared Games with Georges Niang,Shared Games with Jaden Springer,Shared Games with James Harden,Shared Games with Joel Embiid,Shared Games with Louis King,Shared Games with Matisse Thybulle,Shared Games with Montrezl Harrell,Shared Games with P.J. Tucker,Shared Games with Paul Reed,Shared Games with Saben Lee,Shared Games with Shake Milton,Shared Games with Tobias Harris,Danuel House Jr.,De'Anthony Melton,Furkan Korkmaz,Georges Niang,Jaden Springer,James Harden,Joel Embiid,Julian Champagnie,Louis King,Mac McClung,Matisse Thybulle,Michael Foster Jr.,Montrezl Harrell,P.J. Tucker,Paul Reed,Saben Lee,Shake Milton,Tobias Harris,co_inf with Danuel House Jr.,co_inf with De'Anthony Melton,co_inf with Furkan Korkmaz,co_inf with Georges Niang,co_inf with Jaden Springer,co_inf with James Harden,co_inf with Joel Embiid,co_inf with Julian Champagnie,co_inf with Louis King,co_inf with Mac McClung,co_inf with Matisse Thybulle,co_inf with Michael Foster Jr.,co_inf with Montrezl Harrell,co_inf with P.J. Tucker,co_inf with Paul Reed,co_inf with Saben Lee,co_inf with Shake Milton,co_inf with Tobias Harris,Shared Games with Jalen McDaniels,Shared Games with Dewayne Dedmon,Dewayne Dedmon,Grant Williams,Jalen McDaniels,co_inf with Jalen McDaniels,co_inf with Dewayne Dedmon,co_inf with Grant Williams,Total Shared Players,CO_EFF,EFF,avg_EFF,CO_HGS,HGS,avg_HGS,PER,WS,BPM,OBPM,DBPM,Co_Points_Share,TS%,3PAr,FTr,VORP,OWS,New Column,Result
26.0,,2022-12-11,22-037,PHI,CHO,,0.0,0.0,0.0,,,,,,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,37,58,20,59,11,47,50,1,33,37,56,49,2,54,56,56.0,77.0,37.0,78.0,16.0,58.0,66.0,17.0,1.0,2.0,71.0,1.0,57.0,75.0,69.0,25.0,76.0,74.0,0.6607142857142857,0.7532467532467533,0.5405405405405406,0.7564102564102564,0.6875,0.8103448275862069,0.7575757575757576,0.0,1.0,0.0,0.4647887323943662,0.0,0.6491228070175439,0.7466666666666667,0.7101449275362319,0.08,0.7105263157894737,0.7567567567567568,18,6,38.0,79.0,80.0,0.225,0.1578947368421052,0.0,17,,122.0,7.176470588235294,0.0,107.0,6.294117647058823,17.0,5.4,0.6,1.9,-1.2,0.1289161727349703,0.605,0.404,0.233,1.3,3.7,W (+11),W (+11)
27.0,,2022-12-13,22-039,PHI,SAC,,0.0,0.0,0.0,,,,,,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,37,58,20,59,11,47,50,1,33,37,56,49,2,54,56,56.0,77.0,37.0,78.0,16.0,58.0,66.0,17.0,1.0,2.0,71.0,1.0,57.0,75.0,69.0,25.0,76.0,74.0,0.6607142857142857,0.7532467532467533,0.5405405405405406,0.7564102564102564,0.6875,0.8103448275862069,0.7575757575757576,0.0,1.0,0.0,0.4647887323943662,0.0,0.6491228070175439,0.7466666666666667,0.7101449275362319,0.08,0.7105263157894737,0.7567567567567568,18,6,38.0,79.0,80.0,0.225,0.1578947368421052,0.0,17,,94.0,5.529411764705882,0.0,99.90000000000002,5.876470588235296,17.0,5.4,0.6,1.9,-1.2,0.1289161727349703,0.605,0.404,0.233,1.3,3.7,W (+18),W (+18)
28.0,,2022-12-16,22-042,PHI,GSW,,0.0,0.0,0.0,,,,,,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,37,58,20,59,11,47,50,1,33,37,56,49,2,54,56,56.0,77.0,37.0,78.0,16.0,58.0,66.0,17.0,1.0,2.0,71.0,1.0,57.0,75.0,69.0,25.0,76.0,74.0,0.6607142857142857,0.7532467532467533,0.5405405405405406,0.7564102564102564,0.6875,0.8103448275862069,0.7575757575757576,0.0,1.0,0.0,0.4647887323943662,0.0,0.6491228070175439,0.7466666666666667,0.7101449275362319,0.08,0.7105263157894737,0.7567567567567568,18,6,38.0,79.0,80.0,0.225,0.1578947368421052,0.0,17,,103.0,6.0588235294117645,0.0,114.5,6.735294117647059,17.0,5.4,0.6,1.9,-1.2,0.1289161727349703,0.605,0.404,0.233,1.3,3.7,W (+20),W (+20)
29.0,,2022-12-19,22-045,PHI,TOR,,0.0,0.0,0.0,,,,,,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,37,58,20,59,11,47,50,1,33,37,56,49,2,54,56,56.0,77.0,37.0,78.0,16.0,58.0,66.0,17.0,1.0,2.0,71.0,1.0,57.0,75.0,69.0,25.0,76.0,74.0,0.6607142857142857,0.7532467532467533,0.5405405405405406,0.7564102564102564,0.6875,0.8103448275862069,0.7575757575757576,0.0,1.0,0.0,0.4647887323943662,0.0,0.6491228070175439,0.7466666666666667,0.7101449275362319,0.08,0.7105263157894737,0.7567567567567568,18,6,38.0,79.0,80.0,0.225,0.1578947368421052,0.0,17,,67.0,3.941176470588236,0.0,67.39999999999998,3.96470588235294,17.0,5.4,0.6,1.9,-1.2,0.1289161727349703,0.605,0.404,0.233,1.3,3.7,W (+12),W (+12)
30.0,,2022-12-21,22-047,PHI,DET,,0.0,0.0,0.0,,,,,,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,37,58,20,59,11,47,50,1,33,37,56,49,2,54,56,56.0,77.0,37.0,78.0,16.0,58.0,66.0,17.0,1.0,2.0,71.0,1.0,57.0,75.0,69.0,25.0,76.0,74.0,0.6607142857142857,0.7532467532467533,0.5405405405405406,0.7564102564102564,0.6875,0.8103448275862069,0.7575757575757576,0.0,1.0,0.0,0.4647887323943662,0.0,0.6491228070175439,0.7466666666666667,0.7101449275362319,0.08,0.7105263157894737,0.7567567567567568,18,6,38.0,79.0,80.0,0.225,0.1578947368421052,0.0,17,,89.0,5.235294117647059,0.0,91.6,5.388235294117647,17.0,5.4,0.6,1.9,-1.2,0.1289161727349703,0.605,0.404,0.233,1.3,3.7,W (+3),W (+3)
31.0,,2022-12-23,22-049,PHI,LAC,,0.0,0.0,0.0,,,,,,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,37,58,20,59,11,47,50,1,33,37,56,49,2,54,56,56.0,77.0,37.0,78.0,16.0,58.0,66.0,17.0,1.0,2.0,71.0,1.0,57.0,75.0,69.0,25.0,76.0,74.0,0.6607142857142857,0.7532467532467533,0.5405405405405406,0.7564102564102564,0.6875,0.8103448275862069,0.7575757575757576,0.0,1.0,0.0,0.4647887323943662,0.0,0.6491228070175439,0.7466666666666667,0.7101449275362319,0.08,0.7105263157894737,0.7567567567567568,18,6,38.0,79.0,80.0,0.225,0.1578947368421052,0.0,17,,92.0,5.411764705882353,0.0,102.29999999999995,6.017647058823527,17.0,5.4,0.6,1.9,-1.2,0.1289161727349703,0.605,0.404,0.233,1.3,3.7,W (+20),W (+20)
32.0,,2022-12-25,22-051,PHI,NYK,,0.0,0.0,0.0,,,,,,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,37,58,20,59,11,47,50,1,33,37,56,49,2,54,56,56.0,77.0,37.0,78.0,16.0,58.0,66.0,17.0,1.0,2.0,71.0,1.0,57.0,75.0,69.0,25.0,76.0,74.0,0.6607142857142857,0.7532467532467533,0.5405405405405406,0.7564102564102564,0.6875,0.8103448275862069,0.7575757575757576,0.0,1.0,0.0,0.4647887323943662,0.0,0.6491228070175439,0.7466666666666667,0.7101449275362319,0.08,0.7105263157894737,0.7567567567567568,18,6,38.0,79.0,80.0,0.225,0.1578947368421052,0.0,17,,82.0,4.823529411764706,0.0,99.0,5.823529411764706,17.0,5.4,0.6,1.9,-1.2,0.1289161727349703,0.605,0.404,0.233,1.3,3.7,W (+5),W (+5)
33.0,,2022-12-27,22-053,PHI,WAS,,0.0,0.0,0.0,,,,,,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,37,58,20,59,11,47,50,1,33,37,56,49,2,54,56,56.0,77.0,37.0,78.0,16.0,58.0,66.0,17.0,1.0,2.0,71.0,1.0,57.0,75.0,69.0,25.0,76.0,74.0,0.6607142857142857,0.7532467532467533,0.5405405405405406,0.7564102564102564,0.6875,0.8103448275862069,0.7575757575757576,0.0,1.0,0.0,0.4647887323943662,0.0,0.6491228070175439,0.7466666666666667,0.7101449275362319,0.08,0.7105263157894737,0.7567567567567568,18,6,38.0,79.0,80.0,0.225,0.1578947368421052,0.0,17,,66.0,3.882352941176471,0.0,83.3,4.9,17.0,5.4,0.6,1.9,-1.2,0.1289161727349703,0.605,0.404,0.233,1.3,3.7,W (+7),W (+7)
34.0,16.0,2022-12-30,22-056,PHI,NOP,0.0,18.7,4.0,10.0,0.4,1.0,3.0,0.333,0.0,0.0,,0.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,9.0,3.2,-18.0,7.0,3.0,0.4285714285714285,37,58,20,59,11,47,50,1,33,37,56,49,2,54,56,56.0,77.0,37.0,78.0,16.0,58.0,66.0,17.0,1.0,2.0,71.0,1.0,57.0,75.0,69.0,25.0,76.0,74.0,0.6607142857142857,0.7532467532467533,0.5405405405405406,0.7564102564102564,0.6875,0.8103448275862069,0.7575757575757576,0.0,1.0,0.0,0.4647887323943662,0.0,0.6491228070175439,0.7466666666666667,0.7101449275362319,0.08,0.7105263157894737,0.7567567567567568,18,6,38.0,79.0,80.0,0.225,0.1578947368421052,0.0,17,0.0,82.0,4.823529411764706,3.2,82.9,4.876470588235295,17.0,5.4,0.6,1.9,-1.2,0.1289161727349703,0.605,0.404,0.233,1.3,3.7,L (-5),L (-5)
35.0,,2022-12-31,22-057,PHI,OKC,,0.0,0.0,0.0,,,,,,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,37,58,20,59,11,47,50,1,33,37,56,49,2,54,56,56.0,77.0,37.0,78.0,16.0,58.0,66.0,17.0,1.0,2.0,71.0,1.0,57.0,75.0,69.0,25.0,76.0,74.0,0.6607142857142857,0.7532467532467533,0.5405405405405406,0.7564102564102564,0.6875,0.8103448275862069,0.7575757575757576,0.0,1.0,0.0,0.4647887323943662,0.0,0.6491228070175439,0.7466666666666667,0.7101449275362319,0.08,0.7105263157894737,0.7567567567567568,18,6,38.0,79.0,80.0,0.225,0.1578947368421052,0.0,17,,95.0,5.588235294117647,0.0,93.7,5.511764705882353,17.0,5.4,0.6,1.9,-1.2,0.1289161727349703,0.605,0.404,0.233,1.3,3.7,L (-11),L (-11)
36.0,17.0,2023-01-02,22-059,PHI,NOP,0.0,26.716666666666665,5.0,14.0,0.357,1.0,5.0,0.2,1.0,2.0,0.5,0.0,1.0,1.0,2.0,0.0,0.0,3.0,2.0,12.0,1.7,2.0,9.0,4.0,0.4444444444444444,37,58,20,59,11,47,50,1,33,37,56,49,2,54,56,56.0,77.0,37.0,78.0,16.0,58.0,66.0,17.0,1.0,2.0,71.0,1.0,57.0,75.0,69.0,25.0,76.0,74.0,0.6607142857142857,0.7532467532467533,0.5405405405405406,0.7564102564102564,0.6875,0.8103448275862069,0.7575757575757576,0.0,1.0,0.0,0.4647887323943662,0.0,0.6491228070175439,0.7466666666666667,0.7101449275362319,0.08,0.7105263157894737,0.7567567567567568,18,6,38.0,79.0,80.0,0.225,0.1578947368421052,0.0,17,-4.0,96.0,5.647058823529412,1.3000000000000025,96.70000000000002,5.688235294117648,17.0,5.4,0.6,1.9,-1.2,0.1289161727349703,0.605,0.404,0.233,1.3,3.7,W (+19),W (+19)
37.0,18.0,2023-01-04,22-061,PHI,IND,1.0,36.6,6.0,16.0,0.375,1.0,4.0,0.25,4.0,4.0,1.0,1.0,4.0,5.0,6.0,1.0,0.0,0.0,3.0,17.0,14.1,5.0,12.0,5.0,0.4166666666666667,37,58,20,59,11,47,50,1,33,37,56,49,2,54,56,56.0,77.0,37.0,78.0,16.0,58.0,66.0,17.0,1.0,2.0,71.0,1.0,57.0,75.0,69.0,25.0,76.0,74.0,0.6607142857142857,0.7532467532467533,0.5405405405405406,0.7564102564102564,0.6875,0.8103448275862069,0.7575757575757576,0.0,1.0,0.0,0.4647887323943662,0.0,0.6491228070175439,0.7466666666666667,0.7101449275362319,0.08,0.7105263157894737,0.7567567567567568,18,6,38.0,79.0,80.0,0.225,0.1578947368421052,0.0,17,9.0,85.0,5.0,12.499999999999996,91.9,5.405882352941177,17.0,5.4,0.6,1.9,-1.2,0.1289161727349703,0.605,0.404,0.233,1.3,3.7,W (+9),W (+9)
38.0,19.0,2023-01-06,22-063,PHI,CHI,1.0,36.56666666666667,8.0,15.0,0.533,5.0,7.0,0.714,5.0,6.0,0.833,0.0,3.0,3.0,6.0,1.0,0.0,1.0,1.0,26.0,23.0,1.0,8.0,3.0,0.375,37,58,20,59,11,47,50,1,33,37,56,49,2,54,56,56.0,77.0,37.0,78.0,16.0,58.0,66.0,17.0,1.0,2.0,71.0,1.0,57.0,75.0,69.0,25.0,76.0,74.0,0.6607142857142857,0.7532467532467533,0.5405405405405406,0.7564102564102564,0.6875,0.8103448275862069,0.7575757575757576,0.0,1.0,0.0,0.4647887323943662,0.0,0.6491228070175439,0.7466666666666667,0.7101449275362319,0.08,0.7105263157894737,0.7567567567567568,18,6,38.0,79.0,80.0,0.225,0.1578947368421052,0.0,17,14.0,67.0,3.941176470588236,21.0,75.29999999999998,4.429411764705882,17.0,5.4,0.6,1.9,-1.2,0.1289161727349703,0.605,0.404,0.233,1.3,3.7,W (+3),W (+3)
39.0,20.0,2023-01-08,22-065,PHI,DET,1.0,33.15,8.0,18.0,0.444,2.0,9.0,0.222,5.0,6.0,0.833,0.0,0.0,0.0,2.0,1.0,0.0,1.0,1.0,23.0,14.2,19.0,9.0,6.0,0.6666666666666666,37,58,20,59,11,47,50,1,33,37,56,49,2,54,56,56.0,77.0,37.0,78.0,16.0,58.0,66.0,17.0,1.0,2.0,71.0,1.0,57.0,75.0,69.0,25.0,76.0,74.0,0.6607142857142857,0.7532467532467533,0.5405405405405406,0.7564102564102564,0.6875,0.8103448275862069,0.7575757575757576,0.0,1.0,0.0,0.4647887323943662,0.0,0.6491228070175439,0.7466666666666667,0.7101449275362319,0.08,0.7105263157894737,0.7567567567567568,18,6,38.0,79.0,80.0,0.225,0.1578947368421052,0.0,17,1.0,93.0,5.470588235294118,12.199999999999998,89.9,5.288235294117648,17.0,5.4,0.6,1.9,-1.2,0.1289161727349703,0.605,0.404,0.233,1.3,3.7,L (-14),L (-14)
40.0,21.0,2023-01-10,22-067,PHI,DET,1.0,23.25,6.0,11.0,0.545,1.0,4.0,0.25,3.0,3.0,1.0,0.0,1.0,1.0,2.0,1.0,0.0,1.0,3.0,16.0,11.2,31.0,7.0,5.0,0.7142857142857143,37,58,20,59,11,47,50,1,33,37,56,49,2,54,56,56.0,77.0,37.0,78.0,16.0,58.0,66.0,17.0,1.0,2.0,71.0,1.0,57.0,75.0,69.0,25.0,76.0,74.0,0.6607142857142857,0.7532467532467533,0.5405405405405406,0.7564102564102564,0.6875,0.8103448275862069,0.7575757575757576,0.0,1.0,0.0,0.4647887323943662,0.0,0.6491228070175439,0.7466666666666667,0.7101449275362319,0.08,0.7105263157894737,0.7567567567567568,18,6,38.0,79.0,80.0,0.225,0.1578947368421052,0.0,17,5.0,122.0,7.176470588235294,10.0,120.5,7.088235294117647,17.0,5.4,0.6,1.9,-1.2,0.1289161727349703,0.605,0.404,0.233,1.3,3.7,W (+12),W (+12)
41.0,22.0,2023-01-12,22-069,PHI,OKC,1.0,33.11666666666667,6.0,13.0,0.462,0.0,4.0,0.0,5.0,5.0,1.0,1.0,1.0,2.0,6.0,2.0,0.0,3.0,4.0,17.0,12.9,-4.0,9.0,6.0,0.6666666666666666,37,58,20,59,11,47,50,1,33,37,56,49,2,54,56,56.0,77.0,37.0,78.0,16.0,58.0,66.0,17.0,1.0,2.0,71.0,1.0,57.0,75.0,69.0,25.0,76.0,74.0,0.6607142857142857,0.7532467532467533,0.5405405405405406,0.7564102564102564,0.6875,0.8103448275862069,0.7575757575757576,0.0,1.0,0.0,0.4647887323943662,0.0,0.6491228070175439,0.7466666666666667,0.7101449275362319,0.08,0.7105263157894737,0.7567567567567568,18,6,38.0,79.0,80.0,0.225,0.1578947368421052,0.0,17,6.0,70.0,4.117647058823529,10.9,68.6,4.035294117647059,17.0,5.4,0.6,1.9,-1.2,0.1289161727349703,0.605,0.404,0.233,1.3,3.7,W (+31),W (+31)
42.0,23.0,2023-01-14,22-071,PHI,UTA,1.0,38.13333333333333,7.0,20.0,0.35,5.0,11.0,0.455,2.0,2.0,1.0,1.0,2.0,3.0,1.0,0.0,0.0,1.0,2.0,21.0,10.0,6.0,9.0,2.0,0.2222222222222222,37,58,20,59,11,47,50,1,33,37,56,49,2,54,56,56.0,77.0,37.0,78.0,16.0,58.0,66.0,17.0,1.0,2.0,71.0,1.0,57.0,75.0,69.0,25.0,76.0,74.0,0.6607142857142857,0.7532467532467533,0.5405405405405406,0.7564102564102564,0.6875,0.8103448275862069,0.7575757575757576,0.0,1.0,0.0,0.4647887323943662,0.0,0.6491228070175439,0.7466666666666667,0.7101449275362319,0.08,0.7105263157894737,0.7567567567567568,18,6,38.0,79.0,80.0,0.225,0.1578947368421052,0.0,17,2.0,74.0,4.352941176470588,9.2,83.39999999999999,4.905882352941176,17.0,5.4,0.6,1.9,-1.2,0.1289161727349703,0.605,0.404,0.233,1.3,3.7,,
43.0,24.0,2023-01-15,22-072,PHI,LAL,0.0,32.61666666666667,6.0,13.0,0.462,1.0,5.0,0.2,3.0,4.0,0.75,1.0,4.0,5.0,1.0,0.0,0.0,1.0,1.0,16.0,10.1,2.0,8.0,5.0,0.625,37,58,20,59,11,47,50,1,33,37,56,49,2,54,56,56.0,77.0,37.0,78.0,16.0,58.0,66.0,17.0,1.0,2.0,71.0,1.0,57.0,75.0,69.0,25.0,76.0,74.0,0.6607142857142857,0.7532467532467533,0.5405405405405406,0.7564102564102564,0.6875,0.8103448275862069,0.7575757575757576,0.0,1.0,0.0,0.4647887323943662,0.0,0.6491228070175439,0.7466666666666667,0.7101449275362319,0.08,0.7105263157894737,0.7567567567567568,18,6,38.0,79.0,80.0,0.225,0.1578947368421052,0.0,17,4.0,77.0,4.529411764705882,8.899999999999997,78.19999999999999,4.6,17.0,5.4,0.6,1.9,-1.2,0.1289161727349703,0.605,0.404,0.233,1.3,3.7,L (-19),L (-19)
44.0,25.0,2023-01-17,22-074,PHI,LAC,0.0,27.78333333333333,7.0,12.0,0.583,3.0,5.0,0.6,5.0,5.0,1.0,0.0,2.0,2.0,2.0,1.0,0.0,1.0,2.0,22.0,17.6,23.0,7.0,4.0,0.5714285714285714,37,58,20,59,11,47,50,1,33,37,56,49,2,54,56,56.0,77.0,37.0,78.0,16.0,58.0,66.0,17.0,1.0,2.0,71.0,1.0,57.0,75.0,69.0,25.0,76.0,74.0,0.6607142857142857,0.7532467532467533,0.5405405405405406,0.7564102564102564,0.6875,0.8103448275862069,0.7575757575757576,0.0,1.0,0.0,0.4647887323943662,0.0,0.6491228070175439,0.7466666666666667,0.7101449275362319,0.08,0.7105263157894737,0.7567567567567568,18,6,38.0,79.0,80.0,0.225,0.1578947368421052,0.0,17,9.0,71.0,4.176470588235294,15.6,85.5,5.029411764705882,17.0,5.4,0.6,1.9,-1.2,0.1289161727349703,0.605,0.404,0.233,1.3,3.7,W (+1),W (+1)
45.0,26.0,2023-01-19,22-076,PHI,POR,0.0,28.566666666666663,7.0,12.0,0.583,1.0,4.0,0.25,0.0,0.0,,0.0,2.0,2.0,2.0,1.0,0.0,0.0,0.0,15.0,12.4,-4.0,8.0,6.0,0.75,37,58,20,59,11,47,50,1,33,37,56,49,2,54,56,56.0,77.0,37.0,78.0,16.0,58.0,66.0,17.0,1.0,2.0,71.0,1.0,57.0,75.0,69.0,25.0,76.0,74.0,0.6607142857142857,0.7532467532467533,0.5405405405405406,0.7564102564102564,0.6875,0.8103448275862069,0.7575757575757576,0.0,1.0,0.0,0.4647887323943662,0.0,0.6491228070175439,0.7466666666666667,0.7101449275362319,0.08,0.7105263157894737,0.7567567567567568,18,6,38.0,79.0,80.0,0.225,0.1578947368421052,0.0,17,8.0,88.0,5.176470588235294,12.400000000000002,87.6,5.152941176470588,17.0,5.4,0.6,1.9,-1.2,0.1289161727349703,0.605,0.404,0.233,1.3,3.7,W (+1),W (+1)
46.0,27.0,2023-01-21,22-078,PHI,SAC,1.0,41.28333333333333,12.0,29.0,0.414,2.0,8.0,0.25,6.0,6.0,1.0,0.0,3.0,3.0,6.0,0.0,0.0,2.0,2.0,32.0,18.8,-4.0,21.0,10.0,0.4761904761904761,37,58,20,59,11,47,50,1,33,37,56,49,2,54,56,56.0,77.0,37.0,78.0,16.0,58.0,66.0,17.0,1.0,2.0,71.0,1.0,57.0,75.0,69.0,25.0,76.0,74.0,0.6607142857142857,0.7532467532467533,0.5405405405405406,0.7564102564102564,0.6875,0.8103448275862069,0.7575757575757576,0.0,1.0,0.0,0.4647887323943662,0.0,0.6491228070175439,0.7466666666666667,0.7101449275362319,0.08,0.7105263157894737,0.7567567567567568,18,6,38.0,79.0,80.0,0.225,0.1578947368421052,0.0,17,4.0,83.0,4.882352941176471,16.399999999999995,89.89999999999998,5.288235294117646,17.0,5.4,0.6,1.9,-1.2,0.1289161727349703,0.605,0.404,0.233,1.3,3.7,W (+10),W (+10)
47.0,28.0,2023-01-25,22-082,PHI,BRK,0.0,30.166666666666668,8.0,14.0,0.571,6.0,9.0,0.667,5.0,5.0,1.0,0.0,3.0,3.0,5.0,2.0,0.0,0.0,1.0,27.0,26.4,-6.0,5.0,2.0,0.4,37,58,20,59,11,47,50,1,33,37,56,49,2,54,56,56.0,77.0,37.0,78.0,16.0,58.0,66.0,17.0,1.0,2.0,71.0,1.0,57.0,75.0,69.0,25.0,76.0,74.0,0.6607142857142857,0.7532467532467533,0.5405405405405406,0.7564102564102564,0.6875,0.8103448275862069,0.7575757575757576,0.0,1.0,0.0,0.4647887323943662,0.0,0.6491228070175439,0.7466666666666667,0.7101449275362319,0.08,0.7105263157894737,0.7567567567567568,18,6,38.0,79.0,80.0,0.225,0.1578947368421052,0.0,17,18.0,69.0,4.0588235294117645,24.4,79.00000000000001,4.647058823529413,17.0,5.4,0.6,1.9,-1.2,0.1289161727349703,0.605,0.404,0.233,1.3,3.7,W (+10),W (+10)
48.0,29.0,2023-01-28,22-085,PHI,DEN,0.0,30.516666666666666,4.0,11.0,0.364,2.0,5.0,0.4,3.0,6.0,0.5,0.0,3.0,3.0,6.0,0.0,0.0,2.0,1.0,13.0,8.4,14.0,6.0,2.0,0.3333333333333333,37,58,20,59,11,47,50,1,33,37,56,49,2,54,56,56.0,77.0,37.0,78.0,16.0,58.0,66.0,17.0,1.0,2.0,71.0,1.0,57.0,75.0,69.0,25.0,76.0,74.0,0.6607142857142857,0.7532467532467533,0.5405405405405406,0.7564102564102564,0.6875,0.8103448275862069,0.7575757575757576,0.0,1.0,0.0,0.4647887323943662,0.0,0.6491228070175439,0.7466666666666667,0.7101449275362319,0.08,0.7105263157894737,0.7567567567567568,18,6,38.0,79.0,80.0,0.225,0.1578947368421052,0.0,17,3.0,88.0,5.176470588235294,7.199999999999999,98.3,5.782352941176471,17.0,5.4,0.6,1.9,-1.2,0.1289161727349703,0.605,0.404,0.233,1.3,3.7,W (+2),W (+2)
49.0,30.0,2023-01-30,22-087,PHI,ORL,0.0,27.73333333333333,4.0,9.0,0.444,0.0,4.0,0.0,0.0,0.0,,0.0,1.0,1.0,2.0,0.0,0.0,1.0,4.0,8.0,2.4,-17.0,5.0,4.0,0.8,37,58,20,59,11,47,50,1,33,37,56,49,2,54,56,56.0,77.0,37.0,78.0,16.0,58.0,66.0,17.0,1.0,2.0,71.0,1.0,57.0,75.0,69.0,25.0,76.0,74.0,0.6607142857142857,0.7532467532467533,0.5405405405405406,0.7564102564102564,0.6875,0.8103448275862069,0.7575757575757576,0.0,1.0,0.0,0.4647887323943662,0.0,0.6491228070175439,0.7466666666666667,0.7101449275362319,0.08,0.7105263157894737,0.7567567567567568,18,6,38.0,79.0,80.0,0.225,0.1578947368421052,0.0,17,1.0,71.0,4.176470588235294,2.400000000000001,70.5,4.147058823529412,17.0,5.4,0.6,1.9,-1.2,0.1289161727349703,0.605,0.404,0.233,1.3,3.7,W (+4),W (+4)
50.0,31.0,2023-02-01,22-089,PHI,ORL,0.0,31.45,2.0,11.0,0.182,1.0,5.0,0.2,5.0,6.0,0.833,0.0,1.0,1.0,2.0,1.0,0.0,1.0,2.0,10.0,3.6,9.0,6.0,1.0,0.1666666666666666,37,58,20,59,11,47,50,1,33,37,56,49,2,54,56,56.0,77.0,37.0,78.0,16.0,58.0,66.0,17.0,1.0,2.0,71.0,1.0,57.0,75.0,69.0,25.0,76.0,74.0,0.6607142857142857,0.7532467532467533,0.5405405405405406,0.7564102564102564,0.6875,0.8103448275862069,0.7575757575757576,0.0,1.0,0.0,0.4647887323943662,0.0,0.6491228070175439,0.7466666666666667,0.7101449275362319,0.08,0.7105263157894737,0.7567567567567568,18,6,38.0,79.0,80.0,0.225,0.1578947368421052,0.0,17,-4.0,80.0,4.705882352941177,1.6000000000000023,85.5,5.029411764705882,17.0,5.4,0.6,1.9,-1.2,0.1289161727349703,0.605,0.404,0.233,1.3,3.7,W (+7),W (+7)
51.0,32.0,2023-02-03,22-091,PHI,SAS,0.0,27.366666666666667,8.0,15.0,0.533,3.0,4.0,0.75,6.0,7.0,0.857,2.0,1.0,3.0,4.0,1.0,1.0,0.0,0.0,25.0,23.5,5.0,11.0,5.0,0.4545454545454545,37,58,20,59,11,47,50,1,33,37,56,49,2,54,56,56.0,77.0,37.0,78.0,16.0,58.0,66.0,17.0,1.0,2.0,71.0,1.0,57.0,75.0,69.0,25.0,76.0,74.0,0.6607142857142857,0.7532467532467533,0.5405405405405406,0.7564102564102564,0.6875,0.8103448275862069,0.7575757575757576,0.0,1.0,0.0,0.4647887323943662,0.0,0.6491228070175439,0.7466666666666667,0.7101449275362319,0.08,0.7105263157894737,0.7567567567567568,18,6,38.0,79.0,80.0,0.225,0.1578947368421052,0.0,17,12.0,75.0,4.411764705882353,21.1,83.59999999999998,4.917647058823528,17.0,5.4,0.6,1.9,-1.2,0.1289161727349703,0.605,0.404,0.233,1.3,3.7,L (-10),L (-10)
52.0,33.0,2023-02-05,22-093,PHI,NYK,0.0,23.966666666666665,4.0,8.0,0.5,0.0,1.0,0.0,4.0,5.0,0.8,0.0,1.0,1.0,0.0,0.0,0.0,0.0,3.0,12.0,6.7,-23.0,7.0,4.0,0.5714285714285714,37,58,20,59,11,47,50,1,33,37,56,49,2,54,56,56.0,77.0,37.0,78.0,16.0,58.0,66.0,17.0,1.0,2.0,71.0,1.0,57.0,75.0,69.0,25.0,76.0,74.0,0.6607142857142857,0.7532467532467533,0.5405405405405406,0.7564102564102564,0.6875,0.8103448275862069,0.7575757575757576,0.0,1.0,0.0,0.4647887323943662,0.0,0.6491228070175439,0.7466666666666667,0.7101449275362319,0.08,0.7105263157894737,0.7567567567567568,18,6,38.0,79.0,80.0,0.225,0.1578947368421052,0.0,17,0.0,56.0,3.294117647058824,5.1000000000000005,62.3,3.664705882352941,17.0,5.4,0.6,1.9,-1.2,0.1289161727349703,0.605,0.404,0.233,1.3,3.7,W (+11),W (+11)
