Rk,G,Date,Age,Tm,Opp,GS,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,GmSc,+/-,2PA,2P,2P%,Shared Games with Brandon Boston Jr.,Shared Games with Ivica Zubac,Shared Games with Jason Preston,Shared Games with John Wall,Shared Games with Kawhi Leonard,Shared Games with Luke Kennard,Shared Games with Marcus Morris,Shared Games with Moses Brown,Shared Games with Moussa Diabaté,Shared Games with Nicolas Batum,Shared Games with Norman Powell,Shared Games with Paul George,Shared Games with Reggie Jackson,Shared Games with Robert Covington,Shared Games with Terance Mann,Brandon Boston Jr.,Ivica Zubac,Jason Preston,John Wall,Kawhi Leonard,Luke Kennard,Marcus Morris,Moses Brown,Moussa Diabaté,Nicolas Batum,Norman Powell,Paul George,Reggie Jackson,Robert Covington,Terance Mann,Xavier Moon,co_inf with Brandon Boston Jr.,co_inf with Ivica Zubac,co_inf with Jason Preston,co_inf with John Wall,co_inf with Kawhi Leonard,co_inf with Luke Kennard,co_inf with Marcus Morris,co_inf with Moses Brown,co_inf with Moussa Diabaté,co_inf with Nicolas Batum,co_inf with Norman Powell,co_inf with Paul George,co_inf with Reggie Jackson,co_inf with Robert Covington,co_inf with Terance Mann,co_inf with Xavier Moon,Shared Games with Mason Plumlee,Shared Games with Bones Hyland,Shared Games with Eric Gordon,Shared Games with Russell Westbrook,Bones Hyland,Eric Gordon,Justin Holiday,Mason Plumlee,Russell Westbrook,co_inf with Mason Plumlee,co_inf with Bones Hyland,co_inf with Eric Gordon,co_inf with Justin Holiday,co_inf with Russell Westbrook,Total Shared Players,CO_EFF,EFF,avg_EFF,CO_HGS,HGS,avg_HGS,PER,WS,BPM,OBPM,DBPM,Co_Points_Share,TS%,3PAr,FTr,VORP,OWS,New Column,Result
51.0,37.0,2023-01-26,25-223,LAC,SAS,0,7.116666666666666,0.0,1.0,.000,0.0,0.0,,0,0.0,,0.0,1.0,1.0,1.0,0.0,1.0,1.0,2.0,0.0,-0.8,+6,1.0,0.0,0.0,20,45,14,24,25,22,39,28,19,47,37,30,34,33,50,22.0,76.0,14.0,34.0,52.0,59.0,65.0,36.0,22.0,78.0,60.0,56.0,68.0,48.0,81.0,4.0,0.9090909090909092,0.5921052631578947,1.0,0.7058823529411765,0.4807692307692308,0.3728813559322034,0.6,0.7777777777777778,0.8636363636363636,0.6025641025641025,0.6166666666666667,0.5357142857142857,0.5,0.6875,0.6172839506172839,0.0,11,6,10,10,56.0,69.0,46.0,79.0,73.0,0.1392405063291139,0.1071428571428571,0.144927536231884,0.0,0.136986301369863,19,1.0,110.0,5.789473684210527,-0.8,138.7,7.3,7.0,0.4,-5.0,-4.3,-0.7,0.0184668241357096,0.498,0.276,0.434,-0.5,0.1,W (+14),W (+14)
52.0,,2023-01-28,25-225,LAC,ATL,Did Not Play,0.0,0.0,0.0,Did Not Play,,,Did Not Play,Did Not Play,0.0,Did Not Play,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Did Not Play,Did Not Play,,,,20,45,14,24,25,22,39,28,19,47,37,30,34,33,50,22.0,76.0,14.0,34.0,52.0,59.0,65.0,36.0,22.0,78.0,60.0,56.0,68.0,48.0,81.0,4.0,0.9090909090909092,0.5921052631578947,1.0,0.7058823529411765,0.4807692307692308,0.3728813559322034,0.6,0.7777777777777778,0.8636363636363636,0.6025641025641025,0.6166666666666667,0.5357142857142857,0.5,0.6875,0.6172839506172839,0.0,11,6,10,10,56.0,69.0,46.0,79.0,73.0,0.1392405063291139,0.1071428571428571,0.144927536231884,0.0,0.136986301369863,19,,113.0,5.947368421052632,0.0,126.09999999999997,6.636842105263156,7.0,0.4,-5.0,-4.3,-0.7,0.0184668241357096,0.498,0.276,0.434,-0.5,0.1,W (+18),W (+18)
53.0,38.0,2023-01-29,25-226,LAC,CLE,1,37.86666666666667,5.0,13.0,.385,0.0,2.0,.000,8,9.0,.889,0.0,4.0,4.0,2.0,1.0,0.0,0.0,6.0,18.0,11.7,-21,11.0,5.0,0.4545454545454545,20,45,14,24,25,22,39,28,19,47,37,30,34,33,50,22.0,76.0,14.0,34.0,52.0,59.0,65.0,36.0,22.0,78.0,60.0,56.0,68.0,48.0,81.0,4.0,0.9090909090909092,0.5921052631578947,1.0,0.7058823529411765,0.4807692307692308,0.3728813559322034,0.6,0.7777777777777778,0.8636363636363636,0.6025641025641025,0.6166666666666667,0.5357142857142857,0.5,0.6875,0.6172839506172839,0.0,11,6,10,10,56.0,69.0,46.0,79.0,73.0,0.1392405063291139,0.1071428571428571,0.144927536231884,0.0,0.136986301369863,19,3.0,33.0,1.736842105263158,8.499999999999998,53.000000000000014,2.789473684210527,7.0,0.4,-5.0,-4.3,-0.7,0.0184668241357096,0.498,0.276,0.434,-0.5,0.1,W (+38),W (+38)
54.0,,2023-01-31,25-228,LAC,CHI,Did Not Play,0.0,0.0,0.0,Did Not Play,,,Did Not Play,Did Not Play,0.0,Did Not Play,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Did Not Play,Did Not Play,,,,20,45,14,24,25,22,39,28,19,47,37,30,34,33,50,22.0,76.0,14.0,34.0,52.0,59.0,65.0,36.0,22.0,78.0,60.0,56.0,68.0,48.0,81.0,4.0,0.9090909090909092,0.5921052631578947,1.0,0.7058823529411765,0.4807692307692308,0.3728813559322034,0.6,0.7777777777777778,0.8636363636363636,0.6025641025641025,0.6166666666666667,0.5357142857142857,0.5,0.6875,0.6172839506172839,0.0,11,6,10,10,56.0,69.0,46.0,79.0,73.0,0.1392405063291139,0.1071428571428571,0.144927536231884,0.0,0.136986301369863,19,,92.0,4.842105263157895,0.0,123.7,6.510526315789474,7.0,0.4,-5.0,-4.3,-0.7,0.0184668241357096,0.498,0.276,0.434,-0.5,0.1,W (+7),W (+7)
55.0,,2023-02-02,25-230,LAC,MIL,Did Not Play,0.0,0.0,0.0,Did Not Play,,,Did Not Play,Did Not Play,0.0,Did Not Play,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Did Not Play,Did Not Play,,,,20,45,14,24,25,22,39,28,19,47,37,30,34,33,50,22.0,76.0,14.0,34.0,52.0,59.0,65.0,36.0,22.0,78.0,60.0,56.0,68.0,48.0,81.0,4.0,0.9090909090909092,0.5921052631578947,1.0,0.7058823529411765,0.4807692307692308,0.3728813559322034,0.6,0.7777777777777778,0.8636363636363636,0.6025641025641025,0.6166666666666667,0.5357142857142857,0.5,0.6875,0.6172839506172839,0.0,11,6,10,10,56.0,69.0,46.0,79.0,73.0,0.1392405063291139,0.1071428571428571,0.144927536231884,0.0,0.136986301369863,19,,82.0,4.315789473684211,0.0,100.20000000000002,5.273684210526317,7.0,0.4,-5.0,-4.3,-0.7,0.0184668241357096,0.498,0.276,0.434,-0.5,0.1,L (-23),L (-23)
56.0,,2023-02-04,25-232,LAC,NYK,Did Not Play,0.0,0.0,0.0,Did Not Play,,,Did Not Play,Did Not Play,0.0,Did Not Play,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Did Not Play,Did Not Play,,,,20,45,14,24,25,22,39,28,19,47,37,30,34,33,50,22.0,76.0,14.0,34.0,52.0,59.0,65.0,36.0,22.0,78.0,60.0,56.0,68.0,48.0,81.0,4.0,0.9090909090909092,0.5921052631578947,1.0,0.7058823529411765,0.4807692307692308,0.3728813559322034,0.6,0.7777777777777778,0.8636363636363636,0.6025641025641025,0.6166666666666667,0.5357142857142857,0.5,0.6875,0.6172839506172839,0.0,11,6,10,10,56.0,69.0,46.0,79.0,73.0,0.1392405063291139,0.1071428571428571,0.144927536231884,0.0,0.136986301369863,19,,81.0,4.2631578947368425,0.0,101.4,5.336842105263158,7.0,0.4,-5.0,-4.3,-0.7,0.0184668241357096,0.498,0.276,0.434,-0.5,0.1,W (+5),W (+5)
57.0,,2023-02-06,25-234,LAC,BRK,Did Not Play,0.0,0.0,0.0,Did Not Play,,,Did Not Play,Did Not Play,0.0,Did Not Play,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Did Not Play,Did Not Play,,,,20,45,14,24,25,22,39,28,19,47,37,30,34,33,50,22.0,76.0,14.0,34.0,52.0,59.0,65.0,36.0,22.0,78.0,60.0,56.0,68.0,48.0,81.0,4.0,0.9090909090909092,0.5921052631578947,1.0,0.7058823529411765,0.4807692307692308,0.3728813559322034,0.6,0.7777777777777778,0.8636363636363636,0.6025641025641025,0.6166666666666667,0.5357142857142857,0.5,0.6875,0.6172839506172839,0.0,11,6,10,10,56.0,69.0,46.0,79.0,73.0,0.1392405063291139,0.1071428571428571,0.144927536231884,0.0,0.136986301369863,19,,75.0,3.947368421052632,0.0,91.6,4.821052631578947,7.0,0.4,-5.0,-4.3,-0.7,0.0184668241357096,0.498,0.276,0.434,-0.5,0.1,L (-1),L (-1)
58.0,,2023-02-08,25-236,LAC,DAL,Did Not Play,0.0,0.0,0.0,Did Not Play,,,Did Not Play,Did Not Play,0.0,Did Not Play,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Did Not Play,Did Not Play,,,,20,45,14,24,25,22,39,28,19,47,37,30,34,33,50,22.0,76.0,14.0,34.0,52.0,59.0,65.0,36.0,22.0,78.0,60.0,56.0,68.0,48.0,81.0,4.0,0.9090909090909092,0.5921052631578947,1.0,0.7058823529411765,0.4807692307692308,0.3728813559322034,0.6,0.7777777777777778,0.8636363636363636,0.6025641025641025,0.6166666666666667,0.5357142857142857,0.5,0.6875,0.6172839506172839,0.0,11,6,10,10,56.0,69.0,46.0,79.0,73.0,0.1392405063291139,0.1071428571428571,0.144927536231884,0.0,0.136986301369863,19,,81.0,4.2631578947368425,0.0,98.6,5.189473684210526,7.0,0.4,-5.0,-4.3,-0.7,0.0184668241357096,0.498,0.276,0.434,-0.5,0.1,W (+6),W (+6)
59.0,39.0,2023-02-10,25-238,LAC,MIL,0,29.516666666666666,5.0,8.0,.625,0.0,1.0,.000,0,0.0,,0.0,3.0,3.0,1.0,0.0,0.0,1.0,0.0,10.0,7.0,-2,7.0,5.0,0.7142857142857143,20,45,14,24,25,22,39,28,19,47,37,30,34,33,50,22.0,76.0,14.0,34.0,52.0,59.0,65.0,36.0,22.0,78.0,60.0,56.0,68.0,48.0,81.0,4.0,0.9090909090909092,0.5921052631578947,1.0,0.7058823529411765,0.4807692307692308,0.3728813559322034,0.6,0.7777777777777778,0.8636363636363636,0.6025641025641025,0.6166666666666667,0.5357142857142857,0.5,0.6875,0.6172839506172839,0.0,11,6,10,10,56.0,69.0,46.0,79.0,73.0,0.1392405063291139,0.1071428571428571,0.144927536231884,0.0,0.136986301369863,19,5.0,78.0,4.105263157894737,7.0,89.0,4.684210526315789,7.0,0.4,-5.0,-4.3,-0.7,0.0184668241357096,0.498,0.276,0.434,-0.5,0.1,W (+8),W (+8)
60.0,40.0,2023-02-14,25-242,LAC,GSW,0,2.466666666666667,1.0,2.0,.500,0.0,1.0,.000,0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,0.0,-6,1.0,1.0,1.0,20,45,14,24,25,22,39,28,19,47,37,30,34,33,50,22.0,76.0,14.0,34.0,52.0,59.0,65.0,36.0,22.0,78.0,60.0,56.0,68.0,48.0,81.0,4.0,0.9090909090909092,0.5921052631578947,1.0,0.7058823529411765,0.4807692307692308,0.3728813559322034,0.6,0.7777777777777778,0.8636363636363636,0.6025641025641025,0.6166666666666667,0.5357142857142857,0.5,0.6875,0.6172839506172839,0.0,11,6,10,10,56.0,69.0,46.0,79.0,73.0,0.1392405063291139,0.1071428571428571,0.144927536231884,0.0,0.136986301369863,19,-1.0,116.0,6.105263157894737,0.0,114.8,6.042105263157895,7.0,0.4,-5.0,-4.3,-0.7,0.0184668241357096,0.498,0.276,0.434,-0.5,0.1,L (-6),L (-6)
61.0,,2023-02-16,25-244,LAC,PHO,Did Not Play,0.0,0.0,0.0,Did Not Play,,,Did Not Play,Did Not Play,0.0,Did Not Play,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Did Not Play,Did Not Play,,,,20,45,14,24,25,22,39,28,19,47,37,30,34,33,50,22.0,76.0,14.0,34.0,52.0,59.0,65.0,36.0,22.0,78.0,60.0,56.0,68.0,48.0,81.0,4.0,0.9090909090909092,0.5921052631578947,1.0,0.7058823529411765,0.4807692307692308,0.3728813559322034,0.6,0.7777777777777778,0.8636363636363636,0.6025641025641025,0.6166666666666667,0.5357142857142857,0.5,0.6875,0.6172839506172839,0.0,11,6,10,10,56.0,69.0,46.0,79.0,73.0,0.1392405063291139,0.1071428571428571,0.144927536231884,0.0,0.136986301369863,19,,84.0,4.421052631578948,0.0,90.8,4.778947368421052,7.0,0.4,-5.0,-4.3,-0.7,0.0184668241357096,0.498,0.276,0.434,-0.5,0.1,L (-13),L (-13)
62.0,,2023-02-24,25-252,LAC,SAC,Did Not Play,0.0,0.0,0.0,Did Not Play,,,Did Not Play,Did Not Play,0.0,Did Not Play,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Did Not Play,Did Not Play,,,,20,45,14,24,25,22,39,28,19,47,37,30,34,33,50,22.0,76.0,14.0,34.0,52.0,59.0,65.0,36.0,22.0,78.0,60.0,56.0,68.0,48.0,81.0,4.0,0.9090909090909092,0.5921052631578947,1.0,0.7058823529411765,0.4807692307692308,0.3728813559322034,0.6,0.7777777777777778,0.8636363636363636,0.6025641025641025,0.6166666666666667,0.5357142857142857,0.5,0.6875,0.6172839506172839,0.0,11,6,10,10,56.0,69.0,46.0,79.0,73.0,0.1392405063291139,0.1071428571428571,0.144927536231884,0.0,0.136986301369863,19,,90.0,4.7368421052631575,0.0,123.59999999999998,6.505263157894736,7.0,0.4,-5.0,-4.3,-0.7,0.0184668241357096,0.498,0.276,0.434,-0.5,0.1,W (+10),W (+10)
63.0,41.0,2023-02-26,25-254,LAC,DEN,0,1.05,0.0,0.0,,0.0,0.0,,0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,,20,45,14,24,25,22,39,28,19,47,37,30,34,33,50,22.0,76.0,14.0,34.0,52.0,59.0,65.0,36.0,22.0,78.0,60.0,56.0,68.0,48.0,81.0,4.0,0.9090909090909092,0.5921052631578947,1.0,0.7058823529411765,0.4807692307692308,0.3728813559322034,0.6,0.7777777777777778,0.8636363636363636,0.6025641025641025,0.6166666666666667,0.5357142857142857,0.5,0.6875,0.6172839506172839,0.0,11,6,10,10,56.0,69.0,46.0,79.0,73.0,0.1392405063291139,0.1071428571428571,0.144927536231884,0.0,0.136986301369863,19,0.0,69.0,3.631578947368421,0.0,87.69999999999999,4.6157894736842096,7.0,0.4,-5.0,-4.3,-0.7,0.0184668241357096,0.498,0.276,0.434,-0.5,0.1,,
64.0,,2023-02-28,25-256,LAC,MIN,Did Not Play,0.0,0.0,0.0,Did Not Play,,,Did Not Play,Did Not Play,0.0,Did Not Play,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Did Not Play,Did Not Play,,,,20,45,14,24,25,22,39,28,19,47,37,30,34,33,50,22.0,76.0,14.0,34.0,52.0,59.0,65.0,36.0,22.0,78.0,60.0,56.0,68.0,48.0,81.0,4.0,0.9090909090909092,0.5921052631578947,1.0,0.7058823529411765,0.4807692307692308,0.3728813559322034,0.6,0.7777777777777778,0.8636363636363636,0.6025641025641025,0.6166666666666667,0.5357142857142857,0.5,0.6875,0.6172839506172839,0.0,11,6,10,10,56.0,69.0,46.0,79.0,73.0,0.1392405063291139,0.1071428571428571,0.144927536231884,0.0,0.136986301369863,19,,80.0,4.2105263157894735,0.0,98.5,5.184210526315789,7.0,0.4,-5.0,-4.3,-0.7,0.0184668241357096,0.498,0.276,0.434,-0.5,0.1,W (+9),W (+9)
65.0,42.0,2023-03-02,25-258,LAC,GSW,0,7.466666666666667,1.0,2.0,.500,0.0,0.0,,0,0.0,,1.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,2.0,1.0,-3,2.0,1.0,0.5,20,45,14,24,25,22,39,28,19,47,37,30,34,33,50,22.0,76.0,14.0,34.0,52.0,59.0,65.0,36.0,22.0,78.0,60.0,56.0,68.0,48.0,81.0,4.0,0.9090909090909092,0.5921052631578947,1.0,0.7058823529411765,0.4807692307692308,0.3728813559322034,0.6,0.7777777777777778,0.8636363636363636,0.6025641025641025,0.6166666666666667,0.5357142857142857,0.5,0.6875,0.6172839506172839,0.0,11,6,10,10,56.0,69.0,46.0,79.0,73.0,0.1392405063291139,0.1071428571428571,0.144927536231884,0.0,0.136986301369863,19,1.0,59.0,3.1052631578947367,1.0,55.5,2.921052631578948,7.0,0.4,-5.0,-4.3,-0.7,0.0184668241357096,0.498,0.276,0.434,-0.5,0.1,L (-1),L (-1)
66.0,43.0,2023-03-03,25-259,LAC,SAC,0,12.5,0.0,3.0,.000,0.0,1.0,.000,0,2.0,.000,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,-2.6,-11,2.0,0.0,0.0,20,45,14,24,25,22,39,28,19,47,37,30,34,33,50,22.0,76.0,14.0,34.0,52.0,59.0,65.0,36.0,22.0,78.0,60.0,56.0,68.0,48.0,81.0,4.0,0.9090909090909092,0.5921052631578947,1.0,0.7058823529411765,0.4807692307692308,0.3728813559322034,0.6,0.7777777777777778,0.8636363636363636,0.6025641025641025,0.6166666666666667,0.5357142857142857,0.5,0.6875,0.6172839506172839,0.0,11,6,10,10,56.0,69.0,46.0,79.0,73.0,0.1392405063291139,0.1071428571428571,0.144927536231884,0.0,0.136986301369863,19,-4.0,59.0,3.1052631578947367,-2.6,70.19999999999999,3.694736842105263,7.0,0.4,-5.0,-4.3,-0.7,0.0184668241357096,0.498,0.276,0.434,-0.5,0.1,L (-10),L (-10)
67.0,,2023-03-05,25-261,LAC,MEM,Did Not Play,0.0,0.0,0.0,Did Not Play,,,Did Not Play,Did Not Play,0.0,Did Not Play,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Did Not Play,Did Not Play,,,,20,45,14,24,25,22,39,28,19,47,37,30,34,33,50,22.0,76.0,14.0,34.0,52.0,59.0,65.0,36.0,22.0,78.0,60.0,56.0,68.0,48.0,81.0,4.0,0.9090909090909092,0.5921052631578947,1.0,0.7058823529411765,0.4807692307692308,0.3728813559322034,0.6,0.7777777777777778,0.8636363636363636,0.6025641025641025,0.6166666666666667,0.5357142857142857,0.5,0.6875,0.6172839506172839,0.0,11,6,10,10,56.0,69.0,46.0,79.0,73.0,0.1392405063291139,0.1071428571428571,0.144927536231884,0.0,0.136986301369863,19,,61.0,3.210526315789474,0.0,83.39999999999999,4.389473684210526,7.0,0.4,-5.0,-4.3,-0.7,0.0184668241357096,0.498,0.276,0.434,-0.5,0.1,L (-7),L (-7)
68.0,,2023-03-08,25-264,LAC,TOR,Did Not Play,0.0,0.0,0.0,Did Not Play,,,Did Not Play,Did Not Play,0.0,Did Not Play,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Did Not Play,Did Not Play,,,,20,45,14,24,25,22,39,28,19,47,37,30,34,33,50,22.0,76.0,14.0,34.0,52.0,59.0,65.0,36.0,22.0,78.0,60.0,56.0,68.0,48.0,81.0,4.0,0.9090909090909092,0.5921052631578947,1.0,0.7058823529411765,0.4807692307692308,0.3728813559322034,0.6,0.7777777777777778,0.8636363636363636,0.6025641025641025,0.6166666666666667,0.5357142857142857,0.5,0.6875,0.6172839506172839,0.0,11,6,10,10,56.0,69.0,46.0,79.0,73.0,0.1392405063291139,0.1071428571428571,0.144927536231884,0.0,0.136986301369863,19,,86.0,4.526315789473684,0.0,90.4,4.757894736842106,7.0,0.4,-5.0,-4.3,-0.7,0.0184668241357096,0.498,0.276,0.434,-0.5,0.1,L (-24),L (-24)
69.0,44.0,2023-03-11,25-267,LAC,NYK,0,0.6666666666666666,0.0,0.0,,0.0,0.0,,0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,,20,45,14,24,25,22,39,28,19,47,37,30,34,33,50,22.0,76.0,14.0,34.0,52.0,59.0,65.0,36.0,22.0,78.0,60.0,56.0,68.0,48.0,81.0,4.0,0.9090909090909092,0.5921052631578947,1.0,0.7058823529411765,0.4807692307692308,0.3728813559322034,0.6,0.7777777777777778,0.8636363636363636,0.6025641025641025,0.6166666666666667,0.5357142857142857,0.5,0.6875,0.6172839506172839,0.0,11,6,10,10,56.0,69.0,46.0,79.0,73.0,0.1392405063291139,0.1071428571428571,0.144927536231884,0.0,0.136986301369863,19,0.0,82.0,4.315789473684211,0.0,97.40000000000002,5.1263157894736855,7.0,0.4,-5.0,-4.3,-0.7,0.0184668241357096,0.498,0.276,0.434,-0.5,0.1,L (-1),L (-1)
70.0,45.0,2023-03-15,25-271,LAC,GSW,0,1.1,0.0,0.0,,0.0,0.0,,1,2.0,.500,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.6,-2,0.0,0.0,,20,45,14,24,25,22,39,28,19,47,37,30,34,33,50,22.0,76.0,14.0,34.0,52.0,59.0,65.0,36.0,22.0,78.0,60.0,56.0,68.0,48.0,81.0,4.0,0.9090909090909092,0.5921052631578947,1.0,0.7058823529411765,0.4807692307692308,0.3728813559322034,0.6,0.7777777777777778,0.8636363636363636,0.6025641025641025,0.6166666666666667,0.5357142857142857,0.5,0.6875,0.6172839506172839,0.0,11,6,10,10,56.0,69.0,46.0,79.0,73.0,0.1392405063291139,0.1071428571428571,0.144927536231884,0.0,0.136986301369863,19,-1.0,81.0,4.2631578947368425,0.1999999999999999,91.5,4.815789473684211,7.0,0.4,-5.0,-4.3,-0.7,0.0184668241357096,0.498,0.276,0.434,-0.5,0.1,W (+6),W (+6)
71.0,,2023-03-18,25-274,LAC,ORL,Did Not Play,0.0,0.0,0.0,Did Not Play,,,Did Not Play,Did Not Play,0.0,Did Not Play,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Did Not Play,Did Not Play,,,,20,45,14,24,25,22,39,28,19,47,37,30,34,33,50,22.0,76.0,14.0,34.0,52.0,59.0,65.0,36.0,22.0,78.0,60.0,56.0,68.0,48.0,81.0,4.0,0.9090909090909092,0.5921052631578947,1.0,0.7058823529411765,0.4807692307692308,0.3728813559322034,0.6,0.7777777777777778,0.8636363636363636,0.6025641025641025,0.6166666666666667,0.5357142857142857,0.5,0.6875,0.6172839506172839,0.0,11,6,10,10,56.0,69.0,46.0,79.0,73.0,0.1392405063291139,0.1071428571428571,0.144927536231884,0.0,0.136986301369863,19,,62.0,3.263157894736842,0.0,74.99999999999999,3.947368421052631,7.0,0.4,-5.0,-4.3,-0.7,0.0184668241357096,0.498,0.276,0.434,-0.5,0.1,W (+8),W (+8)
72.0,,2023-03-19,25-275,LAC,POR,Did Not Play,0.0,0.0,0.0,Did Not Play,,,Did Not Play,Did Not Play,0.0,Did Not Play,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Did Not Play,Did Not Play,,,,20,45,14,24,25,22,39,28,19,47,37,30,34,33,50,22.0,76.0,14.0,34.0,52.0,59.0,65.0,36.0,22.0,78.0,60.0,56.0,68.0,48.0,81.0,4.0,0.9090909090909092,0.5921052631578947,1.0,0.7058823529411765,0.4807692307692308,0.3728813559322034,0.6,0.7777777777777778,0.8636363636363636,0.6025641025641025,0.6166666666666667,0.5357142857142857,0.5,0.6875,0.6172839506172839,0.0,11,6,10,10,56.0,69.0,46.0,79.0,73.0,0.1392405063291139,0.1071428571428571,0.144927536231884,0.0,0.136986301369863,19,,91.0,4.789473684210527,0.0,112.9,5.942105263157895,7.0,0.4,-5.0,-4.3,-0.7,0.0184668241357096,0.498,0.276,0.434,-0.5,0.1,W (+11),W (+11)
73.0,,2023-03-21,25-277,LAC,OKC,Did Not Play,0.0,0.0,0.0,Did Not Play,,,Did Not Play,Did Not Play,0.0,Did Not Play,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Did Not Play,Did Not Play,,,,20,45,14,24,25,22,39,28,19,47,37,30,34,33,50,22.0,76.0,14.0,34.0,52.0,59.0,65.0,36.0,22.0,78.0,60.0,56.0,68.0,48.0,81.0,4.0,0.9090909090909092,0.5921052631578947,1.0,0.7058823529411765,0.4807692307692308,0.3728813559322034,0.6,0.7777777777777778,0.8636363636363636,0.6025641025641025,0.6166666666666667,0.5357142857142857,0.5,0.6875,0.6172839506172839,0.0,11,6,10,10,56.0,69.0,46.0,79.0,73.0,0.1392405063291139,0.1071428571428571,0.144927536231884,0.0,0.136986301369863,19,,64.0,3.3684210526315788,0.0,90.8,4.778947368421052,7.0,0.4,-5.0,-4.3,-0.7,0.0184668241357096,0.498,0.276,0.434,-0.5,0.1,W (+8),W (+8)
74.0,46.0,2023-03-23,25-279,LAC,OKC,0,4.533333333333333,0.0,0.0,,0.0,0.0,,0,0.0,,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.7,-3,0.0,0.0,,20,45,14,24,25,22,39,28,19,47,37,30,34,33,50,22.0,76.0,14.0,34.0,52.0,59.0,65.0,36.0,22.0,78.0,60.0,56.0,68.0,48.0,81.0,4.0,0.9090909090909092,0.5921052631578947,1.0,0.7058823529411765,0.4807692307692308,0.3728813559322034,0.6,0.7777777777777778,0.8636363636363636,0.6025641025641025,0.6166666666666667,0.5357142857142857,0.5,0.6875,0.6172839506172839,0.0,11,6,10,10,56.0,69.0,46.0,79.0,73.0,0.1392405063291139,0.1071428571428571,0.144927536231884,0.0,0.136986301369863,19,1.0,106.0,5.578947368421052,0.7,121.8,6.410526315789474,7.0,0.4,-5.0,-4.3,-0.7,0.0184668241357096,0.498,0.276,0.434,-0.5,0.1,L (-5),L (-5)
75.0,47.0,2023-03-25,25-281,LAC,NOP,0,9.616666666666667,0.0,1.0,.000,0.0,0.0,,0,0.0,,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,-1.0,0,1.0,0.0,0.0,20,45,14,24,25,22,39,28,19,47,37,30,34,33,50,22.0,76.0,14.0,34.0,52.0,59.0,65.0,36.0,22.0,78.0,60.0,56.0,68.0,48.0,81.0,4.0,0.9090909090909092,0.5921052631578947,1.0,0.7058823529411765,0.4807692307692308,0.3728813559322034,0.6,0.7777777777777778,0.8636363636363636,0.6025641025641025,0.6166666666666667,0.5357142857142857,0.5,0.6875,0.6172839506172839,0.0,11,6,10,10,56.0,69.0,46.0,79.0,73.0,0.1392405063291139,0.1071428571428571,0.144927536231884,0.0,0.136986301369863,19,-1.0,94.0,4.947368421052632,-1.0,113.6,5.978947368421053,7.0,0.4,-5.0,-4.3,-0.7,0.0184668241357096,0.498,0.276,0.434,-0.5,0.1,W (+15),W (+15)
76.0,48.0,2023-03-27,25-283,LAC,CHI,0,4.45,0.0,0.0,,0.0,0.0,,0,0.0,,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,-0.3,-9,0.0,0.0,,20,45,14,24,25,22,39,28,19,47,37,30,34,33,50,22.0,76.0,14.0,34.0,52.0,59.0,65.0,36.0,22.0,78.0,60.0,56.0,68.0,48.0,81.0,4.0,0.9090909090909092,0.5921052631578947,1.0,0.7058823529411765,0.4807692307692308,0.3728813559322034,0.6,0.7777777777777778,0.8636363636363636,0.6025641025641025,0.6166666666666667,0.5357142857142857,0.5,0.6875,0.6172839506172839,0.0,11,6,10,10,56.0,69.0,46.0,79.0,73.0,0.1392405063291139,0.1071428571428571,0.144927536231884,0.0,0.136986301369863,19,0.0,73.0,3.842105263157895,-0.3,72.1,3.794736842105263,7.0,0.4,-5.0,-4.3,-0.7,0.0184668241357096,0.498,0.276,0.434,-0.5,0.1,L (-1),L (-1)
