Rk,G,Date,Age,Tm,Opp,GS,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,GmSc,+/-,2PA,2P,2P%,Shared Games with A.J. Green,Shared Games with Bobby Portis,Shared Games with Brook Lopez,Shared Games with George Hill,Shared Games with Giannis Antetokounmpo,Shared Games with Jevon Carter,Shared Games with Joe Ingles,Shared Games with Jordan Nwora,Shared Games with Jrue Holiday,Shared Games with Khris Middleton,Shared Games with MarJon Beauchamp,Shared Games with Meyers Leonard,Shared Games with Pat Connaughton,Shared Games with Sandro Mamukelashvili,Shared Games with Serge Ibaka,Shared Games with Thanasis Antetokounmpo,Shared Games with Wesley Matthews,A.J. Green,Bobby Portis,Brook Lopez,George Hill,Giannis Antetokounmpo,Jevon Carter,Joe Ingles,Jordan Nwora,Jrue Holiday,Khris Middleton,Lindell Wigginton,MarJon Beauchamp,Meyers Leonard,Pat Connaughton,Sandro Mamukelashvili,Serge Ibaka,Thanasis Antetokounmpo,Wesley Matthews,co_inf with A.J. Green,co_inf with Bobby Portis,co_inf with Brook Lopez,co_inf with George Hill,co_inf with Giannis Antetokounmpo,co_inf with Jevon Carter,co_inf with Joe Ingles,co_inf with Jordan Nwora,co_inf with Jrue Holiday,co_inf with Khris Middleton,co_inf with Lindell Wigginton,co_inf with MarJon Beauchamp,co_inf with Meyers Leonard,co_inf with Pat Connaughton,co_inf with Sandro Mamukelashvili,co_inf with Serge Ibaka,co_inf with Thanasis Antetokounmpo,co_inf with Wesley Matthews,Shared Games with Goran Dragić,Shared Games with Jae Crowder,Goran Dragić,Jae Crowder,Tyrese Martin,co_inf with Goran Dragić,co_inf with Jae Crowder,co_inf with Tyrese Martin,Total Shared Players,CO_EFF,EFF,avg_EFF,CO_HGS,HGS,avg_HGS,PER,WS,BPM,OBPM,DBPM,Co_Points_Share,TS%,3PAr,FTr,VORP,OWS,New Column,Result
49.0,45.0,2023-01-27,27-111,MIL,IND,1.0,32.3,4.0,8.0,0.5,3.0,5.0,0.6,2.0,2.0,1.0,1.0,1.0,2.0,4.0,0.0,1.0,0.0,3.0,13.0,12.3,-2.0,3.0,1.0,0.3333333333333333,28,61,72,32,58,72,41,34,61,30,44,7,56,20,14,31,45,35.0,70.0,78.0,46.0,63.0,81.0,46.0,62.0,67.0,33.0,7.0,52.0,9.0,61.0,43.0,16.0,37.0,52.0,0.8,0.8714285714285714,0.9230769230769232,0.6956521739130435,0.9206349206349206,0.8888888888888888,0.8913043478260869,0.5483870967741935,0.9104477611940298,0.9090909090909092,0.0,0.8461538461538461,0.7777777777777778,0.918032786885246,0.4651162790697674,0.875,0.8378378378378378,0.8653846153846154,5,10,58.0,18.0,16.0,0.0862068965517241,0.5555555555555556,0.0,19,10.0,88.0,4.631578947368421,11.499999999999996,106.5,5.605263157894737,12.3,5.1,0.1,-0.6,0.7,0.0782146209198039,0.612,0.657,0.226,1.0,2.8,W (+20),W (+20)
50.0,46.0,2023-01-29,27-113,MIL,NOP,1.0,25.58333333333333,3.0,8.0,0.375,2.0,6.0,0.333,0.0,0.0,,0.0,1.0,1.0,4.0,2.0,0.0,2.0,1.0,8.0,6.3,0.0,2.0,1.0,0.5,28,61,72,32,58,72,41,34,61,30,44,7,56,20,14,31,45,35.0,70.0,78.0,46.0,63.0,81.0,46.0,62.0,67.0,33.0,7.0,52.0,9.0,61.0,43.0,16.0,37.0,52.0,0.8,0.8714285714285714,0.9230769230769232,0.6956521739130435,0.9206349206349206,0.8888888888888888,0.8913043478260869,0.5483870967741935,0.9104477611940298,0.9090909090909092,0.0,0.8461538461538461,0.7777777777777778,0.918032786885246,0.4651162790697674,0.875,0.8378378378378378,0.8653846153846154,5,10,58.0,18.0,16.0,0.0862068965517241,0.5555555555555556,0.0,19,5.0,87.0,4.578947368421052,6.300000000000001,97.29999999999998,5.121052631578946,12.3,5.1,0.1,-0.6,0.7,0.0782146209198039,0.612,0.657,0.226,1.0,2.8,W (+8),W (+8)
51.0,47.0,2023-01-31,27-115,MIL,CHO,1.0,30.633333333333333,4.0,9.0,0.444,4.0,9.0,0.444,0.0,0.0,,2.0,1.0,3.0,0.0,2.0,0.0,2.0,2.0,12.0,8.2,-3.0,0.0,0.0,,28,61,72,32,58,72,41,34,61,30,44,7,56,20,14,31,45,35.0,70.0,78.0,46.0,63.0,81.0,46.0,62.0,67.0,33.0,7.0,52.0,9.0,61.0,43.0,16.0,37.0,52.0,0.8,0.8714285714285714,0.9230769230769232,0.6956521739130435,0.9206349206349206,0.8888888888888888,0.8913043478260869,0.5483870967741935,0.9104477611940298,0.9090909090909092,0.0,0.8461538461538461,0.7777777777777778,0.918032786885246,0.4651162790697674,0.875,0.8378378378378378,0.8653846153846154,5,10,58.0,18.0,16.0,0.0862068965517241,0.5555555555555556,0.0,19,6.0,78.0,4.105263157894737,8.2,82.19999999999999,4.326315789473684,12.3,5.1,0.1,-0.6,0.7,0.0782146209198039,0.612,0.657,0.226,1.0,2.8,W (+10),W (+10)
52.0,48.0,2023-02-02,27-117,MIL,LAC,1.0,24.016666666666666,1.0,3.0,0.333,1.0,3.0,0.333,1.0,2.0,0.5,0.0,2.0,2.0,0.0,0.0,0.0,0.0,4.0,4.0,0.9,-4.0,0.0,0.0,,28,61,72,32,58,72,41,34,61,30,44,7,56,20,14,31,45,35.0,70.0,78.0,46.0,63.0,81.0,46.0,62.0,67.0,33.0,7.0,52.0,9.0,61.0,43.0,16.0,37.0,52.0,0.8,0.8714285714285714,0.9230769230769232,0.6956521739130435,0.9206349206349206,0.8888888888888888,0.8913043478260869,0.5483870967741935,0.9104477611940298,0.9090909090909092,0.0,0.8461538461538461,0.7777777777777778,0.918032786885246,0.4651162790697674,0.875,0.8378378378378378,0.8653846153846154,5,10,58.0,18.0,16.0,0.0862068965517241,0.5555555555555556,0.0,19,1.0,59.0,3.1052631578947367,0.5000000000000004,72.10000000000001,3.794736842105264,12.3,5.1,0.1,-0.6,0.7,0.0782146209198039,0.612,0.657,0.226,1.0,2.8,W (+25),W (+25)
53.0,49.0,2023-02-04,27-119,MIL,MIA,1.0,33.38333333333333,7.0,11.0,0.636,4.0,7.0,0.571,1.0,1.0,1.0,2.0,1.0,3.0,3.0,2.0,0.0,0.0,2.0,19.0,19.1,21.0,4.0,3.0,0.75,28,61,72,32,58,72,41,34,61,30,44,7,56,20,14,31,45,35.0,70.0,78.0,46.0,63.0,81.0,46.0,62.0,67.0,33.0,7.0,52.0,9.0,61.0,43.0,16.0,37.0,52.0,0.8,0.8714285714285714,0.9230769230769232,0.6956521739130435,0.9206349206349206,0.8888888888888888,0.8913043478260869,0.5483870967741935,0.9104477611940298,0.9090909090909092,0.0,0.8461538461538461,0.7777777777777778,0.918032786885246,0.4651162790697674,0.875,0.8378378378378378,0.8653846153846154,5,10,58.0,18.0,16.0,0.0862068965517241,0.5555555555555556,0.0,19,15.0,67.0,3.526315789473684,18.700000000000003,79.50000000000001,4.18421052631579,12.3,5.1,0.1,-0.6,0.7,0.0782146209198039,0.612,0.657,0.226,1.0,2.8,W (+9),W (+9)
54.0,50.0,2023-02-06,27-121,MIL,POR,1.0,25.1,1.0,3.0,0.333,1.0,3.0,0.333,0.0,0.0,,0.0,3.0,3.0,1.0,0.0,0.0,1.0,3.0,3.0,0.7,14.0,0.0,0.0,,28,61,72,32,58,72,41,34,61,30,44,7,56,20,14,31,45,35.0,70.0,78.0,46.0,63.0,81.0,46.0,62.0,67.0,33.0,7.0,52.0,9.0,61.0,43.0,16.0,37.0,52.0,0.8,0.8714285714285714,0.9230769230769232,0.6956521739130435,0.9206349206349206,0.8888888888888888,0.8913043478260869,0.5483870967741935,0.9104477611940298,0.9090909090909092,0.0,0.8461538461538461,0.7777777777777778,0.918032786885246,0.4651162790697674,0.875,0.8378378378378378,0.8653846153846154,5,10,58.0,18.0,16.0,0.0862068965517241,0.5555555555555556,0.0,19,3.0,88.0,4.631578947368421,0.7000000000000002,93.0,4.894736842105263,12.3,5.1,0.1,-0.6,0.7,0.0782146209198039,0.612,0.657,0.226,1.0,2.8,W (+1),W (+1)
55.0,51.0,2023-02-09,27-124,MIL,LAL,1.0,28.316666666666663,4.0,11.0,0.364,4.0,11.0,0.364,0.0,0.0,,1.0,3.0,4.0,0.0,0.0,0.0,1.0,1.0,12.0,6.1,6.0,0.0,0.0,,28,61,72,32,58,72,41,34,61,30,44,7,56,20,14,31,45,35.0,70.0,78.0,46.0,63.0,81.0,46.0,62.0,67.0,33.0,7.0,52.0,9.0,61.0,43.0,16.0,37.0,52.0,0.8,0.8714285714285714,0.9230769230769232,0.6956521739130435,0.9206349206349206,0.8888888888888888,0.8913043478260869,0.5483870967741935,0.9104477611940298,0.9090909090909092,0.0,0.8461538461538461,0.7777777777777778,0.918032786885246,0.4651162790697674,0.875,0.8378378378378378,0.8653846153846154,5,10,58.0,18.0,16.0,0.0862068965517241,0.5555555555555556,0.0,19,4.0,71.0,3.736842105263158,6.1,80.69999999999999,4.247368421052631,12.3,5.1,0.1,-0.6,0.7,0.0782146209198039,0.612,0.657,0.226,1.0,2.8,W (+8),W (+8)
56.0,52.0,2023-02-10,27-125,MIL,LAC,1.0,28.48333333333333,2.0,6.0,0.333,2.0,5.0,0.4,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,7.0,3.3,15.0,1.0,0.0,0.0,28,61,72,32,58,72,41,34,61,30,44,7,56,20,14,31,45,35.0,70.0,78.0,46.0,63.0,81.0,46.0,62.0,67.0,33.0,7.0,52.0,9.0,61.0,43.0,16.0,37.0,52.0,0.8,0.8714285714285714,0.9230769230769232,0.6956521739130435,0.9206349206349206,0.8888888888888888,0.8913043478260869,0.5483870967741935,0.9104477611940298,0.9090909090909092,0.0,0.8461538461538461,0.7777777777777778,0.918032786885246,0.4651162790697674,0.875,0.8378378378378378,0.8653846153846154,5,10,58.0,18.0,16.0,0.0862068965517241,0.5555555555555556,0.0,19,0.0,86.0,4.526315789473684,2.900000000000001,92.1,4.847368421052631,12.3,5.1,0.1,-0.6,0.7,0.0782146209198039,0.612,0.657,0.226,1.0,2.8,W (+19),W (+19)
57.0,53.0,2023-02-14,27-129,MIL,BOS,1.0,35.666666666666664,3.0,5.0,0.6,2.0,3.0,0.667,5.0,5.0,1.0,1.0,3.0,4.0,2.0,1.0,0.0,0.0,3.0,13.0,13.5,-10.0,2.0,1.0,0.5,28,61,72,32,58,72,41,34,61,30,44,7,56,20,14,31,45,35.0,70.0,78.0,46.0,63.0,81.0,46.0,62.0,67.0,33.0,7.0,52.0,9.0,61.0,43.0,16.0,37.0,52.0,0.8,0.8714285714285714,0.9230769230769232,0.6956521739130435,0.9206349206349206,0.8888888888888888,0.8913043478260869,0.5483870967741935,0.9104477611940298,0.9090909090909092,0.0,0.8461538461538461,0.7777777777777778,0.918032786885246,0.4651162790697674,0.875,0.8378378378378378,0.8653846153846154,5,10,58.0,18.0,16.0,0.0862068965517241,0.5555555555555556,0.0,19,10.0,65.0,3.421052631578948,11.499999999999996,78.60000000000001,4.136842105263159,12.3,5.1,0.1,-0.6,0.7,0.0782146209198039,0.612,0.657,0.226,1.0,2.8,W (+9),W (+9)
58.0,54.0,2023-02-16,27-131,MIL,CHI,1.0,27.816666666666663,4.0,10.0,0.4,2.0,6.0,0.333,0.0,0.0,,0.0,3.0,3.0,1.0,0.0,0.0,3.0,1.0,10.0,2.8,21.0,4.0,2.0,0.5,28,61,72,32,58,72,41,34,61,30,44,7,56,20,14,31,45,35.0,70.0,78.0,46.0,63.0,81.0,46.0,62.0,67.0,33.0,7.0,52.0,9.0,61.0,43.0,16.0,37.0,52.0,0.8,0.8714285714285714,0.9230769230769232,0.6956521739130435,0.9206349206349206,0.8888888888888888,0.8913043478260869,0.5483870967741935,0.9104477611940298,0.9090909090909092,0.0,0.8461538461538461,0.7777777777777778,0.918032786885246,0.4651162790697674,0.875,0.8378378378378378,0.8653846153846154,5,10,58.0,18.0,16.0,0.0862068965517241,0.5555555555555556,0.0,19,1.0,80.0,4.2105263157894735,2.799999999999999,84.59999999999998,4.452631578947368,12.3,5.1,0.1,-0.6,0.7,0.0782146209198039,0.612,0.657,0.226,1.0,2.8,W (+13),W (+13)
59.0,55.0,2023-02-24,27-139,MIL,MIA,1.0,28.08333333333333,5.0,12.0,0.417,4.0,8.0,0.5,2.0,2.0,1.0,0.0,1.0,1.0,3.0,0.0,0.0,1.0,2.0,16.0,10.2,22.0,4.0,1.0,0.25,28,61,72,32,58,72,41,34,61,30,44,7,56,20,14,31,45,35.0,70.0,78.0,46.0,63.0,81.0,46.0,62.0,67.0,33.0,7.0,52.0,9.0,61.0,43.0,16.0,37.0,52.0,0.8,0.8714285714285714,0.9230769230769232,0.6956521739130435,0.9206349206349206,0.8888888888888888,0.8913043478260869,0.5483870967741935,0.9104477611940298,0.9090909090909092,0.0,0.8461538461538461,0.7777777777777778,0.918032786885246,0.4651162790697674,0.875,0.8378378378378378,0.8653846153846154,5,10,58.0,18.0,16.0,0.0862068965517241,0.5555555555555556,0.0,19,5.0,76.0,4.0,9.4,80.4,4.231578947368422,12.3,5.1,0.1,-0.6,0.7,0.0782146209198039,0.612,0.657,0.226,1.0,2.8,W (+6),W (+6)
60.0,56.0,2023-02-26,27-141,MIL,PHO,1.0,26.95,3.0,10.0,0.3,2.0,7.0,0.286,0.0,0.0,,2.0,1.0,3.0,1.0,1.0,0.0,2.0,3.0,8.0,2.4,-10.0,3.0,1.0,0.3333333333333333,28,61,72,32,58,72,41,34,61,30,44,7,56,20,14,31,45,35.0,70.0,78.0,46.0,63.0,81.0,46.0,62.0,67.0,33.0,7.0,52.0,9.0,61.0,43.0,16.0,37.0,52.0,0.8,0.8714285714285714,0.9230769230769232,0.6956521739130435,0.9206349206349206,0.8888888888888888,0.8913043478260869,0.5483870967741935,0.9104477611940298,0.9090909090909092,0.0,0.8461538461538461,0.7777777777777778,0.918032786885246,0.4651162790697674,0.875,0.8378378378378378,0.8653846153846154,5,10,58.0,18.0,16.0,0.0862068965517241,0.5555555555555556,0.0,19,1.0,47.0,2.473684210526316,2.3999999999999995,57.80000000000001,3.042105263157896,12.3,5.1,0.1,-0.6,0.7,0.0782146209198039,0.612,0.657,0.226,1.0,2.8,W (+12),W (+12)
61.0,57.0,2023-02-28,27-143,MIL,BRK,1.0,26.7,3.0,6.0,0.5,1.0,4.0,0.25,0.0,1.0,0.0,1.0,1.0,2.0,2.0,2.0,0.0,1.0,2.0,7.0,6.2,3.0,2.0,2.0,1.0,28,61,72,32,58,72,41,34,61,30,44,7,56,20,14,31,45,35.0,70.0,78.0,46.0,63.0,81.0,46.0,62.0,67.0,33.0,7.0,52.0,9.0,61.0,43.0,16.0,37.0,52.0,0.8,0.8714285714285714,0.9230769230769232,0.6956521739130435,0.9206349206349206,0.8888888888888888,0.8913043478260869,0.5483870967741935,0.9104477611940298,0.9090909090909092,0.0,0.8461538461538461,0.7777777777777778,0.918032786885246,0.4651162790697674,0.875,0.8378378378378378,0.8653846153846154,5,10,58.0,18.0,16.0,0.0862068965517241,0.5555555555555556,0.0,19,5.0,80.0,4.2105263157894735,6.2,86.50000000000001,4.552631578947369,12.3,5.1,0.1,-0.6,0.7,0.0782146209198039,0.612,0.657,0.226,1.0,2.8,W (+29),W (+29)
62.0,58.0,2023-03-01,27-144,MIL,ORL,1.0,27.58333333333333,4.0,8.0,0.5,4.0,8.0,0.5,0.0,0.0,,4.0,1.0,5.0,4.0,2.0,0.0,0.0,4.0,12.0,14.3,18.0,0.0,0.0,,28,61,72,32,58,72,41,34,61,30,44,7,56,20,14,31,45,35.0,70.0,78.0,46.0,63.0,81.0,46.0,62.0,67.0,33.0,7.0,52.0,9.0,61.0,43.0,16.0,37.0,52.0,0.8,0.8714285714285714,0.9230769230769232,0.6956521739130435,0.9206349206349206,0.8888888888888888,0.8913043478260869,0.5483870967741935,0.9104477611940298,0.9090909090909092,0.0,0.8461538461538461,0.7777777777777778,0.918032786885246,0.4651162790697674,0.875,0.8378378378378378,0.8653846153846154,5,10,58.0,18.0,16.0,0.0862068965517241,0.5555555555555556,0.0,19,15.0,84.0,4.421052631578948,14.3,98.1,5.163157894736842,12.3,5.1,0.1,-0.6,0.7,0.0782146209198039,0.612,0.657,0.226,1.0,2.8,W (+3),W (+3)
63.0,59.0,2023-03-04,27-147,MIL,PHI,1.0,30.133333333333333,7.0,10.0,0.7,6.0,8.0,0.75,0.0,0.0,,1.0,2.0,3.0,3.0,0.0,0.0,0.0,3.0,20.0,18.0,-5.0,2.0,1.0,0.5,28,61,72,32,58,72,41,34,61,30,44,7,56,20,14,31,45,35.0,70.0,78.0,46.0,63.0,81.0,46.0,62.0,67.0,33.0,7.0,52.0,9.0,61.0,43.0,16.0,37.0,52.0,0.8,0.8714285714285714,0.9230769230769232,0.6956521739130435,0.9206349206349206,0.8888888888888888,0.8913043478260869,0.5483870967741935,0.9104477611940298,0.9090909090909092,0.0,0.8461538461538461,0.7777777777777778,0.918032786885246,0.4651162790697674,0.875,0.8378378378378378,0.8653846153846154,5,10,58.0,18.0,16.0,0.0862068965517241,0.5555555555555556,0.0,19,16.0,74.0,3.8947368421052633,18.000000000000004,85.19999999999999,4.484210526315789,12.3,5.1,0.1,-0.6,0.7,0.0782146209198039,0.612,0.657,0.226,1.0,2.8,,
64.0,60.0,2023-03-05,27-148,MIL,WAS,1.0,31.2,4.0,7.0,0.571,3.0,6.0,0.5,0.0,0.0,,1.0,2.0,3.0,1.0,1.0,0.0,0.0,0.0,11.0,10.7,9.0,1.0,1.0,1.0,28,61,72,32,58,72,41,34,61,30,44,7,56,20,14,31,45,35.0,70.0,78.0,46.0,63.0,81.0,46.0,62.0,67.0,33.0,7.0,52.0,9.0,61.0,43.0,16.0,37.0,52.0,0.8,0.8714285714285714,0.9230769230769232,0.6956521739130435,0.9206349206349206,0.8888888888888888,0.8913043478260869,0.5483870967741935,0.9104477611940298,0.9090909090909092,0.0,0.8461538461538461,0.7777777777777778,0.918032786885246,0.4651162790697674,0.875,0.8378378378378378,0.8653846153846154,5,10,58.0,18.0,16.0,0.0862068965517241,0.5555555555555556,0.0,19,9.0,78.0,4.105263157894737,10.7,84.6,4.4526315789473685,12.3,5.1,0.1,-0.6,0.7,0.0782146209198039,0.612,0.657,0.226,1.0,2.8,W (+14),W (+14)
65.0,61.0,2023-03-07,27-150,MIL,ORL,1.0,30.08333333333333,3.0,8.0,0.375,0.0,3.0,0.0,2.0,2.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,4.0,8.0,2.7,3.0,5.0,3.0,0.6,28,61,72,32,58,72,41,34,61,30,44,7,56,20,14,31,45,35.0,70.0,78.0,46.0,63.0,81.0,46.0,62.0,67.0,33.0,7.0,52.0,9.0,61.0,43.0,16.0,37.0,52.0,0.8,0.8714285714285714,0.9230769230769232,0.6956521739130435,0.9206349206349206,0.8888888888888888,0.8913043478260869,0.5483870967741935,0.9104477611940298,0.9090909090909092,0.0,0.8461538461538461,0.7777777777777778,0.918032786885246,0.4651162790697674,0.875,0.8378378378378378,0.8653846153846154,5,10,58.0,18.0,16.0,0.0862068965517241,0.5555555555555556,0.0,19,-1.0,68.0,3.5789473684210527,1.899999999999999,84.20000000000003,4.431578947368423,12.3,5.1,0.1,-0.6,0.7,0.0782146209198039,0.612,0.657,0.226,1.0,2.8,W (+22),W (+22)
66.0,62.0,2023-03-09,27-152,MIL,BRK,1.0,32.016666666666666,5.0,13.0,0.385,3.0,9.0,0.333,6.0,6.0,1.0,2.0,5.0,7.0,2.0,2.0,0.0,1.0,2.0,19.0,16.4,-3.0,4.0,2.0,0.5,28,61,72,32,58,72,41,34,61,30,44,7,56,20,14,31,45,35.0,70.0,78.0,46.0,63.0,81.0,46.0,62.0,67.0,33.0,7.0,52.0,9.0,61.0,43.0,16.0,37.0,52.0,0.8,0.8714285714285714,0.9230769230769232,0.6956521739130435,0.9206349206349206,0.8888888888888888,0.8913043478260869,0.5483870967741935,0.9104477611940298,0.9090909090909092,0.0,0.8461538461538461,0.7777777777777778,0.918032786885246,0.4651162790697674,0.875,0.8378378378378378,0.8653846153846154,5,10,58.0,18.0,16.0,0.0862068965517241,0.5555555555555556,0.0,19,10.0,77.0,4.052631578947368,13.999999999999996,79.7,4.194736842105264,12.3,5.1,0.1,-0.6,0.7,0.0782146209198039,0.612,0.657,0.226,1.0,2.8,L (-3),L (-3)
67.0,63.0,2023-03-11,27-154,MIL,GSW,1.0,31.23333333333333,5.0,13.0,0.385,2.0,9.0,0.222,0.0,0.0,,0.0,3.0,3.0,2.0,0.0,1.0,1.0,0.0,12.0,6.9,-7.0,4.0,3.0,0.75,28,61,72,32,58,72,41,34,61,30,44,7,56,20,14,31,45,35.0,70.0,78.0,46.0,63.0,81.0,46.0,62.0,67.0,33.0,7.0,52.0,9.0,61.0,43.0,16.0,37.0,52.0,0.8,0.8714285714285714,0.9230769230769232,0.6956521739130435,0.9206349206349206,0.8888888888888888,0.8913043478260869,0.5483870967741935,0.9104477611940298,0.9090909090909092,0.0,0.8461538461538461,0.7777777777777778,0.918032786885246,0.4651162790697674,0.875,0.8378378378378378,0.8653846153846154,5,10,58.0,18.0,16.0,0.0862068965517241,0.5555555555555556,0.0,19,4.0,87.0,4.578947368421052,6.9,93.2,4.905263157894737,12.3,5.1,0.1,-0.6,0.7,0.0782146209198039,0.612,0.657,0.226,1.0,2.8,W (+6),W (+6)
68.0,64.0,2023-03-13,27-156,MIL,SAC,1.0,28.33333333333333,3.0,6.0,0.5,2.0,4.0,0.5,0.0,0.0,,0.0,3.0,3.0,1.0,0.0,0.0,3.0,2.0,8.0,2.8,-3.0,2.0,1.0,0.5,28,61,72,32,58,72,41,34,61,30,44,7,56,20,14,31,45,35.0,70.0,78.0,46.0,63.0,81.0,46.0,62.0,67.0,33.0,7.0,52.0,9.0,61.0,43.0,16.0,37.0,52.0,0.8,0.8714285714285714,0.9230769230769232,0.6956521739130435,0.9206349206349206,0.8888888888888888,0.8913043478260869,0.5483870967741935,0.9104477611940298,0.9090909090909092,0.0,0.8461538461538461,0.7777777777777778,0.918032786885246,0.4651162790697674,0.875,0.8378378378378378,0.8653846153846154,5,10,58.0,18.0,16.0,0.0862068965517241,0.5555555555555556,0.0,19,3.0,99.0,5.2105263157894735,2.8,109.1,5.742105263157894,12.3,5.1,0.1,-0.6,0.7,0.0782146209198039,0.612,0.657,0.226,1.0,2.8,W (+11),W (+11)
69.0,,2023-03-14,27-157,MIL,PHO,,0.0,0.0,0.0,,,,,,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,28,61,72,32,58,72,41,34,61,30,44,7,56,20,14,31,45,35.0,70.0,78.0,46.0,63.0,81.0,46.0,62.0,67.0,33.0,7.0,52.0,9.0,61.0,43.0,16.0,37.0,52.0,0.8,0.8714285714285714,0.9230769230769232,0.6956521739130435,0.9206349206349206,0.8888888888888888,0.8913043478260869,0.5483870967741935,0.9104477611940298,0.9090909090909092,0.0,0.8461538461538461,0.7777777777777778,0.918032786885246,0.4651162790697674,0.875,0.8378378378378378,0.8653846153846154,5,10,58.0,18.0,16.0,0.0862068965517241,0.5555555555555556,0.0,19,,57.0,3.0,0.0,78.0,4.105263157894737,12.3,5.1,0.1,-0.6,0.7,0.0782146209198039,0.612,0.657,0.226,1.0,2.8,W (+5),W (+5)
70.0,,2023-03-16,27-159,MIL,IND,,0.0,0.0,0.0,,,,,,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,28,61,72,32,58,72,41,34,61,30,44,7,56,20,14,31,45,35.0,70.0,78.0,46.0,63.0,81.0,46.0,62.0,67.0,33.0,7.0,52.0,9.0,61.0,43.0,16.0,37.0,52.0,0.8,0.8714285714285714,0.9230769230769232,0.6956521739130435,0.9206349206349206,0.8888888888888888,0.8913043478260869,0.5483870967741935,0.9104477611940298,0.9090909090909092,0.0,0.8461538461538461,0.7777777777777778,0.918032786885246,0.4651162790697674,0.875,0.8378378378378378,0.8653846153846154,5,10,58.0,18.0,16.0,0.0862068965517241,0.5555555555555556,0.0,19,,74.0,3.8947368421052633,0.0,88.19999999999999,4.642105263157895,12.3,5.1,0.1,-0.6,0.7,0.0782146209198039,0.612,0.657,0.226,1.0,2.8,L (-9),L (-9)
71.0,65.0,2023-03-19,27-162,MIL,TOR,1.0,25.55,1.0,7.0,0.143,0.0,6.0,0.0,0.0,0.0,,0.0,2.0,2.0,0.0,0.0,1.0,0.0,1.0,2.0,-1.6,14.0,1.0,1.0,1.0,28,61,72,32,58,72,41,34,61,30,44,7,56,20,14,31,45,35.0,70.0,78.0,46.0,63.0,81.0,46.0,62.0,67.0,33.0,7.0,52.0,9.0,61.0,43.0,16.0,37.0,52.0,0.8,0.8714285714285714,0.9230769230769232,0.6956521739130435,0.9206349206349206,0.8888888888888888,0.8913043478260869,0.5483870967741935,0.9104477611940298,0.9090909090909092,0.0,0.8461538461538461,0.7777777777777778,0.918032786885246,0.4651162790697674,0.875,0.8378378378378378,0.8653846153846154,5,10,58.0,18.0,16.0,0.0862068965517241,0.5555555555555556,0.0,19,-2.0,107.0,5.631578947368421,-1.5999999999999992,114.39999999999998,6.0210526315789465,12.3,5.1,0.1,-0.6,0.7,0.0782146209198039,0.612,0.657,0.226,1.0,2.8,W (+9),W (+9)
72.0,66.0,2023-03-22,27-165,MIL,SAS,1.0,19.066666666666663,3.0,5.0,0.6,2.0,4.0,0.5,0.0,0.0,,1.0,2.0,3.0,0.0,4.0,1.0,0.0,1.0,8.0,11.3,7.0,1.0,1.0,1.0,28,61,72,32,58,72,41,34,61,30,44,7,56,20,14,31,45,35.0,70.0,78.0,46.0,63.0,81.0,46.0,62.0,67.0,33.0,7.0,52.0,9.0,61.0,43.0,16.0,37.0,52.0,0.8,0.8714285714285714,0.9230769230769232,0.6956521739130435,0.9206349206349206,0.8888888888888888,0.8913043478260869,0.5483870967741935,0.9104477611940298,0.9090909090909092,0.0,0.8461538461538461,0.7777777777777778,0.918032786885246,0.4651162790697674,0.875,0.8378378378378378,0.8653846153846154,5,10,58.0,18.0,16.0,0.0862068965517241,0.5555555555555556,0.0,19,11.0,75.0,3.947368421052632,11.299999999999995,90.10000000000002,4.742105263157896,12.3,5.1,0.1,-0.6,0.7,0.0782146209198039,0.612,0.657,0.226,1.0,2.8,W (+12),W (+12)
73.0,67.0,2023-03-24,27-167,MIL,UTA,1.0,21.9,8.0,14.0,0.571,5.0,9.0,0.556,4.0,4.0,1.0,2.0,2.0,4.0,1.0,2.0,0.0,1.0,1.0,25.0,21.7,18.0,5.0,3.0,0.6,28,61,72,32,58,72,41,34,61,30,44,7,56,20,14,31,45,35.0,70.0,78.0,46.0,63.0,81.0,46.0,62.0,67.0,33.0,7.0,52.0,9.0,61.0,43.0,16.0,37.0,52.0,0.8,0.8714285714285714,0.9230769230769232,0.6956521739130435,0.9206349206349206,0.8888888888888888,0.8913043478260869,0.5483870967741935,0.9104477611940298,0.9090909090909092,0.0,0.8461538461538461,0.7777777777777778,0.918032786885246,0.4651162790697674,0.875,0.8378378378378378,0.8653846153846154,5,10,58.0,18.0,16.0,0.0862068965517241,0.5555555555555556,0.0,19,13.0,114.0,6.0,20.10000000000001,111.5,5.868421052631579,12.3,5.1,0.1,-0.6,0.7,0.0782146209198039,0.612,0.657,0.226,1.0,2.8,L (-16),L (-16)
