Rk,G,Date,Age,Tm,Opp,GS,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,GmSc,+/-,2PA,2P,2P%,Shared Games with Aaron Nesmith,Shared Games with Andrew Nembhard,Shared Games with Bennedict Mathurin,Shared Games with Chris Duarte,Shared Games with Daniel Theis,Shared Games with Goga Bitadze,Shared Games with Isaiah Jackson,Shared Games with Jalen Smith,Shared Games with James Johnson,Shared Games with Kendall Brown,Shared Games with Myles Turner,Shared Games with Oshae Brissett,Shared Games with T.J. McConnell,Shared Games with Terry Taylor,Shared Games with Trevelin Queen,Shared Games with Tyrese Haliburton,Aaron Nesmith,Andrew Nembhard,Bennedict Mathurin,Chris Duarte,Daniel Theis,Gabe York,Goga Bitadze,Isaiah Jackson,Jalen Smith,James Johnson,Kendall Brown,Myles Turner,Oshae Brissett,T.J. McConnell,Terry Taylor,Trevelin Queen,Tyrese Haliburton,co_inf with Aaron Nesmith,co_inf with Andrew Nembhard,co_inf with Bennedict Mathurin,co_inf with Chris Duarte,co_inf with Daniel Theis,co_inf with Gabe York,co_inf with Goga Bitadze,co_inf with Isaiah Jackson,co_inf with Jalen Smith,co_inf with James Johnson,co_inf with Kendall Brown,co_inf with Myles Turner,co_inf with Oshae Brissett,co_inf with T.J. McConnell,co_inf with Terry Taylor,co_inf with Trevelin Queen,co_inf with Tyrese Haliburton,Shared Games with George Hill,Shared Games with Jordan Nwora,George Hill,John Collins,Jordan Nwora,Serge Ibaka,co_inf with George Hill,co_inf with John Collins,co_inf with Jordan Nwora,co_inf with Serge Ibaka,Total Shared Players,CO_EFF,EFF,avg_EFF,CO_HGS,HGS,avg_HGS,PER,WS,BPM,OBPM,DBPM,Co_Points_Share,TS%,3PAr,FTr,VORP,OWS,New Column,Result
25.0,25.0,2022-12-07,29-355,IND,MIN,1.0,36.75,9.0,15.0,0.6,7.0,11.0,0.636,1.0,1.0,1.0,0.0,3.0,3.0,1.0,1.0,0.0,3.0,1.0,26.0,18.3,8.0,4.0,2.0,0.5,71,73,76,46,7,21,61,66,17,6,62,63,73,26,7,56,73.0,75.0,78.0,46.0,7.0,3.0,38.0,63.0,68.0,18.0,6.0,62.0,65.0,75.0,31.0,7.0,56.0,0.9726027397260274,0.9733333333333334,0.9743589743589745,1.0,1.0,0.0,0.5526315789473685,0.9682539682539684,0.9705882352941176,0.9444444444444444,1.0,1.0,0.9692307692307692,0.9733333333333334,0.8387096774193549,1.0,1.0,11,22,46.0,71.0,62.0,16.0,0.2391304347826087,0.0,0.3548387096774194,0.0,18,12.0,54.0,3.0,17.900000000000006,66.4,3.688888888888889,15.4,4.4,1.9,2.5,-0.6,0.1409543786051389,0.614,0.652,0.124,2.4,2.7,W (+8),W (+8)
26.0,26.0,2022-12-09,29-357,IND,WAS,1.0,34.666666666666664,12.0,19.0,0.632,4.0,10.0,0.4,0.0,0.0,,0.0,2.0,2.0,4.0,3.0,1.0,1.0,1.0,28.0,25.2,2.0,9.0,8.0,0.8888888888888888,71,73,76,46,7,21,61,66,17,6,62,63,73,26,7,56,73.0,75.0,78.0,46.0,7.0,3.0,38.0,63.0,68.0,18.0,6.0,62.0,65.0,75.0,31.0,7.0,56.0,0.9726027397260274,0.9733333333333334,0.9743589743589745,1.0,1.0,0.0,0.5526315789473685,0.9682539682539684,0.9705882352941176,0.9444444444444444,1.0,1.0,0.9692307692307692,0.9733333333333334,0.8387096774193549,1.0,1.0,11,22,46.0,71.0,62.0,16.0,0.2391304347826087,0.0,0.3548387096774194,0.0,18,18.0,53.0,2.9444444444444446,25.200000000000003,61.49999999999999,3.416666666666666,15.4,4.4,1.9,2.5,-0.6,0.1409543786051389,0.614,0.652,0.124,2.4,2.7,L (-6),L (-6)
27.0,27.0,2022-12-10,29-358,IND,BRK,1.0,33.416666666666664,6.0,11.0,0.545,4.0,8.0,0.5,1.0,1.0,1.0,3.0,1.0,4.0,2.0,0.0,0.0,3.0,2.0,17.0,11.7,-13.0,3.0,2.0,0.6666666666666666,71,73,76,46,7,21,61,66,17,6,62,63,73,26,7,56,73.0,75.0,78.0,46.0,7.0,3.0,38.0,63.0,68.0,18.0,6.0,62.0,65.0,75.0,31.0,7.0,56.0,0.9726027397260274,0.9733333333333334,0.9743589743589745,1.0,1.0,0.0,0.5526315789473685,0.9682539682539684,0.9705882352941176,0.9444444444444444,1.0,1.0,0.9692307692307692,0.9733333333333334,0.8387096774193549,1.0,1.0,11,22,46.0,71.0,62.0,16.0,0.2391304347826087,0.0,0.3548387096774194,0.0,18,8.0,80.0,4.444444444444445,11.3,93.29999999999998,5.183333333333333,15.4,4.4,1.9,2.5,-0.6,0.1409543786051389,0.614,0.652,0.124,2.4,2.7,W (+10),W (+10)
28.0,28.0,2022-12-12,29-360,IND,MIA,1.0,35.63333333333333,8.0,16.0,0.5,3.0,7.0,0.429,0.0,0.0,,1.0,8.0,9.0,2.0,0.0,0.0,4.0,1.0,19.0,11.1,1.0,9.0,5.0,0.5555555555555556,71,73,76,46,7,21,61,66,17,6,62,63,73,26,7,56,73.0,75.0,78.0,46.0,7.0,3.0,38.0,63.0,68.0,18.0,6.0,62.0,65.0,75.0,31.0,7.0,56.0,0.9726027397260274,0.9733333333333334,0.9743589743589745,1.0,1.0,0.0,0.5526315789473685,0.9682539682539684,0.9705882352941176,0.9444444444444444,1.0,1.0,0.9692307692307692,0.9733333333333334,0.8387096774193549,1.0,1.0,11,22,46.0,71.0,62.0,16.0,0.2391304347826087,0.0,0.3548387096774194,0.0,18,10.0,46.0,2.555555555555556,11.099999999999996,50.1,2.783333333333333,15.4,4.4,1.9,2.5,-0.6,0.1409543786051389,0.614,0.652,0.124,2.4,2.7,L (-3),L (-3)
29.0,29.0,2022-12-14,29-362,IND,GSW,1.0,34.56666666666667,6.0,12.0,0.5,3.0,8.0,0.375,2.0,2.0,1.0,1.0,4.0,5.0,1.0,1.0,0.0,2.0,2.0,17.0,11.8,-21.0,4.0,3.0,0.75,71,73,76,46,7,21,61,66,17,6,62,63,73,26,7,56,73.0,75.0,78.0,46.0,7.0,3.0,38.0,63.0,68.0,18.0,6.0,62.0,65.0,75.0,31.0,7.0,56.0,0.9726027397260274,0.9733333333333334,0.9743589743589745,1.0,1.0,0.0,0.5526315789473685,0.9682539682539684,0.9705882352941176,0.9444444444444444,1.0,1.0,0.9692307692307692,0.9733333333333334,0.8387096774193549,1.0,1.0,11,22,46.0,71.0,62.0,16.0,0.2391304347826087,0.0,0.3548387096774194,0.0,18,8.0,81.0,4.5,10.999999999999996,90.7,5.038888888888889,15.4,4.4,1.9,2.5,-0.6,0.1409543786051389,0.614,0.652,0.124,2.4,2.7,L (-5),L (-5)
30.0,30.0,2022-12-16,29-364,IND,CLE,1.0,27.516666666666666,5.0,9.0,0.556,4.0,6.0,0.667,0.0,0.0,,0.0,1.0,1.0,5.0,0.0,0.0,2.0,1.0,14.0,11.1,-8.0,3.0,1.0,0.3333333333333333,71,73,76,46,7,21,61,66,17,6,62,63,73,26,7,56,73.0,75.0,78.0,46.0,7.0,3.0,38.0,63.0,68.0,18.0,6.0,62.0,65.0,75.0,31.0,7.0,56.0,0.9726027397260274,0.9733333333333334,0.9743589743589745,1.0,1.0,0.0,0.5526315789473685,0.9682539682539684,0.9705882352941176,0.9444444444444444,1.0,1.0,0.9692307692307692,0.9733333333333334,0.8387096774193549,1.0,1.0,11,22,46.0,71.0,62.0,16.0,0.2391304347826087,0.0,0.3548387096774194,0.0,18,9.0,71.0,3.9444444444444446,11.1,79.79999999999998,4.433333333333333,15.4,4.4,1.9,2.5,-0.6,0.1409543786051389,0.614,0.652,0.124,2.4,2.7,W (+6),W (+6)
31.0,31.0,2022-12-18,30-001,IND,NYK,1.0,27.48333333333333,9.0,16.0,0.563,5.0,10.0,0.5,0.0,0.0,,0.0,3.0,3.0,3.0,1.0,0.0,3.0,6.0,23.0,14.0,4.0,6.0,4.0,0.6666666666666666,71,73,76,46,7,21,61,66,17,6,62,63,73,26,7,56,73.0,75.0,78.0,46.0,7.0,3.0,38.0,63.0,68.0,18.0,6.0,62.0,65.0,75.0,31.0,7.0,56.0,0.9726027397260274,0.9733333333333334,0.9743589743589745,1.0,1.0,0.0,0.5526315789473685,0.9682539682539684,0.9705882352941176,0.9444444444444444,1.0,1.0,0.9692307692307692,0.9733333333333334,0.8387096774193549,1.0,1.0,11,22,46.0,71.0,62.0,16.0,0.2391304347826087,0.0,0.3548387096774194,0.0,18,11.0,53.0,2.9444444444444446,14.0,49.3,2.738888888888889,15.4,4.4,1.9,2.5,-0.6,0.1409543786051389,0.614,0.652,0.124,2.4,2.7,L (-6),L (-6)
32.0,32.0,2022-12-21,30-004,IND,BOS,1.0,29.883333333333333,3.0,7.0,0.429,2.0,3.0,0.667,0.0,0.0,,1.0,4.0,5.0,5.0,1.0,1.0,1.0,1.0,8.0,10.0,2.0,4.0,1.0,0.25,71,73,76,46,7,21,61,66,17,6,62,63,73,26,7,56,73.0,75.0,78.0,46.0,7.0,3.0,38.0,63.0,68.0,18.0,6.0,62.0,65.0,75.0,31.0,7.0,56.0,0.9726027397260274,0.9733333333333334,0.9743589743589745,1.0,1.0,0.0,0.5526315789473685,0.9682539682539684,0.9705882352941176,0.9444444444444444,1.0,1.0,0.9692307692307692,0.9733333333333334,0.8387096774193549,1.0,1.0,11,22,46.0,71.0,62.0,16.0,0.2391304347826087,0.0,0.3548387096774194,0.0,18,12.0,78.0,4.333333333333333,9.999999999999998,82.59999999999998,4.588888888888888,15.4,4.4,1.9,2.5,-0.6,0.1409543786051389,0.614,0.652,0.124,2.4,2.7,L (-3),L (-3)
33.0,33.0,2022-12-23,30-006,IND,MIA,1.0,34.53333333333333,7.0,15.0,0.467,7.0,11.0,0.636,0.0,0.0,,0.0,5.0,5.0,2.0,0.0,0.0,0.0,2.0,21.0,15.4,17.0,4.0,0.0,0.0,71,73,76,46,7,21,61,66,17,6,62,63,73,26,7,56,73.0,75.0,78.0,46.0,7.0,3.0,38.0,63.0,68.0,18.0,6.0,62.0,65.0,75.0,31.0,7.0,56.0,0.9726027397260274,0.9733333333333334,0.9743589743589745,1.0,1.0,0.0,0.5526315789473685,0.9682539682539684,0.9705882352941176,0.9444444444444444,1.0,1.0,0.9692307692307692,0.9733333333333334,0.8387096774193549,1.0,1.0,11,22,46.0,71.0,62.0,16.0,0.2391304347826087,0.0,0.3548387096774194,0.0,18,13.0,81.0,4.5,15.4,66.6,3.7,15.4,4.4,1.9,2.5,-0.6,0.1409543786051389,0.614,0.652,0.124,2.4,2.7,W (+5),W (+5)
34.0,34.0,2022-12-26,30-009,IND,NOP,1.0,23.08333333333333,4.0,10.0,0.4,4.0,7.0,0.571,0.0,0.0,,0.0,3.0,3.0,1.0,1.0,0.0,0.0,0.0,12.0,9.2,-10.0,3.0,0.0,0.0,71,73,76,46,7,21,61,66,17,6,62,63,73,26,7,56,73.0,75.0,78.0,46.0,7.0,3.0,38.0,63.0,68.0,18.0,6.0,62.0,65.0,75.0,31.0,7.0,56.0,0.9726027397260274,0.9733333333333334,0.9743589743589745,1.0,1.0,0.0,0.5526315789473685,0.9682539682539684,0.9705882352941176,0.9444444444444444,1.0,1.0,0.9692307692307692,0.9733333333333334,0.8387096774193549,1.0,1.0,11,22,46.0,71.0,62.0,16.0,0.2391304347826087,0.0,0.3548387096774194,0.0,18,7.0,54.0,3.0,9.2,49.5,2.75,15.4,4.4,1.9,2.5,-0.6,0.1409543786051389,0.614,0.652,0.124,2.4,2.7,W (+3),W (+3)
35.0,35.0,2022-12-27,30-010,IND,ATL,1.0,29.75,11.0,16.0,0.688,6.0,7.0,0.857,0.0,0.0,,1.0,8.0,9.0,2.0,0.0,0.0,0.0,0.0,28.0,25.7,11.0,9.0,5.0,0.5555555555555556,71,73,76,46,7,21,61,66,17,6,62,63,73,26,7,56,73.0,75.0,78.0,46.0,7.0,3.0,38.0,63.0,68.0,18.0,6.0,62.0,65.0,75.0,31.0,7.0,56.0,0.9726027397260274,0.9733333333333334,0.9743589743589745,1.0,1.0,0.0,0.5526315789473685,0.9682539682539684,0.9705882352941176,0.9444444444444444,1.0,1.0,0.9692307692307692,0.9733333333333334,0.8387096774193549,1.0,1.0,11,22,46.0,71.0,62.0,16.0,0.2391304347826087,0.0,0.3548387096774194,0.0,18,23.0,69.0,3.8333333333333335,25.7,72.7,4.038888888888889,15.4,4.4,1.9,2.5,-0.6,0.1409543786051389,0.614,0.652,0.124,2.4,2.7,L (-20),L (-20)
36.0,36.0,2022-12-29,30-012,IND,CLE,1.0,32.766666666666666,10.0,14.0,0.714,5.0,6.0,0.833,0.0,0.0,,0.0,3.0,3.0,3.0,2.0,0.0,1.0,4.0,25.0,21.6,14.0,8.0,5.0,0.625,71,73,76,46,7,21,61,66,17,6,62,63,73,26,7,56,73.0,75.0,78.0,46.0,7.0,3.0,38.0,63.0,68.0,18.0,6.0,62.0,65.0,75.0,31.0,7.0,56.0,0.9726027397260274,0.9733333333333334,0.9743589743589745,1.0,1.0,0.0,0.5526315789473685,0.9682539682539684,0.9705882352941176,0.9444444444444444,1.0,1.0,0.9692307692307692,0.9733333333333334,0.8387096774193549,1.0,1.0,11,22,46.0,71.0,62.0,16.0,0.2391304347826087,0.0,0.3548387096774194,0.0,18,18.0,82.0,4.555555555555555,21.6,94.8,5.266666666666667,15.4,4.4,1.9,2.5,-0.6,0.1409543786051389,0.614,0.652,0.124,2.4,2.7,W (+15),W (+15)
37.0,37.0,2022-12-31,30-014,IND,LAC,1.0,33.766666666666666,6.0,16.0,0.375,5.0,12.0,0.417,1.0,1.0,1.0,2.0,6.0,8.0,2.0,1.0,0.0,1.0,2.0,18.0,13.0,2.0,4.0,1.0,0.25,71,73,76,46,7,21,61,66,17,6,62,63,73,26,7,56,73.0,75.0,78.0,46.0,7.0,3.0,38.0,63.0,68.0,18.0,6.0,62.0,65.0,75.0,31.0,7.0,56.0,0.9726027397260274,0.9733333333333334,0.9743589743589745,1.0,1.0,0.0,0.5526315789473685,0.9682539682539684,0.9705882352941176,0.9444444444444444,1.0,1.0,0.9692307692307692,0.9733333333333334,0.8387096774193549,1.0,1.0,11,22,46.0,71.0,62.0,16.0,0.2391304347826087,0.0,0.3548387096774194,0.0,18,11.0,85.0,4.722222222222222,12.599999999999996,91.0,5.055555555555555,15.4,4.4,1.9,2.5,-0.6,0.1409543786051389,0.614,0.652,0.124,2.4,2.7,W (+9),W (+9)
38.0,38.0,2023-01-02,30-016,IND,TOR,1.0,30.28333333333333,7.0,11.0,0.636,4.0,7.0,0.571,1.0,1.0,1.0,0.0,5.0,5.0,4.0,0.0,0.0,0.0,1.0,19.0,18.0,0.0,4.0,3.0,0.75,71,73,76,46,7,21,61,66,17,6,62,63,73,26,7,56,73.0,75.0,78.0,46.0,7.0,3.0,38.0,63.0,68.0,18.0,6.0,62.0,65.0,75.0,31.0,7.0,56.0,0.9726027397260274,0.9733333333333334,0.9743589743589745,1.0,1.0,0.0,0.5526315789473685,0.9682539682539684,0.9705882352941176,0.9444444444444444,1.0,1.0,0.9692307692307692,0.9733333333333334,0.8387096774193549,1.0,1.0,11,22,46.0,71.0,62.0,16.0,0.2391304347826087,0.0,0.3548387096774194,0.0,18,16.0,78.0,4.333333333333333,17.600000000000005,72.7,4.038888888888889,15.4,4.4,1.9,2.5,-0.6,0.1409543786051389,0.614,0.652,0.124,2.4,2.7,W (+1),W (+1)
39.0,39.0,2023-01-04,30-018,IND,PHI,1.0,41.31666666666667,9.0,22.0,0.409,6.0,14.0,0.429,0.0,0.0,,1.0,8.0,9.0,6.0,2.0,1.0,0.0,1.0,24.0,21.8,1.0,8.0,3.0,0.375,71,73,76,46,7,21,61,66,17,6,62,63,73,26,7,56,73.0,75.0,78.0,46.0,7.0,3.0,38.0,63.0,68.0,18.0,6.0,62.0,65.0,75.0,31.0,7.0,56.0,0.9726027397260274,0.9733333333333334,0.9743589743589745,1.0,1.0,0.0,0.5526315789473685,0.9682539682539684,0.9705882352941176,0.9444444444444444,1.0,1.0,0.9692307692307692,0.9733333333333334,0.8387096774193549,1.0,1.0,11,22,46.0,71.0,62.0,16.0,0.2391304347826087,0.0,0.3548387096774194,0.0,18,20.0,85.0,4.722222222222222,21.80000000000001,87.79999999999998,4.877777777777776,15.4,4.4,1.9,2.5,-0.6,0.1409543786051389,0.614,0.652,0.124,2.4,2.7,W (+8),W (+8)
40.0,40.0,2023-01-06,30-020,IND,POR,1.0,30.883333333333333,3.0,9.0,0.333,2.0,5.0,0.4,3.0,3.0,1.0,0.0,6.0,6.0,0.0,2.0,1.0,0.0,2.0,11.0,9.6,9.0,4.0,1.0,0.25,71,73,76,46,7,21,61,66,17,6,62,63,73,26,7,56,73.0,75.0,78.0,46.0,7.0,3.0,38.0,63.0,68.0,18.0,6.0,62.0,65.0,75.0,31.0,7.0,56.0,0.9726027397260274,0.9733333333333334,0.9743589743589745,1.0,1.0,0.0,0.5526315789473685,0.9682539682539684,0.9705882352941176,0.9444444444444444,1.0,1.0,0.9692307692307692,0.9733333333333334,0.8387096774193549,1.0,1.0,11,22,46.0,71.0,62.0,16.0,0.2391304347826087,0.0,0.3548387096774194,0.0,18,8.0,69.0,3.8333333333333335,8.399999999999999,67.99999999999999,3.777777777777777,15.4,4.4,1.9,2.5,-0.6,0.1409543786051389,0.614,0.652,0.124,2.4,2.7,L (-3),L (-3)
41.0,41.0,2023-01-08,30-022,IND,CHO,1.0,31.383333333333333,7.0,21.0,0.333,4.0,12.0,0.333,3.0,4.0,0.75,0.0,1.0,1.0,2.0,0.0,1.0,2.0,0.0,21.0,9.1,13.0,9.0,3.0,0.3333333333333333,71,73,76,46,7,21,61,66,17,6,62,63,73,26,7,56,73.0,75.0,78.0,46.0,7.0,3.0,38.0,63.0,68.0,18.0,6.0,62.0,65.0,75.0,31.0,7.0,56.0,0.9726027397260274,0.9733333333333334,0.9743589743589745,1.0,1.0,0.0,0.5526315789473685,0.9682539682539684,0.9705882352941176,0.9444444444444444,1.0,1.0,0.9692307692307692,0.9733333333333334,0.8387096774193549,1.0,1.0,11,22,46.0,71.0,62.0,16.0,0.2391304347826087,0.0,0.3548387096774194,0.0,18,-2.0,83.0,4.611111111111111,7.9,77.7,4.316666666666666,15.4,4.4,1.9,2.5,-0.6,0.1409543786051389,0.614,0.652,0.124,2.4,2.7,W (+9),W (+9)
42.0,42.0,2023-01-11,30-025,IND,NYK,1.0,32.166666666666664,11.0,20.0,0.55,7.0,15.0,0.467,2.0,2.0,1.0,0.0,8.0,8.0,0.0,1.0,0.0,1.0,3.0,31.0,22.6,-3.0,5.0,4.0,0.8,71,73,76,46,7,21,61,66,17,6,62,63,73,26,7,56,73.0,75.0,78.0,46.0,7.0,3.0,38.0,63.0,68.0,18.0,6.0,62.0,65.0,75.0,31.0,7.0,56.0,0.9726027397260274,0.9733333333333334,0.9743589743589745,1.0,1.0,0.0,0.5526315789473685,0.9682539682539684,0.9705882352941176,0.9444444444444444,1.0,1.0,0.9692307692307692,0.9733333333333334,0.8387096774193549,1.0,1.0,11,22,46.0,71.0,62.0,16.0,0.2391304347826087,0.0,0.3548387096774194,0.0,18,17.0,58.0,3.2222222222222223,21.8,66.3,3.683333333333333,15.4,4.4,1.9,2.5,-0.6,0.1409543786051389,0.614,0.652,0.124,2.4,2.7,,
43.0,43.0,2023-01-13,30-027,IND,ATL,1.0,38.23333333333333,5.0,15.0,0.333,5.0,12.0,0.417,3.0,3.0,1.0,0.0,5.0,5.0,5.0,3.0,0.0,1.0,4.0,18.0,14.9,-7.0,3.0,0.0,0.0,71,73,76,46,7,21,61,66,17,6,62,63,73,26,7,56,73.0,75.0,78.0,46.0,7.0,3.0,38.0,63.0,68.0,18.0,6.0,62.0,65.0,75.0,31.0,7.0,56.0,0.9726027397260274,0.9733333333333334,0.9743589743589745,1.0,1.0,0.0,0.5526315789473685,0.9682539682539684,0.9705882352941176,0.9444444444444444,1.0,1.0,0.9692307692307692,0.9733333333333334,0.8387096774193549,1.0,1.0,11,22,46.0,71.0,62.0,16.0,0.2391304347826087,0.0,0.3548387096774194,0.0,18,12.0,53.0,2.9444444444444446,13.7,64.19999999999999,3.566666666666666,15.4,4.4,1.9,2.5,-0.6,0.1409543786051389,0.614,0.652,0.124,2.4,2.7,W (+5),W (+5)
44.0,44.0,2023-01-14,30-028,IND,MEM,1.0,25.65,2.0,8.0,0.25,0.0,3.0,0.0,1.0,1.0,1.0,0.0,5.0,5.0,1.0,0.0,0.0,2.0,1.0,5.0,0.0,-29.0,5.0,2.0,0.4,71,73,76,46,7,21,61,66,17,6,62,63,73,26,7,56,73.0,75.0,78.0,46.0,7.0,3.0,38.0,63.0,68.0,18.0,6.0,62.0,65.0,75.0,31.0,7.0,56.0,0.9726027397260274,0.9733333333333334,0.9743589743589745,1.0,1.0,0.0,0.5526315789473685,0.9682539682539684,0.9705882352941176,0.9444444444444444,1.0,1.0,0.9692307692307692,0.9733333333333334,0.8387096774193549,1.0,1.0,11,22,46.0,71.0,62.0,16.0,0.2391304347826087,0.0,0.3548387096774194,0.0,18,0.0,70.0,3.888888888888889,-0.3999999999999994,82.29999999999998,4.572222222222221,15.4,4.4,1.9,2.5,-0.6,0.1409543786051389,0.614,0.652,0.124,2.4,2.7,L (-6),L (-6)
45.0,45.0,2023-01-16,30-030,IND,MIL,1.0,37.98333333333333,6.0,15.0,0.4,5.0,10.0,0.5,1.0,1.0,1.0,0.0,5.0,5.0,5.0,1.0,0.0,2.0,3.0,18.0,12.7,-19.0,5.0,1.0,0.2,71,73,76,46,7,21,61,66,17,6,62,63,73,26,7,56,73.0,75.0,78.0,46.0,7.0,3.0,38.0,63.0,68.0,18.0,6.0,62.0,65.0,75.0,31.0,7.0,56.0,0.9726027397260274,0.9733333333333334,0.9743589743589745,1.0,1.0,0.0,0.5526315789473685,0.9682539682539684,0.9705882352941176,0.9444444444444444,1.0,1.0,0.9692307692307692,0.9733333333333334,0.8387096774193549,1.0,1.0,11,22,46.0,71.0,62.0,16.0,0.2391304347826087,0.0,0.3548387096774194,0.0,18,11.0,89.0,4.944444444444445,12.299999999999995,85.39999999999998,4.744444444444444,15.4,4.4,1.9,2.5,-0.6,0.1409543786051389,0.614,0.652,0.124,2.4,2.7,L (-2),L (-2)
46.0,46.0,2023-01-18,30-032,IND,OKC,1.0,19.0,1.0,4.0,0.25,1.0,4.0,0.25,0.0,0.0,,0.0,2.0,2.0,3.0,0.0,0.0,3.0,1.0,3.0,-0.1,-27.0,0.0,0.0,,71,73,76,46,7,21,61,66,17,6,62,63,73,26,7,56,73.0,75.0,78.0,46.0,7.0,3.0,38.0,63.0,68.0,18.0,6.0,62.0,65.0,75.0,31.0,7.0,56.0,0.9726027397260274,0.9733333333333334,0.9743589743589745,1.0,1.0,0.0,0.5526315789473685,0.9682539682539684,0.9705882352941176,0.9444444444444444,1.0,1.0,0.9692307692307692,0.9733333333333334,0.8387096774193549,1.0,1.0,11,22,46.0,71.0,62.0,16.0,0.2391304347826087,0.0,0.3548387096774194,0.0,18,1.0,83.0,4.611111111111111,-0.1,77.7,4.316666666666666,15.4,4.4,1.9,2.5,-0.6,0.1409543786051389,0.614,0.652,0.124,2.4,2.7,L (-18),L (-18)
47.0,47.0,2023-01-20,30-034,IND,DEN,1.0,24.75,3.0,6.0,0.5,0.0,2.0,0.0,3.0,3.0,1.0,1.0,5.0,6.0,3.0,1.0,0.0,2.0,0.0,9.0,9.3,-12.0,4.0,3.0,0.75,71,73,76,46,7,21,61,66,17,6,62,63,73,26,7,56,73.0,75.0,78.0,46.0,7.0,3.0,38.0,63.0,68.0,18.0,6.0,62.0,65.0,75.0,31.0,7.0,56.0,0.9726027397260274,0.9733333333333334,0.9743589743589745,1.0,1.0,0.0,0.5526315789473685,0.9682539682539684,0.9705882352941176,0.9444444444444444,1.0,1.0,0.9692307692307692,0.9733333333333334,0.8387096774193549,1.0,1.0,11,22,46.0,71.0,62.0,16.0,0.2391304347826087,0.0,0.3548387096774194,0.0,18,8.0,38.0,2.111111111111111,8.099999999999998,57.99999999999999,3.222222222222222,15.4,4.4,1.9,2.5,-0.6,0.1409543786051389,0.614,0.652,0.124,2.4,2.7,L (-13),L (-13)
48.0,48.0,2023-01-21,30-035,IND,PHO,1.0,35.5,7.0,17.0,0.412,5.0,12.0,0.417,3.0,4.0,0.75,1.0,7.0,8.0,2.0,2.0,0.0,4.0,2.0,22.0,13.9,6.0,5.0,2.0,0.4,71,73,76,46,7,21,61,66,17,6,62,63,73,26,7,56,73.0,75.0,78.0,46.0,7.0,3.0,38.0,63.0,68.0,18.0,6.0,62.0,65.0,75.0,31.0,7.0,56.0,0.9726027397260274,0.9733333333333334,0.9743589743589745,1.0,1.0,0.0,0.5526315789473685,0.9682539682539684,0.9705882352941176,0.9444444444444444,1.0,1.0,0.9692307692307692,0.9733333333333334,0.8387096774193549,1.0,1.0,11,22,46.0,71.0,62.0,16.0,0.2391304347826087,0.0,0.3548387096774194,0.0,18,9.0,56.0,3.111111111111111,12.7,56.79999999999999,3.155555555555555,15.4,4.4,1.9,2.5,-0.6,0.1409543786051389,0.614,0.652,0.124,2.4,2.7,L (-20),L (-20)
49.0,49.0,2023-01-24,30-038,IND,CHI,1.0,38.53333333333333,5.0,14.0,0.357,4.0,11.0,0.364,5.0,5.0,1.0,1.0,4.0,5.0,4.0,4.0,3.0,1.0,1.0,19.0,20.6,5.0,3.0,1.0,0.3333333333333333,71,73,76,46,7,21,61,66,17,6,62,63,73,26,7,56,73.0,75.0,78.0,46.0,7.0,3.0,38.0,63.0,68.0,18.0,6.0,62.0,65.0,75.0,31.0,7.0,56.0,0.9726027397260274,0.9733333333333334,0.9743589743589745,1.0,1.0,0.0,0.5526315789473685,0.9682539682539684,0.9705882352941176,0.9444444444444444,1.0,1.0,0.9692307692307692,0.9733333333333334,0.8387096774193549,1.0,1.0,11,22,46.0,71.0,62.0,16.0,0.2391304347826087,0.0,0.3548387096774194,0.0,18,15.0,67.0,3.7222222222222223,18.6,64.70000000000002,3.594444444444445,15.4,4.4,1.9,2.5,-0.6,0.1409543786051389,0.614,0.652,0.124,2.4,2.7,L (-23),L (-23)
50.0,50.0,2023-01-25,30-039,IND,ORL,1.0,38.71666666666667,7.0,13.0,0.538,6.0,10.0,0.6,1.0,2.0,0.5,2.0,2.0,4.0,5.0,4.0,0.0,4.0,2.0,21.0,19.0,-2.0,3.0,1.0,0.3333333333333333,71,73,76,46,7,21,61,66,17,6,62,63,73,26,7,56,73.0,75.0,78.0,46.0,7.0,3.0,38.0,63.0,68.0,18.0,6.0,62.0,65.0,75.0,31.0,7.0,56.0,0.9726027397260274,0.9733333333333334,0.9743589743589745,1.0,1.0,0.0,0.5526315789473685,0.9682539682539684,0.9705882352941176,0.9444444444444444,1.0,1.0,0.9692307692307692,0.9733333333333334,0.8387096774193549,1.0,1.0,11,22,46.0,71.0,62.0,16.0,0.2391304347826087,0.0,0.3548387096774194,0.0,18,15.0,67.0,3.7222222222222223,18.599999999999994,76.39999999999999,4.244444444444444,15.4,4.4,1.9,2.5,-0.6,0.1409543786051389,0.614,0.652,0.124,2.4,2.7,L (-5),L (-5)
