Unnamed: 0,Rk,G,Date,Age,Tm,Unnamed: 5,Opp,Unnamed: 7,GS,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,GmSc,+/-,2PA,2P,2P%,Shared Games with Anfernee Simons,Shared Games with Chance Comanche,Shared Games with Damian Lillard,Shared Games with Gary Payton II,Shared Games with Greg Brown III,Shared Games with Jabari Walker,Shared Games with Jeenathan Williams,Shared Games with Jerami Grant,Shared Games with John Butler,Shared Games with Josh Hart,Shared Games with Justin Minaya,Shared Games with Justise Winslow,Shared Games with Jusuf Nurkić,Shared Games with Keon Johnson,Shared Games with Nassir Little,Shared Games with Shaedon Sharpe,Shared Games with Skylar Mays,Shared Games with Trendon Watford,Anfernee Simons,Chance Comanche,Damian Lillard,Gary Payton II,Greg Brown III,Jabari Walker,Jeenathan Williams,Jerami Grant,John Butler,Josh Hart,Justin Minaya,Justise Winslow,Jusuf Nurkić,Keon Johnson,Nassir Little,Olivier Sarr,Shaedon Sharpe,Shaquille Harrison,Skylar Mays,Trendon Watford,co_inf with Anfernee Simons,co_inf with Chance Comanche,co_inf with Damian Lillard,co_inf with Gary Payton II,co_inf with Greg Brown III,co_inf with Jabari Walker,co_inf with Jeenathan Williams,co_inf with Jerami Grant,co_inf with John Butler,co_inf with Josh Hart,co_inf with Justin Minaya,co_inf with Justise Winslow,co_inf with Jusuf Nurkić,co_inf with Keon Johnson,co_inf with Nassir Little,co_inf with Olivier Sarr,co_inf with Shaedon Sharpe,co_inf with Shaquille Harrison,co_inf with Skylar Mays,co_inf with Trendon Watford,Shared Games with Kevin Knox,Shared Games with Cam Reddish,Shared Games with Matisse Thybulle,Shared Games with Ryan Arcidiacono,Cam Reddish,Jayson Tatum,Kevin Knox,Matisse Thybulle,Ryan Arcidiacono,co_inf with Kevin Knox,co_inf with Cam Reddish,co_inf with Jayson Tatum,co_inf with Matisse Thybulle,co_inf with Ryan Arcidiacono,Total Shared Players,CO_EFF,EFF,avg_EFF,CO_HGS,HGS,avg_HGS
54,53,51,2023-02-04,26-003,POR,@,CHI,L (-8),1,26:16,4.0,8.0,.500,0.0,1.0,.000,0,0.0,,1.0,4.0,5.0,0.0,0.0,1.0,0.0,2.0,8.0,5.8,-3,7.0,4.0,0.5714285714285714,60,1,58,15,15,53,5,61,18,50,4,27,50,40,53,76,6,58,62.0,1,58.0,22.0,16.0,56.0,5,63.0,19.0,76.0,4,29.0,52.0,40.0,54.0,9.0,80.0,5.0,6,62.0,0.967741935483871,1.0,1.0,0.6818181818181818,0.9375,0.9464285714285714,1.0,0.9682539682539684,0.9473684210526316,0.6578947368421053,1.0,0.9310344827586208,0.9615384615384616,1.0,0.9814814814814816,0.0,0.95,0.0,1.0,0.935483870967742,18,20,22,9,40.0,74.0,63.0,71.0,20.0,0.2857142857142857,0.5,0.0,0.3098591549295774,0.45,22,6.0,47.0,2.136363636363636,5.799999999999998,66.39999999999999,3.0181818181818176
55,54,52,2023-02-06,26-005,POR,,MIL,L (-19),1,25:33,5.0,9.0,.556,0.0,0.0,,0,0.0,,0.0,4.0,4.0,5.0,0.0,0.0,1.0,4.0,10.0,7.8,-5,9.0,5.0,0.5555555555555556,60,1,58,15,15,53,5,61,18,50,4,27,50,40,53,76,6,58,62.0,1,58.0,22.0,16.0,56.0,5,63.0,19.0,76.0,4,29.0,52.0,40.0,54.0,9.0,80.0,5.0,6,62.0,0.967741935483871,1.0,1.0,0.6818181818181818,0.9375,0.9464285714285714,1.0,0.9682539682539684,0.9473684210526316,0.6578947368421053,1.0,0.9310344827586208,0.9615384615384616,1.0,0.9814814814814816,0.0,0.95,0.0,1.0,0.935483870967742,18,20,22,9,40.0,74.0,63.0,71.0,20.0,0.2857142857142857,0.5,0.0,0.3098591549295774,0.45,22,9.0,32.0,1.4545454545454546,7.799999999999999,41.4,1.8818181818181818
56,55,53,2023-02-08,26-007,POR,,GSW,W (+3),1,16:49,5.0,6.0,.833,0.0,0.0,,0,0.0,,3.0,3.0,6.0,1.0,1.0,0.0,1.0,3.0,10.0,10.3,+4,6.0,5.0,0.8333333333333334,60,1,58,15,15,53,5,61,18,50,4,27,50,40,53,76,6,58,62.0,1,58.0,22.0,16.0,56.0,5,63.0,19.0,76.0,4,29.0,52.0,40.0,54.0,9.0,80.0,5.0,6,62.0,0.967741935483871,1.0,1.0,0.6818181818181818,0.9375,0.9464285714285714,1.0,0.9682539682539684,0.9473684210526316,0.6578947368421053,1.0,0.9310344827586208,0.9615384615384616,1.0,0.9814814814814816,0.0,0.95,0.0,1.0,0.935483870967742,18,20,22,9,40.0,74.0,63.0,71.0,20.0,0.2857142857142857,0.5,0.0,0.3098591549295774,0.45,22,11.0,84.0,3.8181818181818175,10.3,90.5,4.113636363636363
57,56,54,2023-02-10,26-009,POR,,OKC,L (-9),1,28:30,2.0,2.0,1.000,0.0,0.0,,5,6.0,.833,2.0,6.0,8.0,2.0,0.0,1.0,2.0,3.0,9.0,10.1,+8,2.0,2.0,1.0,60,1,58,15,15,53,5,61,18,50,4,27,50,40,53,76,6,58,62.0,1,58.0,22.0,16.0,56.0,5,63.0,19.0,76.0,4,29.0,52.0,40.0,54.0,9.0,80.0,5.0,6,62.0,0.967741935483871,1.0,1.0,0.6818181818181818,0.9375,0.9464285714285714,1.0,0.9682539682539684,0.9473684210526316,0.6578947368421053,1.0,0.9310344827586208,0.9615384615384616,1.0,0.9814814814814816,0.0,0.95,0.0,1.0,0.935483870967742,18,20,22,9,40.0,74.0,63.0,71.0,20.0,0.2857142857142857,0.5,0.0,0.3098591549295774,0.45,22,10.0,74.0,3.363636363636364,8.099999999999998,77.19999999999999,3.5090909090909084
58,57,55,2023-02-13,26-012,POR,,LAL,W (+12),1,23:47,3.0,6.0,.500,0.0,0.0,,0,0.0,,3.0,6.0,9.0,1.0,0.0,1.0,0.0,3.0,6.0,7.1,+5,6.0,3.0,0.5,60,1,58,15,15,53,5,61,18,50,4,27,50,40,53,76,6,58,62.0,1,58.0,22.0,16.0,56.0,5,63.0,19.0,76.0,4,29.0,52.0,40.0,54.0,9.0,80.0,5.0,6,62.0,0.967741935483871,1.0,1.0,0.6818181818181818,0.9375,0.9464285714285714,1.0,0.9682539682539684,0.9473684210526316,0.6578947368421053,1.0,0.9310344827586208,0.9615384615384616,1.0,0.9814814814814816,0.0,0.95,0.0,1.0,0.935483870967742,18,20,22,9,40.0,74.0,63.0,71.0,20.0,0.2857142857142857,0.5,0.0,0.3098591549295774,0.45,22,11.0,75.0,3.409090909090909,7.1000000000000005,92.0,4.181818181818182
59,58,56,2023-02-14,26-013,POR,,WAS,L (-25),1,27:29,1.0,4.0,.250,0.0,0.0,,1,2.0,.500,5.0,6.0,11.0,2.0,1.0,4.0,1.0,1.0,3.0,9.3,0,4.0,1.0,0.25,60,1,58,15,15,53,5,61,18,50,4,27,50,40,53,76,6,58,62.0,1,58.0,22.0,16.0,56.0,5,63.0,19.0,76.0,4,29.0,52.0,40.0,54.0,9.0,80.0,5.0,6,62.0,0.967741935483871,1.0,1.0,0.6818181818181818,0.9375,0.9464285714285714,1.0,0.9682539682539684,0.9473684210526316,0.6578947368421053,1.0,0.9310344827586208,0.9615384615384616,1.0,0.9814814814814816,0.0,0.95,0.0,1.0,0.935483870967742,18,20,22,9,40.0,74.0,63.0,71.0,20.0,0.2857142857142857,0.5,0.0,0.3098591549295774,0.45,22,14.0,39.0,1.7727272727272727,8.899999999999997,59.39999999999999,2.6999999999999997
60,59,57,2023-02-23,26-022,POR,@,SAC,L (-17),1,24:05,4.0,7.0,.571,0.0,0.0,,0,0.0,,4.0,3.0,7.0,3.0,0.0,0.0,0.0,4.0,8.0,8.9,-3,7.0,4.0,0.5714285714285714,60,1,58,15,15,53,5,61,18,50,4,27,50,40,53,76,6,58,62.0,1,58.0,22.0,16.0,56.0,5,63.0,19.0,76.0,4,29.0,52.0,40.0,54.0,9.0,80.0,5.0,6,62.0,0.967741935483871,1.0,1.0,0.6818181818181818,0.9375,0.9464285714285714,1.0,0.9682539682539684,0.9473684210526316,0.6578947368421053,1.0,0.9310344827586208,0.9615384615384616,1.0,0.9814814814814816,0.0,0.95,0.0,1.0,0.935483870967742,18,20,22,9,40.0,74.0,63.0,71.0,20.0,0.2857142857142857,0.5,0.0,0.3098591549295774,0.45,22,11.0,81.0,3.6818181818181817,8.9,80.30000000000001,3.6500000000000004
61,60,58,2023-02-26,26-025,POR,,HOU,W (+17),1,22:24,2.0,2.0,1.000,0.0,0.0,,5,10.0,.500,2.0,6.0,8.0,0.0,1.0,2.0,1.0,4.0,9.0,9.4,+14,2.0,2.0,1.0,60,1,58,15,15,53,5,61,18,50,4,27,50,40,53,76,6,58,62.0,1,58.0,22.0,16.0,56.0,5,63.0,19.0,76.0,4,29.0,52.0,40.0,54.0,9.0,80.0,5.0,6,62.0,0.967741935483871,1.0,1.0,0.6818181818181818,0.9375,0.9464285714285714,1.0,0.9682539682539684,0.9473684210526316,0.6578947368421053,1.0,0.9310344827586208,0.9615384615384616,1.0,0.9814814814814816,0.0,0.95,0.0,1.0,0.935483870967742,18,20,22,9,40.0,74.0,63.0,71.0,20.0,0.2857142857142857,0.5,0.0,0.3098591549295774,0.45,22,7.0,97.0,4.409090909090909,7.4,109.2,4.963636363636364
62,Rk,G,Date,Age,Tm,,Opp,,GS,MP,0.0,0.0,FG%,,,3P%,FT,0.0,FT%,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,GmSc,+/-,,,,60,1,58,15,15,53,5,61,18,50,4,27,50,40,53,76,6,58,62.0,1,58.0,22.0,16.0,56.0,5,63.0,19.0,76.0,4,29.0,52.0,40.0,54.0,9.0,80.0,5.0,6,62.0,0.967741935483871,1.0,1.0,0.6818181818181818,0.9375,0.9464285714285714,1.0,0.9682539682539684,0.9473684210526316,0.6578947368421053,1.0,0.9310344827586208,0.9615384615384616,1.0,0.9814814814814816,0.0,0.95,0.0,1.0,0.935483870967742,18,20,22,9,40.0,74.0,63.0,71.0,20.0,0.2857142857142857,0.5,0.0,0.3098591549295774,0.45,22,,0.0,0.0,0.0,0.0,0.0
63,61,59,2023-02-28,26-027,POR,@,GSW,L (-18),1,25:13,2.0,3.0,.667,0.0,0.0,,1,2.0,.500,1.0,7.0,8.0,4.0,0.0,0.0,1.0,2.0,5.0,7.1,-5,3.0,2.0,0.6666666666666666,60,1,58,15,15,53,5,61,18,50,4,27,50,40,53,76,6,58,62.0,1,58.0,22.0,16.0,56.0,5,63.0,19.0,76.0,4,29.0,52.0,40.0,54.0,9.0,80.0,5.0,6,62.0,0.967741935483871,1.0,1.0,0.6818181818181818,0.9375,0.9464285714285714,1.0,0.9682539682539684,0.9473684210526316,0.6578947368421053,1.0,0.9310344827586208,0.9615384615384616,1.0,0.9814814814814816,0.0,0.95,0.0,1.0,0.935483870967742,18,20,22,9,40.0,74.0,63.0,71.0,20.0,0.2857142857142857,0.5,0.0,0.3098591549295774,0.45,22,11.0,69.0,3.136363636363636,6.699999999999998,70.4,3.2
64,62,60,2023-03-01,26-028,POR,,NOP,L (-11),1,17:40,1.0,1.0,1.000,0.0,0.0,,0,0.0,,1.0,3.0,4.0,1.0,0.0,2.0,0.0,4.0,2.0,3.8,-9,1.0,1.0,1.0,60,1,58,15,15,53,5,61,18,50,4,27,50,40,53,76,6,58,62.0,1,58.0,22.0,16.0,56.0,5,63.0,19.0,76.0,4,29.0,52.0,40.0,54.0,9.0,80.0,5.0,6,62.0,0.967741935483871,1.0,1.0,0.6818181818181818,0.9375,0.9464285714285714,1.0,0.9682539682539684,0.9473684210526316,0.6578947368421053,1.0,0.9310344827586208,0.9615384615384616,1.0,0.9814814814814816,0.0,0.95,0.0,1.0,0.935483870967742,18,20,22,9,40.0,74.0,63.0,71.0,20.0,0.2857142857142857,0.5,0.0,0.3098591549295774,0.45,22,8.0,38.0,1.7272727272727273,3.8,51.400000000000006,2.3363636363636364
65,63,61,2023-03-03,26-030,POR,@,ATL,L (-18),1,22:27,4.0,7.0,.571,0.0,0.0,,0,0.0,,1.0,6.0,7.0,0.0,0.0,1.0,2.0,1.0,8.0,5.5,+2,7.0,4.0,0.5714285714285714,60,1,58,15,15,53,5,61,18,50,4,27,50,40,53,76,6,58,62.0,1,58.0,22.0,16.0,56.0,5,63.0,19.0,76.0,4,29.0,52.0,40.0,54.0,9.0,80.0,5.0,6,62.0,0.967741935483871,1.0,1.0,0.6818181818181818,0.9375,0.9464285714285714,1.0,0.9682539682539684,0.9473684210526316,0.6578947368421053,1.0,0.9310344827586208,0.9615384615384616,1.0,0.9814814814814816,0.0,0.95,0.0,1.0,0.935483870967742,18,20,22,9,40.0,74.0,63.0,71.0,20.0,0.2857142857142857,0.5,0.0,0.3098591549295774,0.45,22,7.0,65.0,2.9545454545454546,5.499999999999997,57.6,2.618181818181818
66,64,62,2023-03-05,26-032,POR,@,ORL,W (+3),1,26:05,5.0,6.0,.833,0.0,0.0,,3,4.0,.750,0.0,6.0,6.0,3.0,1.0,0.0,1.0,2.0,13.0,13.5,-6,6.0,5.0,0.8333333333333334,60,1,58,15,15,53,5,61,18,50,4,27,50,40,53,76,6,58,62.0,1,58.0,22.0,16.0,56.0,5,63.0,19.0,76.0,4,29.0,52.0,40.0,54.0,9.0,80.0,5.0,6,62.0,0.967741935483871,1.0,1.0,0.6818181818181818,0.9375,0.9464285714285714,1.0,0.9682539682539684,0.9473684210526316,0.6578947368421053,1.0,0.9310344827586208,0.9615384615384616,1.0,0.9814814814814816,0.0,0.95,0.0,1.0,0.935483870967742,18,20,22,9,40.0,74.0,63.0,71.0,20.0,0.2857142857142857,0.5,0.0,0.3098591549295774,0.45,22,12.0,70.0,3.1818181818181817,12.3,78.5,3.5681818181818183
67,65,63,2023-03-06,26-033,POR,@,DET,W (+6),1,19:13,3.0,3.0,1.000,0.0,0.0,,4,7.0,.571,1.0,2.0,3.0,2.0,1.0,2.0,0.0,2.0,10.0,12.2,+11,3.0,3.0,1.0,60,1,58,15,15,53,5,61,18,50,4,27,50,40,53,76,6,58,62.0,1,58.0,22.0,16.0,56.0,5,63.0,19.0,76.0,4,29.0,52.0,40.0,54.0,9.0,80.0,5.0,6,62.0,0.967741935483871,1.0,1.0,0.6818181818181818,0.9375,0.9464285714285714,1.0,0.9682539682539684,0.9473684210526316,0.6578947368421053,1.0,0.9310344827586208,0.9615384615384616,1.0,0.9814814814814816,0.0,0.95,0.0,1.0,0.935483870967742,18,20,22,9,40.0,74.0,63.0,71.0,20.0,0.2857142857142857,0.5,0.0,0.3098591549295774,0.45,22,8.0,80.0,3.636363636363636,10.599999999999996,79.7,3.622727272727273
68,66,64,2023-03-08,26-035,POR,@,BOS,L (-22),0,14:21,1.0,1.0,1.000,0.0,0.0,,0,0.0,,3.0,3.0,6.0,1.0,0.0,0.0,0.0,1.0,2.0,5.0,-12,1.0,1.0,1.0,60,1,58,15,15,53,5,61,18,50,4,27,50,40,53,76,6,58,62.0,1,58.0,22.0,16.0,56.0,5,63.0,19.0,76.0,4,29.0,52.0,40.0,54.0,9.0,80.0,5.0,6,62.0,0.967741935483871,1.0,1.0,0.6818181818181818,0.9375,0.9464285714285714,1.0,0.9682539682539684,0.9473684210526316,0.6578947368421053,1.0,0.9310344827586208,0.9615384615384616,1.0,0.9814814814814816,0.0,0.95,0.0,1.0,0.935483870967742,18,20,22,9,40.0,74.0,63.0,71.0,20.0,0.2857142857142857,0.5,0.0,0.3098591549295774,0.45,22,8.0,45.0,2.0454545454545454,5.0,58.79999999999999,2.6727272727272724
69,67,65,2023-03-10,26-037,POR,@,PHI,L (-1),0,22:07,2.0,5.0,.400,0.0,0.0,,4,4.0,1.000,1.0,5.0,6.0,1.0,0.0,2.0,1.0,2.0,8.0,7.8,-10,5.0,2.0,0.4,60,1,58,15,15,53,5,61,18,50,4,27,50,40,53,76,6,58,62.0,1,58.0,22.0,16.0,56.0,5,63.0,19.0,76.0,4,29.0,52.0,40.0,54.0,9.0,80.0,5.0,6,62.0,0.967741935483871,1.0,1.0,0.6818181818181818,0.9375,0.9464285714285714,1.0,0.9682539682539684,0.9473684210526316,0.6578947368421053,1.0,0.9310344827586208,0.9615384615384616,1.0,0.9814814814814816,0.0,0.95,0.0,1.0,0.935483870967742,18,20,22,9,40.0,74.0,63.0,71.0,20.0,0.2857142857142857,0.5,0.0,0.3098591549295774,0.45,22,7.0,92.0,4.181818181818182,6.2,91.7,4.168181818181818
70,68,66,2023-03-12,26-039,POR,@,NOP,L (-17),0,12:26,3.0,4.0,.750,0.0,0.0,,0,1.0,.000,2.0,5.0,7.0,0.0,1.0,0.0,1.0,0.0,6.0,6.9,-10,4.0,3.0,0.75,60,1,58,15,15,53,5,61,18,50,4,27,50,40,53,76,6,58,62.0,1,58.0,22.0,16.0,56.0,5,63.0,19.0,76.0,4,29.0,52.0,40.0,54.0,9.0,80.0,5.0,6,62.0,0.967741935483871,1.0,1.0,0.6818181818181818,0.9375,0.9464285714285714,1.0,0.9682539682539684,0.9473684210526316,0.6578947368421053,1.0,0.9310344827586208,0.9615384615384616,1.0,0.9814814814814816,0.0,0.95,0.0,1.0,0.935483870967742,18,20,22,9,40.0,74.0,63.0,71.0,20.0,0.2857142857142857,0.5,0.0,0.3098591549295774,0.45,22,8.0,65.0,2.9545454545454546,6.9,58.8,2.6727272727272724
71,69,67,2023-03-14,26-041,POR,,NYK,L (-16),0,18:00,0.0,1.0,.000,0.0,0.0,,0,0.0,,1.0,2.0,3.0,2.0,0.0,0.0,1.0,3.0,0.0,-0.2,-16,1.0,0.0,0.0,60,1,58,15,15,53,5,61,18,50,4,27,50,40,53,76,6,58,62.0,1,58.0,22.0,16.0,56.0,5,63.0,19.0,76.0,4,29.0,52.0,40.0,54.0,9.0,80.0,5.0,6,62.0,0.967741935483871,1.0,1.0,0.6818181818181818,0.9375,0.9464285714285714,1.0,0.9682539682539684,0.9473684210526316,0.6578947368421053,1.0,0.9310344827586208,0.9615384615384616,1.0,0.9814814814814816,0.0,0.95,0.0,1.0,0.935483870967742,18,20,22,9,40.0,74.0,63.0,71.0,20.0,0.2857142857142857,0.5,0.0,0.3098591549295774,0.45,22,3.0,65.0,2.9545454545454546,-0.2000000000000004,80.6,3.6636363636363636
72,70,68,2023-03-17,26-044,POR,,BOS,L (-14),0,18:05,3.0,3.0,1.000,0.0,0.0,,0,0.0,,0.0,3.0,3.0,0.0,0.0,2.0,1.0,2.0,6.0,5.6,-7,3.0,3.0,1.0,60,1,58,15,15,53,5,61,18,50,4,27,50,40,53,76,6,58,62.0,1,58.0,22.0,16.0,56.0,5,63.0,19.0,76.0,4,29.0,52.0,40.0,54.0,9.0,80.0,5.0,6,62.0,0.967741935483871,1.0,1.0,0.6818181818181818,0.9375,0.9464285714285714,1.0,0.9682539682539684,0.9473684210526316,0.6578947368421053,1.0,0.9310344827586208,0.9615384615384616,1.0,0.9814814814814816,0.0,0.95,0.0,1.0,0.935483870967742,18,20,22,9,40.0,74.0,63.0,71.0,20.0,0.2857142857142857,0.5,0.0,0.3098591549295774,0.45,22,7.0,47.0,2.136363636363636,5.6000000000000005,55.89999999999999,2.5409090909090906
73,71,69,2023-03-19,26-046,POR,,LAC,L (-15),0,21:28,5.0,8.0,.625,0.0,0.0,,0,0.0,,2.0,6.0,8.0,3.0,0.0,1.0,1.0,1.0,10.0,11.0,+6,8.0,5.0,0.625,60,1,58,15,15,53,5,61,18,50,4,27,50,40,53,76,6,58,62.0,1,58.0,22.0,16.0,56.0,5,63.0,19.0,76.0,4,29.0,52.0,40.0,54.0,9.0,80.0,5.0,6,62.0,0.967741935483871,1.0,1.0,0.6818181818181818,0.9375,0.9464285714285714,1.0,0.9682539682539684,0.9473684210526316,0.6578947368421053,1.0,0.9310344827586208,0.9615384615384616,1.0,0.9814814814814816,0.0,0.95,0.0,1.0,0.935483870967742,18,20,22,9,40.0,74.0,63.0,71.0,20.0,0.2857142857142857,0.5,0.0,0.3098591549295774,0.45,22,13.0,64.0,2.909090909090909,10.999999999999996,75.00000000000003,3.4090909090909105
74,72,70,2023-03-22,26-049,POR,@,UTA,W (+12),0,5:43,1.0,1.0,1.000,0.0,0.0,,0,0.0,,1.0,2.0,3.0,0.0,0.0,0.0,0.0,0.0,2.0,3.0,-7,1.0,1.0,1.0,60,1,58,15,15,53,5,61,18,50,4,27,50,40,53,76,6,58,62.0,1,58.0,22.0,16.0,56.0,5,63.0,19.0,76.0,4,29.0,52.0,40.0,54.0,9.0,80.0,5.0,6,62.0,0.967741935483871,1.0,1.0,0.6818181818181818,0.9375,0.9464285714285714,1.0,0.9682539682539684,0.9473684210526316,0.6578947368421053,1.0,0.9310344827586208,0.9615384615384616,1.0,0.9814814814814816,0.0,0.95,0.0,1.0,0.935483870967742,18,20,22,9,40.0,74.0,63.0,71.0,20.0,0.2857142857142857,0.5,0.0,0.3098591549295774,0.45,22,4.0,77.0,3.5,3.0,84.10000000000001,3.822727272727273
75,73,71,2023-03-24,26-051,POR,,CHI,L (-28),1,24:49,5.0,7.0,.714,0.0,0.0,,2,2.0,1.000,1.0,6.0,7.0,1.0,2.0,1.0,1.0,1.0,12.0,13.6,-13,7.0,5.0,0.7142857142857143,60,1,58,15,15,53,5,61,18,50,4,27,50,40,53,76,6,58,62.0,1,58.0,22.0,16.0,56.0,5,63.0,19.0,76.0,4,29.0,52.0,40.0,54.0,9.0,80.0,5.0,6,62.0,0.967741935483871,1.0,1.0,0.6818181818181818,0.9375,0.9464285714285714,1.0,0.9682539682539684,0.9473684210526316,0.6578947368421053,1.0,0.9310344827586208,0.9615384615384616,1.0,0.9814814814814816,0.0,0.95,0.0,1.0,0.935483870967742,18,20,22,9,40.0,74.0,63.0,71.0,20.0,0.2857142857142857,0.5,0.0,0.3098591549295774,0.45,22,13.0,49.0,2.227272727272727,12.8,57.19999999999998,2.599999999999999
76,74,72,2023-03-26,26-053,POR,,OKC,L (-6),1,32:45,3.0,6.0,.500,0.0,0.0,,1,2.0,.500,2.0,8.0,10.0,4.0,1.0,6.0,3.0,2.0,7.0,11.6,+7,6.0,3.0,0.5,60,1,58,15,15,53,5,61,18,50,4,27,50,40,53,76,6,58,62.0,1,58.0,22.0,16.0,56.0,5,63.0,19.0,76.0,4,29.0,52.0,40.0,54.0,9.0,80.0,5.0,6,62.0,0.967741935483871,1.0,1.0,0.6818181818181818,0.9375,0.9464285714285714,1.0,0.9682539682539684,0.9473684210526316,0.6578947368421053,1.0,0.9310344827586208,0.9615384615384616,1.0,0.9814814814814816,0.0,0.95,0.0,1.0,0.935483870967742,18,20,22,9,40.0,74.0,63.0,71.0,20.0,0.2857142857142857,0.5,0.0,0.3098591549295774,0.45,22,17.0,43.0,1.9545454545454544,11.2,57.10000000000001,2.5954545454545457
77,75,73,2023-03-27,26-054,POR,,NOP,L (-34),1,23:11,4.0,8.0,.500,0.0,1.0,.000,4,4.0,1.000,2.0,1.0,3.0,1.0,1.0,1.0,2.0,2.0,12.0,9.3,-17,7.0,4.0,0.5714285714285714,60,1,58,15,15,53,5,61,18,50,4,27,50,40,53,76,6,58,62.0,1,58.0,22.0,16.0,56.0,5,63.0,19.0,76.0,4,29.0,52.0,40.0,54.0,9.0,80.0,5.0,6,62.0,0.967741935483871,1.0,1.0,0.6818181818181818,0.9375,0.9464285714285714,1.0,0.9682539682539684,0.9473684210526316,0.6578947368421053,1.0,0.9310344827586208,0.9615384615384616,1.0,0.9814814814814816,0.0,0.95,0.0,1.0,0.935483870967742,18,20,22,9,40.0,74.0,63.0,71.0,20.0,0.2857142857142857,0.5,0.0,0.3098591549295774,0.45,22,4.0,33.0,1.5,7.699999999999999,41.2,1.8727272727272728
78,76,74,2023-03-29,26-056,POR,,SAC,L (-40),1,25:17,2.0,12.0,.167,0.0,2.0,.000,1,2.0,.500,4.0,7.0,11.0,5.0,0.0,2.0,2.0,4.0,5.0,3.2,-40,10.0,2.0,0.2,60,1,58,15,15,53,5,61,18,50,4,27,50,40,53,76,6,58,62.0,1,58.0,22.0,16.0,56.0,5,63.0,19.0,76.0,4,29.0,52.0,40.0,54.0,9.0,80.0,5.0,6,62.0,0.967741935483871,1.0,1.0,0.6818181818181818,0.9375,0.9464285714285714,1.0,0.9682539682539684,0.9473684210526316,0.6578947368421053,1.0,0.9310344827586208,0.9615384615384616,1.0,0.9814814814814816,0.0,0.95,0.0,1.0,0.935483870967742,18,20,22,9,40.0,74.0,63.0,71.0,20.0,0.2857142857142857,0.5,0.0,0.3098591549295774,0.45,22,7.0,39.0,1.7727272727272727,2.8000000000000007,40.3,1.8318181818181818
79,77,75,2023-03-31,26-058,POR,,SAC,L (-24),1,28:03,7.0,10.0,.700,0.0,0.0,,4,7.0,.571,5.0,5.0,10.0,1.0,2.0,1.0,2.0,3.0,18.0,17.8,,10.0,7.0,0.7,60,1,58,15,15,53,5,61,18,50,4,27,50,40,53,76,6,58,62.0,1,58.0,22.0,16.0,56.0,5,63.0,19.0,76.0,4,29.0,52.0,40.0,54.0,9.0,80.0,5.0,6,62.0,0.967741935483871,1.0,1.0,0.6818181818181818,0.9375,0.9464285714285714,1.0,0.9682539682539684,0.9473684210526316,0.6578947368421053,1.0,0.9310344827586208,0.9615384615384616,1.0,0.9814814814814816,0.0,0.95,0.0,1.0,0.935483870967742,18,20,22,9,40.0,74.0,63.0,71.0,20.0,0.2857142857142857,0.5,0.0,0.3098591549295774,0.45,22,13.0,48.0,2.1818181818181817,16.2,41.7,1.8954545454545455
80,78,76,2023-04-02,26-060,POR,@,MIN,W (+2),1,28:36,5.0,11.0,.455,1.0,2.0,.500,1,2.0,.500,1.0,4.0,5.0,2.0,2.0,3.0,2.0,2.0,12.0,10.5,-3,9.0,4.0,0.4444444444444444,60,1,58,15,15,53,5,61,18,50,4,27,50,40,53,76,6,58,62.0,1,58.0,22.0,16.0,56.0,5,63.0,19.0,76.0,4,29.0,52.0,40.0,54.0,9.0,80.0,5.0,6,62.0,0.967741935483871,1.0,1.0,0.6818181818181818,0.9375,0.9464285714285714,1.0,0.9682539682539684,0.9473684210526316,0.6578947368421053,1.0,0.9310344827586208,0.9615384615384616,1.0,0.9814814814814816,0.0,0.95,0.0,1.0,0.935483870967742,18,20,22,9,40.0,74.0,63.0,71.0,20.0,0.2857142857142857,0.5,0.0,0.3098591549295774,0.45,22,9.0,60.0,2.727272727272727,10.099999999999998,44.69999999999999,2.0318181818181813
81,79,77,2023-04-04,26-062,POR,@,MEM,L (-10),1,31:19,4.0,11.0,.364,0.0,2.0,.000,0,0.0,,6.0,2.0,8.0,3.0,0.0,4.0,1.0,3.0,8.0,9.4,-9,9.0,4.0,0.4444444444444444,60,1,58,15,15,53,5,61,18,50,4,27,50,40,53,76,6,58,62.0,1,58.0,22.0,16.0,56.0,5,63.0,19.0,76.0,4,29.0,52.0,40.0,54.0,9.0,80.0,5.0,6,62.0,0.967741935483871,1.0,1.0,0.6818181818181818,0.9375,0.9464285714285714,1.0,0.9682539682539684,0.9473684210526316,0.6578947368421053,1.0,0.9310344827586208,0.9615384615384616,1.0,0.9814814814814816,0.0,0.95,0.0,1.0,0.935483870967742,18,20,22,9,40.0,74.0,63.0,71.0,20.0,0.2857142857142857,0.5,0.0,0.3098591549295774,0.45,22,11.0,42.0,1.9090909090909087,9.400000000000002,47.9,2.1772727272727272
