Unnamed: 0,Rk,G,Date,Age,Tm,Unnamed: 5,Opp,Unnamed: 7,GS,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,GmSc,+/-,2PA,2P,2P%,Shared Games with Andre Iguodala,Shared Games with Andrew Wiggins,Shared Games with Anthony Lamb,Shared Games with Donte DiVincenzo,Shared Games with Draymond Green,Shared Games with James Wiseman,Shared Games with JaMychal Green,Shared Games with Jonathan Kuminga,Shared Games with Kevon Looney,Shared Games with Klay Thompson,Shared Games with Moses Moody,Shared Games with Patrick Baldwin Jr.,Shared Games with Ryan Rollins,Shared Games with Stephen Curry,Shared Games with Ty Jerome,Andre Iguodala,Andrew Wiggins,Anthony Lamb,Donte DiVincenzo,Draymond Green,James Wiseman,JaMychal Green,Jonathan Kuminga,Kevon Looney,Klay Thompson,Lester Quinones,Moses Moody,Patrick Baldwin Jr.,Ryan Rollins,Stephen Curry,Ty Jerome,co_inf with Andre Iguodala,co_inf with Andrew Wiggins,co_inf with Anthony Lamb,co_inf with Donte DiVincenzo,co_inf with Draymond Green,co_inf with James Wiseman,co_inf with JaMychal Green,co_inf with Jonathan Kuminga,co_inf with Kevon Looney,co_inf with Klay Thompson,co_inf with Lester Quinones,co_inf with Moses Moody,co_inf with Patrick Baldwin Jr.,co_inf with Ryan Rollins,co_inf with Stephen Curry,co_inf with Ty Jerome,Shared Games with Gary Payton II,Gary Payton II,Jalen Johnson,co_inf with Gary Payton II,co_inf with Jalen Johnson,Total Shared Players,CO_EFF,EFF,avg_EFF,CO_HGS,HGS,avg_HGS
35,35,35,2022-12-27,23-191,GSW,,CHO,W (+5),1,35:01,9.0,20.0,.450,1.0,7.0,.143,5,6.0,.833,0.0,2.0,2.0,6.0,0.0,0.0,3.0,4.0,24.0,13.4,+1,13.0,8.0,0.6153846153846154,8,37,62,72,73,21,57,67,82,69,63,31,12,56,45,8.0,37.0,62.0,72.0,73.0,45.0,57.0,67.0,82.0,69.0,4.0,63.0,31.0,12.0,56.0,45.0,1.0,1.0,1.0,1.0,1.0,0.4666666666666667,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,7,22.0,70.0,0.3181818181818182,0.0,16,3.0,63.0,3.9375,11.400000000000007,55.10000000000001,3.4437500000000005
36,36,36,2022-12-28,23-192,GSW,,UTA,W (+5),1,35:49,7.0,22.0,.318,2.0,10.0,.200,10,12.0,.833,0.0,3.0,3.0,1.0,0.0,0.0,6.0,4.0,26.0,6.6,-1,12.0,5.0,0.4166666666666667,8,37,62,72,73,21,57,67,82,69,63,31,12,56,45,8.0,37.0,62.0,72.0,73.0,45.0,57.0,67.0,82.0,69.0,4.0,63.0,31.0,12.0,56.0,45.0,1.0,1.0,1.0,1.0,1.0,0.4666666666666667,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,7,22.0,70.0,0.3181818181818182,0.0,16,-10.0,93.0,5.8125,2.6,77.3,4.83125
37,37,37,2022-12-30,23-194,GSW,,POR,W (+6),1,36:10,14.0,23.0,.609,5.0,10.0,.500,8,9.0,.889,1.0,4.0,5.0,6.0,0.0,0.0,7.0,4.0,41.0,27.6,+18,13.0,9.0,0.6923076923076923,8,37,62,72,73,21,57,67,82,69,63,31,12,56,45,8.0,37.0,62.0,72.0,73.0,45.0,57.0,67.0,82.0,69.0,4.0,63.0,31.0,12.0,56.0,45.0,1.0,1.0,1.0,1.0,1.0,0.4666666666666667,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,7,22.0,70.0,0.3181818181818182,0.0,16,13.0,67.0,4.1875,24.40000000000001,68.79999999999998,4.299999999999999
38,38,38,2023-01-02,23-197,GSW,,ATL,W (+2),1,45:23,11.0,31.0,.355,2.0,12.0,.167,4,6.0,.667,2.0,4.0,6.0,5.0,2.0,0.0,6.0,2.0,28.0,11.2,+7,19.0,9.0,0.4736842105263157,8,37,62,72,73,21,57,67,82,69,63,31,12,56,45,8.0,37.0,62.0,72.0,73.0,45.0,57.0,67.0,82.0,69.0,4.0,63.0,31.0,12.0,56.0,45.0,1.0,1.0,1.0,1.0,1.0,0.4666666666666667,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,7,22.0,70.0,0.3181818181818182,0.0,16,-2.0,102.0,6.375,9.599999999999998,99.4,6.2125
39,39,39,2023-01-04,23-199,GSW,,DET,L (-3),1,33:58,9.0,22.0,.409,3.0,10.0,.300,3,3.0,1.000,1.0,4.0,5.0,6.0,0.0,0.0,3.0,2.0,24.0,14.5,+4,12.0,6.0,0.5,8,37,62,72,73,21,57,67,82,69,63,31,12,56,45,8.0,37.0,62.0,72.0,73.0,45.0,57.0,67.0,82.0,69.0,4.0,63.0,31.0,12.0,56.0,45.0,1.0,1.0,1.0,1.0,1.0,0.4666666666666667,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,7,22.0,70.0,0.3181818181818182,0.0,16,7.0,79.0,4.9375,13.300000000000004,77.9,4.86875
40,40,40,2023-01-07,23-202,GSW,,ORL,L (-14),1,38:10,5.0,17.0,.294,2.0,11.0,.182,9,10.0,.900,0.0,4.0,4.0,6.0,0.0,1.0,4.0,1.0,21.0,12.4,-3,6.0,3.0,0.5,8,37,62,72,73,21,57,67,82,69,63,31,12,56,45,8.0,37.0,62.0,72.0,73.0,45.0,57.0,67.0,82.0,69.0,4.0,63.0,31.0,12.0,56.0,45.0,1.0,1.0,1.0,1.0,1.0,0.4666666666666667,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,7,22.0,70.0,0.3181818181818182,0.0,16,1.0,72.0,4.5,8.799999999999999,58.8,3.675
41,Rk,G,Date,Age,Tm,,Opp,,GS,MP,0.0,0.0,FG%,,,3P%,FT,0.0,FT%,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,GmSc,+/-,,,,8,37,62,72,73,21,57,67,82,69,63,31,12,56,45,8.0,37.0,62.0,72.0,73.0,45.0,57.0,67.0,82.0,69.0,4.0,63.0,31.0,12.0,56.0,45.0,1.0,1.0,1.0,1.0,1.0,0.4666666666666667,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,7,22.0,70.0,0.3181818181818182,0.0,16,,0.0,0.0,0.0,0.0,0.0
42,41,41,2023-01-10,23-205,GSW,,PHO,L (-12),0,33:30,8.0,15.0,.533,4.0,7.0,.571,7,8.0,.875,1.0,4.0,5.0,6.0,1.0,0.0,2.0,4.0,27.0,22.8,+2,8.0,4.0,0.5,8,37,62,72,73,21,57,67,82,69,63,31,12,56,45,8.0,37.0,62.0,72.0,73.0,45.0,57.0,67.0,82.0,69.0,4.0,63.0,31.0,12.0,56.0,45.0,1.0,1.0,1.0,1.0,1.0,0.4666666666666667,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,7,22.0,70.0,0.3181818181818182,0.0,16,14.0,55.0,3.4375,20.0,56.3,3.51875
43,42,42,2023-01-13,23-208,GSW,@,SAS,W (+31),0,31:15,8.0,16.0,.500,2.0,6.0,.333,7,8.0,.875,1.0,2.0,3.0,6.0,1.0,0.0,2.0,4.0,25.0,19.5,+19,10.0,6.0,0.6,8,37,62,72,73,21,57,67,82,69,63,31,12,56,45,8.0,37.0,62.0,72.0,73.0,45.0,57.0,67.0,82.0,69.0,4.0,63.0,31.0,12.0,56.0,45.0,1.0,1.0,1.0,1.0,1.0,0.4666666666666667,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,7,22.0,70.0,0.3181818181818182,0.0,16,9.0,126.0,7.875,16.700000000000003,117.9,7.36875
44,43,43,2023-01-15,23-210,GSW,@,CHI,L (-14),0,26:05,5.0,8.0,.625,1.0,4.0,.250,4,4.0,1.000,0.0,2.0,2.0,3.0,2.0,0.0,4.0,4.0,15.0,10.5,+3,4.0,4.0,1.0,8,37,62,72,73,21,57,67,82,69,63,31,12,56,45,8.0,37.0,62.0,72.0,73.0,45.0,57.0,67.0,82.0,69.0,4.0,63.0,31.0,12.0,56.0,45.0,1.0,1.0,1.0,1.0,1.0,0.4666666666666667,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,7,22.0,70.0,0.3181818181818182,0.0,16,6.0,81.0,5.0625,8.900000000000002,79.49999999999999,4.968749999999999
45,44,44,2023-01-16,23-211,GSW,@,WAS,W (+9),1,36:40,12.0,20.0,.600,7.0,13.0,.538,1,1.0,1.000,0.0,7.0,7.0,3.0,2.0,1.0,4.0,3.0,32.0,24.5,-2,7.0,5.0,0.7142857142857143,8,37,62,72,73,21,57,67,82,69,63,31,12,56,45,8.0,37.0,62.0,72.0,73.0,45.0,57.0,67.0,82.0,69.0,4.0,63.0,31.0,12.0,56.0,45.0,1.0,1.0,1.0,1.0,1.0,0.4666666666666667,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,7,22.0,70.0,0.3181818181818182,0.0,16,20.0,67.0,4.1875,24.100000000000005,72.49999999999999,4.531249999999999
46,45,45,2023-01-19,23-214,GSW,@,BOS,L (-3),1,43:20,10.0,25.0,.400,2.0,10.0,.200,2,2.0,1.000,0.0,6.0,6.0,4.0,3.0,0.0,2.0,4.0,24.0,14.5,-7,15.0,8.0,0.5333333333333333,8,37,62,72,73,21,57,67,82,69,63,31,12,56,45,8.0,37.0,62.0,72.0,73.0,45.0,57.0,67.0,82.0,69.0,4.0,63.0,31.0,12.0,56.0,45.0,1.0,1.0,1.0,1.0,1.0,0.4666666666666667,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,7,22.0,70.0,0.3181818181818182,0.0,16,8.0,68.0,4.25,13.699999999999994,66.5,4.15625
47,46,46,2023-01-20,23-215,GSW,@,CLE,W (+6),1,40:35,10.0,23.0,.435,5.0,12.0,.417,7,8.0,.875,1.0,2.0,3.0,2.0,1.0,0.0,5.0,5.0,32.0,16.2,+6,11.0,5.0,0.4545454545454545,8,37,62,72,73,21,57,67,82,69,63,31,12,56,45,8.0,37.0,62.0,72.0,73.0,45.0,57.0,67.0,82.0,69.0,4.0,63.0,31.0,12.0,56.0,45.0,1.0,1.0,1.0,1.0,1.0,0.4666666666666667,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,7,22.0,70.0,0.3181818181818182,0.0,16,2.0,83.0,5.1875,13.400000000000006,81.0,5.0625
48,47,47,2023-01-22,23-217,GSW,,BRK,L (-4),1,29:29,5.0,11.0,.455,3.0,6.0,.500,4,4.0,1.000,2.0,2.0,4.0,3.0,4.0,1.0,2.0,4.0,17.0,16.5,-13,5.0,2.0,0.4,8,37,62,72,73,21,57,67,82,69,63,31,12,56,45,8.0,37.0,62.0,72.0,73.0,45.0,57.0,67.0,82.0,69.0,4.0,63.0,31.0,12.0,56.0,45.0,1.0,1.0,1.0,1.0,1.0,0.4666666666666667,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,7,22.0,70.0,0.3181818181818182,0.0,16,12.0,72.0,4.5,14.9,79.5,4.96875
49,48,48,2023-01-25,23-220,GSW,,MEM,W (+2),1,30:37,8.0,14.0,.571,2.0,6.0,.333,3,4.0,.750,1.0,4.0,5.0,7.0,1.0,0.0,3.0,5.0,21.0,16.8,+15,8.0,6.0,0.75,8,37,62,72,73,21,57,67,82,69,63,31,12,56,45,8.0,37.0,62.0,72.0,73.0,45.0,57.0,67.0,82.0,69.0,4.0,63.0,31.0,12.0,56.0,45.0,1.0,1.0,1.0,1.0,1.0,0.4666666666666667,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,7,22.0,70.0,0.3181818181818182,0.0,16,13.0,72.0,4.5,15.599999999999994,79.50000000000001,4.968750000000001
50,49,49,2023-01-27,23-222,GSW,,TOR,W (+12),1,24:24,4.0,8.0,.500,1.0,3.0,.333,0,0.0,,0.0,2.0,2.0,2.0,0.0,0.0,3.0,4.0,9.0,2.4,-13,5.0,3.0,0.6,8,37,62,72,73,21,57,67,82,69,63,31,12,56,45,8.0,37.0,62.0,72.0,73.0,45.0,57.0,67.0,82.0,69.0,4.0,63.0,31.0,12.0,56.0,45.0,1.0,1.0,1.0,1.0,1.0,0.4666666666666667,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,7,22.0,70.0,0.3181818181818182,0.0,16,2.0,114.0,7.125,2.4000000000000004,111.4,6.9625
51,50,50,2023-01-30,23-225,GSW,@,OKC,W (+8),1,30:54,4.0,12.0,.333,2.0,6.0,.333,5,8.0,.625,0.0,0.0,0.0,4.0,2.0,0.0,2.0,1.0,15.0,9.4,+10,6.0,2.0,0.3333333333333333,8,37,62,72,73,21,57,67,82,69,63,31,12,56,45,8.0,37.0,62.0,72.0,73.0,45.0,57.0,67.0,82.0,69.0,4.0,63.0,31.0,12.0,56.0,45.0,1.0,1.0,1.0,1.0,1.0,0.4666666666666667,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,7,22.0,70.0,0.3181818181818182,0.0,16,-1.0,103.0,6.4375,7.400000000000004,102.6,6.4125
52,51,51,2023-02-01,23-227,GSW,@,MIN,L (-5),1,31:39,4.0,13.0,.308,1.0,5.0,.200,9,10.0,.900,1.0,6.0,7.0,5.0,0.0,0.0,2.0,3.0,18.0,12.9,-9,8.0,3.0,0.375,8,37,62,72,73,21,57,67,82,69,63,31,12,56,45,8.0,37.0,62.0,72.0,73.0,45.0,57.0,67.0,82.0,69.0,4.0,63.0,31.0,12.0,56.0,45.0,1.0,1.0,1.0,1.0,1.0,0.4666666666666667,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,7,22.0,70.0,0.3181818181818182,0.0,16,5.0,62.0,3.875,9.3,66.1,4.13125
53,52,52,2023-02-02,23-228,GSW,@,DEN,L (-17),1,26:21,8.0,15.0,.533,4.0,8.0,.500,2,3.0,.667,0.0,3.0,3.0,5.0,1.0,0.0,2.0,4.0,22.0,16.1,-3,7.0,4.0,0.5714285714285714,8,37,62,72,73,21,57,67,82,69,63,31,12,56,45,8.0,37.0,62.0,72.0,73.0,45.0,57.0,67.0,82.0,69.0,4.0,63.0,31.0,12.0,56.0,45.0,1.0,1.0,1.0,1.0,1.0,0.4666666666666667,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,7,22.0,70.0,0.3181818181818182,0.0,16,11.0,68.0,4.25,15.299999999999995,59.49999999999999,3.7187499999999996
54,53,53,2023-02-04,23-230,GSW,,DAL,W (+6),0,26:45,1.0,6.0,.167,1.0,3.0,.333,0,0.0,,0.0,3.0,3.0,1.0,0.0,0.0,4.0,3.0,3.0,-4.4,-4,3.0,0.0,0.0,8,37,62,72,73,21,57,67,82,69,63,31,12,56,45,8.0,37.0,62.0,72.0,73.0,45.0,57.0,67.0,82.0,69.0,4.0,63.0,31.0,12.0,56.0,45.0,1.0,1.0,1.0,1.0,1.0,0.4666666666666667,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,7,22.0,70.0,0.3181818181818182,0.0,16,-3.0,95.0,5.9375,-4.4,100.29999999999998,6.268749999999999
55,54,54,2023-02-06,23-232,GSW,,OKC,W (+27),1,29:18,8.0,14.0,.571,5.0,10.0,.500,0,0.0,,1.0,3.0,4.0,12.0,0.0,0.0,4.0,3.0,21.0,19.2,+28,4.0,3.0,0.75,8,37,62,72,73,21,57,67,82,69,63,31,12,56,45,8.0,37.0,62.0,72.0,73.0,45.0,57.0,67.0,82.0,69.0,4.0,63.0,31.0,12.0,56.0,45.0,1.0,1.0,1.0,1.0,1.0,0.4666666666666667,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,7,22.0,70.0,0.3181818181818182,0.0,16,19.0,105.0,6.5625,19.2,103.7,6.48125
56,55,55,2023-02-08,23-234,GSW,@,POR,L (-3),1,34:53,13.0,25.0,.520,7.0,12.0,.583,5,5.0,1.000,1.0,0.0,1.0,7.0,0.0,0.0,2.0,2.0,38.0,28.5,0,13.0,6.0,0.4615384615384615,8,37,62,72,73,21,57,67,82,69,63,31,12,56,45,8.0,37.0,62.0,72.0,73.0,45.0,57.0,67.0,82.0,69.0,4.0,63.0,31.0,12.0,56.0,45.0,1.0,1.0,1.0,1.0,1.0,0.4666666666666667,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,7,22.0,70.0,0.3181818181818182,0.0,16,14.0,76.0,4.75,26.500000000000004,74.8,4.675
57,56,56,2023-02-11,23-237,GSW,,LAL,L (-6),1,37:15,11.0,25.0,.440,3.0,10.0,.300,4,4.0,1.000,0.0,5.0,5.0,6.0,1.0,2.0,3.0,4.0,29.0,19.4,-2,15.0,8.0,0.5333333333333333,8,37,62,72,73,21,57,67,82,69,63,31,12,56,45,8.0,37.0,62.0,72.0,73.0,45.0,57.0,67.0,82.0,69.0,4.0,63.0,31.0,12.0,56.0,45.0,1.0,1.0,1.0,1.0,1.0,0.4666666666666667,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,7,22.0,70.0,0.3181818181818182,0.0,16,11.0,68.0,4.25,17.79999999999999,58.4,3.65
58,57,57,2023-02-13,23-239,GSW,,WAS,W (+9),1,29:37,4.0,11.0,.364,3.0,6.0,.500,3,5.0,.600,1.0,3.0,4.0,4.0,0.0,0.0,4.0,4.0,14.0,5.9,-7,5.0,1.0,0.2,8,37,62,72,73,21,57,67,82,69,63,31,12,56,45,8.0,37.0,62.0,72.0,73.0,45.0,57.0,67.0,82.0,69.0,4.0,63.0,31.0,12.0,56.0,45.0,1.0,1.0,1.0,1.0,1.0,0.4666666666666667,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,7,22.0,70.0,0.3181818181818182,0.0,16,2.0,104.0,6.5,4.700000000000001,112.79999999999998,7.049999999999999
59,58,58,2023-02-14,23-240,GSW,@,LAC,L (-10),1,32:45,10.0,20.0,.500,3.0,10.0,.300,5,6.0,.833,0.0,2.0,2.0,6.0,0.0,0.0,0.0,4.0,28.0,20.8,-12,10.0,7.0,0.7,8,37,62,72,73,21,57,67,82,69,63,31,12,56,45,8.0,37.0,62.0,72.0,73.0,45.0,57.0,67.0,82.0,69.0,4.0,63.0,31.0,12.0,56.0,45.0,1.0,1.0,1.0,1.0,1.0,0.4666666666666667,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,7,22.0,70.0,0.3181818181818182,0.0,16,10.0,62.0,3.875,18.8,70.8,4.425
60,59,59,2023-02-23,23-249,GSW,@,LAL,L (-13),1,29:00,3.0,13.0,.231,2.0,7.0,.286,8,9.0,.889,0.0,1.0,1.0,4.0,2.0,0.0,2.0,3.0,16.0,9.6,-16,6.0,1.0,0.1666666666666666,8,37,62,72,73,21,57,67,82,69,63,31,12,56,45,8.0,37.0,62.0,72.0,73.0,45.0,57.0,67.0,82.0,69.0,4.0,63.0,31.0,12.0,56.0,45.0,1.0,1.0,1.0,1.0,1.0,0.4666666666666667,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,7,22.0,70.0,0.3181818181818182,0.0,16,-1.0,63.0,3.9375,6.400000000000002,69.6,4.35
61,60,60,2023-02-24,23-250,GSW,,HOU,W (+15),1,30:58,5.0,13.0,.385,2.0,8.0,.250,3,3.0,1.000,0.0,2.0,2.0,8.0,0.0,0.0,1.0,2.0,15.0,12.3,-3,5.0,3.0,0.6,8,37,62,72,73,21,57,67,82,69,63,31,12,56,45,8.0,37.0,62.0,72.0,73.0,45.0,57.0,67.0,82.0,69.0,4.0,63.0,31.0,12.0,56.0,45.0,1.0,1.0,1.0,1.0,1.0,0.4666666666666667,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,7,22.0,70.0,0.3181818181818182,0.0,16,8.0,82.0,5.125,11.1,72.80000000000001,4.550000000000001
62,Rk,G,Date,Age,Tm,,Opp,,GS,MP,0.0,0.0,FG%,,,3P%,FT,0.0,FT%,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,GmSc,+/-,,,,8,37,62,72,73,21,57,67,82,69,63,31,12,56,45,8.0,37.0,62.0,72.0,73.0,45.0,57.0,67.0,82.0,69.0,4.0,63.0,31.0,12.0,56.0,45.0,1.0,1.0,1.0,1.0,1.0,0.4666666666666667,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,7,22.0,70.0,0.3181818181818182,0.0,16,,0.0,0.0,0.0,0.0,0.0
63,61,61,2023-02-26,23-252,GSW,,MIN,W (+5),1,34:42,5.0,20.0,.250,1.0,8.0,.125,4,5.0,.800,1.0,2.0,3.0,4.0,2.0,1.0,4.0,4.0,15.0,3.8,+8,12.0,4.0,0.3333333333333333,8,37,62,72,73,21,57,67,82,69,63,31,12,56,45,8.0,37.0,62.0,72.0,73.0,45.0,57.0,67.0,82.0,69.0,4.0,63.0,31.0,12.0,56.0,45.0,1.0,1.0,1.0,1.0,1.0,0.4666666666666667,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,7,22.0,70.0,0.3181818181818182,0.0,16,-4.0,82.0,5.125,2.200000000000001,80.09999999999998,5.006249999999999
64,62,62,2023-02-28,23-254,GSW,,POR,W (+18),1,32:37,10.0,24.0,.417,3.0,10.0,.300,6,7.0,.857,0.0,5.0,5.0,6.0,0.0,0.0,4.0,3.0,29.0,16.3,+25,14.0,7.0,0.5,8,37,62,72,73,21,57,67,82,69,63,31,12,56,45,8.0,37.0,62.0,72.0,73.0,45.0,57.0,67.0,82.0,69.0,4.0,63.0,31.0,12.0,56.0,45.0,1.0,1.0,1.0,1.0,1.0,0.4666666666666667,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,7,22.0,70.0,0.3181818181818182,0.0,16,5.0,80.0,5.0,13.900000000000006,81.8,5.1125
65,63,63,2023-03-02,23-256,GSW,,LAC,W (+24),1,31:30,9.0,20.0,.450,5.0,12.0,.417,11,12.0,.917,2.0,2.0,4.0,3.0,2.0,0.0,3.0,1.0,34.0,25.9,+19,8.0,4.0,0.5,8,37,62,72,73,21,57,67,82,69,63,31,12,56,45,8.0,37.0,62.0,72.0,73.0,45.0,57.0,67.0,82.0,69.0,4.0,63.0,31.0,12.0,56.0,45.0,1.0,1.0,1.0,1.0,1.0,0.4666666666666667,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,7,22.0,70.0,0.3181818181818182,0.0,16,8.0,87.0,5.4375,21.500000000000004,68.9,4.30625
66,64,64,2023-03-03,23-257,GSW,,NOP,W (+9),1,33:54,3.0,13.0,.231,0.0,5.0,.000,12,12.0,1.000,0.0,2.0,2.0,7.0,1.0,0.0,3.0,2.0,18.0,12.8,+11,8.0,3.0,0.375,8,37,62,72,73,21,57,67,82,69,63,31,12,56,45,8.0,37.0,62.0,72.0,73.0,45.0,57.0,67.0,82.0,69.0,4.0,63.0,31.0,12.0,56.0,45.0,1.0,1.0,1.0,1.0,1.0,0.4666666666666667,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,7,22.0,70.0,0.3181818181818182,0.0,16,0.0,82.0,5.125,8.0,72.50000000000001,4.531250000000001
67,65,65,2023-03-05,23-259,GSW,@,LAL,L (-8),0,28:19,3.0,11.0,.273,3.0,10.0,.300,1,2.0,.500,1.0,2.0,3.0,4.0,0.0,0.0,2.0,1.0,10.0,4.8,+4,1.0,0.0,0.0,8,37,62,72,73,21,57,67,82,69,63,31,12,56,45,8.0,37.0,62.0,72.0,73.0,45.0,57.0,67.0,82.0,69.0,4.0,63.0,31.0,12.0,56.0,45.0,1.0,1.0,1.0,1.0,1.0,0.4666666666666667,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,7,22.0,70.0,0.3181818181818182,0.0,16,2.0,65.0,4.0625,4.399999999999998,64.2,4.0125
68,66,66,2023-03-07,23-261,GSW,@,OKC,L (-9),0,31:30,4.0,12.0,.333,1.0,7.0,.143,2,2.0,1.000,0.0,3.0,3.0,3.0,0.0,1.0,0.0,2.0,11.0,7.1,-3,5.0,3.0,0.6,8,37,62,72,73,21,57,67,82,69,63,31,12,56,45,8.0,37.0,62.0,72.0,73.0,45.0,57.0,67.0,82.0,69.0,4.0,63.0,31.0,12.0,56.0,45.0,1.0,1.0,1.0,1.0,1.0,0.4666666666666667,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,7,22.0,70.0,0.3181818181818182,0.0,16,4.0,86.0,5.375,6.3000000000000025,90.8,5.675
69,67,67,2023-03-09,23-263,GSW,@,MEM,L (-21),1,34:10,5.0,10.0,.500,2.0,5.0,.400,10,10.0,1.000,1.0,2.0,3.0,4.0,1.0,0.0,4.0,1.0,22.0,17.7,-33,5.0,3.0,0.6,8,37,62,72,73,21,57,67,82,69,63,31,12,56,45,8.0,37.0,62.0,72.0,73.0,45.0,57.0,67.0,82.0,69.0,4.0,63.0,31.0,12.0,56.0,45.0,1.0,1.0,1.0,1.0,1.0,0.4666666666666667,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,7,22.0,70.0,0.3181818181818182,0.0,16,6.0,57.0,3.5625,13.700000000000005,61.3,3.83125
70,68,68,2023-03-11,23-265,GSW,,MIL,W (+9),0,25:00,4.0,13.0,.308,2.0,5.0,.400,3,3.0,1.000,1.0,1.0,2.0,4.0,1.0,0.0,4.0,1.0,13.0,5.9,-11,8.0,2.0,0.25,8,37,62,72,73,21,57,67,82,69,63,31,12,56,45,8.0,37.0,62.0,72.0,73.0,45.0,57.0,67.0,82.0,69.0,4.0,63.0,31.0,12.0,56.0,45.0,1.0,1.0,1.0,1.0,1.0,0.4666666666666667,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,7,22.0,70.0,0.3181818181818182,0.0,16,0.0,107.0,6.6875,4.700000000000001,99.5,6.21875
71,69,69,2023-03-13,23-267,GSW,,PHO,W (+11),0,30:51,8.0,16.0,.500,4.0,8.0,.500,0,1.0,.000,0.0,1.0,1.0,6.0,0.0,0.0,3.0,3.0,20.0,11.9,+12,8.0,4.0,0.5,8,37,62,72,73,21,57,67,82,69,63,31,12,56,45,8.0,37.0,62.0,72.0,73.0,45.0,57.0,67.0,82.0,69.0,4.0,63.0,31.0,12.0,56.0,45.0,1.0,1.0,1.0,1.0,1.0,0.4666666666666667,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,7,22.0,70.0,0.3181818181818182,0.0,16,7.0,77.0,4.8125,11.900000000000002,86.7,5.41875
72,70,70,2023-03-15,23-269,GSW,@,LAC,L (-8),0,24:58,6.0,11.0,.545,3.0,5.0,.600,4,5.0,.800,0.0,1.0,1.0,5.0,0.0,0.0,4.0,3.0,19.0,11.9,-4,6.0,3.0,0.5,8,37,62,72,73,21,57,67,82,69,63,31,12,56,45,8.0,37.0,62.0,72.0,73.0,45.0,57.0,67.0,82.0,69.0,4.0,63.0,31.0,12.0,56.0,45.0,1.0,1.0,1.0,1.0,1.0,0.4666666666666667,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,7,22.0,70.0,0.3181818181818182,0.0,16,5.0,72.0,4.5,10.3,80.6,5.0375
