Rk,G,Date,Age,Tm,Opp,GS,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,GmSc,+/-,2PA,2P,2P%,Shared Games with Brandon Ingram,Shared Games with CJ McCollum,Shared Games with Dereon Seabron,Shared Games with Devonte' Graham,Shared Games with Dyson Daniels,Shared Games with Garrett Temple,Shared Games with Herbert Jones,Shared Games with Jaxson Hayes,Shared Games with Jose Alvarado,Shared Games with Kira Lewis Jr.,Shared Games with Larry Nance Jr.,Shared Games with Naji Marshall,Shared Games with Trey Murphy III,Shared Games with Willy Hernangómez,Shared Games with Zion Williamson,Brandon Ingram,CJ McCollum,Dereon Seabron,Devonte' Graham,Dyson Daniels,Garrett Temple,Herbert Jones,Jaxson Hayes,Jose Alvarado,Kira Lewis Jr.,Larry Nance Jr.,Naji Marshall,Trey Murphy III,Willy Hernangómez,Zion Williamson,co_inf with Brandon Ingram,co_inf with CJ McCollum,co_inf with Dereon Seabron,co_inf with Devonte' Graham,co_inf with Dyson Daniels,co_inf with Garrett Temple,co_inf with Herbert Jones,co_inf with Jaxson Hayes,co_inf with Jose Alvarado,co_inf with Kira Lewis Jr.,co_inf with Larry Nance Jr.,co_inf with Naji Marshall,co_inf with Trey Murphy III,co_inf with Willy Hernangómez,co_inf with Zion Williamson,Shared Games with Josh Richardson,Al Horford,Josh Richardson,co_inf with Al Horford,co_inf with Josh Richardson,Total Shared Players,CO_EFF,EFF,avg_EFF,CO_HGS,HGS,avg_HGS,Co_Points_Share,New Column,Result
31.0,31.0,2022-12-22,30-230,NOP,SAS,1.0,25.83333333333333,6.0,14.0,0.429,0.0,2.0,0.0,4.0,4.0,1.0,5.0,5.0,10.0,1.0,1.0,0.0,2.0,5.0,16.0,11.3,10.0,12.0,6.0,0.5,43,72,5,52,57,24,63,44,60,22,64,74,76,35,29,45.0,75.0,5.0,73.0,59.0,25.0,66.0,47.0,61.0,25.0,65.0,77.0,79.0,38.0,29.0,0.9555555555555556,0.96,1.0,0.7123287671232876,0.9661016949152542,0.96,0.9545454545454546,0.9361702127659576,0.9836065573770492,0.88,0.9846153846153848,0.961038961038961,0.9620253164556962,0.9210526315789472,1.0,23,63.0,65.0,0.0,0.3538461538461538,16,8.0,79.0,4.9375,9.7,88.6,5.5375,0.118895286841544,L (-9),L (-9)
32.0,32.0,2022-12-23,30-231,NOP,OKC,1.0,27.28333333333333,4.0,8.0,0.5,0.0,2.0,0.0,2.0,2.0,1.0,5.0,2.0,7.0,0.0,0.0,0.0,1.0,3.0,10.0,7.9,-3.0,6.0,4.0,0.6666666666666666,43,72,5,52,57,24,63,44,60,22,64,74,76,35,29,45.0,75.0,5.0,73.0,59.0,25.0,66.0,47.0,61.0,25.0,65.0,77.0,79.0,38.0,29.0,0.9555555555555556,0.96,1.0,0.7123287671232876,0.9661016949152542,0.96,0.9545454545454546,0.9361702127659576,0.9836065573770492,0.88,0.9846153846153848,0.961038961038961,0.9620253164556962,0.9210526315789472,1.0,23,63.0,65.0,0.0,0.3538461538461538,16,6.0,68.0,4.25,7.099999999999998,75.3,4.70625,0.118895286841544,W (+9),W (+9)
33.0,33.0,2022-12-26,30-234,NOP,IND,1.0,28.666666666666668,10.0,18.0,0.556,0.0,3.0,0.0,0.0,0.0,,6.0,6.0,12.0,5.0,1.0,1.0,3.0,3.0,20.0,18.4,4.0,15.0,10.0,0.6666666666666666,43,72,5,52,57,24,63,44,60,22,64,74,76,35,29,45.0,75.0,5.0,73.0,59.0,25.0,66.0,47.0,61.0,25.0,65.0,77.0,79.0,38.0,29.0,0.9555555555555556,0.96,1.0,0.7123287671232876,0.9661016949152542,0.96,0.9545454545454546,0.9361702127659576,0.9836065573770492,0.88,0.9846153846153848,0.961038961038961,0.9620253164556962,0.9210526315789472,1.0,23,63.0,65.0,0.0,0.3538461538461538,16,18.0,80.0,5.0,18.4,64.7,4.04375,0.118895286841544,W (+3),W (+3)
34.0,34.0,2022-12-28,30-236,NOP,MIN,1.0,29.216666666666665,4.0,12.0,0.333,0.0,3.0,0.0,4.0,4.0,1.0,3.0,8.0,11.0,2.0,0.0,1.0,1.0,3.0,12.0,9.6,2.0,9.0,4.0,0.4444444444444444,43,72,5,52,57,24,63,44,60,22,64,74,76,35,29,45.0,75.0,5.0,73.0,59.0,25.0,66.0,47.0,61.0,25.0,65.0,77.0,79.0,38.0,29.0,0.9555555555555556,0.96,1.0,0.7123287671232876,0.9661016949152542,0.96,0.9545454545454546,0.9361702127659576,0.9836065573770492,0.88,0.9846153846153848,0.961038961038961,0.9620253164556962,0.9210526315789472,1.0,23,63.0,65.0,0.0,0.3538461538461538,16,9.0,54.0,3.375,7.9999999999999964,74.0,4.625,0.118895286841544,W (+20),W (+20)
35.0,35.0,2022-12-30,30-238,NOP,PHI,1.0,27.966666666666665,4.0,10.0,0.4,0.0,1.0,0.0,2.0,2.0,1.0,2.0,7.0,9.0,1.0,1.0,2.0,1.0,4.0,10.0,8.6,-1.0,9.0,4.0,0.4444444444444444,43,72,5,52,57,24,63,44,60,22,64,74,76,35,29,45.0,75.0,5.0,73.0,59.0,25.0,66.0,47.0,61.0,25.0,65.0,77.0,79.0,38.0,29.0,0.9555555555555556,0.96,1.0,0.7123287671232876,0.9661016949152542,0.96,0.9545454545454546,0.9361702127659576,0.9836065573770492,0.88,0.9846153846153848,0.961038961038961,0.9620253164556962,0.9210526315789472,1.0,23,63.0,65.0,0.0,0.3538461538461538,16,10.0,74.0,4.625,7.799999999999999,97.3,6.08125,0.118895286841544,W (+1),W (+1)
36.0,36.0,2022-12-31,30-239,NOP,MEM,1.0,22.433333333333334,2.0,5.0,0.4,1.0,1.0,1.0,1.0,2.0,0.5,1.0,5.0,6.0,0.0,1.0,3.0,0.0,6.0,6.0,5.8,-11.0,4.0,1.0,0.25,43,72,5,52,57,24,63,44,60,22,64,74,76,35,29,45.0,75.0,5.0,73.0,59.0,25.0,66.0,47.0,61.0,25.0,65.0,77.0,79.0,38.0,29.0,0.9555555555555556,0.96,1.0,0.7123287671232876,0.9661016949152542,0.96,0.9545454545454546,0.9361702127659576,0.9836065573770492,0.88,0.9846153846153848,0.961038961038961,0.9620253164556962,0.9210526315789472,1.0,23,63.0,65.0,0.0,0.3538461538461538,16,9.0,37.0,2.3125,5.4,46.900000000000006,2.9312500000000004,0.118895286841544,W (+11),W (+11)
37.0,37.0,2023-01-02,30-241,NOP,PHI,1.0,28.4,5.0,9.0,0.556,2.0,3.0,0.667,0.0,0.0,,1.0,11.0,12.0,1.0,0.0,3.0,2.0,6.0,12.0,10.1,-5.0,6.0,3.0,0.5,43,72,5,52,57,24,63,44,60,22,64,74,76,35,29,45.0,75.0,5.0,73.0,59.0,25.0,66.0,47.0,61.0,25.0,65.0,77.0,79.0,38.0,29.0,0.9555555555555556,0.96,1.0,0.7123287671232876,0.9661016949152542,0.96,0.9545454545454546,0.9361702127659576,0.9836065573770492,0.88,0.9846153846153848,0.961038961038961,0.9620253164556962,0.9210526315789472,1.0,23,63.0,65.0,0.0,0.3538461538461538,16,17.0,69.0,4.3125,10.099999999999996,76.10000000000001,4.7562500000000005,0.118895286841544,L (-15),L (-15)
38.0,38.0,2023-01-04,30-243,NOP,HOU,1.0,31.73333333333333,6.0,15.0,0.4,0.0,2.0,0.0,4.0,5.0,0.8,4.0,13.0,17.0,2.0,0.0,1.0,4.0,4.0,16.0,10.7,4.0,13.0,6.0,0.4615384615384615,43,72,5,52,57,24,63,44,60,22,64,74,76,35,29,45.0,75.0,5.0,73.0,59.0,25.0,66.0,47.0,61.0,25.0,65.0,77.0,79.0,38.0,29.0,0.9555555555555556,0.96,1.0,0.7123287671232876,0.9661016949152542,0.96,0.9545454545454546,0.9361702127659576,0.9836065573770492,0.88,0.9846153846153848,0.961038961038961,0.9620253164556962,0.9210526315789472,1.0,23,63.0,65.0,0.0,0.3538461538461538,16,12.0,83.0,5.1875,9.099999999999996,98.8,6.175,0.118895286841544,L (-9),L (-9)
39.0,39.0,2023-01-06,30-245,NOP,BRK,1.0,25.916666666666668,5.0,11.0,0.455,0.0,0.0,,2.0,2.0,1.0,4.0,6.0,10.0,0.0,0.0,0.0,3.0,3.0,12.0,6.7,-7.0,11.0,5.0,0.4545454545454545,43,72,5,52,57,24,63,44,60,22,64,74,76,35,29,45.0,75.0,5.0,73.0,59.0,25.0,66.0,47.0,61.0,25.0,65.0,77.0,79.0,38.0,29.0,0.9555555555555556,0.96,1.0,0.7123287671232876,0.9661016949152542,0.96,0.9545454545454546,0.9361702127659576,0.9836065573770492,0.88,0.9846153846153848,0.961038961038961,0.9620253164556962,0.9210526315789472,1.0,23,63.0,65.0,0.0,0.3538461538461538,16,6.0,63.0,3.9375,5.900000000000002,64.39999999999999,4.025,0.118895286841544,W (+11),W (+11)
40.0,40.0,2023-01-07,30-246,NOP,DAL,1.0,29.95,10.0,13.0,0.769,0.0,2.0,0.0,5.0,6.0,0.833,2.0,8.0,10.0,3.0,0.0,0.0,1.0,3.0,25.0,23.2,1.0,11.0,10.0,0.9090909090909092,43,72,5,52,57,24,63,44,60,22,64,74,76,35,29,45.0,75.0,5.0,73.0,59.0,25.0,66.0,47.0,61.0,25.0,65.0,77.0,79.0,38.0,29.0,0.9555555555555556,0.96,1.0,0.7123287671232876,0.9661016949152542,0.96,0.9545454545454546,0.9361702127659576,0.9836065573770492,0.88,0.9846153846153848,0.961038961038961,0.9620253164556962,0.9210526315789472,1.0,23,63.0,65.0,0.0,0.3538461538461538,16,18.0,65.0,4.0625,21.2,77.09999999999998,4.818749999999999,0.118895286841544,L (-6),L (-6)
41.0,41.0,2023-01-09,30-248,NOP,WAS,1.0,28.25,10.0,15.0,0.667,0.0,0.0,,7.0,8.0,0.875,4.0,8.0,12.0,1.0,0.0,0.0,3.0,5.0,27.0,21.0,0.0,15.0,10.0,0.6666666666666666,43,72,5,52,57,24,63,44,60,22,64,74,76,35,29,45.0,75.0,5.0,73.0,59.0,25.0,66.0,47.0,61.0,25.0,65.0,77.0,79.0,38.0,29.0,0.9555555555555556,0.96,1.0,0.7123287671232876,0.9661016949152542,0.96,0.9545454545454546,0.9361702127659576,0.9836065573770492,0.88,0.9846153846153848,0.961038961038961,0.9620253164556962,0.9210526315789472,1.0,23,63.0,65.0,0.0,0.3538461538461538,16,14.0,84.0,5.25,18.2,86.70000000000003,5.418750000000002,0.118895286841544,L (-10),L (-10)
42.0,42.0,2023-01-11,30-250,NOP,BOS,1.0,23.383333333333333,5.0,10.0,0.5,1.0,1.0,1.0,2.0,2.0,1.0,0.0,4.0,4.0,2.0,0.0,0.0,2.0,2.0,13.0,7.8,-2.0,9.0,4.0,0.4444444444444444,43,72,5,52,57,24,63,44,60,22,64,74,76,35,29,45.0,75.0,5.0,73.0,59.0,25.0,66.0,47.0,61.0,25.0,65.0,77.0,79.0,38.0,29.0,0.9555555555555556,0.96,1.0,0.7123287671232876,0.9661016949152542,0.96,0.9545454545454546,0.9361702127659576,0.9836065573770492,0.88,0.9846153846153848,0.961038961038961,0.9620253164556962,0.9210526315789472,1.0,23,63.0,65.0,0.0,0.3538461538461538,16,5.0,78.0,4.875,6.9999999999999964,82.49999999999999,5.156249999999999,0.118895286841544,,
43.0,43.0,2023-01-13,30-252,NOP,DET,1.0,29.85,12.0,15.0,0.8,1.0,3.0,0.333,8.0,10.0,0.8,4.0,12.0,16.0,3.0,0.0,1.0,4.0,1.0,33.0,31.3,11.0,12.0,11.0,0.9166666666666666,43,72,5,52,57,24,63,44,60,22,64,74,76,35,29,45.0,75.0,5.0,73.0,59.0,25.0,66.0,47.0,61.0,25.0,65.0,77.0,79.0,38.0,29.0,0.9555555555555556,0.96,1.0,0.7123287671232876,0.9661016949152542,0.96,0.9545454545454546,0.9361702127659576,0.9836065573770492,0.88,0.9846153846153848,0.961038961038961,0.9620253164556962,0.9210526315789472,1.0,23,63.0,65.0,0.0,0.3538461538461538,16,24.0,57.0,3.5625,28.1,64.89999999999998,4.056249999999999,0.118895286841544,W (+20),W (+20)
44.0,44.0,2023-01-16,30-255,NOP,CLE,1.0,34.983333333333334,7.0,9.0,0.778,1.0,1.0,1.0,7.0,9.0,0.778,2.0,11.0,13.0,2.0,0.0,1.0,4.0,3.0,22.0,19.3,-7.0,8.0,6.0,0.75,43,72,5,52,57,24,63,44,60,22,64,74,76,35,29,45.0,75.0,5.0,73.0,59.0,25.0,66.0,47.0,61.0,25.0,65.0,77.0,79.0,38.0,29.0,0.9555555555555556,0.96,1.0,0.7123287671232876,0.9661016949152542,0.96,0.9545454545454546,0.9361702127659576,0.9836065573770492,0.88,0.9846153846153848,0.961038961038961,0.9620253164556962,0.9210526315789472,1.0,23,63.0,65.0,0.0,0.3538461538461538,16,16.0,68.0,4.25,16.499999999999996,66.5,4.15625,0.118895286841544,L (-11),L (-11)
45.0,45.0,2023-01-18,30-257,NOP,MIA,1.0,25.0,8.0,11.0,0.727,0.0,0.0,,2.0,3.0,0.667,4.0,6.0,10.0,0.0,0.0,0.0,4.0,3.0,18.0,12.5,-21.0,11.0,8.0,0.7272727272727273,43,72,5,52,57,24,63,44,60,22,64,74,76,35,29,45.0,75.0,5.0,73.0,59.0,25.0,66.0,47.0,61.0,25.0,65.0,77.0,79.0,38.0,29.0,0.9555555555555556,0.96,1.0,0.7123287671232876,0.9661016949152542,0.96,0.9545454545454546,0.9361702127659576,0.9836065573770492,0.88,0.9846153846153848,0.961038961038961,0.9620253164556962,0.9210526315789472,1.0,23,63.0,65.0,0.0,0.3538461538461538,16,10.0,53.0,3.3125,11.700000000000005,57.39999999999999,3.5874999999999995,0.118895286841544,W (+6),W (+6)
46.0,46.0,2023-01-20,30-259,NOP,ORL,1.0,28.08333333333333,9.0,19.0,0.474,1.0,1.0,1.0,1.0,2.0,0.5,3.0,7.0,10.0,1.0,0.0,1.0,0.0,5.0,20.0,13.5,-6.0,18.0,8.0,0.4444444444444444,43,72,5,52,57,24,63,44,60,22,64,74,76,35,29,45.0,75.0,5.0,73.0,59.0,25.0,66.0,47.0,61.0,25.0,65.0,77.0,79.0,38.0,29.0,0.9555555555555556,0.96,1.0,0.7123287671232876,0.9661016949152542,0.96,0.9545454545454546,0.9361702127659576,0.9836065573770492,0.88,0.9846153846153848,0.961038961038961,0.9620253164556962,0.9210526315789472,1.0,23,63.0,65.0,0.0,0.3538461538461538,16,11.0,85.0,5.3125,13.100000000000003,84.49999999999999,5.281249999999999,0.118895286841544,L (-10),L (-10)
47.0,47.0,2023-01-22,30-261,NOP,MIA,1.0,24.883333333333333,7.0,14.0,0.5,0.0,2.0,0.0,0.0,0.0,,3.0,13.0,16.0,1.0,0.0,1.0,2.0,3.0,14.0,11.2,4.0,12.0,7.0,0.5833333333333334,43,72,5,52,57,24,63,44,60,22,64,74,76,35,29,45.0,75.0,5.0,73.0,59.0,25.0,66.0,47.0,61.0,25.0,65.0,77.0,79.0,38.0,29.0,0.9555555555555556,0.96,1.0,0.7123287671232876,0.9661016949152542,0.96,0.9545454545454546,0.9361702127659576,0.9836065573770492,0.88,0.9846153846153848,0.961038961038961,0.9620253164556962,0.9210526315789472,1.0,23,63.0,65.0,0.0,0.3538461538461538,16,16.0,51.0,3.1875,11.199999999999996,55.99999999999999,3.5,0.118895286841544,L (-26),L (-26)
48.0,48.0,2023-01-24,30-263,NOP,DEN,1.0,18.03333333333333,5.0,9.0,0.556,1.0,1.0,1.0,3.0,5.0,0.6,3.0,6.0,9.0,0.0,0.0,1.0,2.0,4.0,14.0,9.9,-2.0,8.0,4.0,0.5,43,72,5,52,57,24,63,44,60,22,64,74,76,35,29,45.0,75.0,5.0,73.0,59.0,25.0,66.0,47.0,61.0,25.0,65.0,77.0,79.0,38.0,29.0,0.9555555555555556,0.96,1.0,0.7123287671232876,0.9661016949152542,0.96,0.9545454545454546,0.9361702127659576,0.9836065573770492,0.88,0.9846153846153848,0.961038961038961,0.9620253164556962,0.9210526315789472,1.0,23,63.0,65.0,0.0,0.3538461538461538,16,8.0,51.0,3.1875,8.700000000000001,59.1,3.69375,0.118895286841544,L (-13),L (-13)
49.0,49.0,2023-01-25,30-264,NOP,MIN,1.0,28.683333333333334,7.0,9.0,0.778,1.0,2.0,0.5,0.0,0.0,,2.0,10.0,12.0,0.0,0.0,1.0,2.0,4.0,15.0,13.0,-13.0,7.0,6.0,0.8571428571428571,43,72,5,52,57,24,63,44,60,22,64,74,76,35,29,45.0,75.0,5.0,73.0,59.0,25.0,66.0,47.0,61.0,25.0,65.0,77.0,79.0,38.0,29.0,0.9555555555555556,0.96,1.0,0.7123287671232876,0.9661016949152542,0.96,0.9545454545454546,0.9361702127659576,0.9836065573770492,0.88,0.9846153846153848,0.961038961038961,0.9620253164556962,0.9210526315789472,1.0,23,63.0,65.0,0.0,0.3538461538461538,16,17.0,31.0,1.9375,12.999999999999998,42.6,2.6625,0.118895286841544,L (-4),L (-4)
50.0,50.0,2023-01-28,30-267,NOP,WAS,1.0,8.766666666666667,0.0,3.0,0.0,0.0,2.0,0.0,0.0,0.0,,0.0,3.0,3.0,0.0,0.0,0.0,2.0,3.0,0.0,-4.4,1.0,1.0,0.0,0.0,43,72,5,52,57,24,63,44,60,22,64,74,76,35,29,45.0,75.0,5.0,73.0,59.0,25.0,66.0,47.0,61.0,25.0,65.0,77.0,79.0,38.0,29.0,0.9555555555555556,0.96,1.0,0.7123287671232876,0.9661016949152542,0.96,0.9545454545454546,0.9361702127659576,0.9836065573770492,0.88,0.9846153846153848,0.961038961038961,0.9620253164556962,0.9210526315789472,1.0,23,63.0,65.0,0.0,0.3538461538461538,16,-2.0,67.0,4.1875,-4.4,69.80000000000001,4.362500000000001,0.118895286841544,L (-1),L (-1)
51.0,51.0,2023-01-29,30-268,NOP,MIL,1.0,22.3,7.0,16.0,0.438,0.0,2.0,0.0,2.0,2.0,1.0,0.0,3.0,3.0,1.0,1.0,0.0,2.0,3.0,16.0,7.0,-17.0,14.0,7.0,0.5,43,72,5,52,57,24,63,44,60,22,64,74,76,35,29,45.0,75.0,5.0,73.0,59.0,25.0,66.0,47.0,61.0,25.0,65.0,77.0,79.0,38.0,29.0,0.9555555555555556,0.96,1.0,0.7123287671232876,0.9661016949152542,0.96,0.9545454545454546,0.9361702127659576,0.9836065573770492,0.88,0.9846153846153848,0.961038961038961,0.9620253164556962,0.9210526315789472,1.0,23,63.0,65.0,0.0,0.3538461538461538,16,1.0,58.0,3.625,6.199999999999999,59.7,3.73125,0.118895286841544,L (-9),L (-9)
52.0,52.0,2023-01-31,30-270,NOP,DEN,1.0,18.98333333333333,5.0,9.0,0.556,0.0,0.0,,0.0,1.0,0.0,2.0,4.0,6.0,2.0,0.0,0.0,1.0,2.0,10.0,7.5,-15.0,9.0,5.0,0.5555555555555556,43,72,5,52,57,24,63,44,60,22,64,74,76,35,29,45.0,75.0,5.0,73.0,59.0,25.0,66.0,47.0,61.0,25.0,65.0,77.0,79.0,38.0,29.0,0.9555555555555556,0.96,1.0,0.7123287671232876,0.9661016949152542,0.96,0.9545454545454546,0.9361702127659576,0.9836065573770492,0.88,0.9846153846153848,0.961038961038961,0.9620253164556962,0.9210526315789472,1.0,23,63.0,65.0,0.0,0.3538461538461538,16,7.0,83.0,5.1875,7.499999999999998,87.0,5.4375,0.118895286841544,L (-10),L (-10)
53.0,53.0,2023-02-02,30-272,NOP,DAL,1.0,21.73333333333333,5.0,11.0,0.455,0.0,1.0,0.0,6.0,6.0,1.0,9.0,4.0,13.0,2.0,0.0,0.0,1.0,3.0,16.0,17.0,-19.0,10.0,5.0,0.5,43,72,5,52,57,24,63,44,60,22,64,74,76,35,29,45.0,75.0,5.0,73.0,59.0,25.0,66.0,47.0,61.0,25.0,65.0,77.0,79.0,38.0,29.0,0.9555555555555556,0.96,1.0,0.7123287671232876,0.9661016949152542,0.96,0.9545454545454546,0.9361702127659576,0.9836065573770492,0.88,0.9846153846153848,0.961038961038961,0.9620253164556962,0.9210526315789472,1.0,23,63.0,65.0,0.0,0.3538461538461538,16,13.0,74.0,4.625,14.599999999999998,72.5,4.53125,0.118895286841544,L (-25),L (-25)
54.0,54.0,2023-02-04,30-274,NOP,LAL,1.0,24.28333333333333,9.0,13.0,0.692,0.0,1.0,0.0,0.0,0.0,,5.0,9.0,14.0,5.0,0.0,0.0,0.0,1.0,18.0,21.8,-4.0,12.0,9.0,0.75,43,72,5,52,57,24,63,44,60,22,64,74,76,35,29,45.0,75.0,5.0,73.0,59.0,25.0,66.0,47.0,61.0,25.0,65.0,77.0,79.0,38.0,29.0,0.9555555555555556,0.96,1.0,0.7123287671232876,0.9661016949152542,0.96,0.9545454545454546,0.9361702127659576,0.9836065573770492,0.88,0.9846153846153848,0.961038961038961,0.9620253164556962,0.9210526315789472,1.0,23,63.0,65.0,0.0,0.3538461538461538,16,24.0,66.0,4.125,21.800000000000004,84.9,5.30625,0.118895286841544,L (-9),L (-9)
55.0,,2023-02-05,30-275,NOP,SAC,,0.0,0.0,0.0,,,,,,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,43,72,5,52,57,24,63,44,60,22,64,74,76,35,29,45.0,75.0,5.0,73.0,59.0,25.0,66.0,47.0,61.0,25.0,65.0,77.0,79.0,38.0,29.0,0.9555555555555556,0.96,1.0,0.7123287671232876,0.9661016949152542,0.96,0.9545454545454546,0.9361702127659576,0.9836065573770492,0.88,0.9846153846153848,0.961038961038961,0.9620253164556962,0.9210526315789472,1.0,23,63.0,65.0,0.0,0.3538461538461538,16,,99.0,6.1875,0.0,119.40000000000002,7.462500000000001,0.118895286841544,L (-5),L (-5)
56.0,55.0,2023-02-07,30-277,NOP,ATL,1.0,25.5,8.0,10.0,0.8,0.0,0.0,,0.0,0.0,,3.0,11.0,14.0,1.0,0.0,1.0,1.0,4.0,16.0,16.4,5.0,10.0,8.0,0.8,43,72,5,52,57,24,63,44,60,22,64,74,76,35,29,45.0,75.0,5.0,73.0,59.0,25.0,66.0,47.0,61.0,25.0,65.0,77.0,79.0,38.0,29.0,0.9555555555555556,0.96,1.0,0.7123287671232876,0.9661016949152542,0.96,0.9545454545454546,0.9361702127659576,0.9836065573770492,0.88,0.9846153846153848,0.961038961038961,0.9620253164556962,0.9210526315789472,1.0,23,63.0,65.0,0.0,0.3538461538461538,16,21.0,59.0,3.6875,16.399999999999995,77.2,4.825,0.118895286841544,W (+5),W (+5)
57.0,56.0,2023-02-10,30-280,NOP,CLE,1.0,23.883333333333333,2.0,8.0,0.25,0.0,0.0,,3.0,4.0,0.75,5.0,2.0,7.0,1.0,0.0,0.0,0.0,2.0,7.0,5.8,-24.0,8.0,2.0,0.25,43,72,5,52,57,24,63,44,60,22,64,74,76,35,29,45.0,75.0,5.0,73.0,59.0,25.0,66.0,47.0,61.0,25.0,65.0,77.0,79.0,38.0,29.0,0.9555555555555556,0.96,1.0,0.7123287671232876,0.9661016949152542,0.96,0.9545454545454546,0.9361702127659576,0.9836065573770492,0.88,0.9846153846153848,0.961038961038961,0.9620253164556962,0.9210526315789472,1.0,23,63.0,65.0,0.0,0.3538461538461538,16,3.0,84.0,5.25,4.6000000000000005,84.69999999999999,5.293749999999999,0.118895286841544,W (+32),W (+32)
58.0,57.0,2023-02-13,30-283,NOP,OKC,1.0,24.766666666666666,5.0,6.0,0.833,0.0,1.0,0.0,4.0,5.0,0.8,1.0,7.0,8.0,2.0,0.0,0.0,3.0,4.0,14.0,11.0,16.0,5.0,5.0,1.0,43,72,5,52,57,24,63,44,60,22,64,74,76,35,29,45.0,75.0,5.0,73.0,59.0,25.0,66.0,47.0,61.0,25.0,65.0,77.0,79.0,38.0,29.0,0.9555555555555556,0.96,1.0,0.7123287671232876,0.9661016949152542,0.96,0.9545454545454546,0.9361702127659576,0.9836065573770492,0.88,0.9846153846153848,0.961038961038961,0.9620253164556962,0.9210526315789472,1.0,23,63.0,65.0,0.0,0.3538461538461538,16,10.0,45.0,2.8125,9.4,57.0,3.5625,0.118895286841544,W (+9),W (+9)
59.0,58.0,2023-02-15,30-285,NOP,LAL,1.0,31.1,6.0,9.0,0.667,0.0,0.0,,0.0,0.0,,2.0,9.0,11.0,2.0,1.0,0.0,1.0,3.0,12.0,12.4,-12.0,9.0,6.0,0.6666666666666666,43,72,5,52,57,24,63,44,60,22,64,74,76,35,29,45.0,75.0,5.0,73.0,59.0,25.0,66.0,47.0,61.0,25.0,65.0,77.0,79.0,38.0,29.0,0.9555555555555556,0.96,1.0,0.7123287671232876,0.9661016949152542,0.96,0.9545454545454546,0.9361702127659576,0.9836065573770492,0.88,0.9846153846153848,0.961038961038961,0.9620253164556962,0.9210526315789472,1.0,23,63.0,65.0,0.0,0.3538461538461538,16,16.0,54.0,3.375,12.4,57.3,3.58125,0.118895286841544,L (-11),L (-11)
60.0,59.0,2023-02-23,30-293,NOP,TOR,1.0,29.0,4.0,8.0,0.5,0.0,0.0,,4.0,6.0,0.667,2.0,10.0,12.0,2.0,0.0,0.0,2.0,4.0,12.0,9.4,-1.0,8.0,4.0,0.5,43,72,5,52,57,24,63,44,60,22,64,74,76,35,29,45.0,75.0,5.0,73.0,59.0,25.0,66.0,47.0,61.0,25.0,65.0,77.0,79.0,38.0,29.0,0.9555555555555556,0.96,1.0,0.7123287671232876,0.9661016949152542,0.96,0.9545454545454546,0.9361702127659576,0.9836065573770492,0.88,0.9846153846153848,0.961038961038961,0.9620253164556962,0.9210526315789472,1.0,23,63.0,65.0,0.0,0.3538461538461538,16,10.0,71.0,4.4375,7.799999999999999,72.7,4.54375,0.118895286841544,W (+3),W (+3)
61.0,60.0,2023-02-25,30-295,NOP,NYK,1.0,32.266666666666666,5.0,11.0,0.455,0.0,1.0,0.0,2.0,3.0,0.667,4.0,6.0,10.0,2.0,0.0,0.0,2.0,3.0,12.0,8.7,-24.0,10.0,5.0,0.5,43,72,5,52,57,24,63,44,60,22,64,74,76,35,29,45.0,75.0,5.0,73.0,59.0,25.0,66.0,47.0,61.0,25.0,65.0,77.0,79.0,38.0,29.0,0.9555555555555556,0.96,1.0,0.7123287671232876,0.9661016949152542,0.96,0.9545454545454546,0.9361702127659576,0.9836065573770492,0.88,0.9846153846153848,0.961038961038961,0.9620253164556962,0.9210526315789472,1.0,23,63.0,65.0,0.0,0.3538461538461538,16,8.0,52.0,3.25,7.900000000000002,58.80000000000001,3.6750000000000007,0.118895286841544,L (-18),L (-18)
62.0,61.0,2023-02-27,30-297,NOP,ORL,1.0,23.25,2.0,4.0,0.5,0.0,0.0,,4.0,4.0,1.0,0.0,5.0,5.0,2.0,0.0,1.0,3.0,2.0,8.0,5.8,3.0,4.0,2.0,0.5,43,72,5,52,57,24,63,44,60,22,64,74,76,35,29,45.0,75.0,5.0,73.0,59.0,25.0,66.0,47.0,61.0,25.0,65.0,77.0,79.0,38.0,29.0,0.9555555555555556,0.96,1.0,0.7123287671232876,0.9661016949152542,0.96,0.9545454545454546,0.9361702127659576,0.9836065573770492,0.88,0.9846153846153848,0.961038961038961,0.9620253164556962,0.9210526315789472,1.0,23,63.0,65.0,0.0,0.3538461538461538,16,5.0,47.0,2.9375,4.200000000000002,49.7,3.10625,0.118895286841544,L (-5),L (-5)
