Rk,G,Date,Age,Tm,Opp,GS,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,GmSc,+/-,2PA,2P,2P%,Shared Games with Brandon Ingram,Shared Games with CJ McCollum,Shared Games with Dereon Seabron,Shared Games with Devonte' Graham,Shared Games with Dyson Daniels,Shared Games with Garrett Temple,Shared Games with Herbert Jones,Shared Games with Jaxson Hayes,Shared Games with Jonas Valančiūnas,Shared Games with Jose Alvarado,Shared Games with Kira Lewis Jr.,Shared Games with Larry Nance Jr.,Shared Games with Naji Marshall,Shared Games with Trey Murphy III,Shared Games with Willy Hernangómez,Brandon Ingram,CJ McCollum,Dereon Seabron,Devonte' Graham,Dyson Daniels,Garrett Temple,Herbert Jones,Jaxson Hayes,Jonas Valančiūnas,Jose Alvarado,Kira Lewis Jr.,Larry Nance Jr.,Naji Marshall,Trey Murphy III,Willy Hernangómez,co_inf with Brandon Ingram,co_inf with CJ McCollum,co_inf with Dereon Seabron,co_inf with Devonte' Graham,co_inf with Dyson Daniels,co_inf with Garrett Temple,co_inf with Herbert Jones,co_inf with Jaxson Hayes,co_inf with Jonas Valančiūnas,co_inf with Jose Alvarado,co_inf with Kira Lewis Jr.,co_inf with Larry Nance Jr.,co_inf with Naji Marshall,co_inf with Trey Murphy III,co_inf with Willy Hernangómez,Al Horford,Josh Richardson,co_inf with Al Horford,co_inf with Josh Richardson,Total Shared Players,CO_EFF,EFF,avg_EFF,CO_HGS,HGS,avg_HGS,PER,WS,BPM,OBPM,DBPM,Co_Points_Share,TS%,3PAr,FTr,VORP,OWS,New Column,Result
28.0,23.0,2022-12-15,22-162,NOP,UTA,1.0,41.55,12.0,24.0,0.5,1.0,1.0,1.0,6.0,8.0,0.75,5.0,3.0,8.0,8.0,0.0,2.0,3.0,2.0,31.0,25.8,2.0,23.0,11.0,0.4782608695652174,12,25,1,29,22,9,20,12,29,28,1,23,27,27,14,45.0,75.0,5.0,73.0,59.0,25.0,66.0,47.0,79.0,61.0,25.0,65.0,77.0,79.0,38.0,0.2666666666666666,0.3333333333333333,0.2,0.3972602739726027,0.3728813559322034,0.36,0.303030303030303,0.2553191489361702,0.3670886075949367,0.4590163934426229,0.04,0.3538461538461538,0.3506493506493506,0.3417721518987341,0.3684210526315789,63.0,65.0,0.0,0.0,15,14.0,60.0,4.0,23.4,62.5,4.166666666666667,25.2,3.6,5.8,4.8,1.0,0.0804009383663894,0.652,0.041,0.529,1.9,2.3,L (-21),L (-21)
29.0,24.0,2022-12-17,22-164,NOP,PHO,1.0,39.06666666666667,12.0,15.0,0.8,0.0,1.0,0.0,6.0,7.0,0.857,0.0,3.0,3.0,9.0,0.0,1.0,6.0,4.0,30.0,24.2,2.0,14.0,12.0,0.8571428571428571,12,25,1,29,22,9,20,12,29,28,1,23,27,27,14,45.0,75.0,5.0,73.0,59.0,25.0,66.0,47.0,79.0,61.0,25.0,65.0,77.0,79.0,38.0,0.2666666666666666,0.3333333333333333,0.2,0.3972602739726027,0.3728813559322034,0.36,0.303030303030303,0.2553191489361702,0.3670886075949367,0.4590163934426229,0.04,0.3538461538461538,0.3506493506493506,0.3417721518987341,0.3684210526315789,63.0,65.0,0.0,0.0,15,15.0,60.0,4.0,21.8,59.400000000000006,3.96,25.2,3.6,5.8,4.8,1.0,0.0804009383663894,0.652,0.041,0.529,1.9,2.3,L (-3),L (-3)
30.0,25.0,2022-12-19,22-166,NOP,MIL,1.0,40.13333333333333,7.0,16.0,0.438,0.0,0.0,,4.0,8.0,0.5,3.0,4.0,7.0,7.0,3.0,0.0,5.0,1.0,18.0,13.8,-2.0,16.0,7.0,0.4375,12,25,1,29,22,9,20,12,29,28,1,23,27,27,14,45.0,75.0,5.0,73.0,59.0,25.0,66.0,47.0,79.0,61.0,25.0,65.0,77.0,79.0,38.0,0.2666666666666666,0.3333333333333333,0.2,0.3972602739726027,0.3728813559322034,0.36,0.303030303030303,0.2553191489361702,0.3670886075949367,0.4590163934426229,0.04,0.3538461538461538,0.3506493506493506,0.3417721518987341,0.3684210526315789,63.0,65.0,0.0,0.0,15,6.0,70.0,4.666666666666667,12.2,72.39999999999999,4.826666666666666,25.2,3.6,5.8,4.8,1.0,0.0804009383663894,0.652,0.041,0.529,1.9,2.3,L (-4),L (-4)
31.0,,2022-12-22,22-169,NOP,SAS,,0.0,0.0,0.0,,,,,,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,12,25,1,29,22,9,20,12,29,28,1,23,27,27,14,45.0,75.0,5.0,73.0,59.0,25.0,66.0,47.0,79.0,61.0,25.0,65.0,77.0,79.0,38.0,0.2666666666666666,0.3333333333333333,0.2,0.3972602739726027,0.3728813559322034,0.36,0.303030303030303,0.2553191489361702,0.3670886075949367,0.4590163934426229,0.04,0.3538461538461538,0.3506493506493506,0.3417721518987341,0.3684210526315789,63.0,65.0,0.0,0.0,15,,87.0,5.8,0.0,89.60000000000001,5.973333333333334,25.2,3.6,5.8,4.8,1.0,0.0804009383663894,0.652,0.041,0.529,1.9,2.3,L (-9),L (-9)
32.0,,2022-12-23,22-170,NOP,OKC,,0.0,0.0,0.0,,,,,,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,12,25,1,29,22,9,20,12,29,28,1,23,27,27,14,45.0,75.0,5.0,73.0,59.0,25.0,66.0,47.0,79.0,61.0,25.0,65.0,77.0,79.0,38.0,0.2666666666666666,0.3333333333333333,0.2,0.3972602739726027,0.3728813559322034,0.36,0.303030303030303,0.2553191489361702,0.3670886075949367,0.4590163934426229,0.04,0.3538461538461538,0.3506493506493506,0.3417721518987341,0.3684210526315789,63.0,65.0,0.0,0.0,15,,74.0,4.933333333333334,0.0,79.39999999999999,5.293333333333333,25.2,3.6,5.8,4.8,1.0,0.0804009383663894,0.652,0.041,0.529,1.9,2.3,W (+9),W (+9)
33.0,,2022-12-26,22-173,NOP,IND,,0.0,0.0,0.0,,,,,,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,12,25,1,29,22,9,20,12,29,28,1,23,27,27,14,45.0,75.0,5.0,73.0,59.0,25.0,66.0,47.0,79.0,61.0,25.0,65.0,77.0,79.0,38.0,0.2666666666666666,0.3333333333333333,0.2,0.3972602739726027,0.3728813559322034,0.36,0.303030303030303,0.2553191489361702,0.3670886075949367,0.4590163934426229,0.04,0.3538461538461538,0.3506493506493506,0.3417721518987341,0.3684210526315789,63.0,65.0,0.0,0.0,15,,98.0,6.533333333333333,0.0,83.1,5.54,25.2,3.6,5.8,4.8,1.0,0.0804009383663894,0.652,0.041,0.529,1.9,2.3,W (+3),W (+3)
34.0,26.0,2022-12-28,22-175,NOP,MIN,1.0,33.95,14.0,21.0,0.667,1.0,1.0,1.0,14.0,19.0,0.737,0.0,3.0,3.0,5.0,1.0,1.0,4.0,3.0,43.0,32.8,3.0,20.0,13.0,0.65,12,25,1,29,22,9,20,12,29,28,1,23,27,27,14,45.0,75.0,5.0,73.0,59.0,25.0,66.0,47.0,79.0,61.0,25.0,65.0,77.0,79.0,38.0,0.2666666666666666,0.3333333333333333,0.2,0.3972602739726027,0.3728813559322034,0.36,0.303030303030303,0.2553191489361702,0.3670886075949367,0.4590163934426229,0.04,0.3538461538461538,0.3506493506493506,0.3417721518987341,0.3684210526315789,63.0,65.0,0.0,0.0,15,9.0,54.0,3.6,27.2,51.1,3.4066666666666667,25.2,3.6,5.8,4.8,1.0,0.0804009383663894,0.652,0.041,0.529,1.9,2.3,W (+20),W (+20)
35.0,27.0,2022-12-30,22-177,NOP,PHI,1.0,30.966666666666665,13.0,19.0,0.684,0.0,0.0,,10.0,16.0,0.625,2.0,3.0,5.0,2.0,0.0,0.0,3.0,3.0,36.0,25.0,-4.0,19.0,13.0,0.6842105263157895,12,25,1,29,22,9,20,12,29,28,1,23,27,27,14,45.0,75.0,5.0,73.0,59.0,25.0,66.0,47.0,79.0,61.0,25.0,65.0,77.0,79.0,38.0,0.2666666666666666,0.3333333333333333,0.2,0.3972602739726027,0.3728813559322034,0.36,0.303030303030303,0.2553191489361702,0.3670886075949367,0.4590163934426229,0.04,0.3538461538461538,0.3506493506493506,0.3417721518987341,0.3684210526315789,63.0,65.0,0.0,0.0,15,5.0,79.0,5.266666666666667,21.000000000000004,73.19999999999999,4.879999999999999,25.2,3.6,5.8,4.8,1.0,0.0804009383663894,0.652,0.041,0.529,1.9,2.3,W (+1),W (+1)
36.0,28.0,2022-12-31,22-178,NOP,MEM,1.0,28.28333333333333,6.0,16.0,0.375,0.0,0.0,,8.0,10.0,0.8,3.0,6.0,9.0,1.0,0.0,0.0,9.0,3.0,20.0,4.8,-16.0,16.0,6.0,0.375,12,25,1,29,22,9,20,12,29,28,1,23,27,27,14,45.0,75.0,5.0,73.0,59.0,25.0,66.0,47.0,79.0,61.0,25.0,65.0,77.0,79.0,38.0,0.2666666666666666,0.3333333333333333,0.2,0.3972602739726027,0.3728813559322034,0.36,0.303030303030303,0.2553191489361702,0.3670886075949367,0.4590163934426229,0.04,0.3538461538461538,0.3506493506493506,0.3417721518987341,0.3684210526315789,63.0,65.0,0.0,0.0,15,-5.0,51.0,3.4,1.6000000000000014,45.6,3.04,25.2,3.6,5.8,4.8,1.0,0.0804009383663894,0.652,0.041,0.529,1.9,2.3,W (+11),W (+11)
37.0,29.0,2023-01-02,22-180,NOP,PHI,1.0,28.166666666666668,10.0,12.0,0.833,0.0,0.0,,6.0,8.0,0.75,0.0,6.0,6.0,7.0,0.0,0.0,5.0,1.0,26.0,22.1,6.0,12.0,10.0,0.8333333333333334,12,25,1,29,22,9,20,12,29,28,1,23,27,27,14,45.0,75.0,5.0,73.0,59.0,25.0,66.0,47.0,79.0,61.0,25.0,65.0,77.0,79.0,38.0,0.2666666666666666,0.3333333333333333,0.2,0.3972602739726027,0.3728813559322034,0.36,0.303030303030303,0.2553191489361702,0.3670886075949367,0.4590163934426229,0.04,0.3538461538461538,0.3506493506493506,0.3417721518987341,0.3684210526315789,63.0,65.0,0.0,0.0,15,14.0,72.0,4.8,19.700000000000006,56.49999999999999,3.766666666666666,25.2,3.6,5.8,4.8,1.0,0.0804009383663894,0.652,0.041,0.529,1.9,2.3,L (-15),L (-15)
38.0,,2023-01-04,22-182,NOP,HOU,,0.0,0.0,0.0,,,,,,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,12,25,1,29,22,9,20,12,29,28,1,23,27,27,14,45.0,75.0,5.0,73.0,59.0,25.0,66.0,47.0,79.0,61.0,25.0,65.0,77.0,79.0,38.0,0.2666666666666666,0.3333333333333333,0.2,0.3972602739726027,0.3728813559322034,0.36,0.303030303030303,0.2553191489361702,0.3670886075949367,0.4590163934426229,0.04,0.3538461538461538,0.3506493506493506,0.3417721518987341,0.3684210526315789,63.0,65.0,0.0,0.0,15,,95.0,6.333333333333333,0.0,92.2,6.1466666666666665,25.2,3.6,5.8,4.8,1.0,0.0804009383663894,0.652,0.041,0.529,1.9,2.3,L (-9),L (-9)
39.0,,2023-01-06,22-184,NOP,BRK,,0.0,0.0,0.0,,,,,,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,12,25,1,29,22,9,20,12,29,28,1,23,27,27,14,45.0,75.0,5.0,73.0,59.0,25.0,66.0,47.0,79.0,61.0,25.0,65.0,77.0,79.0,38.0,0.2666666666666666,0.3333333333333333,0.2,0.3972602739726027,0.3728813559322034,0.36,0.303030303030303,0.2553191489361702,0.3670886075949367,0.4590163934426229,0.04,0.3538461538461538,0.3506493506493506,0.3417721518987341,0.3684210526315789,63.0,65.0,0.0,0.0,15,,69.0,4.6,0.0,61.8,4.12,25.2,3.6,5.8,4.8,1.0,0.0804009383663894,0.652,0.041,0.529,1.9,2.3,W (+11),W (+11)
40.0,,2023-01-07,22-185,NOP,DAL,,0.0,0.0,0.0,,,,,,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,12,25,1,29,22,9,20,12,29,28,1,23,27,27,14,45.0,75.0,5.0,73.0,59.0,25.0,66.0,47.0,79.0,61.0,25.0,65.0,77.0,79.0,38.0,0.2666666666666666,0.3333333333333333,0.2,0.3972602739726027,0.3728813559322034,0.36,0.303030303030303,0.2553191489361702,0.3670886075949367,0.4590163934426229,0.04,0.3538461538461538,0.3506493506493506,0.3417721518987341,0.3684210526315789,63.0,65.0,0.0,0.0,15,,83.0,5.533333333333333,0.0,84.2,5.613333333333333,25.2,3.6,5.8,4.8,1.0,0.0804009383663894,0.652,0.041,0.529,1.9,2.3,L (-6),L (-6)
41.0,,2023-01-09,22-187,NOP,WAS,,0.0,0.0,0.0,,,,,,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,12,25,1,29,22,9,20,12,29,28,1,23,27,27,14,45.0,75.0,5.0,73.0,59.0,25.0,66.0,47.0,79.0,61.0,25.0,65.0,77.0,79.0,38.0,0.2666666666666666,0.3333333333333333,0.2,0.3972602739726027,0.3728813559322034,0.36,0.303030303030303,0.2553191489361702,0.3670886075949367,0.4590163934426229,0.04,0.3538461538461538,0.3506493506493506,0.3417721518987341,0.3684210526315789,63.0,65.0,0.0,0.0,15,,98.0,6.533333333333333,0.0,91.50000000000004,6.100000000000003,25.2,3.6,5.8,4.8,1.0,0.0804009383663894,0.652,0.041,0.529,1.9,2.3,L (-10),L (-10)
42.0,,2023-01-11,22-189,NOP,BOS,,0.0,0.0,0.0,,,,,,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,12,25,1,29,22,9,20,12,29,28,1,23,27,27,14,45.0,75.0,5.0,73.0,59.0,25.0,66.0,47.0,79.0,61.0,25.0,65.0,77.0,79.0,38.0,0.2666666666666666,0.3333333333333333,0.2,0.3972602739726027,0.3728813559322034,0.36,0.303030303030303,0.2553191489361702,0.3670886075949367,0.4590163934426229,0.04,0.3538461538461538,0.3506493506493506,0.3417721518987341,0.3684210526315789,63.0,65.0,0.0,0.0,15,,83.0,5.533333333333333,0.0,79.19999999999999,5.279999999999999,25.2,3.6,5.8,4.8,1.0,0.0804009383663894,0.652,0.041,0.529,1.9,2.3,,
43.0,,2023-01-13,22-191,NOP,DET,,0.0,0.0,0.0,,,,,,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,12,25,1,29,22,9,20,12,29,28,1,23,27,27,14,45.0,75.0,5.0,73.0,59.0,25.0,66.0,47.0,79.0,61.0,25.0,65.0,77.0,79.0,38.0,0.2666666666666666,0.3333333333333333,0.2,0.3972602739726027,0.3728813559322034,0.36,0.303030303030303,0.2553191489361702,0.3670886075949367,0.4590163934426229,0.04,0.3538461538461538,0.3506493506493506,0.3417721518987341,0.3684210526315789,63.0,65.0,0.0,0.0,15,,81.0,5.4,0.0,83.39999999999999,5.56,25.2,3.6,5.8,4.8,1.0,0.0804009383663894,0.652,0.041,0.529,1.9,2.3,W (+20),W (+20)
44.0,,2023-01-16,22-194,NOP,CLE,,0.0,0.0,0.0,,,,,,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,12,25,1,29,22,9,20,12,29,28,1,23,27,27,14,45.0,75.0,5.0,73.0,59.0,25.0,66.0,47.0,79.0,61.0,25.0,65.0,77.0,79.0,38.0,0.2666666666666666,0.3333333333333333,0.2,0.3972602739726027,0.3728813559322034,0.36,0.303030303030303,0.2553191489361702,0.3670886075949367,0.4590163934426229,0.04,0.3538461538461538,0.3506493506493506,0.3417721518987341,0.3684210526315789,63.0,65.0,0.0,0.0,15,,84.0,5.6,0.0,64.6,4.306666666666667,25.2,3.6,5.8,4.8,1.0,0.0804009383663894,0.652,0.041,0.529,1.9,2.3,L (-11),L (-11)
45.0,,2023-01-18,22-196,NOP,MIA,,0.0,0.0,0.0,,,,,,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,12,25,1,29,22,9,20,12,29,28,1,23,27,27,14,45.0,75.0,5.0,73.0,59.0,25.0,66.0,47.0,79.0,61.0,25.0,65.0,77.0,79.0,38.0,0.2666666666666666,0.3333333333333333,0.2,0.3972602739726027,0.3728813559322034,0.36,0.303030303030303,0.2553191489361702,0.3670886075949367,0.4590163934426229,0.04,0.3538461538461538,0.3506493506493506,0.3417721518987341,0.3684210526315789,63.0,65.0,0.0,0.0,15,,63.0,4.2,0.0,61.1,4.073333333333333,25.2,3.6,5.8,4.8,1.0,0.0804009383663894,0.652,0.041,0.529,1.9,2.3,W (+6),W (+6)
46.0,,2023-01-20,22-198,NOP,ORL,,0.0,0.0,0.0,,,,,,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,12,25,1,29,22,9,20,12,29,28,1,23,27,27,14,45.0,75.0,5.0,73.0,59.0,25.0,66.0,47.0,79.0,61.0,25.0,65.0,77.0,79.0,38.0,0.2666666666666666,0.3333333333333333,0.2,0.3972602739726027,0.3728813559322034,0.36,0.303030303030303,0.2553191489361702,0.3670886075949367,0.4590163934426229,0.04,0.3538461538461538,0.3506493506493506,0.3417721518987341,0.3684210526315789,63.0,65.0,0.0,0.0,15,,96.0,6.4,0.0,82.3,5.486666666666666,25.2,3.6,5.8,4.8,1.0,0.0804009383663894,0.652,0.041,0.529,1.9,2.3,L (-10),L (-10)
47.0,,2023-01-22,22-200,NOP,MIA,,0.0,0.0,0.0,,,,,,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,12,25,1,29,22,9,20,12,29,28,1,23,27,27,14,45.0,75.0,5.0,73.0,59.0,25.0,66.0,47.0,79.0,61.0,25.0,65.0,77.0,79.0,38.0,0.2666666666666666,0.3333333333333333,0.2,0.3972602739726027,0.3728813559322034,0.36,0.303030303030303,0.2553191489361702,0.3670886075949367,0.4590163934426229,0.04,0.3538461538461538,0.3506493506493506,0.3417721518987341,0.3684210526315789,63.0,65.0,0.0,0.0,15,,67.0,4.466666666666667,0.0,58.79999999999998,3.919999999999999,25.2,3.6,5.8,4.8,1.0,0.0804009383663894,0.652,0.041,0.529,1.9,2.3,L (-26),L (-26)
48.0,,2023-01-24,22-202,NOP,DEN,,0.0,0.0,0.0,,,,,,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,12,25,1,29,22,9,20,12,29,28,1,23,27,27,14,45.0,75.0,5.0,73.0,59.0,25.0,66.0,47.0,79.0,61.0,25.0,65.0,77.0,79.0,38.0,0.2666666666666666,0.3333333333333333,0.2,0.3972602739726027,0.3728813559322034,0.36,0.303030303030303,0.2553191489361702,0.3670886075949367,0.4590163934426229,0.04,0.3538461538461538,0.3506493506493506,0.3417721518987341,0.3684210526315789,63.0,65.0,0.0,0.0,15,,59.0,3.933333333333333,0.0,65.8,4.386666666666667,25.2,3.6,5.8,4.8,1.0,0.0804009383663894,0.652,0.041,0.529,1.9,2.3,L (-13),L (-13)
49.0,,2023-01-25,22-203,NOP,MIN,,0.0,0.0,0.0,,,,,,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,12,25,1,29,22,9,20,12,29,28,1,23,27,27,14,45.0,75.0,5.0,73.0,59.0,25.0,66.0,47.0,79.0,61.0,25.0,65.0,77.0,79.0,38.0,0.2666666666666666,0.3333333333333333,0.2,0.3972602739726027,0.3728813559322034,0.36,0.303030303030303,0.2553191489361702,0.3670886075949367,0.4590163934426229,0.04,0.3538461538461538,0.3506493506493506,0.3417721518987341,0.3684210526315789,63.0,65.0,0.0,0.0,15,,48.0,3.2,0.0,55.6,3.7066666666666666,25.2,3.6,5.8,4.8,1.0,0.0804009383663894,0.652,0.041,0.529,1.9,2.3,L (-4),L (-4)
50.0,,2023-01-28,22-206,NOP,WAS,,0.0,0.0,0.0,,,,,,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,12,25,1,29,22,9,20,12,29,28,1,23,27,27,14,45.0,75.0,5.0,73.0,59.0,25.0,66.0,47.0,79.0,61.0,25.0,65.0,77.0,79.0,38.0,0.2666666666666666,0.3333333333333333,0.2,0.3972602739726027,0.3728813559322034,0.36,0.303030303030303,0.2553191489361702,0.3670886075949367,0.4590163934426229,0.04,0.3538461538461538,0.3506493506493506,0.3417721518987341,0.3684210526315789,63.0,65.0,0.0,0.0,15,,65.0,4.333333333333333,0.0,65.4,4.36,25.2,3.6,5.8,4.8,1.0,0.0804009383663894,0.652,0.041,0.529,1.9,2.3,L (-1),L (-1)
51.0,,2023-01-29,22-207,NOP,MIL,,0.0,0.0,0.0,,,,,,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,12,25,1,29,22,9,20,12,29,28,1,23,27,27,14,45.0,75.0,5.0,73.0,59.0,25.0,66.0,47.0,79.0,61.0,25.0,65.0,77.0,79.0,38.0,0.2666666666666666,0.3333333333333333,0.2,0.3972602739726027,0.3728813559322034,0.36,0.303030303030303,0.2553191489361702,0.3670886075949367,0.4590163934426229,0.04,0.3538461538461538,0.3506493506493506,0.3417721518987341,0.3684210526315789,63.0,65.0,0.0,0.0,15,,59.0,3.933333333333333,0.0,65.9,4.3933333333333335,25.2,3.6,5.8,4.8,1.0,0.0804009383663894,0.652,0.041,0.529,1.9,2.3,L (-9),L (-9)
52.0,,2023-01-31,22-209,NOP,DEN,,0.0,0.0,0.0,,,,,,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,12,25,1,29,22,9,20,12,29,28,1,23,27,27,14,45.0,75.0,5.0,73.0,59.0,25.0,66.0,47.0,79.0,61.0,25.0,65.0,77.0,79.0,38.0,0.2666666666666666,0.3333333333333333,0.2,0.3972602739726027,0.3728813559322034,0.36,0.303030303030303,0.2553191489361702,0.3670886075949367,0.4590163934426229,0.04,0.3538461538461538,0.3506493506493506,0.3417721518987341,0.3684210526315789,63.0,65.0,0.0,0.0,15,,90.0,6.0,0.0,80.1,5.34,25.2,3.6,5.8,4.8,1.0,0.0804009383663894,0.652,0.041,0.529,1.9,2.3,L (-10),L (-10)
53.0,,2023-02-02,22-211,NOP,DAL,,0.0,0.0,0.0,,,,,,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,12,25,1,29,22,9,20,12,29,28,1,23,27,27,14,45.0,75.0,5.0,73.0,59.0,25.0,66.0,47.0,79.0,61.0,25.0,65.0,77.0,79.0,38.0,0.2666666666666666,0.3333333333333333,0.2,0.3972602739726027,0.3728813559322034,0.36,0.303030303030303,0.2553191489361702,0.3670886075949367,0.4590163934426229,0.04,0.3538461538461538,0.3506493506493506,0.3417721518987341,0.3684210526315789,63.0,65.0,0.0,0.0,15,,87.0,5.8,0.0,76.39999999999998,5.093333333333332,25.2,3.6,5.8,4.8,1.0,0.0804009383663894,0.652,0.041,0.529,1.9,2.3,L (-25),L (-25)
54.0,,2023-02-04,22-213,NOP,LAL,,0.0,0.0,0.0,,,,,,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,12,25,1,29,22,9,20,12,29,28,1,23,27,27,14,45.0,75.0,5.0,73.0,59.0,25.0,66.0,47.0,79.0,61.0,25.0,65.0,77.0,79.0,38.0,0.2666666666666666,0.3333333333333333,0.2,0.3972602739726027,0.3728813559322034,0.36,0.303030303030303,0.2553191489361702,0.3670886075949367,0.4590163934426229,0.04,0.3538461538461538,0.3506493506493506,0.3417721518987341,0.3684210526315789,63.0,65.0,0.0,0.0,15,,90.0,6.0,0.0,100.6,6.706666666666666,25.2,3.6,5.8,4.8,1.0,0.0804009383663894,0.652,0.041,0.529,1.9,2.3,L (-9),L (-9)
55.0,,2023-02-05,22-214,NOP,SAC,,0.0,0.0,0.0,,,,,,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,12,25,1,29,22,9,20,12,29,28,1,23,27,27,14,45.0,75.0,5.0,73.0,59.0,25.0,66.0,47.0,79.0,61.0,25.0,65.0,77.0,79.0,38.0,0.2666666666666666,0.3333333333333333,0.2,0.3972602739726027,0.3728813559322034,0.36,0.303030303030303,0.2553191489361702,0.3670886075949367,0.4590163934426229,0.04,0.3538461538461538,0.3506493506493506,0.3417721518987341,0.3684210526315789,63.0,65.0,0.0,0.0,15,,99.0,6.6,0.0,108.8,7.253333333333333,25.2,3.6,5.8,4.8,1.0,0.0804009383663894,0.652,0.041,0.529,1.9,2.3,L (-5),L (-5)
56.0,,2023-02-07,22-216,NOP,ATL,,0.0,0.0,0.0,,,,,,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,12,25,1,29,22,9,20,12,29,28,1,23,27,27,14,45.0,75.0,5.0,73.0,59.0,25.0,66.0,47.0,79.0,61.0,25.0,65.0,77.0,79.0,38.0,0.2666666666666666,0.3333333333333333,0.2,0.3972602739726027,0.3728813559322034,0.36,0.303030303030303,0.2553191489361702,0.3670886075949367,0.4590163934426229,0.04,0.3538461538461538,0.3506493506493506,0.3417721518987341,0.3684210526315789,63.0,65.0,0.0,0.0,15,,80.0,5.333333333333333,0.0,93.6,6.239999999999999,25.2,3.6,5.8,4.8,1.0,0.0804009383663894,0.652,0.041,0.529,1.9,2.3,W (+5),W (+5)
57.0,,2023-02-10,22-219,NOP,CLE,,0.0,0.0,0.0,,,,,,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,12,25,1,29,22,9,20,12,29,28,1,23,27,27,14,45.0,75.0,5.0,73.0,59.0,25.0,66.0,47.0,79.0,61.0,25.0,65.0,77.0,79.0,38.0,0.2666666666666666,0.3333333333333333,0.2,0.3972602739726027,0.3728813559322034,0.36,0.303030303030303,0.2553191489361702,0.3670886075949367,0.4590163934426229,0.04,0.3538461538461538,0.3506493506493506,0.3417721518987341,0.3684210526315789,63.0,65.0,0.0,0.0,15,,87.0,5.8,0.0,76.19999999999999,5.079999999999999,25.2,3.6,5.8,4.8,1.0,0.0804009383663894,0.652,0.041,0.529,1.9,2.3,W (+32),W (+32)
58.0,,2023-02-13,22-222,NOP,OKC,,0.0,0.0,0.0,,,,,,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,12,25,1,29,22,9,20,12,29,28,1,23,27,27,14,45.0,75.0,5.0,73.0,59.0,25.0,66.0,47.0,79.0,61.0,25.0,65.0,77.0,79.0,38.0,0.2666666666666666,0.3333333333333333,0.2,0.3972602739726027,0.3728813559322034,0.36,0.303030303030303,0.2553191489361702,0.3670886075949367,0.4590163934426229,0.04,0.3538461538461538,0.3506493506493506,0.3417721518987341,0.3684210526315789,63.0,65.0,0.0,0.0,15,,55.0,3.6666666666666665,0.0,63.49999999999999,4.2333333333333325,25.2,3.6,5.8,4.8,1.0,0.0804009383663894,0.652,0.041,0.529,1.9,2.3,W (+9),W (+9)
59.0,,2023-02-15,22-224,NOP,LAL,,0.0,0.0,0.0,,,,,,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,12,25,1,29,22,9,20,12,29,28,1,23,27,27,14,45.0,75.0,5.0,73.0,59.0,25.0,66.0,47.0,79.0,61.0,25.0,65.0,77.0,79.0,38.0,0.2666666666666666,0.3333333333333333,0.2,0.3972602739726027,0.3728813559322034,0.36,0.303030303030303,0.2553191489361702,0.3670886075949367,0.4590163934426229,0.04,0.3538461538461538,0.3506493506493506,0.3417721518987341,0.3684210526315789,63.0,65.0,0.0,0.0,15,,70.0,4.666666666666667,0.0,60.69999999999999,4.046666666666666,25.2,3.6,5.8,4.8,1.0,0.0804009383663894,0.652,0.041,0.529,1.9,2.3,L (-11),L (-11)
