Unnamed: 0,Rk,G,Date,Age,Tm,Unnamed: 5,Opp,Unnamed: 7,GS,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,GmSc,+/-,2PA,2P,2P%,Shared Games with Cam Reddish,Shared Games with Derrick Rose,Shared Games with Evan Fournier,Shared Games with Immanuel Quickley,Shared Games with Isaiah Hartenstein,Shared Games with Jalen Brunson,Shared Games with Jericho Sims,Shared Games with Julius Randle,Shared Games with Miles McBride,Shared Games with Mitchell Robinson,Shared Games with Obi Toppin,Shared Games with Quentin Grimes,Shared Games with RJ Barrett,Shared Games with Ryan Arcidiacono,Shared Games with Trevor Keels,Cam Reddish,DaQuan Jeffries,Derrick Rose,Evan Fournier,Feron Hunt,Immanuel Quickley,Isaiah Hartenstein,Jalen Brunson,Jericho Sims,Julius Randle,Miles McBride,Mitchell Robinson,Obi Toppin,Quentin Grimes,RJ Barrett,Ryan Arcidiacono,Trevor Keels,co_inf with Cam Reddish,co_inf with DaQuan Jeffries,co_inf with Derrick Rose,co_inf with Evan Fournier,co_inf with Feron Hunt,co_inf with Immanuel Quickley,co_inf with Isaiah Hartenstein,co_inf with Jalen Brunson,co_inf with Jericho Sims,co_inf with Julius Randle,co_inf with Miles McBride,co_inf with Mitchell Robinson,co_inf with Obi Toppin,co_inf with Quentin Grimes,co_inf with RJ Barrett,co_inf with Ryan Arcidiacono,co_inf with Trevor Keels,Shared Games with Moses Brown,Shared Games with Bryce McGowens,Shared Games with Dennis Smith Jr.,Shared Games with Gordon Hayward,Shared Games with James Bouknight,Shared Games with JT Thor,Shared Games with Kai Jones,Shared Games with Kelly Oubre Jr.,Shared Games with LaMelo Ball,Shared Games with Mark Williams,Shared Games with Nick Richards,Shared Games with P.J. Washington,Shared Games with Terry Rozier,Shared Games with Théo Maledon,Bryce McGowens,Cody Martin,De'Andre Hunter,Dennis Smith Jr.,Gordon Hayward,James Bouknight,JT Thor,Kai Jones,Kelly Oubre Jr.,Kobi Simmons,LaMelo Ball,Mark Williams,Nick Richards,P.J. Washington,Terry Rozier,Théo Maledon,Xavier Sneed,co_inf with Bryce McGowens,co_inf with Cody Martin,co_inf with De'Andre Hunter,co_inf with Dennis Smith Jr.,co_inf with Gordon Hayward,co_inf with James Bouknight,co_inf with JT Thor,co_inf with Kai Jones,co_inf with Kelly Oubre Jr.,co_inf with Kobi Simmons,co_inf with LaMelo Ball,co_inf with Mark Williams,co_inf with Nick Richards,co_inf with P.J. Washington,co_inf with Terry Rozier,co_inf with Théo Maledon,co_inf with Xavier Sneed,Total Shared Players,CO_EFF,EFF,avg_EFF,CO_HGS,HGS,avg_HGS
73,71,21,2023-03-14,25-277,CHO,,CLE,L (-16),0,7:23,1.0,2.0,.500,1.0,2.0,.500,0,0.0,,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,3.0,2.7,-1,0.0,0.0,,6,8,4,13,13,13,13,13,13,9,9,11,12,10,1,40.0,,27.0,27.0,,81.0,82.0,68.0,52.0,77.0,64.0,59.0,67.0,71.0,73.0,20.0,3.0,0.15,,0.2962962962962963,0.1481481481481481,,0.1604938271604938,0.1585365853658536,0.1911764705882352,0.25,0.1688311688311688,0.203125,0.1525423728813559,0.1343283582089552,0.1549295774647887,0.1643835616438356,0.5,0.3333333333333333,5,18,13,13,8,19,16,9,2,11,17,14,10,8,46.0,7.0,67.0,54.0,50.0,34.0,69.0,46.0,48.0,5,36.0,43.0,65.0,73.0,63.0,44.0,4.0,0.391304347826087,0.0,0.0,0.2407407407407407,0.26,0.2352941176470588,0.2753623188405797,0.3478260869565217,0.1875,0.0,0.0555555555555555,0.2558139534883721,0.2615384615384615,0.1917808219178082,0.1587301587301587,0.1818181818181818,0.0,29,2.0,74.0,2.5517241379310347,2.7,82.19999999999999,2.8344827586206893
74,72,22,2023-03-17,25-280,CHO,,PHI,L (-39),0,8:46,1.0,5.0,.200,1.0,3.0,.333,1,3.0,.333,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,4.0,1.1,-6,2.0,0.0,0.0,6,8,4,13,13,13,13,13,13,9,9,11,12,10,1,40.0,,27.0,27.0,,81.0,82.0,68.0,52.0,77.0,64.0,59.0,67.0,71.0,73.0,20.0,3.0,0.15,,0.2962962962962963,0.1481481481481481,,0.1604938271604938,0.1585365853658536,0.1911764705882352,0.25,0.1688311688311688,0.203125,0.1525423728813559,0.1343283582089552,0.1549295774647887,0.1643835616438356,0.5,0.3333333333333333,5,18,13,13,8,19,16,9,2,11,17,14,10,8,46.0,7.0,67.0,54.0,50.0,34.0,69.0,46.0,48.0,5,36.0,43.0,65.0,73.0,63.0,44.0,4.0,0.391304347826087,0.0,0.0,0.2407407407407407,0.26,0.2352941176470588,0.2753623188405797,0.3478260869565217,0.1875,0.0,0.0555555555555555,0.2558139534883721,0.2615384615384615,0.1917808219178082,0.1587301587301587,0.1818181818181818,0.0,29,-2.0,38.0,1.3103448275862069,0.7000000000000002,52.89999999999999,1.8241379310344825
75,73,23,2023-03-20,25-283,CHO,,IND,W (+6),0,15:11,2.0,4.0,.500,2.0,3.0,.667,1,2.0,.500,1.0,1.0,2.0,2.0,1.0,0.0,1.0,1.0,7.0,6.6,-11,1.0,0.0,0.0,6,8,4,13,13,13,13,13,13,9,9,11,12,10,1,40.0,,27.0,27.0,,81.0,82.0,68.0,52.0,77.0,64.0,59.0,67.0,71.0,73.0,20.0,3.0,0.15,,0.2962962962962963,0.1481481481481481,,0.1604938271604938,0.1585365853658536,0.1911764705882352,0.25,0.1688311688311688,0.203125,0.1525423728813559,0.1343283582089552,0.1549295774647887,0.1643835616438356,0.5,0.3333333333333333,5,18,13,13,8,19,16,9,2,11,17,14,10,8,46.0,7.0,67.0,54.0,50.0,34.0,69.0,46.0,48.0,5,36.0,43.0,65.0,73.0,63.0,44.0,4.0,0.391304347826087,0.0,0.0,0.2407407407407407,0.26,0.2352941176470588,0.2753623188405797,0.3478260869565217,0.1875,0.0,0.0555555555555555,0.2558139534883721,0.2615384615384615,0.1917808219178082,0.1587301587301587,0.1818181818181818,0.0,29,5.0,65.0,2.2413793103448274,6.200000000000002,88.2,3.0413793103448277
76,74,24,2023-03-23,25-286,CHO,@,NOP,L (-19),0,29:31,6.0,12.0,.500,3.0,8.0,.375,0,0.0,,0.0,2.0,2.0,1.0,1.0,0.0,1.0,1.0,15.0,9.9,-6,4.0,3.0,0.75,6,8,4,13,13,13,13,13,13,9,9,11,12,10,1,40.0,,27.0,27.0,,81.0,82.0,68.0,52.0,77.0,64.0,59.0,67.0,71.0,73.0,20.0,3.0,0.15,,0.2962962962962963,0.1481481481481481,,0.1604938271604938,0.1585365853658536,0.1911764705882352,0.25,0.1688311688311688,0.203125,0.1525423728813559,0.1343283582089552,0.1549295774647887,0.1643835616438356,0.5,0.3333333333333333,5,18,13,13,8,19,16,9,2,11,17,14,10,8,46.0,7.0,67.0,54.0,50.0,34.0,69.0,46.0,48.0,5,36.0,43.0,65.0,73.0,63.0,44.0,4.0,0.391304347826087,0.0,0.0,0.2407407407407407,0.26,0.2352941176470588,0.2753623188405797,0.3478260869565217,0.1875,0.0,0.0555555555555555,0.2558139534883721,0.2615384615384615,0.1917808219178082,0.1587301587301587,0.1818181818181818,0.0,29,6.0,48.0,1.6551724137931034,9.9,53.6,1.8482758620689657
77,75,25,2023-03-24,25-287,CHO,@,DAL,W (+8),1,36:35,3.0,6.0,.500,3.0,5.0,.600,4,5.0,.800,1.0,2.0,3.0,3.0,0.0,0.0,2.0,5.0,13.0,9.0,+10,1.0,0.0,0.0,6,8,4,13,13,13,13,13,13,9,9,11,12,10,1,40.0,,27.0,27.0,,81.0,82.0,68.0,52.0,77.0,64.0,59.0,67.0,71.0,73.0,20.0,3.0,0.15,,0.2962962962962963,0.1481481481481481,,0.1604938271604938,0.1585365853658536,0.1911764705882352,0.25,0.1688311688311688,0.203125,0.1525423728813559,0.1343283582089552,0.1549295774647887,0.1643835616438356,0.5,0.3333333333333333,5,18,13,13,8,19,16,9,2,11,17,14,10,8,46.0,7.0,67.0,54.0,50.0,34.0,69.0,46.0,48.0,5,36.0,43.0,65.0,73.0,63.0,44.0,4.0,0.391304347826087,0.0,0.0,0.2407407407407407,0.26,0.2352941176470588,0.2753623188405797,0.3478260869565217,0.1875,0.0,0.0555555555555555,0.2558139534883721,0.2615384615384615,0.1917808219178082,0.1587301587301587,0.1818181818181818,0.0,29,6.0,78.0,2.689655172413793,7.399999999999999,95.7,3.3000000000000003
78,76,26,2023-03-26,25-289,CHO,,DAL,W (+6),1,33:13,1.0,7.0,.143,1.0,4.0,.250,4,4.0,1.000,1.0,2.0,3.0,3.0,2.0,0.0,0.0,0.0,7.0,7.9,+16,3.0,0.0,0.0,6,8,4,13,13,13,13,13,13,9,9,11,12,10,1,40.0,,27.0,27.0,,81.0,82.0,68.0,52.0,77.0,64.0,59.0,67.0,71.0,73.0,20.0,3.0,0.15,,0.2962962962962963,0.1481481481481481,,0.1604938271604938,0.1585365853658536,0.1911764705882352,0.25,0.1688311688311688,0.203125,0.1525423728813559,0.1343283582089552,0.1549295774647887,0.1643835616438356,0.5,0.3333333333333333,5,18,13,13,8,19,16,9,2,11,17,14,10,8,46.0,7.0,67.0,54.0,50.0,34.0,69.0,46.0,48.0,5,36.0,43.0,65.0,73.0,63.0,44.0,4.0,0.391304347826087,0.0,0.0,0.2407407407407407,0.26,0.2352941176470588,0.2753623188405797,0.3478260869565217,0.1875,0.0,0.0555555555555555,0.2558139534883721,0.2615384615384615,0.1917808219178082,0.1587301587301587,0.1818181818181818,0.0,29,4.0,73.0,2.5172413793103448,6.299999999999999,76.2,2.627586206896552
79,77,27,2023-03-28,25-291,CHO,@,OKC,W (+3),1,36:36,6.0,13.0,.462,2.0,5.0,.400,4,6.0,.667,2.0,3.0,5.0,8.0,3.0,2.0,0.0,2.0,18.0,22.0,+7,8.0,4.0,0.5,6,8,4,13,13,13,13,13,13,9,9,11,12,10,1,40.0,,27.0,27.0,,81.0,82.0,68.0,52.0,77.0,64.0,59.0,67.0,71.0,73.0,20.0,3.0,0.15,,0.2962962962962963,0.1481481481481481,,0.1604938271604938,0.1585365853658536,0.1911764705882352,0.25,0.1688311688311688,0.203125,0.1525423728813559,0.1343283582089552,0.1549295774647887,0.1643835616438356,0.5,0.3333333333333333,5,18,13,13,8,19,16,9,2,11,17,14,10,8,46.0,7.0,67.0,54.0,50.0,34.0,69.0,46.0,48.0,5,36.0,43.0,65.0,73.0,63.0,44.0,4.0,0.391304347826087,0.0,0.0,0.2407407407407407,0.26,0.2352941176470588,0.2753623188405797,0.3478260869565217,0.1875,0.0,0.0555555555555555,0.2558139534883721,0.2615384615384615,0.1917808219178082,0.1587301587301587,0.1818181818181818,0.0,29,17.0,77.0,2.655172413793104,20.399999999999995,88.3,3.0448275862068965
80,78,28,2023-03-31,25-294,CHO,,CHI,L (-30),1,33:54,7.0,12.0,.583,2.0,5.0,.400,0,0.0,,0.0,2.0,2.0,5.0,0.0,1.0,2.0,1.0,16.0,12.8,-27,7.0,5.0,0.7142857142857143,6,8,4,13,13,13,13,13,13,9,9,11,12,10,1,40.0,,27.0,27.0,,81.0,82.0,68.0,52.0,77.0,64.0,59.0,67.0,71.0,73.0,20.0,3.0,0.15,,0.2962962962962963,0.1481481481481481,,0.1604938271604938,0.1585365853658536,0.1911764705882352,0.25,0.1688311688311688,0.203125,0.1525423728813559,0.1343283582089552,0.1549295774647887,0.1643835616438356,0.5,0.3333333333333333,5,18,13,13,8,19,16,9,2,11,17,14,10,8,46.0,7.0,67.0,54.0,50.0,34.0,69.0,46.0,48.0,5,36.0,43.0,65.0,73.0,63.0,44.0,4.0,0.391304347826087,0.0,0.0,0.2407407407407407,0.26,0.2352941176470588,0.2753623188405797,0.3478260869565217,0.1875,0.0,0.0555555555555555,0.2558139534883721,0.2615384615384615,0.1917808219178082,0.1587301587301587,0.1818181818181818,0.0,29,10.0,43.0,1.4827586206896552,12.800000000000002,41.6,1.4344827586206896
81,79,29,2023-04-02,25-296,CHO,,TOR,L (-20),1,33:29,10.0,17.0,.588,5.0,9.0,.556,1,1.0,1.000,2.0,2.0,4.0,5.0,2.0,0.0,3.0,1.0,26.0,22.2,-9,8.0,5.0,0.625,6,8,4,13,13,13,13,13,13,9,9,11,12,10,1,40.0,,27.0,27.0,,81.0,82.0,68.0,52.0,77.0,64.0,59.0,67.0,71.0,73.0,20.0,3.0,0.15,,0.2962962962962963,0.1481481481481481,,0.1604938271604938,0.1585365853658536,0.1911764705882352,0.25,0.1688311688311688,0.203125,0.1525423728813559,0.1343283582089552,0.1549295774647887,0.1643835616438356,0.5,0.3333333333333333,5,18,13,13,8,19,16,9,2,11,17,14,10,8,46.0,7.0,67.0,54.0,50.0,34.0,69.0,46.0,48.0,5,36.0,43.0,65.0,73.0,63.0,44.0,4.0,0.391304347826087,0.0,0.0,0.2407407407407407,0.26,0.2352941176470588,0.2753623188405797,0.3478260869565217,0.1875,0.0,0.0555555555555555,0.2558139534883721,0.2615384615384615,0.1917808219178082,0.1587301587301587,0.1818181818181818,0.0,29,16.0,38.0,1.3103448275862069,21.800000000000004,46.900000000000006,1.617241379310345
82,80,30,2023-04-04,25-298,CHO,,TOR,L (-20),1,33:31,7.0,14.0,.500,3.0,8.0,.375,0,0.0,,0.0,5.0,5.0,7.0,1.0,0.0,2.0,2.0,17.0,14.6,+10,6.0,4.0,0.6666666666666666,6,8,4,13,13,13,13,13,13,9,9,11,12,10,1,40.0,,27.0,27.0,,81.0,82.0,68.0,52.0,77.0,64.0,59.0,67.0,71.0,73.0,20.0,3.0,0.15,,0.2962962962962963,0.1481481481481481,,0.1604938271604938,0.1585365853658536,0.1911764705882352,0.25,0.1688311688311688,0.203125,0.1525423728813559,0.1343283582089552,0.1549295774647887,0.1643835616438356,0.5,0.3333333333333333,5,18,13,13,8,19,16,9,2,11,17,14,10,8,46.0,7.0,67.0,54.0,50.0,34.0,69.0,46.0,48.0,5,36.0,43.0,65.0,73.0,63.0,44.0,4.0,0.391304347826087,0.0,0.0,0.2407407407407407,0.26,0.2352941176470588,0.2753623188405797,0.3478260869565217,0.1875,0.0,0.0555555555555555,0.2558139534883721,0.2615384615384615,0.1917808219178082,0.1587301587301587,0.1818181818181818,0.0,29,14.0,48.0,1.6551724137931034,14.599999999999998,50.1,1.7275862068965517
83,Rk,G,Date,Age,Tm,,Opp,,GS,MP,0.0,0.0,FG%,,,3P%,FT,0.0,FT%,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,GmSc,+/-,,,,6,8,4,13,13,13,13,13,13,9,9,11,12,10,1,40.0,,27.0,27.0,,81.0,82.0,68.0,52.0,77.0,64.0,59.0,67.0,71.0,73.0,20.0,3.0,0.15,,0.2962962962962963,0.1481481481481481,,0.1604938271604938,0.1585365853658536,0.1911764705882352,0.25,0.1688311688311688,0.203125,0.1525423728813559,0.1343283582089552,0.1549295774647887,0.1643835616438356,0.5,0.3333333333333333,5,18,13,13,8,19,16,9,2,11,17,14,10,8,46.0,7.0,67.0,54.0,50.0,34.0,69.0,46.0,48.0,5,36.0,43.0,65.0,73.0,63.0,44.0,4.0,0.391304347826087,0.0,0.0,0.2407407407407407,0.26,0.2352941176470588,0.2753623188405797,0.3478260869565217,0.1875,0.0,0.0555555555555555,0.2558139534883721,0.2615384615384615,0.1917808219178082,0.1587301587301587,0.1818181818181818,0.0,29,,0.0,0.0,0.0,0.0,0.0
84,81,31,2023-04-07,25-301,CHO,,HOU,L (-3),1,31:07,8.0,21.0,.381,5.0,14.0,.357,4,6.0,.667,2.0,3.0,5.0,5.0,1.0,0.0,5.0,3.0,25.0,13.3,-2,7.0,3.0,0.4285714285714285,6,8,4,13,13,13,13,13,13,9,9,11,12,10,1,40.0,,27.0,27.0,,81.0,82.0,68.0,52.0,77.0,64.0,59.0,67.0,71.0,73.0,20.0,3.0,0.15,,0.2962962962962963,0.1481481481481481,,0.1604938271604938,0.1585365853658536,0.1911764705882352,0.25,0.1688311688311688,0.203125,0.1525423728813559,0.1343283582089552,0.1549295774647887,0.1643835616438356,0.5,0.3333333333333333,5,18,13,13,8,19,16,9,2,11,17,14,10,8,46.0,7.0,67.0,54.0,50.0,34.0,69.0,46.0,48.0,5,36.0,43.0,65.0,73.0,63.0,44.0,4.0,0.391304347826087,0.0,0.0,0.2407407407407407,0.26,0.2352941176470588,0.2753623188405797,0.3478260869565217,0.1875,0.0,0.0555555555555555,0.2558139534883721,0.2615384615384615,0.1917808219178082,0.1587301587301587,0.1818181818181818,0.0,29,4.0,60.0,2.0689655172413794,11.7,70.4,2.427586206896552
85,82,32,2023-04-09,25-303,CHO,@,CLE,W (+11),1,35:02,6.0,18.0,.333,2.0,10.0,.200,2,2.0,1.000,4.0,3.0,7.0,6.0,2.0,0.0,3.0,2.0,16.0,11.9,+3,8.0,4.0,0.5,6,8,4,13,13,13,13,13,13,9,9,11,12,10,1,40.0,,27.0,27.0,,81.0,82.0,68.0,52.0,77.0,64.0,59.0,67.0,71.0,73.0,20.0,3.0,0.15,,0.2962962962962963,0.1481481481481481,,0.1604938271604938,0.1585365853658536,0.1911764705882352,0.25,0.1688311688311688,0.203125,0.1525423728813559,0.1343283582089552,0.1549295774647887,0.1643835616438356,0.5,0.3333333333333333,5,18,13,13,8,19,16,9,2,11,17,14,10,8,46.0,7.0,67.0,54.0,50.0,34.0,69.0,46.0,48.0,5,36.0,43.0,65.0,73.0,63.0,44.0,4.0,0.391304347826087,0.0,0.0,0.2407407407407407,0.26,0.2352941176470588,0.2753623188405797,0.3478260869565217,0.1875,0.0,0.0555555555555555,0.2558139534883721,0.2615384615384615,0.1917808219178082,0.1587301587301587,0.1818181818181818,0.0,29,8.0,54.0,1.862068965517241,11.099999999999996,69.0,2.3793103448275863
