Rk,G,Date,Age,Tm,Opp,GS,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,GmSc,+/-,2PA,2P,2P%,Shared Games with Alec Burks,Shared Games with Braxton Key,Shared Games with Buddy Boeheim,Shared Games with Cade Cunningham,Shared Games with Cory Joseph,Shared Games with Hamidou Diallo,Shared Games with Isaiah Livers,Shared Games with Isaiah Stewart,Shared Games with Jaden Ivey,Shared Games with Jalen Duren,Shared Games with Jared Rhoden,Shared Games with Kevin Knox,Shared Games with Killian Hayes,Shared Games with Marvin Bagley III,Shared Games with Nerlens Noel,Shared Games with Rodney McGruder,Shared Games with Saddiq Bey,Alec Burks,Braxton Key,Buddy Boeheim,Cade Cunningham,Cory Joseph,Hamidou Diallo,Isaiah Livers,Isaiah Stewart,Jaden Ivey,Jalen Duren,Jared Rhoden,Kevin Knox,Killian Hayes,Marvin Bagley III,Nerlens Noel,Rodney McGruder,Saddiq Bey,Stanley Umude,co_inf with Alec Burks,co_inf with Braxton Key,co_inf with Buddy Boeheim,co_inf with Cade Cunningham,co_inf with Cory Joseph,co_inf with Hamidou Diallo,co_inf with Isaiah Livers,co_inf with Isaiah Stewart,co_inf with Jaden Ivey,co_inf with Jalen Duren,co_inf with Jared Rhoden,co_inf with Kevin Knox,co_inf with Killian Hayes,co_inf with Marvin Bagley III,co_inf with Nerlens Noel,co_inf with Rodney McGruder,co_inf with Saddiq Bey,co_inf with Stanley Umude,Shared Games with James Wiseman,Shared Games with Eugene Omoruyi,Shared Games with R.J. Hampton,Eugene Omoruyi,Frank Kaminsky,James Wiseman,R.J. Hampton,co_inf with James Wiseman,co_inf with Eugene Omoruyi,co_inf with Frank Kaminsky,co_inf with R.J. Hampton,Total Shared Players,CO_EFF,EFF,avg_EFF,CO_HGS,HGS,avg_HGS,PER,WS,BPM,OBPM,DBPM,Co_Points_Share,TS%,3PAr,FTr,VORP,OWS,New Column,Result
40.0,39.0,2023-01-02,33-259,DET,POR,1.0,25.4,8.0,15.0,0.533,2.0,3.0,0.667,3.0,3.0,1.0,0.0,2.0,2.0,3.0,0.0,0.0,1.0,1.0,21.0,15.0,-12.0,12.0,6.0,0.5,46,3,1,12,41,50,37,49,56,51,12,39,55,26,13,19,49,51.0,3.0,10.0,12.0,62.0,56.0,52.0,50.0,74.0,67.0,14.0,63.0,76.0,42.0,17.0,32.0,77.0,1.0,0.9019607843137256,1.0,0.1,1.0,0.6612903225806451,0.8928571428571429,0.7115384615384616,0.98,0.7567567567567568,0.7611940298507462,0.8571428571428571,0.6190476190476191,0.7236842105263158,0.6190476190476191,0.7647058823529411,0.59375,0.6363636363636364,0.0,5,2,7,40.0,36.0,45.0,47.0,0.1111111111111111,0.05,0.0,0.1489361702127659,20,7.0,32.0,1.6,13.8,42.20000000000001,2.1100000000000003,17.4,3.5,0.8,2.6,-1.8,0.1407407407407407,0.627,0.4,0.344,1.4,3.1,W (+12),W (+12)
41.0,40.0,2023-01-04,33-261,DET,GSW,1.0,33.233333333333334,10.0,15.0,0.667,5.0,6.0,0.833,4.0,5.0,0.8,0.0,4.0,4.0,5.0,2.0,0.0,0.0,1.0,29.0,28.4,5.0,9.0,5.0,0.5555555555555556,46,3,1,12,41,50,37,49,56,51,12,39,55,26,13,19,49,51.0,3.0,10.0,12.0,62.0,56.0,52.0,50.0,74.0,67.0,14.0,63.0,76.0,42.0,17.0,32.0,77.0,1.0,0.9019607843137256,1.0,0.1,1.0,0.6612903225806451,0.8928571428571429,0.7115384615384616,0.98,0.7567567567567568,0.7611940298507462,0.8571428571428571,0.6190476190476191,0.7236842105263158,0.6190476190476191,0.7647058823529411,0.59375,0.6363636363636364,0.0,5,2,7,40.0,36.0,45.0,47.0,0.1111111111111111,0.05,0.0,0.1489361702127659,20,20.0,69.0,3.45,26.800000000000004,78.8,3.94,17.4,3.5,0.8,2.6,-1.8,0.1407407407407407,0.627,0.4,0.344,1.4,3.1,L (-29),L (-29)
42.0,41.0,2023-01-06,33-263,DET,SAS,1.0,31.5,9.0,20.0,0.45,2.0,7.0,0.286,1.0,2.0,0.5,1.0,2.0,3.0,3.0,0.0,0.0,4.0,1.0,21.0,9.2,-16.0,13.0,7.0,0.5384615384615384,46,3,1,12,41,50,37,49,56,51,12,39,55,26,13,19,49,51.0,3.0,10.0,12.0,62.0,56.0,52.0,50.0,74.0,67.0,14.0,63.0,76.0,42.0,17.0,32.0,77.0,1.0,0.9019607843137256,1.0,0.1,1.0,0.6612903225806451,0.8928571428571429,0.7115384615384616,0.98,0.7567567567567568,0.7611940298507462,0.8571428571428571,0.6190476190476191,0.7236842105263158,0.6190476190476191,0.7647058823529411,0.59375,0.6363636363636364,0.0,5,2,7,40.0,36.0,45.0,47.0,0.1111111111111111,0.05,0.0,0.1489361702127659,20,1.0,54.0,2.7,8.799999999999999,64.39999999999999,3.22,17.4,3.5,0.8,2.6,-1.8,0.1407407407407407,0.627,0.4,0.344,1.4,3.1,,
43.0,42.0,2023-01-08,33-265,DET,PHI,1.0,35.81666666666667,7.0,17.0,0.412,1.0,4.0,0.25,5.0,5.0,1.0,0.0,2.0,2.0,5.0,1.0,0.0,2.0,2.0,20.0,13.2,-8.0,13.0,6.0,0.4615384615384615,46,3,1,12,41,50,37,49,56,51,12,39,55,26,13,19,49,51.0,3.0,10.0,12.0,62.0,56.0,52.0,50.0,74.0,67.0,14.0,63.0,76.0,42.0,17.0,32.0,77.0,1.0,0.9019607843137256,1.0,0.1,1.0,0.6612903225806451,0.8928571428571429,0.7115384615384616,0.98,0.7567567567567568,0.7611940298507462,0.8571428571428571,0.6190476190476191,0.7236842105263158,0.6190476190476191,0.7647058823529411,0.59375,0.6363636363636364,0.0,5,2,7,40.0,36.0,45.0,47.0,0.1111111111111111,0.05,0.0,0.1489361702127659,20,4.0,51.0,2.55,11.200000000000005,59.1,2.955,17.4,3.5,0.8,2.6,-1.8,0.1407407407407407,0.627,0.4,0.344,1.4,3.1,W (+3),W (+3)
44.0,,2023-01-10,33-267,DET,PHI,,0.0,0.0,0.0,,,,,,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,46,3,1,12,41,50,37,49,56,51,12,39,55,26,13,19,49,51.0,3.0,10.0,12.0,62.0,56.0,52.0,50.0,74.0,67.0,14.0,63.0,76.0,42.0,17.0,32.0,77.0,1.0,0.9019607843137256,1.0,0.1,1.0,0.6612903225806451,0.8928571428571429,0.7115384615384616,0.98,0.7567567567567568,0.7611940298507462,0.8571428571428571,0.6190476190476191,0.7236842105263158,0.6190476190476191,0.7647058823529411,0.59375,0.6363636363636364,0.0,5,2,7,40.0,36.0,45.0,47.0,0.1111111111111111,0.05,0.0,0.1489361702127659,20,,28.0,1.4,0.0,50.7,2.535,17.4,3.5,0.8,2.6,-1.8,0.1407407407407407,0.627,0.4,0.344,1.4,3.1,L (-12),L (-12)
45.0,43.0,2023-01-11,33-268,DET,MIN,1.0,32.05,9.0,15.0,0.6,5.0,8.0,0.625,4.0,5.0,0.8,1.0,5.0,6.0,4.0,1.0,1.0,2.0,3.0,27.0,23.2,11.0,7.0,4.0,0.5714285714285714,46,3,1,12,41,50,37,49,56,51,12,39,55,26,13,19,49,51.0,3.0,10.0,12.0,62.0,56.0,52.0,50.0,74.0,67.0,14.0,63.0,76.0,42.0,17.0,32.0,77.0,1.0,0.9019607843137256,1.0,0.1,1.0,0.6612903225806451,0.8928571428571429,0.7115384615384616,0.98,0.7567567567567568,0.7611940298507462,0.8571428571428571,0.6190476190476191,0.7236842105263158,0.6190476190476191,0.7647058823529411,0.59375,0.6363636363636364,0.0,5,2,7,40.0,36.0,45.0,47.0,0.1111111111111111,0.05,0.0,0.1489361702127659,20,17.0,53.0,2.65,21.6,58.80000000000001,2.9400000000000004,17.4,3.5,0.8,2.6,-1.8,0.1407407407407407,0.627,0.4,0.344,1.4,3.1,L (-12),L (-12)
46.0,44.0,2023-01-13,33-270,DET,NOP,1.0,36.0,9.0,19.0,0.474,1.0,7.0,0.143,3.0,5.0,0.6,0.0,3.0,3.0,2.0,0.0,1.0,0.0,2.0,22.0,13.7,-10.0,12.0,8.0,0.6666666666666666,46,3,1,12,41,50,37,49,56,51,12,39,55,26,13,19,49,51.0,3.0,10.0,12.0,62.0,56.0,52.0,50.0,74.0,67.0,14.0,63.0,76.0,42.0,17.0,32.0,77.0,1.0,0.9019607843137256,1.0,0.1,1.0,0.6612903225806451,0.8928571428571429,0.7115384615384616,0.98,0.7567567567567568,0.7611940298507462,0.8571428571428571,0.6190476190476191,0.7236842105263158,0.6190476190476191,0.7647058823529411,0.59375,0.6363636363636364,0.0,5,2,7,40.0,36.0,45.0,47.0,0.1111111111111111,0.05,0.0,0.1489361702127659,20,4.0,40.0,2.0,12.499999999999998,44.0,2.2,17.4,3.5,0.8,2.6,-1.8,0.1407407407407407,0.627,0.4,0.344,1.4,3.1,L (-31),L (-31)
47.0,,2023-01-15,33-272,DET,NYK,,0.0,0.0,0.0,,,,,,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,46,3,1,12,41,50,37,49,56,51,12,39,55,26,13,19,49,51.0,3.0,10.0,12.0,62.0,56.0,52.0,50.0,74.0,67.0,14.0,63.0,76.0,42.0,17.0,32.0,77.0,1.0,0.9019607843137256,1.0,0.1,1.0,0.6612903225806451,0.8928571428571429,0.7115384615384616,0.98,0.7567567567567568,0.7611940298507462,0.8571428571428571,0.6190476190476191,0.7236842105263158,0.6190476190476191,0.7647058823529411,0.59375,0.6363636363636364,0.0,5,2,7,40.0,36.0,45.0,47.0,0.1111111111111111,0.05,0.0,0.1489361702127659,20,,53.0,2.65,0.0,52.4,2.62,17.4,3.5,0.8,2.6,-1.8,0.1407407407407407,0.627,0.4,0.344,1.4,3.1,W (+17),W (+17)
48.0,45.0,2023-01-19,33-276,DET,CHI,1.0,34.88333333333333,9.0,20.0,0.45,3.0,9.0,0.333,4.0,6.0,0.667,2.0,3.0,5.0,3.0,0.0,0.0,2.0,0.0,25.0,16.2,-13.0,11.0,6.0,0.5454545454545454,46,3,1,12,41,50,37,49,56,51,12,39,55,26,13,19,49,51.0,3.0,10.0,12.0,62.0,56.0,52.0,50.0,74.0,67.0,14.0,63.0,76.0,42.0,17.0,32.0,77.0,1.0,0.9019607843137256,1.0,0.1,1.0,0.6612903225806451,0.8928571428571429,0.7115384615384616,0.98,0.7567567567567568,0.7611940298507462,0.8571428571428571,0.6190476190476191,0.7236842105263158,0.6190476190476191,0.7647058823529411,0.59375,0.6363636363636364,0.0,5,2,7,40.0,36.0,45.0,47.0,0.1111111111111111,0.05,0.0,0.1489361702127659,20,5.0,39.0,1.95,14.6,45.69999999999999,2.285,17.4,3.5,0.8,2.6,-1.8,0.1407407407407407,0.627,0.4,0.344,1.4,3.1,L (-6),L (-6)
49.0,46.0,2023-01-23,33-280,DET,MIL,1.0,27.566666666666663,11.0,15.0,0.733,6.0,7.0,0.857,5.0,5.0,1.0,0.0,3.0,3.0,0.0,1.0,0.0,2.0,2.0,33.0,26.0,-23.0,8.0,5.0,0.625,46,3,1,12,41,50,37,49,56,51,12,39,55,26,13,19,49,51.0,3.0,10.0,12.0,62.0,56.0,52.0,50.0,74.0,67.0,14.0,63.0,76.0,42.0,17.0,32.0,77.0,1.0,0.9019607843137256,1.0,0.1,1.0,0.6612903225806451,0.8928571428571429,0.7115384615384616,0.98,0.7567567567567568,0.7611940298507462,0.8571428571428571,0.6190476190476191,0.7236842105263158,0.6190476190476191,0.7647058823529411,0.59375,0.6363636363636364,0.0,5,2,7,40.0,36.0,45.0,47.0,0.1111111111111111,0.05,0.0,0.1489361702127659,20,15.0,42.0,2.1,24.0,51.4,2.57,17.4,3.5,0.8,2.6,-1.8,0.1407407407407407,0.627,0.4,0.344,1.4,3.1,L (-13),L (-13)
50.0,47.0,2023-01-26,33-283,DET,BRK,1.0,31.7,4.0,15.0,0.267,0.0,4.0,0.0,3.0,4.0,0.75,0.0,6.0,6.0,1.0,1.0,1.0,2.0,2.0,11.0,3.1,11.0,11.0,4.0,0.3636363636363636,46,3,1,12,41,50,37,49,56,51,12,39,55,26,13,19,49,51.0,3.0,10.0,12.0,62.0,56.0,52.0,50.0,74.0,67.0,14.0,63.0,76.0,42.0,17.0,32.0,77.0,1.0,0.9019607843137256,1.0,0.1,1.0,0.6612903225806451,0.8928571428571429,0.7115384615384616,0.98,0.7567567567567568,0.7611940298507462,0.8571428571428571,0.6190476190476191,0.7236842105263158,0.6190476190476191,0.7647058823529411,0.59375,0.6363636363636364,0.0,5,2,7,40.0,36.0,45.0,47.0,0.1111111111111111,0.05,0.0,0.1489361702127659,20,-1.0,73.0,3.65,1.8999999999999977,82.49999999999999,4.124999999999999,17.4,3.5,0.8,2.6,-1.8,0.1407407407407407,0.627,0.4,0.344,1.4,3.1,L (-18),L (-18)
51.0,48.0,2023-01-28,33-285,DET,HOU,1.0,37.11666666666667,6.0,17.0,0.353,1.0,6.0,0.167,5.0,6.0,0.833,1.0,1.0,2.0,3.0,1.0,0.0,1.0,2.0,18.0,10.4,-5.0,11.0,5.0,0.4545454545454545,46,3,1,12,41,50,37,49,56,51,12,39,55,26,13,19,49,51.0,3.0,10.0,12.0,62.0,56.0,52.0,50.0,74.0,67.0,14.0,63.0,76.0,42.0,17.0,32.0,77.0,1.0,0.9019607843137256,1.0,0.1,1.0,0.6612903225806451,0.8928571428571429,0.7115384615384616,0.98,0.7567567567567568,0.7611940298507462,0.8571428571428571,0.6190476190476191,0.7236842105263158,0.6190476190476191,0.7647058823529411,0.59375,0.6363636363636364,0.0,5,2,7,40.0,36.0,45.0,47.0,0.1111111111111111,0.05,0.0,0.1489361702127659,20,0.0,45.0,2.25,8.4,57.1,2.855,17.4,3.5,0.8,2.6,-1.8,0.1407407407407407,0.627,0.4,0.344,1.4,3.1,L (-20),L (-20)
52.0,49.0,2023-01-30,33-287,DET,DAL,1.0,36.38333333333333,10.0,15.0,0.667,4.0,7.0,0.571,5.0,5.0,1.0,1.0,4.0,5.0,2.0,0.0,0.0,4.0,3.0,29.0,20.6,-1.0,8.0,6.0,0.75,46,3,1,12,41,50,37,49,56,51,12,39,55,26,13,19,49,51.0,3.0,10.0,12.0,62.0,56.0,52.0,50.0,74.0,67.0,14.0,63.0,76.0,42.0,17.0,32.0,77.0,1.0,0.9019607843137256,1.0,0.1,1.0,0.6612903225806451,0.8928571428571429,0.7115384615384616,0.98,0.7567567567567568,0.7611940298507462,0.8571428571428571,0.6190476190476191,0.7236842105263158,0.6190476190476191,0.7647058823529411,0.59375,0.6363636363636364,0.0,5,2,7,40.0,36.0,45.0,47.0,0.1111111111111111,0.05,0.0,0.1489361702127659,20,12.0,39.0,1.95,18.600000000000005,44.2,2.21,17.4,3.5,0.8,2.6,-1.8,0.1407407407407407,0.627,0.4,0.344,1.4,3.1,W (+8),W (+8)
53.0,50.0,2023-02-03,33-291,DET,CHO,1.0,35.25,8.0,14.0,0.571,4.0,7.0,0.571,1.0,2.0,0.5,0.0,1.0,1.0,2.0,1.0,0.0,4.0,4.0,21.0,11.1,6.0,7.0,4.0,0.5714285714285714,46,3,1,12,41,50,37,49,56,51,12,39,55,26,13,19,49,51.0,3.0,10.0,12.0,62.0,56.0,52.0,50.0,74.0,67.0,14.0,63.0,76.0,42.0,17.0,32.0,77.0,1.0,0.9019607843137256,1.0,0.1,1.0,0.6612903225806451,0.8928571428571429,0.7115384615384616,0.98,0.7567567567567568,0.7611940298507462,0.8571428571428571,0.6190476190476191,0.7236842105263158,0.6190476190476191,0.7647058823529411,0.59375,0.6363636363636364,0.0,5,2,7,40.0,36.0,45.0,47.0,0.1111111111111111,0.05,0.0,0.1489361702127659,20,5.0,58.0,2.9,10.7,58.1,2.905,17.4,3.5,0.8,2.6,-1.8,0.1407407407407407,0.627,0.4,0.344,1.4,3.1,L (-3),L (-3)
54.0,51.0,2023-02-04,33-292,DET,PHO,1.0,35.25,8.0,17.0,0.471,4.0,10.0,0.4,3.0,4.0,0.75,1.0,2.0,3.0,2.0,1.0,0.0,2.0,2.0,23.0,14.8,-15.0,7.0,4.0,0.5714285714285714,46,3,1,12,41,50,37,49,56,51,12,39,55,26,13,19,49,51.0,3.0,10.0,12.0,62.0,56.0,52.0,50.0,74.0,67.0,14.0,63.0,76.0,42.0,17.0,32.0,77.0,1.0,0.9019607843137256,1.0,0.1,1.0,0.6612903225806451,0.8928571428571429,0.7115384615384616,0.98,0.7567567567567568,0.7611940298507462,0.8571428571428571,0.6190476190476191,0.7236842105263158,0.6190476190476191,0.7647058823529411,0.59375,0.6363636363636364,0.0,5,2,7,40.0,36.0,45.0,47.0,0.1111111111111111,0.05,0.0,0.1489361702127659,20,6.0,25.0,1.25,13.599999999999998,29.8,1.49,17.4,3.5,0.8,2.6,-1.8,0.1407407407407407,0.627,0.4,0.344,1.4,3.1,L (-6),L (-6)
55.0,52.0,2023-02-06,33-294,DET,BOS,1.0,33.05,6.0,11.0,0.545,2.0,4.0,0.5,7.0,7.0,1.0,0.0,3.0,3.0,1.0,1.0,1.0,1.0,2.0,21.0,17.2,-14.0,7.0,4.0,0.5714285714285714,46,3,1,12,41,50,37,49,56,51,12,39,55,26,13,19,49,51.0,3.0,10.0,12.0,62.0,56.0,52.0,50.0,74.0,67.0,14.0,63.0,76.0,42.0,17.0,32.0,77.0,1.0,0.9019607843137256,1.0,0.1,1.0,0.6612903225806451,0.8928571428571429,0.7115384615384616,0.98,0.7567567567567568,0.7611940298507462,0.8571428571428571,0.6190476190476191,0.7236842105263158,0.6190476190476191,0.7647058823529411,0.59375,0.6363636363636364,0.0,5,2,7,40.0,36.0,45.0,47.0,0.1111111111111111,0.05,0.0,0.1489361702127659,20,8.0,46.0,2.3,14.399999999999997,47.900000000000006,2.3950000000000005,17.4,3.5,0.8,2.6,-1.8,0.1407407407407407,0.627,0.4,0.344,1.4,3.1,W (+6),W (+6)
56.0,53.0,2023-02-08,33-296,DET,CLE,1.0,31.566666666666663,4.0,13.0,0.308,1.0,5.0,0.2,6.0,7.0,0.857,0.0,3.0,3.0,3.0,0.0,0.0,3.0,1.0,15.0,6.7,-15.0,8.0,3.0,0.375,46,3,1,12,41,50,37,49,56,51,12,39,55,26,13,19,49,51.0,3.0,10.0,12.0,62.0,56.0,52.0,50.0,74.0,67.0,14.0,63.0,76.0,42.0,17.0,32.0,77.0,1.0,0.9019607843137256,1.0,0.1,1.0,0.6612903225806451,0.8928571428571429,0.7115384615384616,0.98,0.7567567567567568,0.7611940298507462,0.8571428571428571,0.6190476190476191,0.7236842105263158,0.6190476190476191,0.7647058823529411,0.59375,0.6363636363636364,0.0,5,2,7,40.0,36.0,45.0,47.0,0.1111111111111111,0.05,0.0,0.1489361702127659,20,-2.0,39.0,1.95,4.300000000000001,45.19999999999999,2.26,17.4,3.5,0.8,2.6,-1.8,0.1407407407407407,0.627,0.4,0.344,1.4,3.1,L (-16),L (-16)
57.0,54.0,2023-02-10,33-298,DET,SAS,1.0,41.93333333333333,11.0,24.0,0.458,0.0,6.0,0.0,10.0,10.0,1.0,2.0,3.0,5.0,1.0,0.0,0.0,2.0,4.0,32.0,19.0,4.0,18.0,11.0,0.6111111111111112,46,3,1,12,41,50,37,49,56,51,12,39,55,26,13,19,49,51.0,3.0,10.0,12.0,62.0,56.0,52.0,50.0,74.0,67.0,14.0,63.0,76.0,42.0,17.0,32.0,77.0,1.0,0.9019607843137256,1.0,0.1,1.0,0.6612903225806451,0.8928571428571429,0.7115384615384616,0.98,0.7567567567567568,0.7611940298507462,0.8571428571428571,0.6190476190476191,0.7236842105263158,0.6190476190476191,0.7647058823529411,0.59375,0.6363636363636364,0.0,5,2,7,40.0,36.0,45.0,47.0,0.1111111111111111,0.05,0.0,0.1489361702127659,20,2.0,69.0,3.45,15.0,80.0,4.0,17.4,3.5,0.8,2.6,-1.8,0.1407407407407407,0.627,0.4,0.344,1.4,3.1,L (-12),L (-12)
58.0,55.0,2023-02-12,33-300,DET,TOR,1.0,37.98333333333333,10.0,18.0,0.556,3.0,8.0,0.375,10.0,11.0,0.909,1.0,4.0,5.0,3.0,0.0,1.0,1.0,2.0,33.0,26.9,-2.0,10.0,7.0,0.7,46,3,1,12,41,50,37,49,56,51,12,39,55,26,13,19,49,51.0,3.0,10.0,12.0,62.0,56.0,52.0,50.0,74.0,67.0,14.0,63.0,76.0,42.0,17.0,32.0,77.0,1.0,0.9019607843137256,1.0,0.1,1.0,0.6612903225806451,0.8928571428571429,0.7115384615384616,0.98,0.7567567567567568,0.7611940298507462,0.8571428571428571,0.6190476190476191,0.7236842105263158,0.6190476190476191,0.7647058823529411,0.59375,0.6363636363636364,0.0,5,2,7,40.0,36.0,45.0,47.0,0.1111111111111111,0.05,0.0,0.1489361702127659,20,12.0,48.0,2.4,22.90000000000001,59.29999999999999,2.9649999999999994,17.4,3.5,0.8,2.6,-1.8,0.1407407407407407,0.627,0.4,0.344,1.4,3.1,L (-28),L (-28)
59.0,56.0,2023-02-15,33-303,DET,BOS,1.0,32.61666666666667,12.0,17.0,0.706,1.0,3.0,0.333,3.0,4.0,0.75,1.0,4.0,5.0,2.0,0.0,0.0,4.0,2.0,28.0,19.0,-10.0,14.0,11.0,0.7857142857142857,46,3,1,12,41,50,37,49,56,51,12,39,55,26,13,19,49,51.0,3.0,10.0,12.0,62.0,56.0,52.0,50.0,74.0,67.0,14.0,63.0,76.0,42.0,17.0,32.0,77.0,1.0,0.9019607843137256,1.0,0.1,1.0,0.6612903225806451,0.8928571428571429,0.7115384615384616,0.98,0.7567567567567568,0.7611940298507462,0.8571428571428571,0.6190476190476191,0.7236842105263158,0.6190476190476191,0.7647058823529411,0.59375,0.6363636363636364,0.0,5,2,7,40.0,36.0,45.0,47.0,0.1111111111111111,0.05,0.0,0.1489361702127659,20,10.0,59.0,2.95,17.8,61.99999999999999,3.1,17.4,3.5,0.8,2.6,-1.8,0.1407407407407407,0.627,0.4,0.344,1.4,3.1,W (+7),W (+7)
60.0,57.0,2023-02-23,33-311,DET,ORL,1.0,28.716666666666665,3.0,12.0,0.25,1.0,4.0,0.25,0.0,0.0,,0.0,3.0,3.0,4.0,0.0,0.0,2.0,2.0,7.0,0.7,-14.0,8.0,2.0,0.25,46,3,1,12,41,50,37,49,56,51,12,39,55,26,13,19,49,51.0,3.0,10.0,12.0,62.0,56.0,52.0,50.0,74.0,67.0,14.0,63.0,76.0,42.0,17.0,32.0,77.0,1.0,0.9019607843137256,1.0,0.1,1.0,0.6612903225806451,0.8928571428571429,0.7115384615384616,0.98,0.7567567567567568,0.7611940298507462,0.8571428571428571,0.6190476190476191,0.7236842105263158,0.6190476190476191,0.7647058823529411,0.59375,0.6363636363636364,0.0,5,2,7,40.0,36.0,45.0,47.0,0.1111111111111111,0.05,0.0,0.1489361702127659,20,0.0,83.0,4.15,0.7000000000000002,84.19999999999999,4.209999999999999,17.4,3.5,0.8,2.6,-1.8,0.1407407407407407,0.627,0.4,0.344,1.4,3.1,L (-1),L (-1)
61.0,58.0,2023-02-25,33-313,DET,TOR,1.0,28.666666666666668,5.0,12.0,0.417,0.0,3.0,0.0,1.0,1.0,1.0,1.0,8.0,9.0,1.0,0.0,0.0,4.0,3.0,11.0,3.2,-9.0,9.0,5.0,0.5555555555555556,46,3,1,12,41,50,37,49,56,51,12,39,55,26,13,19,49,51.0,3.0,10.0,12.0,62.0,56.0,52.0,50.0,74.0,67.0,14.0,63.0,76.0,42.0,17.0,32.0,77.0,1.0,0.9019607843137256,1.0,0.1,1.0,0.6612903225806451,0.8928571428571429,0.7115384615384616,0.98,0.7567567567567568,0.7611940298507462,0.8571428571428571,0.6190476190476191,0.7236842105263158,0.6190476190476191,0.7647058823529411,0.59375,0.6363636363636364,0.0,5,2,7,40.0,36.0,45.0,47.0,0.1111111111111111,0.05,0.0,0.1489361702127659,20,4.0,66.0,3.3,2.799999999999998,81.0,4.05,17.4,3.5,0.8,2.6,-1.8,0.1407407407407407,0.627,0.4,0.344,1.4,3.1,L (-18),L (-18)
62.0,,2023-02-27,33-315,DET,CHO,,0.0,0.0,0.0,,,,,,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,46,3,1,12,41,50,37,49,56,51,12,39,55,26,13,19,49,51.0,3.0,10.0,12.0,62.0,56.0,52.0,50.0,74.0,67.0,14.0,63.0,76.0,42.0,17.0,32.0,77.0,1.0,0.9019607843137256,1.0,0.1,1.0,0.6612903225806451,0.8928571428571429,0.7115384615384616,0.98,0.7567567567567568,0.7611940298507462,0.8571428571428571,0.6190476190476191,0.7236842105263158,0.6190476190476191,0.7647058823529411,0.59375,0.6363636363636364,0.0,5,2,7,40.0,36.0,45.0,47.0,0.1111111111111111,0.05,0.0,0.1489361702127659,20,,47.0,2.35,0.0,64.99999999999999,3.249999999999999,17.4,3.5,0.8,2.6,-1.8,0.1407407407407407,0.627,0.4,0.344,1.4,3.1,L (-2),L (-2)
63.0,59.0,2023-03-01,33-317,DET,CHI,1.0,39.46666666666667,11.0,21.0,0.524,8.0,12.0,0.667,4.0,4.0,1.0,2.0,4.0,6.0,3.0,1.0,1.0,2.0,4.0,34.0,26.5,11.0,9.0,3.0,0.3333333333333333,46,3,1,12,41,50,37,49,56,51,12,39,55,26,13,19,49,51.0,3.0,10.0,12.0,62.0,56.0,52.0,50.0,74.0,67.0,14.0,63.0,76.0,42.0,17.0,32.0,77.0,1.0,0.9019607843137256,1.0,0.1,1.0,0.6612903225806451,0.8928571428571429,0.7115384615384616,0.98,0.7567567567567568,0.7611940298507462,0.8571428571428571,0.6190476190476191,0.7236842105263158,0.6190476190476191,0.7647058823529411,0.59375,0.6363636363636364,0.0,5,2,7,40.0,36.0,45.0,47.0,0.1111111111111111,0.05,0.0,0.1489361702127659,20,18.0,51.0,2.55,24.9,62.8,3.14,17.4,3.5,0.8,2.6,-1.8,0.1407407407407407,0.627,0.4,0.344,1.4,3.1,,
64.0,,2023-03-04,33-320,DET,CLE,,0.0,0.0,0.0,,,,,,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,46,3,1,12,41,50,37,49,56,51,12,39,55,26,13,19,49,51.0,3.0,10.0,12.0,62.0,56.0,52.0,50.0,74.0,67.0,14.0,63.0,76.0,42.0,17.0,32.0,77.0,1.0,0.9019607843137256,1.0,0.1,1.0,0.6612903225806451,0.8928571428571429,0.7115384615384616,0.98,0.7567567567567568,0.7611940298507462,0.8571428571428571,0.6190476190476191,0.7236842105263158,0.6190476190476191,0.7647058823529411,0.59375,0.6363636363636364,0.0,5,2,7,40.0,36.0,45.0,47.0,0.1111111111111111,0.05,0.0,0.1489361702127659,20,,65.0,3.25,0.0,72.19999999999999,3.61,17.4,3.5,0.8,2.6,-1.8,0.1407407407407407,0.627,0.4,0.344,1.4,3.1,L (-4),L (-4)
