Unnamed: 0,Rk,G,Date,Age,Tm,Unnamed: 5,Opp,Unnamed: 7,GS,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,GmSc,+/-,2PA,2P,2P%,Shared Games with Bobby Portis,Shared Games with Brook Lopez,Shared Games with George Hill,Shared Games with Giannis Antetokounmpo,Shared Games with Grayson Allen,Shared Games with Jevon Carter,Shared Games with Joe Ingles,Shared Games with Jordan Nwora,Shared Games with Jrue Holiday,Shared Games with Khris Middleton,Shared Games with MarJon Beauchamp,Shared Games with Meyers Leonard,Shared Games with Pat Connaughton,Shared Games with Sandro Mamukelashvili,Shared Games with Serge Ibaka,Shared Games with Thanasis Antetokounmpo,Shared Games with Wesley Matthews,Bobby Portis,Brook Lopez,George Hill,Giannis Antetokounmpo,Grayson Allen,Jevon Carter,Joe Ingles,Jordan Nwora,Jrue Holiday,Khris Middleton,Lindell Wigginton,MarJon Beauchamp,Meyers Leonard,Pat Connaughton,Sandro Mamukelashvili,Serge Ibaka,Thanasis Antetokounmpo,Wesley Matthews,co_inf with Bobby Portis,co_inf with Brook Lopez,co_inf with George Hill,co_inf with Giannis Antetokounmpo,co_inf with Grayson Allen,co_inf with Jevon Carter,co_inf with Joe Ingles,co_inf with Jordan Nwora,co_inf with Jrue Holiday,co_inf with Khris Middleton,co_inf with Lindell Wigginton,co_inf with MarJon Beauchamp,co_inf with Meyers Leonard,co_inf with Pat Connaughton,co_inf with Sandro Mamukelashvili,co_inf with Serge Ibaka,co_inf with Thanasis Antetokounmpo,co_inf with Wesley Matthews,Shared Games with Goran Dragić,Shared Games with Jae Crowder,Goran Dragić,Jae Crowder,Tyrese Martin,co_inf with Goran Dragić,co_inf with Jae Crowder,co_inf with Tyrese Martin,Total Shared Players,CO_EFF,EFF,avg_EFF,CO_HGS,HGS,avg_HGS
27,27,10,2022-12-13,23-077,MIL,,GSW,W (+17),0,2:53,1.0,2.0,.500,0.0,1.0,.000,0,0.0,,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,2.0,1.3,-2,1.0,1.0,1.0,32,32,16,25,28,35,18,18,27,9,26,4,28,16,5,22,17,70.0,78.0,46.0,63.0,72.0,81.0,46.0,62.0,67.0,33.0,7.0,52.0,9.0,61.0,43.0,16.0,37.0,52.0,0.4571428571428571,0.4102564102564102,0.3478260869565217,0.3968253968253968,0.3888888888888889,0.4320987654320987,0.391304347826087,0.2903225806451613,0.4029850746268656,0.2727272727272727,0.0,0.5,0.4444444444444444,0.4590163934426229,0.3720930232558139,0.3125,0.5945945945945946,0.3269230769230769,3,7,58.0,18.0,16.0,0.0517241379310344,0.3888888888888889,0.0,19,1.0,75.0,3.947368421052632,1.2999999999999998,93.70000000000005,4.931578947368424
28,28,11,2022-12-15,23-079,MIL,@,MEM,L (-41),0,14:06,4.0,6.0,.667,2.0,4.0,.500,0,0.0,,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,10.0,6.7,+3,2.0,2.0,1.0,32,32,16,25,28,35,18,18,27,9,26,4,28,16,5,22,17,70.0,78.0,46.0,63.0,72.0,81.0,46.0,62.0,67.0,33.0,7.0,52.0,9.0,61.0,43.0,16.0,37.0,52.0,0.4571428571428571,0.4102564102564102,0.3478260869565217,0.3968253968253968,0.3888888888888889,0.4320987654320987,0.391304347826087,0.2903225806451613,0.4029850746268656,0.2727272727272727,0.0,0.5,0.4444444444444444,0.4590163934426229,0.3720930232558139,0.3125,0.5945945945945946,0.3269230769230769,3,7,58.0,18.0,16.0,0.0517241379310344,0.3888888888888889,0.0,19,4.0,24.0,1.263157894736842,6.699999999999999,47.2,2.4842105263157896
29,29,12,2022-12-17,23-081,MIL,,UTA,W (+26),0,3:58,1.0,2.0,.500,1.0,2.0,.500,0,0.0,,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,3.0,1.9,+3,0.0,0.0,,32,32,16,25,28,35,18,18,27,9,26,4,28,16,5,22,17,70.0,78.0,46.0,63.0,72.0,81.0,46.0,62.0,67.0,33.0,7.0,52.0,9.0,61.0,43.0,16.0,37.0,52.0,0.4571428571428571,0.4102564102564102,0.3478260869565217,0.3968253968253968,0.3888888888888889,0.4320987654320987,0.391304347826087,0.2903225806451613,0.4029850746268656,0.2727272727272727,0.0,0.5,0.4444444444444444,0.4590163934426229,0.3720930232558139,0.3125,0.5945945945945946,0.3269230769230769,3,7,58.0,18.0,16.0,0.0517241379310344,0.3888888888888889,0.0,19,2.0,79.0,4.157894736842105,1.9,91.7,4.826315789473685
30,30,,2022-12-19,23-083,MIL,@,NOP,W (+9),Inactive,Inactive,0.0,0.0,Inactive,,,Inactive,Inactive,0.0,Inactive,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Inactive,Inactive,,,,32,32,16,25,28,35,18,18,27,9,26,4,28,16,5,22,17,70.0,78.0,46.0,63.0,72.0,81.0,46.0,62.0,67.0,33.0,7.0,52.0,9.0,61.0,43.0,16.0,37.0,52.0,0.4571428571428571,0.4102564102564102,0.3478260869565217,0.3968253968253968,0.3888888888888889,0.4320987654320987,0.391304347826087,0.2903225806451613,0.4029850746268656,0.2727272727272727,0.0,0.5,0.4444444444444444,0.4590163934426229,0.3720930232558139,0.3125,0.5945945945945946,0.3269230769230769,3,7,58.0,18.0,16.0,0.0517241379310344,0.3888888888888889,0.0,19,,87.0,4.578947368421052,0.0,100.59999999999998,5.294736842105262
31,31,,2022-12-21,23-085,MIL,@,CLE,L (-8),Inactive,Inactive,0.0,0.0,Inactive,,,Inactive,Inactive,0.0,Inactive,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Inactive,Inactive,,,,32,32,16,25,28,35,18,18,27,9,26,4,28,16,5,22,17,70.0,78.0,46.0,63.0,72.0,81.0,46.0,62.0,67.0,33.0,7.0,52.0,9.0,61.0,43.0,16.0,37.0,52.0,0.4571428571428571,0.4102564102564102,0.3478260869565217,0.3968253968253968,0.3888888888888889,0.4320987654320987,0.391304347826087,0.2903225806451613,0.4029850746268656,0.2727272727272727,0.0,0.5,0.4444444444444444,0.4590163934426229,0.3720930232558139,0.3125,0.5945945945945946,0.3269230769230769,3,7,58.0,18.0,16.0,0.0517241379310344,0.3888888888888889,0.0,19,,60.0,3.1578947368421053,0.0,69.99999999999999,3.684210526315789
32,32,,2022-12-23,23-087,MIL,@,BRK,L (-18),Inactive,Inactive,0.0,0.0,Inactive,,,Inactive,Inactive,0.0,Inactive,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Inactive,Inactive,,,,32,32,16,25,28,35,18,18,27,9,26,4,28,16,5,22,17,70.0,78.0,46.0,63.0,72.0,81.0,46.0,62.0,67.0,33.0,7.0,52.0,9.0,61.0,43.0,16.0,37.0,52.0,0.4571428571428571,0.4102564102564102,0.3478260869565217,0.3968253968253968,0.3888888888888889,0.4320987654320987,0.391304347826087,0.2903225806451613,0.4029850746268656,0.2727272727272727,0.0,0.5,0.4444444444444444,0.4590163934426229,0.3720930232558139,0.3125,0.5945945945945946,0.3269230769230769,3,7,58.0,18.0,16.0,0.0517241379310344,0.3888888888888889,0.0,19,,47.0,2.473684210526316,0.0,65.89999999999999,3.4684210526315784
33,33,,2022-12-25,23-089,MIL,@,BOS,L (-21),Inactive,Inactive,0.0,0.0,Inactive,,,Inactive,Inactive,0.0,Inactive,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Inactive,Inactive,,,,32,32,16,25,28,35,18,18,27,9,26,4,28,16,5,22,17,70.0,78.0,46.0,63.0,72.0,81.0,46.0,62.0,67.0,33.0,7.0,52.0,9.0,61.0,43.0,16.0,37.0,52.0,0.4571428571428571,0.4102564102564102,0.3478260869565217,0.3968253968253968,0.3888888888888889,0.4320987654320987,0.391304347826087,0.2903225806451613,0.4029850746268656,0.2727272727272727,0.0,0.5,0.4444444444444444,0.4590163934426229,0.3720930232558139,0.3125,0.5945945945945946,0.3269230769230769,3,7,58.0,18.0,16.0,0.0517241379310344,0.3888888888888889,0.0,19,,65.0,3.421052631578948,0.0,89.0,4.684210526315789
34,34,,2022-12-28,23-092,MIL,@,CHI,L (-6),Did Not Play,Did Not Play,0.0,0.0,Did Not Play,,,Did Not Play,Did Not Play,0.0,Did Not Play,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Did Not Play,Did Not Play,,,,32,32,16,25,28,35,18,18,27,9,26,4,28,16,5,22,17,70.0,78.0,46.0,63.0,72.0,81.0,46.0,62.0,67.0,33.0,7.0,52.0,9.0,61.0,43.0,16.0,37.0,52.0,0.4571428571428571,0.4102564102564102,0.3478260869565217,0.3968253968253968,0.3888888888888889,0.4320987654320987,0.391304347826087,0.2903225806451613,0.4029850746268656,0.2727272727272727,0.0,0.5,0.4444444444444444,0.4590163934426229,0.3720930232558139,0.3125,0.5945945945945946,0.3269230769230769,3,7,58.0,18.0,16.0,0.0517241379310344,0.3888888888888889,0.0,19,,48.0,2.526315789473684,0.0,68.00000000000001,3.5789473684210535
35,35,13,2022-12-30,23-094,MIL,,MIN,W (+9),0,21:51,2.0,6.0,.333,2.0,5.0,.400,1,1.0,1.000,1.0,2.0,3.0,1.0,1.0,0.0,0.0,4.0,7.0,5.0,+9,1.0,0.0,0.0,32,32,16,25,28,35,18,18,27,9,26,4,28,16,5,22,17,70.0,78.0,46.0,63.0,72.0,81.0,46.0,62.0,67.0,33.0,7.0,52.0,9.0,61.0,43.0,16.0,37.0,52.0,0.4571428571428571,0.4102564102564102,0.3478260869565217,0.3968253968253968,0.3888888888888889,0.4320987654320987,0.391304347826087,0.2903225806451613,0.4029850746268656,0.2727272727272727,0.0,0.5,0.4444444444444444,0.4590163934426229,0.3720930232558139,0.3125,0.5945945945945946,0.3269230769230769,3,7,58.0,18.0,16.0,0.0517241379310344,0.3888888888888889,0.0,19,5.0,77.0,4.052631578947368,4.6,83.20000000000003,4.378947368421055
36,36,14,2023-01-01,23-096,MIL,,WAS,L (-23),0,19:15,4.0,7.0,.571,2.0,5.0,.400,0,0.0,,0.0,3.0,3.0,0.0,1.0,0.0,1.0,1.0,10.0,7.2,-9,2.0,2.0,1.0,32,32,16,25,28,35,18,18,27,9,26,4,28,16,5,22,17,70.0,78.0,46.0,63.0,72.0,81.0,46.0,62.0,67.0,33.0,7.0,52.0,9.0,61.0,43.0,16.0,37.0,52.0,0.4571428571428571,0.4102564102564102,0.3478260869565217,0.3968253968253968,0.3888888888888889,0.4320987654320987,0.391304347826087,0.2903225806451613,0.4029850746268656,0.2727272727272727,0.0,0.5,0.4444444444444444,0.4590163934426229,0.3720930232558139,0.3125,0.5945945945945946,0.3269230769230769,3,7,58.0,18.0,16.0,0.0517241379310344,0.3888888888888889,0.0,19,6.0,38.0,2.0,7.200000000000001,48.79999999999999,2.5684210526315785
37,37,15,2023-01-03,23-098,MIL,,WAS,W (+10),0,9:23,0.0,3.0,.000,0.0,3.0,.000,0,0.0,,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,-2.1,-8,0.0,0.0,,32,32,16,25,28,35,18,18,27,9,26,4,28,16,5,22,17,70.0,78.0,46.0,63.0,72.0,81.0,46.0,62.0,67.0,33.0,7.0,52.0,9.0,61.0,43.0,16.0,37.0,52.0,0.4571428571428571,0.4102564102564102,0.3478260869565217,0.3968253968253968,0.3888888888888889,0.4320987654320987,0.391304347826087,0.2903225806451613,0.4029850746268656,0.2727272727272727,0.0,0.5,0.4444444444444444,0.4590163934426229,0.3720930232558139,0.3125,0.5945945945945946,0.3269230769230769,3,7,58.0,18.0,16.0,0.0517241379310344,0.3888888888888889,0.0,19,-2.0,86.0,4.526315789473684,-2.1,102.70000000000002,5.405263157894738
38,38,16,2023-01-04,23-099,MIL,@,TOR,W (+3),0,12:32,2.0,4.0,.500,1.0,3.0,.333,0,0.0,,0.0,2.0,2.0,0.0,1.0,0.0,0.0,1.0,5.0,4.2,+21,1.0,1.0,1.0,32,32,16,25,28,35,18,18,27,9,26,4,28,16,5,22,17,70.0,78.0,46.0,63.0,72.0,81.0,46.0,62.0,67.0,33.0,7.0,52.0,9.0,61.0,43.0,16.0,37.0,52.0,0.4571428571428571,0.4102564102564102,0.3478260869565217,0.3968253968253968,0.3888888888888889,0.4320987654320987,0.391304347826087,0.2903225806451613,0.4029850746268656,0.2727272727272727,0.0,0.5,0.4444444444444444,0.4590163934426229,0.3720930232558139,0.3125,0.5945945945945946,0.3269230769230769,3,7,58.0,18.0,16.0,0.0517241379310344,0.3888888888888889,0.0,19,4.0,67.0,3.526315789473684,4.199999999999999,60.99999999999999,3.2105263157894735
39,39,17,2023-01-06,23-101,MIL,,CHO,L (-29),0,17:46,5.0,8.0,.625,3.0,6.0,.500,0,0.0,,0.0,3.0,3.0,2.0,0.0,0.0,0.0,1.0,13.0,11.3,+6,2.0,2.0,1.0,32,32,16,25,28,35,18,18,27,9,26,4,28,16,5,22,17,70.0,78.0,46.0,63.0,72.0,81.0,46.0,62.0,67.0,33.0,7.0,52.0,9.0,61.0,43.0,16.0,37.0,52.0,0.4571428571428571,0.4102564102564102,0.3478260869565217,0.3968253968253968,0.3888888888888889,0.4320987654320987,0.391304347826087,0.2903225806451613,0.4029850746268656,0.2727272727272727,0.0,0.5,0.4444444444444444,0.4590163934426229,0.3720930232558139,0.3125,0.5945945945945946,0.3269230769230769,3,7,58.0,18.0,16.0,0.0517241379310344,0.3888888888888889,0.0,19,10.0,42.0,2.210526315789474,11.3,57.7,3.0368421052631582
40,40,,2023-01-09,23-104,MIL,@,NYK,W (+4),Did Not Play,Did Not Play,0.0,0.0,Did Not Play,,,Did Not Play,Did Not Play,0.0,Did Not Play,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Did Not Play,Did Not Play,,,,32,32,16,25,28,35,18,18,27,9,26,4,28,16,5,22,17,70.0,78.0,46.0,63.0,72.0,81.0,46.0,62.0,67.0,33.0,7.0,52.0,9.0,61.0,43.0,16.0,37.0,52.0,0.4571428571428571,0.4102564102564102,0.3478260869565217,0.3968253968253968,0.3888888888888889,0.4320987654320987,0.391304347826087,0.2903225806451613,0.4029850746268656,0.2727272727272727,0.0,0.5,0.4444444444444444,0.4590163934426229,0.3720930232558139,0.3125,0.5945945945945946,0.3269230769230769,3,7,58.0,18.0,16.0,0.0517241379310344,0.3888888888888889,0.0,19,,78.0,4.105263157894737,0.0,85.9,4.521052631578947
41,Rk,G,Date,Age,Tm,,Opp,,GS,MP,0.0,0.0,FG%,,,3P%,FT,0.0,FT%,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,GmSc,+/-,,,,32,32,16,25,28,35,18,18,27,9,26,4,28,16,5,22,17,70.0,78.0,46.0,63.0,72.0,81.0,46.0,62.0,67.0,33.0,7.0,52.0,9.0,61.0,43.0,16.0,37.0,52.0,0.4571428571428571,0.4102564102564102,0.3478260869565217,0.3968253968253968,0.3888888888888889,0.4320987654320987,0.391304347826087,0.2903225806451613,0.4029850746268656,0.2727272727272727,0.0,0.5,0.4444444444444444,0.4590163934426229,0.3720930232558139,0.3125,0.5945945945945946,0.3269230769230769,3,7,58.0,18.0,16.0,0.0517241379310344,0.3888888888888889,0.0,19,,0.0,0.0,0.0,0.0,0.0
42,41,18,2023-01-11,23-106,MIL,@,ATL,W (+9),0,5:32,1.0,3.0,.333,1.0,3.0,.333,0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,0.9,-9,0.0,0.0,,32,32,16,25,28,35,18,18,27,9,26,4,28,16,5,22,17,70.0,78.0,46.0,63.0,72.0,81.0,46.0,62.0,67.0,33.0,7.0,52.0,9.0,61.0,43.0,16.0,37.0,52.0,0.4571428571428571,0.4102564102564102,0.3478260869565217,0.3968253968253968,0.3888888888888889,0.4320987654320987,0.391304347826087,0.2903225806451613,0.4029850746268656,0.2727272727272727,0.0,0.5,0.4444444444444444,0.4590163934426229,0.3720930232558139,0.3125,0.5945945945945946,0.3269230769230769,3,7,58.0,18.0,16.0,0.0517241379310344,0.3888888888888889,0.0,19,0.0,90.0,4.7368421052631575,0.9000000000000002,92.7,4.878947368421053
43,42,19,2023-01-12,23-107,MIL,@,MIA,L (-6),0,19:14,5.0,10.0,.500,5.0,10.0,.500,0,0.0,,1.0,2.0,3.0,0.0,0.0,0.0,0.0,1.0,15.0,10.9,-1,0.0,0.0,,32,32,16,25,28,35,18,18,27,9,26,4,28,16,5,22,17,70.0,78.0,46.0,63.0,72.0,81.0,46.0,62.0,67.0,33.0,7.0,52.0,9.0,61.0,43.0,16.0,37.0,52.0,0.4571428571428571,0.4102564102564102,0.3478260869565217,0.3968253968253968,0.3888888888888889,0.4320987654320987,0.391304347826087,0.2903225806451613,0.4029850746268656,0.2727272727272727,0.0,0.5,0.4444444444444444,0.4590163934426229,0.3720930232558139,0.3125,0.5945945945945946,0.3269230769230769,3,7,58.0,18.0,16.0,0.0517241379310344,0.3888888888888889,0.0,19,8.0,38.0,2.0,10.9,51.19999999999999,2.6947368421052627
44,43,20,2023-01-14,23-109,MIL,@,MIA,L (-16),0,16:52,3.0,7.0,.429,3.0,6.0,.500,0,0.0,,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,9.0,5.6,-5,1.0,0.0,0.0,32,32,16,25,28,35,18,18,27,9,26,4,28,16,5,22,17,70.0,78.0,46.0,63.0,72.0,81.0,46.0,62.0,67.0,33.0,7.0,52.0,9.0,61.0,43.0,16.0,37.0,52.0,0.4571428571428571,0.4102564102564102,0.3478260869565217,0.3968253968253968,0.3888888888888889,0.4320987654320987,0.391304347826087,0.2903225806451613,0.4029850746268656,0.2727272727272727,0.0,0.5,0.4444444444444444,0.4590163934426229,0.3720930232558139,0.3125,0.5945945945945946,0.3269230769230769,3,7,58.0,18.0,16.0,0.0517241379310344,0.3888888888888889,0.0,19,3.0,57.0,3.0,5.6000000000000005,66.19999999999999,3.4842105263157888
45,44,21,2023-01-16,23-111,MIL,,IND,W (+13),0,11:54,2.0,7.0,.286,2.0,6.0,.333,0,0.0,,0.0,0.0,0.0,1.0,1.0,0.0,0.0,2.0,6.0,2.8,-8,1.0,0.0,0.0,32,32,16,25,28,35,18,18,27,9,26,4,28,16,5,22,17,70.0,78.0,46.0,63.0,72.0,81.0,46.0,62.0,67.0,33.0,7.0,52.0,9.0,61.0,43.0,16.0,37.0,52.0,0.4571428571428571,0.4102564102564102,0.3478260869565217,0.3968253968253968,0.3888888888888889,0.4320987654320987,0.391304347826087,0.2903225806451613,0.4029850746268656,0.2727272727272727,0.0,0.5,0.4444444444444444,0.4590163934426229,0.3720930232558139,0.3125,0.5945945945945946,0.3269230769230769,3,7,58.0,18.0,16.0,0.0517241379310344,0.3888888888888889,0.0,19,1.0,72.0,3.789473684210526,2.8000000000000007,84.5,4.447368421052632
46,45,22,2023-01-17,23-112,MIL,,TOR,W (+8),0,6:02,0.0,0.0,,0.0,0.0,,0,0.0,,0.0,1.0,1.0,2.0,0.0,0.0,1.0,0.0,0.0,0.7,-1,0.0,0.0,,32,32,16,25,28,35,18,18,27,9,26,4,28,16,5,22,17,70.0,78.0,46.0,63.0,72.0,81.0,46.0,62.0,67.0,33.0,7.0,52.0,9.0,61.0,43.0,16.0,37.0,52.0,0.4571428571428571,0.4102564102564102,0.3478260869565217,0.3968253968253968,0.3888888888888889,0.4320987654320987,0.391304347826087,0.2903225806451613,0.4029850746268656,0.2727272727272727,0.0,0.5,0.4444444444444444,0.4590163934426229,0.3720930232558139,0.3125,0.5945945945945946,0.3269230769230769,3,7,58.0,18.0,16.0,0.0517241379310344,0.3888888888888889,0.0,19,2.0,85.0,4.473684210526316,0.7,97.7,5.1421052631578945
47,46,23,2023-01-21,23-116,MIL,@,CLE,L (-12),0,4:09,0.0,2.0,.000,0.0,1.0,.000,0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.4,-9,1.0,0.0,0.0,32,32,16,25,28,35,18,18,27,9,26,4,28,16,5,22,17,70.0,78.0,46.0,63.0,72.0,81.0,46.0,62.0,67.0,33.0,7.0,52.0,9.0,61.0,43.0,16.0,37.0,52.0,0.4571428571428571,0.4102564102564102,0.3478260869565217,0.3968253968253968,0.3888888888888889,0.4320987654320987,0.391304347826087,0.2903225806451613,0.4029850746268656,0.2727272727272727,0.0,0.5,0.4444444444444444,0.4590163934426229,0.3720930232558139,0.3125,0.5945945945945946,0.3269230769230769,3,7,58.0,18.0,16.0,0.0517241379310344,0.3888888888888889,0.0,19,-2.0,53.0,2.789473684210526,-1.4,62.1,3.268421052631579
48,47,24,2023-01-23,23-118,MIL,@,DET,W (+20),0,5:02,0.0,3.0,.000,0.0,3.0,.000,0,0.0,,0.0,1.0,1.0,0.0,0.0,0.0,2.0,1.0,0.0,-4.2,-13,0.0,0.0,,32,32,16,25,28,35,18,18,27,9,26,4,28,16,5,22,17,70.0,78.0,46.0,63.0,72.0,81.0,46.0,62.0,67.0,33.0,7.0,52.0,9.0,61.0,43.0,16.0,37.0,52.0,0.4571428571428571,0.4102564102564102,0.3478260869565217,0.3968253968253968,0.3888888888888889,0.4320987654320987,0.391304347826087,0.2903225806451613,0.4029850746268656,0.2727272727272727,0.0,0.5,0.4444444444444444,0.4590163934426229,0.3720930232558139,0.3125,0.5945945945945946,0.3269230769230769,3,7,58.0,18.0,16.0,0.0517241379310344,0.3888888888888889,0.0,19,-4.0,113.0,5.947368421052632,-4.199999999999999,127.29999999999998,6.699999999999999
49,48,,2023-01-25,23-120,MIL,,DEN,W (+8),Inactive,Inactive,0.0,0.0,Inactive,,,Inactive,Inactive,0.0,Inactive,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Inactive,Inactive,,,,32,32,16,25,28,35,18,18,27,9,26,4,28,16,5,22,17,70.0,78.0,46.0,63.0,72.0,81.0,46.0,62.0,67.0,33.0,7.0,52.0,9.0,61.0,43.0,16.0,37.0,52.0,0.4571428571428571,0.4102564102564102,0.3478260869565217,0.3968253968253968,0.3888888888888889,0.4320987654320987,0.391304347826087,0.2903225806451613,0.4029850746268656,0.2727272727272727,0.0,0.5,0.4444444444444444,0.4590163934426229,0.3720930232558139,0.3125,0.5945945945945946,0.3269230769230769,3,7,58.0,18.0,16.0,0.0517241379310344,0.3888888888888889,0.0,19,,59.0,3.1052631578947367,0.0,68.3,3.594736842105263
50,49,,2023-01-27,23-122,MIL,@,IND,W (+10),Inactive,Inactive,0.0,0.0,Inactive,,,Inactive,Inactive,0.0,Inactive,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Inactive,Inactive,,,,32,32,16,25,28,35,18,18,27,9,26,4,28,16,5,22,17,70.0,78.0,46.0,63.0,72.0,81.0,46.0,62.0,67.0,33.0,7.0,52.0,9.0,61.0,43.0,16.0,37.0,52.0,0.4571428571428571,0.4102564102564102,0.3478260869565217,0.3968253968253968,0.3888888888888889,0.4320987654320987,0.391304347826087,0.2903225806451613,0.4029850746268656,0.2727272727272727,0.0,0.5,0.4444444444444444,0.4590163934426229,0.3720930232558139,0.3125,0.5945945945945946,0.3269230769230769,3,7,58.0,18.0,16.0,0.0517241379310344,0.3888888888888889,0.0,19,,98.0,5.157894736842105,0.0,118.0,6.2105263157894735
51,50,,2023-01-29,23-124,MIL,,NOP,W (+25),Inactive,Inactive,0.0,0.0,Inactive,,,Inactive,Inactive,0.0,Inactive,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Inactive,Inactive,,,,32,32,16,25,28,35,18,18,27,9,26,4,28,16,5,22,17,70.0,78.0,46.0,63.0,72.0,81.0,46.0,62.0,67.0,33.0,7.0,52.0,9.0,61.0,43.0,16.0,37.0,52.0,0.4571428571428571,0.4102564102564102,0.3478260869565217,0.3968253968253968,0.3888888888888889,0.4320987654320987,0.391304347826087,0.2903225806451613,0.4029850746268656,0.2727272727272727,0.0,0.5,0.4444444444444444,0.4590163934426229,0.3720930232558139,0.3125,0.5945945945945946,0.3269230769230769,3,7,58.0,18.0,16.0,0.0517241379310344,0.3888888888888889,0.0,19,,92.0,4.842105263157895,0.0,103.59999999999998,5.452631578947368
52,51,,2023-01-31,23-126,MIL,,CHO,W (+9),Inactive,Inactive,0.0,0.0,Inactive,,,Inactive,Inactive,0.0,Inactive,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Inactive,Inactive,,,,32,32,16,25,28,35,18,18,27,9,26,4,28,16,5,22,17,70.0,78.0,46.0,63.0,72.0,81.0,46.0,62.0,67.0,33.0,7.0,52.0,9.0,61.0,43.0,16.0,37.0,52.0,0.4571428571428571,0.4102564102564102,0.3478260869565217,0.3968253968253968,0.3888888888888889,0.4320987654320987,0.391304347826087,0.2903225806451613,0.4029850746268656,0.2727272727272727,0.0,0.5,0.4444444444444444,0.4590163934426229,0.3720930232558139,0.3125,0.5945945945945946,0.3269230769230769,3,7,58.0,18.0,16.0,0.0517241379310344,0.3888888888888889,0.0,19,,84.0,4.421052631578948,0.0,90.4,4.757894736842106
53,52,,2023-02-02,23-128,MIL,,LAC,W (+1),Inactive,Inactive,0.0,0.0,Inactive,,,Inactive,Inactive,0.0,Inactive,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Inactive,Inactive,,,,32,32,16,25,28,35,18,18,27,9,26,4,28,16,5,22,17,70.0,78.0,46.0,63.0,72.0,81.0,46.0,62.0,67.0,33.0,7.0,52.0,9.0,61.0,43.0,16.0,37.0,52.0,0.4571428571428571,0.4102564102564102,0.3478260869565217,0.3968253968253968,0.3888888888888889,0.4320987654320987,0.391304347826087,0.2903225806451613,0.4029850746268656,0.2727272727272727,0.0,0.5,0.4444444444444444,0.4590163934426229,0.3720930232558139,0.3125,0.5945945945945946,0.3269230769230769,3,7,58.0,18.0,16.0,0.0517241379310344,0.3888888888888889,0.0,19,,60.0,3.1578947368421053,0.0,72.60000000000001,3.8210526315789477
54,53,,2023-02-04,23-130,MIL,,MIA,W (+8),Inactive,Inactive,0.0,0.0,Inactive,,,Inactive,Inactive,0.0,Inactive,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Inactive,Inactive,,,,32,32,16,25,28,35,18,18,27,9,26,4,28,16,5,22,17,70.0,78.0,46.0,63.0,72.0,81.0,46.0,62.0,67.0,33.0,7.0,52.0,9.0,61.0,43.0,16.0,37.0,52.0,0.4571428571428571,0.4102564102564102,0.3478260869565217,0.3968253968253968,0.3888888888888889,0.4320987654320987,0.391304347826087,0.2903225806451613,0.4029850746268656,0.2727272727272727,0.0,0.5,0.4444444444444444,0.4590163934426229,0.3720930232558139,0.3125,0.5945945945945946,0.3269230769230769,3,7,58.0,18.0,16.0,0.0517241379310344,0.3888888888888889,0.0,19,,82.0,4.315789473684211,0.0,98.2,5.1684210526315795
55,54,,2023-02-06,23-132,MIL,@,POR,W (+19),Inactive,Inactive,0.0,0.0,Inactive,,,Inactive,Inactive,0.0,Inactive,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Inactive,Inactive,,,,32,32,16,25,28,35,18,18,27,9,26,4,28,16,5,22,17,70.0,78.0,46.0,63.0,72.0,81.0,46.0,62.0,67.0,33.0,7.0,52.0,9.0,61.0,43.0,16.0,37.0,52.0,0.4571428571428571,0.4102564102564102,0.3478260869565217,0.3968253968253968,0.3888888888888889,0.4320987654320987,0.391304347826087,0.2903225806451613,0.4029850746268656,0.2727272727272727,0.0,0.5,0.4444444444444444,0.4590163934426229,0.3720930232558139,0.3125,0.5945945945945946,0.3269230769230769,3,7,58.0,18.0,16.0,0.0517241379310344,0.3888888888888889,0.0,19,,91.0,4.789473684210527,0.0,93.70000000000002,4.931578947368422
