Unnamed: 0,Rk,G,Date,Age,Tm,Unnamed: 5,Opp,Unnamed: 7,GS,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,GmSc,+/-,2PA,2P,2P%,Shared Games with Alec Burks,Shared Games with Bojan Bogdanović,Shared Games with Braxton Key,Shared Games with Buddy Boeheim,Shared Games with Cade Cunningham,Shared Games with Hamidou Diallo,Shared Games with Isaiah Livers,Shared Games with Isaiah Stewart,Shared Games with Jaden Ivey,Shared Games with Jalen Duren,Shared Games with Jared Rhoden,Shared Games with Kevin Knox,Shared Games with Killian Hayes,Shared Games with Marvin Bagley III,Shared Games with Nerlens Noel,Shared Games with Rodney McGruder,Shared Games with Saddiq Bey,Alec Burks,Bojan Bogdanović,Braxton Key,Buddy Boeheim,Cade Cunningham,Hamidou Diallo,Isaiah Livers,Isaiah Stewart,Jaden Ivey,Jalen Duren,Jared Rhoden,Kevin Knox,Killian Hayes,Marvin Bagley III,Nerlens Noel,Rodney McGruder,Saddiq Bey,Stanley Umude,co_inf with Alec Burks,co_inf with Bojan Bogdanović,co_inf with Braxton Key,co_inf with Buddy Boeheim,co_inf with Cade Cunningham,co_inf with Hamidou Diallo,co_inf with Isaiah Livers,co_inf with Isaiah Stewart,co_inf with Jaden Ivey,co_inf with Jalen Duren,co_inf with Jared Rhoden,co_inf with Kevin Knox,co_inf with Killian Hayes,co_inf with Marvin Bagley III,co_inf with Nerlens Noel,co_inf with Rodney McGruder,co_inf with Saddiq Bey,co_inf with Stanley Umude,Shared Games with James Wiseman,Shared Games with Eugene Omoruyi,Shared Games with R.J. Hampton,Eugene Omoruyi,Frank Kaminsky,James Wiseman,R.J. Hampton,co_inf with James Wiseman,co_inf with Eugene Omoruyi,co_inf with Frank Kaminsky,co_inf with R.J. Hampton,Total Shared Players,CO_EFF,EFF,avg_EFF,CO_HGS,HGS,avg_HGS
46,45,,2023-01-11,31-144,DET,,MIN,W (+17),Did Not Play,Did Not Play,0.0,0.0,Did Not Play,,,Did Not Play,Did Not Play,0.0,Did Not Play,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Did Not Play,Did Not Play,,,,34,41,2,10,10,38,35,36,55,52,10,31,56,37,8,28,34,51.0,59.0,3.0,10.0,12.0,56.0,52.0,50.0,74.0,67.0,14.0,63.0,76.0,42.0,17.0,32.0,77.0,1.0,0.6666666666666666,0.6949152542372882,0.6666666666666666,1.0,0.8333333333333334,0.6785714285714286,0.6730769230769231,0.72,0.7432432432432432,0.7761194029850746,0.7142857142857143,0.492063492063492,0.7368421052631579,0.8809523809523809,0.4705882352941176,0.875,0.4415584415584415,0.0,23,16,20,40.0,36.0,45.0,47.0,0.5111111111111111,0.4,0.0,0.425531914893617,20,,70.0,3.5,0.0,80.4,4.0200000000000005
47,46,,2023-01-13,31-146,DET,,NOP,L (-6),Inactive,Inactive,0.0,0.0,Inactive,,,Inactive,Inactive,0.0,Inactive,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Inactive,Inactive,,,,34,41,2,10,10,38,35,36,55,52,10,31,56,37,8,28,34,51.0,59.0,3.0,10.0,12.0,56.0,52.0,50.0,74.0,67.0,14.0,63.0,76.0,42.0,17.0,32.0,77.0,1.0,0.6666666666666666,0.6949152542372882,0.6666666666666666,1.0,0.8333333333333334,0.6785714285714286,0.6730769230769231,0.72,0.7432432432432432,0.7761194029850746,0.7142857142857143,0.492063492063492,0.7368421052631579,0.8809523809523809,0.4705882352941176,0.875,0.4415584415584415,0.0,23,16,20,40.0,36.0,45.0,47.0,0.5111111111111111,0.4,0.0,0.425531914893617,20,,44.0,2.2,0.0,56.5,2.825
48,47,,2023-01-15,31-148,DET,,NYK,L (-13),Did Not Play,Did Not Play,0.0,0.0,Did Not Play,,,Did Not Play,Did Not Play,0.0,Did Not Play,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Did Not Play,Did Not Play,,,,34,41,2,10,10,38,35,36,55,52,10,31,56,37,8,28,34,51.0,59.0,3.0,10.0,12.0,56.0,52.0,50.0,74.0,67.0,14.0,63.0,76.0,42.0,17.0,32.0,77.0,1.0,0.6666666666666666,0.6949152542372882,0.6666666666666666,1.0,0.8333333333333334,0.6785714285714286,0.6730769230769231,0.72,0.7432432432432432,0.7761194029850746,0.7142857142857143,0.492063492063492,0.7368421052631579,0.8809523809523809,0.4705882352941176,0.875,0.4415584415584415,0.0,23,16,20,40.0,36.0,45.0,47.0,0.5111111111111111,0.4,0.0,0.425531914893617,20,,53.0,2.65,0.0,52.4,2.62
49,48,,2023-01-19,31-152,DET,,CHI,L (-18),Inactive,Inactive,0.0,0.0,Inactive,,,Inactive,Inactive,0.0,Inactive,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Inactive,Inactive,,,,34,41,2,10,10,38,35,36,55,52,10,31,56,37,8,28,34,51.0,59.0,3.0,10.0,12.0,56.0,52.0,50.0,74.0,67.0,14.0,63.0,76.0,42.0,17.0,32.0,77.0,1.0,0.6666666666666666,0.6949152542372882,0.6666666666666666,1.0,0.8333333333333334,0.6785714285714286,0.6730769230769231,0.72,0.7432432432432432,0.7761194029850746,0.7142857142857143,0.492063492063492,0.7368421052631579,0.8809523809523809,0.4705882352941176,0.875,0.4415584415584415,0.0,23,16,20,40.0,36.0,45.0,47.0,0.5111111111111111,0.4,0.0,0.425531914893617,20,,44.0,2.2,0.0,60.29999999999998,3.0149999999999992
50,49,36,2023-01-23,31-156,DET,,MIL,L (-20),0,18:27,2.0,7.0,.286,1.0,4.0,.250,0,0.0,,1.0,2.0,3.0,7.0,0.0,1.0,2.0,1.0,5.0,5.4,-11,3.0,1.0,0.3333333333333333,34,41,2,10,10,38,35,36,55,52,10,31,56,37,8,28,34,51.0,59.0,3.0,10.0,12.0,56.0,52.0,50.0,74.0,67.0,14.0,63.0,76.0,42.0,17.0,32.0,77.0,1.0,0.6666666666666666,0.6949152542372882,0.6666666666666666,1.0,0.8333333333333334,0.6785714285714286,0.6730769230769231,0.72,0.7432432432432432,0.7761194029850746,0.7142857142857143,0.492063492063492,0.7368421052631579,0.8809523809523809,0.4705882352941176,0.875,0.4415584415584415,0.0,23,16,20,40.0,36.0,45.0,47.0,0.5111111111111111,0.4,0.0,0.425531914893617,20,7.0,50.0,2.5,5.4,70.0,3.5
51,50,,2023-01-26,31-159,DET,@,BRK,W (+8),Inactive,Inactive,0.0,0.0,Inactive,,,Inactive,Inactive,0.0,Inactive,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Inactive,Inactive,,,,34,41,2,10,10,38,35,36,55,52,10,31,56,37,8,28,34,51.0,59.0,3.0,10.0,12.0,56.0,52.0,50.0,74.0,67.0,14.0,63.0,76.0,42.0,17.0,32.0,77.0,1.0,0.6666666666666666,0.6949152542372882,0.6666666666666666,1.0,0.8333333333333334,0.6785714285714286,0.6730769230769231,0.72,0.7432432432432432,0.7761194029850746,0.7142857142857143,0.492063492063492,0.7368421052631579,0.8809523809523809,0.4705882352941176,0.875,0.4415584415584415,0.0,23,16,20,40.0,36.0,45.0,47.0,0.5111111111111111,0.4,0.0,0.425531914893617,20,,72.0,3.6,0.0,84.39999999999998,4.219999999999999
52,51,,2023-01-28,31-161,DET,,HOU,L (-3),Inactive,Inactive,0.0,0.0,Inactive,,,Inactive,Inactive,0.0,Inactive,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Inactive,Inactive,,,,34,41,2,10,10,38,35,36,55,52,10,31,56,37,8,28,34,51.0,59.0,3.0,10.0,12.0,56.0,52.0,50.0,74.0,67.0,14.0,63.0,76.0,42.0,17.0,32.0,77.0,1.0,0.6666666666666666,0.6949152542372882,0.6666666666666666,1.0,0.8333333333333334,0.6785714285714286,0.6730769230769231,0.72,0.7432432432432432,0.7761194029850746,0.7142857142857143,0.492063492063492,0.7368421052631579,0.8809523809523809,0.4705882352941176,0.875,0.4415584415584415,0.0,23,16,20,40.0,36.0,45.0,47.0,0.5111111111111111,0.4,0.0,0.425531914893617,20,,45.0,2.25,0.0,65.49999999999999,3.2749999999999995
53,52,,2023-01-30,31-163,DET,@,DAL,L (-6),Inactive,Inactive,0.0,0.0,Inactive,,,Inactive,Inactive,0.0,Inactive,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Inactive,Inactive,,,,34,41,2,10,10,38,35,36,55,52,10,31,56,37,8,28,34,51.0,59.0,3.0,10.0,12.0,56.0,52.0,50.0,74.0,67.0,14.0,63.0,76.0,42.0,17.0,32.0,77.0,1.0,0.6666666666666666,0.6949152542372882,0.6666666666666666,1.0,0.8333333333333334,0.6785714285714286,0.6730769230769231,0.72,0.7432432432432432,0.7761194029850746,0.7142857142857143,0.492063492063492,0.7368421052631579,0.8809523809523809,0.4705882352941176,0.875,0.4415584415584415,0.0,23,16,20,40.0,36.0,45.0,47.0,0.5111111111111111,0.4,0.0,0.425531914893617,20,,51.0,2.55,0.0,62.8,3.1399999999999997
54,53,,2023-02-03,31-167,DET,,CHO,W (+6),Inactive,Inactive,0.0,0.0,Inactive,,,Inactive,Inactive,0.0,Inactive,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Inactive,Inactive,,,,34,41,2,10,10,38,35,36,55,52,10,31,56,37,8,28,34,51.0,59.0,3.0,10.0,12.0,56.0,52.0,50.0,74.0,67.0,14.0,63.0,76.0,42.0,17.0,32.0,77.0,1.0,0.6666666666666666,0.6949152542372882,0.6666666666666666,1.0,0.8333333333333334,0.6785714285714286,0.6730769230769231,0.72,0.7432432432432432,0.7761194029850746,0.7142857142857143,0.492063492063492,0.7368421052631579,0.8809523809523809,0.4705882352941176,0.875,0.4415584415584415,0.0,23,16,20,40.0,36.0,45.0,47.0,0.5111111111111111,0.4,0.0,0.425531914893617,20,,63.0,3.15,0.0,68.8,3.44
55,54,,2023-02-04,31-168,DET,,PHO,L (-16),Inactive,Inactive,0.0,0.0,Inactive,,,Inactive,Inactive,0.0,Inactive,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Inactive,Inactive,,,,34,41,2,10,10,38,35,36,55,52,10,31,56,37,8,28,34,51.0,59.0,3.0,10.0,12.0,56.0,52.0,50.0,74.0,67.0,14.0,63.0,76.0,42.0,17.0,32.0,77.0,1.0,0.6666666666666666,0.6949152542372882,0.6666666666666666,1.0,0.8333333333333334,0.6785714285714286,0.6730769230769231,0.72,0.7432432432432432,0.7761194029850746,0.7142857142857143,0.492063492063492,0.7368421052631579,0.8809523809523809,0.4705882352941176,0.875,0.4415584415584415,0.0,23,16,20,40.0,36.0,45.0,47.0,0.5111111111111111,0.4,0.0,0.425531914893617,20,,31.0,1.55,0.0,43.400000000000006,2.1700000000000004
56,55,,2023-02-06,31-170,DET,,BOS,L (-12),Did Not Play,Did Not Play,0.0,0.0,Did Not Play,,,Did Not Play,Did Not Play,0.0,Did Not Play,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Did Not Play,Did Not Play,,,,34,41,2,10,10,38,35,36,55,52,10,31,56,37,8,28,34,51.0,59.0,3.0,10.0,12.0,56.0,52.0,50.0,74.0,67.0,14.0,63.0,76.0,42.0,17.0,32.0,77.0,1.0,0.6666666666666666,0.6949152542372882,0.6666666666666666,1.0,0.8333333333333334,0.6785714285714286,0.6730769230769231,0.72,0.7432432432432432,0.7761194029850746,0.7142857142857143,0.492063492063492,0.7368421052631579,0.8809523809523809,0.4705882352941176,0.875,0.4415584415584415,0.0,23,16,20,40.0,36.0,45.0,47.0,0.5111111111111111,0.4,0.0,0.425531914893617,20,,54.0,2.7,0.0,62.3,3.1149999999999998
57,56,37,2023-02-08,31-172,DET,@,CLE,L (-28),0,17:49,1.0,3.0,.333,1.0,2.0,.500,0,0.0,,0.0,1.0,1.0,3.0,1.0,1.0,0.0,1.0,3.0,5.0,-8,1.0,0.0,0.0,34,41,2,10,10,38,35,36,55,52,10,31,56,37,8,28,34,51.0,59.0,3.0,10.0,12.0,56.0,52.0,50.0,74.0,67.0,14.0,63.0,76.0,42.0,17.0,32.0,77.0,1.0,0.6666666666666666,0.6949152542372882,0.6666666666666666,1.0,0.8333333333333334,0.6785714285714286,0.6730769230769231,0.72,0.7432432432432432,0.7761194029850746,0.7142857142857143,0.492063492063492,0.7368421052631579,0.8809523809523809,0.4705882352941176,0.875,0.4415584415584415,0.0,23,16,20,40.0,36.0,45.0,47.0,0.5111111111111111,0.4,0.0,0.425531914893617,20,6.0,31.0,1.55,4.999999999999999,44.49999999999999,2.2249999999999996
58,57,38,2023-02-10,31-174,DET,,SAS,W (+7),0,17:17,2.0,5.0,.400,1.0,3.0,.333,2,3.0,.667,0.0,1.0,1.0,4.0,0.0,0.0,0.0,2.0,7.0,6.2,+8,2.0,1.0,0.5,34,41,2,10,10,38,35,36,55,52,10,31,56,37,8,28,34,51.0,59.0,3.0,10.0,12.0,56.0,52.0,50.0,74.0,67.0,14.0,63.0,76.0,42.0,17.0,32.0,77.0,1.0,0.6666666666666666,0.6949152542372882,0.6666666666666666,1.0,0.8333333333333334,0.6785714285714286,0.6730769230769231,0.72,0.7432432432432432,0.7761194029850746,0.7142857142857143,0.492063492063492,0.7368421052631579,0.8809523809523809,0.4705882352941176,0.875,0.4415584415584415,0.0,23,16,20,40.0,36.0,45.0,47.0,0.5111111111111111,0.4,0.0,0.425531914893617,20,4.0,67.0,3.35,5.399999999999999,89.60000000000001,4.48
59,58,39,2023-02-12,31-176,DET,@,TOR,L (-1),0,17:32,1.0,3.0,.333,0.0,2.0,.000,0,0.0,,0.0,2.0,2.0,4.0,0.0,0.0,4.0,2.0,2.0,-1.1,+1,1.0,1.0,1.0,34,41,2,10,10,38,35,36,55,52,10,31,56,37,8,28,34,51.0,59.0,3.0,10.0,12.0,56.0,52.0,50.0,74.0,67.0,14.0,63.0,76.0,42.0,17.0,32.0,77.0,1.0,0.6666666666666666,0.6949152542372882,0.6666666666666666,1.0,0.8333333333333334,0.6785714285714286,0.6730769230769231,0.72,0.7432432432432432,0.7761194029850746,0.7142857142857143,0.492063492063492,0.7368421052631579,0.8809523809523809,0.4705882352941176,0.875,0.4415584415584415,0.0,23,16,20,40.0,36.0,45.0,47.0,0.5111111111111111,0.4,0.0,0.425531914893617,20,1.0,59.0,2.95,-1.0999999999999996,83.30000000000001,4.165000000000001
60,59,40,2023-02-15,31-179,DET,@,BOS,L (-18),0,16:55,3.0,6.0,.500,2.0,4.0,.500,0,0.0,,0.0,0.0,0.0,4.0,1.0,1.0,1.0,1.0,8.0,8.1,-9,2.0,1.0,0.5,34,41,2,10,10,38,35,36,55,52,10,31,56,37,8,28,34,51.0,59.0,3.0,10.0,12.0,56.0,52.0,50.0,74.0,67.0,14.0,63.0,76.0,42.0,17.0,32.0,77.0,1.0,0.6666666666666666,0.6949152542372882,0.6666666666666666,1.0,0.8333333333333334,0.6785714285714286,0.6730769230769231,0.72,0.7432432432432432,0.7761194029850746,0.7142857142857143,0.492063492063492,0.7368421052631579,0.8809523809523809,0.4705882352941176,0.875,0.4415584415584415,0.0,23,16,20,40.0,36.0,45.0,47.0,0.5111111111111111,0.4,0.0,0.425531914893617,20,7.0,62.0,3.1,8.1,71.7,3.585
61,60,41,2023-02-23,31-187,DET,@,ORL,L (-2),0,14:42,2.0,6.0,.333,1.0,4.0,.250,0,0.0,,0.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,5.0,2.9,+1,2.0,1.0,0.5,34,41,2,10,10,38,35,36,55,52,10,31,56,37,8,28,34,51.0,59.0,3.0,10.0,12.0,56.0,52.0,50.0,74.0,67.0,14.0,63.0,76.0,42.0,17.0,32.0,77.0,1.0,0.6666666666666666,0.6949152542372882,0.6666666666666666,1.0,0.8333333333333334,0.6785714285714286,0.6730769230769231,0.72,0.7432432432432432,0.7761194029850746,0.7142857142857143,0.492063492063492,0.7368421052631579,0.8809523809523809,0.4705882352941176,0.875,0.4415584415584415,0.0,23,16,20,40.0,36.0,45.0,47.0,0.5111111111111111,0.4,0.0,0.425531914893617,20,2.0,81.0,4.05,2.900000000000001,82.0,4.1
62,Rk,G,Date,Age,Tm,,Opp,,GS,MP,0.0,0.0,FG%,,,3P%,FT,0.0,FT%,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,GmSc,+/-,,,,34,41,2,10,10,38,35,36,55,52,10,31,56,37,8,28,34,51.0,59.0,3.0,10.0,12.0,56.0,52.0,50.0,74.0,67.0,14.0,63.0,76.0,42.0,17.0,32.0,77.0,1.0,0.6666666666666666,0.6949152542372882,0.6666666666666666,1.0,0.8333333333333334,0.6785714285714286,0.6730769230769231,0.72,0.7432432432432432,0.7761194029850746,0.7142857142857143,0.492063492063492,0.7368421052631579,0.8809523809523809,0.4705882352941176,0.875,0.4415584415584415,0.0,23,16,20,40.0,36.0,45.0,47.0,0.5111111111111111,0.4,0.0,0.425531914893617,20,,0.0,0.0,0.0,0.0,0.0
63,61,42,2023-02-25,31-189,DET,,TOR,L (-4),0,10:01,3.0,3.0,1.000,1.0,1.0,1.000,0,0.0,,0.0,2.0,2.0,3.0,1.0,0.0,0.0,2.0,7.0,9.0,+2,2.0,2.0,1.0,34,41,2,10,10,38,35,36,55,52,10,31,56,37,8,28,34,51.0,59.0,3.0,10.0,12.0,56.0,52.0,50.0,74.0,67.0,14.0,63.0,76.0,42.0,17.0,32.0,77.0,1.0,0.6666666666666666,0.6949152542372882,0.6666666666666666,1.0,0.8333333333333334,0.6785714285714286,0.6730769230769231,0.72,0.7432432432432432,0.7761194029850746,0.7142857142857143,0.492063492063492,0.7368421052631579,0.8809523809523809,0.4705882352941176,0.875,0.4415584415584415,0.0,23,16,20,40.0,36.0,45.0,47.0,0.5111111111111111,0.4,0.0,0.425531914893617,20,10.0,60.0,3.0,8.999999999999998,74.8,3.7399999999999998
64,62,43,2023-02-27,31-191,DET,@,CHO,L (-11),0,28:10,1.0,7.0,.143,0.0,2.0,.000,2,2.0,1.000,0.0,1.0,1.0,1.0,1.0,0.0,2.0,3.0,4.0,-1.7,+1,5.0,1.0,0.2,34,41,2,10,10,38,35,36,55,52,10,31,56,37,8,28,34,51.0,59.0,3.0,10.0,12.0,56.0,52.0,50.0,74.0,67.0,14.0,63.0,76.0,42.0,17.0,32.0,77.0,1.0,0.6666666666666666,0.6949152542372882,0.6666666666666666,1.0,0.8333333333333334,0.6785714285714286,0.6730769230769231,0.72,0.7432432432432432,0.7761194029850746,0.7142857142857143,0.492063492063492,0.7368421052631579,0.8809523809523809,0.4705882352941176,0.875,0.4415584415584415,0.0,23,16,20,40.0,36.0,45.0,47.0,0.5111111111111111,0.4,0.0,0.425531914893617,20,-4.0,51.0,2.55,-2.499999999999999,67.49999999999999,3.374999999999999
65,63,44,2023-03-01,31-193,DET,,CHI,L (-2),0,25:19,1.0,3.0,.333,1.0,3.0,.333,0,0.0,,0.0,4.0,4.0,5.0,1.0,0.0,0.0,2.0,3.0,6.2,+7,0.0,0.0,,34,41,2,10,10,38,35,36,55,52,10,31,56,37,8,28,34,51.0,59.0,3.0,10.0,12.0,56.0,52.0,50.0,74.0,67.0,14.0,63.0,76.0,42.0,17.0,32.0,77.0,1.0,0.6666666666666666,0.6949152542372882,0.6666666666666666,1.0,0.8333333333333334,0.6785714285714286,0.6730769230769231,0.72,0.7432432432432432,0.7761194029850746,0.7142857142857143,0.492063492063492,0.7368421052631579,0.8809523809523809,0.4705882352941176,0.875,0.4415584415584415,0.0,23,16,20,40.0,36.0,45.0,47.0,0.5111111111111111,0.4,0.0,0.425531914893617,20,10.0,59.0,2.95,6.2,81.5,4.075
66,64,45,2023-03-04,31-196,DET,@,CLE,L (-24),0,23:40,2.0,3.0,.667,1.0,1.0,1.000,4,4.0,1.000,0.0,2.0,2.0,3.0,0.0,1.0,3.0,0.0,9.0,8.1,-14,2.0,1.0,0.5,34,41,2,10,10,38,35,36,55,52,10,31,56,37,8,28,34,51.0,59.0,3.0,10.0,12.0,56.0,52.0,50.0,74.0,67.0,14.0,63.0,76.0,42.0,17.0,32.0,77.0,1.0,0.6666666666666666,0.6949152542372882,0.6666666666666666,1.0,0.8333333333333334,0.6785714285714286,0.6730769230769231,0.72,0.7432432432432432,0.7761194029850746,0.7142857142857143,0.492063492063492,0.7368421052631579,0.8809523809523809,0.4705882352941176,0.875,0.4415584415584415,0.0,23,16,20,40.0,36.0,45.0,47.0,0.5111111111111111,0.4,0.0,0.425531914893617,20,5.0,60.0,3.0,6.5,65.69999999999999,3.2849999999999993
67,65,46,2023-03-06,31-198,DET,,POR,L (-6),0,31:36,6.0,11.0,.545,2.0,6.0,.333,0,0.0,,0.0,5.0,5.0,4.0,1.0,0.0,0.0,1.0,14.0,13.6,+10,5.0,4.0,0.8,34,41,2,10,10,38,35,36,55,52,10,31,56,37,8,28,34,51.0,59.0,3.0,10.0,12.0,56.0,52.0,50.0,74.0,67.0,14.0,63.0,76.0,42.0,17.0,32.0,77.0,1.0,0.6666666666666666,0.6949152542372882,0.6666666666666666,1.0,0.8333333333333334,0.6785714285714286,0.6730769230769231,0.72,0.7432432432432432,0.7761194029850746,0.7142857142857143,0.492063492063492,0.7368421052631579,0.8809523809523809,0.4705882352941176,0.875,0.4415584415584415,0.0,23,16,20,40.0,36.0,45.0,47.0,0.5111111111111111,0.4,0.0,0.425531914893617,20,13.0,59.0,2.95,13.6,70.99999999999999,3.5499999999999994
68,66,47,2023-03-07,31-199,DET,,WAS,L (-2),0,30:57,4.0,7.0,.571,1.0,2.0,.500,2,2.0,1.000,0.0,3.0,3.0,6.0,1.0,0.0,1.0,0.0,11.0,12.8,+3,5.0,3.0,0.6,34,41,2,10,10,38,35,36,55,52,10,31,56,37,8,28,34,51.0,59.0,3.0,10.0,12.0,56.0,52.0,50.0,74.0,67.0,14.0,63.0,76.0,42.0,17.0,32.0,77.0,1.0,0.6666666666666666,0.6949152542372882,0.6666666666666666,1.0,0.8333333333333334,0.6785714285714286,0.6730769230769231,0.72,0.7432432432432432,0.7761194029850746,0.7142857142857143,0.492063492063492,0.7368421052631579,0.8809523809523809,0.4705882352941176,0.875,0.4415584415584415,0.0,23,16,20,40.0,36.0,45.0,47.0,0.5111111111111111,0.4,0.0,0.425531914893617,20,11.0,67.0,3.35,12.0,76.49999999999999,3.8249999999999993
69,67,48,2023-03-09,31-201,DET,,CHO,L (-10),0,24:28,6.0,12.0,.500,1.0,3.0,.333,4,6.0,.667,2.0,1.0,3.0,3.0,2.0,0.0,1.0,1.0,17.0,14.6,+10,9.0,5.0,0.5555555555555556,34,41,2,10,10,38,35,36,55,52,10,31,56,37,8,28,34,51.0,59.0,3.0,10.0,12.0,56.0,52.0,50.0,74.0,67.0,14.0,63.0,76.0,42.0,17.0,32.0,77.0,1.0,0.6666666666666666,0.6949152542372882,0.6666666666666666,1.0,0.8333333333333334,0.6785714285714286,0.6730769230769231,0.72,0.7432432432432432,0.7761194029850746,0.7142857142857143,0.492063492063492,0.7368421052631579,0.8809523809523809,0.4705882352941176,0.875,0.4415584415584415,0.0,23,16,20,40.0,36.0,45.0,47.0,0.5111111111111111,0.4,0.0,0.425531914893617,20,6.0,31.0,1.55,12.999999999999996,38.2,1.9100000000000001
70,68,49,2023-03-11,31-203,DET,,IND,L (-6),0,27:06,5.0,8.0,.625,2.0,3.0,.667,0,0.0,,0.0,0.0,0.0,6.0,1.0,0.0,1.0,3.0,12.0,11.4,-13,5.0,3.0,0.6,34,41,2,10,10,38,35,36,55,52,10,31,56,37,8,28,34,51.0,59.0,3.0,10.0,12.0,56.0,52.0,50.0,74.0,67.0,14.0,63.0,76.0,42.0,17.0,32.0,77.0,1.0,0.6666666666666666,0.6949152542372882,0.6666666666666666,1.0,0.8333333333333334,0.6785714285714286,0.6730769230769231,0.72,0.7432432432432432,0.7761194029850746,0.7142857142857143,0.492063492063492,0.7368421052631579,0.8809523809523809,0.4705882352941176,0.875,0.4415584415584415,0.0,23,16,20,40.0,36.0,45.0,47.0,0.5111111111111111,0.4,0.0,0.425531914893617,20,10.0,62.0,3.1,11.4,76.7,3.835
71,69,50,2023-03-13,31-205,DET,,IND,W (+20),0,32:17,8.0,14.0,.571,5.0,8.0,.625,1,1.0,1.000,1.0,4.0,5.0,5.0,1.0,0.0,2.0,2.0,22.0,19.0,+23,6.0,3.0,0.5,34,41,2,10,10,38,35,36,55,52,10,31,56,37,8,28,34,51.0,59.0,3.0,10.0,12.0,56.0,52.0,50.0,74.0,67.0,14.0,63.0,76.0,42.0,17.0,32.0,77.0,1.0,0.6666666666666666,0.6949152542372882,0.6666666666666666,1.0,0.8333333333333334,0.6785714285714286,0.6730769230769231,0.72,0.7432432432432432,0.7761194029850746,0.7142857142857143,0.492063492063492,0.7368421052631579,0.8809523809523809,0.4705882352941176,0.875,0.4415584415584415,0.0,23,16,20,40.0,36.0,45.0,47.0,0.5111111111111111,0.4,0.0,0.425531914893617,20,16.0,37.0,1.85,18.6,49.9,2.495
72,70,51,2023-03-14,31-206,DET,@,WAS,L (-20),0,30:18,4.0,9.0,.444,2.0,5.0,.400,2,2.0,1.000,1.0,3.0,4.0,5.0,2.0,1.0,4.0,0.0,12.0,11.1,-14,4.0,2.0,0.5,34,41,2,10,10,38,35,36,55,52,10,31,56,37,8,28,34,51.0,59.0,3.0,10.0,12.0,56.0,52.0,50.0,74.0,67.0,14.0,63.0,76.0,42.0,17.0,32.0,77.0,1.0,0.6666666666666666,0.6949152542372882,0.6666666666666666,1.0,0.8333333333333334,0.6785714285714286,0.6730769230769231,0.72,0.7432432432432432,0.7761194029850746,0.7142857142857143,0.492063492063492,0.7368421052631579,0.8809523809523809,0.4705882352941176,0.875,0.4415584415584415,0.0,23,16,20,40.0,36.0,45.0,47.0,0.5111111111111111,0.4,0.0,0.425531914893617,20,9.0,34.0,1.7,10.299999999999995,40.2,2.0100000000000002
73,71,52,2023-03-16,31-208,DET,,DEN,L (-19),0,30:41,3.0,7.0,.429,3.0,4.0,.750,4,5.0,.800,0.0,0.0,0.0,2.0,0.0,0.0,3.0,1.0,13.0,6.9,-18,3.0,0.0,0.0,34,41,2,10,10,38,35,36,55,52,10,31,56,37,8,28,34,51.0,59.0,3.0,10.0,12.0,56.0,52.0,50.0,74.0,67.0,14.0,63.0,76.0,42.0,17.0,32.0,77.0,1.0,0.6666666666666666,0.6949152542372882,0.6666666666666666,1.0,0.8333333333333334,0.6785714285714286,0.6730769230769231,0.72,0.7432432432432432,0.7761194029850746,0.7142857142857143,0.492063492063492,0.7368421052631579,0.8809523809523809,0.4705882352941176,0.875,0.4415584415584415,0.0,23,16,20,40.0,36.0,45.0,47.0,0.5111111111111111,0.4,0.0,0.425531914893617,20,0.0,63.0,3.15,5.299999999999999,74.5,3.725
74,72,53,2023-03-19,31-211,DET,,MIA,L (-12),0,28:52,5.0,11.0,.455,3.0,6.0,.500,3,4.0,.750,0.0,3.0,3.0,2.0,0.0,0.0,0.0,1.0,16.0,11.8,-15,5.0,2.0,0.4,34,41,2,10,10,38,35,36,55,52,10,31,56,37,8,28,34,51.0,59.0,3.0,10.0,12.0,56.0,52.0,50.0,74.0,67.0,14.0,63.0,76.0,42.0,17.0,32.0,77.0,1.0,0.6666666666666666,0.6949152542372882,0.6666666666666666,1.0,0.8333333333333334,0.6785714285714286,0.6730769230769231,0.72,0.7432432432432432,0.7761194029850746,0.7142857142857143,0.492063492063492,0.7368421052631579,0.8809523809523809,0.4705882352941176,0.875,0.4415584415584415,0.0,23,16,20,40.0,36.0,45.0,47.0,0.5111111111111111,0.4,0.0,0.425531914893617,20,6.0,38.0,1.9,10.599999999999998,41.6,2.08
