Rk,G,Date,Age,Tm,Opp,GS,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,GmSc,+/-,2PA,2P,2P%,Shared Games with Alex Caruso,Shared Games with Andre Drummond,Shared Games with Ayo Dosunmu,Shared Games with Carlik Jones,Shared Games with Coby White,Shared Games with Dalen Terry,Shared Games with DeMar DeRozan,Shared Games with Derrick Jones Jr.,Shared Games with Goran Dragić,Shared Games with Javonte Green,Shared Games with Malcolm Hill,Shared Games with Marko Simonovic,Shared Games with Nikola Vučević,Shared Games with Patrick Williams,Shared Games with Tony Bradley,Alex Caruso,Andre Drummond,Ayo Dosunmu,Carlik Jones,Coby White,Dalen Terry,DeMar DeRozan,Derrick Jones Jr.,Goran Dragić,Javonte Green,Kostas Antetokounmpo,Lonzo Ball,Malcolm Hill,Marko Simonovic,Nikola Vučević,Patrick Williams,Tony Bradley,co_inf with Alex Caruso,co_inf with Andre Drummond,co_inf with Ayo Dosunmu,co_inf with Carlik Jones,co_inf with Coby White,co_inf with Dalen Terry,co_inf with DeMar DeRozan,co_inf with Derrick Jones Jr.,co_inf with Goran Dragić,co_inf with Javonte Green,co_inf with Kostas Antetokounmpo,co_inf with Lonzo Ball,co_inf with Malcolm Hill,co_inf with Marko Simonovic,co_inf with Nikola Vučević,co_inf with Patrick Williams,co_inf with Tony Bradley,Shared Games with Terry Taylor,Shared Games with Patrick Beverley,Clint Capela,Patrick Beverley,Robert Williams,Terry Taylor,co_inf with Terry Taylor,co_inf with Clint Capela,co_inf with Patrick Beverley,co_inf with Robert Williams,Total Shared Players,CO_EFF,EFF,avg_EFF,CO_HGS,HGS,avg_HGS,PER,WS,BPM,OBPM,DBPM,Co_Points_Share,TS%,3PAr,FTr,VORP,OWS,New Column,Result
27.0,23.0,2022-12-14,27-279,CHI,NYK,1.0,41.11666666666667,11.0,23.0,0.478,2.0,8.0,0.25,1.0,1.0,1.0,0.0,5.0,5.0,3.0,1.0,0.0,2.0,3.0,25.0,14.7,-3.0,15.0,9.0,0.6,62,64,75,7,70,36,70,61,47,27,5,7,77,77,12,67.0,67.0,80.0,7.0,74.0,38.0,74.0,64.0,58.0,32.0,,,5.0,7.0,82.0,82.0,12.0,0.9253731343283582,0.9552238805970148,0.9375,1.0,0.945945945945946,0.9473684210526316,0.945945945945946,0.953125,0.8103448275862069,0.84375,,,1.0,1.0,0.9390243902439024,0.9390243902439024,1.0,5,22,65.0,67.0,35.0,31.0,0.1612903225806451,0.0,0.3283582089552239,0.0,17,8.0,85.0,5.0,14.300000000000004,91.0,5.352941176470588,19.0,7.1,1.9,2.7,-0.7,0.2062311341095299,0.607,0.392,0.308,2.7,4.2,L (-1),L (-1)
28.0,24.0,2022-12-16,27-281,CHI,NYK,1.0,30.433333333333334,7.0,12.0,0.583,3.0,5.0,0.6,0.0,0.0,,0.0,3.0,3.0,3.0,0.0,0.0,5.0,4.0,17.0,7.8,-31.0,7.0,4.0,0.5714285714285714,62,64,75,7,70,36,70,61,47,27,5,7,77,77,12,67.0,67.0,80.0,7.0,74.0,38.0,74.0,64.0,58.0,32.0,,,5.0,7.0,82.0,82.0,12.0,0.9253731343283582,0.9552238805970148,0.9375,1.0,0.945945945945946,0.9473684210526316,0.945945945945946,0.953125,0.8103448275862069,0.84375,,,1.0,1.0,0.9390243902439024,0.9390243902439024,1.0,5,22,65.0,67.0,35.0,31.0,0.1612903225806451,0.0,0.3283582089552239,0.0,17,6.0,59.0,3.4705882352941178,7.799999999999999,52.29999999999999,3.0764705882352934,19.0,7.1,1.9,2.7,-0.7,0.2062311341095299,0.607,0.392,0.308,2.7,4.2,L (-8),L (-8)
29.0,25.0,2022-12-18,27-283,CHI,MIN,1.0,30.6,8.0,16.0,0.5,3.0,6.0,0.5,3.0,4.0,0.75,0.0,1.0,1.0,6.0,0.0,0.0,2.0,2.0,22.0,15.3,-21.0,10.0,5.0,0.5,62,64,75,7,70,36,70,61,47,27,5,7,77,77,12,67.0,67.0,80.0,7.0,74.0,38.0,74.0,64.0,58.0,32.0,,,5.0,7.0,82.0,82.0,12.0,0.9253731343283582,0.9552238805970148,0.9375,1.0,0.945945945945946,0.9473684210526316,0.945945945945946,0.953125,0.8103448275862069,0.84375,,,1.0,1.0,0.9390243902439024,0.9390243902439024,1.0,5,22,65.0,67.0,35.0,31.0,0.1612903225806451,0.0,0.3283582089552239,0.0,17,7.0,71.0,4.176470588235294,14.099999999999998,90.29999999999998,5.311764705882352,19.0,7.1,1.9,2.7,-0.7,0.2062311341095299,0.607,0.392,0.308,2.7,4.2,L (-23),L (-23)
30.0,26.0,2022-12-20,27-285,CHI,MIA,1.0,36.66666666666666,7.0,13.0,0.538,3.0,8.0,0.375,4.0,5.0,0.8,1.0,5.0,6.0,7.0,1.0,0.0,2.0,0.0,21.0,20.4,21.0,5.0,4.0,0.8,62,64,75,7,70,36,70,61,47,27,5,7,77,77,12,67.0,67.0,80.0,7.0,74.0,38.0,74.0,64.0,58.0,32.0,,,5.0,7.0,82.0,82.0,12.0,0.9253731343283582,0.9552238805970148,0.9375,1.0,0.945945945945946,0.9473684210526316,0.945945945945946,0.953125,0.8103448275862069,0.84375,,,1.0,1.0,0.9390243902439024,0.9390243902439024,1.0,5,22,65.0,67.0,35.0,31.0,0.1612903225806451,0.0,0.3283582089552239,0.0,17,15.0,64.0,3.764705882352941,18.8,74.89999999999999,4.405882352941176,19.0,7.1,1.9,2.7,-0.7,0.2062311341095299,0.607,0.392,0.308,2.7,4.2,L (-24),L (-24)
31.0,27.0,2022-12-21,27-286,CHI,ATL,1.0,36.91666666666666,8.0,16.0,0.5,1.0,2.0,0.5,5.0,6.0,0.833,0.0,5.0,5.0,5.0,1.0,0.0,2.0,1.0,22.0,17.2,-12.0,14.0,7.0,0.5,62,64,75,7,70,36,70,61,47,27,5,7,77,77,12,67.0,67.0,80.0,7.0,74.0,38.0,74.0,64.0,58.0,32.0,,,5.0,7.0,82.0,82.0,12.0,0.9253731343283582,0.9552238805970148,0.9375,1.0,0.945945945945946,0.9473684210526316,0.945945945945946,0.953125,0.8103448275862069,0.84375,,,1.0,1.0,0.9390243902439024,0.9390243902439024,1.0,5,22,65.0,67.0,35.0,31.0,0.1612903225806451,0.0,0.3283582089552239,0.0,17,9.0,81.0,4.764705882352941,15.200000000000005,83.29999999999998,4.899999999999999,19.0,7.1,1.9,2.7,-0.7,0.2062311341095299,0.607,0.392,0.308,2.7,4.2,W (+10),W (+10)
32.0,28.0,2022-12-23,27-288,CHI,NYK,1.0,37.18333333333333,12.0,22.0,0.545,4.0,9.0,0.444,5.0,5.0,1.0,1.0,3.0,4.0,3.0,1.0,0.0,0.0,4.0,33.0,25.5,3.0,13.0,8.0,0.6153846153846154,62,64,75,7,70,36,70,61,47,27,5,7,77,77,12,67.0,67.0,80.0,7.0,74.0,38.0,74.0,64.0,58.0,32.0,,,5.0,7.0,82.0,82.0,12.0,0.9253731343283582,0.9552238805970148,0.9375,1.0,0.945945945945946,0.9473684210526316,0.945945945945946,0.953125,0.8103448275862069,0.84375,,,1.0,1.0,0.9390243902439024,0.9390243902439024,1.0,5,22,65.0,67.0,35.0,31.0,0.1612903225806451,0.0,0.3283582089552239,0.0,17,14.0,89.0,5.235294117647059,23.5,80.4,4.729411764705882,19.0,7.1,1.9,2.7,-0.7,0.2062311341095299,0.607,0.392,0.308,2.7,4.2,W (+2),W (+2)
33.0,29.0,2022-12-26,27-291,CHI,HOU,1.0,36.016666666666666,9.0,19.0,0.474,2.0,6.0,0.333,2.0,5.0,0.4,0.0,3.0,3.0,5.0,0.0,0.0,0.0,1.0,22.0,15.1,-20.0,13.0,7.0,0.5384615384615384,62,64,75,7,70,36,70,61,47,27,5,7,77,77,12,67.0,67.0,80.0,7.0,74.0,38.0,74.0,64.0,58.0,32.0,,,5.0,7.0,82.0,82.0,12.0,0.9253731343283582,0.9552238805970148,0.9375,1.0,0.945945945945946,0.9473684210526316,0.945945945945946,0.953125,0.8103448275862069,0.84375,,,1.0,1.0,0.9390243902439024,0.9390243902439024,1.0,5,22,65.0,67.0,35.0,31.0,0.1612903225806451,0.0,0.3283582089552239,0.0,17,6.0,80.0,4.705882352941177,14.300000000000002,74.9,4.405882352941177,19.0,7.1,1.9,2.7,-0.7,0.2062311341095299,0.607,0.392,0.308,2.7,4.2,W (+1),W (+1)
34.0,30.0,2022-12-28,27-293,CHI,MIL,1.0,42.66666666666666,8.0,18.0,0.444,4.0,7.0,0.571,4.0,5.0,0.8,0.0,2.0,2.0,4.0,0.0,0.0,1.0,3.0,24.0,15.4,10.0,11.0,4.0,0.3636363636363636,62,64,75,7,70,36,70,61,47,27,5,7,77,77,12,67.0,67.0,80.0,7.0,74.0,38.0,74.0,64.0,58.0,32.0,,,5.0,7.0,82.0,82.0,12.0,0.9253731343283582,0.9552238805970148,0.9375,1.0,0.945945945945946,0.9473684210526316,0.945945945945946,0.953125,0.8103448275862069,0.84375,,,1.0,1.0,0.9390243902439024,0.9390243902439024,1.0,5,22,65.0,67.0,35.0,31.0,0.1612903225806451,0.0,0.3283582089552239,0.0,17,6.0,81.0,4.764705882352941,13.8,74.8,4.4,19.0,7.1,1.9,2.7,-0.7,0.2062311341095299,0.607,0.392,0.308,2.7,4.2,L (-15),L (-15)
35.0,31.0,2022-12-30,27-295,CHI,DET,1.0,38.43333333333333,15.0,20.0,0.75,5.0,9.0,0.556,8.0,8.0,1.0,0.0,3.0,3.0,6.0,2.0,0.0,4.0,1.0,43.0,37.7,19.0,11.0,10.0,0.9090909090909092,62,64,75,7,70,36,70,61,47,27,5,7,77,77,12,67.0,67.0,80.0,7.0,74.0,38.0,74.0,64.0,58.0,32.0,,,5.0,7.0,82.0,82.0,12.0,0.9253731343283582,0.9552238805970148,0.9375,1.0,0.945945945945946,0.9473684210526316,0.945945945945946,0.953125,0.8103448275862069,0.84375,,,1.0,1.0,0.9390243902439024,0.9390243902439024,1.0,5,22,65.0,67.0,35.0,31.0,0.1612903225806451,0.0,0.3283582089552239,0.0,17,22.0,94.0,5.529411764705882,34.49999999999999,81.9,4.81764705882353,19.0,7.1,1.9,2.7,-0.7,0.2062311341095299,0.607,0.392,0.308,2.7,4.2,W (+6),W (+6)
36.0,32.0,2022-12-31,27-296,CHI,CLE,1.0,36.2,6.0,16.0,0.375,1.0,3.0,0.333,2.0,2.0,1.0,0.0,4.0,4.0,2.0,0.0,0.0,3.0,2.0,15.0,5.0,8.0,13.0,5.0,0.3846153846153846,62,64,75,7,70,36,70,61,47,27,5,7,77,77,12,67.0,67.0,80.0,7.0,74.0,38.0,74.0,64.0,58.0,32.0,,,5.0,7.0,82.0,82.0,12.0,0.9253731343283582,0.9552238805970148,0.9375,1.0,0.945945945945946,0.9473684210526316,0.945945945945946,0.953125,0.8103448275862069,0.84375,,,1.0,1.0,0.9390243902439024,0.9390243902439024,1.0,5,22,65.0,67.0,35.0,31.0,0.1612903225806451,0.0,0.3283582089552239,0.0,17,0.0,80.0,4.705882352941177,4.1999999999999975,91.5,5.382352941176471,19.0,7.1,1.9,2.7,-0.7,0.2062311341095299,0.607,0.392,0.308,2.7,4.2,W (+14),W (+14)
37.0,33.0,2023-01-02,27-298,CHI,CLE,1.0,40.36666666666667,7.0,18.0,0.389,3.0,9.0,0.333,9.0,9.0,1.0,0.0,6.0,6.0,6.0,0.0,1.0,3.0,5.0,26.0,17.9,-12.0,9.0,4.0,0.4444444444444444,62,64,75,7,70,36,70,61,47,27,5,7,77,77,12,67.0,67.0,80.0,7.0,74.0,38.0,74.0,64.0,58.0,32.0,,,5.0,7.0,82.0,82.0,12.0,0.9253731343283582,0.9552238805970148,0.9375,1.0,0.945945945945946,0.9473684210526316,0.945945945945946,0.953125,0.8103448275862069,0.84375,,,1.0,1.0,0.9390243902439024,0.9390243902439024,1.0,5,22,65.0,67.0,35.0,31.0,0.1612903225806451,0.0,0.3283582089552239,0.0,17,9.0,80.0,4.705882352941177,14.299999999999995,81.49999999999999,4.794117647058823,19.0,7.1,1.9,2.7,-0.7,0.2062311341095299,0.607,0.392,0.308,2.7,4.2,L (-1),L (-1)
38.0,34.0,2023-01-04,27-300,CHI,BRK,1.0,35.833333333333336,4.0,11.0,0.364,1.0,4.0,0.25,4.0,5.0,0.8,1.0,4.0,5.0,4.0,0.0,2.0,2.0,0.0,13.0,10.6,5.0,7.0,3.0,0.4285714285714285,62,64,75,7,70,36,70,61,47,27,5,7,77,77,12,67.0,67.0,80.0,7.0,74.0,38.0,74.0,64.0,58.0,32.0,,,5.0,7.0,82.0,82.0,12.0,0.9253731343283582,0.9552238805970148,0.9375,1.0,0.945945945945946,0.9473684210526316,0.945945945945946,0.953125,0.8103448275862069,0.84375,,,1.0,1.0,0.9390243902439024,0.9390243902439024,1.0,5,22,65.0,67.0,35.0,31.0,0.1612903225806451,0.0,0.3283582089552239,0.0,17,6.0,68.0,4.0,9.0,78.99999999999999,4.647058823529411,19.0,7.1,1.9,2.7,-0.7,0.2062311341095299,0.607,0.392,0.308,2.7,4.2,L (-11),L (-11)
39.0,35.0,2023-01-06,27-302,CHI,PHI,1.0,38.35,14.0,19.0,0.737,11.0,13.0,0.846,2.0,2.0,1.0,1.0,1.0,2.0,6.0,2.0,1.0,3.0,1.0,41.0,37.8,17.0,6.0,3.0,0.5,62,64,75,7,70,36,70,61,47,27,5,7,77,77,12,67.0,67.0,80.0,7.0,74.0,38.0,74.0,64.0,58.0,32.0,,,5.0,7.0,82.0,82.0,12.0,0.9253731343283582,0.9552238805970148,0.9375,1.0,0.945945945945946,0.9473684210526316,0.945945945945946,0.953125,0.8103448275862069,0.84375,,,1.0,1.0,0.9390243902439024,0.9390243902439024,1.0,5,22,65.0,67.0,35.0,31.0,0.1612903225806451,0.0,0.3283582089552239,0.0,17,28.0,83.0,4.882352941176471,37.00000000000001,71.2,4.188235294117647,19.0,7.1,1.9,2.7,-0.7,0.2062311341095299,0.607,0.392,0.308,2.7,4.2,W (+9),W (+9)
40.0,36.0,2023-01-07,27-303,CHI,UTA,1.0,34.6,12.0,21.0,0.571,6.0,12.0,0.5,6.0,7.0,0.857,1.0,6.0,7.0,2.0,0.0,1.0,5.0,3.0,36.0,24.1,-3.0,9.0,6.0,0.6666666666666666,62,64,75,7,70,36,70,61,47,27,5,7,77,77,12,67.0,67.0,80.0,7.0,74.0,38.0,74.0,64.0,58.0,32.0,,,5.0,7.0,82.0,82.0,12.0,0.9253731343283582,0.9552238805970148,0.9375,1.0,0.945945945945946,0.9473684210526316,0.945945945945946,0.953125,0.8103448275862069,0.84375,,,1.0,1.0,0.9390243902439024,0.9390243902439024,1.0,5,22,65.0,67.0,35.0,31.0,0.1612903225806451,0.0,0.3283582089552239,0.0,17,13.0,84.0,4.941176470588236,21.7,77.6,4.564705882352941,19.0,7.1,1.9,2.7,-0.7,0.2062311341095299,0.607,0.392,0.308,2.7,4.2,W (+14),W (+14)
41.0,37.0,2023-01-09,27-305,CHI,BOS,1.0,41.96666666666667,10.0,24.0,0.417,4.0,13.0,0.308,3.0,3.0,1.0,2.0,5.0,7.0,6.0,1.0,0.0,1.0,4.0,27.0,19.7,-12.0,11.0,6.0,0.5454545454545454,62,64,75,7,70,36,70,61,47,27,5,7,77,77,12,67.0,67.0,80.0,7.0,74.0,38.0,74.0,64.0,58.0,32.0,,,5.0,7.0,82.0,82.0,12.0,0.9253731343283582,0.9552238805970148,0.9375,1.0,0.945945945945946,0.9473684210526316,0.945945945945946,0.953125,0.8103448275862069,0.84375,,,1.0,1.0,0.9390243902439024,0.9390243902439024,1.0,5,22,65.0,67.0,35.0,31.0,0.1612903225806451,0.0,0.3283582089552239,0.0,17,13.0,58.0,3.411764705882353,18.5,52.8,3.105882352941176,19.0,7.1,1.9,2.7,-0.7,0.2062311341095299,0.607,0.392,0.308,2.7,4.2,W (+8),W (+8)
42.0,38.0,2023-01-11,27-307,CHI,WAS,1.0,40.7,15.0,28.0,0.536,4.0,11.0,0.364,4.0,7.0,0.571,1.0,4.0,5.0,2.0,2.0,0.0,3.0,1.0,38.0,25.1,5.0,17.0,11.0,0.6470588235294118,62,64,75,7,70,36,70,61,47,27,5,7,77,77,12,67.0,67.0,80.0,7.0,74.0,38.0,74.0,64.0,58.0,32.0,,,5.0,7.0,82.0,82.0,12.0,0.9253731343283582,0.9552238805970148,0.9375,1.0,0.945945945945946,0.9473684210526316,0.945945945945946,0.953125,0.8103448275862069,0.84375,,,1.0,1.0,0.9390243902439024,0.9390243902439024,1.0,5,22,65.0,67.0,35.0,31.0,0.1612903225806451,0.0,0.3283582089552239,0.0,17,9.0,45.0,2.647058823529412,23.500000000000007,39.6,2.3294117647058825,19.0,7.1,1.9,2.7,-0.7,0.2062311341095299,0.607,0.392,0.308,2.7,4.2,,
43.0,39.0,2023-01-13,27-309,CHI,OKC,1.0,37.31666666666667,5.0,19.0,0.263,1.0,8.0,0.125,14.0,15.0,0.933,0.0,6.0,6.0,5.0,0.0,0.0,2.0,0.0,25.0,16.6,-18.0,11.0,4.0,0.3636363636363636,62,64,75,7,70,36,70,61,47,27,5,7,77,77,12,67.0,67.0,80.0,7.0,74.0,38.0,74.0,64.0,58.0,32.0,,,5.0,7.0,82.0,82.0,12.0,0.9253731343283582,0.9552238805970148,0.9375,1.0,0.945945945945946,0.9473684210526316,0.945945945945946,0.953125,0.8103448275862069,0.84375,,,1.0,1.0,0.9390243902439024,0.9390243902439024,1.0,5,22,65.0,67.0,35.0,31.0,0.1612903225806451,0.0,0.3283582089552239,0.0,17,0.0,71.0,4.176470588235294,11.0,71.0,4.176470588235294,19.0,7.1,1.9,2.7,-0.7,0.2062311341095299,0.607,0.392,0.308,2.7,4.2,L (-8),L (-8)
44.0,40.0,2023-01-15,27-311,CHI,GSW,1.0,40.36666666666667,7.0,18.0,0.389,1.0,8.0,0.125,12.0,14.0,0.857,2.0,7.0,9.0,6.0,1.0,1.0,2.0,3.0,27.0,22.6,10.0,10.0,6.0,0.6,62,64,75,7,70,36,70,61,47,27,5,7,77,77,12,67.0,67.0,80.0,7.0,74.0,38.0,74.0,64.0,58.0,32.0,,,5.0,7.0,82.0,82.0,12.0,0.9253731343283582,0.9552238805970148,0.9375,1.0,0.945945945945946,0.9473684210526316,0.945945945945946,0.953125,0.8103448275862069,0.84375,,,1.0,1.0,0.9390243902439024,0.9390243902439024,1.0,5,22,65.0,67.0,35.0,31.0,0.1612903225806451,0.0,0.3283582089552239,0.0,17,10.0,119.0,7.0,17.8,129.1,7.594117647058823,19.0,7.1,1.9,2.7,-0.7,0.2062311341095299,0.607,0.392,0.308,2.7,4.2,L (-3),L (-3)
45.0,41.0,2023-01-19,27-315,CHI,DET,1.0,35.483333333333334,10.0,20.0,0.5,2.0,6.0,0.333,8.0,9.0,0.889,1.0,4.0,5.0,4.0,1.0,0.0,2.0,1.0,30.0,22.9,19.0,14.0,8.0,0.5714285714285714,62,64,75,7,70,36,70,61,47,27,5,7,77,77,12,67.0,67.0,80.0,7.0,74.0,38.0,74.0,64.0,58.0,32.0,,,5.0,7.0,82.0,82.0,12.0,0.9253731343283582,0.9552238805970148,0.9375,1.0,0.945945945945946,0.9473684210526316,0.945945945945946,0.953125,0.8103448275862069,0.84375,,,1.0,1.0,0.9390243902439024,0.9390243902439024,1.0,5,22,65.0,67.0,35.0,31.0,0.1612903225806451,0.0,0.3283582089552239,0.0,17,9.0,106.0,6.235294117647059,19.700000000000003,109.60000000000002,6.447058823529413,19.0,7.1,1.9,2.7,-0.7,0.2062311341095299,0.607,0.392,0.308,2.7,4.2,L (-14),L (-14)
46.0,42.0,2023-01-23,27-319,CHI,ATL,1.0,34.78333333333333,7.0,17.0,0.412,2.0,7.0,0.286,4.0,7.0,0.571,0.0,6.0,6.0,2.0,2.0,0.0,1.0,3.0,20.0,12.7,1.0,10.0,5.0,0.5,62,64,75,7,70,36,70,61,47,27,5,7,77,77,12,67.0,67.0,80.0,7.0,74.0,38.0,74.0,64.0,58.0,32.0,,,5.0,7.0,82.0,82.0,12.0,0.9253731343283582,0.9552238805970148,0.9375,1.0,0.945945945945946,0.9473684210526316,0.945945945945946,0.953125,0.8103448275862069,0.84375,,,1.0,1.0,0.9390243902439024,0.9390243902439024,1.0,5,22,65.0,67.0,35.0,31.0,0.1612903225806451,0.0,0.3283582089552239,0.0,17,5.0,104.0,6.117647058823529,11.1,108.3,6.370588235294117,19.0,7.1,1.9,2.7,-0.7,0.2062311341095299,0.607,0.392,0.308,2.7,4.2,W (+14),W (+14)
47.0,43.0,2023-01-24,27-320,CHI,IND,1.0,38.35,4.0,14.0,0.286,0.0,7.0,0.0,6.0,7.0,0.857,1.0,2.0,3.0,4.0,0.0,0.0,6.0,2.0,14.0,2.7,-3.0,7.0,4.0,0.5714285714285714,62,64,75,7,70,36,70,61,47,27,5,7,77,77,12,67.0,67.0,80.0,7.0,74.0,38.0,74.0,64.0,58.0,32.0,,,5.0,7.0,82.0,82.0,12.0,0.9253731343283582,0.9552238805970148,0.9375,1.0,0.945945945945946,0.9473684210526316,0.945945945945946,0.953125,0.8103448275862069,0.84375,,,1.0,1.0,0.9390243902439024,0.9390243902439024,1.0,5,22,65.0,67.0,35.0,31.0,0.1612903225806451,0.0,0.3283582089552239,0.0,17,-6.0,99.0,5.823529411764706,0.3000000000000034,97.4,5.729411764705882,19.0,7.1,1.9,2.7,-0.7,0.2062311341095299,0.607,0.392,0.308,2.7,4.2,W (+18),W (+18)
48.0,44.0,2023-01-26,27-322,CHI,CHO,1.0,35.56666666666667,8.0,19.0,0.421,1.0,4.0,0.25,1.0,1.0,1.0,0.0,9.0,9.0,2.0,2.0,0.0,2.0,1.0,18.0,11.6,-25.0,15.0,7.0,0.4666666666666667,62,64,75,7,70,36,70,61,47,27,5,7,77,77,12,67.0,67.0,80.0,7.0,74.0,38.0,74.0,64.0,58.0,32.0,,,5.0,7.0,82.0,82.0,12.0,0.9253731343283582,0.9552238805970148,0.9375,1.0,0.945945945945946,0.9473684210526316,0.945945945945946,0.953125,0.8103448275862069,0.84375,,,1.0,1.0,0.9390243902439024,0.9390243902439024,1.0,5,22,65.0,67.0,35.0,31.0,0.1612903225806451,0.0,0.3283582089552239,0.0,17,9.0,47.0,2.764705882352941,11.199999999999998,58.9,3.4647058823529413,19.0,7.1,1.9,2.7,-0.7,0.2062311341095299,0.607,0.392,0.308,2.7,4.2,W (+11),W (+11)
49.0,45.0,2023-01-28,27-324,CHI,ORL,1.0,36.75,11.0,18.0,0.611,3.0,7.0,0.429,7.0,7.0,1.0,0.0,3.0,3.0,2.0,0.0,0.0,1.0,1.0,32.0,24.7,24.0,11.0,8.0,0.7272727272727273,62,64,75,7,70,36,70,61,47,27,5,7,77,77,12,67.0,67.0,80.0,7.0,74.0,38.0,74.0,64.0,58.0,32.0,,,5.0,7.0,82.0,82.0,12.0,0.9253731343283582,0.9552238805970148,0.9375,1.0,0.945945945945946,0.9473684210526316,0.945945945945946,0.953125,0.8103448275862069,0.84375,,,1.0,1.0,0.9390243902439024,0.9390243902439024,1.0,5,22,65.0,67.0,35.0,31.0,0.1612903225806451,0.0,0.3283582089552239,0.0,17,11.0,114.0,6.705882352941177,21.899999999999995,125.1,7.358823529411764,19.0,7.1,1.9,2.7,-0.7,0.2062311341095299,0.607,0.392,0.308,2.7,4.2,L (-6),L (-6)
50.0,46.0,2023-01-31,27-327,CHI,LAC,1.0,38.93333333333333,6.0,14.0,0.429,3.0,5.0,0.6,3.0,5.0,0.6,0.0,14.0,14.0,8.0,1.0,1.0,6.0,3.0,18.0,14.1,-7.0,9.0,3.0,0.3333333333333333,62,64,75,7,70,36,70,61,47,27,5,7,77,77,12,67.0,67.0,80.0,7.0,74.0,38.0,74.0,64.0,58.0,32.0,,,5.0,7.0,82.0,82.0,12.0,0.9253731343283582,0.9552238805970148,0.9375,1.0,0.945945945945946,0.9473684210526316,0.945945945945946,0.953125,0.8103448275862069,0.84375,,,1.0,1.0,0.9390243902439024,0.9390243902439024,1.0,5,22,65.0,67.0,35.0,31.0,0.1612903225806451,0.0,0.3283582089552239,0.0,17,17.0,111.0,6.529411764705882,12.899999999999997,108.8,6.4,19.0,7.1,1.9,2.7,-0.7,0.2062311341095299,0.607,0.392,0.308,2.7,4.2,L (-15),L (-15)
51.0,47.0,2023-02-02,27-329,CHI,CHO,1.0,35.666666666666664,3.0,8.0,0.375,1.0,4.0,0.25,3.0,4.0,0.75,0.0,1.0,1.0,4.0,3.0,1.0,3.0,3.0,10.0,7.8,20.0,4.0,2.0,0.5,62,64,75,7,70,36,70,61,47,27,5,7,77,77,12,67.0,67.0,80.0,7.0,74.0,38.0,74.0,64.0,58.0,32.0,,,5.0,7.0,82.0,82.0,12.0,0.9253731343283582,0.9552238805970148,0.9375,1.0,0.945945945945946,0.9473684210526316,0.945945945945946,0.953125,0.8103448275862069,0.84375,,,1.0,1.0,0.9390243902439024,0.9390243902439024,1.0,5,22,65.0,67.0,35.0,31.0,0.1612903225806451,0.0,0.3283582089552239,0.0,17,4.0,79.0,4.647058823529412,6.600000000000001,79.39999999999998,4.670588235294116,19.0,7.1,1.9,2.7,-0.7,0.2062311341095299,0.607,0.392,0.308,2.7,4.2,W (+19),W (+19)
52.0,48.0,2023-02-04,27-331,CHI,POR,1.0,37.3,11.0,18.0,0.611,5.0,10.0,0.5,9.0,9.0,1.0,0.0,6.0,6.0,5.0,2.0,0.0,5.0,4.0,36.0,28.5,27.0,8.0,6.0,0.75,62,64,75,7,70,36,70,61,47,27,5,7,77,77,12,67.0,67.0,80.0,7.0,74.0,38.0,74.0,64.0,58.0,32.0,,,5.0,7.0,82.0,82.0,12.0,0.9253731343283582,0.9552238805970148,0.9375,1.0,0.945945945945946,0.9473684210526316,0.945945945945946,0.953125,0.8103448275862069,0.84375,,,1.0,1.0,0.9390243902439024,0.9390243902439024,1.0,5,22,65.0,67.0,35.0,31.0,0.1612903225806451,0.0,0.3283582089552239,0.0,17,17.0,94.0,5.529411764705882,24.89999999999999,94.6,5.564705882352941,19.0,7.1,1.9,2.7,-0.7,0.2062311341095299,0.607,0.392,0.308,2.7,4.2,L (-5),L (-5)
53.0,49.0,2023-02-06,27-333,CHI,SAS,1.0,30.55,7.0,14.0,0.5,1.0,5.0,0.2,5.0,5.0,1.0,0.0,4.0,4.0,3.0,0.0,0.0,2.0,2.0,20.0,13.5,6.0,9.0,6.0,0.6666666666666666,62,64,75,7,70,36,70,61,47,27,5,7,77,77,12,67.0,67.0,80.0,7.0,74.0,38.0,74.0,64.0,58.0,32.0,,,5.0,7.0,82.0,82.0,12.0,0.9253731343283582,0.9552238805970148,0.9375,1.0,0.945945945945946,0.9473684210526316,0.945945945945946,0.953125,0.8103448275862069,0.84375,,,1.0,1.0,0.9390243902439024,0.9390243902439024,1.0,5,22,65.0,67.0,35.0,31.0,0.1612903225806451,0.0,0.3283582089552239,0.0,17,6.0,122.0,7.176470588235294,11.500000000000004,97.2,5.7176470588235295,19.0,7.1,1.9,2.7,-0.7,0.2062311341095299,0.607,0.392,0.308,2.7,4.2,W (+16),W (+16)
