Rk,G,Date,Age,Tm,Opp,GS,MP,FG,FGA,FG%,FT,FTA,FT%,TRB,AST,PF,PTS,+/-,GmSc,Alex Caruso,Andre Drummond,Ayo Dosunmu,Carlik Jones,Coby White,Dalen Terry,DeMar DeRozan,Derrick Jones Jr.,Goran Dragić,Javonte Green,Kostas Antetokounmpo,Malcolm Hill,Marko Simonovic,Nikola Vučević,Patrick Williams,Tony Bradley,Zach LaVine,co_inf with Alex Caruso,co_inf with Andre Drummond,co_inf with Ayo Dosunmu,co_inf with Carlik Jones,co_inf with Coby White,co_inf with Dalen Terry,co_inf with DeMar DeRozan,co_inf with Derrick Jones Jr.,co_inf with Goran Dragić,co_inf with Javonte Green,co_inf with Kostas Antetokounmpo,co_inf with Malcolm Hill,co_inf with Marko Simonovic,co_inf with Nikola Vučević,co_inf with Patrick Williams,co_inf with Tony Bradley,co_inf with Zach LaVine,Clint Capela,Patrick Beverley,Robert Williams,Terry Taylor,co_inf with Clint Capela,co_inf with Patrick Beverley,co_inf with Robert Williams,co_inf with Terry Taylor,Total Shared Players,STL,BLK,TOV,CO_EFF,EFF,avg_EFF,HGS,avg_HGS,Co_Points_Share,New Column,Result
54.0,,2023-02-07,25-103,CHI,MEM,,0.0,,,,,,,,,,,,,67.0,67.0,80.0,7.0,74.0,38.0,74.0,64.0,58.0,32.0,,5.0,7.0,82.0,82.0,12.0,77.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,65.0,67.0,35.0,31.0,0.0,0.0,0.0,0.0,0,0,0,0,,91.0,0.0,94.89999999999998,0.0,,W (+8),W (+8)
55.0,,2023-02-09,25-105,CHI,BRK,,0.0,,,,,,,,,,,,,67.0,67.0,80.0,7.0,74.0,38.0,74.0,64.0,58.0,32.0,,5.0,7.0,82.0,82.0,12.0,77.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,65.0,67.0,35.0,31.0,0.0,0.0,0.0,0.0,0,0,0,0,,68.0,0.0,83.5,0.0,,W (+24),W (+24)
56.0,,2023-02-11,25-107,CHI,CLE,,0.0,,,,,,,,,,,,,67.0,67.0,80.0,7.0,74.0,38.0,74.0,64.0,58.0,32.0,,5.0,7.0,82.0,82.0,12.0,77.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,65.0,67.0,35.0,31.0,0.0,0.0,0.0,0.0,0,0,0,0,,90.0,0.0,72.39999999999999,0.0,,L (-15),L (-15)
57.0,,2023-02-13,25-109,CHI,ORL,,0.0,,,,,,,,,,,,,67.0,67.0,80.0,7.0,74.0,38.0,74.0,64.0,58.0,32.0,,5.0,7.0,82.0,82.0,12.0,77.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,65.0,67.0,35.0,31.0,0.0,0.0,0.0,0.0,0,0,0,0,,91.0,0.0,85.10000000000001,0.0,,L (-11),L (-11)
58.0,,2023-02-15,25-111,CHI,IND,,0.0,,,,,,,,,,,,,67.0,67.0,80.0,7.0,74.0,38.0,74.0,64.0,58.0,32.0,,5.0,7.0,82.0,82.0,12.0,77.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,65.0,67.0,35.0,31.0,0.0,0.0,0.0,0.0,0,0,0,0,,97.0,0.0,107.09999999999998,0.0,,L (-8),L (-8)
59.0,,2023-02-16,25-112,CHI,MIL,,0.0,,,,,,,,,,,,,67.0,67.0,80.0,7.0,74.0,38.0,74.0,64.0,58.0,32.0,,5.0,7.0,82.0,82.0,12.0,77.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,65.0,67.0,35.0,31.0,0.0,0.0,0.0,0.0,0,0,0,0,,80.0,0.0,83.49999999999999,0.0,,L (-9),L (-9)
60.0,,2023-02-24,25-120,CHI,BRK,,0.0,,,,,,,,,,,,,67.0,67.0,80.0,7.0,74.0,38.0,74.0,64.0,58.0,32.0,,5.0,7.0,82.0,82.0,12.0,77.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,65.0,67.0,35.0,31.0,0.0,0.0,0.0,0.0,0,0,0,0,,129.0,0.0,121.7,0.0,,L (-4),L (-4)
61.0,,2023-02-26,25-122,CHI,WAS,,0.0,,,,,,,,,,,,,67.0,67.0,80.0,7.0,74.0,38.0,74.0,64.0,58.0,32.0,,5.0,7.0,82.0,82.0,12.0,77.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,65.0,67.0,35.0,31.0,0.0,0.0,0.0,0.0,0,0,0,0,,93.0,0.0,104.0,0.0,,L (-12),L (-12)
62.0,,2023-02-28,25-124,CHI,TOR,,0.0,,,,,,,,,,,,,67.0,67.0,80.0,7.0,74.0,38.0,74.0,64.0,58.0,32.0,,5.0,7.0,82.0,82.0,12.0,77.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,65.0,67.0,35.0,31.0,0.0,0.0,0.0,0.0,0,0,0,0,,100.0,0.0,92.3,0.0,,W (+44),W (+44)
63.0,,2023-03-01,25-125,CHI,DET,,0.0,,,,,,,,,,,,,67.0,67.0,80.0,7.0,74.0,38.0,74.0,64.0,58.0,32.0,,5.0,7.0,82.0,82.0,12.0,77.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,65.0,67.0,35.0,31.0,0.0,0.0,0.0,0.0,0,0,0,0,,93.0,0.0,108.4,0.0,,,
64.0,,2023-03-03,25-127,CHI,PHO,,0.0,,,,,,,,,,,,,67.0,67.0,80.0,7.0,74.0,38.0,74.0,64.0,58.0,32.0,,5.0,7.0,82.0,82.0,12.0,77.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,65.0,67.0,35.0,31.0,0.0,0.0,0.0,0.0,0,0,0,0,,99.0,0.0,112.49999999999996,0.0,,W (+20),W (+20)
65.0,,2023-03-05,25-129,CHI,IND,,0.0,,,,,,,,,,,,,67.0,67.0,80.0,7.0,74.0,38.0,74.0,64.0,58.0,32.0,,5.0,7.0,82.0,82.0,12.0,77.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,65.0,67.0,35.0,31.0,0.0,0.0,0.0,0.0,0,0,0,0,,85.0,0.0,95.4,0.0,,L (-6),L (-6)
66.0,,2023-03-08,25-132,CHI,DEN,,0.0,,,,,,,,,,,,,67.0,67.0,80.0,7.0,74.0,38.0,74.0,64.0,58.0,32.0,,5.0,7.0,82.0,82.0,12.0,77.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,65.0,67.0,35.0,31.0,0.0,0.0,0.0,0.0,0,0,0,0,,96.0,0.0,103.59999999999998,0.0,,W (+2),W (+2)
67.0,,2023-03-11,25-135,CHI,HOU,,0.0,,,,,,,,,,,,,67.0,67.0,80.0,7.0,74.0,38.0,74.0,64.0,58.0,32.0,,5.0,7.0,82.0,82.0,12.0,77.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,65.0,67.0,35.0,31.0,0.0,0.0,0.0,0.0,0,0,0,0,,74.0,0.0,83.2,0.0,,L (-21),L (-21)
68.0,,2023-03-15,25-139,CHI,SAC,,0.0,,,,,,,,,,,,,67.0,67.0,80.0,7.0,74.0,38.0,74.0,64.0,58.0,32.0,,5.0,7.0,82.0,82.0,12.0,77.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,65.0,67.0,35.0,31.0,0.0,0.0,0.0,0.0,0,0,0,0,,76.0,0.0,91.5,0.0,,L (-3),L (-3)
69.0,,2023-03-17,25-141,CHI,MIN,,0.0,,,,,,,,,,,,,67.0,67.0,80.0,7.0,74.0,38.0,74.0,64.0,58.0,32.0,,5.0,7.0,82.0,82.0,12.0,77.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,65.0,67.0,35.0,31.0,0.0,0.0,0.0,0.0,0,0,0,0,,95.0,0.0,115.0,0.0,,W (+21),W (+21)
70.0,,2023-03-18,25-142,CHI,MIA,,0.0,,,,,,,,,,,,,67.0,67.0,80.0,7.0,74.0,38.0,74.0,64.0,58.0,32.0,,5.0,7.0,82.0,82.0,12.0,77.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,65.0,67.0,35.0,31.0,0.0,0.0,0.0,0.0,0,0,0,0,,108.0,0.0,106.9,0.0,,W (+8),W (+8)
71.0,,2023-03-20,25-144,CHI,PHI,,0.0,,,,,,,,,,,,,67.0,67.0,80.0,7.0,74.0,38.0,74.0,64.0,58.0,32.0,,5.0,7.0,82.0,82.0,12.0,77.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,65.0,67.0,35.0,31.0,0.0,0.0,0.0,0.0,0,0,0,0,,84.0,0.0,100.70000000000002,0.0,,L (-3),L (-3)
72.0,,2023-03-22,25-146,CHI,PHI,,0.0,,,,,,,,,,,,,67.0,67.0,80.0,7.0,74.0,38.0,74.0,64.0,58.0,32.0,,5.0,7.0,82.0,82.0,12.0,77.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,65.0,67.0,35.0,31.0,0.0,0.0,0.0,0.0,0,0,0,0,,67.0,0.0,66.39999999999999,0.0,,W (+8),W (+8)
73.0,,2023-03-24,25-148,CHI,POR,,0.0,,,,,,,,,,,,,67.0,67.0,80.0,7.0,74.0,38.0,74.0,64.0,58.0,32.0,,5.0,7.0,82.0,82.0,12.0,77.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,65.0,67.0,35.0,31.0,0.0,0.0,0.0,0.0,0,0,0,0,,116.0,0.0,117.7,0.0,,W (+14),W (+14)
74.0,,2023-03-26,25-150,CHI,LAL,,0.0,,,,,,,,,,,,,67.0,67.0,80.0,7.0,74.0,38.0,74.0,64.0,58.0,32.0,,5.0,7.0,82.0,82.0,12.0,77.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,65.0,67.0,35.0,31.0,0.0,0.0,0.0,0.0,0,0,0,0,,129.0,0.0,114.1,0.0,,W (+4),W (+4)
75.0,,2023-03-27,25-151,CHI,LAC,,0.0,,,,,,,,,,,,,67.0,67.0,80.0,7.0,74.0,38.0,74.0,64.0,58.0,32.0,,5.0,7.0,82.0,82.0,12.0,77.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,65.0,67.0,35.0,31.0,0.0,0.0,0.0,0.0,0,0,0,0,,100.0,0.0,105.50000000000004,0.0,,L (-25),L (-25)
76.0,,2023-03-29,25-153,CHI,LAL,,0.0,,,,,,,,,,,,,67.0,67.0,80.0,7.0,74.0,38.0,74.0,64.0,58.0,32.0,,5.0,7.0,82.0,82.0,12.0,77.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,65.0,67.0,35.0,31.0,0.0,0.0,0.0,0.0,0,0,0,0,,97.0,0.0,106.9,0.0,,W (+28),W (+28)
77.0,,2023-03-31,25-155,CHI,CHO,,0.0,,,,,,,,,,,,,67.0,67.0,80.0,7.0,74.0,38.0,74.0,64.0,58.0,32.0,,5.0,7.0,82.0,82.0,12.0,77.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,65.0,67.0,35.0,31.0,0.0,0.0,0.0,0.0,0,0,0,0,,116.0,0.0,118.9,0.0,,W (+10),W (+10)
78.0,,2023-04-02,25-157,CHI,MEM,,0.0,,,,,,,,,,,,,67.0,67.0,80.0,7.0,74.0,38.0,74.0,64.0,58.0,32.0,,5.0,7.0,82.0,82.0,12.0,77.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,65.0,67.0,35.0,31.0,0.0,0.0,0.0,0.0,0,0,0,0,,106.0,0.0,124.1,0.0,,L (-12),L (-12)
79.0,,2023-04-04,25-159,CHI,ATL,,0.0,,,,,,,,,,,,,67.0,67.0,80.0,7.0,74.0,38.0,74.0,64.0,58.0,32.0,,5.0,7.0,82.0,82.0,12.0,77.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,65.0,67.0,35.0,31.0,0.0,0.0,0.0,0.0,0,0,0,0,,73.0,0.0,84.99999999999999,0.0,,L (-11),L (-11)
80.0,,2023-04-05,25-160,CHI,MIL,,0.0,,,,,,,,,,,,,67.0,67.0,80.0,7.0,74.0,38.0,74.0,64.0,58.0,32.0,,5.0,7.0,82.0,82.0,12.0,77.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,65.0,67.0,35.0,31.0,0.0,0.0,0.0,0.0,0,0,0,0,,70.0,0.0,75.39999999999999,0.0,,W (+30),W (+30)
81.0,,2023-04-07,25-162,CHI,DAL,,0.0,,,,,,,,,,,,,67.0,67.0,80.0,7.0,74.0,38.0,74.0,64.0,58.0,32.0,,5.0,7.0,82.0,82.0,12.0,77.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,65.0,67.0,35.0,31.0,0.0,0.0,0.0,0.0,0,0,0,0,,94.0,0.0,99.5,0.0,,W (+21),W (+21)
82.0,,2023-04-09,25-164,CHI,DET,,0.0,,,,,,,,,,,,,67.0,67.0,80.0,7.0,74.0,38.0,74.0,64.0,58.0,32.0,,5.0,7.0,82.0,82.0,12.0,77.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,65.0,67.0,35.0,31.0,0.0,0.0,0.0,0.0,0,0,0,0,,54.0,0.0,59.6,0.0,,L (-18),L (-18)
