Unnamed: 0,Rk,G,Date,Age,Tm,Unnamed: 5,Opp,Unnamed: 7,GS,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,GmSc,+/-,2PA,2P,2P%,Shared Games with Cam Reddish,Shared Games with Derrick Rose,Shared Games with Evan Fournier,Shared Games with Immanuel Quickley,Shared Games with Isaiah Hartenstein,Shared Games with Jalen Brunson,Shared Games with Jericho Sims,Shared Games with Julius Randle,Shared Games with Miles McBride,Shared Games with Mitchell Robinson,Shared Games with Obi Toppin,Shared Games with Quentin Grimes,Shared Games with RJ Barrett,Shared Games with Ryan Arcidiacono,Shared Games with Svi Mykhailiuk,Cam Reddish,DaQuan Jeffries,Derrick Rose,Evan Fournier,Feron Hunt,Immanuel Quickley,Isaiah Hartenstein,Jalen Brunson,Jericho Sims,Julius Randle,Miles McBride,Mitchell Robinson,Obi Toppin,Quentin Grimes,RJ Barrett,Ryan Arcidiacono,Svi Mykhailiuk,co_inf with Cam Reddish,co_inf with DaQuan Jeffries,co_inf with Derrick Rose,co_inf with Evan Fournier,co_inf with Feron Hunt,co_inf with Immanuel Quickley,co_inf with Isaiah Hartenstein,co_inf with Jalen Brunson,co_inf with Jericho Sims,co_inf with Julius Randle,co_inf with Miles McBride,co_inf with Mitchell Robinson,co_inf with Obi Toppin,co_inf with Quentin Grimes,co_inf with RJ Barrett,co_inf with Ryan Arcidiacono,co_inf with Svi Mykhailiuk,Shared Games with Josh Hart,Blake Griffin,Duane Washington Jr.,Isaiah Roby,Josh Hart,co_inf with Blake Griffin,co_inf with Duane Washington Jr.,co_inf with Isaiah Roby,co_inf with Josh Hart,Total Shared Players,CO_EFF,EFF,avg_EFF,CO_HGS,HGS,avg_HGS
31,31,,2022-12-20,19-116,NYK,,GSW,W (+38),Inactive,Inactive,0.0,0.0,Inactive,,,Inactive,Inactive,0.0,Inactive,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Inactive,Inactive,,,,1,1,1,3,3,3,2,3,2,3,3,2,3,1,1,40.0,,27.0,27.0,,81.0,82.0,68.0,52.0,77.0,64.0,59.0,67.0,71.0,73.0,20.0,32.0,0.025,,0.037037037037037,0.037037037037037,,0.037037037037037,0.0365853658536585,0.0441176470588235,0.0384615384615384,0.0389610389610389,0.03125,0.0508474576271186,0.044776119402985,0.028169014084507,0.0410958904109589,0.05,0.03125,2,41.0,31.0,42.0,76.0,0.0,0.0,0.0,0.0263157894736842,16,,96.0,6.0,0.0,114.0,7.125
32,32,,2022-12-21,19-117,NYK,,TOR,L (-7),Inactive,Inactive,0.0,0.0,Inactive,,,Inactive,Inactive,0.0,Inactive,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Inactive,Inactive,,,,1,1,1,3,3,3,2,3,2,3,3,2,3,1,1,40.0,,27.0,27.0,,81.0,82.0,68.0,52.0,77.0,64.0,59.0,67.0,71.0,73.0,20.0,32.0,0.025,,0.037037037037037,0.037037037037037,,0.037037037037037,0.0365853658536585,0.0441176470588235,0.0384615384615384,0.0389610389610389,0.03125,0.0508474576271186,0.044776119402985,0.028169014084507,0.0410958904109589,0.05,0.03125,2,41.0,31.0,42.0,76.0,0.0,0.0,0.0,0.0263157894736842,16,,78.0,4.875,0.0,82.0,5.125
33,33,,2022-12-23,19-119,NYK,,CHI,L (-1),Inactive,Inactive,0.0,0.0,Inactive,,,Inactive,Inactive,0.0,Inactive,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Inactive,Inactive,,,,1,1,1,3,3,3,2,3,2,3,3,2,3,1,1,40.0,,27.0,27.0,,81.0,82.0,68.0,52.0,77.0,64.0,59.0,67.0,71.0,73.0,20.0,32.0,0.025,,0.037037037037037,0.037037037037037,,0.037037037037037,0.0365853658536585,0.0441176470588235,0.0384615384615384,0.0389610389610389,0.03125,0.0508474576271186,0.044776119402985,0.028169014084507,0.0410958904109589,0.05,0.03125,2,41.0,31.0,42.0,76.0,0.0,0.0,0.0,0.0263157894736842,16,,93.0,5.8125,0.0,102.09999999999998,6.381249999999999
34,34,,2022-12-25,19-121,NYK,,PHI,L (-7),Inactive,Inactive,0.0,0.0,Inactive,,,Inactive,Inactive,0.0,Inactive,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Inactive,Inactive,,,,1,1,1,3,3,3,2,3,2,3,3,2,3,1,1,40.0,,27.0,27.0,,81.0,82.0,68.0,52.0,77.0,64.0,59.0,67.0,71.0,73.0,20.0,32.0,0.025,,0.037037037037037,0.037037037037037,,0.037037037037037,0.0365853658536585,0.0441176470588235,0.0384615384615384,0.0389610389610389,0.03125,0.0508474576271186,0.044776119402985,0.028169014084507,0.0410958904109589,0.05,0.03125,2,41.0,31.0,42.0,76.0,0.0,0.0,0.0,0.0263157894736842,16,,101.0,6.3125,0.0,102.2,6.3875
35,35,,2022-12-27,19-123,NYK,@,DAL,L (-5),Inactive,Inactive,0.0,0.0,Inactive,,,Inactive,Inactive,0.0,Inactive,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Inactive,Inactive,,,,1,1,1,3,3,3,2,3,2,3,3,2,3,1,1,40.0,,27.0,27.0,,81.0,82.0,68.0,52.0,77.0,64.0,59.0,67.0,71.0,73.0,20.0,32.0,0.025,,0.037037037037037,0.037037037037037,,0.037037037037037,0.0365853658536585,0.0441176470588235,0.0384615384615384,0.0389610389610389,0.03125,0.0508474576271186,0.044776119402985,0.028169014084507,0.0410958904109589,0.05,0.03125,2,41.0,31.0,42.0,76.0,0.0,0.0,0.0,0.0263157894736842,16,,101.0,6.3125,0.0,99.09999999999998,6.193749999999999
36,36,,2022-12-29,19-125,NYK,@,SAS,L (-7),Inactive,Inactive,0.0,0.0,Inactive,,,Inactive,Inactive,0.0,Inactive,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Inactive,Inactive,,,,1,1,1,3,3,3,2,3,2,3,3,2,3,1,1,40.0,,27.0,27.0,,81.0,82.0,68.0,52.0,77.0,64.0,59.0,67.0,71.0,73.0,20.0,32.0,0.025,,0.037037037037037,0.037037037037037,,0.037037037037037,0.0365853658536585,0.0441176470588235,0.0384615384615384,0.0389610389610389,0.03125,0.0508474576271186,0.044776119402985,0.028169014084507,0.0410958904109589,0.05,0.03125,2,41.0,31.0,42.0,76.0,0.0,0.0,0.0,0.0263157894736842,16,,60.0,3.75,0.0,79.80000000000001,4.987500000000001
37,37,,2022-12-31,19-127,NYK,@,HOU,W (+20),Inactive,Inactive,0.0,0.0,Inactive,,,Inactive,Inactive,0.0,Inactive,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Inactive,Inactive,,,,1,1,1,3,3,3,2,3,2,3,3,2,3,1,1,40.0,,27.0,27.0,,81.0,82.0,68.0,52.0,77.0,64.0,59.0,67.0,71.0,73.0,20.0,32.0,0.025,,0.037037037037037,0.037037037037037,,0.037037037037037,0.0365853658536585,0.0441176470588235,0.0384615384615384,0.0389610389610389,0.03125,0.0508474576271186,0.044776119402985,0.028169014084507,0.0410958904109589,0.05,0.03125,2,41.0,31.0,42.0,76.0,0.0,0.0,0.0,0.0263157894736842,16,,59.0,3.6875,0.0,77.10000000000001,4.8187500000000005
38,38,,2023-01-02,19-129,NYK,,PHO,W (+19),Inactive,Inactive,0.0,0.0,Inactive,,,Inactive,Inactive,0.0,Inactive,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Inactive,Inactive,,,,1,1,1,3,3,3,2,3,2,3,3,2,3,1,1,40.0,,27.0,27.0,,81.0,82.0,68.0,52.0,77.0,64.0,59.0,67.0,71.0,73.0,20.0,32.0,0.025,,0.037037037037037,0.037037037037037,,0.037037037037037,0.0365853658536585,0.0441176470588235,0.0384615384615384,0.0389610389610389,0.03125,0.0508474576271186,0.044776119402985,0.028169014084507,0.0410958904109589,0.05,0.03125,2,41.0,31.0,42.0,76.0,0.0,0.0,0.0,0.0263157894736842,16,,102.0,6.375,0.0,96.5,6.03125
39,39,,2023-01-04,19-131,NYK,,SAS,W (+3),Inactive,Inactive,0.0,0.0,Inactive,,,Inactive,Inactive,0.0,Inactive,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Inactive,Inactive,,,,1,1,1,3,3,3,2,3,2,3,3,2,3,1,1,40.0,,27.0,27.0,,81.0,82.0,68.0,52.0,77.0,64.0,59.0,67.0,71.0,73.0,20.0,32.0,0.025,,0.037037037037037,0.037037037037037,,0.037037037037037,0.0365853658536585,0.0441176470588235,0.0384615384615384,0.0389610389610389,0.03125,0.0508474576271186,0.044776119402985,0.028169014084507,0.0410958904109589,0.05,0.03125,2,41.0,31.0,42.0,76.0,0.0,0.0,0.0,0.0263157894736842,16,,70.0,4.375,0.0,92.99999999999996,5.812499999999997
40,40,,2023-01-06,19-133,NYK,@,TOR,W (+4),Inactive,Inactive,0.0,0.0,Inactive,,,Inactive,Inactive,0.0,Inactive,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Inactive,Inactive,,,,1,1,1,3,3,3,2,3,2,3,3,2,3,1,1,40.0,,27.0,27.0,,81.0,82.0,68.0,52.0,77.0,64.0,59.0,67.0,71.0,73.0,20.0,32.0,0.025,,0.037037037037037,0.037037037037037,,0.037037037037037,0.0365853658536585,0.0441176470588235,0.0384615384615384,0.0389610389610389,0.03125,0.0508474576271186,0.044776119402985,0.028169014084507,0.0410958904109589,0.05,0.03125,2,41.0,31.0,42.0,76.0,0.0,0.0,0.0,0.0263157894736842,16,,90.0,5.625,0.0,91.6,5.725
41,Rk,G,Date,Age,Tm,,Opp,,GS,MP,0.0,0.0,FG%,,,3P%,FT,0.0,FT%,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,GmSc,+/-,,,,1,1,1,3,3,3,2,3,2,3,3,2,3,1,1,40.0,,27.0,27.0,,81.0,82.0,68.0,52.0,77.0,64.0,59.0,67.0,71.0,73.0,20.0,32.0,0.025,,0.037037037037037,0.037037037037037,,0.037037037037037,0.0365853658536585,0.0441176470588235,0.0384615384615384,0.0389610389610389,0.03125,0.0508474576271186,0.044776119402985,0.028169014084507,0.0410958904109589,0.05,0.03125,2,41.0,31.0,42.0,76.0,0.0,0.0,0.0,0.0263157894736842,16,,0.0,0.0,0.0,0.0,0.0
42,41,,2023-01-09,19-136,NYK,,MIL,L (-4),Inactive,Inactive,0.0,0.0,Inactive,,,Inactive,Inactive,0.0,Inactive,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Inactive,Inactive,,,,1,1,1,3,3,3,2,3,2,3,3,2,3,1,1,40.0,,27.0,27.0,,81.0,82.0,68.0,52.0,77.0,64.0,59.0,67.0,71.0,73.0,20.0,32.0,0.025,,0.037037037037037,0.037037037037037,,0.037037037037037,0.0365853658536585,0.0441176470588235,0.0384615384615384,0.0389610389610389,0.03125,0.0508474576271186,0.044776119402985,0.028169014084507,0.0410958904109589,0.05,0.03125,2,41.0,31.0,42.0,76.0,0.0,0.0,0.0,0.0263157894736842,16,,60.0,3.75,0.0,74.60000000000001,4.6625000000000005
43,42,,2023-01-11,19-138,NYK,,IND,W (+6),Inactive,Inactive,0.0,0.0,Inactive,,,Inactive,Inactive,0.0,Inactive,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Inactive,Inactive,,,,1,1,1,3,3,3,2,3,2,3,3,2,3,1,1,40.0,,27.0,27.0,,81.0,82.0,68.0,52.0,77.0,64.0,59.0,67.0,71.0,73.0,20.0,32.0,0.025,,0.037037037037037,0.037037037037037,,0.037037037037037,0.0365853658536585,0.0441176470588235,0.0384615384615384,0.0389610389610389,0.03125,0.0508474576271186,0.044776119402985,0.028169014084507,0.0410958904109589,0.05,0.03125,2,41.0,31.0,42.0,76.0,0.0,0.0,0.0,0.0263157894736842,16,,88.0,5.5,0.0,101.5,6.34375
44,43,,2023-01-13,19-140,NYK,@,WAS,W (+4),Inactive,Inactive,0.0,0.0,Inactive,,,Inactive,Inactive,0.0,Inactive,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Inactive,Inactive,,,,1,1,1,3,3,3,2,3,2,3,3,2,3,1,1,40.0,,27.0,27.0,,81.0,82.0,68.0,52.0,77.0,64.0,59.0,67.0,71.0,73.0,20.0,32.0,0.025,,0.037037037037037,0.037037037037037,,0.037037037037037,0.0365853658536585,0.0441176470588235,0.0384615384615384,0.0389610389610389,0.03125,0.0508474576271186,0.044776119402985,0.028169014084507,0.0410958904109589,0.05,0.03125,2,41.0,31.0,42.0,76.0,0.0,0.0,0.0,0.0263157894736842,16,,67.0,4.1875,0.0,80.30000000000001,5.018750000000001
45,44,,2023-01-15,19-142,NYK,@,DET,W (+13),Inactive,Inactive,0.0,0.0,Inactive,,,Inactive,Inactive,0.0,Inactive,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Inactive,Inactive,,,,1,1,1,3,3,3,2,3,2,3,3,2,3,1,1,40.0,,27.0,27.0,,81.0,82.0,68.0,52.0,77.0,64.0,59.0,67.0,71.0,73.0,20.0,32.0,0.025,,0.037037037037037,0.037037037037037,,0.037037037037037,0.0365853658536585,0.0441176470588235,0.0384615384615384,0.0389610389610389,0.03125,0.0508474576271186,0.044776119402985,0.028169014084507,0.0410958904109589,0.05,0.03125,2,41.0,31.0,42.0,76.0,0.0,0.0,0.0,0.0263157894736842,16,,77.0,4.8125,0.0,94.2,5.8875
46,45,,2023-01-16,19-143,NYK,,TOR,L (-2),Inactive,Inactive,0.0,0.0,Inactive,,,Inactive,Inactive,0.0,Inactive,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Inactive,Inactive,,,,1,1,1,3,3,3,2,3,2,3,3,2,3,1,1,40.0,,27.0,27.0,,81.0,82.0,68.0,52.0,77.0,64.0,59.0,67.0,71.0,73.0,20.0,32.0,0.025,,0.037037037037037,0.037037037037037,,0.037037037037037,0.0365853658536585,0.0441176470588235,0.0384615384615384,0.0389610389610389,0.03125,0.0508474576271186,0.044776119402985,0.028169014084507,0.0410958904109589,0.05,0.03125,2,41.0,31.0,42.0,76.0,0.0,0.0,0.0,0.0263157894736842,16,,59.0,3.6875,0.0,79.19999999999999,4.949999999999999
47,46,,2023-01-18,19-145,NYK,,WAS,L (-11),Inactive,Inactive,0.0,0.0,Inactive,,,Inactive,Inactive,0.0,Inactive,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Inactive,Inactive,,,,1,1,1,3,3,3,2,3,2,3,3,2,3,1,1,40.0,,27.0,27.0,,81.0,82.0,68.0,52.0,77.0,64.0,59.0,67.0,71.0,73.0,20.0,32.0,0.025,,0.037037037037037,0.037037037037037,,0.037037037037037,0.0365853658536585,0.0441176470588235,0.0384615384615384,0.0389610389610389,0.03125,0.0508474576271186,0.044776119402985,0.028169014084507,0.0410958904109589,0.05,0.03125,2,41.0,31.0,42.0,76.0,0.0,0.0,0.0,0.0263157894736842,16,,66.0,4.125,0.0,85.60000000000001,5.3500000000000005
48,47,,2023-01-20,19-147,NYK,@,ATL,L (-15),Inactive,Inactive,0.0,0.0,Inactive,,,Inactive,Inactive,0.0,Inactive,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Inactive,Inactive,,,,1,1,1,3,3,3,2,3,2,3,3,2,3,1,1,40.0,,27.0,27.0,,81.0,82.0,68.0,52.0,77.0,64.0,59.0,67.0,71.0,73.0,20.0,32.0,0.025,,0.037037037037037,0.037037037037037,,0.037037037037037,0.0365853658536585,0.0441176470588235,0.0384615384615384,0.0389610389610389,0.03125,0.0508474576271186,0.044776119402985,0.028169014084507,0.0410958904109589,0.05,0.03125,2,41.0,31.0,42.0,76.0,0.0,0.0,0.0,0.0263157894736842,16,,97.0,6.0625,0.0,111.3,6.95625
49,48,,2023-01-22,19-149,NYK,@,TOR,L (-9),Inactive,Inactive,0.0,0.0,Inactive,,,Inactive,Inactive,0.0,Inactive,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Inactive,Inactive,,,,1,1,1,3,3,3,2,3,2,3,3,2,3,1,1,40.0,,27.0,27.0,,81.0,82.0,68.0,52.0,77.0,64.0,59.0,67.0,71.0,73.0,20.0,32.0,0.025,,0.037037037037037,0.037037037037037,,0.037037037037037,0.0365853658536585,0.0441176470588235,0.0384615384615384,0.0389610389610389,0.03125,0.0508474576271186,0.044776119402985,0.028169014084507,0.0410958904109589,0.05,0.03125,2,41.0,31.0,42.0,76.0,0.0,0.0,0.0,0.0263157894736842,16,,84.0,5.25,0.0,86.7,5.41875
50,49,,2023-01-24,19-151,NYK,,CLE,W (+2),Inactive,Inactive,0.0,0.0,Inactive,,,Inactive,Inactive,0.0,Inactive,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Inactive,Inactive,,,,1,1,1,3,3,3,2,3,2,3,3,2,3,1,1,40.0,,27.0,27.0,,81.0,82.0,68.0,52.0,77.0,64.0,59.0,67.0,71.0,73.0,20.0,32.0,0.025,,0.037037037037037,0.037037037037037,,0.037037037037037,0.0365853658536585,0.0441176470588235,0.0384615384615384,0.0389610389610389,0.03125,0.0508474576271186,0.044776119402985,0.028169014084507,0.0410958904109589,0.05,0.03125,2,41.0,31.0,42.0,76.0,0.0,0.0,0.0,0.0263157894736842,16,,89.0,5.5625,0.0,76.5,4.78125
51,50,,2023-01-26,19-153,NYK,@,BOS,W (+3),Inactive,Inactive,0.0,0.0,Inactive,,,Inactive,Inactive,0.0,Inactive,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Inactive,Inactive,,,,1,1,1,3,3,3,2,3,2,3,3,2,3,1,1,40.0,,27.0,27.0,,81.0,82.0,68.0,52.0,77.0,64.0,59.0,67.0,71.0,73.0,20.0,32.0,0.025,,0.037037037037037,0.037037037037037,,0.037037037037037,0.0365853658536585,0.0441176470588235,0.0384615384615384,0.0389610389610389,0.03125,0.0508474576271186,0.044776119402985,0.028169014084507,0.0410958904109589,0.05,0.03125,2,41.0,31.0,42.0,76.0,0.0,0.0,0.0,0.0263157894736842,16,,88.0,5.5,0.0,97.19999999999996,6.0749999999999975
52,51,,2023-01-28,19-155,NYK,@,BRK,L (-7),Inactive,Inactive,0.0,0.0,Inactive,,,Inactive,Inactive,0.0,Inactive,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Inactive,Inactive,,,,1,1,1,3,3,3,2,3,2,3,3,2,3,1,1,40.0,,27.0,27.0,,81.0,82.0,68.0,52.0,77.0,64.0,59.0,67.0,71.0,73.0,20.0,32.0,0.025,,0.037037037037037,0.037037037037037,,0.037037037037037,0.0365853658536585,0.0441176470588235,0.0384615384615384,0.0389610389610389,0.03125,0.0508474576271186,0.044776119402985,0.028169014084507,0.0410958904109589,0.05,0.03125,2,41.0,31.0,42.0,76.0,0.0,0.0,0.0,0.0263157894736842,16,,68.0,4.25,0.0,84.79999999999998,5.299999999999999
53,52,,2023-01-31,19-158,NYK,,LAL,L (-6),Inactive,Inactive,0.0,0.0,Inactive,,,Inactive,Inactive,0.0,Inactive,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Inactive,Inactive,,,,1,1,1,3,3,3,2,3,2,3,3,2,3,1,1,40.0,,27.0,27.0,,81.0,82.0,68.0,52.0,77.0,64.0,59.0,67.0,71.0,73.0,20.0,32.0,0.025,,0.037037037037037,0.037037037037037,,0.037037037037037,0.0365853658536585,0.0441176470588235,0.0384615384615384,0.0389610389610389,0.03125,0.0508474576271186,0.044776119402985,0.028169014084507,0.0410958904109589,0.05,0.03125,2,41.0,31.0,42.0,76.0,0.0,0.0,0.0,0.0263157894736842,16,,87.0,5.4375,0.0,105.10000000000002,6.568750000000001
54,53,,2023-02-02,19-160,NYK,,MIA,W (+2),Inactive,Inactive,0.0,0.0,Inactive,,,Inactive,Inactive,0.0,Inactive,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Inactive,Inactive,,,,1,1,1,3,3,3,2,3,2,3,3,2,3,1,1,40.0,,27.0,27.0,,81.0,82.0,68.0,52.0,77.0,64.0,59.0,67.0,71.0,73.0,20.0,32.0,0.025,,0.037037037037037,0.037037037037037,,0.037037037037037,0.0365853658536585,0.0441176470588235,0.0384615384615384,0.0389610389610389,0.03125,0.0508474576271186,0.044776119402985,0.028169014084507,0.0410958904109589,0.05,0.03125,2,41.0,31.0,42.0,76.0,0.0,0.0,0.0,0.0263157894736842,16,,80.0,5.0,0.0,88.6,5.5375
55,54,,2023-02-04,19-162,NYK,,LAC,L (-6),Inactive,Inactive,0.0,0.0,Inactive,,,Inactive,Inactive,0.0,Inactive,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Inactive,Inactive,,,,1,1,1,3,3,3,2,3,2,3,3,2,3,1,1,40.0,,27.0,27.0,,81.0,82.0,68.0,52.0,77.0,64.0,59.0,67.0,71.0,73.0,20.0,32.0,0.025,,0.037037037037037,0.037037037037037,,0.037037037037037,0.0365853658536585,0.0441176470588235,0.0384615384615384,0.0389610389610389,0.03125,0.0508474576271186,0.044776119402985,0.028169014084507,0.0410958904109589,0.05,0.03125,2,41.0,31.0,42.0,76.0,0.0,0.0,0.0,0.0263157894736842,16,,98.0,6.125,0.0,105.5,6.59375
56,55,,2023-02-05,19-163,NYK,,PHI,W (+11),Inactive,Inactive,0.0,0.0,Inactive,,,Inactive,Inactive,0.0,Inactive,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Inactive,Inactive,,,,1,1,1,3,3,3,2,3,2,3,3,2,3,1,1,40.0,,27.0,27.0,,81.0,82.0,68.0,52.0,77.0,64.0,59.0,67.0,71.0,73.0,20.0,32.0,0.025,,0.037037037037037,0.037037037037037,,0.037037037037037,0.0365853658536585,0.0441176470588235,0.0384615384615384,0.0389610389610389,0.03125,0.0508474576271186,0.044776119402985,0.028169014084507,0.0410958904109589,0.05,0.03125,2,41.0,31.0,42.0,76.0,0.0,0.0,0.0,0.0263157894736842,16,,67.0,4.1875,0.0,71.19999999999999,4.449999999999999
57,56,,2023-02-07,19-165,NYK,@,ORL,W (+4),Inactive,Inactive,0.0,0.0,Inactive,,,Inactive,Inactive,0.0,Inactive,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Inactive,Inactive,,,,1,1,1,3,3,3,2,3,2,3,3,2,3,1,1,40.0,,27.0,27.0,,81.0,82.0,68.0,52.0,77.0,64.0,59.0,67.0,71.0,73.0,20.0,32.0,0.025,,0.037037037037037,0.037037037037037,,0.037037037037037,0.0365853658536585,0.0441176470588235,0.0384615384615384,0.0389610389610389,0.03125,0.0508474576271186,0.044776119402985,0.028169014084507,0.0410958904109589,0.05,0.03125,2,41.0,31.0,42.0,76.0,0.0,0.0,0.0,0.0263157894736842,16,,70.0,4.375,0.0,73.1,4.56875
58,57,,2023-02-10,19-168,NYK,@,PHI,L (-11),Did Not Play,Did Not Play,0.0,0.0,Did Not Play,,,Did Not Play,Did Not Play,0.0,Did Not Play,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Did Not Play,Did Not Play,,,,1,1,1,3,3,3,2,3,2,3,3,2,3,1,1,40.0,,27.0,27.0,,81.0,82.0,68.0,52.0,77.0,64.0,59.0,67.0,71.0,73.0,20.0,32.0,0.025,,0.037037037037037,0.037037037037037,,0.037037037037037,0.0365853658536585,0.0441176470588235,0.0384615384615384,0.0389610389610389,0.03125,0.0508474576271186,0.044776119402985,0.028169014084507,0.0410958904109589,0.05,0.03125,2,41.0,31.0,42.0,76.0,0.0,0.0,0.0,0.0263157894736842,16,,81.0,5.0625,0.0,90.3,5.64375
59,58,,2023-02-11,19-169,NYK,,UTA,W (+6),Did Not Play,Did Not Play,0.0,0.0,Did Not Play,,,Did Not Play,Did Not Play,0.0,Did Not Play,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Did Not Play,Did Not Play,,,,1,1,1,3,3,3,2,3,2,3,3,2,3,1,1,40.0,,27.0,27.0,,81.0,82.0,68.0,52.0,77.0,64.0,59.0,67.0,71.0,73.0,20.0,32.0,0.025,,0.037037037037037,0.037037037037037,,0.037037037037037,0.0365853658536585,0.0441176470588235,0.0384615384615384,0.0389610389610389,0.03125,0.0508474576271186,0.044776119402985,0.028169014084507,0.0410958904109589,0.05,0.03125,2,41.0,31.0,42.0,76.0,0.0,0.0,0.0,0.0263157894736842,16,,87.0,5.4375,0.0,98.2,6.1375
60,59,,2023-02-13,19-171,NYK,,BRK,W (+18),Inactive,Inactive,0.0,0.0,Inactive,,,Inactive,Inactive,0.0,Inactive,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Inactive,Inactive,,,,1,1,1,3,3,3,2,3,2,3,3,2,3,1,1,40.0,,27.0,27.0,,81.0,82.0,68.0,52.0,77.0,64.0,59.0,67.0,71.0,73.0,20.0,32.0,0.025,,0.037037037037037,0.037037037037037,,0.037037037037037,0.0365853658536585,0.0441176470588235,0.0384615384615384,0.0389610389610389,0.03125,0.0508474576271186,0.044776119402985,0.028169014084507,0.0410958904109589,0.05,0.03125,2,41.0,31.0,42.0,76.0,0.0,0.0,0.0,0.0263157894736842,16,,71.0,4.4375,0.0,78.39999999999999,4.8999999999999995
61,60,,2023-02-15,19-173,NYK,@,ATL,W (+21),Inactive,Inactive,0.0,0.0,Inactive,,,Inactive,Inactive,0.0,Inactive,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Inactive,Inactive,,,,1,1,1,3,3,3,2,3,2,3,3,2,3,1,1,40.0,,27.0,27.0,,81.0,82.0,68.0,52.0,77.0,64.0,59.0,67.0,71.0,73.0,20.0,32.0,0.025,,0.037037037037037,0.037037037037037,,0.037037037037037,0.0365853658536585,0.0441176470588235,0.0384615384615384,0.0389610389610389,0.03125,0.0508474576271186,0.044776119402985,0.028169014084507,0.0410958904109589,0.05,0.03125,2,41.0,31.0,42.0,76.0,0.0,0.0,0.0,0.0263157894736842,16,,66.0,4.125,0.0,75.60000000000001,4.7250000000000005
62,Rk,G,Date,Age,Tm,,Opp,,GS,MP,0.0,0.0,FG%,,,3P%,FT,0.0,FT%,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,GmSc,+/-,,,,1,1,1,3,3,3,2,3,2,3,3,2,3,1,1,40.0,,27.0,27.0,,81.0,82.0,68.0,52.0,77.0,64.0,59.0,67.0,71.0,73.0,20.0,32.0,0.025,,0.037037037037037,0.037037037037037,,0.037037037037037,0.0365853658536585,0.0441176470588235,0.0384615384615384,0.0389610389610389,0.03125,0.0508474576271186,0.044776119402985,0.028169014084507,0.0410958904109589,0.05,0.03125,2,41.0,31.0,42.0,76.0,0.0,0.0,0.0,0.0263157894736842,16,,0.0,0.0,0.0,0.0,0.0
63,61,,2023-02-24,19-182,NYK,@,WAS,W (+6),Did Not Play,Did Not Play,0.0,0.0,Did Not Play,,,Did Not Play,Did Not Play,0.0,Did Not Play,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Did Not Play,Did Not Play,,,,1,1,1,3,3,3,2,3,2,3,3,2,3,1,1,40.0,,27.0,27.0,,81.0,82.0,68.0,52.0,77.0,64.0,59.0,67.0,71.0,73.0,20.0,32.0,0.025,,0.037037037037037,0.037037037037037,,0.037037037037037,0.0365853658536585,0.0441176470588235,0.0384615384615384,0.0389610389610389,0.03125,0.0508474576271186,0.044776119402985,0.028169014084507,0.0410958904109589,0.05,0.03125,2,41.0,31.0,42.0,76.0,0.0,0.0,0.0,0.0263157894736842,16,,76.0,4.75,0.0,95.9,5.99375
