Rk,G,Date,Age,Tm,Opp,GS,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,GmSc,+/-,2PA,2P,2P%,Shared Games with A.J. Green,Shared Games with Bobby Portis,Shared Games with Brook Lopez,Shared Games with George Hill,Shared Games with Giannis Antetokounmpo,Shared Games with Grayson Allen,Shared Games with Jevon Carter,Shared Games with Joe Ingles,Shared Games with Jordan Nwora,Shared Games with Jrue Holiday,Shared Games with Khris Middleton,Shared Games with MarJon Beauchamp,Shared Games with Meyers Leonard,Shared Games with Pat Connaughton,Shared Games with Serge Ibaka,Shared Games with Thanasis Antetokounmpo,Shared Games with Wesley Matthews,A.J. Green,Bobby Portis,Brook Lopez,George Hill,Giannis Antetokounmpo,Grayson Allen,Jevon Carter,Joe Ingles,Jordan Nwora,Jrue Holiday,Khris Middleton,Lindell Wigginton,MarJon Beauchamp,Meyers Leonard,Pat Connaughton,Serge Ibaka,Thanasis Antetokounmpo,Wesley Matthews,co_inf with A.J. Green,co_inf with Bobby Portis,co_inf with Brook Lopez,co_inf with George Hill,co_inf with Giannis Antetokounmpo,co_inf with Grayson Allen,co_inf with Jevon Carter,co_inf with Joe Ingles,co_inf with Jordan Nwora,co_inf with Jrue Holiday,co_inf with Khris Middleton,co_inf with Lindell Wigginton,co_inf with MarJon Beauchamp,co_inf with Meyers Leonard,co_inf with Pat Connaughton,co_inf with Serge Ibaka,co_inf with Thanasis Antetokounmpo,co_inf with Wesley Matthews,Shared Games with Goran Dragić,Shared Games with Blake Wesley,Shared Games with Charles Bassey,Shared Games with Devin Vassell,Shared Games with Devonte' Graham,Shared Games with Dominick Barlow,Shared Games with Doug McDermott,Shared Games with Gorgui Dieng,Shared Games with Jeremy Sochan,Shared Games with Julian Champagnie,Shared Games with Keita Bates-Diop,Shared Games with Keldon Johnson,Shared Games with Malaki Branham,Shared Games with Romeo Langford,Shared Games with Tre Jones,Shared Games with Zach Collins,Alize Johnson,Blake Wesley,Charles Bassey,Devin Vassell,Devonte' Graham,Dominick Barlow,Doug McDermott,Gorgui Dieng,Jeremy Sochan,Jordan Hall,Joshua Primo,Julian Champagnie,Justin Jackson,Keita Bates-Diop,Keldon Johnson,Khem Birch,Malaki Branham,Romeo Langford,Stanley Johnson,Tre Jones,Zach Collins,co_inf with Alize Johnson,co_inf with Blake Wesley,co_inf with Charles Bassey,co_inf with Devin Vassell,co_inf with Devonte' Graham,co_inf with Dominick Barlow,co_inf with Doug McDermott,co_inf with Gorgui Dieng,co_inf with Jeremy Sochan,co_inf with Jordan Hall,co_inf with Joshua Primo,co_inf with Julian Champagnie,co_inf with Justin Jackson,co_inf with Keita Bates-Diop,co_inf with Keldon Johnson,co_inf with Khem Birch,co_inf with Malaki Branham,co_inf with Romeo Langford,co_inf with Stanley Johnson,co_inf with Tre Jones,co_inf with Zach Collins,Total Shared Players,CO_EFF,EFF,avg_EFF,CO_HGS,HGS,avg_HGS,PER,WS,BPM,OBPM,DBPM,Co_Points_Share,TS%,3PAr,FTr,VORP,OWS,New Column,Result
27.0,,2022-12-13,23-204,MIL,GSW,,0.0,0.0,0.0,,,,,,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,16,19,23,13,17,20,24,8,16,16,5,21,5,16,9,17,14,35.0,70.0,78.0,46.0,63.0,72.0,81.0,46.0,62.0,67.0,33.0,7.0,52.0,9.0,61.0,16.0,37.0,52.0,0.4571428571428571,0.2714285714285714,0.2948717948717949,0.2826086956521739,0.2698412698412698,0.2777777777777778,0.2962962962962963,0.1739130434782608,0.2580645161290322,0.2388059701492537,0.1515151515151515,0.0,0.4038461538461538,0.5555555555555556,0.2622950819672131,0.5625,0.4594594594594595,0.2692307692307692,15,18,4,9,15,15,11,9,7,14,18,9,17,9,14,13,4.0,37.0,35.0,38.0,73.0,28.0,64.0,31.0,56.0,9.0,4.0,17.0,23.0,67.0,63.0,20.0,66.0,43.0,30.0,68.0,63.0,0.0,0.4864864864864865,0.1142857142857142,0.2368421052631578,0.2054794520547945,0.5357142857142857,0.171875,0.2903225806451613,0.125,0.0,0.0,0.8235294117647058,0.0,0.2686567164179104,0.1428571428571428,0.0,0.2575757575757575,0.2093023255813953,0.0,0.2058823529411764,0.2063492063492063,33,,51.0,1.5454545454545454,0.0,53.19999999999999,1.6121212121212118,13.4,0.9,-2.4,-1.1,-1.3,0.0222246197000755,0.516,0.43,0.248,-0.1,0.4,L (-5),L (-5)
28.0,,2022-12-15,23-206,MIL,MEM,,0.0,0.0,0.0,,,,,,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,16,19,23,13,17,20,24,8,16,16,5,21,5,16,9,17,14,35.0,70.0,78.0,46.0,63.0,72.0,81.0,46.0,62.0,67.0,33.0,7.0,52.0,9.0,61.0,16.0,37.0,52.0,0.4571428571428571,0.2714285714285714,0.2948717948717949,0.2826086956521739,0.2698412698412698,0.2777777777777778,0.2962962962962963,0.1739130434782608,0.2580645161290322,0.2388059701492537,0.1515151515151515,0.0,0.4038461538461538,0.5555555555555556,0.2622950819672131,0.5625,0.4594594594594595,0.2692307692307692,15,18,4,9,15,15,11,9,7,14,18,9,17,9,14,13,4.0,37.0,35.0,38.0,73.0,28.0,64.0,31.0,56.0,9.0,4.0,17.0,23.0,67.0,63.0,20.0,66.0,43.0,30.0,68.0,63.0,0.0,0.4864864864864865,0.1142857142857142,0.2368421052631578,0.2054794520547945,0.5357142857142857,0.171875,0.2903225806451613,0.125,0.0,0.0,0.8235294117647058,0.0,0.2686567164179104,0.1428571428571428,0.0,0.2575757575757575,0.2093023255813953,0.0,0.2058823529411764,0.2063492063492063,33,,55.0,1.6666666666666667,0.0,67.8,2.0545454545454547,13.4,0.9,-2.4,-1.1,-1.3,0.0222246197000755,0.516,0.43,0.248,-0.1,0.4,W (+17),W (+17)
29.0,13.0,2022-12-17,23-208,MIL,UTA,0,23.466666666666665,1.0,2.0,.500,1.0,1.0,1.000,0,0.0,,4.0,4.0,8.0,6.0,0.0,0.0,0.0,2.0,3.0,9.4,+26,1.0,0.0,0.0,16,19,23,13,17,20,24,8,16,16,5,21,5,16,9,17,14,35.0,70.0,78.0,46.0,63.0,72.0,81.0,46.0,62.0,67.0,33.0,7.0,52.0,9.0,61.0,16.0,37.0,52.0,0.4571428571428571,0.2714285714285714,0.2948717948717949,0.2826086956521739,0.2698412698412698,0.2777777777777778,0.2962962962962963,0.1739130434782608,0.2580645161290322,0.2388059701492537,0.1515151515151515,0.0,0.4038461538461538,0.5555555555555556,0.2622950819672131,0.5625,0.4594594594594595,0.2692307692307692,15,18,4,9,15,15,11,9,7,14,18,9,17,9,14,13,4.0,37.0,35.0,38.0,73.0,28.0,64.0,31.0,56.0,9.0,4.0,17.0,23.0,67.0,63.0,20.0,66.0,43.0,30.0,68.0,63.0,0.0,0.4864864864864865,0.1142857142857142,0.2368421052631578,0.2054794520547945,0.5357142857142857,0.171875,0.2903225806451613,0.125,0.0,0.0,0.8235294117647058,0.0,0.2686567164179104,0.1428571428571428,0.0,0.2575757575757575,0.2093023255813953,0.0,0.2058823529411764,0.2063492063492063,33,15.0,57.0,1.7272727272727273,9.399999999999997,64.5,1.9545454545454544,13.4,0.9,-2.4,-1.1,-1.3,0.0222246197000755,0.516,0.43,0.248,-0.1,0.4,L (-41),L (-41)
30.0,,2022-12-19,23-210,MIL,NOP,,0.0,0.0,0.0,,,,,,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,16,19,23,13,17,20,24,8,16,16,5,21,5,16,9,17,14,35.0,70.0,78.0,46.0,63.0,72.0,81.0,46.0,62.0,67.0,33.0,7.0,52.0,9.0,61.0,16.0,37.0,52.0,0.4571428571428571,0.2714285714285714,0.2948717948717949,0.2826086956521739,0.2698412698412698,0.2777777777777778,0.2962962962962963,0.1739130434782608,0.2580645161290322,0.2388059701492537,0.1515151515151515,0.0,0.4038461538461538,0.5555555555555556,0.2622950819672131,0.5625,0.4594594594594595,0.2692307692307692,15,18,4,9,15,15,11,9,7,14,18,9,17,9,14,13,4.0,37.0,35.0,38.0,73.0,28.0,64.0,31.0,56.0,9.0,4.0,17.0,23.0,67.0,63.0,20.0,66.0,43.0,30.0,68.0,63.0,0.0,0.4864864864864865,0.1142857142857142,0.2368421052631578,0.2054794520547945,0.5357142857142857,0.171875,0.2903225806451613,0.125,0.0,0.0,0.8235294117647058,0.0,0.2686567164179104,0.1428571428571428,0.0,0.2575757575757575,0.2093023255813953,0.0,0.2058823529411764,0.2063492063492063,33,,79.0,2.393939393939394,0.0,81.79999999999998,2.478787878787878,13.4,0.9,-2.4,-1.1,-1.3,0.0222246197000755,0.516,0.43,0.248,-0.1,0.4,W (+26),W (+26)
31.0,,2022-12-21,23-212,MIL,CLE,,0.0,0.0,0.0,,,,,,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,16,19,23,13,17,20,24,8,16,16,5,21,5,16,9,17,14,35.0,70.0,78.0,46.0,63.0,72.0,81.0,46.0,62.0,67.0,33.0,7.0,52.0,9.0,61.0,16.0,37.0,52.0,0.4571428571428571,0.2714285714285714,0.2948717948717949,0.2826086956521739,0.2698412698412698,0.2777777777777778,0.2962962962962963,0.1739130434782608,0.2580645161290322,0.2388059701492537,0.1515151515151515,0.0,0.4038461538461538,0.5555555555555556,0.2622950819672131,0.5625,0.4594594594594595,0.2692307692307692,15,18,4,9,15,15,11,9,7,14,18,9,17,9,14,13,4.0,37.0,35.0,38.0,73.0,28.0,64.0,31.0,56.0,9.0,4.0,17.0,23.0,67.0,63.0,20.0,66.0,43.0,30.0,68.0,63.0,0.0,0.4864864864864865,0.1142857142857142,0.2368421052631578,0.2054794520547945,0.5357142857142857,0.171875,0.2903225806451613,0.125,0.0,0.0,0.8235294117647058,0.0,0.2686567164179104,0.1428571428571428,0.0,0.2575757575757575,0.2093023255813953,0.0,0.2058823529411764,0.2063492063492063,33,,48.0,1.4545454545454546,0.0,58.2,1.7636363636363637,13.4,0.9,-2.4,-1.1,-1.3,0.0222246197000755,0.516,0.43,0.248,-0.1,0.4,W (+9),W (+9)
32.0,,2022-12-23,23-214,MIL,BRK,,0.0,0.0,0.0,,,,,,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,16,19,23,13,17,20,24,8,16,16,5,21,5,16,9,17,14,35.0,70.0,78.0,46.0,63.0,72.0,81.0,46.0,62.0,67.0,33.0,7.0,52.0,9.0,61.0,16.0,37.0,52.0,0.4571428571428571,0.2714285714285714,0.2948717948717949,0.2826086956521739,0.2698412698412698,0.2777777777777778,0.2962962962962963,0.1739130434782608,0.2580645161290322,0.2388059701492537,0.1515151515151515,0.0,0.4038461538461538,0.5555555555555556,0.2622950819672131,0.5625,0.4594594594594595,0.2692307692307692,15,18,4,9,15,15,11,9,7,14,18,9,17,9,14,13,4.0,37.0,35.0,38.0,73.0,28.0,64.0,31.0,56.0,9.0,4.0,17.0,23.0,67.0,63.0,20.0,66.0,43.0,30.0,68.0,63.0,0.0,0.4864864864864865,0.1142857142857142,0.2368421052631578,0.2054794520547945,0.5357142857142857,0.171875,0.2903225806451613,0.125,0.0,0.0,0.8235294117647058,0.0,0.2686567164179104,0.1428571428571428,0.0,0.2575757575757575,0.2093023255813953,0.0,0.2058823529411764,0.2063492063492063,33,,58.0,1.7575757575757576,0.0,76.69999999999999,2.324242424242424,13.4,0.9,-2.4,-1.1,-1.3,0.0222246197000755,0.516,0.43,0.248,-0.1,0.4,L (-8),L (-8)
33.0,14.0,2022-12-25,23-216,MIL,BOS,0,3.6833333333333336,0.0,2.0,.000,0.0,1.0,.000,0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.4,-2,1.0,0.0,0.0,16,19,23,13,17,20,24,8,16,16,5,21,5,16,9,17,14,35.0,70.0,78.0,46.0,63.0,72.0,81.0,46.0,62.0,67.0,33.0,7.0,52.0,9.0,61.0,16.0,37.0,52.0,0.4571428571428571,0.2714285714285714,0.2948717948717949,0.2826086956521739,0.2698412698412698,0.2777777777777778,0.2962962962962963,0.1739130434782608,0.2580645161290322,0.2388059701492537,0.1515151515151515,0.0,0.4038461538461538,0.5555555555555556,0.2622950819672131,0.5625,0.4594594594594595,0.2692307692307692,15,18,4,9,15,15,11,9,7,14,18,9,17,9,14,13,4.0,37.0,35.0,38.0,73.0,28.0,64.0,31.0,56.0,9.0,4.0,17.0,23.0,67.0,63.0,20.0,66.0,43.0,30.0,68.0,63.0,0.0,0.4864864864864865,0.1142857142857142,0.2368421052631578,0.2054794520547945,0.5357142857142857,0.171875,0.2903225806451613,0.125,0.0,0.0,0.8235294117647058,0.0,0.2686567164179104,0.1428571428571428,0.0,0.2575757575757575,0.2093023255813953,0.0,0.2058823529411764,0.2063492063492063,33,-2.0,61.0,1.8484848484848484,-1.4,84.89999999999998,2.572727272727272,13.4,0.9,-2.4,-1.1,-1.3,0.0222246197000755,0.516,0.43,0.248,-0.1,0.4,L (-18),L (-18)
34.0,,2022-12-28,23-219,MIL,CHI,Did Not Play,0.0,0.0,0.0,Did Not Play,,,Did Not Play,Did Not Play,0.0,Did Not Play,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Did Not Play,Did Not Play,,,,16,19,23,13,17,20,24,8,16,16,5,21,5,16,9,17,14,35.0,70.0,78.0,46.0,63.0,72.0,81.0,46.0,62.0,67.0,33.0,7.0,52.0,9.0,61.0,16.0,37.0,52.0,0.4571428571428571,0.2714285714285714,0.2948717948717949,0.2826086956521739,0.2698412698412698,0.2777777777777778,0.2962962962962963,0.1739130434782608,0.2580645161290322,0.2388059701492537,0.1515151515151515,0.0,0.4038461538461538,0.5555555555555556,0.2622950819672131,0.5625,0.4594594594594595,0.2692307692307692,15,18,4,9,15,15,11,9,7,14,18,9,17,9,14,13,4.0,37.0,35.0,38.0,73.0,28.0,64.0,31.0,56.0,9.0,4.0,17.0,23.0,67.0,63.0,20.0,66.0,43.0,30.0,68.0,63.0,0.0,0.4864864864864865,0.1142857142857142,0.2368421052631578,0.2054794520547945,0.5357142857142857,0.171875,0.2903225806451613,0.125,0.0,0.0,0.8235294117647058,0.0,0.2686567164179104,0.1428571428571428,0.0,0.2575757575757575,0.2093023255813953,0.0,0.2058823529411764,0.2063492063492063,33,,47.0,1.4242424242424243,0.0,59.89999999999999,1.815151515151515,13.4,0.9,-2.4,-1.1,-1.3,0.0222246197000755,0.516,0.43,0.248,-0.1,0.4,L (-21),L (-21)
35.0,15.0,2022-12-30,23-221,MIL,MIN,0,4.316666666666666,0.0,2.0,.000,0.0,1.0,.000,0,0.0,,1.0,1.0,2.0,0.0,0.0,1.0,1.0,0.0,0.0,-0.7,-3,1.0,0.0,0.0,16,19,23,13,17,20,24,8,16,16,5,21,5,16,9,17,14,35.0,70.0,78.0,46.0,63.0,72.0,81.0,46.0,62.0,67.0,33.0,7.0,52.0,9.0,61.0,16.0,37.0,52.0,0.4571428571428571,0.2714285714285714,0.2948717948717949,0.2826086956521739,0.2698412698412698,0.2777777777777778,0.2962962962962963,0.1739130434782608,0.2580645161290322,0.2388059701492537,0.1515151515151515,0.0,0.4038461538461538,0.5555555555555556,0.2622950819672131,0.5625,0.4594594594594595,0.2692307692307692,15,18,4,9,15,15,11,9,7,14,18,9,17,9,14,13,4.0,37.0,35.0,38.0,73.0,28.0,64.0,31.0,56.0,9.0,4.0,17.0,23.0,67.0,63.0,20.0,66.0,43.0,30.0,68.0,63.0,0.0,0.4864864864864865,0.1142857142857142,0.2368421052631578,0.2054794520547945,0.5357142857142857,0.171875,0.2903225806451613,0.125,0.0,0.0,0.8235294117647058,0.0,0.2686567164179104,0.1428571428571428,0.0,0.2575757575757575,0.2093023255813953,0.0,0.2058823529411764,0.2063492063492063,33,0.0,48.0,1.4545454545454546,-0.7,67.4,2.0424242424242425,13.4,0.9,-2.4,-1.1,-1.3,0.0222246197000755,0.516,0.43,0.248,-0.1,0.4,L (-6),L (-6)
36.0,16.0,2023-01-01,23-223,MIL,WAS,0,13.066666666666666,0.0,3.0,.000,0.0,2.0,.000,2,2.0,1.000,0.0,4.0,4.0,3.0,0.0,0.0,0.0,1.0,2.0,2.8,-10,1.0,0.0,0.0,16,19,23,13,17,20,24,8,16,16,5,21,5,16,9,17,14,35.0,70.0,78.0,46.0,63.0,72.0,81.0,46.0,62.0,67.0,33.0,7.0,52.0,9.0,61.0,16.0,37.0,52.0,0.4571428571428571,0.2714285714285714,0.2948717948717949,0.2826086956521739,0.2698412698412698,0.2777777777777778,0.2962962962962963,0.1739130434782608,0.2580645161290322,0.2388059701492537,0.1515151515151515,0.0,0.4038461538461538,0.5555555555555556,0.2622950819672131,0.5625,0.4594594594594595,0.2692307692307692,15,18,4,9,15,15,11,9,7,14,18,9,17,9,14,13,4.0,37.0,35.0,38.0,73.0,28.0,64.0,31.0,56.0,9.0,4.0,17.0,23.0,67.0,63.0,20.0,66.0,43.0,30.0,68.0,63.0,0.0,0.4864864864864865,0.1142857142857142,0.2368421052631578,0.2054794520547945,0.5357142857142857,0.171875,0.2903225806451613,0.125,0.0,0.0,0.8235294117647058,0.0,0.2686567164179104,0.1428571428571428,0.0,0.2575757575757575,0.2093023255813953,0.0,0.2058823529411764,0.2063492063492063,33,4.0,44.0,1.3333333333333333,2.0000000000000004,64.3,1.9484848484848485,13.4,0.9,-2.4,-1.1,-1.3,0.0222246197000755,0.516,0.43,0.248,-0.1,0.4,W (+9),W (+9)
37.0,,2023-01-03,23-225,MIL,WAS,,0.0,0.0,0.0,,,,,,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,16,19,23,13,17,20,24,8,16,16,5,21,5,16,9,17,14,35.0,70.0,78.0,46.0,63.0,72.0,81.0,46.0,62.0,67.0,33.0,7.0,52.0,9.0,61.0,16.0,37.0,52.0,0.4571428571428571,0.2714285714285714,0.2948717948717949,0.2826086956521739,0.2698412698412698,0.2777777777777778,0.2962962962962963,0.1739130434782608,0.2580645161290322,0.2388059701492537,0.1515151515151515,0.0,0.4038461538461538,0.5555555555555556,0.2622950819672131,0.5625,0.4594594594594595,0.2692307692307692,15,18,4,9,15,15,11,9,7,14,18,9,17,9,14,13,4.0,37.0,35.0,38.0,73.0,28.0,64.0,31.0,56.0,9.0,4.0,17.0,23.0,67.0,63.0,20.0,66.0,43.0,30.0,68.0,63.0,0.0,0.4864864864864865,0.1142857142857142,0.2368421052631578,0.2054794520547945,0.5357142857142857,0.171875,0.2903225806451613,0.125,0.0,0.0,0.8235294117647058,0.0,0.2686567164179104,0.1428571428571428,0.0,0.2575757575757575,0.2093023255813953,0.0,0.2058823529411764,0.2063492063492063,33,,40.0,1.2121212121212122,0.0,48.99999999999999,1.4848484848484846,13.4,0.9,-2.4,-1.1,-1.3,0.0222246197000755,0.516,0.43,0.248,-0.1,0.4,L (-23),L (-23)
38.0,17.0,2023-01-04,23-226,MIL,TOR,0,9.95,0.0,1.0,.000,0.0,1.0,.000,0,0.0,,1.0,1.0,2.0,1.0,0.0,0.0,0.0,1.0,0.0,0.6,-4,0.0,0.0,,16,19,23,13,17,20,24,8,16,16,5,21,5,16,9,17,14,35.0,70.0,78.0,46.0,63.0,72.0,81.0,46.0,62.0,67.0,33.0,7.0,52.0,9.0,61.0,16.0,37.0,52.0,0.4571428571428571,0.2714285714285714,0.2948717948717949,0.2826086956521739,0.2698412698412698,0.2777777777777778,0.2962962962962963,0.1739130434782608,0.2580645161290322,0.2388059701492537,0.1515151515151515,0.0,0.4038461538461538,0.5555555555555556,0.2622950819672131,0.5625,0.4594594594594595,0.2692307692307692,15,18,4,9,15,15,11,9,7,14,18,9,17,9,14,13,4.0,37.0,35.0,38.0,73.0,28.0,64.0,31.0,56.0,9.0,4.0,17.0,23.0,67.0,63.0,20.0,66.0,43.0,30.0,68.0,63.0,0.0,0.4864864864864865,0.1142857142857142,0.2368421052631578,0.2054794520547945,0.5357142857142857,0.171875,0.2903225806451613,0.125,0.0,0.0,0.8235294117647058,0.0,0.2686567164179104,0.1428571428571428,0.0,0.2575757575757575,0.2093023255813953,0.0,0.2058823529411764,0.2063492063492063,33,2.0,33.0,1.0,0.6,46.5,1.4090909090909092,13.4,0.9,-2.4,-1.1,-1.3,0.0222246197000755,0.516,0.43,0.248,-0.1,0.4,W (+10),W (+10)
39.0,,2023-01-06,23-228,MIL,CHO,,0.0,0.0,0.0,,,,,,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,16,19,23,13,17,20,24,8,16,16,5,21,5,16,9,17,14,35.0,70.0,78.0,46.0,63.0,72.0,81.0,46.0,62.0,67.0,33.0,7.0,52.0,9.0,61.0,16.0,37.0,52.0,0.4571428571428571,0.2714285714285714,0.2948717948717949,0.2826086956521739,0.2698412698412698,0.2777777777777778,0.2962962962962963,0.1739130434782608,0.2580645161290322,0.2388059701492537,0.1515151515151515,0.0,0.4038461538461538,0.5555555555555556,0.2622950819672131,0.5625,0.4594594594594595,0.2692307692307692,15,18,4,9,15,15,11,9,7,14,18,9,17,9,14,13,4.0,37.0,35.0,38.0,73.0,28.0,64.0,31.0,56.0,9.0,4.0,17.0,23.0,67.0,63.0,20.0,66.0,43.0,30.0,68.0,63.0,0.0,0.4864864864864865,0.1142857142857142,0.2368421052631578,0.2054794520547945,0.5357142857142857,0.171875,0.2903225806451613,0.125,0.0,0.0,0.8235294117647058,0.0,0.2686567164179104,0.1428571428571428,0.0,0.2575757575757575,0.2093023255813953,0.0,0.2058823529411764,0.2063492063492063,33,,41.0,1.2424242424242424,0.0,59.399999999999984,1.7999999999999996,13.4,0.9,-2.4,-1.1,-1.3,0.0222246197000755,0.516,0.43,0.248,-0.1,0.4,W (+3),W (+3)
40.0,,2023-01-09,23-231,MIL,NYK,Did Not Play,0.0,0.0,0.0,Did Not Play,,,Did Not Play,Did Not Play,0.0,Did Not Play,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Did Not Play,Did Not Play,,,,16,19,23,13,17,20,24,8,16,16,5,21,5,16,9,17,14,35.0,70.0,78.0,46.0,63.0,72.0,81.0,46.0,62.0,67.0,33.0,7.0,52.0,9.0,61.0,16.0,37.0,52.0,0.4571428571428571,0.2714285714285714,0.2948717948717949,0.2826086956521739,0.2698412698412698,0.2777777777777778,0.2962962962962963,0.1739130434782608,0.2580645161290322,0.2388059701492537,0.1515151515151515,0.0,0.4038461538461538,0.5555555555555556,0.2622950819672131,0.5625,0.4594594594594595,0.2692307692307692,15,18,4,9,15,15,11,9,7,14,18,9,17,9,14,13,4.0,37.0,35.0,38.0,73.0,28.0,64.0,31.0,56.0,9.0,4.0,17.0,23.0,67.0,63.0,20.0,66.0,43.0,30.0,68.0,63.0,0.0,0.4864864864864865,0.1142857142857142,0.2368421052631578,0.2054794520547945,0.5357142857142857,0.171875,0.2903225806451613,0.125,0.0,0.0,0.8235294117647058,0.0,0.2686567164179104,0.1428571428571428,0.0,0.2575757575757575,0.2093023255813953,0.0,0.2058823529411764,0.2063492063492063,33,,55.0,1.6666666666666667,0.0,69.0,2.090909090909091,13.4,0.9,-2.4,-1.1,-1.3,0.0222246197000755,0.516,0.43,0.248,-0.1,0.4,L (-29),L (-29)
41.0,,2023-01-11,23-233,MIL,ATL,,0.0,0.0,0.0,,,,,,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,16,19,23,13,17,20,24,8,16,16,5,21,5,16,9,17,14,35.0,70.0,78.0,46.0,63.0,72.0,81.0,46.0,62.0,67.0,33.0,7.0,52.0,9.0,61.0,16.0,37.0,52.0,0.4571428571428571,0.2714285714285714,0.2948717948717949,0.2826086956521739,0.2698412698412698,0.2777777777777778,0.2962962962962963,0.1739130434782608,0.2580645161290322,0.2388059701492537,0.1515151515151515,0.0,0.4038461538461538,0.5555555555555556,0.2622950819672131,0.5625,0.4594594594594595,0.2692307692307692,15,18,4,9,15,15,11,9,7,14,18,9,17,9,14,13,4.0,37.0,35.0,38.0,73.0,28.0,64.0,31.0,56.0,9.0,4.0,17.0,23.0,67.0,63.0,20.0,66.0,43.0,30.0,68.0,63.0,0.0,0.4864864864864865,0.1142857142857142,0.2368421052631578,0.2054794520547945,0.5357142857142857,0.171875,0.2903225806451613,0.125,0.0,0.0,0.8235294117647058,0.0,0.2686567164179104,0.1428571428571428,0.0,0.2575757575757575,0.2093023255813953,0.0,0.2058823529411764,0.2063492063492063,33,,47.0,1.4242424242424243,0.0,61.9,1.875757575757576,13.4,0.9,-2.4,-1.1,-1.3,0.0222246197000755,0.516,0.43,0.248,-0.1,0.4,W (+4),W (+4)
42.0,18.0,2023-01-12,23-234,MIL,MIA,0,16.6,1.0,2.0,.500,0.0,1.0,.000,0,0.0,,1.0,4.0,5.0,1.0,1.0,0.0,1.0,0.0,2.0,3.6,+8,1.0,1.0,1.0,16,19,23,13,17,20,24,8,16,16,5,21,5,16,9,17,14,35.0,70.0,78.0,46.0,63.0,72.0,81.0,46.0,62.0,67.0,33.0,7.0,52.0,9.0,61.0,16.0,37.0,52.0,0.4571428571428571,0.2714285714285714,0.2948717948717949,0.2826086956521739,0.2698412698412698,0.2777777777777778,0.2962962962962963,0.1739130434782608,0.2580645161290322,0.2388059701492537,0.1515151515151515,0.0,0.4038461538461538,0.5555555555555556,0.2622950819672131,0.5625,0.4594594594594595,0.2692307692307692,15,18,4,9,15,15,11,9,7,14,18,9,17,9,14,13,4.0,37.0,35.0,38.0,73.0,28.0,64.0,31.0,56.0,9.0,4.0,17.0,23.0,67.0,63.0,20.0,66.0,43.0,30.0,68.0,63.0,0.0,0.4864864864864865,0.1142857142857142,0.2368421052631578,0.2054794520547945,0.5357142857142857,0.171875,0.2903225806451613,0.125,0.0,0.0,0.8235294117647058,0.0,0.2686567164179104,0.1428571428571428,0.0,0.2575757575757575,0.2093023255813953,0.0,0.2058823529411764,0.2063492063492063,33,6.0,64.0,1.93939393939394,3.6,76.79999999999998,2.3272727272727267,13.4,0.9,-2.4,-1.1,-1.3,0.0222246197000755,0.516,0.43,0.248,-0.1,0.4,,
43.0,19.0,2023-01-14,23-236,MIL,MIA,0,7.183333333333334,2.0,4.0,.500,1.0,3.0,.333,0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,5.0,2.2,-1,1.0,1.0,1.0,16,19,23,13,17,20,24,8,16,16,5,21,5,16,9,17,14,35.0,70.0,78.0,46.0,63.0,72.0,81.0,46.0,62.0,67.0,33.0,7.0,52.0,9.0,61.0,16.0,37.0,52.0,0.4571428571428571,0.2714285714285714,0.2948717948717949,0.2826086956521739,0.2698412698412698,0.2777777777777778,0.2962962962962963,0.1739130434782608,0.2580645161290322,0.2388059701492537,0.1515151515151515,0.0,0.4038461538461538,0.5555555555555556,0.2622950819672131,0.5625,0.4594594594594595,0.2692307692307692,15,18,4,9,15,15,11,9,7,14,18,9,17,9,14,13,4.0,37.0,35.0,38.0,73.0,28.0,64.0,31.0,56.0,9.0,4.0,17.0,23.0,67.0,63.0,20.0,66.0,43.0,30.0,68.0,63.0,0.0,0.4864864864864865,0.1142857142857142,0.2368421052631578,0.2054794520547945,0.5357142857142857,0.171875,0.2903225806451613,0.125,0.0,0.0,0.8235294117647058,0.0,0.2686567164179104,0.1428571428571428,0.0,0.2575757575757575,0.2093023255813953,0.0,0.2058823529411764,0.2063492063492063,33,1.0,22.0,0.6666666666666666,2.2,47.2,1.4303030303030304,13.4,0.9,-2.4,-1.1,-1.3,0.0222246197000755,0.516,0.43,0.248,-0.1,0.4,W (+9),W (+9)
