Unnamed: 0,Rk,G,Date,Age,Tm,Unnamed: 5,Opp,Unnamed: 7,GS,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,GmSc,+/-,2PA,2P,2P%,Shared Games with Alex Caruso,Shared Games with Andre Drummond,Shared Games with Ayo Dosunmu,Shared Games with Coby White,Shared Games with Dalen Terry,Shared Games with DeMar DeRozan,Shared Games with Derrick Jones Jr.,Shared Games with Goran Dragić,Shared Games with Javonte Green,Shared Games with Malcolm Hill,Shared Games with Nikola Vučević,Shared Games with Patrick Williams,Shared Games with Tony Bradley,Shared Games with Zach LaVine,Alex Caruso,Andre Drummond,Ayo Dosunmu,Carlik Jones,Coby White,Dalen Terry,DeMar DeRozan,Derrick Jones Jr.,Goran Dragić,Javonte Green,Kostas Antetokounmpo,Lonzo Ball,Malcolm Hill,Nikola Vučević,Patrick Williams,Tony Bradley,Zach LaVine,co_inf with Alex Caruso,co_inf with Andre Drummond,co_inf with Ayo Dosunmu,co_inf with Carlik Jones,co_inf with Coby White,co_inf with Dalen Terry,co_inf with DeMar DeRozan,co_inf with Derrick Jones Jr.,co_inf with Goran Dragić,co_inf with Javonte Green,co_inf with Kostas Antetokounmpo,co_inf with Lonzo Ball,co_inf with Malcolm Hill,co_inf with Nikola Vučević,co_inf with Patrick Williams,co_inf with Tony Bradley,co_inf with Zach LaVine,Shared Games with Terry Taylor,Shared Games with Patrick Beverley,Clint Capela,Patrick Beverley,Robert Williams,Terry Taylor,co_inf with Terry Taylor,co_inf with Clint Capela,co_inf with Patrick Beverley,co_inf with Robert Williams,Total Shared Players,CO_EFF,EFF,avg_EFF,CO_HGS,HGS,avg_HGS
64,62,,2023-02-28,23-136,CHI,@,TOR,L (-6),Inactive,Inactive,0.0,0.0,Inactive,,,Inactive,Inactive,0.0,Inactive,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Inactive,Inactive,,,,5,6,7,7,7,6,5,2,1,2,7,7,3,7,67.0,67.0,80.0,7.0,74.0,38.0,74.0,64.0,58.0,32.0,,,5.0,82.0,82.0,12.0,77.0,0.0746268656716417,0.0895522388059701,0.0875,0.0,0.0945945945945946,0.1842105263157894,0.081081081081081,0.078125,0.0344827586206896,0.03125,,,0.4,0.0853658536585365,0.0853658536585365,0.25,0.0909090909090909,2,3,65.0,67.0,35.0,31.0,0.064516129032258,0.0,0.044776119402985,0.0,16,,100.0,6.25,0.0,92.3,5.76875
65,63,,2023-03-01,23-137,CHI,@,DET,W (+2),Inactive,Inactive,0.0,0.0,Inactive,,,Inactive,Inactive,0.0,Inactive,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Inactive,Inactive,,,,5,6,7,7,7,6,5,2,1,2,7,7,3,7,67.0,67.0,80.0,7.0,74.0,38.0,74.0,64.0,58.0,32.0,,,5.0,82.0,82.0,12.0,77.0,0.0746268656716417,0.0895522388059701,0.0875,0.0,0.0945945945945946,0.1842105263157894,0.081081081081081,0.078125,0.0344827586206896,0.03125,,,0.4,0.0853658536585365,0.0853658536585365,0.25,0.0909090909090909,2,3,65.0,67.0,35.0,31.0,0.064516129032258,0.0,0.044776119402985,0.0,16,,93.0,5.8125,0.0,108.4,6.775
66,64,,2023-03-03,23-139,CHI,,PHO,L (-21),Inactive,Inactive,0.0,0.0,Inactive,,,Inactive,Inactive,0.0,Inactive,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Inactive,Inactive,,,,5,6,7,7,7,6,5,2,1,2,7,7,3,7,67.0,67.0,80.0,7.0,74.0,38.0,74.0,64.0,58.0,32.0,,,5.0,82.0,82.0,12.0,77.0,0.0746268656716417,0.0895522388059701,0.0875,0.0,0.0945945945945946,0.1842105263157894,0.081081081081081,0.078125,0.0344827586206896,0.03125,,,0.4,0.0853658536585365,0.0853658536585365,0.25,0.0909090909090909,2,3,65.0,67.0,35.0,31.0,0.064516129032258,0.0,0.044776119402985,0.0,16,,99.0,6.1875,0.0,112.49999999999996,7.031249999999997
67,65,,2023-03-05,23-141,CHI,,IND,L (-3),Inactive,Inactive,0.0,0.0,Inactive,,,Inactive,Inactive,0.0,Inactive,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Inactive,Inactive,,,,5,6,7,7,7,6,5,2,1,2,7,7,3,7,67.0,67.0,80.0,7.0,74.0,38.0,74.0,64.0,58.0,32.0,,,5.0,82.0,82.0,12.0,77.0,0.0746268656716417,0.0895522388059701,0.0875,0.0,0.0945945945945946,0.1842105263157894,0.081081081081081,0.078125,0.0344827586206896,0.03125,,,0.4,0.0853658536585365,0.0853658536585365,0.25,0.0909090909090909,2,3,65.0,67.0,35.0,31.0,0.064516129032258,0.0,0.044776119402985,0.0,16,,85.0,5.3125,0.0,95.4,5.9625
68,66,,2023-03-08,23-144,CHI,@,DEN,W (+21),Inactive,Inactive,0.0,0.0,Inactive,,,Inactive,Inactive,0.0,Inactive,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Inactive,Inactive,,,,5,6,7,7,7,6,5,2,1,2,7,7,3,7,67.0,67.0,80.0,7.0,74.0,38.0,74.0,64.0,58.0,32.0,,,5.0,82.0,82.0,12.0,77.0,0.0746268656716417,0.0895522388059701,0.0875,0.0,0.0945945945945946,0.1842105263157894,0.081081081081081,0.078125,0.0344827586206896,0.03125,,,0.4,0.0853658536585365,0.0853658536585365,0.25,0.0909090909090909,2,3,65.0,67.0,35.0,31.0,0.064516129032258,0.0,0.044776119402985,0.0,16,,96.0,6.0,0.0,103.59999999999998,6.474999999999999
69,67,,2023-03-11,23-147,CHI,@,HOU,W (+8),Inactive,Inactive,0.0,0.0,Inactive,,,Inactive,Inactive,0.0,Inactive,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Inactive,Inactive,,,,5,6,7,7,7,6,5,2,1,2,7,7,3,7,67.0,67.0,80.0,7.0,74.0,38.0,74.0,64.0,58.0,32.0,,,5.0,82.0,82.0,12.0,77.0,0.0746268656716417,0.0895522388059701,0.0875,0.0,0.0945945945945946,0.1842105263157894,0.081081081081081,0.078125,0.0344827586206896,0.03125,,,0.4,0.0853658536585365,0.0853658536585365,0.25,0.0909090909090909,2,3,65.0,67.0,35.0,31.0,0.064516129032258,0.0,0.044776119402985,0.0,16,,74.0,4.625,0.0,83.2,5.2
70,68,,2023-03-15,23-151,CHI,,SAC,L (-3),Inactive,Inactive,0.0,0.0,Inactive,,,Inactive,Inactive,0.0,Inactive,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Inactive,Inactive,,,,5,6,7,7,7,6,5,2,1,2,7,7,3,7,67.0,67.0,80.0,7.0,74.0,38.0,74.0,64.0,58.0,32.0,,,5.0,82.0,82.0,12.0,77.0,0.0746268656716417,0.0895522388059701,0.0875,0.0,0.0945945945945946,0.1842105263157894,0.081081081081081,0.078125,0.0344827586206896,0.03125,,,0.4,0.0853658536585365,0.0853658536585365,0.25,0.0909090909090909,2,3,65.0,67.0,35.0,31.0,0.064516129032258,0.0,0.044776119402985,0.0,16,,76.0,4.75,0.0,91.5,5.71875
71,69,,2023-03-17,23-153,CHI,,MIN,W (+8),Did Not Play,Did Not Play,0.0,0.0,Did Not Play,,,Did Not Play,Did Not Play,0.0,Did Not Play,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Did Not Play,Did Not Play,,,,5,6,7,7,7,6,5,2,1,2,7,7,3,7,67.0,67.0,80.0,7.0,74.0,38.0,74.0,64.0,58.0,32.0,,,5.0,82.0,82.0,12.0,77.0,0.0746268656716417,0.0895522388059701,0.0875,0.0,0.0945945945945946,0.1842105263157894,0.081081081081081,0.078125,0.0344827586206896,0.03125,,,0.4,0.0853658536585365,0.0853658536585365,0.25,0.0909090909090909,2,3,65.0,67.0,35.0,31.0,0.064516129032258,0.0,0.044776119402985,0.0,16,,95.0,5.9375,0.0,115.0,7.1875
72,70,,2023-03-18,23-154,CHI,,MIA,W (+14),Inactive,Inactive,0.0,0.0,Inactive,,,Inactive,Inactive,0.0,Inactive,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Inactive,Inactive,,,,5,6,7,7,7,6,5,2,1,2,7,7,3,7,67.0,67.0,80.0,7.0,74.0,38.0,74.0,64.0,58.0,32.0,,,5.0,82.0,82.0,12.0,77.0,0.0746268656716417,0.0895522388059701,0.0875,0.0,0.0945945945945946,0.1842105263157894,0.081081081081081,0.078125,0.0344827586206896,0.03125,,,0.4,0.0853658536585365,0.0853658536585365,0.25,0.0909090909090909,2,3,65.0,67.0,35.0,31.0,0.064516129032258,0.0,0.044776119402985,0.0,16,,108.0,6.75,0.0,106.9,6.68125
73,71,,2023-03-20,23-156,CHI,@,PHI,W (+4),Inactive,Inactive,0.0,0.0,Inactive,,,Inactive,Inactive,0.0,Inactive,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Inactive,Inactive,,,,5,6,7,7,7,6,5,2,1,2,7,7,3,7,67.0,67.0,80.0,7.0,74.0,38.0,74.0,64.0,58.0,32.0,,,5.0,82.0,82.0,12.0,77.0,0.0746268656716417,0.0895522388059701,0.0875,0.0,0.0945945945945946,0.1842105263157894,0.081081081081081,0.078125,0.0344827586206896,0.03125,,,0.4,0.0853658536585365,0.0853658536585365,0.25,0.0909090909090909,2,3,65.0,67.0,35.0,31.0,0.064516129032258,0.0,0.044776119402985,0.0,16,,84.0,5.25,0.0,100.70000000000002,6.293750000000001
74,72,,2023-03-22,23-158,CHI,,PHI,L (-25),Inactive,Inactive,0.0,0.0,Inactive,,,Inactive,Inactive,0.0,Inactive,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Inactive,Inactive,,,,5,6,7,7,7,6,5,2,1,2,7,7,3,7,67.0,67.0,80.0,7.0,74.0,38.0,74.0,64.0,58.0,32.0,,,5.0,82.0,82.0,12.0,77.0,0.0746268656716417,0.0895522388059701,0.0875,0.0,0.0945945945945946,0.1842105263157894,0.081081081081081,0.078125,0.0344827586206896,0.03125,,,0.4,0.0853658536585365,0.0853658536585365,0.25,0.0909090909090909,2,3,65.0,67.0,35.0,31.0,0.064516129032258,0.0,0.044776119402985,0.0,16,,67.0,4.1875,0.0,66.39999999999999,4.1499999999999995
75,73,,2023-03-24,23-160,CHI,@,POR,W (+28),Inactive,Inactive,0.0,0.0,Inactive,,,Inactive,Inactive,0.0,Inactive,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Inactive,Inactive,,,,5,6,7,7,7,6,5,2,1,2,7,7,3,7,67.0,67.0,80.0,7.0,74.0,38.0,74.0,64.0,58.0,32.0,,,5.0,82.0,82.0,12.0,77.0,0.0746268656716417,0.0895522388059701,0.0875,0.0,0.0945945945945946,0.1842105263157894,0.081081081081081,0.078125,0.0344827586206896,0.03125,,,0.4,0.0853658536585365,0.0853658536585365,0.25,0.0909090909090909,2,3,65.0,67.0,35.0,31.0,0.064516129032258,0.0,0.044776119402985,0.0,16,,116.0,7.25,0.0,117.7,7.35625
76,74,,2023-03-26,23-162,CHI,@,LAL,W (+10),Inactive,Inactive,0.0,0.0,Inactive,,,Inactive,Inactive,0.0,Inactive,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Inactive,Inactive,,,,5,6,7,7,7,6,5,2,1,2,7,7,3,7,67.0,67.0,80.0,7.0,74.0,38.0,74.0,64.0,58.0,32.0,,,5.0,82.0,82.0,12.0,77.0,0.0746268656716417,0.0895522388059701,0.0875,0.0,0.0945945945945946,0.1842105263157894,0.081081081081081,0.078125,0.0344827586206896,0.03125,,,0.4,0.0853658536585365,0.0853658536585365,0.25,0.0909090909090909,2,3,65.0,67.0,35.0,31.0,0.064516129032258,0.0,0.044776119402985,0.0,16,,129.0,8.0625,0.0,114.1,7.13125
77,75,,2023-03-27,23-163,CHI,@,LAC,L (-12),Inactive,Inactive,0.0,0.0,Inactive,,,Inactive,Inactive,0.0,Inactive,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Inactive,Inactive,,,,5,6,7,7,7,6,5,2,1,2,7,7,3,7,67.0,67.0,80.0,7.0,74.0,38.0,74.0,64.0,58.0,32.0,,,5.0,82.0,82.0,12.0,77.0,0.0746268656716417,0.0895522388059701,0.0875,0.0,0.0945945945945946,0.1842105263157894,0.081081081081081,0.078125,0.0344827586206896,0.03125,,,0.4,0.0853658536585365,0.0853658536585365,0.25,0.0909090909090909,2,3,65.0,67.0,35.0,31.0,0.064516129032258,0.0,0.044776119402985,0.0,16,,100.0,6.25,0.0,105.50000000000004,6.593750000000003
78,76,,2023-03-29,23-165,CHI,,LAL,L (-11),Did Not Play,Did Not Play,0.0,0.0,Did Not Play,,,Did Not Play,Did Not Play,0.0,Did Not Play,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Did Not Play,Did Not Play,,,,5,6,7,7,7,6,5,2,1,2,7,7,3,7,67.0,67.0,80.0,7.0,74.0,38.0,74.0,64.0,58.0,32.0,,,5.0,82.0,82.0,12.0,77.0,0.0746268656716417,0.0895522388059701,0.0875,0.0,0.0945945945945946,0.1842105263157894,0.081081081081081,0.078125,0.0344827586206896,0.03125,,,0.4,0.0853658536585365,0.0853658536585365,0.25,0.0909090909090909,2,3,65.0,67.0,35.0,31.0,0.064516129032258,0.0,0.044776119402985,0.0,16,,97.0,6.0625,0.0,106.9,6.68125
79,77,4,2023-03-31,23-167,CHI,@,CHO,W (+30),0,3:58,0.0,1.0,.000,0.0,0.0,,0,0.0,,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,-0.4,-1,1.0,0.0,0.0,5,6,7,7,7,6,5,2,1,2,7,7,3,7,67.0,67.0,80.0,7.0,74.0,38.0,74.0,64.0,58.0,32.0,,,5.0,82.0,82.0,12.0,77.0,0.0746268656716417,0.0895522388059701,0.0875,0.0,0.0945945945945946,0.1842105263157894,0.081081081081081,0.078125,0.0344827586206896,0.03125,,,0.4,0.0853658536585365,0.0853658536585365,0.25,0.0909090909090909,2,3,65.0,67.0,35.0,31.0,0.064516129032258,0.0,0.044776119402985,0.0,16,0.0,116.0,7.25,-0.4,119.3,7.45625
80,78,,2023-04-02,23-169,CHI,,MEM,W (+21),Did Not Play,Did Not Play,0.0,0.0,Did Not Play,,,Did Not Play,Did Not Play,0.0,Did Not Play,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Did Not Play,Did Not Play,,,,5,6,7,7,7,6,5,2,1,2,7,7,3,7,67.0,67.0,80.0,7.0,74.0,38.0,74.0,64.0,58.0,32.0,,,5.0,82.0,82.0,12.0,77.0,0.0746268656716417,0.0895522388059701,0.0875,0.0,0.0945945945945946,0.1842105263157894,0.081081081081081,0.078125,0.0344827586206896,0.03125,,,0.4,0.0853658536585365,0.0853658536585365,0.25,0.0909090909090909,2,3,65.0,67.0,35.0,31.0,0.064516129032258,0.0,0.044776119402985,0.0,16,,106.0,6.625,0.0,124.1,7.75625
81,79,5,2023-04-04,23-171,CHI,,ATL,L (-18),0,2:06,1.0,2.0,.500,0.0,1.0,.000,0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0,1.0,1.0,1.0,5,6,7,7,7,6,5,2,1,2,7,7,3,7,67.0,67.0,80.0,7.0,74.0,38.0,74.0,64.0,58.0,32.0,,,5.0,82.0,82.0,12.0,77.0,0.0746268656716417,0.0895522388059701,0.0875,0.0,0.0945945945945946,0.1842105263157894,0.081081081081081,0.078125,0.0344827586206896,0.03125,,,0.4,0.0853658536585365,0.0853658536585365,0.25,0.0909090909090909,2,3,65.0,67.0,35.0,31.0,0.064516129032258,0.0,0.044776119402985,0.0,16,0.0,73.0,4.5625,1.0,83.99999999999999,5.249999999999999
82,80,6,2023-04-05,23-172,CHI,@,MIL,L (-13),0,0:39,0.0,0.0,,0.0,0.0,,0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,+3,0.0,0.0,,5,6,7,7,7,6,5,2,1,2,7,7,3,7,67.0,67.0,80.0,7.0,74.0,38.0,74.0,64.0,58.0,32.0,,,5.0,82.0,82.0,12.0,77.0,0.0746268656716417,0.0895522388059701,0.0875,0.0,0.0945945945945946,0.1842105263157894,0.081081081081081,0.078125,0.0344827586206896,0.03125,,,0.4,0.0853658536585365,0.0853658536585365,0.25,0.0909090909090909,2,3,65.0,67.0,35.0,31.0,0.064516129032258,0.0,0.044776119402985,0.0,16,0.0,70.0,4.375,0.0,75.39999999999999,4.7124999999999995
83,Rk,G,Date,Age,Tm,,Opp,,GS,MP,0.0,0.0,FG%,,,3P%,FT,0.0,FT%,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,GmSc,+/-,,,,5,6,7,7,7,6,5,2,1,2,7,7,3,7,67.0,67.0,80.0,7.0,74.0,38.0,74.0,64.0,58.0,32.0,,,5.0,82.0,82.0,12.0,77.0,0.0746268656716417,0.0895522388059701,0.0875,0.0,0.0945945945945946,0.1842105263157894,0.081081081081081,0.078125,0.0344827586206896,0.03125,,,0.4,0.0853658536585365,0.0853658536585365,0.25,0.0909090909090909,2,3,65.0,67.0,35.0,31.0,0.064516129032258,0.0,0.044776119402985,0.0,16,,0.0,0.0,0.0,0.0,0.0
84,81,,2023-04-07,23-174,CHI,@,DAL,W (+3),Did Not Play,Did Not Play,0.0,0.0,Did Not Play,,,Did Not Play,Did Not Play,0.0,Did Not Play,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Did Not Play,Did Not Play,,,,5,6,7,7,7,6,5,2,1,2,7,7,3,7,67.0,67.0,80.0,7.0,74.0,38.0,74.0,64.0,58.0,32.0,,,5.0,82.0,82.0,12.0,77.0,0.0746268656716417,0.0895522388059701,0.0875,0.0,0.0945945945945946,0.1842105263157894,0.081081081081081,0.078125,0.0344827586206896,0.03125,,,0.4,0.0853658536585365,0.0853658536585365,0.25,0.0909090909090909,2,3,65.0,67.0,35.0,31.0,0.064516129032258,0.0,0.044776119402985,0.0,16,,94.0,5.875,0.0,99.5,6.21875
85,82,7,2023-04-09,23-176,CHI,,DET,W (+22),0,8:14,1.0,3.0,.333,1.0,2.0,.500,1,2.0,.500,0.0,1.0,1.0,0.0,0.0,0.0,0.0,3.0,4.0,1.0,+15,1.0,0.0,0.0,5,6,7,7,7,6,5,2,1,2,7,7,3,7,67.0,67.0,80.0,7.0,74.0,38.0,74.0,64.0,58.0,32.0,,,5.0,82.0,82.0,12.0,77.0,0.0746268656716417,0.0895522388059701,0.0875,0.0,0.0945945945945946,0.1842105263157894,0.081081081081081,0.078125,0.0344827586206896,0.03125,,,0.4,0.0853658536585365,0.0853658536585365,0.25,0.0909090909090909,2,3,65.0,67.0,35.0,31.0,0.064516129032258,0.0,0.044776119402985,0.0,16,0.0,54.0,3.375,0.6000000000000003,58.99999999999999,3.6874999999999996
