Rk,G,Date,Age,Tm,Opp,GS,MP,FG,FGA,FG%,FT,FTA,FT%,TRB,AST,PF,PTS,+/-,GmSc,Aaron Gordon,Bones Hyland,Bruce Brown,Christian Braun,Davon Reed,DeAndre Jordan,Ish Smith,Jack White,Jamal Murray,Jeff Green,Kentavious Caldwell-Pope,Michael Porter Jr.,Nikola Jokić,Peyton Watson,Vlatko Čančar,Zeke Nnaji,co_inf with Aaron Gordon,co_inf with Bones Hyland,co_inf with Bruce Brown,co_inf with Christian Braun,co_inf with Davon Reed,co_inf with DeAndre Jordan,co_inf with Ish Smith,co_inf with Jack White,co_inf with Jamal Murray,co_inf with Jeff Green,co_inf with Kentavious Caldwell-Pope,co_inf with Michael Porter Jr.,co_inf with Nikola Jokić,co_inf with Peyton Watson,co_inf with Vlatko Čančar,co_inf with Zeke Nnaji,Donovan Williams,Reggie Jackson,Thomas Bryant,co_inf with Donovan Williams,co_inf with Reggie Jackson,co_inf with Thomas Bryant,Total Shared Players,STL,BLK,TOV,CO_EFF,EFF,avg_EFF,HGS,avg_HGS,Co_Points_Share,New Column,Result
56.0,,2023-02-09,23-229,DEN,ORL,,0.0,,,,,,,,,,,,,68.0,56.0,80.0,76.0,43.0,39.0,43.0,17.0,65.0,56.0,76.0,62.0,69.0,23.0,60.0,53.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,68.0,59.0,0.0,0.0,0.0,0,0,0,0,,55.0,0.0,71.2,0.0,,L (-30),L (-30)
57.0,,2023-02-11,23-231,DEN,CHO,,0.0,,,,,,,,,,,,,68.0,56.0,80.0,76.0,43.0,39.0,43.0,17.0,65.0,56.0,76.0,62.0,69.0,23.0,60.0,53.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,68.0,59.0,0.0,0.0,0.0,0,0,0,0,,102.0,0.0,116.2,0.0,,W (+34),W (+34)
58.0,,2023-02-13,23-233,DEN,MIA,,0.0,,,,,,,,,,,,,68.0,56.0,80.0,76.0,43.0,39.0,43.0,17.0,65.0,56.0,76.0,62.0,69.0,23.0,60.0,53.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,68.0,59.0,0.0,0.0,0.0,0,0,0,0,,92.0,0.0,97.2,0.0,,L (-11),L (-11)
59.0,,2023-02-15,23-235,DEN,DAL,,0.0,,,,,,,,,,,,,68.0,56.0,80.0,76.0,43.0,39.0,43.0,17.0,65.0,56.0,76.0,62.0,69.0,23.0,60.0,53.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,68.0,59.0,0.0,0.0,0.0,0,0,0,0,,92.0,0.0,97.7,0.0,,W (+14),W (+14)
60.0,,2023-02-23,23-243,DEN,CLE,,0.0,,,,,,,,,,,,,68.0,56.0,80.0,76.0,43.0,39.0,43.0,17.0,65.0,56.0,76.0,62.0,69.0,23.0,60.0,53.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,68.0,59.0,0.0,0.0,0.0,0,0,0,0,,84.0,0.0,92.29999999999998,0.0,,W (+4),W (+4)
61.0,,2023-02-25,23-245,DEN,MEM,,0.0,,,,,,,,,,,,,68.0,56.0,80.0,76.0,43.0,39.0,43.0,17.0,65.0,56.0,76.0,62.0,69.0,23.0,60.0,53.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,68.0,59.0,0.0,0.0,0.0,0,0,0,0,,43.0,0.0,53.20000000000001,0.0,,W (+9),W (+9)
62.0,,2023-02-26,23-246,DEN,LAC,,0.0,,,,,,,,,,,,,68.0,56.0,80.0,76.0,43.0,39.0,43.0,17.0,65.0,56.0,76.0,62.0,69.0,23.0,60.0,53.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,68.0,59.0,0.0,0.0,0.0,0,0,0,0,,96.0,0.0,108.29999999999998,0.0,,W (+6),W (+6)
63.0,,2023-02-28,23-248,DEN,HOU,,0.0,,,,,,,,,,,,,68.0,56.0,80.0,76.0,43.0,39.0,43.0,17.0,65.0,56.0,76.0,62.0,69.0,23.0,60.0,53.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,68.0,59.0,0.0,0.0,0.0,0,0,0,0,,102.0,0.0,115.7,0.0,,,
64.0,,2023-03-03,23-251,DEN,MEM,,0.0,,,,,,,,,,,,,68.0,56.0,80.0,76.0,43.0,39.0,43.0,17.0,65.0,56.0,76.0,62.0,69.0,23.0,60.0,53.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,68.0,59.0,0.0,0.0,0.0,0,0,0,0,,94.0,0.0,105.60000000000002,0.0,,L (-18),L (-18)
65.0,,2023-03-06,23-254,DEN,TOR,,0.0,,,,,,,,,,,,,68.0,56.0,80.0,76.0,43.0,39.0,43.0,17.0,65.0,56.0,76.0,62.0,69.0,23.0,60.0,53.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,68.0,59.0,0.0,0.0,0.0,0,0,0,0,,77.0,0.0,100.10000000000002,0.0,,W (+10),W (+10)
66.0,,2023-03-08,23-256,DEN,CHI,,0.0,,,,,,,,,,,,,68.0,56.0,80.0,76.0,43.0,39.0,43.0,17.0,65.0,56.0,76.0,62.0,69.0,23.0,60.0,53.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,68.0,59.0,0.0,0.0,0.0,0,0,0,0,,50.0,0.0,56.00000000000001,0.0,,W (+21),W (+21)
67.0,,2023-03-10,23-258,DEN,SAS,,0.0,,,,,,,,,,,,,68.0,56.0,80.0,76.0,43.0,39.0,43.0,17.0,65.0,56.0,76.0,62.0,69.0,23.0,60.0,53.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,68.0,59.0,0.0,0.0,0.0,0,0,0,0,,84.0,0.0,103.09999999999998,0.0,,W (+16),W (+16)
68.0,,2023-03-12,23-260,DEN,BRK,,0.0,,,,,,,,,,,,,68.0,56.0,80.0,76.0,43.0,39.0,43.0,17.0,65.0,56.0,76.0,62.0,69.0,23.0,60.0,53.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,68.0,59.0,0.0,0.0,0.0,0,0,0,0,,73.0,0.0,88.60000000000001,0.0,,W (+5),W (+5)
69.0,,2023-03-14,23-262,DEN,TOR,,0.0,,,,,,,,,,,,,68.0,56.0,80.0,76.0,43.0,39.0,43.0,17.0,65.0,56.0,76.0,62.0,69.0,23.0,60.0,53.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,68.0,59.0,0.0,0.0,0.0,0,0,0,0,,73.0,0.0,92.29999999999998,0.0,,L (-21),L (-21)
70.0,,2023-03-16,23-264,DEN,DET,,0.0,,,,,,,,,,,,,68.0,56.0,80.0,76.0,43.0,39.0,43.0,17.0,65.0,56.0,76.0,62.0,69.0,23.0,60.0,53.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,68.0,59.0,0.0,0.0,0.0,0,0,0,0,,90.0,0.0,106.79999999999998,0.0,,L (-8),L (-8)
71.0,,2023-03-18,23-266,DEN,NYK,,0.0,,,,,,,,,,,,,68.0,56.0,80.0,76.0,43.0,39.0,43.0,17.0,65.0,56.0,76.0,62.0,69.0,23.0,60.0,53.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,68.0,59.0,0.0,0.0,0.0,0,0,0,0,,65.0,0.0,76.39999999999999,0.0,,L (-2),L (-2)
72.0,,2023-03-19,23-267,DEN,BRK,,0.0,,,,,,,,,,,,,68.0,56.0,80.0,76.0,43.0,39.0,43.0,17.0,65.0,56.0,76.0,62.0,69.0,23.0,60.0,53.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,68.0,59.0,0.0,0.0,0.0,0,0,0,0,,78.0,0.0,85.4,0.0,,L (-15),L (-15)
73.0,,2023-03-22,23-270,DEN,WAS,,0.0,,,,,,,,,,,,,68.0,56.0,80.0,76.0,43.0,39.0,43.0,17.0,65.0,56.0,76.0,62.0,69.0,23.0,60.0,53.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,68.0,59.0,0.0,0.0,0.0,0,0,0,0,,80.0,0.0,93.1,0.0,,W (+19),W (+19)
74.0,,2023-03-25,23-273,DEN,MIL,,0.0,,,,,,,,,,,,,68.0,56.0,80.0,76.0,43.0,39.0,43.0,17.0,65.0,56.0,76.0,62.0,69.0,23.0,60.0,53.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,68.0,59.0,0.0,0.0,0.0,0,0,0,0,,87.0,0.0,101.3,0.0,,L (-6),L (-6)
75.0,,2023-03-27,23-275,DEN,PHI,,0.0,,,,,,,,,,,,,68.0,56.0,80.0,76.0,43.0,39.0,43.0,17.0,65.0,56.0,76.0,62.0,69.0,23.0,60.0,53.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,68.0,59.0,0.0,0.0,0.0,0,0,0,0,,87.0,0.0,98.4,0.0,,W (+6),W (+6)
76.0,,2023-03-30,23-278,DEN,NOP,,0.0,,,,,,,,,,,,,68.0,56.0,80.0,76.0,43.0,39.0,43.0,17.0,65.0,56.0,76.0,62.0,69.0,23.0,60.0,53.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,68.0,59.0,0.0,0.0,0.0,0,0,0,0,,35.0,0.0,52.49999999999999,0.0,,W (+14),W (+14)
77.0,,2023-03-31,23-279,DEN,PHO,,0.0,,,,,,,,,,,,,68.0,56.0,80.0,76.0,43.0,39.0,43.0,17.0,65.0,56.0,76.0,62.0,69.0,23.0,60.0,53.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,68.0,59.0,0.0,0.0,0.0,0,0,0,0,,50.0,0.0,58.399999999999984,0.0,,W (+23),W (+23)
78.0,,2023-04-02,23-281,DEN,GSW,,0.0,,,,,,,,,,,,,68.0,56.0,80.0,76.0,43.0,39.0,43.0,17.0,65.0,56.0,76.0,62.0,69.0,23.0,60.0,53.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,68.0,59.0,0.0,0.0,0.0,0,0,0,0,,71.0,0.0,87.30000000000001,0.0,,W (+5),W (+5)
79.0,,2023-04-04,23-283,DEN,HOU,,0.0,,,,,,,,,,,,,68.0,56.0,80.0,76.0,43.0,39.0,43.0,17.0,65.0,56.0,76.0,62.0,69.0,23.0,60.0,53.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,68.0,59.0,0.0,0.0,0.0,0,0,0,0,,69.0,0.0,80.10000000000001,0.0,,L (-19),L (-19)
80.0,,2023-04-06,23-285,DEN,PHO,,0.0,,,,,,,,,,,,,68.0,56.0,80.0,76.0,43.0,39.0,43.0,17.0,65.0,56.0,76.0,62.0,69.0,23.0,60.0,53.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,68.0,59.0,0.0,0.0,0.0,0,0,0,0,,59.0,0.0,72.2,0.0,,L (-7),L (-7)
81.0,,2023-04-08,23-287,DEN,UTA,,0.0,,,,,,,,,,,,,68.0,56.0,80.0,76.0,43.0,39.0,43.0,17.0,65.0,56.0,76.0,62.0,69.0,23.0,60.0,53.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,68.0,59.0,0.0,0.0,0.0,0,0,0,0,,94.0,0.0,101.79999999999998,0.0,,W (+2),W (+2)
82.0,,2023-04-09,23-288,DEN,SAC,,0.0,,,,,,,,,,,,,68.0,56.0,80.0,76.0,43.0,39.0,43.0,17.0,65.0,56.0,76.0,62.0,69.0,23.0,60.0,53.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,68.0,59.0,0.0,0.0,0.0,0,0,0,0,,58.0,0.0,74.89999999999999,0.0,,L (-21),L (-21)
