Unnamed: 0,Rk,G,Date,Age,Tm,Unnamed: 5,Opp,Unnamed: 7,GS,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,GmSc,+/-,2PA,2P,2P%,Shared Games with Collin Sexton,Shared Games with Jarred Vanderbilt,Shared Games with Johnny Juzang,Shared Games with Jordan Clarkson,Shared Games with Kelly Olynyk,Shared Games with Kris Dunn,Shared Games with Lauri Markkanen,Shared Games with Leandro Bolmaro,Shared Games with Luka Šamanić,Shared Games with Malik Beasley,Shared Games with Micah Potter,Shared Games with Mike Conley,Shared Games with Nickeil Alexander-Walker,Shared Games with Ochai Agbaji,Shared Games with Rudy Gay,Shared Games with Simone Fontecchio,Shared Games with Udoka Azubuike,Shared Games with Walker Kessler,Collin Sexton,Frank Jackson,Jarred Vanderbilt,Jarrell Brantley,Johnny Juzang,Jordan Clarkson,Kelly Olynyk,Kris Dunn,Lauri Markkanen,Leandro Bolmaro,Luka Šamanić,Malik Beasley,Micah Potter,Mike Conley,Nickeil Alexander-Walker,Ochai Agbaji,Rudy Gay,Simone Fontecchio,Udoka Azubuike,Walker Kessler,co_inf with Collin Sexton,co_inf with Frank Jackson,co_inf with Jarred Vanderbilt,co_inf with Jarrell Brantley,co_inf with Johnny Juzang,co_inf with Jordan Clarkson,co_inf with Kelly Olynyk,co_inf with Kris Dunn,co_inf with Lauri Markkanen,co_inf with Leandro Bolmaro,co_inf with Luka Šamanić,co_inf with Malik Beasley,co_inf with Micah Potter,co_inf with Mike Conley,co_inf with Nickeil Alexander-Walker,co_inf with Ochai Agbaji,co_inf with Rudy Gay,co_inf with Simone Fontecchio,co_inf with Udoka Azubuike,co_inf with Walker Kessler,Shared Games with Damian Jones,Shared Games with Juan Toscano-Anderson,Damian Jones,Juan Toscano-Anderson,Malcolm Brogdon,co_inf with Damian Jones,co_inf with Juan Toscano-Anderson,co_inf with Malcolm Brogdon,Total Shared Players,CO_EFF,EFF,avg_EFF,CO_HGS,HGS,avg_HGS
25,25,24,2022-12-02,22-007,UTA,,IND,W (+20),0,21:48,2.0,6.0,.333,0.0,2.0,.000,2,2.0,1.000,0.0,5.0,5.0,9.0,1.0,0.0,3.0,4.0,6.0,6.8,+26,4.0,2.0,0.5,38,39,15,47,54,22,53,13,7,41,5,31,27,47,43,45,30,60,48.0,1.0,78.0,4.0,18.0,61.0,68.0,22.0,66.0,14.0,7,81.0,7.0,67.0,59.0,59.0,56.0,52.0,36.0,74.0,0.7916666666666666,0.0,0.5,0.0,0.8333333333333334,0.7704918032786885,0.7941176470588235,1.0,0.803030303030303,0.9285714285714286,1.0,0.5061728395061729,0.7142857142857143,0.4626865671641791,0.4576271186440678,0.7966101694915254,0.7678571428571429,0.8653846153846154,0.8333333333333334,0.8108108108108109,17,20,41.0,52.0,67.0,0.4146341463414634,0.3846153846153846,0.0,20,10.0,55.0,2.75,6.000000000000002,74.0,3.7
26,26,25,2022-12-03,22-008,UTA,,POR,L (-5),0,16:35,1.0,4.0,.250,0.0,2.0,.000,0,2.0,.000,0.0,3.0,3.0,3.0,1.0,0.0,1.0,0.0,2.0,1.8,-13,2.0,1.0,0.5,38,39,15,47,54,22,53,13,7,41,5,31,27,47,43,45,30,60,48.0,1.0,78.0,4.0,18.0,61.0,68.0,22.0,66.0,14.0,7,81.0,7.0,67.0,59.0,59.0,56.0,52.0,36.0,74.0,0.7916666666666666,0.0,0.5,0.0,0.8333333333333334,0.7704918032786885,0.7941176470588235,1.0,0.803030303030303,0.9285714285714286,1.0,0.5061728395061729,0.7142857142857143,0.4626865671641791,0.4576271186440678,0.7966101694915254,0.7678571428571429,0.8653846153846154,0.8333333333333334,0.8108108108108109,17,20,41.0,52.0,67.0,0.4146341463414634,0.3846153846153846,0.0,20,2.0,58.0,2.9,1.7999999999999998,59.0,2.95
27,27,,2022-12-07,22-012,UTA,,GSW,W (+1),Did Not Play,Did Not Play,0.0,0.0,Did Not Play,,,Did Not Play,Did Not Play,0.0,Did Not Play,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Did Not Play,Did Not Play,,,,38,39,15,47,54,22,53,13,7,41,5,31,27,47,43,45,30,60,48.0,1.0,78.0,4.0,18.0,61.0,68.0,22.0,66.0,14.0,7,81.0,7.0,67.0,59.0,59.0,56.0,52.0,36.0,74.0,0.7916666666666666,0.0,0.5,0.0,0.8333333333333334,0.7704918032786885,0.7941176470588235,1.0,0.803030303030303,0.9285714285714286,1.0,0.5061728395061729,0.7142857142857143,0.4626865671641791,0.4576271186440678,0.7966101694915254,0.7678571428571429,0.8653846153846154,0.8333333333333334,0.8108108108108109,17,20,41.0,52.0,67.0,0.4146341463414634,0.3846153846153846,0.0,20,,62.0,3.1,0.0,67.1,3.3549999999999995
28,28,26,2022-12-09,22-014,UTA,,MIN,L (-10),0,10:23,0.0,4.0,.000,0.0,2.0,.000,0,0.0,,0.0,1.0,1.0,2.0,1.0,0.0,0.0,1.0,0.0,-0.5,+1,2.0,0.0,0.0,38,39,15,47,54,22,53,13,7,41,5,31,27,47,43,45,30,60,48.0,1.0,78.0,4.0,18.0,61.0,68.0,22.0,66.0,14.0,7,81.0,7.0,67.0,59.0,59.0,56.0,52.0,36.0,74.0,0.7916666666666666,0.0,0.5,0.0,0.8333333333333334,0.7704918032786885,0.7941176470588235,1.0,0.803030303030303,0.9285714285714286,1.0,0.5061728395061729,0.7142857142857143,0.4626865671641791,0.4576271186440678,0.7966101694915254,0.7678571428571429,0.8653846153846154,0.8333333333333334,0.8108108108108109,17,20,41.0,52.0,67.0,0.4146341463414634,0.3846153846153846,0.0,20,0.0,23.0,1.15,-0.4999999999999996,22.4,1.1199999999999999
29,29,27,2022-12-10,22-015,UTA,@,DEN,L (-5),1,33:59,8.0,18.0,.444,1.0,7.0,.143,2,3.0,.667,2.0,5.0,7.0,4.0,0.0,2.0,1.0,2.0,19.0,14.5,-6,11.0,7.0,0.6363636363636364,38,39,15,47,54,22,53,13,7,41,5,31,27,47,43,45,30,60,48.0,1.0,78.0,4.0,18.0,61.0,68.0,22.0,66.0,14.0,7,81.0,7.0,67.0,59.0,59.0,56.0,52.0,36.0,74.0,0.7916666666666666,0.0,0.5,0.0,0.8333333333333334,0.7704918032786885,0.7941176470588235,1.0,0.803030303030303,0.9285714285714286,1.0,0.5061728395061729,0.7142857142857143,0.4626865671641791,0.4576271186440678,0.7966101694915254,0.7678571428571429,0.8653846153846154,0.8333333333333334,0.8108108108108109,17,20,41.0,52.0,67.0,0.4146341463414634,0.3846153846153846,0.0,20,10.0,41.0,2.05,13.699999999999996,36.39999999999999,1.8199999999999996
30,30,28,2022-12-13,22-018,UTA,,NOP,W (+21),0,5:02,2.0,5.0,.400,1.0,3.0,.333,0,0.0,,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,5.0,2.9,-2,2.0,1.0,0.5,38,39,15,47,54,22,53,13,7,41,5,31,27,47,43,45,30,60,48.0,1.0,78.0,4.0,18.0,61.0,68.0,22.0,66.0,14.0,7,81.0,7.0,67.0,59.0,59.0,56.0,52.0,36.0,74.0,0.7916666666666666,0.0,0.5,0.0,0.8333333333333334,0.7704918032786885,0.7941176470588235,1.0,0.803030303030303,0.9285714285714286,1.0,0.5061728395061729,0.7142857142857143,0.4626865671641791,0.4576271186440678,0.7966101694915254,0.7678571428571429,0.8653846153846154,0.8333333333333334,0.8108108108108109,17,20,41.0,52.0,67.0,0.4146341463414634,0.3846153846153846,0.0,20,2.0,50.0,2.5,2.9,38.1,1.905
31,31,,2022-12-15,22-020,UTA,,NOP,W (+3),Did Not Play,Did Not Play,0.0,0.0,Did Not Play,,,Did Not Play,Did Not Play,0.0,Did Not Play,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Did Not Play,Did Not Play,,,,38,39,15,47,54,22,53,13,7,41,5,31,27,47,43,45,30,60,48.0,1.0,78.0,4.0,18.0,61.0,68.0,22.0,66.0,14.0,7,81.0,7.0,67.0,59.0,59.0,56.0,52.0,36.0,74.0,0.7916666666666666,0.0,0.5,0.0,0.8333333333333334,0.7704918032786885,0.7941176470588235,1.0,0.803030303030303,0.9285714285714286,1.0,0.5061728395061729,0.7142857142857143,0.4626865671641791,0.4576271186440678,0.7966101694915254,0.7678571428571429,0.8653846153846154,0.8333333333333334,0.8108108108108109,17,20,41.0,52.0,67.0,0.4146341463414634,0.3846153846153846,0.0,20,,66.0,3.3,0.0,74.8,3.7399999999999998
32,32,29,2022-12-17,22-022,UTA,@,MIL,L (-26),0,7:21,2.0,5.0,.400,0.0,1.0,.000,0,0.0,,2.0,1.0,3.0,2.0,0.0,0.0,0.0,0.0,4.0,4.4,-4,4.0,2.0,0.5,38,39,15,47,54,22,53,13,7,41,5,31,27,47,43,45,30,60,48.0,1.0,78.0,4.0,18.0,61.0,68.0,22.0,66.0,14.0,7,81.0,7.0,67.0,59.0,59.0,56.0,52.0,36.0,74.0,0.7916666666666666,0.0,0.5,0.0,0.8333333333333334,0.7704918032786885,0.7941176470588235,1.0,0.803030303030303,0.9285714285714286,1.0,0.5061728395061729,0.7142857142857143,0.4626865671641791,0.4576271186440678,0.7966101694915254,0.7678571428571429,0.8653846153846154,0.8333333333333334,0.8108108108108109,17,20,41.0,52.0,67.0,0.4146341463414634,0.3846153846153846,0.0,20,4.0,30.0,1.5,4.399999999999999,34.2,1.7100000000000002
33,33,30,2022-12-19,22-024,UTA,@,CLE,L (-23),0,14:31,2.0,7.0,.286,0.0,2.0,.000,2,2.0,1.000,1.0,0.0,1.0,0.0,1.0,0.0,2.0,1.0,6.0,1.2,-11,5.0,2.0,0.4,38,39,15,47,54,22,53,13,7,41,5,31,27,47,43,45,30,60,48.0,1.0,78.0,4.0,18.0,61.0,68.0,22.0,66.0,14.0,7,81.0,7.0,67.0,59.0,59.0,56.0,52.0,36.0,74.0,0.7916666666666666,0.0,0.5,0.0,0.8333333333333334,0.7704918032786885,0.7941176470588235,1.0,0.803030303030303,0.9285714285714286,1.0,0.5061728395061729,0.7142857142857143,0.4626865671641791,0.4576271186440678,0.7966101694915254,0.7678571428571429,0.8653846153846154,0.8333333333333334,0.8108108108108109,17,20,41.0,52.0,67.0,0.4146341463414634,0.3846153846153846,0.0,20,-3.0,32.0,1.6,0.4000000000000008,48.900000000000006,2.4450000000000003
34,34,31,2022-12-20,22-025,UTA,@,DET,W (+15),0,2:39,0.0,0.0,,0.0,0.0,,0,0.0,,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.7,-6,0.0,0.0,,38,39,15,47,54,22,53,13,7,41,5,31,27,47,43,45,30,60,48.0,1.0,78.0,4.0,18.0,61.0,68.0,22.0,66.0,14.0,7,81.0,7.0,67.0,59.0,59.0,56.0,52.0,36.0,74.0,0.7916666666666666,0.0,0.5,0.0,0.8333333333333334,0.7704918032786885,0.7941176470588235,1.0,0.803030303030303,0.9285714285714286,1.0,0.5061728395061729,0.7142857142857143,0.4626865671641791,0.4576271186440678,0.7966101694915254,0.7678571428571429,0.8653846153846154,0.8333333333333334,0.8108108108108109,17,20,41.0,52.0,67.0,0.4146341463414634,0.3846153846153846,0.0,20,1.0,46.0,2.3,0.7,58.7,2.935
35,35,32,2022-12-22,22-027,UTA,,WAS,W (+8),0,2:46,0.0,1.0,.000,0.0,0.0,,0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.7,-8,1.0,0.0,0.0,38,39,15,47,54,22,53,13,7,41,5,31,27,47,43,45,30,60,48.0,1.0,78.0,4.0,18.0,61.0,68.0,22.0,66.0,14.0,7,81.0,7.0,67.0,59.0,59.0,56.0,52.0,36.0,74.0,0.7916666666666666,0.0,0.5,0.0,0.8333333333333334,0.7704918032786885,0.7941176470588235,1.0,0.803030303030303,0.9285714285714286,1.0,0.5061728395061729,0.7142857142857143,0.4626865671641791,0.4576271186440678,0.7966101694915254,0.7678571428571429,0.8653846153846154,0.8333333333333334,0.8108108108108109,17,20,41.0,52.0,67.0,0.4146341463414634,0.3846153846153846,0.0,20,-1.0,61.0,3.05,-0.7,54.5,2.725
36,36,,2022-12-26,22-031,UTA,@,SAS,L (-4),Did Not Play,Did Not Play,0.0,0.0,Did Not Play,,,Did Not Play,Did Not Play,0.0,Did Not Play,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Did Not Play,Did Not Play,,,,38,39,15,47,54,22,53,13,7,41,5,31,27,47,43,45,30,60,48.0,1.0,78.0,4.0,18.0,61.0,68.0,22.0,66.0,14.0,7,81.0,7.0,67.0,59.0,59.0,56.0,52.0,36.0,74.0,0.7916666666666666,0.0,0.5,0.0,0.8333333333333334,0.7704918032786885,0.7941176470588235,1.0,0.803030303030303,0.9285714285714286,1.0,0.5061728395061729,0.7142857142857143,0.4626865671641791,0.4576271186440678,0.7966101694915254,0.7678571428571429,0.8653846153846154,0.8333333333333334,0.8108108108108109,17,20,41.0,52.0,67.0,0.4146341463414634,0.3846153846153846,0.0,20,,36.0,1.8,0.0,54.0,2.7
37,37,,2022-12-28,22-033,UTA,@,GSW,L (-5),Did Not Play,Did Not Play,0.0,0.0,Did Not Play,,,Did Not Play,Did Not Play,0.0,Did Not Play,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Did Not Play,Did Not Play,,,,38,39,15,47,54,22,53,13,7,41,5,31,27,47,43,45,30,60,48.0,1.0,78.0,4.0,18.0,61.0,68.0,22.0,66.0,14.0,7,81.0,7.0,67.0,59.0,59.0,56.0,52.0,36.0,74.0,0.7916666666666666,0.0,0.5,0.0,0.8333333333333334,0.7704918032786885,0.7941176470588235,1.0,0.803030303030303,0.9285714285714286,1.0,0.5061728395061729,0.7142857142857143,0.4626865671641791,0.4576271186440678,0.7966101694915254,0.7678571428571429,0.8653846153846154,0.8333333333333334,0.8108108108108109,17,20,41.0,52.0,67.0,0.4146341463414634,0.3846153846153846,0.0,20,,45.0,2.25,0.0,52.00000000000001,2.6000000000000005
38,38,,2022-12-30,22-035,UTA,@,SAC,L (-1),Did Not Play,Did Not Play,0.0,0.0,Did Not Play,,,Did Not Play,Did Not Play,0.0,Did Not Play,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Did Not Play,Did Not Play,,,,38,39,15,47,54,22,53,13,7,41,5,31,27,47,43,45,30,60,48.0,1.0,78.0,4.0,18.0,61.0,68.0,22.0,66.0,14.0,7,81.0,7.0,67.0,59.0,59.0,56.0,52.0,36.0,74.0,0.7916666666666666,0.0,0.5,0.0,0.8333333333333334,0.7704918032786885,0.7941176470588235,1.0,0.803030303030303,0.9285714285714286,1.0,0.5061728395061729,0.7142857142857143,0.4626865671641791,0.4576271186440678,0.7966101694915254,0.7678571428571429,0.8653846153846154,0.8333333333333334,0.8108108108108109,17,20,41.0,52.0,67.0,0.4146341463414634,0.3846153846153846,0.0,20,,63.0,3.15,0.0,68.7,3.435
39,39,,2022-12-31,22-036,UTA,,MIA,L (-3),Did Not Play,Did Not Play,0.0,0.0,Did Not Play,,,Did Not Play,Did Not Play,0.0,Did Not Play,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Did Not Play,Did Not Play,,,,38,39,15,47,54,22,53,13,7,41,5,31,27,47,43,45,30,60,48.0,1.0,78.0,4.0,18.0,61.0,68.0,22.0,66.0,14.0,7,81.0,7.0,67.0,59.0,59.0,56.0,52.0,36.0,74.0,0.7916666666666666,0.0,0.5,0.0,0.8333333333333334,0.7704918032786885,0.7941176470588235,1.0,0.803030303030303,0.9285714285714286,1.0,0.5061728395061729,0.7142857142857143,0.4626865671641791,0.4576271186440678,0.7966101694915254,0.7678571428571429,0.8653846153846154,0.8333333333333334,0.8108108108108109,17,20,41.0,52.0,67.0,0.4146341463414634,0.3846153846153846,0.0,20,,57.0,2.85,0.0,66.5,3.325
40,40,,2023-01-03,22-039,UTA,,SAC,L (-2),Did Not Play,Did Not Play,0.0,0.0,Did Not Play,,,Did Not Play,Did Not Play,0.0,Did Not Play,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Did Not Play,Did Not Play,,,,38,39,15,47,54,22,53,13,7,41,5,31,27,47,43,45,30,60,48.0,1.0,78.0,4.0,18.0,61.0,68.0,22.0,66.0,14.0,7,81.0,7.0,67.0,59.0,59.0,56.0,52.0,36.0,74.0,0.7916666666666666,0.0,0.5,0.0,0.8333333333333334,0.7704918032786885,0.7941176470588235,1.0,0.803030303030303,0.9285714285714286,1.0,0.5061728395061729,0.7142857142857143,0.4626865671641791,0.4576271186440678,0.7966101694915254,0.7678571428571429,0.8653846153846154,0.8333333333333334,0.8108108108108109,17,20,41.0,52.0,67.0,0.4146341463414634,0.3846153846153846,0.0,20,,48.0,2.4,0.0,37.2,1.86
41,Rk,G,Date,Age,Tm,,Opp,,GS,MP,0.0,0.0,FG%,,,3P%,FT,0.0,FT%,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,GmSc,+/-,,,,38,39,15,47,54,22,53,13,7,41,5,31,27,47,43,45,30,60,48.0,1.0,78.0,4.0,18.0,61.0,68.0,22.0,66.0,14.0,7,81.0,7.0,67.0,59.0,59.0,56.0,52.0,36.0,74.0,0.7916666666666666,0.0,0.5,0.0,0.8333333333333334,0.7704918032786885,0.7941176470588235,1.0,0.803030303030303,0.9285714285714286,1.0,0.5061728395061729,0.7142857142857143,0.4626865671641791,0.4576271186440678,0.7966101694915254,0.7678571428571429,0.8653846153846154,0.8333333333333334,0.8108108108108109,17,20,41.0,52.0,67.0,0.4146341463414634,0.3846153846153846,0.0,20,,0.0,0.0,0.0,0.0,0.0
42,41,33,2023-01-05,22-041,UTA,@,HOU,W (+17),0,16:10,2.0,4.0,.500,0.0,1.0,.000,0,0.0,,0.0,2.0,2.0,4.0,1.0,0.0,1.0,2.0,4.0,4.6,-1,3.0,2.0,0.6666666666666666,38,39,15,47,54,22,53,13,7,41,5,31,27,47,43,45,30,60,48.0,1.0,78.0,4.0,18.0,61.0,68.0,22.0,66.0,14.0,7,81.0,7.0,67.0,59.0,59.0,56.0,52.0,36.0,74.0,0.7916666666666666,0.0,0.5,0.0,0.8333333333333334,0.7704918032786885,0.7941176470588235,1.0,0.803030303030303,0.9285714285714286,1.0,0.5061728395061729,0.7142857142857143,0.4626865671641791,0.4576271186440678,0.7966101694915254,0.7678571428571429,0.8653846153846154,0.8333333333333334,0.8108108108108109,17,20,41.0,52.0,67.0,0.4146341463414634,0.3846153846153846,0.0,20,6.0,72.0,3.6,4.6,81.60000000000001,4.08
43,42,34,2023-01-07,22-043,UTA,@,CHI,L (-8),0,20:08,4.0,6.0,.667,2.0,4.0,.500,2,3.0,.667,0.0,1.0,1.0,5.0,1.0,0.0,2.0,3.0,12.0,10.6,+18,2.0,2.0,1.0,38,39,15,47,54,22,53,13,7,41,5,31,27,47,43,45,30,60,48.0,1.0,78.0,4.0,18.0,61.0,68.0,22.0,66.0,14.0,7,81.0,7.0,67.0,59.0,59.0,56.0,52.0,36.0,74.0,0.7916666666666666,0.0,0.5,0.0,0.8333333333333334,0.7704918032786885,0.7941176470588235,1.0,0.803030303030303,0.9285714285714286,1.0,0.5061728395061729,0.7142857142857143,0.4626865671641791,0.4576271186440678,0.7966101694915254,0.7678571428571429,0.8653846153846154,0.8333333333333334,0.8108108108108109,17,20,41.0,52.0,67.0,0.4146341463414634,0.3846153846153846,0.0,20,8.0,67.0,3.35,9.8,62.30000000000001,3.1150000000000007
44,43,,2023-01-08,22-044,UTA,@,MEM,L (-5),Inactive,Inactive,0.0,0.0,Inactive,,,Inactive,Inactive,0.0,Inactive,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Inactive,Inactive,,,,38,39,15,47,54,22,53,13,7,41,5,31,27,47,43,45,30,60,48.0,1.0,78.0,4.0,18.0,61.0,68.0,22.0,66.0,14.0,7,81.0,7.0,67.0,59.0,59.0,56.0,52.0,36.0,74.0,0.7916666666666666,0.0,0.5,0.0,0.8333333333333334,0.7704918032786885,0.7941176470588235,1.0,0.803030303030303,0.9285714285714286,1.0,0.5061728395061729,0.7142857142857143,0.4626865671641791,0.4576271186440678,0.7966101694915254,0.7678571428571429,0.8653846153846154,0.8333333333333334,0.8108108108108109,17,20,41.0,52.0,67.0,0.4146341463414634,0.3846153846153846,0.0,20,,73.0,3.65,0.0,65.70000000000002,3.285000000000001
45,44,,2023-01-10,22-046,UTA,,CLE,W (+2),Inactive,Inactive,0.0,0.0,Inactive,,,Inactive,Inactive,0.0,Inactive,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Inactive,Inactive,,,,38,39,15,47,54,22,53,13,7,41,5,31,27,47,43,45,30,60,48.0,1.0,78.0,4.0,18.0,61.0,68.0,22.0,66.0,14.0,7,81.0,7.0,67.0,59.0,59.0,56.0,52.0,36.0,74.0,0.7916666666666666,0.0,0.5,0.0,0.8333333333333334,0.7704918032786885,0.7941176470588235,1.0,0.803030303030303,0.9285714285714286,1.0,0.5061728395061729,0.7142857142857143,0.4626865671641791,0.4576271186440678,0.7966101694915254,0.7678571428571429,0.8653846153846154,0.8333333333333334,0.8108108108108109,17,20,41.0,52.0,67.0,0.4146341463414634,0.3846153846153846,0.0,20,,65.0,3.25,0.0,56.3,2.815
46,45,35,2023-01-13,22-049,UTA,,ORL,W (+4),0,15:57,3.0,6.0,.500,1.0,2.0,.500,0,0.0,,0.0,2.0,2.0,2.0,0.0,0.0,1.0,0.0,7.0,5.0,-3,4.0,2.0,0.5,38,39,15,47,54,22,53,13,7,41,5,31,27,47,43,45,30,60,48.0,1.0,78.0,4.0,18.0,61.0,68.0,22.0,66.0,14.0,7,81.0,7.0,67.0,59.0,59.0,56.0,52.0,36.0,74.0,0.7916666666666666,0.0,0.5,0.0,0.8333333333333334,0.7704918032786885,0.7941176470588235,1.0,0.803030303030303,0.9285714285714286,1.0,0.5061728395061729,0.7142857142857143,0.4626865671641791,0.4576271186440678,0.7966101694915254,0.7678571428571429,0.8653846153846154,0.8333333333333334,0.8108108108108109,17,20,41.0,52.0,67.0,0.4146341463414634,0.3846153846153846,0.0,20,4.0,55.0,2.75,5.0,61.7,3.085
47,46,36,2023-01-14,22-050,UTA,,PHI,L (-1),0,28:21,5.0,10.0,.500,2.0,4.0,.500,8,10.0,.800,0.0,6.0,6.0,2.0,0.0,2.0,3.0,2.0,20.0,15.0,+11,6.0,3.0,0.5,38,39,15,47,54,22,53,13,7,41,5,31,27,47,43,45,30,60,48.0,1.0,78.0,4.0,18.0,61.0,68.0,22.0,66.0,14.0,7,81.0,7.0,67.0,59.0,59.0,56.0,52.0,36.0,74.0,0.7916666666666666,0.0,0.5,0.0,0.8333333333333334,0.7704918032786885,0.7941176470588235,1.0,0.803030303030303,0.9285714285714286,1.0,0.5061728395061729,0.7142857142857143,0.4626865671641791,0.4576271186440678,0.7966101694915254,0.7678571428571429,0.8653846153846154,0.8333333333333334,0.8108108108108109,17,20,41.0,52.0,67.0,0.4146341463414634,0.3846153846153846,0.0,20,7.0,45.0,2.25,11.799999999999995,46.7,2.335
48,47,37,2023-01-16,22-052,UTA,@,MIN,W (+1),0,8:16,2.0,7.0,.286,1.0,4.0,.250,0,0.0,,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,5.0,0.2,-5,3.0,1.0,0.3333333333333333,38,39,15,47,54,22,53,13,7,41,5,31,27,47,43,45,30,60,48.0,1.0,78.0,4.0,18.0,61.0,68.0,22.0,66.0,14.0,7,81.0,7.0,67.0,59.0,59.0,56.0,52.0,36.0,74.0,0.7916666666666666,0.0,0.5,0.0,0.8333333333333334,0.7704918032786885,0.7941176470588235,1.0,0.803030303030303,0.9285714285714286,1.0,0.5061728395061729,0.7142857142857143,0.4626865671641791,0.4576271186440678,0.7966101694915254,0.7678571428571429,0.8653846153846154,0.8333333333333334,0.8108108108108109,17,20,41.0,52.0,67.0,0.4146341463414634,0.3846153846153846,0.0,20,-2.0,55.0,2.75,0.2000000000000006,57.49999999999999,2.8749999999999996
49,48,38,2023-01-18,22-054,UTA,,LAC,W (+23),0,2:54,1.0,1.0,1.000,0.0,0.0,,0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.7,+4,1.0,1.0,1.0,38,39,15,47,54,22,53,13,7,41,5,31,27,47,43,45,30,60,48.0,1.0,78.0,4.0,18.0,61.0,68.0,22.0,66.0,14.0,7,81.0,7.0,67.0,59.0,59.0,56.0,52.0,36.0,74.0,0.7916666666666666,0.0,0.5,0.0,0.8333333333333334,0.7704918032786885,0.7941176470588235,1.0,0.803030303030303,0.9285714285714286,1.0,0.5061728395061729,0.7142857142857143,0.4626865671641791,0.4576271186440678,0.7966101694915254,0.7678571428571429,0.8653846153846154,0.8333333333333334,0.8108108108108109,17,20,41.0,52.0,67.0,0.4146341463414634,0.3846153846153846,0.0,20,1.0,54.0,2.7,1.7,62.8,3.1399999999999997
50,49,39,2023-01-20,22-056,UTA,,BRK,L (-11),0,5:31,0.0,2.0,.000,0.0,1.0,.000,0,0.0,,0.0,2.0,2.0,3.0,0.0,0.0,1.0,1.0,0.0,-0.1,+4,1.0,0.0,0.0,38,39,15,47,54,22,53,13,7,41,5,31,27,47,43,45,30,60,48.0,1.0,78.0,4.0,18.0,61.0,68.0,22.0,66.0,14.0,7,81.0,7.0,67.0,59.0,59.0,56.0,52.0,36.0,74.0,0.7916666666666666,0.0,0.5,0.0,0.8333333333333334,0.7704918032786885,0.7941176470588235,1.0,0.803030303030303,0.9285714285714286,1.0,0.5061728395061729,0.7142857142857143,0.4626865671641791,0.4576271186440678,0.7966101694915254,0.7678571428571429,0.8653846153846154,0.8333333333333334,0.8108108108108109,17,20,41.0,52.0,67.0,0.4146341463414634,0.3846153846153846,0.0,20,2.0,37.0,1.85,-0.1000000000000002,51.9,2.5949999999999998
51,50,40,2023-01-23,22-059,UTA,,CHO,W (+18),0,22:10,3.0,6.0,.500,0.0,1.0,.000,1,3.0,.333,0.0,2.0,2.0,6.0,1.0,0.0,0.0,1.0,7.0,8.6,+19,5.0,3.0,0.6,38,39,15,47,54,22,53,13,7,41,5,31,27,47,43,45,30,60,48.0,1.0,78.0,4.0,18.0,61.0,68.0,22.0,66.0,14.0,7,81.0,7.0,67.0,59.0,59.0,56.0,52.0,36.0,74.0,0.7916666666666666,0.0,0.5,0.0,0.8333333333333334,0.7704918032786885,0.7941176470588235,1.0,0.803030303030303,0.9285714285714286,1.0,0.5061728395061729,0.7142857142857143,0.4626865671641791,0.4576271186440678,0.7966101694915254,0.7678571428571429,0.8653846153846154,0.8333333333333334,0.8108108108108109,17,20,41.0,52.0,67.0,0.4146341463414634,0.3846153846153846,0.0,20,7.0,45.0,2.25,8.199999999999998,47.00000000000001,2.3500000000000005
52,51,41,2023-01-25,22-061,UTA,@,POR,L (-10),0,13:53,5.0,9.0,.556,1.0,3.0,.333,1,1.0,1.000,0.0,1.0,1.0,2.0,0.0,0.0,1.0,5.0,12.0,6.4,-3,6.0,4.0,0.6666666666666666,38,39,15,47,54,22,53,13,7,41,5,31,27,47,43,45,30,60,48.0,1.0,78.0,4.0,18.0,61.0,68.0,22.0,66.0,14.0,7,81.0,7.0,67.0,59.0,59.0,56.0,52.0,36.0,74.0,0.7916666666666666,0.0,0.5,0.0,0.8333333333333334,0.7704918032786885,0.7941176470588235,1.0,0.803030303030303,0.9285714285714286,1.0,0.5061728395061729,0.7142857142857143,0.4626865671641791,0.4576271186440678,0.7966101694915254,0.7678571428571429,0.8653846153846154,0.8333333333333334,0.8108108108108109,17,20,41.0,52.0,67.0,0.4146341463414634,0.3846153846153846,0.0,20,4.0,54.0,2.7,6.000000000000002,56.89999999999999,2.8449999999999998
