Unnamed: 0,Rk,G,Date,Age,Tm,Unnamed: 5,Opp,Unnamed: 7,GS,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,GmSc,+/-,2PA,2P,2P%,Shared Games with Danuel House Jr.,Shared Games with Furkan Korkmaz,Shared Games with Georges Niang,Shared Games with Jaden Springer,Shared Games with James Harden,Shared Games with Joel Embiid,Shared Games with Julian Champagnie,Shared Games with Louis King,Shared Games with Mac McClung,Shared Games with Matisse Thybulle,Shared Games with Montrezl Harrell,Shared Games with P.J. Tucker,Shared Games with Paul Reed,Shared Games with Saben Lee,Shared Games with Shake Milton,Shared Games with Tobias Harris,Shared Games with Tyrese Maxey,Danuel House Jr.,Furkan Korkmaz,Georges Niang,Jaden Springer,James Harden,Joel Embiid,Julian Champagnie,Louis King,Mac McClung,Matisse Thybulle,Michael Foster Jr.,Montrezl Harrell,P.J. Tucker,Paul Reed,Saben Lee,Shake Milton,Tobias Harris,Tyrese Maxey,co_inf with Danuel House Jr.,co_inf with Furkan Korkmaz,co_inf with Georges Niang,co_inf with Jaden Springer,co_inf with James Harden,co_inf with Joel Embiid,co_inf with Julian Champagnie,co_inf with Louis King,co_inf with Mac McClung,co_inf with Matisse Thybulle,co_inf with Michael Foster Jr.,co_inf with Montrezl Harrell,co_inf with P.J. Tucker,co_inf with Paul Reed,co_inf with Saben Lee,co_inf with Shake Milton,co_inf with Tobias Harris,co_inf with Tyrese Maxey,Shared Games with Jalen McDaniels,Shared Games with Dewayne Dedmon,Dewayne Dedmon,Grant Williams,Jalen McDaniels,co_inf with Jalen McDaniels,co_inf with Dewayne Dedmon,co_inf with Grant Williams,Total Shared Players,CO_EFF,EFF,avg_EFF,CO_HGS,HGS,avg_HGS
28,28,25,2022-12-16,24-202,PHI,,GSW,W (+12),1,38:11,7.0,14.0,.500,3.0,8.0,.375,0,0.0,,2.0,7.0,9.0,7.0,2.0,0.0,1.0,2.0,17.0,18.6,+9,6.0,4.0,0.6666666666666666,52,33,74,13,56,64,2,1,2,46,53,72,64,2,71,71,58,56.0,37.0,78.0,16.0,58.0,66.0,17.0,1.0,2.0,71.0,1.0,57.0,75.0,69.0,25.0,76.0,74.0,60.0,0.9285714285714286,0.8918918918918919,0.9487179487179488,0.8125,0.9655172413793104,0.9696969696969696,0.1176470588235294,1.0,1.0,0.647887323943662,0.0,0.9298245614035088,0.96,0.927536231884058,0.08,0.9342105263157896,0.9594594594594594,0.9666666666666668,19,7,38.0,79.0,80.0,0.2375,0.1842105263157894,0.0,19,20.0,83.0,4.368421052631579,18.6,95.9,5.0473684210526315
29,29,26,2022-12-19,24-205,PHI,,TOR,W (+3),1,41:03,3.0,14.0,.214,2.0,11.0,.182,0,0.0,,2.0,5.0,7.0,1.0,1.0,0.0,3.0,1.0,8.0,0.6,+8,3.0,1.0,0.3333333333333333,52,33,74,13,56,64,2,1,2,46,53,72,64,2,71,71,58,56.0,37.0,78.0,16.0,58.0,66.0,17.0,1.0,2.0,71.0,1.0,57.0,75.0,69.0,25.0,76.0,74.0,60.0,0.9285714285714286,0.8918918918918919,0.9487179487179488,0.8125,0.9655172413793104,0.9696969696969696,0.1176470588235294,1.0,1.0,0.647887323943662,0.0,0.9298245614035088,0.96,0.927536231884058,0.08,0.9342105263157896,0.9594594594594594,0.9666666666666668,19,7,38.0,79.0,80.0,0.2375,0.1842105263157894,0.0,19,0.0,67.0,3.526315789473684,0.6000000000000001,66.79999999999998,3.5157894736842095
30,30,27,2022-12-21,24-207,PHI,,DET,W (+20),1,23:59,4.0,11.0,.364,2.0,6.0,.333,2,2.0,1.000,2.0,7.0,9.0,3.0,1.0,0.0,0.0,4.0,12.0,10.9,+14,5.0,2.0,0.4,52,33,74,13,56,64,2,1,2,46,53,72,64,2,71,71,58,56.0,37.0,78.0,16.0,58.0,66.0,17.0,1.0,2.0,71.0,1.0,57.0,75.0,69.0,25.0,76.0,74.0,60.0,0.9285714285714286,0.8918918918918919,0.9487179487179488,0.8125,0.9655172413793104,0.9696969696969696,0.1176470588235294,1.0,1.0,0.647887323943662,0.0,0.9298245614035088,0.96,0.927536231884058,0.08,0.9342105263157896,0.9594594594594594,0.9666666666666668,19,7,38.0,79.0,80.0,0.2375,0.1842105263157894,0.0,19,12.0,77.0,4.052631578947368,10.100000000000003,81.5,4.2894736842105265
31,31,28,2022-12-23,24-209,PHI,,LAC,W (+5),1,34:21,5.0,10.0,.500,3.0,7.0,.429,0,0.0,,0.0,3.0,3.0,3.0,3.0,0.0,0.0,3.0,13.0,12.8,+17,3.0,2.0,0.6666666666666666,52,33,74,13,56,64,2,1,2,46,53,72,64,2,71,71,58,56.0,37.0,78.0,16.0,58.0,66.0,17.0,1.0,2.0,71.0,1.0,57.0,75.0,69.0,25.0,76.0,74.0,60.0,0.9285714285714286,0.8918918918918919,0.9487179487179488,0.8125,0.9655172413793104,0.9696969696969696,0.1176470588235294,1.0,1.0,0.647887323943662,0.0,0.9298245614035088,0.96,0.927536231884058,0.08,0.9342105263157896,0.9594594594594594,0.9666666666666668,19,7,38.0,79.0,80.0,0.2375,0.1842105263157894,0.0,19,12.0,80.0,4.2105263157894735,12.8,89.49999999999999,4.710526315789473
32,32,29,2022-12-25,24-211,PHI,@,NYK,W (+7),1,27:06,5.0,8.0,.625,5.0,7.0,.714,0,0.0,,1.0,2.0,3.0,1.0,1.0,0.0,1.0,5.0,15.0,11.4,-2,1.0,0.0,0.0,52,33,74,13,56,64,2,1,2,46,53,72,64,2,71,71,58,56.0,37.0,78.0,16.0,58.0,66.0,17.0,1.0,2.0,71.0,1.0,57.0,75.0,69.0,25.0,76.0,74.0,60.0,0.9285714285714286,0.8918918918918919,0.9487179487179488,0.8125,0.9655172413793104,0.9696969696969696,0.1176470588235294,1.0,1.0,0.647887323943662,0.0,0.9298245614035088,0.96,0.927536231884058,0.08,0.9342105263157896,0.9594594594594594,0.9666666666666668,19,7,38.0,79.0,80.0,0.2375,0.1842105263157894,0.0,19,11.0,71.0,3.736842105263158,11.4,87.60000000000001,4.610526315789474
33,33,30,2022-12-27,24-213,PHI,@,WAS,L (-5),1,35:03,2.0,6.0,.333,2.0,5.0,.400,0,0.0,,1.0,4.0,5.0,2.0,0.0,0.0,2.0,2.0,6.0,3.1,-1,1.0,0.0,0.0,52,33,74,13,56,64,2,1,2,46,53,72,64,2,71,71,58,56.0,37.0,78.0,16.0,58.0,66.0,17.0,1.0,2.0,71.0,1.0,57.0,75.0,69.0,25.0,76.0,74.0,60.0,0.9285714285714286,0.8918918918918919,0.9487179487179488,0.8125,0.9655172413793104,0.9696969696969696,0.1176470588235294,1.0,1.0,0.647887323943662,0.0,0.9298245614035088,0.96,0.927536231884058,0.08,0.9342105263157896,0.9594594594594594,0.9666666666666668,19,7,38.0,79.0,80.0,0.2375,0.1842105263157894,0.0,19,5.0,61.0,3.210526315789474,3.1000000000000005,80.2,4.221052631578948
34,34,31,2022-12-30,24-216,PHI,@,NOP,L (-11),1,30:24,4.0,8.0,.500,2.0,6.0,.333,1,2.0,.500,1.0,2.0,3.0,4.0,2.0,2.0,0.0,4.0,11.0,12.5,-4,2.0,2.0,1.0,52,33,74,13,56,64,2,1,2,46,53,72,64,2,71,71,58,56.0,37.0,78.0,16.0,58.0,66.0,17.0,1.0,2.0,71.0,1.0,57.0,75.0,69.0,25.0,76.0,74.0,60.0,0.9285714285714286,0.8918918918918919,0.9487179487179488,0.8125,0.9655172413793104,0.9696969696969696,0.1176470588235294,1.0,1.0,0.647887323943662,0.0,0.9298245614035088,0.96,0.927536231884058,0.08,0.9342105263157896,0.9594594594594594,0.9666666666666668,19,7,38.0,79.0,80.0,0.2375,0.1842105263157894,0.0,19,12.0,70.0,3.684210526315789,12.099999999999998,74.00000000000001,3.8947368421052637
35,35,32,2022-12-31,24-217,PHI,@,OKC,W (+19),1,30:42,7.0,13.0,.538,3.0,7.0,.429,0,0.0,,0.0,7.0,7.0,3.0,3.0,2.0,0.0,4.0,17.0,17.7,+27,6.0,4.0,0.6666666666666666,52,33,74,13,56,64,2,1,2,46,53,72,64,2,71,71,58,56.0,37.0,78.0,16.0,58.0,66.0,17.0,1.0,2.0,71.0,1.0,57.0,75.0,69.0,25.0,76.0,74.0,60.0,0.9285714285714286,0.8918918918918919,0.9487179487179488,0.8125,0.9655172413793104,0.9696969696969696,0.1176470588235294,1.0,1.0,0.647887323943662,0.0,0.9298245614035088,0.96,0.927536231884058,0.08,0.9342105263157896,0.9594594594594594,0.9666666666666668,19,7,38.0,79.0,80.0,0.2375,0.1842105263157894,0.0,19,19.0,76.0,4.0,17.699999999999996,76.0,4.0
36,36,33,2023-01-02,24-219,PHI,,NOP,W (+9),1,30:36,3.0,6.0,.500,3.0,5.0,.600,2,2.0,1.000,2.0,2.0,4.0,2.0,1.0,1.0,0.0,1.0,11.0,12.7,0,1.0,0.0,0.0,52,33,74,13,56,64,2,1,2,46,53,72,64,2,71,71,58,56.0,37.0,78.0,16.0,58.0,66.0,17.0,1.0,2.0,71.0,1.0,57.0,75.0,69.0,25.0,76.0,74.0,60.0,0.9285714285714286,0.8918918918918919,0.9487179487179488,0.8125,0.9655172413793104,0.9696969696969696,0.1176470588235294,1.0,1.0,0.647887323943662,0.0,0.9298245614035088,0.96,0.927536231884058,0.08,0.9342105263157896,0.9594594594594594,0.9666666666666668,19,7,38.0,79.0,80.0,0.2375,0.1842105263157894,0.0,19,11.0,81.0,4.2631578947368425,11.899999999999997,86.10000000000001,4.531578947368422
37,37,34,2023-01-04,24-221,PHI,,IND,W (+3),1,37:18,7.0,15.0,.467,5.0,8.0,.625,0,0.0,,2.0,5.0,7.0,0.0,0.0,0.0,1.0,3.0,19.0,12.0,-4,7.0,2.0,0.2857142857142857,52,33,74,13,56,64,2,1,2,46,53,72,64,2,71,71,58,56.0,37.0,78.0,16.0,58.0,66.0,17.0,1.0,2.0,71.0,1.0,57.0,75.0,69.0,25.0,76.0,74.0,60.0,0.9285714285714286,0.8918918918918919,0.9487179487179488,0.8125,0.9655172413793104,0.9696969696969696,0.1176470588235294,1.0,1.0,0.647887323943662,0.0,0.9298245614035088,0.96,0.927536231884058,0.08,0.9342105263157896,0.9594594594594594,0.9666666666666668,19,7,38.0,79.0,80.0,0.2375,0.1842105263157894,0.0,19,10.0,84.0,4.421052631578948,12.0,92.4,4.863157894736842
38,38,35,2023-01-06,24-223,PHI,,CHI,L (-14),1,26:27,3.0,8.0,.375,3.0,6.0,.500,0,0.0,,0.0,3.0,3.0,3.0,1.0,1.0,2.0,5.0,9.0,5.3,-3,2.0,0.0,0.0,52,33,74,13,56,64,2,1,2,46,53,72,64,2,71,71,58,56.0,37.0,78.0,16.0,58.0,66.0,17.0,1.0,2.0,71.0,1.0,57.0,75.0,69.0,25.0,76.0,74.0,60.0,0.9285714285714286,0.8918918918918919,0.9487179487179488,0.8125,0.9655172413793104,0.9696969696969696,0.1176470588235294,1.0,1.0,0.647887323943662,0.0,0.9298245614035088,0.96,0.927536231884058,0.08,0.9342105263157896,0.9594594594594594,0.9666666666666668,19,7,38.0,79.0,80.0,0.2375,0.1842105263157894,0.0,19,7.0,74.0,3.8947368421052633,5.299999999999999,91.0,4.7894736842105265
39,39,36,2023-01-08,24-225,PHI,@,DET,W (+12),1,23:05,0.0,5.0,.000,0.0,3.0,.000,0,0.0,,0.0,3.0,3.0,0.0,1.0,1.0,3.0,1.0,0.0,-4.3,+12,2.0,0.0,0.0,52,33,74,13,56,64,2,1,2,46,53,72,64,2,71,71,58,56.0,37.0,78.0,16.0,58.0,66.0,17.0,1.0,2.0,71.0,1.0,57.0,75.0,69.0,25.0,76.0,74.0,60.0,0.9285714285714286,0.8918918918918919,0.9487179487179488,0.8125,0.9655172413793104,0.9696969696969696,0.1176470588235294,1.0,1.0,0.647887323943662,0.0,0.9298245614035088,0.96,0.927536231884058,0.08,0.9342105263157896,0.9594594594594594,0.9666666666666668,19,7,38.0,79.0,80.0,0.2375,0.1842105263157894,0.0,19,-3.0,97.0,5.105263157894737,-4.300000000000001,106.4,5.6000000000000005
40,40,37,2023-01-10,24-227,PHI,,DET,W (+31),0,17:55,4.0,10.0,.400,1.0,7.0,.143,0,0.0,,0.0,5.0,5.0,2.0,2.0,0.0,2.0,4.0,9.0,4.9,+4,3.0,3.0,1.0,52,33,74,13,56,64,2,1,2,46,53,72,64,2,71,71,58,56.0,37.0,78.0,16.0,58.0,66.0,17.0,1.0,2.0,71.0,1.0,57.0,75.0,69.0,25.0,76.0,74.0,60.0,0.9285714285714286,0.8918918918918919,0.9487179487179488,0.8125,0.9655172413793104,0.9696969696969696,0.1176470588235294,1.0,1.0,0.647887323943662,0.0,0.9298245614035088,0.96,0.927536231884058,0.08,0.9342105263157896,0.9594594594594594,0.9666666666666668,19,7,38.0,79.0,80.0,0.2375,0.1842105263157894,0.0,19,6.0,121.0,6.368421052631579,4.9,125.59999999999998,6.610526315789473
41,Rk,G,Date,Age,Tm,,Opp,,GS,MP,0.0,0.0,FG%,,,3P%,FT,0.0,FT%,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,GmSc,+/-,,,,52,33,74,13,56,64,2,1,2,46,53,72,64,2,71,71,58,56.0,37.0,78.0,16.0,58.0,66.0,17.0,1.0,2.0,71.0,1.0,57.0,75.0,69.0,25.0,76.0,74.0,60.0,0.9285714285714286,0.8918918918918919,0.9487179487179488,0.8125,0.9655172413793104,0.9696969696969696,0.1176470588235294,1.0,1.0,0.647887323943662,0.0,0.9298245614035088,0.96,0.927536231884058,0.08,0.9342105263157896,0.9594594594594594,0.9666666666666668,19,7,38.0,79.0,80.0,0.2375,0.1842105263157894,0.0,19,,0.0,0.0,0.0,0.0,0.0
42,41,38,2023-01-12,24-229,PHI,,OKC,L (-19),0,23:15,3.0,6.0,.500,2.0,4.0,.500,0,0.0,,0.0,3.0,3.0,3.0,0.0,0.0,0.0,4.0,8.0,6.4,-15,2.0,1.0,0.5,52,33,74,13,56,64,2,1,2,46,53,72,64,2,71,71,58,56.0,37.0,78.0,16.0,58.0,66.0,17.0,1.0,2.0,71.0,1.0,57.0,75.0,69.0,25.0,76.0,74.0,60.0,0.9285714285714286,0.8918918918918919,0.9487179487179488,0.8125,0.9655172413793104,0.9696969696969696,0.1176470588235294,1.0,1.0,0.647887323943662,0.0,0.9298245614035088,0.96,0.927536231884058,0.08,0.9342105263157896,0.9594594594594594,0.9666666666666668,19,7,38.0,79.0,80.0,0.2375,0.1842105263157894,0.0,19,8.0,68.0,3.5789473684210527,6.4,73.1,3.8473684210526313
43,42,39,2023-01-14,24-231,PHI,@,UTA,W (+1),1,31:40,2.0,7.0,.286,2.0,3.0,.667,0,0.0,,0.0,4.0,4.0,3.0,3.0,2.0,1.0,2.0,6.0,7.8,+1,4.0,0.0,0.0,52,33,74,13,56,64,2,1,2,46,53,72,64,2,71,71,58,56.0,37.0,78.0,16.0,58.0,66.0,17.0,1.0,2.0,71.0,1.0,57.0,75.0,69.0,25.0,76.0,74.0,60.0,0.9285714285714286,0.8918918918918919,0.9487179487179488,0.8125,0.9655172413793104,0.9696969696969696,0.1176470588235294,1.0,1.0,0.647887323943662,0.0,0.9298245614035088,0.96,0.927536231884058,0.08,0.9342105263157896,0.9594594594594594,0.9666666666666668,19,7,38.0,79.0,80.0,0.2375,0.1842105263157894,0.0,19,10.0,66.0,3.473684210526316,7.800000000000001,84.8,4.463157894736842
44,43,40,2023-01-15,24-232,PHI,@,LAL,W (+1),1,21:19,0.0,3.0,.000,0.0,3.0,.000,0,0.0,,1.0,1.0,2.0,3.0,1.0,1.0,0.0,1.0,0.0,2.3,+4,0.0,0.0,,52,33,74,13,56,64,2,1,2,46,53,72,64,2,71,71,58,56.0,37.0,78.0,16.0,58.0,66.0,17.0,1.0,2.0,71.0,1.0,57.0,75.0,69.0,25.0,76.0,74.0,60.0,0.9285714285714286,0.8918918918918919,0.9487179487179488,0.8125,0.9655172413793104,0.9696969696969696,0.1176470588235294,1.0,1.0,0.647887323943662,0.0,0.9298245614035088,0.96,0.927536231884058,0.08,0.9342105263157896,0.9594594594594594,0.9666666666666668,19,7,38.0,79.0,80.0,0.2375,0.1842105263157894,0.0,19,4.0,77.0,4.052631578947368,2.3000000000000003,84.79999999999998,4.463157894736841
45,44,41,2023-01-17,24-234,PHI,@,LAC,W (+10),1,20:36,2.0,5.0,.400,1.0,4.0,.250,0,0.0,,0.0,1.0,1.0,1.0,2.0,0.0,0.0,1.0,5.0,4.9,-2,1.0,1.0,1.0,52,33,74,13,56,64,2,1,2,46,53,72,64,2,71,71,58,56.0,37.0,78.0,16.0,58.0,66.0,17.0,1.0,2.0,71.0,1.0,57.0,75.0,69.0,25.0,76.0,74.0,60.0,0.9285714285714286,0.8918918918918919,0.9487179487179488,0.8125,0.9655172413793104,0.9696969696969696,0.1176470588235294,1.0,1.0,0.647887323943662,0.0,0.9298245614035088,0.96,0.927536231884058,0.08,0.9342105263157896,0.9594594594594594,0.9666666666666668,19,7,38.0,79.0,80.0,0.2375,0.1842105263157894,0.0,19,4.0,76.0,4.0,4.899999999999999,96.2,5.063157894736842
46,45,42,2023-01-19,24-236,PHI,@,POR,W (+10),1,29:59,1.0,5.0,.200,1.0,5.0,.200,2,2.0,1.000,0.0,3.0,3.0,1.0,2.0,1.0,2.0,3.0,5.0,3.0,+2,0.0,0.0,,52,33,74,13,56,64,2,1,2,46,53,72,64,2,71,71,58,56.0,37.0,78.0,16.0,58.0,66.0,17.0,1.0,2.0,71.0,1.0,57.0,75.0,69.0,25.0,76.0,74.0,60.0,0.9285714285714286,0.8918918918918919,0.9487179487179488,0.8125,0.9655172413793104,0.9696969696969696,0.1176470588235294,1.0,1.0,0.647887323943662,0.0,0.9298245614035088,0.96,0.927536231884058,0.08,0.9342105263157896,0.9594594594594594,0.9666666666666668,19,7,38.0,79.0,80.0,0.2375,0.1842105263157894,0.0,19,3.0,93.0,4.894736842105263,2.2,97.8,5.147368421052631
47,46,43,2023-01-21,24-238,PHI,@,SAC,W (+2),1,31:19,4.0,8.0,.500,2.0,4.0,.500,4,4.0,1.000,2.0,5.0,7.0,5.0,3.0,1.0,4.0,3.0,14.0,14.9,-4,4.0,2.0,0.5,52,33,74,13,56,64,2,1,2,46,53,72,64,2,71,71,58,56.0,37.0,78.0,16.0,58.0,66.0,17.0,1.0,2.0,71.0,1.0,57.0,75.0,69.0,25.0,76.0,74.0,60.0,0.9285714285714286,0.8918918918918919,0.9487179487179488,0.8125,0.9655172413793104,0.9696969696969696,0.1176470588235294,1.0,1.0,0.647887323943662,0.0,0.9298245614035088,0.96,0.927536231884058,0.08,0.9342105263157896,0.9594594594594594,0.9666666666666668,19,7,38.0,79.0,80.0,0.2375,0.1842105263157894,0.0,19,14.0,73.0,3.842105263157895,13.3,92.99999999999996,4.894736842105261
48,47,44,2023-01-25,24-242,PHI,,BRK,W (+4),1,33:48,7.0,10.0,.700,3.0,6.0,.500,2,2.0,1.000,2.0,2.0,4.0,2.0,1.0,3.0,0.0,3.0,19.0,20.1,-4,4.0,4.0,1.0,52,33,74,13,56,64,2,1,2,46,53,72,64,2,71,71,58,56.0,37.0,78.0,16.0,58.0,66.0,17.0,1.0,2.0,71.0,1.0,57.0,75.0,69.0,25.0,76.0,74.0,60.0,0.9285714285714286,0.8918918918918919,0.9487179487179488,0.8125,0.9655172413793104,0.9696969696969696,0.1176470588235294,1.0,1.0,0.647887323943662,0.0,0.9298245614035088,0.96,0.927536231884058,0.08,0.9342105263157896,0.9594594594594594,0.9666666666666668,19,7,38.0,79.0,80.0,0.2375,0.1842105263157894,0.0,19,17.0,70.0,3.684210526315789,19.3,84.1,4.4263157894736835
49,48,45,2023-01-28,24-245,PHI,,DEN,W (+7),1,22:45,4.0,8.0,.500,3.0,5.0,.600,2,2.0,1.000,1.0,1.0,2.0,2.0,2.0,0.0,1.0,3.0,13.0,11.2,-12,3.0,1.0,0.3333333333333333,52,33,74,13,56,64,2,1,2,46,53,72,64,2,71,71,58,56.0,37.0,78.0,16.0,58.0,66.0,17.0,1.0,2.0,71.0,1.0,57.0,75.0,69.0,25.0,76.0,74.0,60.0,0.9285714285714286,0.8918918918918919,0.9487179487179488,0.8125,0.9655172413793104,0.9696969696969696,0.1176470588235294,1.0,1.0,0.647887323943662,0.0,0.9298245614035088,0.96,0.927536231884058,0.08,0.9342105263157896,0.9594594594594594,0.9666666666666668,19,7,38.0,79.0,80.0,0.2375,0.1842105263157894,0.0,19,8.0,83.0,4.368421052631579,10.4,95.10000000000002,5.005263157894738
50,49,46,2023-01-30,24-247,PHI,,ORL,L (-10),1,20:36,2.0,6.0,.333,1.0,3.0,.333,3,4.0,.750,1.0,6.0,7.0,2.0,2.0,0.0,3.0,2.0,8.0,6.3,+10,3.0,1.0,0.3333333333333333,52,33,74,13,56,64,2,1,2,46,53,72,64,2,71,71,58,56.0,37.0,78.0,16.0,58.0,66.0,17.0,1.0,2.0,71.0,1.0,57.0,75.0,69.0,25.0,76.0,74.0,60.0,0.9285714285714286,0.8918918918918919,0.9487179487179488,0.8125,0.9655172413793104,0.9696969696969696,0.1176470588235294,1.0,1.0,0.647887323943662,0.0,0.9298245614035088,0.96,0.927536231884058,0.08,0.9342105263157896,0.9594594594594594,0.9666666666666668,19,7,38.0,79.0,80.0,0.2375,0.1842105263157894,0.0,19,6.0,66.0,3.473684210526316,5.100000000000001,67.79999999999998,3.568421052631578
51,50,47,2023-02-01,24-249,PHI,,ORL,W (+11),1,20:06,1.0,7.0,.143,1.0,4.0,.250,0,0.0,,2.0,1.0,3.0,0.0,0.0,0.0,2.0,2.0,3.0,-2.6,-3,3.0,0.0,0.0,52,33,74,13,56,64,2,1,2,46,53,72,64,2,71,71,58,56.0,37.0,78.0,16.0,58.0,66.0,17.0,1.0,2.0,71.0,1.0,57.0,75.0,69.0,25.0,76.0,74.0,60.0,0.9285714285714286,0.8918918918918919,0.9487179487179488,0.8125,0.9655172413793104,0.9696969696969696,0.1176470588235294,1.0,1.0,0.647887323943662,0.0,0.9298245614035088,0.96,0.927536231884058,0.08,0.9342105263157896,0.9594594594594594,0.9666666666666668,19,7,38.0,79.0,80.0,0.2375,0.1842105263157894,0.0,19,-3.0,79.0,4.157894736842105,-2.6,89.70000000000002,4.7210526315789485
52,51,48,2023-02-03,24-251,PHI,@,SAS,W (+12),1,22:22,4.0,7.0,.571,3.0,4.0,.750,2,2.0,1.000,0.0,1.0,1.0,1.0,2.0,1.0,0.0,3.0,13.0,12.2,+4,3.0,1.0,0.3333333333333333,52,33,74,13,56,64,2,1,2,46,53,72,64,2,71,71,58,56.0,37.0,78.0,16.0,58.0,66.0,17.0,1.0,2.0,71.0,1.0,57.0,75.0,69.0,25.0,76.0,74.0,60.0,0.9285714285714286,0.8918918918918919,0.9487179487179488,0.8125,0.9655172413793104,0.9696969696969696,0.1176470588235294,1.0,1.0,0.647887323943662,0.0,0.9298245614035088,0.96,0.927536231884058,0.08,0.9342105263157896,0.9594594594594594,0.9666666666666668,19,7,38.0,79.0,80.0,0.2375,0.1842105263157894,0.0,19,9.0,78.0,4.105263157894737,11.4,93.3,4.910526315789474
53,52,49,2023-02-05,24-253,PHI,@,NYK,L (-11),1,35:50,5.0,7.0,.714,3.0,4.0,.750,1,3.0,.333,0.0,3.0,3.0,3.0,1.0,1.0,1.0,3.0,14.0,12.8,+12,3.0,2.0,0.6666666666666666,52,33,74,13,56,64,2,1,2,46,53,72,64,2,71,71,58,56.0,37.0,78.0,16.0,58.0,66.0,17.0,1.0,2.0,71.0,1.0,57.0,75.0,69.0,25.0,76.0,74.0,60.0,0.9285714285714286,0.8918918918918919,0.9487179487179488,0.8125,0.9655172413793104,0.9696969696969696,0.1176470588235294,1.0,1.0,0.647887323943662,0.0,0.9298245614035088,0.96,0.927536231884058,0.08,0.9342105263157896,0.9594594594594594,0.9666666666666668,19,7,38.0,79.0,80.0,0.2375,0.1842105263157894,0.0,19,11.0,45.0,2.3684210526315788,12.400000000000002,55.00000000000001,2.8947368421052637
54,53,50,2023-02-08,24-256,PHI,@,BOS,L (-7),1,32:52,5.0,8.0,.625,2.0,4.0,.500,0,0.0,,0.0,4.0,4.0,3.0,1.0,0.0,0.0,3.0,12.0,11.5,+6,4.0,3.0,0.75,52,33,74,13,56,64,2,1,2,46,53,72,64,2,71,71,58,56.0,37.0,78.0,16.0,58.0,66.0,17.0,1.0,2.0,71.0,1.0,57.0,75.0,69.0,25.0,76.0,74.0,60.0,0.9285714285714286,0.8918918918918919,0.9487179487179488,0.8125,0.9655172413793104,0.9696969696969696,0.1176470588235294,1.0,1.0,0.647887323943662,0.0,0.9298245614035088,0.96,0.927536231884058,0.08,0.9342105263157896,0.9594594594594594,0.9666666666666668,19,7,38.0,79.0,80.0,0.2375,0.1842105263157894,0.0,19,12.0,45.0,2.3684210526315788,11.499999999999996,58.400000000000006,3.073684210526316
55,54,51,2023-02-10,24-258,PHI,,NYK,W (+11),1,18:36,2.0,6.0,.333,1.0,5.0,.200,0,0.0,,0.0,1.0,1.0,1.0,0.0,0.0,0.0,2.0,5.0,1.8,-13,1.0,1.0,1.0,52,33,74,13,56,64,2,1,2,46,53,72,64,2,71,71,58,56.0,37.0,78.0,16.0,58.0,66.0,17.0,1.0,2.0,71.0,1.0,57.0,75.0,69.0,25.0,76.0,74.0,60.0,0.9285714285714286,0.8918918918918919,0.9487179487179488,0.8125,0.9655172413793104,0.9696969696969696,0.1176470588235294,1.0,1.0,0.647887323943662,0.0,0.9298245614035088,0.96,0.927536231884058,0.08,0.9342105263157896,0.9594594594594594,0.9666666666666668,19,7,38.0,79.0,80.0,0.2375,0.1842105263157894,0.0,19,1.0,98.0,5.157894736842105,1.8000000000000005,112.0,5.894736842105263
56,55,52,2023-02-11,24-259,PHI,@,BRK,W (+3),1,14:21,0.0,3.0,.000,0.0,1.0,.000,0,0.0,,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,-1.8,-12,2.0,0.0,0.0,52,33,74,13,56,64,2,1,2,46,53,72,64,2,71,71,58,56.0,37.0,78.0,16.0,58.0,66.0,17.0,1.0,2.0,71.0,1.0,57.0,75.0,69.0,25.0,76.0,74.0,60.0,0.9285714285714286,0.8918918918918919,0.9487179487179488,0.8125,0.9655172413793104,0.9696969696969696,0.1176470588235294,1.0,1.0,0.647887323943662,0.0,0.9298245614035088,0.96,0.927536231884058,0.08,0.9342105263157896,0.9594594594594594,0.9666666666666668,19,7,38.0,79.0,80.0,0.2375,0.1842105263157894,0.0,19,-2.0,71.0,3.736842105263158,-1.7999999999999998,70.69999999999999,3.7210526315789467
57,56,53,2023-02-13,24-261,PHI,,HOU,W (+19),1,21:08,1.0,3.0,.333,1.0,2.0,.500,0,0.0,,2.0,2.0,4.0,2.0,2.0,1.0,2.0,3.0,3.0,4.2,+9,1.0,0.0,0.0,52,33,74,13,56,64,2,1,2,46,53,72,64,2,71,71,58,56.0,37.0,78.0,16.0,58.0,66.0,17.0,1.0,2.0,71.0,1.0,57.0,75.0,69.0,25.0,76.0,74.0,60.0,0.9285714285714286,0.8918918918918919,0.9487179487179488,0.8125,0.9655172413793104,0.9696969696969696,0.1176470588235294,1.0,1.0,0.647887323943662,0.0,0.9298245614035088,0.96,0.927536231884058,0.08,0.9342105263157896,0.9594594594594594,0.9666666666666668,19,7,38.0,79.0,80.0,0.2375,0.1842105263157894,0.0,19,7.0,85.0,4.473684210526316,4.199999999999998,92.3,4.8578947368421055
