Rk,G,Date,Age,Tm,Opp,GS,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,GmSc,+/-,2PA,2P,2P%,Shared Games with Cam Reddish,Shared Games with Derrick Rose,Shared Games with Evan Fournier,Shared Games with Immanuel Quickley,Shared Games with Isaiah Hartenstein,Shared Games with Jalen Brunson,Shared Games with Jericho Sims,Shared Games with Julius Randle,Shared Games with Miles McBride,Shared Games with Mitchell Robinson,Shared Games with Obi Toppin,Shared Games with Quentin Grimes,Shared Games with RJ Barrett,Shared Games with Svi Mykhailiuk,Shared Games with Trevor Keels,Cam Reddish,DaQuan Jeffries,Derrick Rose,Evan Fournier,Feron Hunt,Immanuel Quickley,Isaiah Hartenstein,Jalen Brunson,Jericho Sims,Julius Randle,Miles McBride,Mitchell Robinson,Obi Toppin,Quentin Grimes,RJ Barrett,Svi Mykhailiuk,Trevor Keels,co_inf with Cam Reddish,co_inf with DaQuan Jeffries,co_inf with Derrick Rose,co_inf with Evan Fournier,co_inf with Feron Hunt,co_inf with Immanuel Quickley,co_inf with Isaiah Hartenstein,co_inf with Jalen Brunson,co_inf with Jericho Sims,co_inf with Julius Randle,co_inf with Miles McBride,co_inf with Mitchell Robinson,co_inf with Obi Toppin,co_inf with Quentin Grimes,co_inf with RJ Barrett,co_inf with Svi Mykhailiuk,co_inf with Trevor Keels,Shared Games with Moses Brown,Shared Games with Anfernee Simons,Shared Games with Damian Lillard,Shared Games with Drew Eubanks,Shared Games with Jabari Walker,Shared Games with Jerami Grant,Shared Games with John Butler,Shared Games with Jusuf Nurkić,Shared Games with Keon Johnson,Shared Games with Kevin Knox,Shared Games with Matisse Thybulle,Shared Games with Nassir Little,Shared Games with Shaedon Sharpe,Shared Games with Trendon Watford,Anfernee Simons,Chance Comanche,Damian Lillard,Drew Eubanks,Greg Brown III,Jabari Walker,Jayson Tatum,Jeenathan Williams,Jerami Grant,John Butler,Justin Minaya,Justise Winslow,Jusuf Nurkić,Keon Johnson,Kevin Knox,Matisse Thybulle,Nassir Little,Shaedon Sharpe,Skylar Mays,Trendon Watford,co_inf with Anfernee Simons,co_inf with Chance Comanche,co_inf with Damian Lillard,co_inf with Drew Eubanks,co_inf with Greg Brown III,co_inf with Jabari Walker,co_inf with Jayson Tatum,co_inf with Jeenathan Williams,co_inf with Jerami Grant,co_inf with John Butler,co_inf with Justin Minaya,co_inf with Justise Winslow,co_inf with Jusuf Nurkić,co_inf with Keon Johnson,co_inf with Kevin Knox,co_inf with Matisse Thybulle,co_inf with Nassir Little,co_inf with Shaedon Sharpe,co_inf with Skylar Mays,co_inf with Trendon Watford,Total Shared Players,CO_EFF,EFF,avg_EFF,CO_HGS,HGS,avg_HGS,PER,WS,BPM,OBPM,DBPM,Co_Points_Share,TS%,3PAr,FTr,VORP,OWS,New Column,Result
65.0,,2023-03-05,28-344,POR,ORL,,0.0,0.0,0.0,,,,,,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,14,8,5,11,11,10,11,11,11,7,7,9,9,10,1,40.0,,27.0,27.0,,81.0,82.0,68.0,52.0,77.0,64.0,59.0,67.0,71.0,73.0,32.0,3.0,0.35,,0.2962962962962963,0.1851851851851851,,0.1358024691358024,0.1341463414634146,0.1470588235294117,0.2115384615384615,0.1428571428571428,0.171875,0.1186440677966101,0.1044776119402985,0.1267605633802817,0.1232876712328767,0.3125,0.3333333333333333,3,3,4,9,8,1,5,2,7,9,9,9,9,7,62.0,1,58.0,78.0,16.0,56.0,74.0,5,63.0,19.0,4,29.0,52.0,40.0,63.0,71.0,54.0,80.0,6,62.0,0.0483870967741935,0.0,0.0689655172413793,0.1153846153846153,0.0,0.1428571428571428,0.0,0.0,0.0158730158730158,0.2631578947368421,0.0,0.0,0.0384615384615384,0.175,0.1428571428571428,0.1267605633802817,0.1666666666666666,0.1125,0.0,0.1129032258064516,29,,88.0,3.034482758620689,0.0,90.29999999999998,3.113793103448275,2.7,-0.2,-8.8,-7.3,-1.5,0.0024733842348639,0.351,0.622,0.0,-0.3,-0.2,L (-18),L (-18)
66.0,,2023-03-06,28-345,POR,DET,,0.0,0.0,0.0,,,,,,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,14,8,5,11,11,10,11,11,11,7,7,9,9,10,1,40.0,,27.0,27.0,,81.0,82.0,68.0,52.0,77.0,64.0,59.0,67.0,71.0,73.0,32.0,3.0,0.35,,0.2962962962962963,0.1851851851851851,,0.1358024691358024,0.1341463414634146,0.1470588235294117,0.2115384615384615,0.1428571428571428,0.171875,0.1186440677966101,0.1044776119402985,0.1267605633802817,0.1232876712328767,0.3125,0.3333333333333333,3,3,4,9,8,1,5,2,7,9,9,9,9,7,62.0,1,58.0,78.0,16.0,56.0,74.0,5,63.0,19.0,4,29.0,52.0,40.0,63.0,71.0,54.0,80.0,6,62.0,0.0483870967741935,0.0,0.0689655172413793,0.1153846153846153,0.0,0.1428571428571428,0.0,0.0,0.0158730158730158,0.2631578947368421,0.0,0.0,0.0384615384615384,0.175,0.1428571428571428,0.1267605633802817,0.1666666666666666,0.1125,0.0,0.1129032258064516,29,,53.0,1.827586206896552,0.0,63.8,2.2,2.7,-0.2,-8.8,-7.3,-1.5,0.0024733842348639,0.351,0.622,0.0,-0.3,-0.2,L (-11),L (-11)
67.0,,2023-03-08,28-347,POR,BOS,,0.0,0.0,0.0,,,,,,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,14,8,5,11,11,10,11,11,11,7,7,9,9,10,1,40.0,,27.0,27.0,,81.0,82.0,68.0,52.0,77.0,64.0,59.0,67.0,71.0,73.0,32.0,3.0,0.35,,0.2962962962962963,0.1851851851851851,,0.1358024691358024,0.1341463414634146,0.1470588235294117,0.2115384615384615,0.1428571428571428,0.171875,0.1186440677966101,0.1044776119402985,0.1267605633802817,0.1232876712328767,0.3125,0.3333333333333333,3,3,4,9,8,1,5,2,7,9,9,9,9,7,62.0,1,58.0,78.0,16.0,56.0,74.0,5,63.0,19.0,4,29.0,52.0,40.0,63.0,71.0,54.0,80.0,6,62.0,0.0483870967741935,0.0,0.0689655172413793,0.1153846153846153,0.0,0.1428571428571428,0.0,0.0,0.0158730158730158,0.2631578947368421,0.0,0.0,0.0384615384615384,0.175,0.1428571428571428,0.1267605633802817,0.1666666666666666,0.1125,0.0,0.1129032258064516,29,,99.0,3.413793103448276,0.0,97.9,3.375862068965517,2.7,-0.2,-8.8,-7.3,-1.5,0.0024733842348639,0.351,0.622,0.0,-0.3,-0.2,L (-18),L (-18)
68.0,,2023-03-10,28-349,POR,PHI,,0.0,0.0,0.0,,,,,,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,14,8,5,11,11,10,11,11,11,7,7,9,9,10,1,40.0,,27.0,27.0,,81.0,82.0,68.0,52.0,77.0,64.0,59.0,67.0,71.0,73.0,32.0,3.0,0.35,,0.2962962962962963,0.1851851851851851,,0.1358024691358024,0.1341463414634146,0.1470588235294117,0.2115384615384615,0.1428571428571428,0.171875,0.1186440677966101,0.1044776119402985,0.1267605633802817,0.1232876712328767,0.3125,0.3333333333333333,3,3,4,9,8,1,5,2,7,9,9,9,9,7,62.0,1,58.0,78.0,16.0,56.0,74.0,5,63.0,19.0,4,29.0,52.0,40.0,63.0,71.0,54.0,80.0,6,62.0,0.0483870967741935,0.0,0.0689655172413793,0.1153846153846153,0.0,0.1428571428571428,0.0,0.0,0.0158730158730158,0.2631578947368421,0.0,0.0,0.0384615384615384,0.175,0.1428571428571428,0.1267605633802817,0.1666666666666666,0.1125,0.0,0.1129032258064516,29,,73.0,2.5172413793103448,0.0,65.7,2.2655172413793103,2.7,-0.2,-8.8,-7.3,-1.5,0.0024733842348639,0.351,0.622,0.0,-0.3,-0.2,W (+3),W (+3)
69.0,15.0,2023-03-12,28-351,POR,NOP,0,16.733333333333334,2.0,3.0,.667,1.0,1.0,1.000,0,0.0,,0.0,1.0,1.0,1.0,1.0,0.0,1.0,5.0,5.0,2.7,-11,2.0,1.0,0.5,14,8,5,11,11,10,11,11,11,7,7,9,9,10,1,40.0,,27.0,27.0,,81.0,82.0,68.0,52.0,77.0,64.0,59.0,67.0,71.0,73.0,32.0,3.0,0.35,,0.2962962962962963,0.1851851851851851,,0.1358024691358024,0.1341463414634146,0.1470588235294117,0.2115384615384615,0.1428571428571428,0.171875,0.1186440677966101,0.1044776119402985,0.1267605633802817,0.1232876712328767,0.3125,0.3333333333333333,3,3,4,9,8,1,5,2,7,9,9,9,9,7,62.0,1,58.0,78.0,16.0,56.0,74.0,5,63.0,19.0,4,29.0,52.0,40.0,63.0,71.0,54.0,80.0,6,62.0,0.0483870967741935,0.0,0.0689655172413793,0.1153846153846153,0.0,0.1428571428571428,0.0,0.0,0.0158730158730158,0.2631578947368421,0.0,0.0,0.0384615384615384,0.175,0.1428571428571428,0.1267605633802817,0.1666666666666666,0.1125,0.0,0.1129032258064516,29,4.0,64.0,2.206896551724138,2.7,77.70000000000002,2.679310344827587,2.7,-0.2,-8.8,-7.3,-1.5,0.0024733842348639,0.351,0.622,0.0,-0.3,-0.2,W (+6),W (+6)
70.0,,2023-03-14,28-353,POR,NYK,Did Not Play,0.0,0.0,0.0,Did Not Play,,,Did Not Play,Did Not Play,0.0,Did Not Play,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Did Not Play,Did Not Play,,,,14,8,5,11,11,10,11,11,11,7,7,9,9,10,1,40.0,,27.0,27.0,,81.0,82.0,68.0,52.0,77.0,64.0,59.0,67.0,71.0,73.0,32.0,3.0,0.35,,0.2962962962962963,0.1851851851851851,,0.1358024691358024,0.1341463414634146,0.1470588235294117,0.2115384615384615,0.1428571428571428,0.171875,0.1186440677966101,0.1044776119402985,0.1267605633802817,0.1232876712328767,0.3125,0.3333333333333333,3,3,4,9,8,1,5,2,7,9,9,9,9,7,62.0,1,58.0,78.0,16.0,56.0,74.0,5,63.0,19.0,4,29.0,52.0,40.0,63.0,71.0,54.0,80.0,6,62.0,0.0483870967741935,0.0,0.0689655172413793,0.1153846153846153,0.0,0.1428571428571428,0.0,0.0,0.0158730158730158,0.2631578947368421,0.0,0.0,0.0384615384615384,0.175,0.1428571428571428,0.1267605633802817,0.1666666666666666,0.1125,0.0,0.1129032258064516,29,,54.0,1.862068965517241,0.0,61.5,2.1206896551724137,2.7,-0.2,-8.8,-7.3,-1.5,0.0024733842348639,0.351,0.622,0.0,-0.3,-0.2,L (-22),L (-22)
71.0,16.0,2023-03-17,28-356,POR,BOS,0,0.7166666666666667,0.0,0.0,,0.0,0.0,,0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,,14,8,5,11,11,10,11,11,11,7,7,9,9,10,1,40.0,,27.0,27.0,,81.0,82.0,68.0,52.0,77.0,64.0,59.0,67.0,71.0,73.0,32.0,3.0,0.35,,0.2962962962962963,0.1851851851851851,,0.1358024691358024,0.1341463414634146,0.1470588235294117,0.2115384615384615,0.1428571428571428,0.171875,0.1186440677966101,0.1044776119402985,0.1267605633802817,0.1232876712328767,0.3125,0.3333333333333333,3,3,4,9,8,1,5,2,7,9,9,9,9,7,62.0,1,58.0,78.0,16.0,56.0,74.0,5,63.0,19.0,4,29.0,52.0,40.0,63.0,71.0,54.0,80.0,6,62.0,0.0483870967741935,0.0,0.0689655172413793,0.1153846153846153,0.0,0.1428571428571428,0.0,0.0,0.0158730158730158,0.2631578947368421,0.0,0.0,0.0384615384615384,0.175,0.1428571428571428,0.1267605633802817,0.1666666666666666,0.1125,0.0,0.1129032258064516,29,0.0,77.0,2.655172413793104,0.0,85.99999999999999,2.96551724137931,2.7,-0.2,-8.8,-7.3,-1.5,0.0024733842348639,0.351,0.622,0.0,-0.3,-0.2,L (-1),L (-1)
72.0,,2023-03-19,28-358,POR,LAC,Did Not Play,0.0,0.0,0.0,Did Not Play,,,Did Not Play,Did Not Play,0.0,Did Not Play,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Did Not Play,Did Not Play,,,,14,8,5,11,11,10,11,11,11,7,7,9,9,10,1,40.0,,27.0,27.0,,81.0,82.0,68.0,52.0,77.0,64.0,59.0,67.0,71.0,73.0,32.0,3.0,0.35,,0.2962962962962963,0.1851851851851851,,0.1358024691358024,0.1341463414634146,0.1470588235294117,0.2115384615384615,0.1428571428571428,0.171875,0.1186440677966101,0.1044776119402985,0.1267605633802817,0.1232876712328767,0.3125,0.3333333333333333,3,3,4,9,8,1,5,2,7,9,9,9,9,7,62.0,1,58.0,78.0,16.0,56.0,74.0,5,63.0,19.0,4,29.0,52.0,40.0,63.0,71.0,54.0,80.0,6,62.0,0.0483870967741935,0.0,0.0689655172413793,0.1153846153846153,0.0,0.1428571428571428,0.0,0.0,0.0158730158730158,0.2631578947368421,0.0,0.0,0.0384615384615384,0.175,0.1428571428571428,0.1267605633802817,0.1666666666666666,0.1125,0.0,0.1129032258064516,29,,81.0,2.793103448275862,0.0,87.10000000000001,3.0034482758620693,2.7,-0.2,-8.8,-7.3,-1.5,0.0024733842348639,0.351,0.622,0.0,-0.3,-0.2,L (-17),L (-17)
73.0,17.0,2023-03-22,28-361,POR,UTA,0,20.216666666666665,1.0,5.0,.200,1.0,4.0,.250,0,0.0,,0.0,0.0,0.0,2.0,0.0,0.0,0.0,3.0,3.0,0.1,+5,1.0,0.0,0.0,14,8,5,11,11,10,11,11,11,7,7,9,9,10,1,40.0,,27.0,27.0,,81.0,82.0,68.0,52.0,77.0,64.0,59.0,67.0,71.0,73.0,32.0,3.0,0.35,,0.2962962962962963,0.1851851851851851,,0.1358024691358024,0.1341463414634146,0.1470588235294117,0.2115384615384615,0.1428571428571428,0.171875,0.1186440677966101,0.1044776119402985,0.1267605633802817,0.1232876712328767,0.3125,0.3333333333333333,3,3,4,9,8,1,5,2,7,9,9,9,9,7,62.0,1,58.0,78.0,16.0,56.0,74.0,5,63.0,19.0,4,29.0,52.0,40.0,63.0,71.0,54.0,80.0,6,62.0,0.0483870967741935,0.0,0.0689655172413793,0.1153846153846153,0.0,0.1428571428571428,0.0,0.0,0.0158730158730158,0.2631578947368421,0.0,0.0,0.0384615384615384,0.175,0.1428571428571428,0.1267605633802817,0.1666666666666666,0.1125,0.0,0.1129032258064516,29,0.0,62.0,2.1379310344827585,0.0999999999999996,69.89999999999999,2.4103448275862065,2.7,-0.2,-8.8,-7.3,-1.5,0.0024733842348639,0.351,0.622,0.0,-0.3,-0.2,L (-16),L (-16)
74.0,18.0,2023-03-24,28-363,POR,CHI,1,21.65,0.0,5.0,.000,0.0,2.0,.000,0,0.0,,0.0,0.0,0.0,6.0,2.0,0.0,1.0,0.0,0.0,1.7,-10,3.0,0.0,0.0,14,8,5,11,11,10,11,11,11,7,7,9,9,10,1,40.0,,27.0,27.0,,81.0,82.0,68.0,52.0,77.0,64.0,59.0,67.0,71.0,73.0,32.0,3.0,0.35,,0.2962962962962963,0.1851851851851851,,0.1358024691358024,0.1341463414634146,0.1470588235294117,0.2115384615384615,0.1428571428571428,0.171875,0.1186440677966101,0.1044776119402985,0.1267605633802817,0.1232876712328767,0.3125,0.3333333333333333,3,3,4,9,8,1,5,2,7,9,9,9,9,7,62.0,1,58.0,78.0,16.0,56.0,74.0,5,63.0,19.0,4,29.0,52.0,40.0,63.0,71.0,54.0,80.0,6,62.0,0.0483870967741935,0.0,0.0689655172413793,0.1153846153846153,0.0,0.1428571428571428,0.0,0.0,0.0158730158730158,0.2631578947368421,0.0,0.0,0.0384615384615384,0.175,0.1428571428571428,0.1267605633802817,0.1666666666666666,0.1125,0.0,0.1129032258064516,29,2.0,58.0,2.0,1.6999999999999993,66.6,2.296551724137931,2.7,-0.2,-8.8,-7.3,-1.5,0.0024733842348639,0.351,0.622,0.0,-0.3,-0.2,L (-14),L (-14)
75.0,19.0,2023-03-26,29-000,POR,OKC,1,26.866666666666667,1.0,6.0,.167,1.0,5.0,.200,0,0.0,,0.0,2.0,2.0,5.0,0.0,0.0,1.0,2.0,3.0,1.5,+4,1.0,0.0,0.0,14,8,5,11,11,10,11,11,11,7,7,9,9,10,1,40.0,,27.0,27.0,,81.0,82.0,68.0,52.0,77.0,64.0,59.0,67.0,71.0,73.0,32.0,3.0,0.35,,0.2962962962962963,0.1851851851851851,,0.1358024691358024,0.1341463414634146,0.1470588235294117,0.2115384615384615,0.1428571428571428,0.171875,0.1186440677966101,0.1044776119402985,0.1267605633802817,0.1232876712328767,0.3125,0.3333333333333333,3,3,4,9,8,1,5,2,7,9,9,9,9,7,62.0,1,58.0,78.0,16.0,56.0,74.0,5,63.0,19.0,4,29.0,52.0,40.0,63.0,71.0,54.0,80.0,6,62.0,0.0483870967741935,0.0,0.0689655172413793,0.1153846153846153,0.0,0.1428571428571428,0.0,0.0,0.0158730158730158,0.2631578947368421,0.0,0.0,0.0384615384615384,0.175,0.1428571428571428,0.1267605633802817,0.1666666666666666,0.1125,0.0,0.1129032258064516,29,3.0,34.0,1.1724137931034482,1.5000000000000009,47.4,1.6344827586206896,2.7,-0.2,-8.8,-7.3,-1.5,0.0024733842348639,0.351,0.622,0.0,-0.3,-0.2,L (-15),L (-15)
76.0,20.0,2023-03-27,29-001,POR,NOP,1,16.6,1.0,4.0,.250,1.0,2.0,.500,0,0.0,,0.0,2.0,2.0,1.0,0.0,0.0,1.0,1.0,3.0,0.5,-7,2.0,0.0,0.0,14,8,5,11,11,10,11,11,11,7,7,9,9,10,1,40.0,,27.0,27.0,,81.0,82.0,68.0,52.0,77.0,64.0,59.0,67.0,71.0,73.0,32.0,3.0,0.35,,0.2962962962962963,0.1851851851851851,,0.1358024691358024,0.1341463414634146,0.1470588235294117,0.2115384615384615,0.1428571428571428,0.171875,0.1186440677966101,0.1044776119402985,0.1267605633802817,0.1232876712328767,0.3125,0.3333333333333333,3,3,4,9,8,1,5,2,7,9,9,9,9,7,62.0,1,58.0,78.0,16.0,56.0,74.0,5,63.0,19.0,4,29.0,52.0,40.0,63.0,71.0,54.0,80.0,6,62.0,0.0483870967741935,0.0,0.0689655172413793,0.1153846153846153,0.0,0.1428571428571428,0.0,0.0,0.0158730158730158,0.2631578947368421,0.0,0.0,0.0384615384615384,0.175,0.1428571428571428,0.1267605633802817,0.1666666666666666,0.1125,0.0,0.1129032258064516,29,1.0,45.0,1.5517241379310345,0.5000000000000004,42.6,1.4689655172413794,2.7,-0.2,-8.8,-7.3,-1.5,0.0024733842348639,0.351,0.622,0.0,-0.3,-0.2,W (+12),W (+12)
77.0,,2023-03-29,29-003,POR,SAC,Did Not Play,0.0,0.0,0.0,Did Not Play,,,Did Not Play,Did Not Play,0.0,Did Not Play,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Did Not Play,Did Not Play,,,,14,8,5,11,11,10,11,11,11,7,7,9,9,10,1,40.0,,27.0,27.0,,81.0,82.0,68.0,52.0,77.0,64.0,59.0,67.0,71.0,73.0,32.0,3.0,0.35,,0.2962962962962963,0.1851851851851851,,0.1358024691358024,0.1341463414634146,0.1470588235294117,0.2115384615384615,0.1428571428571428,0.171875,0.1186440677966101,0.1044776119402985,0.1267605633802817,0.1232876712328767,0.3125,0.3333333333333333,3,3,4,9,8,1,5,2,7,9,9,9,9,7,62.0,1,58.0,78.0,16.0,56.0,74.0,5,63.0,19.0,4,29.0,52.0,40.0,63.0,71.0,54.0,80.0,6,62.0,0.0483870967741935,0.0,0.0689655172413793,0.1153846153846153,0.0,0.1428571428571428,0.0,0.0,0.0158730158730158,0.2631578947368421,0.0,0.0,0.0384615384615384,0.175,0.1428571428571428,0.1267605633802817,0.1666666666666666,0.1125,0.0,0.1129032258064516,29,,61.0,2.103448275862069,0.0,57.89999999999999,1.9965517241379307,2.7,-0.2,-8.8,-7.3,-1.5,0.0024733842348639,0.351,0.622,0.0,-0.3,-0.2,L (-28),L (-28)
78.0,,2023-03-31,29-005,POR,SAC,,0.0,0.0,0.0,,,,,,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,14,8,5,11,11,10,11,11,11,7,7,9,9,10,1,40.0,,27.0,27.0,,81.0,82.0,68.0,52.0,77.0,64.0,59.0,67.0,71.0,73.0,32.0,3.0,0.35,,0.2962962962962963,0.1851851851851851,,0.1358024691358024,0.1341463414634146,0.1470588235294117,0.2115384615384615,0.1428571428571428,0.171875,0.1186440677966101,0.1044776119402985,0.1267605633802817,0.1232876712328767,0.3125,0.3333333333333333,3,3,4,9,8,1,5,2,7,9,9,9,9,7,62.0,1,58.0,78.0,16.0,56.0,74.0,5,63.0,19.0,4,29.0,52.0,40.0,63.0,71.0,54.0,80.0,6,62.0,0.0483870967741935,0.0,0.0689655172413793,0.1153846153846153,0.0,0.1428571428571428,0.0,0.0,0.0158730158730158,0.2631578947368421,0.0,0.0,0.0384615384615384,0.175,0.1428571428571428,0.1267605633802817,0.1666666666666666,0.1125,0.0,0.1129032258064516,29,,69.0,2.3793103448275863,0.0,54.79999999999999,1.8896551724137929,2.7,-0.2,-8.8,-7.3,-1.5,0.0024733842348639,0.351,0.622,0.0,-0.3,-0.2,L (-6),L (-6)
