Rk,G,Date,Age,Tm,Opp,GS,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,GmSc,+/-,2PA,2P,2P%,Shared Games with Cam Reddish,Shared Games with Derrick Rose,Shared Games with Evan Fournier,Shared Games with Immanuel Quickley,Shared Games with Isaiah Hartenstein,Shared Games with Jalen Brunson,Shared Games with Jericho Sims,Shared Games with Miles McBride,Shared Games with Mitchell Robinson,Shared Games with Obi Toppin,Shared Games with Quentin Grimes,Shared Games with RJ Barrett,Shared Games with Ryan Arcidiacono,Shared Games with Svi Mykhailiuk,Shared Games with Trevor Keels,Cam Reddish,DaQuan Jeffries,Derrick Rose,Evan Fournier,Feron Hunt,Immanuel Quickley,Isaiah Hartenstein,Jalen Brunson,Jericho Sims,Miles McBride,Mitchell Robinson,Obi Toppin,Quentin Grimes,RJ Barrett,Ryan Arcidiacono,Svi Mykhailiuk,Trevor Keels,co_inf with Cam Reddish,co_inf with DaQuan Jeffries,co_inf with Derrick Rose,co_inf with Evan Fournier,co_inf with Feron Hunt,co_inf with Immanuel Quickley,co_inf with Isaiah Hartenstein,co_inf with Jalen Brunson,co_inf with Jericho Sims,co_inf with Miles McBride,co_inf with Mitchell Robinson,co_inf with Obi Toppin,co_inf with Quentin Grimes,co_inf with RJ Barrett,co_inf with Ryan Arcidiacono,co_inf with Svi Mykhailiuk,co_inf with Trevor Keels,Shared Games with Moses Brown,Shared Games with Josh Hart,Blake Griffin,Duane Washington Jr.,Isaiah Roby,Josh Hart,co_inf with Blake Griffin,co_inf with Duane Washington Jr.,co_inf with Isaiah Roby,co_inf with Josh Hart,Total Shared Players,CO_EFF,EFF,avg_EFF,CO_HGS,HGS,avg_HGS,PER,WS,BPM,OBPM,DBPM,Co_Points_Share,TS%,3PAr,FTr,VORP,OWS,New Column,Result
26.0,26.0,2022-12-09,28-010,NYK,CHO,1.0,35.55,9.0,21.0,0.429,4.0,10.0,0.4,11.0,14.0,0.786,1.0,6.0,7.0,2.0,1.0,1.0,2.0,3.0,33.0,23.1,17.0,11.0,5.0,0.4545454545454545,20,27,23,76,77,66,50,59,55,62,66,70,11,13,3,40.0,,27.0,27.0,,81.0,82.0,68.0,52.0,64.0,59.0,67.0,71.0,73.0,20.0,32.0,3.0,0.5,,1.0,0.8518518518518519,,0.9382716049382716,0.9390243902439024,0.9705882352941176,0.9615384615384616,0.921875,0.9322033898305084,0.9253731343283582,0.9295774647887324,0.958904109589041,0.55,0.40625,1.0,15,21,41.0,31.0,42.0,76.0,0.0,0.0,0.0,0.2763157894736842,17,7.0,101.0,5.941176470588236,18.700000000000003,84.19999999999999,4.952941176470588,20.3,8.1,3.7,3.9,-0.2,0.2034895942821105,0.581,0.444,0.371,3.9,5.0,W (+24),W (+24)
27.0,27.0,2022-12-11,28-012,NYK,SAC,1.0,27.15,9.0,20.0,0.45,3.0,11.0,0.273,6.0,6.0,1.0,1.0,7.0,8.0,3.0,0.0,0.0,2.0,3.0,27.0,18.3,12.0,9.0,6.0,0.6666666666666666,20,27,23,76,77,66,50,59,55,62,66,70,11,13,3,40.0,,27.0,27.0,,81.0,82.0,68.0,52.0,64.0,59.0,67.0,71.0,73.0,20.0,32.0,3.0,0.5,,1.0,0.8518518518518519,,0.9382716049382716,0.9390243902439024,0.9705882352941176,0.9615384615384616,0.921875,0.9322033898305084,0.9253731343283582,0.9295774647887324,0.958904109589041,0.55,0.40625,1.0,15,21,41.0,31.0,42.0,76.0,0.0,0.0,0.0,0.2763157894736842,17,10.0,85.0,5.0,15.900000000000002,70.2,4.129411764705883,20.3,8.1,3.7,3.9,-0.2,0.2034895942821105,0.581,0.444,0.371,3.9,5.0,W (+19),W (+19)
28.0,28.0,2022-12-14,28-015,NYK,CHI,1.0,46.36666666666667,8.0,19.0,0.421,3.0,7.0,0.429,12.0,15.0,0.8,1.0,12.0,13.0,7.0,0.0,0.0,6.0,2.0,31.0,22.1,1.0,12.0,5.0,0.4166666666666667,20,27,23,76,77,66,50,59,55,62,66,70,11,13,3,40.0,,27.0,27.0,,81.0,82.0,68.0,52.0,64.0,59.0,67.0,71.0,73.0,20.0,32.0,3.0,0.5,,1.0,0.8518518518518519,,0.9382716049382716,0.9390243902439024,0.9705882352941176,0.9615384615384616,0.921875,0.9322033898305084,0.9253731343283582,0.9295774647887324,0.958904109589041,0.55,0.40625,1.0,15,21,41.0,31.0,42.0,76.0,0.0,0.0,0.0,0.2763157894736842,17,11.0,88.0,5.176470588235294,17.300000000000008,84.39999999999999,4.96470588235294,20.3,8.1,3.7,3.9,-0.2,0.2034895942821105,0.581,0.444,0.371,3.9,5.0,W (+13),W (+13)
29.0,29.0,2022-12-16,28-017,NYK,CHI,1.0,36.03333333333333,6.0,16.0,0.375,2.0,8.0,0.25,5.0,7.0,0.714,2.0,10.0,12.0,4.0,3.0,1.0,2.0,1.0,19.0,17.9,21.0,8.0,4.0,0.5,20,27,23,76,77,66,50,59,55,62,66,70,11,13,3,40.0,,27.0,27.0,,81.0,82.0,68.0,52.0,64.0,59.0,67.0,71.0,73.0,20.0,32.0,3.0,0.5,,1.0,0.8518518518518519,,0.9382716049382716,0.9390243902439024,0.9705882352941176,0.9615384615384616,0.921875,0.9322033898305084,0.9253731343283582,0.9295774647887324,0.958904109589041,0.55,0.40625,1.0,15,21,41.0,31.0,42.0,76.0,0.0,0.0,0.0,0.2763157894736842,17,14.0,59.0,3.4705882352941178,15.9,73.9,4.347058823529412,20.3,8.1,3.7,3.9,-0.2,0.2034895942821105,0.581,0.444,0.371,3.9,5.0,W (+8),W (+8)
30.0,30.0,2022-12-18,28-019,NYK,IND,1.0,38.71666666666667,7.0,17.0,0.412,2.0,8.0,0.25,9.0,12.0,0.75,3.0,11.0,14.0,3.0,0.0,0.0,3.0,4.0,25.0,17.6,5.0,9.0,5.0,0.5555555555555556,20,27,23,76,77,66,50,59,55,62,66,70,11,13,3,40.0,,27.0,27.0,,81.0,82.0,68.0,52.0,64.0,59.0,67.0,71.0,73.0,20.0,32.0,3.0,0.5,,1.0,0.8518518518518519,,0.9382716049382716,0.9390243902439024,0.9705882352941176,0.9615384615384616,0.921875,0.9322033898305084,0.9253731343283582,0.9295774647887324,0.958904109589041,0.55,0.40625,1.0,15,21,41.0,31.0,42.0,76.0,0.0,0.0,0.0,0.2763157894736842,17,10.0,65.0,3.823529411764706,13.999999999999996,74.2,4.364705882352942,20.3,8.1,3.7,3.9,-0.2,0.2034895942821105,0.581,0.444,0.371,3.9,5.0,W (+23),W (+23)
31.0,31.0,2022-12-20,28-021,NYK,GSW,1.0,29.95,5.0,12.0,0.417,1.0,6.0,0.167,4.0,7.0,0.571,2.0,10.0,12.0,5.0,0.0,0.0,3.0,2.0,15.0,11.5,17.0,6.0,4.0,0.6666666666666666,20,27,23,76,77,66,50,59,55,62,66,70,11,13,3,40.0,,27.0,27.0,,81.0,82.0,68.0,52.0,64.0,59.0,67.0,71.0,73.0,20.0,32.0,3.0,0.5,,1.0,0.8518518518518519,,0.9382716049382716,0.9390243902439024,0.9705882352941176,0.9615384615384616,0.921875,0.9322033898305084,0.9253731343283582,0.9295774647887324,0.958904109589041,0.55,0.40625,1.0,15,21,41.0,31.0,42.0,76.0,0.0,0.0,0.0,0.2763157894736842,17,10.0,86.0,5.0588235294117645,9.9,104.1,6.123529411764705,20.3,8.1,3.7,3.9,-0.2,0.2034895942821105,0.581,0.444,0.371,3.9,5.0,W (+3),W (+3)
32.0,32.0,2022-12-21,28-022,NYK,TOR,1.0,40.1,13.0,17.0,0.765,0.0,3.0,0.0,4.0,9.0,0.444,2.0,11.0,13.0,4.0,0.0,0.0,2.0,5.0,30.0,24.8,7.0,14.0,13.0,0.9285714285714286,20,27,23,76,77,66,50,59,55,62,66,70,11,13,3,40.0,,27.0,27.0,,81.0,82.0,68.0,52.0,64.0,59.0,67.0,71.0,73.0,20.0,32.0,3.0,0.5,,1.0,0.8518518518518519,,0.9382716049382716,0.9390243902439024,0.9705882352941176,0.9615384615384616,0.921875,0.9322033898305084,0.9253731343283582,0.9295774647887324,0.958904109589041,0.55,0.40625,1.0,15,21,41.0,31.0,42.0,76.0,0.0,0.0,0.0,0.2763157894736842,17,19.0,59.0,3.4705882352941178,23.2,58.8,3.4588235294117644,20.3,8.1,3.7,3.9,-0.2,0.2034895942821105,0.581,0.444,0.371,3.9,5.0,W (+38),W (+38)
33.0,33.0,2022-12-23,28-024,NYK,CHI,1.0,38.35,11.0,22.0,0.5,5.0,10.0,0.5,2.0,5.0,0.4,2.0,10.0,12.0,3.0,1.0,2.0,1.0,2.0,29.0,23.9,-9.0,12.0,6.0,0.5,20,27,23,76,77,66,50,59,55,62,66,70,11,13,3,40.0,,27.0,27.0,,81.0,82.0,68.0,52.0,64.0,59.0,67.0,71.0,73.0,20.0,32.0,3.0,0.5,,1.0,0.8518518518518519,,0.9382716049382716,0.9390243902439024,0.9705882352941176,0.9615384615384616,0.921875,0.9322033898305084,0.9253731343283582,0.9295774647887324,0.958904109589041,0.55,0.40625,1.0,15,21,41.0,31.0,42.0,76.0,0.0,0.0,0.0,0.2763157894736842,17,19.0,74.0,4.352941176470588,23.1,78.99999999999999,4.647058823529411,20.3,8.1,3.7,3.9,-0.2,0.2034895942821105,0.581,0.444,0.371,3.9,5.0,L (-7),L (-7)
34.0,34.0,2022-12-25,28-026,NYK,PHI,1.0,40.11666666666667,12.0,24.0,0.5,4.0,9.0,0.444,7.0,7.0,1.0,1.0,7.0,8.0,4.0,2.0,1.0,1.0,1.0,35.0,29.9,5.0,15.0,8.0,0.5333333333333333,20,27,23,76,77,66,50,59,55,62,66,70,11,13,3,40.0,,27.0,27.0,,81.0,82.0,68.0,52.0,64.0,59.0,67.0,71.0,73.0,20.0,32.0,3.0,0.5,,1.0,0.8518518518518519,,0.9382716049382716,0.9390243902439024,0.9705882352941176,0.9615384615384616,0.921875,0.9322033898305084,0.9253731343283582,0.9295774647887324,0.958904109589041,0.55,0.40625,1.0,15,21,41.0,31.0,42.0,76.0,0.0,0.0,0.0,0.2763157894736842,17,18.0,83.0,4.882352941176471,27.100000000000005,75.1,4.417647058823529,20.3,8.1,3.7,3.9,-0.2,0.2034895942821105,0.581,0.444,0.371,3.9,5.0,L (-1),L (-1)
35.0,35.0,2022-12-27,28-028,NYK,DAL,1.0,44.81666666666667,11.0,23.0,0.478,5.0,11.0,0.455,2.0,4.0,0.5,2.0,16.0,18.0,4.0,0.0,0.0,2.0,5.0,29.0,21.5,2.0,12.0,6.0,0.5,20,27,23,76,77,66,50,59,55,62,66,70,11,13,3,40.0,,27.0,27.0,,81.0,82.0,68.0,52.0,64.0,59.0,67.0,71.0,73.0,20.0,32.0,3.0,0.5,,1.0,0.8518518518518519,,0.9382716049382716,0.9390243902439024,0.9705882352941176,0.9615384615384616,0.921875,0.9322033898305084,0.9253731343283582,0.9295774647887324,0.958904109589041,0.55,0.40625,1.0,15,21,41.0,31.0,42.0,76.0,0.0,0.0,0.0,0.2763157894736842,17,22.0,79.0,4.647058823529412,20.699999999999992,78.39999999999999,4.6117647058823525,20.3,8.1,3.7,3.9,-0.2,0.2034895942821105,0.581,0.444,0.371,3.9,5.0,L (-7),L (-7)
36.0,36.0,2022-12-29,28-030,NYK,SAS,1.0,42.833333333333336,14.0,27.0,0.519,6.0,13.0,0.462,7.0,11.0,0.636,3.0,8.0,11.0,7.0,1.0,0.0,4.0,3.0,41.0,31.3,-2.0,14.0,8.0,0.5714285714285714,20,27,23,76,77,66,50,59,55,62,66,70,11,13,3,40.0,,27.0,27.0,,81.0,82.0,68.0,52.0,64.0,59.0,67.0,71.0,73.0,20.0,32.0,3.0,0.5,,1.0,0.8518518518518519,,0.9382716049382716,0.9390243902439024,0.9705882352941176,0.9615384615384616,0.921875,0.9322033898305084,0.9253731343283582,0.9295774647887324,0.958904109589041,0.55,0.40625,1.0,15,21,41.0,31.0,42.0,76.0,0.0,0.0,0.0,0.2763157894736842,17,18.0,42.0,2.4705882352941178,28.5,51.3,3.0176470588235293,20.3,8.1,3.7,3.9,-0.2,0.2034895942821105,0.581,0.444,0.371,3.9,5.0,L (-5),L (-5)
37.0,37.0,2022-12-31,28-032,NYK,HOU,1.0,38.583333333333336,9.0,20.0,0.45,5.0,13.0,0.385,12.0,16.0,0.75,4.0,8.0,12.0,6.0,0.0,1.0,1.0,3.0,35.0,30.9,25.0,7.0,4.0,0.5714285714285714,20,27,23,76,77,66,50,59,55,62,66,70,11,13,3,40.0,,27.0,27.0,,81.0,82.0,68.0,52.0,64.0,59.0,67.0,71.0,73.0,20.0,32.0,3.0,0.5,,1.0,0.8518518518518519,,0.9382716049382716,0.9390243902439024,0.9705882352941176,0.9615384615384616,0.921875,0.9322033898305084,0.9253731343283582,0.9295774647887324,0.958904109589041,0.55,0.40625,1.0,15,21,41.0,31.0,42.0,76.0,0.0,0.0,0.0,0.2763157894736842,17,17.0,42.0,2.4705882352941178,26.100000000000005,51.0,3.0,20.3,8.1,3.7,3.9,-0.2,0.2034895942821105,0.581,0.444,0.371,3.9,5.0,L (-7),L (-7)
38.0,38.0,2023-01-02,28-034,NYK,PHO,1.0,39.9,7.0,18.0,0.389,4.0,12.0,0.333,10.0,12.0,0.833,0.0,16.0,16.0,6.0,1.0,0.0,1.0,3.0,28.0,25.2,12.0,6.0,3.0,0.5,20,27,23,76,77,66,50,59,55,62,66,70,11,13,3,40.0,,27.0,27.0,,81.0,82.0,68.0,52.0,64.0,59.0,67.0,71.0,73.0,20.0,32.0,3.0,0.5,,1.0,0.8518518518518519,,0.9382716049382716,0.9390243902439024,0.9705882352941176,0.9615384615384616,0.921875,0.9322033898305084,0.9253731343283582,0.9295774647887324,0.958904109589041,0.55,0.40625,1.0,15,21,41.0,31.0,42.0,76.0,0.0,0.0,0.0,0.2763157894736842,17,20.0,82.0,4.823529411764706,21.2,75.29999999999998,4.429411764705882,20.3,8.1,3.7,3.9,-0.2,0.2034895942821105,0.581,0.444,0.371,3.9,5.0,W (+20),W (+20)
39.0,39.0,2023-01-04,28-036,NYK,SAS,1.0,41.05,9.0,26.0,0.346,1.0,8.0,0.125,6.0,11.0,0.545,2.0,11.0,13.0,3.0,3.0,4.0,5.0,4.0,25.0,14.4,9.0,18.0,8.0,0.4444444444444444,20,27,23,76,77,66,50,59,55,62,66,70,11,13,3,40.0,,27.0,27.0,,81.0,82.0,68.0,52.0,64.0,59.0,67.0,71.0,73.0,20.0,32.0,3.0,0.5,,1.0,0.8518518518518519,,0.9382716049382716,0.9390243902439024,0.9705882352941176,0.9615384615384616,0.921875,0.9322033898305084,0.9253731343283582,0.9295774647887324,0.958904109589041,0.55,0.40625,1.0,15,21,41.0,31.0,42.0,76.0,0.0,0.0,0.0,0.2763157894736842,17,6.0,64.0,3.764705882352941,11.999999999999991,80.99999999999999,4.76470588235294,20.3,8.1,3.7,3.9,-0.2,0.2034895942821105,0.581,0.444,0.371,3.9,5.0,W (+19),W (+19)
40.0,40.0,2023-01-06,28-038,NYK,TOR,1.0,39.73333333333333,10.0,22.0,0.455,6.0,11.0,0.545,6.0,9.0,0.667,1.0,10.0,11.0,3.0,0.0,0.0,3.0,3.0,32.0,21.0,2.0,11.0,4.0,0.3636363636363636,20,27,23,76,77,66,50,59,55,62,66,70,11,13,3,40.0,,27.0,27.0,,81.0,82.0,68.0,52.0,64.0,59.0,67.0,71.0,73.0,20.0,32.0,3.0,0.5,,1.0,0.8518518518518519,,0.9382716049382716,0.9390243902439024,0.9705882352941176,0.9615384615384616,0.921875,0.9322033898305084,0.9253731343283582,0.9295774647887324,0.958904109589041,0.55,0.40625,1.0,15,21,41.0,31.0,42.0,76.0,0.0,0.0,0.0,0.2763157894736842,17,12.0,78.0,4.588235294117647,18.600000000000005,73.0,4.294117647058823,20.3,8.1,3.7,3.9,-0.2,0.2034895942821105,0.581,0.444,0.371,3.9,5.0,W (+3),W (+3)
41.0,41.0,2023-01-09,28-041,NYK,MIL,1.0,39.766666666666666,9.0,29.0,0.31,1.0,12.0,0.083,6.0,7.0,0.857,7.0,9.0,16.0,5.0,2.0,0.0,3.0,3.0,25.0,16.8,2.0,17.0,8.0,0.4705882352941176,20,27,23,76,77,66,50,59,55,62,66,70,11,13,3,40.0,,27.0,27.0,,81.0,82.0,68.0,52.0,64.0,59.0,67.0,71.0,73.0,20.0,32.0,3.0,0.5,,1.0,0.8518518518518519,,0.9382716049382716,0.9390243902439024,0.9705882352941176,0.9615384615384616,0.921875,0.9322033898305084,0.9253731343283582,0.9295774647887324,0.958904109589041,0.55,0.40625,1.0,15,21,41.0,31.0,42.0,76.0,0.0,0.0,0.0,0.2763157894736842,17,9.0,51.0,3.0,14.400000000000006,60.2,3.541176470588236,20.3,8.1,3.7,3.9,-0.2,0.2034895942821105,0.581,0.444,0.371,3.9,5.0,W (+4),W (+4)
42.0,42.0,2023-01-11,28-043,NYK,IND,1.0,38.55,5.0,12.0,0.417,2.0,7.0,0.286,2.0,4.0,0.5,3.0,13.0,16.0,4.0,0.0,1.0,6.0,2.0,14.0,9.5,9.0,5.0,3.0,0.6,20,27,23,76,77,66,50,59,55,62,66,70,11,13,3,40.0,,27.0,27.0,,81.0,82.0,68.0,52.0,64.0,59.0,67.0,71.0,73.0,20.0,32.0,3.0,0.5,,1.0,0.8518518518518519,,0.9382716049382716,0.9390243902439024,0.9705882352941176,0.9615384615384616,0.921875,0.9322033898305084,0.9253731343283582,0.9295774647887324,0.958904109589041,0.55,0.40625,1.0,15,21,41.0,31.0,42.0,76.0,0.0,0.0,0.0,0.2763157894736842,17,13.0,75.0,4.411764705882353,8.700000000000001,92.8,5.458823529411765,20.3,8.1,3.7,3.9,-0.2,0.2034895942821105,0.581,0.444,0.371,3.9,5.0,,
43.0,43.0,2023-01-13,28-045,NYK,WAS,1.0,35.8,8.0,19.0,0.421,2.0,6.0,0.333,5.0,8.0,0.625,3.0,13.0,16.0,1.0,0.0,1.0,3.0,2.0,23.0,15.3,12.0,13.0,6.0,0.4615384615384615,20,27,23,76,77,66,50,59,55,62,66,70,11,13,3,40.0,,27.0,27.0,,81.0,82.0,68.0,52.0,64.0,59.0,67.0,71.0,73.0,20.0,32.0,3.0,0.5,,1.0,0.8518518518518519,,0.9382716049382716,0.9390243902439024,0.9705882352941176,0.9615384615384616,0.921875,0.9322033898305084,0.9253731343283582,0.9295774647887324,0.958904109589041,0.55,0.40625,1.0,15,21,41.0,31.0,42.0,76.0,0.0,0.0,0.0,0.2763157894736842,17,11.0,56.0,3.294117647058824,13.300000000000004,67.0,3.941176470588236,20.3,8.1,3.7,3.9,-0.2,0.2034895942821105,0.581,0.444,0.371,3.9,5.0,L (-4),L (-4)
44.0,44.0,2023-01-15,28-047,NYK,DET,1.0,40.13333333333333,15.0,24.0,0.625,4.0,7.0,0.571,8.0,8.0,1.0,3.0,12.0,15.0,4.0,0.0,1.0,1.0,4.0,42.0,37.8,14.0,17.0,11.0,0.6470588235294118,20,27,23,76,77,66,50,59,55,62,66,70,11,13,3,40.0,,27.0,27.0,,81.0,82.0,68.0,52.0,64.0,59.0,67.0,71.0,73.0,20.0,32.0,3.0,0.5,,1.0,0.8518518518518519,,0.9382716049382716,0.9390243902439024,0.9705882352941176,0.9615384615384616,0.921875,0.9322033898305084,0.9253731343283582,0.9295774647887324,0.958904109589041,0.55,0.40625,1.0,15,21,41.0,31.0,42.0,76.0,0.0,0.0,0.0,0.2763157894736842,17,29.0,48.0,2.823529411764706,34.6,59.60000000000001,3.505882352941177,20.3,8.1,3.7,3.9,-0.2,0.2034895942821105,0.581,0.444,0.371,3.9,5.0,W (+6),W (+6)
45.0,45.0,2023-01-16,28-048,NYK,TOR,1.0,42.0,7.0,20.0,0.35,1.0,6.0,0.167,6.0,9.0,0.667,3.0,12.0,15.0,8.0,1.0,0.0,3.0,3.0,21.0,16.7,1.0,14.0,6.0,0.4285714285714285,20,27,23,76,77,66,50,59,55,62,66,70,11,13,3,40.0,,27.0,27.0,,81.0,82.0,68.0,52.0,64.0,59.0,67.0,71.0,73.0,20.0,32.0,3.0,0.5,,1.0,0.8518518518518519,,0.9382716049382716,0.9390243902439024,0.9705882352941176,0.9615384615384616,0.921875,0.9322033898305084,0.9253731343283582,0.9295774647887324,0.958904109589041,0.55,0.40625,1.0,15,21,41.0,31.0,42.0,76.0,0.0,0.0,0.0,0.2763157894736842,17,13.0,46.0,2.7058823529411766,14.3,64.89999999999998,3.817647058823528,20.3,8.1,3.7,3.9,-0.2,0.2034895942821105,0.581,0.444,0.371,3.9,5.0,W (+4),W (+4)
46.0,46.0,2023-01-18,28-050,NYK,WAS,1.0,34.06666666666667,6.0,17.0,0.353,0.0,5.0,0.0,2.0,5.0,0.4,7.0,8.0,15.0,4.0,1.0,0.0,2.0,5.0,14.0,10.4,-11.0,12.0,6.0,0.5,20,27,23,76,77,66,50,59,55,62,66,70,11,13,3,40.0,,27.0,27.0,,81.0,82.0,68.0,52.0,64.0,59.0,67.0,71.0,73.0,20.0,32.0,3.0,0.5,,1.0,0.8518518518518519,,0.9382716049382716,0.9390243902439024,0.9705882352941176,0.9615384615384616,0.921875,0.9322033898305084,0.9253731343283582,0.9295774647887324,0.958904109589041,0.55,0.40625,1.0,15,21,41.0,31.0,42.0,76.0,0.0,0.0,0.0,0.2763157894736842,17,10.0,56.0,3.294117647058824,9.599999999999998,76.0,4.470588235294118,20.3,8.1,3.7,3.9,-0.2,0.2034895942821105,0.581,0.444,0.371,3.9,5.0,W (+13),W (+13)
47.0,47.0,2023-01-20,28-052,NYK,ATL,1.0,33.3,11.0,22.0,0.5,3.0,10.0,0.3,7.0,9.0,0.778,1.0,8.0,9.0,6.0,0.0,0.0,3.0,1.0,32.0,24.1,-12.0,12.0,8.0,0.6666666666666666,20,27,23,76,77,66,50,59,55,62,66,70,11,13,3,40.0,,27.0,27.0,,81.0,82.0,68.0,52.0,64.0,59.0,67.0,71.0,73.0,20.0,32.0,3.0,0.5,,1.0,0.8518518518518519,,0.9382716049382716,0.9390243902439024,0.9705882352941176,0.9615384615384616,0.921875,0.9322033898305084,0.9253731343283582,0.9295774647887324,0.958904109589041,0.55,0.40625,1.0,15,21,41.0,31.0,42.0,76.0,0.0,0.0,0.0,0.2763157894736842,17,13.0,84.0,4.941176470588236,21.300000000000004,90.0,5.294117647058823,20.3,8.1,3.7,3.9,-0.2,0.2034895942821105,0.581,0.444,0.371,3.9,5.0,L (-2),L (-2)
48.0,48.0,2023-01-22,28-054,NYK,TOR,1.0,37.48333333333333,8.0,14.0,0.571,2.0,6.0,0.333,5.0,8.0,0.625,5.0,14.0,19.0,8.0,0.0,0.0,4.0,5.0,23.0,22.5,-4.0,8.0,6.0,0.75,20,27,23,76,77,66,50,59,55,62,66,70,11,13,3,40.0,,27.0,27.0,,81.0,82.0,68.0,52.0,64.0,59.0,67.0,71.0,73.0,20.0,32.0,3.0,0.5,,1.0,0.8518518518518519,,0.9382716049382716,0.9390243902439024,0.9705882352941176,0.9615384615384616,0.921875,0.9322033898305084,0.9253731343283582,0.9295774647887324,0.958904109589041,0.55,0.40625,1.0,15,21,41.0,31.0,42.0,76.0,0.0,0.0,0.0,0.2763157894736842,17,24.0,60.0,3.5294117647058822,20.500000000000004,66.2,3.894117647058824,20.3,8.1,3.7,3.9,-0.2,0.2034895942821105,0.581,0.444,0.371,3.9,5.0,L (-11),L (-11)
49.0,49.0,2023-01-24,28-056,NYK,CLE,1.0,37.63333333333333,11.0,21.0,0.524,8.0,12.0,0.667,6.0,7.0,0.857,4.0,9.0,13.0,4.0,0.0,0.0,5.0,3.0,36.0,27.4,-10.0,9.0,3.0,0.3333333333333333,20,27,23,76,77,66,50,59,55,62,66,70,11,13,3,40.0,,27.0,27.0,,81.0,82.0,68.0,52.0,64.0,59.0,67.0,71.0,73.0,20.0,32.0,3.0,0.5,,1.0,0.8518518518518519,,0.9382716049382716,0.9390243902439024,0.9705882352941176,0.9615384615384616,0.921875,0.9322033898305084,0.9253731343283582,0.9295774647887324,0.958904109589041,0.55,0.40625,1.0,15,21,41.0,31.0,42.0,76.0,0.0,0.0,0.0,0.2763157894736842,17,20.0,69.0,4.0588235294117645,25.0,51.49999999999999,3.029411764705882,20.3,8.1,3.7,3.9,-0.2,0.2034895942821105,0.581,0.444,0.371,3.9,5.0,L (-15),L (-15)
50.0,50.0,2023-01-26,28-058,NYK,BOS,1.0,36.9,13.0,25.0,0.52,5.0,13.0,0.385,6.0,7.0,0.857,1.0,8.0,9.0,2.0,0.0,0.0,2.0,5.0,37.0,24.8,-16.0,12.0,8.0,0.6666666666666666,20,27,23,76,77,66,50,59,55,62,66,70,11,13,3,40.0,,27.0,27.0,,81.0,82.0,68.0,52.0,64.0,59.0,67.0,71.0,73.0,20.0,32.0,3.0,0.5,,1.0,0.8518518518518519,,0.9382716049382716,0.9390243902439024,0.9705882352941176,0.9615384615384616,0.921875,0.9322033898305084,0.9253731343283582,0.9295774647887324,0.958904109589041,0.55,0.40625,1.0,15,21,41.0,31.0,42.0,76.0,0.0,0.0,0.0,0.2763157894736842,17,14.0,74.0,4.352941176470588,22.4,74.8,4.4,20.3,8.1,3.7,3.9,-0.2,0.2034895942821105,0.581,0.444,0.371,3.9,5.0,L (-9),L (-9)
51.0,51.0,2023-01-28,28-060,NYK,BRK,1.0,38.23333333333333,7.0,16.0,0.438,1.0,6.0,0.167,4.0,6.0,0.667,2.0,8.0,10.0,8.0,1.0,0.0,3.0,2.0,19.0,16.4,6.0,10.0,6.0,0.6,20,27,23,76,77,66,50,59,55,62,66,70,11,13,3,40.0,,27.0,27.0,,81.0,82.0,68.0,52.0,64.0,59.0,67.0,71.0,73.0,20.0,32.0,3.0,0.5,,1.0,0.8518518518518519,,0.9382716049382716,0.9390243902439024,0.9705882352941176,0.9615384615384616,0.921875,0.9322033898305084,0.9253731343283582,0.9295774647887324,0.958904109589041,0.55,0.40625,1.0,15,21,41.0,31.0,42.0,76.0,0.0,0.0,0.0,0.2763157894736842,17,13.0,55.0,3.235294117647059,14.799999999999994,69.99999999999999,4.117647058823529,20.3,8.1,3.7,3.9,-0.2,0.2034895942821105,0.581,0.444,0.371,3.9,5.0,W (+2),W (+2)
52.0,52.0,2023-01-31,28-063,NYK,LAL,1.0,43.016666666666666,6.0,19.0,0.316,2.0,9.0,0.222,9.0,11.0,0.818,2.0,10.0,12.0,5.0,0.0,0.0,4.0,4.0,23.0,13.6,-9.0,10.0,4.0,0.4,20,27,23,76,77,66,50,59,55,62,66,70,11,13,3,40.0,,27.0,27.0,,81.0,82.0,68.0,52.0,64.0,59.0,67.0,71.0,73.0,20.0,32.0,3.0,0.5,,1.0,0.8518518518518519,,0.9382716049382716,0.9390243902439024,0.9705882352941176,0.9615384615384616,0.921875,0.9322033898305084,0.9253731343283582,0.9295774647887324,0.958904109589041,0.55,0.40625,1.0,15,21,41.0,31.0,42.0,76.0,0.0,0.0,0.0,0.2763157894736842,17,6.0,81.0,4.764705882352941,10.0,95.10000000000002,5.594117647058825,20.3,8.1,3.7,3.9,-0.2,0.2034895942821105,0.581,0.444,0.371,3.9,5.0,W (+3),W (+3)
