Rk,G,Date,Age,Tm,Opp,GS,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,GmSc,+/-,2PA,2P,2P%,Shared Games with Cam Reddish,Shared Games with Derrick Rose,Shared Games with Evan Fournier,Shared Games with Immanuel Quickley,Shared Games with Isaiah Hartenstein,Shared Games with Jalen Brunson,Shared Games with Jericho Sims,Shared Games with Julius Randle,Shared Games with Miles McBride,Shared Games with Mitchell Robinson,Shared Games with Obi Toppin,Shared Games with Quentin Grimes,Shared Games with Ryan Arcidiacono,Shared Games with Svi Mykhailiuk,Shared Games with Trevor Keels,Cam Reddish,DaQuan Jeffries,Derrick Rose,Evan Fournier,Feron Hunt,Immanuel Quickley,Isaiah Hartenstein,Jalen Brunson,Jericho Sims,Julius Randle,Miles McBride,Mitchell Robinson,Obi Toppin,Quentin Grimes,Ryan Arcidiacono,Svi Mykhailiuk,Trevor Keels,co_inf with Cam Reddish,co_inf with DaQuan Jeffries,co_inf with Derrick Rose,co_inf with Evan Fournier,co_inf with Feron Hunt,co_inf with Immanuel Quickley,co_inf with Isaiah Hartenstein,co_inf with Jalen Brunson,co_inf with Jericho Sims,co_inf with Julius Randle,co_inf with Miles McBride,co_inf with Mitchell Robinson,co_inf with Obi Toppin,co_inf with Quentin Grimes,co_inf with Ryan Arcidiacono,co_inf with Svi Mykhailiuk,co_inf with Trevor Keels,Shared Games with Moses Brown,Shared Games with Josh Hart,Blake Griffin,Duane Washington Jr.,Isaiah Roby,Josh Hart,co_inf with Blake Griffin,co_inf with Duane Washington Jr.,co_inf with Isaiah Roby,co_inf with Josh Hart,Total Shared Players,CO_EFF,EFF,avg_EFF,CO_HGS,HGS,avg_HGS,PER,WS,BPM,OBPM,DBPM,Co_Points_Share,TS%,3PAr,FTr,VORP,OWS,New Column,Result
54.0,48.0,2023-02-04,22-235,NYK,LAC,1,43.66666666666666,6.0,21.0,.286,1.0,8.0,.125,1,2.0,.500,2.0,3.0,5.0,4.0,1.0,0.0,1.0,5.0,14.0,4.4,-20,13.0,5.0,0.3846153846153846,20,25,18,72,73,62,45,70,55,51,63,62,9,12,3,40.0,,27.0,27.0,,81.0,82.0,68.0,52.0,77.0,64.0,59.0,67.0,71.0,20.0,32.0,3.0,0.5,,0.925925925925926,0.6666666666666666,,0.8888888888888888,0.8902439024390244,0.9117647058823528,0.8653846153846154,0.9090909090909092,0.859375,0.864406779661017,0.9402985074626866,0.8732394366197183,0.45,0.375,1.0,14,23,41.0,31.0,42.0,76.0,0.0,0.0,0.0,0.3026315789473684,17,0.0,98.0,5.764705882352941,3.999999999999997,101.5,5.970588235294118,12.9,2.2,-3.1,-1.2,-1.9,0.1504099222198864,0.531,0.332,0.333,-0.7,0.5,L (-6),L (-6)
55.0,,2023-02-05,22-236,NYK,PHI,,0.0,0.0,0.0,,,,,,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,20,25,18,72,73,62,45,70,55,51,63,62,9,12,3,40.0,,27.0,27.0,,81.0,82.0,68.0,52.0,77.0,64.0,59.0,67.0,71.0,20.0,32.0,3.0,0.5,,0.925925925925926,0.6666666666666666,,0.8888888888888888,0.8902439024390244,0.9117647058823528,0.8653846153846154,0.9090909090909092,0.859375,0.864406779661017,0.9402985074626866,0.8732394366197183,0.45,0.375,1.0,14,23,41.0,31.0,42.0,76.0,0.0,0.0,0.0,0.3026315789473684,17,,67.0,3.941176470588236,0.0,71.19999999999999,4.188235294117646,12.9,2.2,-3.1,-1.2,-1.9,0.1504099222198864,0.531,0.332,0.333,-0.7,0.5,W (+2),W (+2)
56.0,49.0,2023-02-07,22-238,NYK,ORL,1,34.583333333333336,5.0,16.0,.313,3.0,8.0,.375,2,4.0,.500,1.0,1.0,2.0,3.0,1.0,0.0,0.0,5.0,15.0,7.1,-9,8.0,2.0,0.25,20,25,18,72,73,62,45,70,55,51,63,62,9,12,3,40.0,,27.0,27.0,,81.0,82.0,68.0,52.0,77.0,64.0,59.0,67.0,71.0,20.0,32.0,3.0,0.5,,0.925925925925926,0.6666666666666666,,0.8888888888888888,0.8902439024390244,0.9117647058823528,0.8653846153846154,0.9090909090909092,0.859375,0.864406779661017,0.9402985074626866,0.8732394366197183,0.45,0.375,1.0,14,23,41.0,31.0,42.0,76.0,0.0,0.0,0.0,0.3026315789473684,17,1.0,69.0,4.0588235294117645,6.3000000000000025,66.8,3.929411764705882,12.9,2.2,-3.1,-1.2,-1.9,0.1504099222198864,0.531,0.332,0.333,-0.7,0.5,L (-6),L (-6)
57.0,50.0,2023-02-10,22-241,NYK,PHI,1,29.766666666666666,7.0,16.0,.438,3.0,5.0,.600,2,3.0,.667,0.0,3.0,3.0,2.0,0.0,0.0,4.0,2.0,19.0,7.7,-4,11.0,4.0,0.3636363636363636,20,25,18,72,73,62,45,70,55,51,63,62,9,12,3,40.0,,27.0,27.0,,81.0,82.0,68.0,52.0,77.0,64.0,59.0,67.0,71.0,20.0,32.0,3.0,0.5,,0.925925925925926,0.6666666666666666,,0.8888888888888888,0.8902439024390244,0.9117647058823528,0.8653846153846154,0.9090909090909092,0.859375,0.864406779661017,0.9402985074626866,0.8732394366197183,0.45,0.375,1.0,14,23,41.0,31.0,42.0,76.0,0.0,0.0,0.0,0.3026315789473684,17,1.0,80.0,4.705882352941177,6.899999999999999,83.39999999999999,4.905882352941176,12.9,2.2,-3.1,-1.2,-1.9,0.1504099222198864,0.531,0.332,0.333,-0.7,0.5,W (+11),W (+11)
58.0,51.0,2023-02-11,22-242,NYK,UTA,1,33.75,6.0,15.0,.400,2.0,6.0,.333,6,8.0,.750,1.0,5.0,6.0,3.0,0.0,0.0,1.0,6.0,20.0,12.0,+6,9.0,4.0,0.4444444444444444,20,25,18,72,73,62,45,70,55,51,63,62,9,12,3,40.0,,27.0,27.0,,81.0,82.0,68.0,52.0,77.0,64.0,59.0,67.0,71.0,20.0,32.0,3.0,0.5,,0.925925925925926,0.6666666666666666,,0.8888888888888888,0.8902439024390244,0.9117647058823528,0.8653846153846154,0.9090909090909092,0.859375,0.864406779661017,0.9402985074626866,0.8732394366197183,0.45,0.375,1.0,14,23,41.0,31.0,42.0,76.0,0.0,0.0,0.0,0.3026315789473684,17,5.0,82.0,4.823529411764706,9.599999999999996,88.6,5.211764705882352,12.9,2.2,-3.1,-1.2,-1.9,0.1504099222198864,0.531,0.332,0.333,-0.7,0.5,W (+4),W (+4)
59.0,52.0,2023-02-13,22-244,NYK,BRK,1,24.48333333333333,2.0,8.0,.250,0.0,3.0,.000,0,0.0,,0.0,1.0,1.0,0.0,0.0,0.0,3.0,5.0,4.0,-5.5,-7,5.0,2.0,0.4,20,25,18,72,73,62,45,70,55,51,63,62,9,12,3,40.0,,27.0,27.0,,81.0,82.0,68.0,52.0,77.0,64.0,59.0,67.0,71.0,20.0,32.0,3.0,0.5,,0.925925925925926,0.6666666666666666,,0.8888888888888888,0.8902439024390244,0.9117647058823528,0.8653846153846154,0.9090909090909092,0.859375,0.864406779661017,0.9402985074626866,0.8732394366197183,0.45,0.375,1.0,14,23,41.0,31.0,42.0,76.0,0.0,0.0,0.0,0.3026315789473684,17,-6.0,77.0,4.529411764705882,-5.5,83.89999999999999,4.935294117647058,12.9,2.2,-3.1,-1.2,-1.9,0.1504099222198864,0.531,0.332,0.333,-0.7,0.5,L (-11),L (-11)
60.0,53.0,2023-02-15,22-246,NYK,ATL,1,32.13333333333333,6.0,16.0,.375,0.0,6.0,.000,5,7.0,.714,0.0,5.0,5.0,2.0,1.0,0.0,0.0,2.0,17.0,10.5,+10,10.0,6.0,0.6,20,25,18,72,73,62,45,70,55,51,63,62,9,12,3,40.0,,27.0,27.0,,81.0,82.0,68.0,52.0,77.0,64.0,59.0,67.0,71.0,20.0,32.0,3.0,0.5,,0.925925925925926,0.6666666666666666,,0.8888888888888888,0.8902439024390244,0.9117647058823528,0.8653846153846154,0.9090909090909092,0.859375,0.864406779661017,0.9402985074626866,0.8732394366197183,0.45,0.375,1.0,14,23,41.0,31.0,42.0,76.0,0.0,0.0,0.0,0.3026315789473684,17,2.0,64.0,3.764705882352941,8.499999999999996,67.10000000000001,3.947058823529413,12.9,2.2,-3.1,-1.2,-1.9,0.1504099222198864,0.531,0.332,0.333,-0.7,0.5,W (+6),W (+6)
61.0,54.0,2023-02-24,22-255,NYK,WAS,1,27.6,5.0,10.0,.500,1.0,2.0,.500,3,4.0,.750,1.0,1.0,2.0,3.0,1.0,1.0,3.0,1.0,14.0,10.0,+5,8.0,4.0,0.5,20,25,18,72,73,62,45,70,55,51,63,62,9,12,3,40.0,,27.0,27.0,,81.0,82.0,68.0,52.0,77.0,64.0,59.0,67.0,71.0,20.0,32.0,3.0,0.5,,0.925925925925926,0.6666666666666666,,0.8888888888888888,0.8902439024390244,0.9117647058823528,0.8653846153846154,0.9090909090909092,0.859375,0.864406779661017,0.9402985074626866,0.8732394366197183,0.45,0.375,1.0,14,23,41.0,31.0,42.0,76.0,0.0,0.0,0.0,0.3026315789473684,17,4.0,72.0,4.235294117647059,8.8,87.1,5.123529411764705,12.9,2.2,-3.1,-1.2,-1.9,0.1504099222198864,0.531,0.332,0.333,-0.7,0.5,W (+18),W (+18)
62.0,55.0,2023-02-25,22-256,NYK,NOP,1,28.866666666666667,8.0,13.0,.615,4.0,7.0,.571,5,5.0,1.000,0.0,4.0,4.0,7.0,0.0,0.0,3.0,2.0,25.0,21.4,+23,6.0,4.0,0.6666666666666666,20,25,18,72,73,62,45,70,55,51,63,62,9,12,3,40.0,,27.0,27.0,,81.0,82.0,68.0,52.0,77.0,64.0,59.0,67.0,71.0,20.0,32.0,3.0,0.5,,0.925925925925926,0.6666666666666666,,0.8888888888888888,0.8902439024390244,0.9117647058823528,0.8653846153846154,0.9090909090909092,0.859375,0.864406779661017,0.9402985074626866,0.8732394366197183,0.45,0.375,1.0,14,23,41.0,31.0,42.0,76.0,0.0,0.0,0.0,0.3026315789473684,17,15.0,72.0,4.235294117647059,19.399999999999995,73.0,4.294117647058823,12.9,2.2,-3.1,-1.2,-1.9,0.1504099222198864,0.531,0.332,0.333,-0.7,0.5,W (+21),W (+21)
63.0,56.0,2023-02-27,22-258,NYK,BOS,1,25.8,4.0,14.0,.286,1.0,3.0,.333,1,1.0,1.000,1.0,6.0,7.0,2.0,0.0,0.0,5.0,3.0,10.0,-0.5,-6,11.0,3.0,0.2727272727272727,20,25,18,72,73,62,45,70,55,51,63,62,9,12,3,40.0,,27.0,27.0,,81.0,82.0,68.0,52.0,77.0,64.0,59.0,67.0,71.0,20.0,32.0,3.0,0.5,,0.925925925925926,0.6666666666666666,,0.8888888888888888,0.8902439024390244,0.9117647058823528,0.8653846153846154,0.9090909090909092,0.859375,0.864406779661017,0.9402985074626866,0.8732394366197183,0.45,0.375,1.0,14,23,41.0,31.0,42.0,76.0,0.0,0.0,0.0,0.3026315789473684,17,-1.0,57.0,3.3529411764705883,-0.9000000000000012,71.9,4.229411764705882,12.9,2.2,-3.1,-1.2,-1.9,0.1504099222198864,0.531,0.332,0.333,-0.7,0.5,,
64.0,57.0,2023-03-01,22-260,NYK,BRK,1,27.5,5.0,11.0,.455,2.0,2.0,1.000,3,5.0,.600,1.0,1.0,2.0,1.0,0.0,0.0,2.0,3.0,15.0,7.0,+10,9.0,3.0,0.3333333333333333,20,25,18,72,73,62,45,70,55,51,63,62,9,12,3,40.0,,27.0,27.0,,81.0,82.0,68.0,52.0,77.0,64.0,59.0,67.0,71.0,20.0,32.0,3.0,0.5,,0.925925925925926,0.6666666666666666,,0.8888888888888888,0.8902439024390244,0.9117647058823528,0.8653846153846154,0.9090909090909092,0.859375,0.864406779661017,0.9402985074626866,0.8732394366197183,0.45,0.375,1.0,14,23,41.0,31.0,42.0,76.0,0.0,0.0,0.0,0.3026315789473684,17,0.0,95.0,5.588235294117647,5.8,103.29999999999998,6.076470588235293,12.9,2.2,-3.1,-1.2,-1.9,0.1504099222198864,0.531,0.332,0.333,-0.7,0.5,W (+6),W (+6)
65.0,58.0,2023-03-03,22-262,NYK,MIA,1,29.016666666666666,8.0,15.0,.533,0.0,4.0,.000,1,1.0,1.000,0.0,2.0,2.0,2.0,1.0,0.0,1.0,2.0,17.0,10.9,-1,11.0,8.0,0.7272727272727273,20,25,18,72,73,62,45,70,55,51,63,62,9,12,3,40.0,,27.0,27.0,,81.0,82.0,68.0,52.0,77.0,64.0,59.0,67.0,71.0,20.0,32.0,3.0,0.5,,0.925925925925926,0.6666666666666666,,0.8888888888888888,0.8902439024390244,0.9117647058823528,0.8653846153846154,0.9090909090909092,0.859375,0.864406779661017,0.9402985074626866,0.8732394366197183,0.45,0.375,1.0,14,23,41.0,31.0,42.0,76.0,0.0,0.0,0.0,0.3026315789473684,17,5.0,76.0,4.470588235294118,10.499999999999998,86.80000000000001,5.105882352941177,12.9,2.2,-3.1,-1.2,-1.9,0.1504099222198864,0.531,0.332,0.333,-0.7,0.5,W (+22),W (+22)
66.0,59.0,2023-03-05,22-264,NYK,BOS,1,50.13333333333333,10.0,22.0,.455,3.0,9.0,.333,6,9.0,.667,2.0,9.0,11.0,3.0,1.0,1.0,2.0,3.0,29.0,21.1,-8,13.0,7.0,0.5384615384615384,20,25,18,72,73,62,45,70,55,51,63,62,9,12,3,40.0,,27.0,27.0,,81.0,82.0,68.0,52.0,77.0,64.0,59.0,67.0,71.0,20.0,32.0,3.0,0.5,,0.925925925925926,0.6666666666666666,,0.8888888888888888,0.8902439024390244,0.9117647058823528,0.8653846153846154,0.9090909090909092,0.859375,0.864406779661017,0.9402985074626866,0.8732394366197183,0.45,0.375,1.0,14,23,41.0,31.0,42.0,76.0,0.0,0.0,0.0,0.3026315789473684,17,12.0,63.0,3.7058823529411766,18.700000000000006,68.0,4.0,12.9,2.2,-3.1,-1.2,-1.9,0.1504099222198864,0.531,0.332,0.333,-0.7,0.5,W (+15),W (+15)
67.0,60.0,2023-03-07,22-266,NYK,CHO,1,35.13333333333333,10.0,24.0,.417,1.0,7.0,.143,6,8.0,.750,1.0,5.0,6.0,4.0,0.0,0.0,1.0,2.0,27.0,16.6,-10,17.0,9.0,0.5294117647058824,20,25,18,72,73,62,45,70,55,51,63,62,9,12,3,40.0,,27.0,27.0,,81.0,82.0,68.0,52.0,77.0,64.0,59.0,67.0,71.0,20.0,32.0,3.0,0.5,,0.925925925925926,0.6666666666666666,,0.8888888888888888,0.8902439024390244,0.9117647058823528,0.8653846153846154,0.9090909090909092,0.859375,0.864406779661017,0.9402985074626866,0.8732394366197183,0.45,0.375,1.0,14,23,41.0,31.0,42.0,76.0,0.0,0.0,0.0,0.3026315789473684,17,4.0,69.0,4.0588235294117645,14.200000000000005,63.3,3.7235294117647055,12.9,2.2,-3.1,-1.2,-1.9,0.1504099222198864,0.531,0.332,0.333,-0.7,0.5,W (+24),W (+24)
68.0,61.0,2023-03-09,22-268,NYK,SAC,1,32.983333333333334,9.0,23.0,.391,1.0,8.0,.125,6,10.0,.600,1.0,6.0,7.0,2.0,0.0,0.0,1.0,1.0,25.0,13.4,-11,15.0,8.0,0.5333333333333333,20,25,18,72,73,62,45,70,55,51,63,62,9,12,3,40.0,,27.0,27.0,,81.0,82.0,68.0,52.0,77.0,64.0,59.0,67.0,71.0,20.0,32.0,3.0,0.5,,0.925925925925926,0.6666666666666666,,0.8888888888888888,0.8902439024390244,0.9117647058823528,0.8653846153846154,0.9090909090909092,0.859375,0.864406779661017,0.9402985074626866,0.8732394366197183,0.45,0.375,1.0,14,23,41.0,31.0,42.0,76.0,0.0,0.0,0.0,0.3026315789473684,17,0.0,60.0,3.5294117647058822,11.000000000000002,60.69999999999999,3.570588235294117,12.9,2.2,-3.1,-1.2,-1.9,0.1504099222198864,0.531,0.332,0.333,-0.7,0.5,W (+2),W (+2)
69.0,62.0,2023-03-11,22-270,NYK,LAC,1,30.266666666666666,5.0,12.0,.417,1.0,3.0,.333,0,0.0,,0.0,2.0,2.0,1.0,1.0,0.0,3.0,1.0,11.0,3.5,-21,9.0,4.0,0.4444444444444444,20,25,18,72,73,62,45,70,55,51,63,62,9,12,3,40.0,,27.0,27.0,,81.0,82.0,68.0,52.0,77.0,64.0,59.0,67.0,71.0,20.0,32.0,3.0,0.5,,0.925925925925926,0.6666666666666666,,0.8888888888888888,0.8902439024390244,0.9117647058823528,0.8653846153846154,0.9090909090909092,0.859375,0.864406779661017,0.9402985074626866,0.8732394366197183,0.45,0.375,1.0,14,23,41.0,31.0,42.0,76.0,0.0,0.0,0.0,0.3026315789473684,17,0.0,58.0,3.411764705882353,3.5,59.1,3.476470588235294,12.9,2.2,-3.1,-1.2,-1.9,0.1504099222198864,0.531,0.332,0.333,-0.7,0.5,W (+2),W (+2)
70.0,63.0,2023-03-12,22-271,NYK,LAL,1,38.5,12.0,27.0,.444,1.0,8.0,.125,5,6.0,.833,0.0,5.0,5.0,2.0,0.0,0.0,1.0,2.0,30.0,16.6,0,19.0,11.0,0.5789473684210527,20,25,18,72,73,62,45,70,55,51,63,62,9,12,3,40.0,,27.0,27.0,,81.0,82.0,68.0,52.0,77.0,64.0,59.0,67.0,71.0,20.0,32.0,3.0,0.5,,0.925925925925926,0.6666666666666666,,0.8888888888888888,0.8902439024390244,0.9117647058823528,0.8653846153846154,0.9090909090909092,0.859375,0.864406779661017,0.9402985074626866,0.8732394366197183,0.45,0.375,1.0,14,23,41.0,31.0,42.0,76.0,0.0,0.0,0.0,0.3026315789473684,17,3.0,78.0,4.588235294117647,14.599999999999998,78.5,4.617647058823529,12.9,2.2,-3.1,-1.2,-1.9,0.1504099222198864,0.531,0.332,0.333,-0.7,0.5,L (-7),L (-7)
71.0,64.0,2023-03-14,22-273,NYK,POR,1,27.98333333333333,8.0,13.0,.615,1.0,3.0,.333,5,7.0,.714,0.0,5.0,5.0,0.0,0.0,3.0,2.0,0.0,22.0,16.9,+8,10.0,7.0,0.7,20,25,18,72,73,62,45,70,55,51,63,62,9,12,3,40.0,,27.0,27.0,,81.0,82.0,68.0,52.0,77.0,64.0,59.0,67.0,71.0,20.0,32.0,3.0,0.5,,0.925925925925926,0.6666666666666666,,0.8888888888888888,0.8902439024390244,0.9117647058823528,0.8653846153846154,0.9090909090909092,0.859375,0.864406779661017,0.9402985074626866,0.8732394366197183,0.45,0.375,1.0,14,23,41.0,31.0,42.0,76.0,0.0,0.0,0.0,0.3026315789473684,17,8.0,88.0,5.176470588235294,14.899999999999997,86.10000000000001,5.064705882352942,12.9,2.2,-3.1,-1.2,-1.9,0.1504099222198864,0.531,0.332,0.333,-0.7,0.5,L (-5),L (-5)
72.0,65.0,2023-03-18,22-277,NYK,DEN,1,34.45,8.0,13.0,.615,0.0,3.0,.000,5,6.0,.833,1.0,3.0,4.0,2.0,0.0,0.0,0.0,2.0,21.0,16.9,+13,10.0,8.0,0.8,20,25,18,72,73,62,45,70,55,51,63,62,9,12,3,40.0,,27.0,27.0,,81.0,82.0,68.0,52.0,77.0,64.0,59.0,67.0,71.0,20.0,32.0,3.0,0.5,,0.925925925925926,0.6666666666666666,,0.8888888888888888,0.8902439024390244,0.9117647058823528,0.8653846153846154,0.9090909090909092,0.859375,0.864406779661017,0.9402985074626866,0.8732394366197183,0.45,0.375,1.0,14,23,41.0,31.0,42.0,76.0,0.0,0.0,0.0,0.3026315789473684,17,8.0,61.0,3.588235294117647,14.899999999999991,71.39999999999999,4.199999999999999,12.9,2.2,-3.1,-1.2,-1.9,0.1504099222198864,0.531,0.332,0.333,-0.7,0.5,L (-11),L (-11)
73.0,66.0,2023-03-20,22-279,NYK,MIN,1,26.95,4.0,8.0,.500,2.0,3.0,.667,3,5.0,.600,0.0,2.0,2.0,3.0,0.0,0.0,4.0,4.0,13.0,5.3,-2,5.0,2.0,0.4,20,25,18,72,73,62,45,70,55,51,63,62,9,12,3,40.0,,27.0,27.0,,81.0,82.0,68.0,52.0,77.0,64.0,59.0,67.0,71.0,20.0,32.0,3.0,0.5,,0.925925925925926,0.6666666666666666,,0.8888888888888888,0.8902439024390244,0.9117647058823528,0.8653846153846154,0.9090909090909092,0.859375,0.864406779661017,0.9402985074626866,0.8732394366197183,0.45,0.375,1.0,14,23,41.0,31.0,42.0,76.0,0.0,0.0,0.0,0.3026315789473684,17,1.0,72.0,4.235294117647059,4.099999999999998,93.5,5.5,12.9,2.2,-3.1,-1.2,-1.9,0.1504099222198864,0.531,0.332,0.333,-0.7,0.5,W (+4),W (+4)
74.0,67.0,2023-03-22,22-281,NYK,MIA,1,35.9,8.0,13.0,.615,3.0,6.0,.500,7,7.0,1.000,2.0,4.0,6.0,5.0,0.0,0.0,3.0,3.0,26.0,22.0,-2,7.0,5.0,0.7142857142857143,20,25,18,72,73,62,45,70,55,51,63,62,9,12,3,40.0,,27.0,27.0,,81.0,82.0,68.0,52.0,77.0,64.0,59.0,67.0,71.0,20.0,32.0,3.0,0.5,,0.925925925925926,0.6666666666666666,,0.8888888888888888,0.8902439024390244,0.9117647058823528,0.8653846153846154,0.9090909090909092,0.859375,0.864406779661017,0.9402985074626866,0.8732394366197183,0.45,0.375,1.0,14,23,41.0,31.0,42.0,76.0,0.0,0.0,0.0,0.3026315789473684,17,14.0,61.0,3.588235294117647,19.2,63.10000000000001,3.7117647058823535,12.9,2.2,-3.1,-1.2,-1.9,0.1504099222198864,0.531,0.332,0.333,-0.7,0.5,W (+16),W (+16)
75.0,68.0,2023-03-23,22-282,NYK,ORL,1,29.75,3.0,12.0,.250,0.0,3.0,.000,4,6.0,.667,0.0,2.0,2.0,3.0,0.0,0.0,5.0,1.0,10.0,-0.7,-15,9.0,3.0,0.3333333333333333,20,25,18,72,73,62,45,70,55,51,63,62,9,12,3,40.0,,27.0,27.0,,81.0,82.0,68.0,52.0,77.0,64.0,59.0,67.0,71.0,20.0,32.0,3.0,0.5,,0.925925925925926,0.6666666666666666,,0.8888888888888888,0.8902439024390244,0.9117647058823528,0.8653846153846154,0.9090909090909092,0.859375,0.864406779661017,0.9402985074626866,0.8732394366197183,0.45,0.375,1.0,14,23,41.0,31.0,42.0,76.0,0.0,0.0,0.0,0.3026315789473684,17,-8.0,84.0,4.941176470588236,-2.3000000000000003,90.0,5.294117647058823,12.9,2.2,-3.1,-1.2,-1.9,0.1504099222198864,0.531,0.332,0.333,-0.7,0.5,W (+6),W (+6)
76.0,69.0,2023-03-27,22-286,NYK,HOU,1,29.433333333333334,6.0,12.0,.500,1.0,3.0,.333,6,9.0,.667,0.0,3.0,3.0,5.0,1.0,0.0,3.0,0.0,19.0,14.2,+17,9.0,5.0,0.5555555555555556,20,25,18,72,73,62,45,70,55,51,63,62,9,12,3,40.0,,27.0,27.0,,81.0,82.0,68.0,52.0,77.0,64.0,59.0,67.0,71.0,20.0,32.0,3.0,0.5,,0.925925925925926,0.6666666666666666,,0.8888888888888888,0.8902439024390244,0.9117647058823528,0.8653846153846154,0.9090909090909092,0.859375,0.864406779661017,0.9402985074626866,0.8732394366197183,0.45,0.375,1.0,14,23,41.0,31.0,42.0,76.0,0.0,0.0,0.0,0.3026315789473684,17,4.0,104.0,6.117647058823529,11.8,113.4,6.670588235294118,12.9,2.2,-3.1,-1.2,-1.9,0.1504099222198864,0.531,0.332,0.333,-0.7,0.5,L (-6),L (-6)
77.0,70.0,2023-03-29,22-288,NYK,MIA,1,33.733333333333334,4.0,13.0,.308,2.0,6.0,.333,2,4.0,.500,1.0,4.0,5.0,0.0,0.0,1.0,2.0,1.0,12.0,3.9,-1,7.0,2.0,0.2857142857142857,20,25,18,72,73,62,45,70,55,51,63,62,9,12,3,40.0,,27.0,27.0,,81.0,82.0,68.0,52.0,77.0,64.0,59.0,67.0,71.0,20.0,32.0,3.0,0.5,,0.925925925925926,0.6666666666666666,,0.8888888888888888,0.8902439024390244,0.9117647058823528,0.8653846153846154,0.9090909090909092,0.859375,0.864406779661017,0.9402985074626866,0.8732394366197183,0.45,0.375,1.0,14,23,41.0,31.0,42.0,76.0,0.0,0.0,0.0,0.3026315789473684,17,-1.0,65.0,3.823529411764706,3.1,70.3,4.135294117647058,12.9,2.2,-3.1,-1.2,-1.9,0.1504099222198864,0.531,0.332,0.333,-0.7,0.5,L (-7),L (-7)
78.0,71.0,2023-03-31,22-290,NYK,CLE,1,29.95,6.0,17.0,.353,2.0,7.0,.286,0,0.0,,0.0,7.0,7.0,1.0,0.0,0.0,2.0,3.0,14.0,4.1,+10,10.0,4.0,0.4,20,25,18,72,73,62,45,70,55,51,63,62,9,12,3,40.0,,27.0,27.0,,81.0,82.0,68.0,52.0,77.0,64.0,59.0,67.0,71.0,20.0,32.0,3.0,0.5,,0.925925925925926,0.6666666666666666,,0.8888888888888888,0.8902439024390244,0.9117647058823528,0.8653846153846154,0.9090909090909092,0.859375,0.864406779661017,0.9402985074626866,0.8732394366197183,0.45,0.375,1.0,14,23,41.0,31.0,42.0,76.0,0.0,0.0,0.0,0.3026315789473684,17,3.0,94.0,5.529411764705882,4.1000000000000005,98.3,5.782352941176471,12.9,2.2,-3.1,-1.2,-1.9,0.1504099222198864,0.531,0.332,0.333,-0.7,0.5,L (-5),L (-5)
79.0,,2023-04-02,22-292,NYK,WAS,,0.0,0.0,0.0,,,,,,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,20,25,18,72,73,62,45,70,55,51,63,62,9,12,3,40.0,,27.0,27.0,,81.0,82.0,68.0,52.0,77.0,64.0,59.0,67.0,71.0,20.0,32.0,3.0,0.5,,0.925925925925926,0.6666666666666666,,0.8888888888888888,0.8902439024390244,0.9117647058823528,0.8653846153846154,0.9090909090909092,0.859375,0.864406779661017,0.9402985074626866,0.8732394366197183,0.45,0.375,1.0,14,23,41.0,31.0,42.0,76.0,0.0,0.0,0.0,0.3026315789473684,17,,107.0,6.294117647058823,0.0,111.5,6.5588235294117645,12.9,2.2,-3.1,-1.2,-1.9,0.1504099222198864,0.531,0.332,0.333,-0.7,0.5,W (+22),W (+22)
80.0,,2023-04-05,22-295,NYK,IND,Did Not Play,0.0,0.0,0.0,Did Not Play,,,Did Not Play,Did Not Play,0.0,Did Not Play,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Did Not Play,Did Not Play,,,,20,25,18,72,73,62,45,70,55,51,63,62,9,12,3,40.0,,27.0,27.0,,81.0,82.0,68.0,52.0,77.0,64.0,59.0,67.0,71.0,20.0,32.0,3.0,0.5,,0.925925925925926,0.6666666666666666,,0.8888888888888888,0.8902439024390244,0.9117647058823528,0.8653846153846154,0.9090909090909092,0.859375,0.864406779661017,0.9402985074626866,0.8732394366197183,0.45,0.375,1.0,14,23,41.0,31.0,42.0,76.0,0.0,0.0,0.0,0.3026315789473684,17,,94.0,5.529411764705882,0.0,109.5,6.441176470588236,12.9,2.2,-3.1,-1.2,-1.9,0.1504099222198864,0.531,0.332,0.333,-0.7,0.5,W (+9),W (+9)
